lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,468,53,58,[8; 9],14,1.322943,0.641509,3,[(NOT X1) OR X2 >= 1.650000 OR X9 < 0.895000],{'0.0': {'precision': 0.4342105263157895; 'recall': 0.49624060150375937; 'f1-score': 0.4631578947368421; 'support': 133}; '1.0': {'precision': 0.7879746835443038; 'recall': 0.7432835820895523; 'f1-score': 0.7649769585253455; 'support': 335}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.6110926049300467; 'recall': 0.6197620917966558; 'f1-score': 0.6140674266310938; 'support': 468}; 'weighted avg': {'precision': 0.6874391431353457; 'recall': 0.6730769230769231; 'f1-score': 0.6792035921068179; 'support': 468}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.26666666666666666; 'f1-score': 0.2962962962962963; 'support': 15}; '1.0': {'precision': 0.7317073170731707; 'recall': 0.7894736842105263; 'f1-score': 0.7594936708860759; 'support': 38}; 'accuracy': 0.6415094339622641; 'macro avg': {'precision': 0.532520325203252; 'recall': 0.5280701754385965; 'f1-score': 0.5278949835911861; 'support': 53}; 'weighted avg': {'precision': 0.6189599631845375; 'recall': 0.6415094339622641; 'f1-score': 0.6284000743040628; 'support': 53}}
5,1,CNF,2,469,52,29,[16; 17],14,0.622167,0.711538,6,[X1 OR X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.4897959183673469; 'recall': 0.1791044776119403; 'f1-score': 0.26229508196721313; 'support': 134}; '1.0': {'precision': 0.7380952380952381; 'recall': 0.9253731343283582; 'f1-score': 0.8211920529801325; 'support': 335}; 'accuracy': 0.7121535181236673; 'macro avg': {'precision': 0.6139455782312926; 'recall': 0.5522388059701493; 'f1-score': 0.5417435674736728; 'support': 469}; 'weighted avg': {'precision': 0.6671525753158407; 'recall': 0.7121535181236673; 'f1-score': 0.6615072041192984; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.07142857142857142; 'f1-score': 0.11764705882352941; 'support': 14}; '1.0': {'precision': 0.7346938775510204; 'recall': 0.9473684210526315; 'f1-score': 0.8275862068965517; 'support': 38}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.5340136054421769; 'recall': 0.5093984962406015; 'f1-score': 0.4726166328600406; 'support': 52}; 'weighted avg': {'precision': 0.6266352694924124; 'recall': 0.7115384615384616; 'f1-score': 0.6364487439538149; 'support': 52}}
5,1,CNF,3,469,52,29,[16; 17],14,0.628939,0.846154,4,[(NOT X1) OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000],{'0.0': {'precision': 0.41911764705882354; 'recall': 0.42857142857142855; 'f1-score': 0.4237918215613383; 'support': 133}; '1.0': {'precision': 0.7717717717717718; 'recall': 0.7648809523809523; 'f1-score': 0.7683109118086696; 'support': 336}; 'accuracy': 0.6695095948827292; 'macro avg': {'precision': 0.5954447094152977; 'recall': 0.5967261904761905; 'f1-score': 0.596051366685004; 'support': 469}; 'weighted avg': {'precision': 0.6717653781964581; 'recall': 0.6695095948827292; 'f1-score': 0.6706114683056951; 'support': 469}},{'0.0': {'precision': 0.7333333333333333; 'recall': 0.7333333333333333; 'f1-score': 0.7333333333333333; 'support': 15}; '1.0': {'precision': 0.8918918918918919; 'recall': 0.8918918918918919; 'f1-score': 0.8918918918918919; 'support': 37}; 'accuracy': 0.8461538461538461; 'macro avg': {'precision': 0.8126126126126125; 'recall': 0.8126126126126125; 'f1-score': 0.8126126126126125; 'support': 52}; 'weighted avg': {'precision': 0.8461538461538461; 'recall': 0.8461538461538461; 'f1-score': 0.8461538461538461; 'support': 52}}
5,1,CNF,4,469,52,29,[16; 17],14,0.630591,0.692308,3,[X2 >= 1.650000 OR X3 >= 1.250000 OR X6 < 59.500000],{'0.0': {'precision': 0.18333333333333332; 'recall': 0.08270676691729323; 'f1-score': 0.1139896373056995; 'support': 133}; '1.0': {'precision': 0.7017114914425427; 'recall': 0.8541666666666666; 'f1-score': 0.7704697986577181; 'support': 336}; 'accuracy': 0.6353944562899787; 'macro avg': {'precision': 0.44252241238793805; 'recall': 0.46843671679197996; 'f1-score': 0.44222971798170885; 'support': 469}; 'weighted avg': {'precision': 0.5547087301876924; 'recall': 0.6353944562899787; 'f1-score': 0.5843037827519219; 'support': 469}},{'0.0': {'precision': 0.4; 'recall': 0.13333333333333333; 'f1-score': 0.2; 'support': 15}; '1.0': {'precision': 0.723404255319149; 'recall': 0.918918918918919; 'f1-score': 0.8095238095238095; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5617021276595745; 'recall': 0.5261261261261262; 'f1-score': 0.5047619047619047; 'support': 52}; 'weighted avg': {'precision': 0.6301145662847791; 'recall': 0.6923076923076923; 'f1-score': 0.6336996336996337; 'support': 52}}
5,1,CNF,5,469,52,29,[16; 17],14,0.636537,0.653846,4,[(NOT X1) OR X2 >= 1.650000 OR X3 >= 1.250000 OR X6 >= 59.500000],{'0.0': {'precision': 0.45; 'recall': 0.5413533834586466; 'f1-score': 0.4914675767918089; 'support': 133}; '1.0': {'precision': 0.8025889967637541; 'recall': 0.7380952380952381; 'f1-score': 0.7689922480620156; 'support': 336}; 'accuracy': 0.6823027718550106; 'macro avg': {'precision': 0.626294498381877; 'recall': 0.6397243107769424; 'f1-score': 0.6302299124269123; 'support': 469}; 'weighted avg': {'precision': 0.7026010723083611; 'recall': 0.6823027718550106; 'f1-score': 0.6902912218809123; 'support': 469}},{'0.0': {'precision': 0.4117647058823529; 'recall': 0.4666666666666667; 'f1-score': 0.43749999999999994; 'support': 15}; '1.0': {'precision': 0.7714285714285715; 'recall': 0.7297297297297297; 'f1-score': 0.75; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5915966386554622; 'recall': 0.5981981981981982; 'f1-score': 0.59375; 'support': 52}; 'weighted avg': {'precision': 0.6676793794440853; 'recall': 0.6538461538461539; 'f1-score': 0.6598557692307693; 'support': 52}}
5,1,CNF,6,469,52,29,[16; 17],14,0.609162,0.673077,3,[X2 < 1.650000 OR X4 < 211.500000 OR X5 >= 61.500000],{'0.0': {'precision': 0.10294117647058823; 'recall': 0.05263157894736842; 'f1-score': 0.06965174129353233; 'support': 133}; '1.0': {'precision': 0.685785536159601; 'recall': 0.8184523809523809; 'f1-score': 0.7462686567164178; 'support': 336}; 'accuracy': 0.6012793176972282; 'macro avg': {'precision': 0.3943633563150946; 'recall': 0.43554197994987465; 'f1-score': 0.4079601990049751; 'support': 469}; 'weighted avg': {'precision': 0.5205013147552541; 'recall': 0.6012793176972282; 'f1-score': 0.5543922180144055; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7; 'recall': 0.9459459459459459; 'f1-score': 0.8045977011494254; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.35; 'recall': 0.47297297297297297; 'f1-score': 0.4022988505747127; 'support': 52}; 'weighted avg': {'precision': 0.49807692307692303; 'recall': 0.6730769230769231; 'f1-score': 0.572502210433245; 'support': 52}}
5,1,CNF,7,469,52,29,[16; 17],14,0.614543,0.673077,5,[X1 OR X2 >= 1.650000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5; 'recall': 0.19548872180451127; 'f1-score': 0.2810810810810811; 'support': 133}; '1.0': {'precision': 0.7434052757793765; 'recall': 0.9226190476190477; 'f1-score': 0.8233731739707836; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.6217026378896883; 'recall': 0.5590538847117794; 'f1-score': 0.5522271275259323; 'support': 469}; 'weighted avg': {'precision': 0.674379899065822; 'recall': 0.7164179104477612; 'f1-score': 0.669588849121465; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7; 'recall': 0.9459459459459459; 'f1-score': 0.8045977011494254; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.35; 'recall': 0.47297297297297297; 'f1-score': 0.4022988505747127; 'support': 52}; 'weighted avg': {'precision': 0.49807692307692303; 'recall': 0.6730769230769231; 'f1-score': 0.572502210433245; 'support': 52}}
5,1,CNF,8,469,52,29,[16; 17],14,0.621682,0.615385,3,[X3 >= 1.250000 OR X4 < 211.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.30864197530864196; 'recall': 0.18796992481203006; 'f1-score': 0.2336448598130841; 'support': 133}; '1.0': {'precision': 0.7216494845360825; 'recall': 0.8333333333333334; 'f1-score': 0.7734806629834253; 'support': 336}; 'accuracy': 0.650319829424307; 'macro avg': {'precision': 0.5151457299223622; 'recall': 0.5106516290726817; 'f1-score': 0.5035627613982547; 'support': 469}; 'weighted avg': {'precision': 0.6045279520685993; 'recall': 0.650319829424307; 'f1-score': 0.6203928979052689; 'support': 469}},{'0.0': {'precision': 0.3076923076923077; 'recall': 0.26666666666666666; 'f1-score': 0.28571428571428575; 'support': 15}; '1.0': {'precision': 0.717948717948718; 'recall': 0.7567567567567568; 'f1-score': 0.736842105263158; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5128205128205128; 'recall': 0.5117117117117117; 'f1-score': 0.5112781954887219; 'support': 52}; 'weighted avg': {'precision': 0.5996055226824458; 'recall': 0.6153846153846154; 'f1-score': 0.6067090803932911; 'support': 52}}
5,1,CNF,9,469,52,29,[16; 17],14,0.647218,0.769231,3,[X1 OR X2 >= 1.650000 OR X5 >= 61.500000],{'0.0': {'precision': 0.3974358974358974; 'recall': 0.23308270676691728; 'f1-score': 0.2938388625592417; 'support': 133}; '1.0': {'precision': 0.7391304347826086; 'recall': 0.8601190476190477; 'f1-score': 0.7950481430536451; 'support': 336}; 'accuracy': 0.6823027718550106; 'macro avg': {'precision': 0.568283166109253; 'recall': 0.5466008771929824; 'f1-score': 0.5444435028064434; 'support': 469}; 'weighted avg': {'precision': 0.6422319838932428; 'recall': 0.6823027718550106; 'f1-score': 0.6529141679880679; 'support': 469}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.4; 'f1-score': 0.5; 'support': 15}; '1.0': {'precision': 0.7906976744186046; 'recall': 0.918918918918919; 'f1-score': 0.85; 'support': 37}; 'accuracy': 0.7692307692307693; 'macro avg': {'precision': 0.7286821705426356; 'recall': 0.6594594594594595; 'f1-score': 0.675; 'support': 52}; 'weighted avg': {'precision': 0.7549194991055456; 'recall': 0.7692307692307693; 'f1-score': 0.7490384615384615; 'support': 52}}
5,1,CNF,0,468,53,14,[33; 34],14,0.317656,0.660377,4,[X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.49382716049382713; 'recall': 0.6015037593984962; 'f1-score': 0.5423728813559322; 'support': 133}; '1.0': {'precision': 0.826797385620915; 'recall': 0.755223880597015; 'f1-score': 0.7893915756630264; 'support': 335}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6603122730573711; 'recall': 0.6783638199977555; 'f1-score': 0.6658822285094793; 'support': 468}; 'weighted avg': {'precision': 0.7321712318989008; 'recall': 0.7115384615384616; 'f1-score': 0.7191918185201984; 'support': 468}},{'0.0': {'precision': 0.44; 'recall': 0.7333333333333333; 'f1-score': 0.5499999999999999; 'support': 15}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.631578947368421; 'f1-score': 0.7272727272727273; 'support': 38}; 'accuracy': 0.660377358490566; 'macro avg': {'precision': 0.6485714285714286; 'recall': 0.6824561403508771; 'f1-score': 0.6386363636363637; 'support': 53}; 'weighted avg': {'precision': 0.7390835579514825; 'recall': 0.660377358490566; 'f1-score': 0.6771012006861062; 'support': 53}}
5,1,CNF,1,469,52,14,[33; 34],14,0.324461,0.673077,5,[X1 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.47368421052631576; 'recall': 0.20149253731343283; 'f1-score': 0.28272251308900526; 'support': 134}; '1.0': {'precision': 0.7402912621359223; 'recall': 0.9104477611940298; 'f1-score': 0.8165997322623828; 'support': 335}; 'accuracy': 0.7078891257995735; 'macro avg': {'precision': 0.606987736331119; 'recall': 0.5559701492537313; 'f1-score': 0.549661122675694; 'support': 469}; 'weighted avg': {'precision': 0.6641178188188919; 'recall': 0.7078891257995735; 'f1-score': 0.664063383927132; 'support': 469}},{'0.0': {'precision': 0.2857142857142857; 'recall': 0.14285714285714285; 'f1-score': 0.19047619047619047; 'support': 14}; '1.0': {'precision': 0.7333333333333333; 'recall': 0.868421052631579; 'f1-score': 0.7951807228915663; 'support': 38}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5095238095238095; 'recall': 0.5056390977443609; 'f1-score': 0.49282845668387837; 'support': 52}; 'weighted avg': {'precision': 0.6128205128205128; 'recall': 0.6730769230769231; 'f1-score': 0.632375656472042; 'support': 52}}
