l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,460,52,1,[460; 460],122,2.176566,0.923077,4,[X3 >= 696.250000 OR X22 >= 117.450000 OR X23 >= 884.550000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9556313993174061; 'recall': 0.9688581314878892; 'f1-score': 0.9621993127147765; 'support': 289}; '1.0': {'precision': 0.9461077844311377; 'recall': 0.9239766081871345; 'f1-score': 0.9349112426035503; 'support': 171}; 'accuracy': 0.9521739130434783; 'macro avg': {'precision': 0.950869591874272; 'recall': 0.9464173698375118; 'f1-score': 0.9485552776591635; 'support': 460}; 'weighted avg': {'precision': 0.952091099000989; 'recall': 0.9521739130434783; 'f1-score': 0.9520552692603859; 'support': 460}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.85; 'f1-score': 0.8947368421052632; 'support': 20}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9281045751633987; 'recall': 0.909375; 'f1-score': 0.9170653907496014; 'support': 52}; 'weighted avg': {'precision': 0.924333836098542; 'recall': 0.9230769230769231; 'f1-score': 0.9222181327444485; 'support': 52}}
l: 5,1,DNF,0,460,52,1,[460; 460],122,1.717121,0.942308,4,[X7 >= 0.051420 AND X10 >= 0.193650 AND X20 >= 14.905000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9344262295081968; 'recall': 0.986159169550173; 'f1-score': 0.9595959595959596; 'support': 289}; '1.0': {'precision': 0.9741935483870968; 'recall': 0.8830409356725146; 'f1-score': 0.9263803680981595; 'support': 171}; 'accuracy': 0.9478260869565217; 'macro avg': {'precision': 0.9543098889476468; 'recall': 0.9346000526113438; 'f1-score': 0.9429881638470595; 'support': 460}; 'weighted avg': {'precision': 0.9492092980479618; 'recall': 0.9478260869565217; 'f1-score': 0.9472484244956905; 'support': 460}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9047619047619048; 'recall': 0.95; 'f1-score': 0.9268292682926829; 'support': 20}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9362519201228878; 'recall': 0.94375; 'f1-score': 0.9396051103368176; 'support': 52}; 'weighted avg': {'precision': 0.9435188467446533; 'recall': 0.9423076923076923; 'f1-score': 0.9425533815777718; 'support': 52}}
l: 5,1,DNF,1,460,52,1,[460; 460],122,1.961627,0.923077,4,[X7 >= 0.051420 AND X10 >= 0.193650 AND X20 >= 14.905000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9431438127090301; 'recall': 0.9791666666666666; 'f1-score': 0.9608177172061327; 'support': 288}; '1.0': {'precision': 0.9627329192546584; 'recall': 0.9011627906976745; 'f1-score': 0.930930930930931; 'support': 172}; 'accuracy': 0.95; 'macro avg': {'precision': 0.9529383659818442; 'recall': 0.9401647286821706; 'f1-score': 0.9458743240685319; 'support': 460}; 'weighted avg': {'precision': 0.9504684351565258; 'recall': 0.95; 'f1-score': 0.9496426579901878; 'support': 460}},{'0.0': {'precision': 0.8918918918918919; 'recall': 1.0; 'f1-score': 0.9428571428571428; 'support': 33}; '1.0': {'precision': 1.0; 'recall': 0.7894736842105263; 'f1-score': 0.8823529411764706; 'support': 19}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9459459459459459; 'recall': 0.8947368421052632; 'f1-score': 0.9126050420168067; 'support': 52}; 'weighted avg': {'precision': 0.9313929313929314; 'recall': 0.9230769230769231; 'f1-score': 0.9207498383968973; 'support': 52}}
l: 5,1,DNF,2,461,51,1,[461; 461],122,1.767831,0.960784,4,[X7 >= 0.051420 AND X10 >= 0.193650 AND X20 >= 14.905000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9342105263157895; 'recall': 0.9826989619377162; 'f1-score': 0.957841483979764; 'support': 289}; '1.0': {'precision': 0.9681528662420382; 'recall': 0.8837209302325582; 'f1-score': 0.9240121580547113; 'support': 172}; 'accuracy': 0.9457700650759219; 'macro avg': {'precision': 0.9511816962789139; 'recall': 0.9332099460851372; 'f1-score': 0.9409268210172377; 'support': 461}; 'weighted avg': {'precision': 0.9468744796071448; 'recall': 0.9457700650759219; 'f1-score': 0.9452196964328896; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
l: 5,1,DNF,3,461,51,1,[461; 461],122,2.270381,0.901961,4,[X7 >= 0.051420 AND X10 >= 0.193650 AND X23 >= 696.050000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9433333333333334; 'recall': 0.9792387543252595; 'f1-score': 0.9609507640067911; 'support': 289}; '1.0': {'precision': 0.9627329192546584; 'recall': 0.9011627906976745; 'f1-score': 0.930930930930931; 'support': 172}; 'accuracy': 0.9501084598698482; 'macro avg': {'precision': 0.953033126293996; 'recall': 0.9402007725114669; 'f1-score': 0.9459408474688611; 'support': 461}; 'weighted avg': {'precision': 0.9505713567139578; 'recall': 0.9501084598698482; 'f1-score': 0.9497503056791383; 'support': 461}},{'0.0': {'precision': 0.8648648648648649; 'recall': 1.0; 'f1-score': 0.927536231884058; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.7368421052631579; 'f1-score': 0.8484848484848484; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.9324324324324325; 'recall': 0.868421052631579; 'f1-score': 0.8880105401844531; 'support': 51}; 'weighted avg': {'precision': 0.9152093269740329; 'recall': 0.9019607843137255; 'f1-score': 0.8980857165000388; 'support': 51}}
l: 5,1,DNF,4,461,51,1,[461; 461],122,1.666735,0.941176,5,[X6 >= 0.069225 AND X10 >= 0.193650 AND X20 >= 14.905000 AND X26 >= 0.216400 AND X27 >= 0.109550],{'0.0': {'precision': 0.9459459459459459; 'recall': 0.9688581314878892; 'f1-score': 0.9572649572649573; 'support': 289}; '1.0': {'precision': 0.9454545454545454; 'recall': 0.9069767441860465; 'f1-score': 0.9258160237388724; 'support': 172}; 'accuracy': 0.9457700650759219; 'macro avg': {'precision': 0.9457002457002457; 'recall': 0.9379174378369679; 'f1-score': 0.9415404905019149; 'support': 461}; 'weighted avg': {'precision': 0.9457626034632542; 'recall': 0.9457700650759219; 'f1-score': 0.9455312987693247; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
l: 5,1,DNF,5,461,51,1,[461; 461],122,2.114073,1.000000,4,[X7 >= 0.051420 AND X10 >= 0.193650 AND X20 >= 14.905000 AND X26 >= 0.216400],{'0.0': {'precision': 0.930921052631579; 'recall': 0.9792387543252595; 'f1-score': 0.954468802698145; 'support': 289}; '1.0': {'precision': 0.9617834394904459; 'recall': 0.877906976744186; 'f1-score': 0.9179331306990881; 'support': 172}; 'accuracy': 0.9414316702819957; 'macro avg': {'precision': 0.9463522460610124; 'recall': 0.9285728655347227; 'f1-score': 0.9362009666986166; 'support': 461}; 'weighted avg': {'precision': 0.9424358694205704; 'recall': 0.9414316702819957; 'f1-score': 0.9408372721475208; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 19}; 'accuracy': 1.0; 'macro avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 51}; 'weighted avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 51}}
l: 5,1,DNF,6,461,51,1,[461; 461],122,1.731816,0.843137,4,[X13 >= 18.515000 AND X22 >= 101.650000 AND X26 >= 0.216400 AND X27 >= 0.109550],{'0.0': {'precision': 0.95578231292517; 'recall': 0.972318339100346; 'f1-score': 0.9639794168096055; 'support': 289}; '1.0': {'precision': 0.9520958083832335; 'recall': 0.9244186046511628; 'f1-score': 0.9380530973451326; 'support': 172}; 'accuracy': 0.9544468546637744; 'macro avg': {'precision': 0.9539390606542018; 'recall': 0.9483684718757543; 'f1-score': 0.951016257077369; 'support': 461}; 'weighted avg': {'precision': 0.9544068708834932; 'recall': 0.9544468546637744; 'f1-score': 0.9543062564020366; 'support': 461}},{'0.0': {'precision': 0.9285714285714286; 'recall': 0.8125; 'f1-score': 0.8666666666666666; 'support': 32}; '1.0': {'precision': 0.7391304347826086; 'recall': 0.8947368421052632; 'f1-score': 0.8095238095238095; 'support': 19}; 'accuracy': 0.8431372549019608; 'macro avg': {'precision': 0.8338509316770186; 'recall': 0.8536184210526316; 'f1-score': 0.838095238095238; 'support': 51}; 'weighted avg': {'precision': 0.8579953720618682; 'recall': 0.8431372549019608; 'f1-score': 0.8453781512605042; 'support': 51}}
l: 5,1,DNF,7,461,51,1,[461; 461],122,1.125516,0.862745,3,[X6 >= 0.069225 AND X22 >= 101.650000 AND X27 >= 0.109550],{'0.0': {'precision': 0.9522184300341296; 'recall': 0.9653979238754326; 'f1-score': 0.9587628865979381; 'support': 289}; '1.0': {'precision': 0.9404761904761905; 'recall': 0.9186046511627907; 'f1-score': 0.9294117647058823; 'support': 172}; 'accuracy': 0.9479392624728851; 'macro avg': {'precision': 0.9463473102551601; 'recall': 0.9420012875191116; 'f1-score': 0.9440873256519102; 'support': 461}; 'weighted avg': {'precision': 0.9478373775309505; 'recall': 0.9479392624728851; 'f1-score': 0.9478119257184725; 'support': 461}},{'0.0': {'precision': 0.8787878787878788; 'recall': 0.90625; 'f1-score': 0.8923076923076922; 'support': 32}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.7894736842105263; 'f1-score': 0.8108108108108109; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.8560606060606061; 'recall': 0.8478618421052632; 'f1-score': 0.8515592515592516; 'support': 51}; 'weighted avg': {'precision': 0.8618538324420677; 'recall': 0.8627450980392157; 'f1-score': 0.8619461090049324; 'support': 51}}
l: 5,1,DNF,8,461,51,1,[461; 461],122,2.186840,0.941176,4,[X7 >= 0.051420 AND X13 >= 18.515000 AND X20 >= 14.905000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9370860927152318; 'recall': 0.9792387543252595; 'f1-score': 0.9576988155668358; 'support': 289}; '1.0': {'precision': 0.9622641509433962; 'recall': 0.8895348837209303; 'f1-score': 0.9244712990936556; 'support': 172}; 'accuracy': 0.9457700650759219; 'macro avg': {'precision': 0.949675121829314; 'recall': 0.9343868190230948; 'f1-score': 0.9410850573302456; 'support': 461}; 'weighted avg': {'precision': 0.9464800753947205; 'recall': 0.9457700650759219; 'f1-score': 0.9453015643013543; 'support': 461}},{'0.0': {'precision': 0.9142857142857143; 'recall': 1.0; 'f1-score': 0.955223880597015; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8421052631578947; 'f1-score': 0.9142857142857143; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9571428571428571; 'recall': 0.9210526315789473; 'f1-score': 0.9347547974413646; 'support': 51}; 'weighted avg': {'precision': 0.9462184873949578; 'recall': 0.9411764705882353; 'f1-score': 0.939972406873197; 'support': 51}}
l: 5,1,DNF,9,461,51,1,[461; 461],122,2.467534,0.960784,4,[X7 >= 0.051420 AND X10 >= 0.193650 AND X20 >= 14.905000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9342105263157895; 'recall': 0.9826989619377162; 'f1-score': 0.957841483979764; 'support': 289}; '1.0': {'precision': 0.9681528662420382; 'recall': 0.8837209302325582; 'f1-score': 0.9240121580547113; 'support': 172}; 'accuracy': 0.9457700650759219; 'macro avg': {'precision': 0.9511816962789139; 'recall': 0.9332099460851372; 'f1-score': 0.9409268210172377; 'support': 461}; 'weighted avg': {'precision': 0.9468744796071448; 'recall': 0.9457700650759219; 'f1-score': 0.9452196964328896; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'DNF', 'real_partition_size': [461, 461], 'n_partitions': 1}, (mean val acc cv) 0.927715 (+- 0.044774), (mean training time) 1.900947 (+- 0.363952)
l: 5,2,CNF,0,460,52,1,[460; 460],122,50.205323,0.923077,9,[X0 >= 17.880000 OR X7 >= 0.079005 OR X13 >= 53.780000 OR X21 >= 29.295000 OR X27 >= 0.175750 OR X28 >= 0.357100] AND [X12 >= 5.131000 OR X20 >= 16.795000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9665551839464883; 'recall': 1.0; 'f1-score': 0.9829931972789115; 'support': 289}; '1.0': {'precision': 1.0; 'recall': 0.9415204678362573; 'f1-score': 0.9698795180722891; 'support': 171}; 'accuracy': 0.9782608695652174; 'macro avg': {'precision': 0.9832775919732442; 'recall': 0.9707602339181287; 'f1-score': 0.9764363576756003; 'support': 460}; 'weighted avg': {'precision': 0.9789879307837721; 'recall': 0.9782608695652174; 'f1-score': 0.978118329573841; 'support': 460}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.85; 'f1-score': 0.8947368421052632; 'support': 20}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9281045751633987; 'recall': 0.909375; 'f1-score': 0.9170653907496014; 'support': 52}; 'weighted avg': {'precision': 0.924333836098542; 'recall': 0.9230769230769231; 'f1-score': 0.9222181327444485; 'support': 52}}
