l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,460,52,1,[460; 460],122,1.557267,0.923077,3,[X12 >= 5.131000 OR X23 >= 884.550000 OR X27 >= 0.142350],{'0.0': {'precision': 0.968421052631579; 'recall': 0.9550173010380623; 'f1-score': 0.9616724738675959; 'support': 289}; '1.0': {'precision': 0.9257142857142857; 'recall': 0.9473684210526315; 'f1-score': 0.9364161849710982; 'support': 171}; 'accuracy': 0.9521739130434783; 'macro avg': {'precision': 0.9470676691729323; 'recall': 0.9511928610453468; 'f1-score': 0.9490443294193471; 'support': 460}; 'weighted avg': {'precision': 0.9525452762340634; 'recall': 0.9521739130434783; 'f1-score': 0.9522837229952023; 'support': 460}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.90625; 'f1-score': 0.9354838709677419; 'support': 32}; '1.0': {'precision': 0.8636363636363636; 'recall': 0.95; 'f1-score': 0.9047619047619048; 'support': 20}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9151515151515152; 'recall': 0.928125; 'f1-score': 0.9201228878648233; 'support': 52}; 'weighted avg': {'precision': 0.927039627039627; 'recall': 0.9230769230769231; 'f1-score': 0.9236677301193429; 'support': 52}}
l: 5,1,DNF,0,460,52,1,[460; 460],122,3.181558,0.942308,4,[X6 >= 0.069225 AND X10 >= 0.193650 AND X20 >= 14.905000 AND X27 >= 0.109550],{'0.0': {'precision': 0.939799331103679; 'recall': 0.972318339100346; 'f1-score': 0.95578231292517; 'support': 289}; '1.0': {'precision': 0.9503105590062112; 'recall': 0.8947368421052632; 'f1-score': 0.9216867469879517; 'support': 171}; 'accuracy': 0.9434782608695652; 'macro avg': {'precision': 0.945054945054945; 'recall': 0.9335275906028047; 'f1-score': 0.9387345299565608; 'support': 460}; 'weighted avg': {'precision': 0.9437067658239681; 'recall': 0.9434782608695652; 'f1-score': 0.9431076568919867; 'support': 460}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9047619047619048; 'recall': 0.95; 'f1-score': 0.9268292682926829; 'support': 20}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9362519201228878; 'recall': 0.94375; 'f1-score': 0.9396051103368176; 'support': 52}; 'weighted avg': {'precision': 0.9435188467446533; 'recall': 0.9423076923076923; 'f1-score': 0.9425533815777718; 'support': 52}}
l: 5,1,DNF,1,460,52,1,[460; 460],122,3.786150,0.980769,5,[X6 >= 0.069225 AND X13 >= 18.515000 AND X20 >= 14.905000 AND X26 >= 0.216400 AND X27 >= 0.109550],{'0.0': {'precision': 0.9335548172757475; 'recall': 0.9756944444444444; 'f1-score': 0.9541595925297113; 'support': 288}; '1.0': {'precision': 0.9559748427672956; 'recall': 0.8837209302325582; 'f1-score': 0.9184290030211482; 'support': 172}; 'accuracy': 0.941304347826087; 'macro avg': {'precision': 0.9447648300215216; 'recall': 0.9297076873385013; 'f1-score': 0.9362942977754297; 'support': 460}; 'weighted avg': {'precision': 0.9419379572421526; 'recall': 0.941304347826087; 'f1-score': 0.9407994590612919; 'support': 460}},{'0.0': {'precision': 0.9705882352941176; 'recall': 1.0; 'f1-score': 0.9850746268656716; 'support': 33}; '1.0': {'precision': 1.0; 'recall': 0.9473684210526315; 'f1-score': 0.972972972972973; 'support': 19}; 'accuracy': 0.9807692307692307; 'macro avg': {'precision': 0.9852941176470589; 'recall': 0.9736842105263157; 'f1-score': 0.9790237999193223; 'support': 52}; 'weighted avg': {'precision': 0.9813348416289593; 'recall': 0.9807692307692307; 'f1-score': 0.9806528687125702; 'support': 52}}
l: 5,1,DNF,2,461,51,1,[461; 461],122,1.995677,0.901961,4,[X7 >= 0.051420 AND X13 >= 18.515000 AND X20 >= 14.905000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9375; 'recall': 0.986159169550173; 'f1-score': 0.9612141652613828; 'support': 289}; '1.0': {'precision': 0.9745222929936306; 'recall': 0.8895348837209303; 'f1-score': 0.9300911854103344; 'support': 172}; 'accuracy': 0.9501084598698482; 'macro avg': {'precision': 0.9560111464968153; 'recall': 0.9378470266355516; 'f1-score': 0.9456526753358586; 'support': 461}; 'weighted avg': {'precision': 0.951313089793719; 'recall': 0.9501084598698482; 'f1-score': 0.9496021207182584; 'support': 461}},{'0.0': {'precision': 0.8648648648648649; 'recall': 1.0; 'f1-score': 0.927536231884058; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.7368421052631579; 'f1-score': 0.8484848484848484; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.9324324324324325; 'recall': 0.868421052631579; 'f1-score': 0.8880105401844531; 'support': 51}; 'weighted avg': {'precision': 0.9152093269740329; 'recall': 0.9019607843137255; 'f1-score': 0.8980857165000388; 'support': 51}}
l: 5,1,DNF,3,461,51,1,[461; 461],122,2.086647,0.882353,4,[X10 >= 0.193650 AND X22 >= 101.650000 AND X26 >= 0.216400 AND X27 >= 0.109550],{'0.0': {'precision': 0.9493243243243243; 'recall': 0.972318339100346; 'f1-score': 0.9606837606837607; 'support': 289}; '1.0': {'precision': 0.9515151515151515; 'recall': 0.9127906976744186; 'f1-score': 0.9317507418397627; 'support': 172}; 'accuracy': 0.9501084598698482; 'macro avg': {'precision': 0.9504197379197379; 'recall': 0.9425545183873822; 'f1-score': 0.9462172512617617; 'support': 461}; 'weighted avg': {'precision': 0.950141726226325; 'recall': 0.9501084598698482; 'f1-score': 0.9498887948677788; 'support': 461}},{'0.0': {'precision': 0.9333333333333333; 'recall': 0.875; 'f1-score': 0.9032258064516129; 'support': 32}; '1.0': {'precision': 0.8095238095238095; 'recall': 0.8947368421052632; 'f1-score': 0.8500000000000001; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8714285714285714; 'recall': 0.8848684210526316; 'f1-score': 0.8766129032258065; 'support': 51}; 'weighted avg': {'precision': 0.8872082166199813; 'recall': 0.8823529411764706; 'f1-score': 0.8833965844402277; 'support': 51}}
l: 5,1,DNF,4,461,51,1,[461; 461],122,1.818482,0.921569,4,[X7 >= 0.051420 AND X10 >= 0.193650 AND X20 >= 14.905000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9344262295081968; 'recall': 0.986159169550173; 'f1-score': 0.9595959595959596; 'support': 289}; '1.0': {'precision': 0.9743589743589743; 'recall': 0.8837209302325582; 'f1-score': 0.9268292682926831; 'support': 172}; 'accuracy': 0.9479392624728851; 'macro avg': {'precision': 0.9543926019335855; 'recall': 0.9349400498913656; 'f1-score': 0.9432126139443213; 'support': 461}; 'weighted avg': {'precision': 0.9493252145718274; 'recall': 0.9479392624728851; 'f1-score': 0.9473706431010278; 'support': 461}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.8421052631578947; 'f1-score': 0.8888888888888888; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9264705882352942; 'recall': 0.9054276315789473; 'f1-score': 0.9141414141414141; 'support': 51}; 'weighted avg': {'precision': 0.9227220299884661; 'recall': 0.9215686274509803; 'f1-score': 0.9205783323430382; 'support': 51}}
l: 5,1,DNF,5,461,51,1,[461; 461],122,1.692879,0.901961,4,[X7 >= 0.051420 AND X10 >= 0.193650 AND X20 >= 14.905000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9375; 'recall': 0.986159169550173; 'f1-score': 0.9612141652613828; 'support': 289}; '1.0': {'precision': 0.9745222929936306; 'recall': 0.8895348837209303; 'f1-score': 0.9300911854103344; 'support': 172}; 'accuracy': 0.9501084598698482; 'macro avg': {'precision': 0.9560111464968153; 'recall': 0.9378470266355516; 'f1-score': 0.9456526753358586; 'support': 461}; 'weighted avg': {'precision': 0.951313089793719; 'recall': 0.9501084598698482; 'f1-score': 0.9496021207182584; 'support': 461}},{'0.0': {'precision': 0.8857142857142857; 'recall': 0.96875; 'f1-score': 0.9253731343283582; 'support': 32}; '1.0': {'precision': 0.9375; 'recall': 0.7894736842105263; 'f1-score': 0.8571428571428572; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.9116071428571428; 'recall': 0.8791118421052632; 'f1-score': 0.8912579957356077; 'support': 51}; 'weighted avg': {'precision': 0.9050070028011205; 'recall': 0.9019607843137255; 'f1-score': 0.8999540114553285; 'support': 51}}
l: 5,1,DNF,6,461,51,1,[461; 461],122,1.968902,0.941176,5,[X10 >= 0.193650 AND X20 >= 14.905000 AND X22 >= 101.650000 AND X26 >= 0.216400 AND X27 >= 0.109550],{'0.0': {'precision': 0.9489795918367347; 'recall': 0.9653979238754326; 'f1-score': 0.9571183533447686; 'support': 289}; '1.0': {'precision': 0.9401197604790419; 'recall': 0.9127906976744186; 'f1-score': 0.9262536873156341; 'support': 172}; 'accuracy': 0.9457700650759219; 'macro avg': {'precision': 0.9445496761578883; 'recall': 0.9390943107749256; 'f1-score': 0.9416860203302013; 'support': 461}; 'weighted avg': {'precision': 0.9456739714603286; 'recall': 0.9457700650759219; 'f1-score': 0.9456026861929006; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
l: 5,1,DNF,7,461,51,1,[461; 461],122,2.398485,0.882353,4,[X6 >= 0.069225 AND X20 >= 14.905000 AND X26 >= 0.216400 AND X27 >= 0.109550],{'0.0': {'precision': 0.9433333333333334; 'recall': 0.9792387543252595; 'f1-score': 0.9609507640067911; 'support': 289}; '1.0': {'precision': 0.9627329192546584; 'recall': 0.9011627906976745; 'f1-score': 0.930930930930931; 'support': 172}; 'accuracy': 0.9501084598698482; 'macro avg': {'precision': 0.953033126293996; 'recall': 0.9402007725114669; 'f1-score': 0.9459408474688611; 'support': 461}; 'weighted avg': {'precision': 0.9505713567139578; 'recall': 0.9501084598698482; 'f1-score': 0.9497503056791383; 'support': 461}},{'0.0': {'precision': 0.90625; 'recall': 0.90625; 'f1-score': 0.90625; 'support': 32}; '1.0': {'precision': 0.8421052631578947; 'recall': 0.8421052631578947; 'f1-score': 0.8421052631578947; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8741776315789473; 'recall': 0.8741776315789473; 'f1-score': 0.8741776315789473; 'support': 51}; 'weighted avg': {'precision': 0.8823529411764706; 'recall': 0.8823529411764706; 'f1-score': 0.8823529411764706; 'support': 51}}
l: 5,1,DNF,8,461,51,1,[461; 461],122,1.844894,0.921569,4,[X7 >= 0.051420 AND X13 >= 18.515000 AND X20 >= 14.905000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9315960912052117; 'recall': 0.9896193771626297; 'f1-score': 0.9597315436241609; 'support': 289}; '1.0': {'precision': 0.9805194805194806; 'recall': 0.877906976744186; 'f1-score': 0.9263803680981595; 'support': 172}; 'accuracy': 0.9479392624728851; 'macro avg': {'precision': 0.9560577858623461; 'recall': 0.9337631769534078; 'f1-score': 0.9430559558611602; 'support': 461}; 'weighted avg': {'precision': 0.9498495032704053; 'recall': 0.9479392624728851; 'f1-score': 0.9472881549246549; 'support': 461}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.8421052631578947; 'f1-score': 0.8888888888888888; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9264705882352942; 'recall': 0.9054276315789473; 'f1-score': 0.9141414141414141; 'support': 51}; 'weighted avg': {'precision': 0.9227220299884661; 'recall': 0.9215686274509803; 'f1-score': 0.9205783323430382; 'support': 51}}
l: 5,1,DNF,9,461,51,1,[461; 461],122,2.497512,0.960784,4,[X7 >= 0.051420 AND X13 >= 18.515000 AND X20 >= 14.905000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9283387622149837; 'recall': 0.986159169550173; 'f1-score': 0.9563758389261745; 'support': 289}; '1.0': {'precision': 0.974025974025974; 'recall': 0.872093023255814; 'f1-score': 0.9202453987730062; 'support': 172}; 'accuracy': 0.9436008676789588; 'macro avg': {'precision': 0.9511823681204788; 'recall': 0.9291260964029935; 'f1-score': 0.9383106188495903; 'support': 461}; 'weighted avg': {'precision': 0.9453847501357869; 'recall': 0.9436008676789588; 'f1-score': 0.9428955011683764; 'support': 461}},{'0.0': {'precision': 0.9411764705882353; 'recall': 1.0; 'f1-score': 0.9696969696969697; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8947368421052632; 'f1-score': 0.9444444444444444; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9705882352941176; 'recall': 0.9473684210526316; 'f1-score': 0.9570707070707071; 'support': 51}; 'weighted avg': {'precision': 0.9630911188004614; 'recall': 0.9607843137254902; 'f1-score': 0.960289166171519; 'support': 51}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'DNF', 'real_partition_size': [461, 461], 'n_partitions': 1}, (mean val acc cv) 0.923680 (+- 0.031076), (mean training time) 2.327119 (+- 0.638943)
l: 5,2,CNF,0,460,52,1,[460; 460],122,54.199914,0.980769,7,[X12 >= 5.131000 OR X20 >= 16.795000 OR X27 >= 0.142350] AND [X1 >= 18.635000 OR X22 >= 117.450000 OR X27 >= 0.175750 OR X28 >= 0.357100],{'0.0': {'precision': 0.9727891156462585; 'recall': 0.9896193771626297; 'f1-score': 0.981132075471698; 'support': 289}; '1.0': {'precision': 0.9819277108433735; 'recall': 0.9532163742690059; 'f1-score': 0.9673590504451038; 'support': 171}; 'accuracy': 0.9760869565217392; 'macro avg': {'precision': 0.977358413244816; 'recall': 0.9714178757158178; 'f1-score': 0.9742455629584009; 'support': 460}; 'weighted avg': {'precision': 0.9761862890782294; 'recall': 0.9760869565217392; 'f1-score': 0.9760121031248554; 'support': 460}},{'0.0': {'precision': 1.0; 'recall': 0.96875; 'f1-score': 0.9841269841269841; 'support': 32}; '1.0': {'precision': 0.9523809523809523; 'recall': 1.0; 'f1-score': 0.975609756097561; 'support': 20}; 'accuracy': 0.9807692307692307; 'macro avg': {'precision': 0.9761904761904762; 'recall': 0.984375; 'f1-score': 0.9798683701122726; 'support': 52}; 'weighted avg': {'precision': 0.9816849816849818; 'recall': 0.9807692307692307; 'f1-score': 0.9808511271925906; 'support': 52}}
