lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,1,[26374; 26374],262,1015.257374,0.779939,3,[X3 == 10 OR X3 == 12 OR X3 == 14],{'0': {'precision': 0.7938669094520775; 'recall': 0.9580482445188033; 'f1-score': 0.8682644216624799; 'support': 20023}; '1': {'precision': 0.6199095022624435; 'recall': 0.21571406077783026; 'f1-score': 0.32005606821632987; 'support': 6351}; 'accuracy': 0.7792902100553576; 'macro avg': {'precision': 0.7068882058572605; 'recall': 0.5868811526483168; 'f1-score': 0.5941602449394049; 'support': 26374}; 'weighted avg': {'precision': 0.7519770371133588; 'recall': 0.7792902100553576; 'f1-score': 0.736252923492445; 'support': 26374}},{'0': {'precision': 0.7974397590361446; 'recall': 0.9519101123595506; 'f1-score': 0.8678549477566073; 'support': 2225}; '1': {'precision': 0.610909090909091; 'recall': 0.23796033994334279; 'f1-score': 0.3425076452599388; 'support': 706}; 'accuracy': 0.7799385875127943; 'macro avg': {'precision': 0.7041744249726178; 'recall': 0.5949352261514467; 'f1-score': 0.605181296508273; 'support': 2931}; 'weighted avg': {'precision': 0.7525094786889254; 'recall': 0.7799385875127943; 'f1-score': 0.7413127452446155; 'support': 2931}}
5,2,DNF,5,26375,2930,1,[26375; 26375],262,1042.566922,0.779181,87,[X0 >= 26.000000 AND X1 != 1 AND X1 != 2 AND X1 != 6 AND X1 != 8 AND X2 < 219632.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 8 AND X3 != 12 AND X5 != 1 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 10 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 1 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 24.000000 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 12 AND X13 != 13 AND X13 != 17 AND X13 != 18 AND X13 != 21 AND X13 != 23 AND X13 != 26 AND X13 != 29 AND X13 != 32 AND X13 != 34 AND X13 != 38] OR [X0 < 50.000000 AND X0 >= 26.000000 AND X1 != 0 AND X1 != 1 AND X1 != 7 AND X2 >= 106648.000000 AND X3 != 14 AND X4 >= 13.000000 AND X5 != 3 AND X5 != 6 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 10 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 24.000000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 6 AND X13 != 7 AND X13 != 9 AND X13 != 20 AND X13 != 23 AND X13 != 26 AND X13 != 30 AND X13 != 31 AND X13 != 37 AND X13 != 40],{'0': {'precision': 0.801052170100833; 'recall': 0.9125505668481246; 'f1-score': 0.8531739546611258; 'support': 20023}; '1': {'precision': 0.508835904628331; 'recall': 0.2855793450881612; 'f1-score': 0.3658364424725219; 'support': 6352}; 'accuracy': 0.7615545023696683; 'macro avg': {'precision': 0.654944037364582; 'recall': 0.5990649559681429; 'f1-score': 0.6095051985668238; 'support': 26375}; 'weighted avg': {'precision': 0.730676522014337; 'recall': 0.7615545023696683; 'f1-score': 0.7358064521996277; 'support': 26375}},{'0': {'precision': 0.8111198738170347; 'recall': 0.9244943820224719; 'f1-score': 0.8641041797941609; 'support': 2225}; '1': {'precision': 0.5736040609137056; 'recall': 0.32056737588652484; 'f1-score': 0.4112829845313922; 'support': 705}; 'accuracy': 0.7791808873720136; 'macro avg': {'precision': 0.6923619673653701; 'recall': 0.6225308789544983; 'f1-score': 0.6376935821627765; 'support': 2930}; 'weighted avg': {'precision': 0.753970164568964; 'recall': 0.7791808873720136; 'f1-score': 0.7551489092616516; 'support': 2930}}
5,2,DNF,6,26375,2930,1,[26375; 26375],262,1058.020469,0.769966,108,[X0 >= 26.000000 AND X1 != 0 AND X1 != 2 AND X1 != 6 AND X1 != 8 AND X2 >= 65716.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 12 AND X3 != 13 AND X5 != 0 AND X5 != 1 AND X5 != 3 AND X5 != 5 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 9 AND X6 != 11 AND X6 != 14 AND X7 != 1 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 13 AND X13 != 17 AND X13 != 18 AND X13 != 20 AND X13 != 21 AND X13 != 25 AND X13 != 27 AND X13 != 29 AND X13 != 30 AND X13 != 31 AND X13 != 33 AND X13 != 36 AND X13 != 40 AND X13 != 41] OR [X0 >= 30.000000 AND X1 != 1 AND X1 != 6 AND X1 != 7 AND X2 < 329054.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 12 AND X3 != 13 AND X5 != 1 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 12 AND X6 != 14 AND X7 != 3 AND X7 != 4 AND X8 != 1 AND X8 != 2 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 35.000000 AND X13 != 0 AND X13 != 2 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 8 AND X13 != 11 AND X13 != 13 AND X13 != 20 AND X13 != 21 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 31 AND X13 != 33 AND X13 != 34],{'0': {'precision': 0.821413920415698; 'recall': 0.9000149827698147; 'f1-score': 0.8589199752156713; 'support': 20023}; '1': {'precision': 0.548692515779982; 'recall': 0.38318639798488663; 'f1-score': 0.4512421208750464; 'support': 6352}; 'accuracy': 0.7755450236966824; 'macro avg': {'precision': 0.68505321809784; 'recall': 0.6416006903773507; 'f1-score': 0.6550810480453588; 'support': 26375}; 'weighted avg': {'precision': 0.755733300046179; 'recall': 0.7755450236966824; 'f1-score': 0.7607372366082154; 'support': 26375}},{'0': {'precision': 0.8192671881432688; 'recall': 0.8943820224719101; 'f1-score': 0.8551783412118608; 'support': 2225}; '1': {'precision': 0.530938123752495; 'recall': 0.3773049645390071; 'f1-score': 0.44112769485903813; 'support': 705}; 'accuracy': 0.7699658703071672; 'macro avg': {'precision': 0.6751026559478819; 'recall': 0.6358434935054587; 'f1-score': 0.6481530180354494; 'support': 2930}; 'weighted avg': {'precision': 0.7498910822062396; 'recall': 0.7699658703071672; 'f1-score': 0.7555518205023932; 'support': 2930}}
5,2,DNF,7,26375,2930,1,[26375; 26375],262,1046.492792,0.747099,108,[X0 >= 30.000000 AND X1 != 0 AND X1 != 3 AND X1 != 5 AND X2 >= 65716.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 13 AND X3 != 15 AND X5 != 1 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 40.000000 AND X13 != 4 AND X13 != 5 AND X13 != 11 AND X13 != 12 AND X13 != 14 AND X13 != 17 AND X13 != 20 AND X13 != 21 AND X13 != 23 AND X13 != 24 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 38 AND X13 != 40 AND X13 != 41] OR [X0 >= 26.000000 AND X1 != 0 AND X1 != 1 AND X1 != 2 AND X1 != 3 AND X1 != 6 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X5 != 1 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 3 AND X6 != 5 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 35.000000 AND X13 != 1 AND X13 != 2 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 8 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 14 AND X13 != 16 AND X13 != 17 AND X13 != 19 AND X13 != 21 AND X13 != 22 AND X13 != 23 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 38 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8650907735718469; 'recall': 0.8115167557309094; 'f1-score': 0.8374478173478328; 'support': 20023}; '1': {'precision': 0.5028977871443625; 'recall': 0.6010705289672544; 'f1-score': 0.5476190476190477; 'support': 6352}; 'accuracy': 0.7608341232227488; 'macro avg': {'precision': 0.6839942803581047; 'recall': 0.706293642349082; 'f1-score': 0.6925334324834402; 'support': 26375}; 'weighted avg': {'precision': 0.7778623432481547; 'recall': 0.7608341232227488; 'f1-score': 0.7676471597054729; 'support': 26375}},{'0': {'precision': 0.8608949416342413; 'recall': 0.7955056179775281; 'f1-score': 0.8269096005606167; 'support': 2225}; '1': {'precision': 0.4794050343249428; 'recall': 0.5943262411347517; 'f1-score': 0.5307156428119063; 'support': 705}; 'accuracy': 0.747098976109215; 'macro avg': {'precision': 0.670149987979592; 'recall': 0.6949159295561399; 'f1-score': 0.6788126216862616; 'support': 2930}; 'weighted avg': {'precision': 0.7691030014796149; 'recall': 0.747098976109215; 'f1-score': 0.7556410885425824; 'support': 2930}}
5,2,DNF,8,26375,2930,1,[26375; 26375],262,1022.586075,0.803754,73,[X0 >= 33.000000 AND X1 != 0 AND X2 >= 65716.000000 AND X3 != 0 AND X3 != 1 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X5 == 2 AND X6 != 1 AND X6 != 2 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X7 != 2 AND X7 != 3 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 24.000000 AND X13 != 1 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 12 AND X13 != 18 AND X13 != 22 AND X13 != 23 AND X13 != 26 AND X13 != 27 AND X13 != 31 AND X13 != 34 AND X13 != 35 AND X13 != 36 AND X13 != 40] OR [X0 >= 37.000000 AND X1 != 0 AND X4 >= 10.000000 AND X5 != 0 AND X5 != 3 AND X5 != 6 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 13 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 1 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X13 != 0 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 9 AND X13 != 13 AND X13 != 18 AND X13 != 19 AND X13 != 22 AND X13 != 26 AND X13 != 28 AND X13 != 29 AND X13 != 33 AND X13 != 38],{'0': {'precision': 0.8645969975222271; 'recall': 0.8887335197762685; 'f1-score': 0.8764991257664935; 'support': 20024}; '1': {'precision': 0.6153314917127072; 'recall': 0.5611714690599906; 'f1-score': 0.5870048587663674; 'support': 6351}; 'accuracy': 0.8098578199052132; 'macro avg': {'precision': 0.7399642446174671; 'recall': 0.7249524944181296; 'f1-score': 0.7317519922664304; 'support': 26375}; 'weighted avg': {'precision': 0.8045748088057812; 'recall': 0.8098578199052132; 'f1-score': 0.8067900038814583; 'support': 26375}},{'0': {'precision': 0.8653079308817013; 'recall': 0.8781474820143885; 'f1-score': 0.8716804284757868; 'support': 2224}; '1': {'precision': 0.5973254086181278; 'recall': 0.5694050991501416; 'f1-score': 0.5830311820159535; 'support': 706}; 'accuracy': 0.8037542662116041; 'macro avg': {'precision': 0.7313166697499145; 'recall': 0.7237762905822651; 'f1-score': 0.7273558052458702; 'support': 2930}; 'weighted avg': {'precision': 0.8007360330257003; 'recall': 0.8037542662116041; 'f1-score': 0.8021287670421204; 'support': 2930}}
5,2,DNF,9,26375,2930,1,[26375; 26375],262,1011.967356,0.793515,56,[X0 >= 37.000000 AND X1 != 0 AND X1 != 1 AND X1 != 6 AND X1 != 7 AND X2 < 329054.000000 AND X2 >= 106648.000000 AND X3 != 7 AND X3 != 8 AND X4 >= 10.000000 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 12 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 2 AND X9 AND X12 >= 40.000000 AND X13 != 0 AND X13 != 3 AND X13 != 10 AND X13 != 11 AND X13 != 24 AND X13 != 26 AND X13 != 30 AND X13 != 35 AND X13 != 41] OR [X0 >= 37.000000 AND X1 != 1 AND X1 != 2 AND X1 != 5 AND X1 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 10 AND X4 >= 11.000000 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 6 AND X6 != 8 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 2 AND X8 != 3 AND X12 >= 35.000000 AND X13 == 39],{'0': {'precision': 0.794201731427421; 'recall': 0.9850179784258889; 'f1-score': 0.8793776053857644; 'support': 20024}; '1': {'precision': 0.8051948051948052; 'recall': 0.1952448433317588; 'f1-score': 0.3142820935242681; 'support': 6351}; 'accuracy': 0.7948436018957346; 'macro avg': {'precision': 0.7996982683111131; 'recall': 0.5901314108788238; 'f1-score': 0.5968298494550163; 'support': 26375}; 'weighted avg': {'precision': 0.7968488219107066; 'recall': 0.7948436018957346; 'f1-score': 0.7433047486717412; 'support': 26375}},{'0': {'precision': 0.7925551138417058; 'recall': 0.9860611510791367; 'f1-score': 0.8787818072530554; 'support': 2224}; '1': {'precision': 0.8098159509202454; 'recall': 0.18696883852691218; 'f1-score': 0.3037974683544304; 'support': 706}; 'accuracy': 0.7935153583617748; 'macro avg': {'precision': 0.8011855323809756; 'recall': 0.5865149948030245; 'f1-score': 0.5912896378037429; 'support': 2930}; 'weighted avg': {'precision': 0.7967142097384462; 'recall': 0.7935153583617748; 'f1-score': 0.740236092829018; 'support': 2930}}
5,3,CNF,0,26374,2931,1,[26374; 26374],262,1023.578282,0.761856,55,[X1 == 5 OR X1 == 6 OR X2 < 65716.000000 OR X3 == 9 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 6 OR X6 == 10 OR X6 == 14 OR X10 < 0.000000 OR X11 < 0.000000 OR X12 >= 48.000000 OR X13 == 2 OR X13 == 5 OR X13 == 8 OR X13 == 14 OR X13 == 17 OR X13 == 19 OR X13 == 23 OR X13 == 34] AND [X1 == 1 OR X1 == 5 OR X3 == 10 OR X3 == 14 OR X5 == 2 OR X6 == 11 OR X7 == 5 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 0 OR X13 == 12 OR X13 == 18 OR X13 == 19 OR X13 == 23] AND [X0 >= 41.000000 OR X1 == 5 OR X1 == 7 OR X3 == 8 OR X3 == 9 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 3 OR X6 == 6 OR X6 == 11 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 5 OR X13 == 7 OR X13 == 19 OR X13 == 20 OR X13 == 23 OR X13 == 31 OR X13 == 37],{'0': {'precision': 0.8761142734400171; 'recall': 0.8148129650901463; 'f1-score': 0.8443524388666063; 'support': 20023}; '1': {'precision': 0.521671826625387; 'recall': 0.6367501180916391; 'f1-score': 0.5734950010636035; 'support': 6351}; 'accuracy': 0.7719344809281868; 'macro avg': {'precision': 0.6988930500327021; 'recall': 0.7257815415908927; 'f1-score': 0.7089237199651048; 'support': 26374}; 'weighted avg': {'precision': 0.7907626400237846; 'recall': 0.7719344809281868; 'f1-score': 0.7791285218465535; 'support': 26374}},{'0': {'precision': 0.8729848558866634; 'recall': 0.8031460674157304; 'f1-score': 0.8366104868913857; 'support': 2225}; '1': {'precision': 0.504524886877828; 'recall': 0.6317280453257791; 'f1-score': 0.5610062893081762; 'support': 706}; 'accuracy': 0.761856021835551; 'macro avg': {'precision': 0.6887548713822458; 'recall': 0.7174370563707547; 'f1-score': 0.698808388099781; 'support': 2931}; 'weighted avg': {'precision': 0.7842326422666573; 'recall': 0.761856021835551; 'f1-score': 0.7702247606908583; 'support': 2931}}
5,3,CNF,1,26374,2931,1,[26374; 26374],262,1022.122235,0.719550,56,[X3 == 7 OR X3 == 9 OR X3 == 10 OR X3 == 12 OR X5 == 6 OR X8 == 3 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 2 OR X13 == 13 OR X13 == 19 OR X13 == 25 OR X13 == 30 OR X13 == 37 OR X13 == 40 OR X13 == 41] AND [X3 == 7 OR X3 == 9 OR X3 == 10 OR X3 == 12 OR X5 == 6 OR X8 == 3 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 2 OR X13 == 13 OR X13 == 19 OR X13 == 25 OR X13 == 30 OR X13 == 37 OR X13 == 40 OR X13 == 41] AND [X1 == 1 OR X1 == 2 OR X1 == 5 OR X2 < 65716.000000 OR X5 == 1 OR X6 == 1 OR X6 == 4 OR X6 == 13 OR X8 == 3 OR X10 < 0.000000 OR X11 < 0.000000 OR X12 >= 48.000000 OR X13 == 0 OR X13 == 2 OR X13 == 5 OR X13 == 9 OR X13 == 17 OR X13 == 19 OR X13 == 20 OR X13 == 24 OR X13 == 25 OR X13 == 36 OR X13 == 40 OR X13 == 41],{'0': {'precision': 0.8105400067440628; 'recall': 0.8403336163412076; 'f1-score': 0.8251679662596244; 'support': 20023}; '1': {'precision': 0.43063223508459486; 'recall': 0.38072744449692963; 'f1-score': 0.40414507772020725; 'support': 6351}; 'accuracy': 0.729657996511716; 'macro avg': {'precision': 0.6205861209143289; 'recall': 0.6105305304190687; 'f1-score': 0.6146565219899158; 'support': 26374}; 'weighted avg': {'precision': 0.7190561871562384; 'recall': 0.729657996511716; 'f1-score': 0.7237834070303137; 'support': 26374}},{'0': {'precision': 0.803023758099352; 'recall': 0.8355056179775281; 'f1-score': 0.818942731277533; 'support': 2225}; '1': {'precision': 0.40584415584415584; 'recall': 0.35410764872521244; 'f1-score': 0.37821482602118; 'support': 706}; 'accuracy': 0.7195496417604913; 'macro avg': {'precision': 0.604433956971754; 'recall': 0.5948066333513703; 'f1-score': 0.5985787786493565; 'support': 2931}; 'weighted avg': {'precision': 0.7073537481395539; 'recall': 0.7195496417604913; 'f1-score': 0.7127830925498001; 'support': 2931}}
5,3,CNF,2,26374,2931,1,[26374; 26374],262,1022.164031,0.749574,43,[X0 >= 58.000000 OR X1 == 6 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X10 < 0.000000 OR X11 < 0.000000 OR X12 < 24.000000 OR X13 == 3 OR X13 == 10 OR X13 == 19 OR X13 == 20 OR X13 == 26 OR X13 == 35 OR X13 == 40] AND [X1 == 1 OR X1 == 6 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 5 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 3 OR X13 == 10 OR X13 == 20 OR X13 == 40] AND [X0 >= 50.000000 OR X3 == 14 OR X5 == 1 OR X7 == 5 OR X8 == 3 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 1 OR X13 == 3 OR X13 == 10 OR X13 == 11 OR X13 == 20 OR X13 == 26 OR X13 == 35 OR X13 == 36],{'0': {'precision': 0.7762383521333988; 'recall': 0.9485591569694851; 'f1-score': 0.8537906542896316; 'support': 20023}; '1': {'precision': 0.459601259181532; 'recall': 0.13793103448275862; 'f1-score': 0.21218360179241857; 'support': 6351}; 'accuracy': 0.7533555774626526; 'macro avg': {'precision': 0.6179198056574654; 'recall': 0.5432450957261219; 'f1-score': 0.5329871280410251; 'support': 26374}; 'weighted avg': {'precision': 0.699990449754643; 'recall': 0.7533555774626526; 'f1-score': 0.6992882507706432; 'support': 26374}},{'0': {'precision': 0.7733773377337734; 'recall': 0.9478651685393259; 'f1-score': 0.8517770597738288; 'support': 2225}; '1': {'precision': 0.43137254901960786; 'recall': 0.12464589235127478; 'f1-score': 0.1934065934065934; 'support': 706}; 'accuracy': 0.7495735243944046; 'macro avg': {'precision': 0.6023749433766906; 'recall': 0.5362555304453004; 'f1-score': 0.5225918265902111; 'support': 2931}; 'weighted avg': {'precision': 0.6909974739220365; 'recall': 0.7495735243944046; 'f1-score': 0.6931931125697114; 'support': 2931}}
5,3,CNF,3,26374,2931,1,[26374; 26374],262,1024.123328,0.700102,59,[X0 < 30.000000 OR X1 == 0 OR X1 == 5 OR X1 == 7 OR X3 == 12 OR X3 == 14 OR X5 == 0 OR X5 == 1 OR X6 == 12 OR X6 == 13 OR X10 < 0.000000 OR X11 < 0.000000 OR X12 >= 48.000000 OR X13 == 1 OR X13 == 2 OR X13 == 9 OR X13 == 20 OR X13 == 22 OR X13 == 24 OR X13 == 27 OR X13 == 29 OR X13 == 30 OR X13 == 34 OR X13 == 36 OR X13 == 40 OR X13 == 41] AND [X2 >= 329054.000000 OR X3 == 4 OR X3 == 9 OR X3 == 12 OR X3 == 14 OR X6 == 4 OR X8 == 0 OR X8 == 1 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 2 OR X13 == 9 OR X13 == 10 OR X13 == 11 OR X13 == 20 OR X13 == 24 OR X13 == 36 OR X13 == 41] AND [X1 == 5 OR X1 == 6 OR X2 >= 329054.000000 OR X2 < 65716.000000 OR X3 == 4 OR X4 >= 13.000000 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 0 OR X13 == 1 OR X13 == 2 OR X13 == 10 OR X13 == 11 OR X13 == 35 OR X13 == 41],{'0': {'precision': 0.812742731185053; 'recall': 0.7734105778354892; 'f1-score': 0.7925889909665532; 'support': 20023}; '1': {'precision': 0.38019125683060107; 'recall': 0.4381987088647457; 'f1-score': 0.40713919976592783; 'support': 6351}; 'accuracy': 0.6926897702282551; 'macro avg': {'precision': 0.5964669940078271; 'recall': 0.6058046433501174; 'f1-score': 0.5998640953662405; 'support': 26374}; 'weighted avg': {'precision': 0.7085820269450771; 'recall': 0.6926897702282551; 'f1-score': 0.6997706234866423; 'support': 26374}},{'0': {'precision': 0.8127323420074349; 'recall': 0.7860674157303371; 'f1-score': 0.7991775188485264; 'support': 2225}; '1': {'precision': 0.3889602053915276; 'recall': 0.42917847025495753; 'f1-score': 0.4080808080808081; 'support': 706}; 'accuracy': 0.7001023541453428; 'macro avg': {'precision': 0.6008462736994813; 'recall': 0.6076229429926473; 'f1-score': 0.6036291634646672; 'support': 2931}; 'weighted avg': {'precision': 0.7106568972954491; 'recall': 0.7001023541453428; 'f1-score': 0.7049727157772165; 'support': 2931}}
5,3,CNF,4,26374,2931,1,[26374; 26374],262,1022.424291,0.673490,55,[X0 >= 37.000000 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 3 OR X6 == 14 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 10 OR X13 == 11 OR X13 == 12 OR X13 == 20 OR X13 == 24] AND [X1 == 0 OR X1 == 5 OR X3 == 8 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 0 OR X5 == 3 OR X6 == 13 OR X6 == 14 OR X7 == 5 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 0 OR X13 == 9 OR X13 == 10 OR X13 == 20 OR X13 == 24 OR X13 == 34 OR X13 == 35] AND [X1 == 0 OR X1 == 5 OR X3 == 0 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X5 == 0 OR X6 == 4 OR X6 == 13 OR X10 < 0.000000 OR X11 < 0.000000 OR X12 < 40.000000 OR X13 == 0 OR X13 == 9 OR X13 == 10 OR X13 == 17 OR X13 == 19 OR X13 == 20 OR X13 == 24 OR X13 == 35 OR X13 == 36 OR X13 == 41],{'0': {'precision': 0.7904791092042088; 'recall': 0.7729111521749987; 'f1-score': 0.7815964243327187; 'support': 20023}; '1': {'precision': 0.3309299587992937; 'recall': 0.3541174618170367; 'f1-score': 0.3421312847037347; 'support': 6351}; 'accuracy': 0.6720633957685599; 'macro avg': {'precision': 0.5607045340017512; 'recall': 0.5635143069960177; 'f1-score': 0.5618638545182267; 'support': 26374}; 'weighted avg': {'precision': 0.6798172204417301; 'recall': 0.6720633957685599; 'f1-score': 0.675770872585404; 'support': 26374}},{'0': {'precision': 0.793790546802595; 'recall': 0.7698876404494382; 'f1-score': 0.7816563997262148; 'support': 2225}; '1': {'precision': 0.33764553686934023; 'recall': 0.3696883852691218; 'f1-score': 0.3529411764705882; 'support': 706}; 'accuracy': 0.6734902763561924; 'macro avg': {'precision': 0.5657180418359676; 'recall': 0.56978801285928; 'f1-score': 0.5672987880984015; 'support': 2931}; 'weighted avg': {'precision': 0.6839173373133839; 'recall': 0.6734902763561924; 'f1-score': 0.6783902968198783; 'support': 2931}}
5,3,CNF,5,26375,2930,1,[26375; 26375],262,1022.146768,0.697270,45,[X0 >= 58.000000 OR X1 == 1 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 12 OR X6 == 13 OR X7 == 5 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 1 OR X13 == 2 OR X13 == 11 OR X13 == 17 OR X13 == 19 OR X13 == 31] AND [X0 >= 58.000000 OR X2 >= 329054.000000 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 13 OR X7 == 5 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 2 OR X13 == 11 OR X13 == 17 OR X13 == 19 OR X13 == 31 OR X13 == 35] AND [X0 >= 58.000000 OR X1 == 1 OR X2 >= 329054.000000 OR X3 == 10 OR X3 == 14 OR X6 == 13 OR X7 == 5 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 2 OR X13 == 17 OR X13 == 19 OR X13 == 31 OR X13 == 35],{'0': {'precision': 0.7956289460903351; 'recall': 0.8181591170154322; 'f1-score': 0.8067367591657842; 'support': 20023}; '1': {'precision': 0.3706136560069144; 'recall': 0.33753148614609574; 'f1-score': 0.35329982697536455; 'support': 6352}; 'accuracy': 0.7024075829383887; 'macro avg': {'precision': 0.5831213010486247; 'recall': 0.577845301580764; 'f1-score': 0.5800182930705744; 'support': 26375}; 'weighted avg': {'precision': 0.6932707613468322; 'recall': 0.7024075829383887; 'f1-score': 0.6975336731648916; 'support': 26375}},{'0': {'precision': 0.7913763066202091; 'recall': 0.8166292134831461; 'f1-score': 0.8038044680380447; 'support': 2225}; '1': {'precision': 0.35646687697160884; 'recall': 0.32056737588652484; 'f1-score': 0.33756534727408516; 'support': 705}; 'accuracy': 0.6972696245733788; 'macro avg': {'precision': 0.573921591795909; 'recall': 0.5685982946848355; 'f1-score': 0.5706849076560649; 'support': 2930}; 'weighted avg': {'precision': 0.6867308636501533; 'recall': 0.6972696245733788; 'f1-score': 0.6916206522910852; 'support': 2930}}
