l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,1,[26374; 26374],262,1014.759483,0.783692,4,[X1 == 5 OR X3 == 10 OR X3 == 12 OR X3 == 14],{'0': {'precision': 0.8024033749520604; 'recall': 0.940418518703491; 'f1-score': 0.8659461945274776; 'support': 20023}; '1': {'precision': 0.5896112831097351; 'recall': 0.26987875925051175; 'f1-score': 0.3702743573125945; 'support': 6351}; 'accuracy': 0.778948964889664; 'macro avg': {'precision': 0.6960073290308977; 'recall': 0.6051486389770013; 'f1-score': 0.6181102759200361; 'support': 26374}; 'weighted avg': {'precision': 0.7511619032264744; 'recall': 0.778948964889664; 'f1-score': 0.7465857699369064; 'support': 26374}},{'0': {'precision': 0.8084528887165569; 'recall': 0.9370786516853933; 'f1-score': 0.8680266444629475; 'support': 2225}; '1': {'precision': 0.6022727272727273; 'recall': 0.3002832861189802; 'f1-score': 0.4007561436672969; 'support': 706}; 'accuracy': 0.7836915728420334; 'macro avg': {'precision': 0.7053628079946421; 'recall': 0.6186809689021867; 'f1-score': 0.6343913940651222; 'support': 2931}; 'weighted avg': {'precision': 0.7587895676727685; 'recall': 0.7836915728420334; 'f1-score': 0.7554735999178334; 'support': 2931}}
l: 5,2,DNF,3,26374,2931,1,[26374; 26374],262,1014.748269,0.792221,54,[X0 < 58.000000 AND X0 >= 33.000000 AND X1 != 1 AND X2 < 329054.000000 AND X2 >= 65716.000000 AND X3 != 7 AND X3 != 8 AND X3 != 15 AND X4 >= 10.000000 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 == 4 AND X12 >= 35.000000 AND X13 != 0 AND X13 != 4 AND X13 != 10 AND X13 != 19 AND X13 != 22 AND X13 != 23] OR [X0 < 50.000000 AND X0 >= 41.000000 AND X1 != 0 AND X1 != 4 AND X1 != 6 AND X2 >= 106648.000000 AND X3 != 0 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X8 != 2 AND X12 < 55.000000 AND X12 >= 35.000000 AND X13 != 0 AND X13 != 11],{'0': {'precision': 0.7950008050233457; 'recall': 0.9864156220346602; 'f1-score': 0.8804243653464685; 'support': 20023}; '1': {'precision': 0.8222222222222222; 'recall': 0.1980790426704456; 'f1-score': 0.3192488262910798; 'support': 6351}; 'accuracy': 0.7965799651171609; 'macro avg': {'precision': 0.8086115136227839; 'recall': 0.5922473323525529; 'f1-score': 0.5998365958187741; 'support': 26374}; 'weighted avg': {'precision': 0.801555867608849; 'recall': 0.7965799651171609; 'f1-score': 0.7452902996552281; 'support': 26374}},{'0': {'precision': 0.7929659173313995; 'recall': 0.9829213483146068; 'f1-score': 0.8777844671884407; 'support': 2225}; '1': {'precision': 0.7803468208092486; 'recall': 0.19121813031161472; 'f1-score': 0.3071672354948805; 'support': 706}; 'accuracy': 0.7922210849539406; 'macro avg': {'precision': 0.7866563690703241; 'recall': 0.5870697393131108; 'f1-score': 0.5924758513416606; 'support': 2931}; 'weighted avg': {'precision': 0.7899263123690526; 'recall': 0.7922210849539406; 'f1-score': 0.7403379419152735; 'support': 2931}}
l: 5,2,DNF,4,26374,2931,1,[26374; 26374],262,1066.535468,0.764244,105,[X0 >= 26.000000 AND X1 != 2 AND X1 != 6 AND X1 != 7 AND X2 >= 65716.000000 AND X3 != 0 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 13 AND X3 != 15 AND X5 != 1 AND X5 != 3 AND X5 != 6 AND X6 != 1 AND X6 != 2 AND X6 != 3 AND X6 != 6 AND X6 != 8 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 2 AND X8 != 3 AND X9 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 40.000000 AND X13 != 0 AND X13 != 1 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 12 AND X13 != 13 AND X13 != 17 AND X13 != 21 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 25 AND X13 != 33 AND X13 != 34 AND X13 != 36 AND X13 != 41] OR [X0 >= 30.000000 AND X1 != 0 AND X1 != 5 AND X1 != 6 AND X1 != 7 AND X2 >= 65716.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 13 AND X3 != 15 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 3 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 2 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 40.000000 AND X13 != 0 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 8 AND X13 != 10 AND X13 != 11 AND X13 != 17 AND X13 != 23 AND X13 != 24 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 29 AND X13 != 30 AND X13 != 32 AND X13 != 34 AND X13 != 38 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8162998964943072; 'recall': 0.9059082055636019; 'f1-score': 0.858772843480731; 'support': 20023}; '1': {'precision': 0.5463520346737298; 'recall': 0.3572665721933554; 'f1-score': 0.43202589489718196; 'support': 6351}; 'accuracy': 0.7737923712747403; 'macro avg': {'precision': 0.6813259655840185; 'recall': 0.6315873888784787; 'f1-score': 0.6453993691889565; 'support': 26374}; 'weighted avg': {'precision': 0.7512950102266767; 'recall': 0.7737923712747403; 'f1-score': 0.7560099000343777; 'support': 26374}},{'0': {'precision': 0.8130612244897959; 'recall': 0.8952808988764045; 'f1-score': 0.852192513368984; 'support': 2225}; '1': {'precision': 0.5155925155925156; 'recall': 0.35127478753541075; 'f1-score': 0.417860151642797; 'support': 706}; 'accuracy': 0.764244285226885; 'macro avg': {'precision': 0.6643268700411558; 'recall': 0.6232778432059076; 'f1-score': 0.6350263325058905; 'support': 2931}; 'weighted avg': {'precision': 0.7414089186278103; 'recall': 0.764244285226885; 'f1-score': 0.7475733910971697; 'support': 2931}}
l: 5,2,DNF,5,26375,2930,1,[26375; 26375],262,1055.522622,0.784983,98,[X0 >= 26.000000 AND X1 != 0 AND X1 != 3 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 13 AND X5 != 0 AND X5 != 1 AND X5 != 3 AND X5 != 4 AND X5 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 40.000000 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 9 AND X13 != 12 AND X13 != 13 AND X13 != 18 AND X13 != 19 AND X13 != 21 AND X13 != 23 AND X13 != 24 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 29 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 40] OR [X0 >= 33.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 8 AND X3 != 13 AND X5 != 0 AND X5 != 1 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 2 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 2 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X13 != 1 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 9 AND X13 != 12 AND X13 != 18 AND X13 != 22 AND X13 != 24 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 29 AND X13 != 32 AND X13 != 35 AND X13 != 40],{'0': {'precision': 0.8724587947798056; 'recall': 0.8380362583029516; 'f1-score': 0.8549011616058692; 'support': 20023}; '1': {'precision': 0.5459255110613274; 'recall': 0.6138224181360201; 'f1-score': 0.5778864680598784; 'support': 6352}; 'accuracy': 0.7840379146919432; 'macro avg': {'precision': 0.7091921529205665; 'recall': 0.7259293382194858; 'f1-score': 0.7163938148328738; 'support': 26375}; 'weighted avg': {'precision': 0.7938184376924209; 'recall': 0.7840379146919432; 'f1-score': 0.788186570765902; 'support': 26375}},{'0': {'precision': 0.8724894908921065; 'recall': 0.8395505617977528; 'f1-score': 0.8557031607879065; 'support': 2225}; '1': {'precision': 0.5475285171102662; 'recall': 0.6127659574468085; 'f1-score': 0.5783132530120483; 'support': 705}; 'accuracy': 0.7849829351535836; 'macro avg': {'precision': 0.7100090040011864; 'recall': 0.7261582596222806; 'f1-score': 0.7170082068999775; 'support': 2930}; 'weighted avg': {'precision': 0.7942992224565442; 'recall': 0.7849829351535836; 'f1-score': 0.788959172739449; 'support': 2930}}
l: 5,2,DNF,6,26375,2930,1,[26375; 26375],262,1040.820142,0.757338,97,[X0 >= 41.000000 AND X1 != 0 AND X1 != 2 AND X1 != 6 AND X1 != 8 AND X2 < 329054.000000 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 13 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 3 AND X6 != 8 AND X6 != 9 AND X7 != 1 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 2 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X13 != 0 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 17 AND X13 != 19 AND X13 != 26 AND X13 != 27 AND X13 != 29 AND X13 != 40] OR [X0 >= 22.000000 AND X1 != 0 AND X1 != 2 AND X1 != 6 AND X1 != 8 AND X2 < 329054.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X5 != 1 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 3 AND X6 != 4 AND X6 != 5 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X13 != 1 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 19 AND X13 != 21 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 29 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 36 AND X13 != 37 AND X13 != 38 AND X13 != 40],{'0': {'precision': 0.8224272930648769; 'recall': 0.8812865205014233; 'f1-score': 0.85084018418959; 'support': 20023}; '1': {'precision': 0.5167717015653588; 'recall': 0.4001889168765743; 'f1-score': 0.451069115428977; 'support': 6352}; 'accuracy': 0.7654218009478673; 'macro avg': {'precision': 0.6695994973151178; 'recall': 0.6407377186889989; 'f1-score': 0.6509546498092835; 'support': 26375}; 'weighted avg': {'precision': 0.7488149966779598; 'recall': 0.7654218009478673; 'f1-score': 0.7545616693548065; 'support': 26375}},{'0': {'precision': 0.8194092827004219; 'recall': 0.8728089887640449; 'f1-score': 0.8452665941240478; 'support': 2225}; '1': {'precision': 0.49464285714285716; 'recall': 0.39290780141843973; 'f1-score': 0.4379446640316206; 'support': 705}; 'accuracy': 0.7573378839590443; 'macro avg': {'precision': 0.6570260699216395; 'recall': 0.6328583950912423; 'f1-score': 0.6416056290778342; 'support': 2930}; 'weighted avg': {'precision': 0.7412658253563662; 'recall': 0.7573378839590443; 'f1-score': 0.7472590989994194; 'support': 2930}}
l: 5,2,DNF,7,26375,2930,1,[26375; 26375],262,1024.206220,0.777816,87,[X1 != 0 AND X1 != 6 AND X2 < 196338.000000 AND X3 != 1 AND X3 != 8 AND X3 != 11 AND X4 >= 7.000000 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 2 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 1 AND X8 != 2 AND X8 != 3 AND X9 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 40.000000 AND X13 != 4 AND X13 != 6 AND X13 != 12 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 26 AND X13 != 32 AND X13 != 33 AND X13 != 41] OR [X0 >= 37.000000 AND X1 != 0 AND X1 != 5 AND X1 != 6 AND X1 != 7 AND X1 != 8 AND X2 >= 158662.000000 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X5 != 0 AND X5 != 1 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X7 != 2 AND X8 != 0 AND X8 != 1 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 < 48.000000 AND X12 >= 24.000000 AND X13 != 2 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 10 AND X13 != 11 AND X13 != 13 AND X13 != 14 AND X13 != 18 AND X13 != 26 AND X13 != 29 AND X13 != 31 AND X13 != 33 AND X13 != 34 AND X13 != 41],{'0': {'precision': 0.8168828313915146; 'recall': 0.9279328771912301; 'f1-score': 0.8688739244294801; 'support': 20023}; '1': {'precision': 0.6024793388429752; 'recall': 0.3443010075566751; 'f1-score': 0.4381887397315168; 'support': 6352}; 'accuracy': 0.7873744075829384; 'macro avg': {'precision': 0.7096810851172449; 'recall': 0.6361169423739526; 'f1-score': 0.6535313320804984; 'support': 26375}; 'weighted avg': {'precision': 0.765247154247692; 'recall': 0.7873744075829384; 'f1-score': 0.7651502355877184; 'support': 26375}},{'0': {'precision': 0.8120539254559873; 'recall': 0.9204494382022472; 'f1-score': 0.8628607541605225; 'support': 2225}; '1': {'precision': 0.5661764705882353; 'recall': 0.3276595744680851; 'f1-score': 0.41509433962264153; 'support': 705}; 'accuracy': 0.7778156996587031; 'macro avg': {'precision': 0.6891151980221113; 'recall': 0.6240545063351661; 'f1-score': 0.638977546891582; 'support': 2930}; 'weighted avg': {'precision': 0.7528922852915623; 'recall': 0.7778156996587031; 'f1-score': 0.755121736328029; 'support': 2930}}
l: 5,2,DNF,8,26375,2930,1,[26375; 26375],262,1021.840273,0.768601,105,[X0 >= 26.000000 AND X1 != 0 AND X1 != 2 AND X1 != 3 AND X1 != 6 AND X2 >= 106648.000000 AND X3 != 2 AND X3 != 3 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 9 AND X3 != 13 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 2 AND X6 != 3 AND X6 != 5 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 35.000000 AND X13 != 0 AND X13 != 1 AND X13 != 2 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 16 AND X13 != 18 AND X13 != 19 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 30 AND X13 != 31 AND X13 != 33 AND X13 != 38] OR [X0 >= 30.000000 AND X1 != 6 AND X1 != 7 AND X2 >= 65716.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 13 AND X5 != 0 AND X5 != 3 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 24.000000 AND X13 != 1 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 8 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 18 AND X13 != 23 AND X13 != 27 AND X13 != 30 AND X13 != 31 AND X13 != 33 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.830016782546152; 'recall': 0.8644626448262086; 'f1-score': 0.8468896010176374; 'support': 20024}; '1': {'precision': 0.5083333333333333; 'recall': 0.4418201857975122; 'f1-score': 0.4727487153567517; 'support': 6351}; 'accuracy': 0.7626919431279621; 'macro avg': {'precision': 0.6691750579397426; 'recall': 0.6531414153118604; 'f1-score': 0.6598191581871946; 'support': 26375}; 'weighted avg': {'precision': 0.7525566276285932; 'recall': 0.7626919431279621; 'f1-score': 0.7567978942941384; 'support': 26375}},{'0': {'precision': 0.8366724738675958; 'recall': 0.8637589928057554; 'f1-score': 0.8500000000000001; 'support': 2224}; '1': {'precision': 0.5220820189274448; 'recall': 0.4688385269121813; 'f1-score': 0.49402985074626865; 'support': 706}; 'accuracy': 0.7686006825938566; 'macro avg': {'precision': 0.6793772463975203; 'recall': 0.6662987598589684; 'f1-score': 0.6720149253731343; 'support': 2930}; 'weighted avg': {'precision': 0.7608701321652931; 'recall': 0.7686006825938566; 'f1-score': 0.7642269879272579; 'support': 2930}}
l: 5,2,DNF,9,26375,2930,1,[26375; 26375],262,1012.513157,0.795563,67,[X0 >= 33.000000 AND X1 != 0 AND X1 != 6 AND X2 >= 106648.000000 AND X3 != 7 AND X3 != 8 AND X4 >= 11.000000 AND X6 != 1 AND X6 != 3 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X7 == 0 AND X8 != 2 AND X8 != 3 AND X12 >= 35.000000 AND X13 != 0 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 9 AND X13 != 10 AND X13 != 19 AND X13 != 22 AND X13 != 23 AND X13 != 35 AND X13 != 40] OR [X0 < 58.000000 AND X0 >= 30.000000 AND X1 != 6 AND X1 != 7 AND X2 < 259873.000000 AND X2 >= 65716.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 5 AND X3 != 8 AND X3 != 11 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 12 AND X6 != 13 AND X6 != 14 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 1 AND X8 != 2 AND X8 != 3 AND X12 >= 40.000000 AND X13 != 4 AND X13 != 22 AND X13 != 26 AND X13 != 33],{'0': {'precision': 0.8035874805916483; 'recall': 0.9821713943268078; 'f1-score': 0.883949840442267; 'support': 20024}; '1': {'precision': 0.8122041031036297; 'recall': 0.24311132105180286; 'f1-score': 0.37421231216674744; 'support': 6351}; 'accuracy': 0.8042085308056872; 'macro avg': {'precision': 0.807895791847639; 'recall': 0.6126413576893053; 'f1-score': 0.6290810763045072; 'support': 26375}; 'weighted avg': {'precision': 0.8056623306228746; 'recall': 0.8042085308056872; 'f1-score': 0.7612069762876574; 'support': 26375}},{'0': {'precision': 0.7986034546122749; 'recall': 0.977068345323741; 'f1-score': 0.8788675429726996; 'support': 2224}; '1': {'precision': 0.7559808612440191; 'recall': 0.2237960339943343; 'f1-score': 0.3453551912568306; 'support': 706}; 'accuracy': 0.7955631399317407; 'macro avg': {'precision': 0.777292157928147; 'recall': 0.6004321896590377; 'f1-score': 0.6121113671147651; 'support': 2930}; 'weighted avg': {'precision': 0.7883333007153505; 'recall': 0.7955631399317407; 'f1-score': 0.7503147374056677; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [26375, 26375], 'n_partitions': 1}, (mean val acc cv) 0.785189 (+- 0.016607), (mean training time) 1027.402738 (+- 18.924268)
l: 5,3,CNF,0,26374,2931,1,[26374; 26374],262,1024.094727,0.767997,49,[X3 == 10 OR X3 == 12 OR X5 == 1 OR X6 == 5 OR X7 == 0 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 3 OR X13 == 9 OR X13 == 16 OR X13 == 19 OR X13 == 22 OR X13 == 24 OR X13 == 30 OR X13 == 34 OR X13 == 41] AND [X1 == 1 OR X1 == 6 OR X3 == 14 OR X3 == 15 OR X6 == 4 OR X7 == 5 OR X8 == 0 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 7 OR X13 == 9 OR X13 == 20 OR X13 == 23 OR X13 == 24 OR X13 == 31 OR X13 == 36 OR X13 == 37] AND [X0 >= 58.000000 OR X1 == 1 OR X1 == 5 OR X1 == 6 OR X1 == 7 OR X3 == 9 OR X3 == 10 OR X6 == 11 OR X7 == 5 OR X8 == 0 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 2 OR X13 == 9 OR X13 == 20 OR X13 == 36],{'0': {'precision': 0.7999477215300166; 'recall': 0.9170453977925386; 'f1-score': 0.8545035716778743; 'support': 20023}; '1': {'precision': 0.514327485380117; 'recall': 0.27696425759722876; 'f1-score': 0.36004503121481934; 'support': 6351}; 'accuracy': 0.7629104421020703; 'macro avg': {'precision': 0.6571376034550668; 'recall': 0.5970048276948836; 'f1-score': 0.6072743014463469; 'support': 26374}; 'weighted avg': {'precision': 0.7311688438554882; 'recall': 0.7629104421020703; 'f1-score': 0.7354353154224386; 'support': 26374}},{'0': {'precision': 0.8056984566679858; 'recall': 0.9150561797752809; 'f1-score': 0.8569023569023569; 'support': 2225}; '1': {'precision': 0.5321782178217822; 'recall': 0.3045325779036827; 'f1-score': 0.38738738738738737; 'support': 706}; 'accuracy': 0.7679972705561242; 'macro avg': {'precision': 0.668938337244884; 'recall': 0.6097943788394817; 'f1-score': 0.6221448721448721; 'support': 2931}; 'weighted avg': {'precision': 0.7398147007398317; 'recall': 0.7679972705561242; 'f1-score': 0.7438086794961581; 'support': 2931}}
l: 5,3,CNF,1,26374,2931,1,[26374; 26374],262,1023.372319,0.762197,57,[X3 == 12 OR X3 == 14 OR X5 == 1 OR X7 == 5 OR X10 < 0.000000 OR X11 < 0.000000 OR X12 >= 55.000000 OR X13 == 1 OR X13 == 3 OR X13 == 6 OR X13 == 9 OR X13 == 11 OR X13 == 17 OR X13 == 20 OR X13 == 22 OR X13 == 23 OR X13 == 24 OR X13 == 30 OR X13 == 36 OR X13 == 37 OR X13 == 38] AND [X1 == 2 OR X1 == 5 OR X1 == 6 OR X3 == 10 OR X3 == 12 OR X5 == 1 OR X6 == 12 OR X8 == 1 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 9 OR X13 == 11 OR X13 == 12 OR X13 == 19 OR X13 == 20 OR X13 == 22 OR X13 == 23 OR X13 == 30 OR X13 == 36 OR X13 == 38] AND [X3 == 9 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X8 == 2 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 0 OR X13 == 1 OR X13 == 6 OR X13 == 9 OR X13 == 20 OR X13 == 23 OR X13 == 24 OR X13 == 30],{'0': {'precision': 0.7920562715862185; 'recall': 0.9391699545522649; 'f1-score': 0.8593625042842454; 'support': 20023}; '1': {'precision': 0.5372340425531915; 'recall': 0.2226421036057314; 'f1-score': 0.31481687632194144; 'support': 6351}; 'accuracy': 0.7666262227951771; 'macro avg': {'precision': 0.664645157069705; 'recall': 0.5809060290789981; 'f1-score': 0.5870896903030934; 'support': 26374}; 'weighted avg': {'precision': 0.7306937184433977; 'recall': 0.7666262227951771; 'f1-score': 0.7282330099645141; 'support': 26374}},{'0': {'precision': 0.7880844645550528; 'recall': 0.9393258426966292; 'f1-score': 0.8570842731187205; 'support': 2225}; '1': {'precision': 0.5161290322580645; 'recall': 0.20396600566572237; 'f1-score': 0.2923857868020304; 'support': 706}; 'accuracy': 0.7621972023200273; 'macro avg': {'precision': 0.6521067484065586; 'recall': 0.5716459241811758; 'f1-score': 0.5747350299603755; 'support': 2931}; 'weighted avg': {'precision': 0.7225776289352391; 'recall': 0.7621972023200273; 'f1-score': 0.7210634162986649; 'support': 2931}}
l: 5,3,CNF,2,26374,2931,1,[26374; 26374],262,1023.802306,0.681337,68,[X3 == 10 OR X3 == 14 OR X5 == 1 OR X5 == 3 OR X6 == 2 OR X6 == 4 OR X6 == 12 OR X7 == 5 OR X10 < 0.000000 OR X11 < 0.000000 OR X12 >= 48.000000 OR X13 == 1 OR X13 == 15 OR X13 == 22] AND [X1 == 5 OR X3 == 7 OR X3 == 10 OR X3 == 14 OR X5 == 0 OR X5 == 1 OR X5 == 3 OR X6 == 2 OR X6 == 4 OR X10 < 0.000000 OR X11 < 0.000000 OR X12 >= 48.000000 OR X13 == 0 OR X13 == 1 OR X13 == 3 OR X13 == 10 OR X13 == 14 OR X13 == 15 OR X13 == 20 OR X13 == 22 OR X13 == 30 OR X13 == 36] AND [X1 == 5 OR X1 == 6 OR X3 == 0 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X3 == 15 OR X5 == 1 OR X5 == 3 OR X5 == 4 OR X6 == 2 OR X6 == 5 OR X6 == 12 OR X8 == 0 OR X8 == 2 OR X10 < 0.000000 OR X11 < 0.000000 OR X12 >= 55.000000 OR X13 == 0 OR X13 == 3 OR X13 == 9 OR X13 == 12 OR X13 == 15 OR X13 == 18 OR X13 == 19 OR X13 == 20 OR X13 == 22 OR X13 == 24 OR X13 == 30 OR X13 == 31 OR X13 == 35 OR X13 == 36],{'0': {'precision': 0.808515078785349; 'recall': 0.7739100034959796; 'f1-score': 0.7908341626476817; 'support': 20023}; '1': {'precision': 0.37194783573806883; 'recall': 0.4221382459455204; 'f1-score': 0.3954568921011874; 'support': 6351}; 'accuracy': 0.6892014863122773; 'macro avg': {'precision': 0.5902314572617089; 'recall': 0.5980241247207501; 'f1-score': 0.5931455273744346; 'support': 26374}; 'weighted avg': {'precision': 0.7033873560055933; 'recall': 0.6892014863122773; 'f1-score': 0.6956252051425332; 'support': 26374}},{'0': {'precision': 0.8066508313539192; 'recall': 0.7631460674157303; 'f1-score': 0.7842956120092379; 'support': 2225}; '1': {'precision': 0.3619854721549637; 'recall': 0.4235127478753541; 'f1-score': 0.3903394255874673; 'support': 706}; 'accuracy': 0.681337427499147; 'macro avg': {'precision': 0.5843181517544415; 'recall': 0.5933294076455422; 'f1-score': 0.5873175187983526; 'support': 2931}; 'weighted avg': {'precision': 0.6995427646209057; 'recall': 0.681337427499147; 'f1-score': 0.6894020372518957; 'support': 2931}}
