l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,1,[26374; 26374],262,1012.710797,0.781644,6,[X3 == 10 OR X3 == 12 OR X3 == 14 OR X13 == 10 OR X13 == 34 OR X13 == 41],{'0': {'precision': 0.7940127705448213; 'recall': 0.9564001398391849; 'f1-score': 0.8676740445390907; 'support': 20023}; '1': {'precision': 0.613031914893617; 'recall': 0.21776098252243742; 'f1-score': 0.32136632973161383; 'support': 6351}; 'accuracy': 0.7785318874649276; 'macro avg': {'precision': 0.7035223427192192; 'recall': 0.5870805611808112; 'f1-score': 0.5945201871353523; 'support': 26374}; 'weighted avg': {'precision': 0.7504316143212375; 'recall': 0.7785318874649276; 'f1-score': 0.7361202302999807; 'support': 26374}},{'0': {'precision': 0.7931927487976322; 'recall': 0.9635955056179776; 'f1-score': 0.8701298701298702; 'support': 2225}; '1': {'precision': 0.6447368421052632; 'recall': 0.20821529745042494; 'f1-score': 0.3147751605995718; 'support': 706}; 'accuracy': 0.7816444899351757; 'macro avg': {'precision': 0.7189647954514478; 'recall': 0.5859054015342012; 'f1-score': 0.592452515364721; 'support': 2931}; 'weighted avg': {'precision': 0.7574336665305519; 'recall': 0.7816444899351757; 'f1-score': 0.7363596807991329; 'support': 2931}}
l: 5,2,DNF,3,26374,2931,1,[26374; 26374],262,1013.402485,0.794609,66,[X0 >= 37.000000 AND X1 != 1 AND X1 != 2 AND X1 != 6 AND X1 != 7 AND X2 < 329054.000000 AND X2 >= 106648.000000 AND X3 != 1 AND X3 != 2 AND X3 != 8 AND X3 != 11 AND X4 >= 7.000000 AND X5 == 2 AND X6 != 0 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 5 AND X8 != 1 AND X8 != 2 AND X12 >= 35.000000 AND X13 != 0 AND X13 != 4 AND X13 != 11 AND X13 != 19 AND X13 != 22 AND X13 != 26] OR [X0 < 58.000000 AND X0 >= 30.000000 AND X1 != 2 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 10 AND X3 != 11 AND X3 != 15 AND X5 != 0 AND X5 != 4 AND X5 != 5 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 12 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X8 != 3 AND X9 AND X12 >= 40.000000 AND X13 == 39],{'0': {'precision': 0.7987930824996963; 'recall': 0.985017230185287; 'f1-score': 0.8821845507000046; 'support': 20023}; '1': {'precision': 0.82174688057041; 'recall': 0.21776098252243742; 'f1-score': 0.34428678117998507; 'support': 6351}; 'accuracy': 0.8002578296807462; 'macro avg': {'precision': 0.8102699815350531; 'recall': 0.6013891063538622; 'f1-score': 0.6132356659399948; 'support': 26374}; 'weighted avg': {'precision': 0.8043204796160647; 'recall': 0.8002578296807462; 'f1-score': 0.7526558961833728; 'support': 26374}},{'0': {'precision': 0.7945553539019964; 'recall': 0.9838202247191011; 'f1-score': 0.8791164658634539; 'support': 2225}; '1': {'precision': 0.7954545454545454; 'recall': 0.19830028328611898; 'f1-score': 0.3174603174603175; 'support': 706}; 'accuracy': 0.7946093483452746; 'macro avg': {'precision': 0.795004949678271; 'recall': 0.5910602540026101; 'f1-score': 0.5982883916618857; 'support': 2931}; 'weighted avg': {'precision': 0.7947719452483285; 'recall': 0.7946093483452746; 'f1-score': 0.7438284273876388; 'support': 2931}}
l: 5,2,DNF,4,26374,2931,1,[26374; 26374],262,1029.699155,0.751621,105,[X0 >= 33.000000 AND X1 != 1 AND X1 != 5 AND X1 != 6 AND X2 < 219632.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 9 AND X5 != 3 AND X5 != 5 AND X6 != 1 AND X6 != 5 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X8 != 1 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X13 != 2 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 9 AND X13 != 11 AND X13 != 12 AND X13 != 18 AND X13 != 19 AND X13 != 21 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 26 AND X13 != 29 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 41] OR [X0 >= 33.000000 AND X1 != 1 AND X1 != 6 AND X1 != 8 AND X2 < 196338.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 9 AND X3 != 15 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 5 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 4 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 24.000000 AND X13 != 0 AND X13 != 1 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 12 AND X13 != 13 AND X13 != 17 AND X13 != 18 AND X13 != 19 AND X13 != 22 AND X13 != 24 AND X13 != 26 AND X13 != 29 AND X13 != 30 AND X13 != 32 AND X13 != 34 AND X13 != 35 AND X13 != 36 AND X13 != 38 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.7947340378296777; 'recall': 0.8939219897118313; 'f1-score': 0.8414149723821835; 'support': 20023}; '1': {'precision': 0.4485981308411215; 'recall': 0.2720831365139348; 'f1-score': 0.3387239047339018; 'support': 6351}; 'accuracy': 0.74417987411845; 'macro avg': {'precision': 0.6216660843353996; 'recall': 0.583002563112883; 'f1-score': 0.5900694385580427; 'support': 26374}; 'weighted avg': {'precision': 0.7113826635487829; 'recall': 0.74417987411845; 'f1-score': 0.7203642796304494; 'support': 26374}},{'0': {'precision': 0.8024242424242424; 'recall': 0.8925842696629214; 'f1-score': 0.8451063829787233; 'support': 2225}; '1': {'precision': 0.4758771929824561; 'recall': 0.3073654390934844; 'f1-score': 0.37349397590361444; 'support': 706}; 'accuracy': 0.7516206073012623; 'macro avg': {'precision': 0.6391507177033493; 'recall': 0.5999748543782029; 'f1-score': 0.6093001794411689; 'support': 2931}; 'weighted avg': {'precision': 0.7237677371680497; 'recall': 0.7516206073012623; 'f1-score': 0.7315074886098981; 'support': 2931}}
l: 5,2,DNF,5,26375,2930,1,[26375; 26375],262,1027.239987,0.756997,93,[X0 >= 50.000000 AND X1 != 1 AND X1 != 6 AND X1 != 7 AND X1 != 8 AND X2 >= 65716.000000 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 10 AND X3 != 12 AND X3 != 13 AND X3 != 14 AND X5 != 0 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 4 AND X6 != 6 AND X6 != 7 AND X6 != 9 AND X6 != 10 AND X6 != 11 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 24.000000 AND X13 != 2 AND X13 != 3 AND X13 != 5 AND X13 != 9 AND X13 != 14 AND X13 != 23 AND X13 != 26 AND X13 != 33] OR [X0 < 50.000000 AND X0 >= 33.000000 AND X1 != 0 AND X1 != 5 AND X1 != 6 AND X1 != 7 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 15 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 2 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 10 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 1 AND X8 != 2 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 35.000000 AND X13 != 2 AND X13 != 6 AND X13 != 9 AND X13 != 10 AND X13 != 22 AND X13 != 26 AND X13 != 27 AND X13 != 31 AND X13 != 33 AND X13 != 34 AND X13 != 41],{'0': {'precision': 0.7798612258384272; 'recall': 0.9430155321380412; 'f1-score': 0.8537131230925736; 'support': 20023}; '1': {'precision': 0.47249190938511326; 'recall': 0.1608942065491184; 'f1-score': 0.24004697592483853; 'support': 6352}; 'accuracy': 0.7546540284360189; 'macro avg': {'precision': 0.6261765676117702; 'recall': 0.5519548693435798; 'f1-score': 0.5468800495087061; 'support': 26375}; 'weighted avg': {'precision': 0.7058362060048178; 'recall': 0.7546540284360189; 'f1-score': 0.7059213745879499; 'support': 26375}},{'0': {'precision': 0.7838649155722326; 'recall': 0.938876404494382; 'f1-score': 0.8543967280163599; 'support': 2225}; '1': {'precision': 0.4867924528301887; 'recall': 0.1829787234042553; 'f1-score': 0.2659793814432989; 'support': 705}; 'accuracy': 0.7569965870307167; 'macro avg': {'precision': 0.6353286842012107; 'recall': 0.5609275639493186; 'f1-score': 0.5601880547298295; 'support': 2930}; 'weighted avg': {'precision': 0.7123850226598977; 'recall': 0.7569965870307167; 'f1-score': 0.7128150797794971; 'support': 2930}}
l: 5,2,DNF,6,26375,2930,1,[26375; 26375],262,1027.897401,0.765188,99,[X0 >= 33.000000 AND X1 != 0 AND X1 != 1 AND X1 != 7 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 6 AND X3 != 8 AND X3 != 15 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 8 AND X6 != 9 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X8 != 1 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 40.000000 AND X13 != 2 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 10 AND X13 != 12 AND X13 != 13 AND X13 != 15 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 26 AND X13 != 29 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 38 AND X13 != 41] OR [X0 < 50.000000 AND X0 >= 30.000000 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 13 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 5 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 14 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 35.000000 AND X13 != 0 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 14 AND X13 != 15 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 25 AND X13 != 29 AND X13 != 31 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 36 AND X13 != 38 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8621200510855683; 'recall': 0.8428307446436598; 'f1-score': 0.8523662811253094; 'support': 20023}; '1': {'precision': 0.5372058823529412; 'recall': 0.5750944584382871; 'f1-score': 0.5555048661800486; 'support': 6352}; 'accuracy': 0.7783507109004739; 'macro avg': {'precision': 0.6996629667192548; 'recall': 0.7089626015409735; 'f1-score': 0.703935573652679; 'support': 26375}; 'weighted avg': {'precision': 0.7838696321361978; 'recall': 0.7783507109004739; 'f1-score': 0.780871922538303; 'support': 26375}},{'0': {'precision': 0.8566125290023202; 'recall': 0.8296629213483147; 'f1-score': 0.8429223744292238; 'support': 2225}; '1': {'precision': 0.5109677419354839; 'recall': 0.5617021276595745; 'f1-score': 0.5351351351351351; 'support': 705}; 'accuracy': 0.7651877133105802; 'macro avg': {'precision': 0.683790135468902; 'recall': 0.6956825245039446; 'f1-score': 0.6890287547821794; 'support': 2930}; 'weighted avg': {'precision': 0.7734454385988663; 'recall': 0.7651877133105802; 'f1-score': 0.7688643526878134; 'support': 2930}}
l: 5,2,DNF,7,26375,2930,1,[26375; 26375],262,1030.998286,0.769625,93,[X0 >= 30.000000 AND X1 != 0 AND X1 != 5 AND X2 < 259873.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 13 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 3 AND X6 != 8 AND X6 != 9 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 2 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 35.000000 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 12 AND X13 != 13 AND X13 != 14 AND X13 != 16 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 25 AND X13 != 26 AND X13 != 28 AND X13 != 36 AND X13 != 37 AND X13 != 40] OR [X0 >= 26.000000 AND X1 != 0 AND X1 != 8 AND X2 < 196338.000000 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 14 AND X5 == 2 AND X6 != 3 AND X6 != 4 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X7 != 2 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 < 48.000000 AND X12 >= 24.000000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 6 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 25 AND X13 != 29 AND X13 != 32 AND X13 != 33 AND X13 != 35 AND X13 != 40],{'0': {'precision': 0.8223485195709964; 'recall': 0.8960695200519403; 'f1-score': 0.8576276857627685; 'support': 20023}; '1': {'precision': 0.543339916611806; 'recall': 0.3897984886649874; 'f1-score': 0.4539371161426345; 'support': 6352}; 'accuracy': 0.7741421800947867; 'macro avg': {'precision': 0.6828442180914012; 'recall': 0.6429340043584638; 'f1-score': 0.6557824009527015; 'support': 26375}; 'weighted avg': {'precision': 0.7551537273057156; 'recall': 0.7741421800947867; 'f1-score': 0.7604052213750115; 'support': 26375}},{'0': {'precision': 0.8199834847233691; 'recall': 0.8925842696629214; 'f1-score': 0.8547449967721111; 'support': 2225}; '1': {'precision': 0.5295275590551181; 'recall': 0.38156028368794326; 'f1-score': 0.44352844187963725; 'support': 705}; 'accuracy': 0.7696245733788396; 'macro avg': {'precision': 0.6747555218892436; 'recall': 0.6370722766754323; 'f1-score': 0.6491367193258741; 'support': 2930}; 'weighted avg': {'precision': 0.7500956254755476; 'recall': 0.7696245733788396; 'f1-score': 0.7558003990932052; 'support': 2930}}
l: 5,2,DNF,8,26375,2930,1,[26375; 26375],262,1059.728729,0.799659,88,[X0 < 58.000000 AND X0 >= 30.000000 AND X1 != 1 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X5 != 1 AND X5 != 3 AND X5 != 6 AND X6 != 0 AND X6 != 4 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X9 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 48.000000 AND X13 != 1 AND X13 != 2 AND X13 != 4 AND X13 != 8 AND X13 != 12 AND X13 != 17 AND X13 != 22 AND X13 != 24 AND X13 != 26 AND X13 != 30 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 35 AND X13 != 38 AND X13 != 41] OR [X0 < 58.000000 AND X0 >= 37.000000 AND X1 != 6 AND X1 != 7 AND X3 != 0 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X6 != 0 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 1 AND X8 != 2 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X13 != 0 AND X13 != 4 AND X13 != 6 AND X13 != 10 AND X13 != 11 AND X13 != 13 AND X13 != 27 AND X13 != 31 AND X13 != 33 AND X13 != 41],{'0': {'precision': 0.8144711640774633; 'recall': 0.9556532161406313; 'f1-score': 0.8794319722420092; 'support': 20024}; '1': {'precision': 0.6916666666666667; 'recall': 0.3136513934813415; 'f1-score': 0.43158921026974323; 'support': 6351}; 'accuracy': 0.8010616113744076; 'macro avg': {'precision': 0.753068915372065; 'recall': 0.6346523048109864; 'f1-score': 0.6555105912558762; 'support': 26375}; 'weighted avg': {'precision': 0.7849003067104122; 'recall': 0.8010616113744076; 'f1-score': 0.7715931331411233; 'support': 26375}},{'0': {'precision': 0.8075911311537016; 'recall': 0.9662769784172662; 'f1-score': 0.8798362333674514; 'support': 2224}; '1': {'precision': 0.7211895910780669; 'recall': 0.2747875354107649; 'f1-score': 0.397948717948718; 'support': 706}; 'accuracy': 0.7996587030716723; 'macro avg': {'precision': 0.7643903611158842; 'recall': 0.6205322569140156; 'f1-score': 0.6388924756580847; 'support': 2930}; 'weighted avg': {'precision': 0.7867721935109037; 'recall': 0.7996587030716723; 'f1-score': 0.7637227228262822; 'support': 2930}}
l: 5,2,DNF,9,26375,2930,1,[26375; 26375],262,1011.454264,0.810922,56,[X0 >= 33.000000 AND X1 != 1 AND X2 >= 106648.000000 AND X3 != 7 AND X3 != 8 AND X4 >= 11.000000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 14 AND X7 != 1 AND X7 != 3 AND X8 != 2 AND X9 AND X12 >= 35.000000 AND X13 == 39] OR [X0 >= 33.000000 AND X1 != 2 AND X1 != 6 AND X1 != 7 AND X2 >= 65716.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 5 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 12 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 == 4 AND X9 AND X12 >= 40.000000 AND X13 != 0 AND X13 != 26 AND X13 != 33 AND X13 != 41],{'0': {'precision': 0.8038220730858944; 'recall': 0.980972832600879; 'f1-score': 0.8836058568183353; 'support': 20024}; '1': {'precision': 0.8034055727554179; 'recall': 0.24515824279641002; 'f1-score': 0.3756786102062975; 'support': 6351}; 'accuracy': 0.8037914691943128; 'macro avg': {'precision': 0.8036138229206562; 'recall': 0.6130655376986445; 'f1-score': 0.6296422335123164; 'support': 26375}; 'weighted avg': {'precision': 0.8037217813854639; 'recall': 0.8037914691943128; 'f1-score': 0.7612989016246651; 'support': 26375}},{'0': {'precision': 0.8085735402808574; 'recall': 0.9838129496402878; 'f1-score': 0.8876267748478702; 'support': 2224}; '1': {'precision': 0.8392857142857143; 'recall': 0.26628895184135976; 'f1-score': 0.4043010752688172; 'support': 706}; 'accuracy': 0.8109215017064847; 'macro avg': {'precision': 0.8239296272832859; 'recall': 0.6250509507408237; 'f1-score': 0.6459639250583438; 'support': 2930}; 'weighted avg': {'precision': 0.8159738115598434; 'recall': 0.8109215017064847; 'f1-score': 0.7711667257342827; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [26375, 26375], 'n_partitions': 1}, (mean val acc cv) 0.782904 (+- 0.019552), (mean training time) 1023.869116 (+- 14.256680)
l: 5,3,CNF,0,26374,2931,1,[26374; 26374],262,1023.816067,0.724326,54,[X3 == 10 OR X3 == 12 OR X5 == 6 OR X6 == 13 OR X7 == 5 OR X8 == 0 OR X10 < 0.000000 OR X11 < 0.000000 OR X12 >= 55.000000 OR X13 == 12 OR X13 == 17 OR X13 == 19 OR X13 == 23 OR X13 == 24 OR X13 == 30 OR X13 == 31 OR X13 == 34 OR X13 == 35 OR X13 == 41] AND [X3 == 10 OR X3 == 12 OR X6 == 13 OR X7 == 5 OR X8 == 0 OR X10 < 0.000000 OR X11 < 0.000000 OR X12 >= 55.000000 OR X13 == 10 OR X13 == 12 OR X13 == 17 OR X13 == 19 OR X13 == 23 OR X13 == 24 OR X13 == 26 OR X13 == 30 OR X13 == 31 OR X13 == 34 OR X13 == 35 OR X13 == 41] AND [X3 == 10 OR X6 == 4 OR X6 == 10 OR X6 == 11 OR X6 == 13 OR X7 == 5 OR X10 < 0.000000 OR X11 < 0.000000 OR X12 >= 55.000000 OR X13 == 10 OR X13 == 24 OR X13 == 26 OR X13 == 31 OR X13 == 35 OR X13 == 41],{'0': {'precision': 0.8179279941219691; 'recall': 0.8339409678869301; 'f1-score': 0.8258568673030319; 'support': 20023}; '1': {'precision': 0.44202047323376403; 'recall': 0.41473783656117147; 'f1-score': 0.427944760357433; 'support': 6351}; 'accuracy': 0.7329946159096079; 'macro avg': {'precision': 0.6299742336778666; 'recall': 0.6243394022240507; 'f1-score': 0.6269008138302324; 'support': 26374}; 'weighted avg': {'precision': 0.7274074562755678; 'recall': 0.7329946159096079; 'f1-score': 0.7300375076605242; 'support': 26374}},{'0': {'precision': 0.813634351482957; 'recall': 0.826067415730337; 'f1-score': 0.8198037466547725; 'support': 2225}; '1': {'precision': 0.42410714285714285; 'recall': 0.40368271954674223; 'f1-score': 0.41364296081277213; 'support': 706}; 'accuracy': 0.7243261685431593; 'macro avg': {'precision': 0.61887074717005; 'recall': 0.6148750676385396; 'f1-score': 0.6167233537337723; 'support': 2931}; 'weighted avg': {'precision': 0.7198075997634671; 'recall': 0.7243261685431593; 'f1-score': 0.721970408270449; 'support': 2931}}
l: 5,3,CNF,1,26374,2931,1,[26374; 26374],262,1022.939522,0.701808,67,[X1 == 1 OR X1 == 5 OR X1 == 7 OR X2 >= 329054.000000 OR X2 < 178356.000000 OR X3 == 10 OR X3 == 12 OR X6 == 1 OR X6 == 13 OR X7 == 5 OR X8 == 0 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 1 OR X13 == 2 OR X13 == 6 OR X13 == 9 OR X13 == 11 OR X13 == 19 OR X13 == 20 OR X13 == 23 OR X13 == 24 OR X13 == 29 OR X13 == 30] AND [X1 == 0 OR X3 == 2 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X3 == 15 OR X6 == 1 OR X6 == 4 OR X6 == 10 OR X6 == 11 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 1 OR X13 == 9 OR X13 == 10 OR X13 == 11 OR X13 == 12 OR X13 == 18 OR X13 == 20 OR X13 == 24 OR X13 == 31 OR X13 == 38 OR X13 == 41] AND [X1 == 5 OR X2 >= 329054.000000 OR X3 == 7 OR X3 == 8 OR X4 >= 13.000000 OR X6 == 5 OR X6 == 10 OR X6 == 13 OR X10 < 0.000000 OR X11 < 0.000000 OR X12 >= 55.000000 OR X13 == 1 OR X13 == 2 OR X13 == 9 OR X13 == 20 OR X13 == 23 OR X13 == 30 OR X13 == 31 OR X13 == 38 OR X13 == 41],{'0': {'precision': 0.824676020134947; 'recall': 0.7691155171552715; 'f1-score': 0.7959273328681811; 'support': 20023}; '1': {'precision': 0.39961038961038964; 'recall': 0.48449063139663046; 'f1-score': 0.43797594477261403; 'support': 6351}; 'accuracy': 0.7005763251687268; 'macro avg': {'precision': 0.6121432048726683; 'recall': 0.6268030742759509; 'f1-score': 0.6169516388203975; 'support': 26374}; 'weighted avg': {'precision': 0.7223179470530686; 'recall': 0.7005763251687268; 'f1-score': 0.7097307276586965; 'support': 26374}},{'0': {'precision': 0.8271186440677966; 'recall': 0.7676404494382022; 'f1-score': 0.7962703962703962; 'support': 2225}; '1': {'precision': 0.40300230946882215; 'recall': 0.4943342776203966; 'f1-score': 0.4440203562340967; 'support': 706}; 'accuracy': 0.7018082565677243; 'macro avg': {'precision': 0.6150604767683093; 'recall': 0.6309873635292994; 'f1-score': 0.6201453762522464; 'support': 2931}; 'weighted avg': {'precision': 0.72496029120977; 'recall': 0.7018082565677243; 'f1-score': 0.7114227237130345; 'support': 2931}}
l: 5,3,CNF,2,26374,2931,1,[26374; 26374],262,1022.894822,0.743773,59,[X1 == 5 OR X2 >= 219632.000000 OR X3 == 10 OR X3 == 12 OR X5 == 1 OR X6 == 11 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 10 OR X13 == 12 OR X13 == 16 OR X13 == 20 OR X13 == 24 OR X13 == 31 OR X13 == 36 OR X13 == 38 OR X13 == 41] AND [X1 == 5 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 11 OR X6 == 12 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 1 OR X13 == 5 OR X13 == 10 OR X13 == 12 OR X13 == 20 OR X13 == 24 OR X13 == 29 OR X13 == 31 OR X13 == 34 OR X13 == 38 OR X13 == 41] AND [X1 == 5 OR X3 == 10 OR X3 == 12 OR X5 == 1 OR X6 == 11 OR X6 == 12 OR X6 == 14 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 1 OR X13 == 5 OR X13 == 10 OR X13 == 12 OR X13 == 16 OR X13 == 20 OR X13 == 24 OR X13 == 29 OR X13 == 31 OR X13 == 34 OR X13 == 36 OR X13 == 38 OR X13 == 41],{'0': {'precision': 0.7990922980138402; 'recall': 0.8881286520501424; 'f1-score': 0.8412612058566123; 'support': 20023}; '1': {'precision': 0.4563106796116505; 'recall': 0.29601637537395686; 'f1-score': 0.3590870021965429; 'support': 6351}; 'accuracy': 0.7455448547812239; 'macro avg': {'precision': 0.6277014888127453; 'recall': 0.5920725137120496; 'f1-score': 0.6001741040265776; 'support': 26374}; 'weighted avg': {'precision': 0.7165486543317173; 'recall': 0.7455448547812239; 'f1-score': 0.7251510834843858; 'support': 26374}},{'0': {'precision': 0.7959839357429719; 'recall': 0.8907865168539326; 'f1-score': 0.8407211028632026; 'support': 2225}; '1': {'precision': 0.4489795918367347; 'recall': 0.2804532577903683; 'f1-score': 0.34524847428073235; 'support': 706}; 'accuracy': 0.7437734561583077; 'macro avg': {'precision': 0.6224817637898533; 'recall': 0.5856198873221504; 'f1-score': 0.5929847885719675; 'support': 2931}; 'weighted avg': {'precision': 0.7123998119634415; 'recall': 0.7437734561583077; 'f1-score': 0.7213749152892606; 'support': 2931}}
