l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,1,[26374; 26374],262,1016.138349,0.774480,9,[X1 == 5 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X13 == 1 OR X13 == 10 OR X13 == 21 OR X13 == 24 OR X13 == 34],{'0': {'precision': 0.803837587801953; 'recall': 0.9373220796084503; 'f1-score': 0.8654630974614373; 'support': 20023}; '1': {'precision': 0.585261070720423; 'recall': 0.27885372382302; 'f1-score': 0.3777327503465927; 'support': 6351}; 'accuracy': 0.7787593842420566; 'macro avg': {'precision': 0.694549329261188; 'recall': 0.6080879017157351; 'f1-score': 0.621597923904015; 'support': 26374}; 'weighted avg': {'precision': 0.7512031955980857; 'recall': 0.7787593842420566; 'f1-score': 0.7480150260833233; 'support': 26374}},{'0': {'precision': 0.7989296636085627; 'recall': 0.9393258426966292; 'f1-score': 0.8634579632307374; 'support': 2225}; '1': {'precision': 0.5714285714285714; 'recall': 0.254957507082153; 'f1-score': 0.35259549461312434; 'support': 706}; 'accuracy': 0.7744796997611737; 'macro avg': {'precision': 0.6851791175185671; 'recall': 0.5971416748893911; 'f1-score': 0.6080267289219309; 'support': 2931}; 'weighted avg': {'precision': 0.7441306970172716; 'recall': 0.7744796997611737; 'f1-score': 0.7404047722228785; 'support': 2931}}
l: 5,2,DNF,2,26374,2931,1,[26374; 26374],262,1012.417067,0.799727,52,[X0 < 58.000000 AND X0 >= 41.000000 AND X1 != 1 AND X1 != 5 AND X1 != 6 AND X2 >= 106648.000000 AND X3 != 7 AND X3 != 8 AND X4 >= 10.000000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X12 >= 40.000000 AND X13 != 0 AND X13 != 33 AND X13 != 35 AND X13 != 41] OR [X0 >= 37.000000 AND X1 != 0 AND X1 != 7 AND X2 < 329054.000000 AND X2 >= 65716.000000 AND X3 != 8 AND X3 != 15 AND X4 >= 10.000000 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 == 0 AND X8 != 1 AND X8 != 2 AND X12 >= 35.000000 AND X13 != 0 AND X13 != 2 AND X13 != 4 AND X13 != 26 AND X13 != 41],{'0': {'precision': 0.8008300443504089; 'recall': 0.9829695849772762; 'f1-score': 0.8826008968609865; 'support': 20023}; '1': {'precision': 0.8102392877017252; 'recall': 0.22925523539600062; 'f1-score': 0.35738831615120276; 'support': 6351}; 'accuracy': 0.8014711458254341; 'macro avg': {'precision': 0.805534666026067; 'recall': 0.6061124101866384; 'f1-score': 0.6199946065060946; 'support': 26374}; 'weighted avg': {'precision': 0.8030958403815082; 'recall': 0.8014711458254341; 'f1-score': 0.756126903530895; 'support': 26374}},{'0': {'precision': 0.8013245033112583; 'recall': 0.9788764044943821; 'f1-score': 0.8812462067570302; 'support': 2225}; '1': {'precision': 0.7793427230046949; 'recall': 0.23512747875354106; 'f1-score': 0.36126224156692055; 'support': 706}; 'accuracy': 0.799727055612419; 'macro avg': {'precision': 0.7903336131579766; 'recall': 0.6070019416239616; 'f1-score': 0.6212542241619754; 'support': 2931}; 'weighted avg': {'precision': 0.7960296766662792; 'recall': 0.799727055612419; 'f1-score': 0.7559958896556254; 'support': 2931}}
l: 5,2,DNF,3,26374,2931,1,[26374; 26374],262,1011.503031,0.803139,60,[X0 >= 33.000000 AND X1 != 0 AND X1 != 1 AND X1 != 5 AND X1 != 6 AND X1 != 7 AND X2 < 329054.000000 AND X2 >= 106648.000000 AND X3 != 7 AND X4 >= 11.000000 AND X5 == 2 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 12 AND X6 != 13 AND X6 != 14 AND X7 != 3 AND X8 != 2 AND X12 < 55.000000 AND X12 >= 24.000000 AND X13 != 0 AND X13 != 4 AND X13 != 10 AND X13 != 24 AND X13 != 35] OR [X0 < 58.000000 AND X0 >= 33.000000 AND X2 >= 65716.000000 AND X3 != 7 AND X3 != 8 AND X3 != 15 AND X4 >= 10.000000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 3 AND X7 != 5 AND X8 == 4 AND X12 >= 35.000000 AND X13 != 0 AND X13 != 4 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 20 AND X13 != 23 AND X13 != 24],{'0': {'precision': 0.8030327735203; 'recall': 0.9838685511661589; 'f1-score': 0.8843003029962967; 'support': 20023}; '1': {'precision': 0.8246471226927253; 'recall': 0.2391749330814045; 'f1-score': 0.3708043451727084; 'support': 6351}; 'accuracy': 0.8045423523166755; 'macro avg': {'precision': 0.8138399481065126; 'recall': 0.6115217421237817; 'f1-score': 0.6275523240845026; 'support': 26374}; 'weighted avg': {'precision': 0.8082376241911908; 'recall': 0.8045423523166755; 'f1-score': 0.7606477350074587; 'support': 26374}},{'0': {'precision': 0.8022743947175348; 'recall': 0.9829213483146068; 'f1-score': 0.8834578872954959; 'support': 2225}; '1': {'precision': 0.8146341463414634; 'recall': 0.23654390934844194; 'f1-score': 0.3666300768386389; 'support': 706}; 'accuracy': 0.8031388604571819; 'macro avg': {'precision': 0.808454270529499; 'recall': 0.6097326288315243; 'f1-score': 0.6250439820670675; 'support': 2931}; 'weighted avg': {'precision': 0.8052515303867581; 'recall': 0.8031388604571819; 'f1-score': 0.7589678039851782; 'support': 2931}}
l: 5,2,DNF,4,26374,2931,1,[26374; 26374],262,1020.320651,0.752303,94,[X0 < 50.000000 AND X1 != 1 AND X1 != 3 AND X1 != 5 AND X1 != 6 AND X1 != 7 AND X2 < 259873.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 12 AND X7 != 3 AND X8 != 0 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 35.000000 AND X13 != 0 AND X13 != 1 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 16 AND X13 != 18 AND X13 != 21 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 29 AND X13 != 31 AND X13 != 33 AND X13 != 34 AND X13 != 38 AND X13 != 40] OR [X0 < 50.000000 AND X0 >= 22.000000 AND X1 != 0 AND X3 != 1 AND X3 != 8 AND X3 != 11 AND X4 >= 7.000000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 2 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 11 AND X7 != 1 AND X7 != 2 AND X8 != 2 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X13 != 0 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 8 AND X13 != 10 AND X13 != 11 AND X13 != 13 AND X13 != 20 AND X13 != 22 AND X13 != 24 AND X13 != 26 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8247083176514867; 'recall': 0.8754931828397343; 'f1-score': 0.8493422805785025; 'support': 20023}; '1': {'precision': 0.5128956623681126; 'recall': 0.4133207368918281; 'f1-score': 0.45775568924928073; 'support': 6351}; 'accuracy': 0.7641995905058012; 'macro avg': {'precision': 0.6688019900097997; 'recall': 0.6444069598657812; 'f1-score': 0.6535489849138916; 'support': 26374}; 'weighted avg': {'precision': 0.7496221656190035; 'recall': 0.7641995905058012; 'f1-score': 0.7550461388657592; 'support': 26374}},{'0': {'precision': 0.8163782186576615; 'recall': 0.8692134831460674; 'f1-score': 0.8419677840661732; 'support': 2225}; '1': {'precision': 0.4822064056939502; 'recall': 0.3838526912181303; 'f1-score': 0.4274447949526814; 'support': 706}; 'accuracy': 0.7523029682702149; 'macro avg': {'precision': 0.6492923121758059; 'recall': 0.6265330871820989; 'f1-score': 0.6347062895094273; 'support': 2931}; 'weighted avg': {'precision': 0.7358851105196949; 'recall': 0.7523029682702149; 'f1-score': 0.7421202131640493; 'support': 2931}}
l: 5,2,DNF,5,26375,2930,1,[26375; 26375],262,1054.662959,0.786689,96,[X0 < 58.000000 AND X0 >= 30.000000 AND X1 != 2 AND X1 != 6 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 11 AND X3 != 13 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 2 AND X9 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 8 AND X13 != 9 AND X13 != 10 AND X13 != 13 AND X13 != 15 AND X13 != 17 AND X13 != 23 AND X13 != 25 AND X13 != 27 AND X13 != 29 AND X13 != 30 AND X13 != 32 AND X13 != 33 AND X13 != 35 AND X13 != 40 AND X13 != 41] OR [X0 >= 26.000000 AND X1 != 0 AND X1 != 2 AND X1 != 5 AND X2 < 178356.000000 AND X3 != 1 AND X3 != 2 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 13 AND X5 != 0 AND X5 != 1 AND X5 != 3 AND X5 != 5 AND X6 != 1 AND X6 != 3 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 24.000000 AND X13 != 0 AND X13 != 1 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 13 AND X13 != 15 AND X13 != 17 AND X13 != 18 AND X13 != 20 AND X13 != 21 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 35 AND X13 != 38 AND X13 != 40],{'0': {'precision': 0.8348426850900943; 'recall': 0.8931728512210957; 'f1-score': 0.8630232838701895; 'support': 20023}; '1': {'precision': 0.5681405208964264; 'recall': 0.44301007556675065; 'f1-score': 0.4978328173374614; 'support': 6352}; 'accuracy': 0.7847582938388625; 'macro avg': {'precision': 0.7014916029932603; 'recall': 0.6680914633939232; 'f1-score': 0.6804280506038254; 'support': 26375}; 'weighted avg': {'precision': 0.7706117032149027; 'recall': 0.7847582938388625; 'f1-score': 0.7750729580534734; 'support': 26375}},{'0': {'precision': 0.8421727972626176; 'recall': 0.8849438202247191; 'f1-score': 0.8630287091825554; 'support': 2225}; '1': {'precision': 0.5675675675675675; 'recall': 0.4765957446808511; 'f1-score': 0.5181187355435621; 'support': 705}; 'accuracy': 0.7866894197952219; 'macro avg': {'precision': 0.7048701824150926; 'recall': 0.6807697824527851; 'f1-score': 0.6905737223630588; 'support': 2930}; 'weighted avg': {'precision': 0.7760988426772899; 'recall': 0.7866894197952219; 'f1-score': 0.7800384254230024; 'support': 2930}}
l: 5,2,DNF,6,26375,2930,1,[26375; 26375],262,1024.279964,0.755290,95,[X0 >= 37.000000 AND X1 != 0 AND X1 != 6 AND X1 != 7 AND X2 >= 65716.000000 AND X3 != 2 AND X3 != 7 AND X4 >= 7.000000 AND X5 != 0 AND X5 != 3 AND X5 != 5 AND X6 != 2 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 9 AND X13 != 12 AND X13 != 13 AND X13 != 14 AND X13 != 23 AND X13 != 24 AND X13 != 25 AND X13 != 26 AND X13 != 28 AND X13 != 29 AND X13 != 30 AND X13 != 33 AND X13 != 35 AND X13 != 38 AND X13 != 40] OR [X0 < 50.000000 AND X0 >= 30.000000 AND X1 != 0 AND X1 != 2 AND X1 != 3 AND X2 >= 65716.000000 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 7 AND X3 != 12 AND X3 != 13 AND X5 != 0 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 2 AND X6 != 5 AND X6 != 7 AND X6 != 9 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 1 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 40.000000 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 14 AND X13 != 21 AND X13 != 22 AND X13 != 23 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 41],{'0': {'precision': 0.8527190715118341; 'recall': 0.8402836737751586; 'f1-score': 0.8464557025708105; 'support': 20023}; '1': {'precision': 0.5186634557495484; 'recall': 0.5425062972292192; 'f1-score': 0.5303170206217298; 'support': 6352}; 'accuracy': 0.7685687203791469; 'macro avg': {'precision': 0.6856912636306913; 'recall': 0.6913949855021888; 'f1-score': 0.6883863615962702; 'support': 26375}; 'weighted avg': {'precision': 0.7722670801820887; 'recall': 0.7685687203791469; 'f1-score': 0.7703187202868081; 'support': 26375}},{'0': {'precision': 0.8424159854677565; 'recall': 0.8337078651685393; 'f1-score': 0.8380393042692569; 'support': 2225}; '1': {'precision': 0.49175824175824173; 'recall': 0.5078014184397163; 'f1-score': 0.4996510816468946; 'support': 705}; 'accuracy': 0.7552901023890785; 'macro avg': {'precision': 0.6670871136129991; 'recall': 0.6707546418041278; 'f1-score': 0.6688451929580758; 'support': 2930}; 'weighted avg': {'precision': 0.7580427058379927; 'recall': 0.7552901023890785; 'f1-score': 0.756618247290156; 'support': 2930}}
l: 5,2,DNF,7,26375,2930,1,[26375; 26375],262,1022.910698,0.796587,59,[X0 >= 37.000000 AND X1 != 6 AND X1 != 7 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 13 AND X5 != 0 AND X5 != 1 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 2 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 1 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X13 != 2 AND X13 != 4 AND X13 != 6 AND X13 != 8 AND X13 != 10 AND X13 != 12 AND X13 != 13 AND X13 != 18 AND X13 != 20 AND X13 != 26 AND X13 != 27 AND X13 != 29 AND X13 != 32 AND X13 != 41] OR [X0 < 41.000000 AND X0 >= 22.000000 AND X2 < 259873.000000 AND X2 >= 196338.000000 AND X3 != 15 AND X4 >= 9.000000 AND X6 != 14 AND X7 != 1 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 35.000000 AND X13 == 6],{'0': {'precision': 0.8153570492089852; 'recall': 0.9317784547770065; 'f1-score': 0.8696888474536768; 'support': 20023}; '1': {'precision': 0.6089321500143143; 'recall': 0.3348551637279597; 'f1-score': 0.43209751142712033; 'support': 6352}; 'accuracy': 0.7880189573459716; 'macro avg': {'precision': 0.7121445996116498; 'recall': 0.6333168092524831; 'f1-score': 0.6508931794403986; 'support': 26375}; 'weighted avg': {'precision': 0.7656428896000924; 'recall': 0.7880189573459716; 'f1-score': 0.76430192171185; 'support': 26375}},{'0': {'precision': 0.8187866927592955; 'recall': 0.9402247191011236; 'f1-score': 0.8753138075313807; 'support': 2225}; '1': {'precision': 0.6453333333333333; 'recall': 0.3432624113475177; 'f1-score': 0.44814814814814813; 'support': 705}; 'accuracy': 0.7965870307167235; 'macro avg': {'precision': 0.7320600130463144; 'recall': 0.6417435652243206; 'f1-score': 0.6617309778397644; 'support': 2930}; 'weighted avg': {'precision': 0.7770513281192601; 'recall': 0.7965870307167235; 'f1-score': 0.7725316266900227; 'support': 2930}}
l: 5,2,DNF,8,26375,2930,1,[26375; 26375],262,1054.433995,0.790785,91,[X0 < 58.000000 AND X0 >= 30.000000 AND X1 != 1 AND X1 != 7 AND X3 != 1 AND X3 != 8 AND X3 != 11 AND X4 >= 7.000000 AND X5 != 3 AND X5 != 4 AND X5 != 6 AND X6 != 5 AND X6 != 7 AND X6 != 8 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 2 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X13 != 4 AND X13 != 6 AND X13 != 8 AND X13 != 9 AND X13 != 11 AND X13 != 13 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 26 AND X13 != 29 AND X13 != 31 AND X13 != 32 AND X13 != 35 AND X13 != 41] OR [X0 >= 41.000000 AND X1 != 1 AND X1 != 5 AND X1 != 7 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 12 AND X3 != 13 AND X5 != 1 AND X5 != 3 AND X5 != 5 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 10 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 35.000000 AND X13 != 1 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 13 AND X13 != 14 AND X13 != 19 AND X13 != 23 AND X13 != 24 AND X13 != 26 AND X13 != 28 AND X13 != 30 AND X13 != 31 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 36 AND X13 != 37 AND X13 != 38 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8506736158914348; 'recall': 0.8640131841789852; 'f1-score': 0.8572915118180466; 'support': 20024}; '1': {'precision': 0.5489481530561537; 'recall': 0.5218075893560069; 'f1-score': 0.5350339037778495; 'support': 6351}; 'accuracy': 0.781611374407583; 'macro avg': {'precision': 0.6998108844737942; 'recall': 0.6929103867674961; 'f1-score': 0.6961627077979481; 'support': 26375}; 'weighted avg': {'precision': 0.7780192684234966; 'recall': 0.781611374407583; 'f1-score': 0.7796931016317608; 'support': 26375}},{'0': {'precision': 0.8594377510040161; 'recall': 0.8660071942446043; 'f1-score': 0.8627099664053752; 'support': 2224}; '1': {'precision': 0.5674891146589259; 'recall': 0.5538243626062322; 'f1-score': 0.5605734767025089; 'support': 706}; 'accuracy': 0.7907849829351535; 'macro avg': {'precision': 0.7134634328314711; 'recall': 0.7099157784254182; 'f1-score': 0.7116417215539421; 'support': 2930}; 'weighted avg': {'precision': 0.7890910829973152; 'recall': 0.7907849829351534; 'f1-score': 0.7899084777602478; 'support': 2930}}
l: 5,2,DNF,9,26375,2930,1,[26375; 26375],262,1011.573720,0.789078,57,[X0 < 58.000000 AND X0 >= 33.000000 AND X1 != 0 AND X1 != 6 AND X2 >= 65716.000000 AND X3 != 7 AND X4 >= 11.000000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 3 AND X8 == 4 AND X12 >= 35.000000 AND X13 != 0 AND X13 != 2 AND X13 != 4 AND X13 != 24 AND X13 != 31 AND X13 != 33] OR [X0 < 58.000000 AND X0 >= 37.000000 AND X1 != 2 AND X1 != 5 AND X1 != 6 AND X2 >= 106648.000000 AND X3 != 1 AND X3 != 8 AND X3 != 11 AND X4 >= 7.000000 AND X5 == 2 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 12 AND X6 != 14 AND X8 != 2 AND X9 AND X12 < 55.000000 AND X13 != 4 AND X13 != 24 AND X13 != 33],{'0': {'precision': 0.802304278793307; 'recall': 0.9841689972033559; 'f1-score': 0.8839796353197121; 'support': 20024}; '1': {'precision': 0.8250551876379691; 'recall': 0.23539600062982208; 'f1-score': 0.3662869043243906; 'support': 6351}; 'accuracy': 0.803867298578199; 'macro avg': {'precision': 0.813679733215638; 'recall': 0.609782498916589; 'f1-score': 0.6251332698220513; 'support': 26375}; 'weighted avg': {'precision': 0.8077826113837315; 'recall': 0.803867298578199; 'f1-score': 0.7593211885120804; 'support': 26375}},{'0': {'precision': 0.792; 'recall': 0.97931654676259; 'f1-score': 0.8757539203860073; 'support': 2224}; '1': {'precision': 0.7444444444444445; 'recall': 0.18980169971671387; 'f1-score': 0.30248306997742663; 'support': 706}; 'accuracy': 0.7890784982935154; 'macro avg': {'precision': 0.7682222222222223; 'recall': 0.5845591232396519; 'f1-score': 0.589118495181717; 'support': 2930}; 'weighted avg': {'precision': 0.7805412210845658; 'recall': 0.7890784982935154; 'f1-score': 0.737621080662984; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [26375, 26375], 'n_partitions': 1}, (mean val acc cv) 0.788022 (+- 0.018184), (mean training time) 1023.671528 (+- 16.123176)
l: 5,3,CNF,0,26374,2931,1,[26374; 26374],262,1023.510639,0.741044,40,[X3 == 10 OR X3 == 12 OR X3 == 14 OR X8 == 0 OR X10 < 0.000000 OR X11 < 0.000000 OR X12 < 40.000000 OR X13 == 7 OR X13 == 9 OR X13 == 18 OR X13 == 22 OR X13 == 31 OR X13 == 34 OR X13 == 41] AND [X1 == 0 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X8 == 0 OR X8 == 3 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 9 OR X13 == 18 OR X13 == 22 OR X13 == 31 OR X13 == 41] AND [X1 == 0 OR X3 == 7 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X8 == 0 OR X8 == 3 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 9 OR X13 == 18 OR X13 == 22 OR X13 == 31],{'0': {'precision': 0.7881657833000261; 'recall': 0.9060580332617489; 'f1-score': 0.8430101531098255; 'support': 20023}; '1': {'precision': 0.4395113230035757; 'recall': 0.2322468902535034; 'f1-score': 0.30390439888740084; 'support': 6351}; 'accuracy': 0.743800712823235; 'macro avg': {'precision': 0.6138385531518009; 'recall': 0.5691524617576261; 'f1-score': 0.5734572759986132; 'support': 26374}; 'weighted avg': {'precision': 0.7042079279370642; 'recall': 0.743800712823235; 'f1-score': 0.7131906094279185; 'support': 26374}},{'0': {'precision': 0.785436137071651; 'recall': 0.9065168539325843; 'f1-score': 0.8416440642603797; 'support': 2225}; '1': {'precision': 0.42699724517906334; 'recall': 0.21954674220963172; 'f1-score': 0.28999064546304953; 'support': 706}; 'accuracy': 0.7410440122824974; 'macro avg': {'precision': 0.6062166911253573; 'recall': 0.563031798071108; 'f1-score': 0.5658173548617147; 'support': 2931}; 'weighted avg': {'precision': 0.6990977345891649; 'recall': 0.7410440122824974; 'f1-score': 0.7087654174944584; 'support': 2931}}
l: 5,3,CNF,1,26374,2931,1,[26374; 26374],262,1022.684891,0.759127,51,[X2 < 130856.000000 OR X3 == 9 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 7 OR X6 == 10 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 1 OR X13 == 10 OR X13 == 17 OR X13 == 18 OR X13 == 20 OR X13 == 30 OR X13 == 35 OR X13 == 37] AND [X1 == 5 OR X3 == 7 OR X3 == 8 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 3 OR X10 < 0.000000 OR X11 < 0.000000 OR X12 >= 55.000000 OR X13 == 0 OR X13 == 9 OR X13 == 10 OR X13 == 20 OR X13 == 23 OR X13 == 34] AND [X1 == 0 OR X1 == 2 OR X1 == 5 OR X3 == 7 OR X3 == 10 OR X3 == 12 OR X5 == 5 OR X6 == 5 OR X6 == 10 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 0 OR X13 == 1 OR X13 == 10 OR X13 == 11 OR X13 == 20 OR X13 == 22 OR X13 == 30],{'0': {'precision': 0.8021968326789889; 'recall': 0.9082055636018579; 'f1-score': 0.8519160498454044; 'support': 20023}; '1': {'precision': 0.5039136302294197; 'recall': 0.29396945362934973; 'f1-score': 0.3713206046141607; 'support': 6351}; 'accuracy': 0.7602942291650868; 'macro avg': {'precision': 0.6530552314542043; 'recall': 0.6010875086156038; 'f1-score': 0.6116183272297826; 'support': 26374}; 'weighted avg': {'precision': 0.7303686451171016; 'recall': 0.7602942291650868; 'f1-score': 0.7361861009311846; 'support': 26374}},{'0': {'precision': 0.8024691358024691; 'recall': 0.9056179775280899; 'f1-score': 0.8509290540540542; 'support': 2225}; '1': {'precision': 0.5; 'recall': 0.29745042492917845; 'f1-score': 0.3730017761989342; 'support': 706}; 'accuracy': 0.7591265779597407; 'macro avg': {'precision': 0.6512345679012346; 'recall': 0.6015342012286342; 'f1-score': 0.6119654151264942; 'support': 2931}; 'weighted avg': {'precision': 0.7296123600001685; 'recall': 0.7591265779597407; 'f1-score': 0.7358090751507055; 'support': 2931}}
