l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,1,[26374; 26374],262,1013.726703,0.783692,5,[X3 == 10 OR X3 == 12 OR X3 == 14 OR X13 == 34 OR X13 == 41],{'0': {'precision': 0.7937888198757764; 'recall': 0.9573989911601658; 'f1-score': 0.8679510107984516; 'support': 20023}; '1': {'precision': 0.6164568345323741; 'recall': 0.2158715162966462; 'f1-score': 0.3197667638483965; 'support': 6351}; 'accuracy': 0.7788352165010995; 'macro avg': {'precision': 0.7051228272040753; 'recall': 0.586635253728406; 'f1-score': 0.5938588873234241; 'support': 26374}; 'weighted avg': {'precision': 0.7510863311021377; 'recall': 0.7788352165010995; 'f1-score': 0.735945317601371; 'support': 26374}},{'0': {'precision': 0.7956150130063173; 'recall': 0.9622471910112359; 'f1-score': 0.8710333604556549; 'support': 2225}; '1': {'precision': 0.65; 'recall': 0.22096317280453256; 'f1-score': 0.32980972515856233; 'support': 706}; 'accuracy': 0.7836915728420334; 'macro avg': {'precision': 0.7228075065031587; 'recall': 0.5916051819078842; 'f1-score': 0.6004215428071087; 'support': 2931}; 'weighted avg': {'precision': 0.7605402265230488; 'recall': 0.7836915728420334; 'f1-score': 0.740666971332575; 'support': 2931}}
l: 5,2,DNF,2,26374,2931,1,[26374; 26374],262,1012.806308,0.793586,46,[X0 < 50.000000 AND X0 >= 37.000000 AND X1 != 6 AND X1 != 7 AND X3 != 2 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X4 >= 7.000000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X6 != 14 AND X8 != 1 AND X8 != 2 AND X12 < 55.000000 AND X12 >= 35.000000 AND X13 != 9] OR [X0 >= 33.000000 AND X1 != 0 AND X1 != 2 AND X2 < 329054.000000 AND X2 >= 158662.000000 AND X3 != 8 AND X3 != 15 AND X4 >= 10.000000 AND X5 == 2 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X8 != 2 AND X12 >= 40.000000 AND X13 == 39],{'0': {'precision': 0.7942905459816395; 'recall': 0.9852170004494831; 'f1-score': 0.8795113578100269; 'support': 20023}; '1': {'precision': 0.8075422626788037; 'recall': 0.19555975436939066; 'f1-score': 0.31486880466472306; 'support': 6351}; 'accuracy': 0.7950633199363009; 'macro avg': {'precision': 0.8009164043302216; 'recall': 0.590388377409437; 'f1-score': 0.5971900812373749; 'support': 26374}; 'weighted avg': {'precision': 0.7974816301078126; 'recall': 0.7950633199363009; 'f1-score': 0.7435424166169646; 'support': 26374}},{'0': {'precision': 0.7956204379562044; 'recall': 0.9797752808988764; 'f1-score': 0.878147029204431; 'support': 2225}; '1': {'precision': 0.7643979057591623; 'recall': 0.20679886685552407; 'f1-score': 0.32552954292084724; 'support': 706}; 'accuracy': 0.7935858068918458; 'macro avg': {'precision': 0.7800091718576834; 'recall': 0.5932870738772003; 'f1-score': 0.6018382860626391; 'support': 2931}; 'weighted avg': {'precision': 0.7880997597811407; 'recall': 0.7935858068918458; 'f1-score': 0.7450361642040182; 'support': 2931}}
l: 5,2,DNF,3,26374,2931,1,[26374; 26374],262,1013.555336,0.807915,52,[X0 >= 30.000000 AND X1 != 0 AND X1 != 7 AND X2 >= 65716.000000 AND X3 != 7 AND X3 != 8 AND X3 != 10 AND X4 >= 11.000000 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 12 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 1 AND X8 != 2 AND X8 != 3 AND X12 >= 35.000000 AND X13 != 0 AND X13 != 10 AND X13 != 11 AND X13 != 20 AND X13 != 22] OR [X0 >= 37.000000 AND X1 != 1 AND X1 != 6 AND X2 < 329054.000000 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X4 >= 9.000000 AND X5 == 2 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 5 AND X8 == 4 AND X12 >= 40.000000 AND X13 != 31],{'0': {'precision': 0.8087865936509243; 'recall': 0.9810218249013635; 'f1-score': 0.8866170164748364; 'support': 20023}; '1': {'precision': 0.8179204599904168; 'recall': 0.26877657061880017; 'f1-score': 0.4045982460298649; 'support': 6351}; 'accuracy': 0.8095093652839918; 'macro avg': {'precision': 0.8133535268206706; 'recall': 0.6248991977600818; 'f1-score': 0.6456076312523507; 'support': 26374}; 'weighted avg': {'precision': 0.8109860774274511; 'recall': 0.8095093652839918; 'f1-score': 0.7705443232505998; 'support': 26374}},{'0': {'precision': 0.8073224852071006; 'recall': 0.981123595505618; 'f1-score': 0.8857780482856562; 'support': 2225}; '1': {'precision': 0.8149779735682819; 'recall': 0.26203966005665724; 'f1-score': 0.3965702036441586; 'support': 706}; 'accuracy': 0.8079153872398499; 'macro avg': {'precision': 0.8111502293876913; 'recall': 0.6215816277811377; 'f1-score': 0.6411741259649074; 'support': 2931}; 'weighted avg': {'precision': 0.8091664888860477; 'recall': 0.8079153872398499; 'f1-score': 0.7679408806579192; 'support': 2931}}
l: 5,2,DNF,4,26374,2931,1,[26374; 26374],262,1067.118642,0.745479,111,[X0 >= 30.000000 AND X1 != 0 AND X1 != 3 AND X1 != 5 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 13 AND X5 != 0 AND X5 != 3 AND X5 != 5 AND X6 != 1 AND X6 != 2 AND X6 != 5 AND X6 != 6 AND X6 != 9 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 < 55.000000 AND X12 >= 35.000000 AND X13 != 0 AND X13 != 4 AND X13 != 6 AND X13 != 8 AND X13 != 9 AND X13 != 10 AND X13 != 13 AND X13 != 14 AND X13 != 16 AND X13 != 17 AND X13 != 20 AND X13 != 21 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 36 AND X13 != 37 AND X13 != 38 AND X13 != 41] OR [X0 < 58.000000 AND X0 >= 26.000000 AND X1 != 3 AND X1 != 5 AND X2 < 329054.000000 AND X3 != 14 AND X4 >= 9.000000 AND X5 != 0 AND X5 != 1 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 2 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 24.000000 AND X13 != 0 AND X13 != 2 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 9 AND X13 != 10 AND X13 != 12 AND X13 != 13 AND X13 != 16 AND X13 != 17 AND X13 != 18 AND X13 != 20 AND X13 != 23 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 31 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 36 AND X13 != 38 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8550219744881552; 'recall': 0.7967337561803925; 'f1-score': 0.8248494092707014; 'support': 20023}; '1': {'precision': 0.4725246241575946; 'recall': 0.5740828216028971; 'f1-score': 0.5183763417928485; 'support': 6351}; 'accuracy': 0.743118222491848; 'macro avg': {'precision': 0.6637732993228749; 'recall': 0.6854082888916448; 'f1-score': 0.671612875531775; 'support': 26374}; 'weighted avg': {'precision': 0.7629145705316301; 'recall': 0.743118222491848; 'f1-score': 0.7510490584876635; 'support': 26374}},{'0': {'precision': 0.8546762589928057; 'recall': 0.8008988764044944; 'f1-score': 0.8269141531322505; 'support': 2225}; '1': {'precision': 0.47635933806146574; 'recall': 0.5708215297450425; 'f1-score': 0.5193298969072165; 'support': 706}; 'accuracy': 0.7454793585806891; 'macro avg': {'precision': 0.6655177985271358; 'recall': 0.6858602030747685; 'f1-score': 0.6731220250197335; 'support': 2931}; 'weighted avg': {'precision': 0.7635497676323396; 'recall': 0.7454793585806891; 'f1-score': 0.7528252807696186; 'support': 2931}}
l: 5,2,DNF,5,26375,2930,1,[26375; 26375],262,1042.442728,0.800341,100,[X0 >= 37.000000 AND X1 != 0 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 13 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 1 AND X7 != 3 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X9 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X13 != 0 AND X13 != 1 AND X13 != 2 AND X13 != 13 AND X13 != 16 AND X13 != 17 AND X13 != 18 AND X13 != 19 AND X13 != 24 AND X13 != 25 AND X13 != 27 AND X13 != 29 AND X13 != 30 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 38 AND X13 != 40 AND X13 != 41] OR [X0 >= 33.000000 AND X1 != 5 AND X1 != 6 AND X1 != 7 AND X1 != 8 AND X2 < 259873.000000 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 13 AND X3 != 14 AND X6 != 2 AND X6 != 5 AND X6 != 6 AND X6 != 10 AND X6 != 11 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 35.000000 AND X13 != 1 AND X13 != 3 AND X13 != 6 AND X13 != 7 AND X13 != 12 AND X13 != 13 AND X13 != 14 AND X13 != 17 AND X13 != 18 AND X13 != 19 AND X13 != 23 AND X13 != 24 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 29 AND X13 != 30 AND X13 != 31 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 38 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8470004723665564; 'recall': 0.8955201518254008; 'f1-score': 0.8705848080984633; 'support': 20023}; '1': {'precision': 0.5980787704130643; 'recall': 0.4900818639798489; 'f1-score': 0.5387211213982869; 'support': 6352}; 'accuracy': 0.7978767772511849; 'macro avg': {'precision': 0.7225396213898103; 'recall': 0.6928010079026248; 'f1-score': 0.704652964748375; 'support': 26375}; 'weighted avg': {'precision': 0.7870516325254727; 'recall': 0.7978767772511849; 'f1-score': 0.7906607080825574; 'support': 26375}},{'0': {'precision': 0.847457627118644; 'recall': 0.898876404494382; 'f1-score': 0.8724100327153762; 'support': 2225}; '1': {'precision': 0.6052631578947368; 'recall': 0.48936170212765956; 'f1-score': 0.5411764705882353; 'support': 705}; 'accuracy': 0.8003412969283277; 'macro avg': {'precision': 0.7263603925066904; 'recall': 0.6941190533110208; 'f1-score': 0.7067932516518057; 'support': 2930}; 'weighted avg': {'precision': 0.789182166093779; 'recall': 0.8003412969283277; 'f1-score': 0.7927104896096989; 'support': 2930}}
l: 5,2,DNF,6,26375,2930,1,[26375; 26375],262,1055.956199,0.765529,86,[X0 >= 26.000000 AND X1 != 2 AND X2 >= 259873.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 15 AND X5 != 0 AND X5 != 6 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 2 AND X9 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X13 != 2 AND X13 != 5 AND X13 != 10 AND X13 != 11 AND X13 != 13 AND X13 != 17 AND X13 != 19 AND X13 != 22 AND X13 != 26 AND X13 != 31 AND X13 != 33 AND X13 != 35 AND X13 != 36 AND X13 != 41] OR [X0 >= 22.000000 AND X1 != 0 AND X1 != 1 AND X1 != 5 AND X1 != 7 AND X2 < 158662.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 13 AND X5 != 0 AND X5 != 3 AND X5 != 5 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 9 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 4 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 < 55.000000 AND X13 != 2 AND X13 != 11 AND X13 != 12 AND X13 != 18 AND X13 != 20 AND X13 != 24 AND X13 != 26 AND X13 != 31 AND X13 != 33 AND X13 != 35 AND X13 != 40],{'0': {'precision': 0.7830049261083744; 'recall': 0.9526045048194576; 'f1-score': 0.8595182840276683; 'support': 20023}; '1': {'precision': 0.5290322580645161; 'recall': 0.16782115869017633; 'f1-score': 0.25481056531612284; 'support': 6352}; 'accuracy': 0.7636018957345971; 'macro avg': {'precision': 0.6560185920864452; 'recall': 0.560212831754817; 'f1-score': 0.5571644246718955; 'support': 26375}; 'weighted avg': {'precision': 0.7218396412774895; 'recall': 0.7636018957345971; 'f1-score': 0.7138840307857447; 'support': 26375}},{'0': {'precision': 0.785449146250928; 'recall': 0.9510112359550562; 'f1-score': 0.8603374669648302; 'support': 2225}; '1': {'precision': 0.538135593220339; 'recall': 0.18014184397163122; 'f1-score': 0.2699256110520723; 'support': 705}; 'accuracy': 0.7655290102389078; 'macro avg': {'precision': 0.6617923697356335; 'recall': 0.5655765399633437; 'f1-score': 0.5651315390084513; 'support': 2930}; 'weighted avg': {'precision': 0.725941960282817; 'recall': 0.7655290102389078; 'f1-score': 0.7182759111906; 'support': 2930}}
l: 5,2,DNF,7,26375,2930,1,[26375; 26375],262,1053.659851,0.778840,90,[X0 < 58.000000 AND X0 >= 26.000000 AND X1 != 0 AND X1 != 2 AND X1 != 5 AND X1 != 7 AND X2 < 130856.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 4 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 35.000000 AND X13 != 3 AND X13 != 11 AND X13 != 14 AND X13 != 19 AND X13 != 30 AND X13 != 32 AND X13 != 40] OR [X0 < 50.000000 AND X0 >= 30.000000 AND X1 != 0 AND X3 != 0 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X5 != 0 AND X5 != 5 AND X5 != 6 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 40.000000 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 8 AND X13 != 10 AND X13 != 13 AND X13 != 14 AND X13 != 16 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 21 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 31 AND X13 != 33 AND X13 != 38 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8190037148100076; 'recall': 0.9138990161314489; 'f1-score': 0.8638530897417741; 'support': 20023}; '1': {'precision': 0.5724206349206349; 'recall': 0.3633501259445844; 'f1-score': 0.44453004622496145; 'support': 6352}; 'accuracy': 0.7813080568720379; 'macro avg': {'precision': 0.6957121748653212; 'recall': 0.6386245710380166; 'f1-score': 0.6541915679833677; 'support': 26375}; 'weighted avg': {'precision': 0.7596180949632855; 'recall': 0.7813080568720379; 'f1-score': 0.7628657922093081; 'support': 26375}},{'0': {'precision': 0.8217054263565892; 'recall': 0.9051685393258427; 'f1-score': 0.8614200171086399; 'support': 2225}; '1': {'precision': 0.5594989561586639; 'recall': 0.3801418439716312; 'f1-score': 0.4527027027027027; 'support': 705}; 'accuracy': 0.778839590443686; 'macro avg': {'precision': 0.6906021912576266; 'recall': 0.642655191648737; 'f1-score': 0.6570613599056713; 'support': 2930}; 'weighted avg': {'precision': 0.7586147910359279; 'recall': 0.778839590443686; 'f1-score': 0.763076772516085; 'support': 2930}}
l: 5,2,DNF,8,26375,2930,1,[26375; 26375],262,1042.872210,0.770648,98,[X0 >= 33.000000 AND X1 != 1 AND X1 != 5 AND X1 != 8 AND X2 < 329054.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 6 AND X3 != 13 AND X3 != 15 AND X5 != 0 AND X5 != 5 AND X5 != 6 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 9 AND X6 != 14 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X13 != 0 AND X13 != 1 AND X13 != 2 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 8 AND X13 != 9 AND X13 != 13 AND X13 != 14 AND X13 != 17 AND X13 != 19 AND X13 != 21 AND X13 != 23 AND X13 != 24 AND X13 != 26 AND X13 != 27 AND X13 != 29 AND X13 != 30 AND X13 != 32 AND X13 != 33 AND X13 != 35 AND X13 != 36 AND X13 != 37 AND X13 != 38 AND X13 != 40 AND X13 != 41] OR [X0 >= 26.000000 AND X1 != 8 AND X2 < 259873.000000 AND X2 >= 130856.000000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 11 AND X3 != 13 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 3 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X8 != 3 AND X10 >= 0.000000 AND X11 >= 0.000000 AND X12 >= 24.000000 AND X13 != 6 AND X13 != 14 AND X13 != 19 AND X13 != 21 AND X13 != 25 AND X13 != 26 AND X13 != 32 AND X13 != 33 AND X13 != 35 AND X13 != 40],{'0': {'precision': 0.8442328780779583; 'recall': 0.8458349980023971; 'f1-score': 0.8450331786658684; 'support': 20024}; '1': {'precision': 0.511009028987803; 'recall': 0.5079515037002047; 'f1-score': 0.5094756790903348; 'support': 6351}; 'accuracy': 0.7644739336492891; 'macro avg': {'precision': 0.6776209535328807; 'recall': 0.6768932508513009; 'f1-score': 0.6772544288781015; 'support': 26375}; 'weighted avg': {'precision': 0.7639938386250076; 'recall': 0.7644739336492891; 'f1-score': 0.7642322050240025; 'support': 26375}},{'0': {'precision': 0.8476702508960573; 'recall': 0.8507194244604317; 'f1-score': 0.8491921005385995; 'support': 2224}; '1': {'precision': 0.5243553008595988; 'recall': 0.5184135977337111; 'f1-score': 0.5213675213675213; 'support': 706}; 'accuracy': 0.7706484641638225; 'macro avg': {'precision': 0.686012775877828; 'recall': 0.6845665110970713; 'f1-score': 0.6852798109530605; 'support': 2930}; 'weighted avg': {'precision': 0.7697656929691836; 'recall': 0.7706484641638225; 'f1-score': 0.7702009220762168; 'support': 2930}}
l: 5,2,DNF,9,26375,2930,1,[26375; 26375],262,1011.403630,0.802048,53,[X0 < 58.000000 AND X0 >= 33.000000 AND X1 != 1 AND X1 != 6 AND X1 != 7 AND X2 < 259873.000000 AND X3 != 7 AND X3 != 8 AND X3 != 15 AND X4 >= 10.000000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X8 != 0 AND X9 AND X12 >= 35.000000 AND X13 != 0 AND X13 != 19 AND X13 != 23 AND X13 != 31] OR [X0 >= 37.000000 AND X1 != 0 AND X2 >= 65716.000000 AND X3 != 1 AND X3 != 7 AND X3 != 11 AND X3 != 15 AND X4 >= 7.000000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 12 AND X6 != 14 AND X7 != 1 AND X7 != 3 AND X7 != 4 AND X8 == 4 AND X12 >= 40.000000 AND X13 != 2],{'0': {'precision': 0.8084573025396564; 'recall': 0.98247103475829; 'f1-score': 0.8870102349068939; 'support': 20024}; '1': {'precision': 0.8280254777070064; 'recall': 0.2660998267989293; 'f1-score': 0.40276453765490944; 'support': 6351}; 'accuracy': 0.8099715639810426; 'macro avg': {'precision': 0.8182413901233314; 'recall': 0.6242854307786097; 'f1-score': 0.6448873862809017; 'support': 26375}; 'weighted avg': {'precision': 0.8131692449278209; 'recall': 0.8099715639810426; 'f1-score': 0.7704057070112597; 'support': 26375}},{'0': {'precision': 0.8051224944320713; 'recall': 0.9752697841726619; 'f1-score': 0.8820658804392031; 'support': 2224}; '1': {'precision': 0.7669491525423728; 'recall': 0.2563739376770538; 'f1-score': 0.38428874734607216; 'support': 706}; 'accuracy': 0.8020477815699659; 'macro avg': {'precision': 0.786035823487222; 'recall': 0.6158218609248578; 'f1-score': 0.6331773138926376; 'support': 2930}; 'weighted avg': {'precision': 0.7959244127344169; 'recall': 0.8020477815699659; 'f1-score': 0.7621236770386056; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [26375, 26375], 'n_partitions': 1}, (mean val acc cv) 0.786555 (+- 0.019431), (mean training time) 1032.490026 (+- 20.955457)
l: 5,3,CNF,0,26374,2931,1,[26374; 26374],262,1022.988519,0.740362,49,[X0 >= 37.000000 OR X1 == 5 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 11 OR X6 == 12 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 3 OR X13 == 9 OR X13 == 12 OR X13 == 19 OR X13 == 20 OR X13 == 24 OR X13 == 35 OR X13 == 36] AND [X3 == 8 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 11 OR X10 < 0.000000 OR X11 < 0.000000 OR X12 >= 55.000000 OR X13 == 1 OR X13 == 2 OR X13 == 3 OR X13 == 9 OR X13 == 19 OR X13 == 21 OR X13 == 24 OR X13 == 34] AND [X3 == 8 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 11 OR X10 < 0.000000 OR X11 < 0.000000 OR X12 >= 55.000000 OR X13 == 1 OR X13 == 2 OR X13 == 3 OR X13 == 9 OR X13 == 19 OR X13 == 21 OR X13 == 24 OR X13 == 34],{'0': {'precision': 0.7980402589341137; 'recall': 0.8989162463167357; 'f1-score': 0.8454799539657563; 'support': 20023}; '1': {'precision': 0.4701570680628272; 'recall': 0.28279011179341834; 'f1-score': 0.3531609477927441; 'support': 6351}; 'accuracy': 0.7505497838780617; 'macro avg': {'precision': 0.6340986634984704; 'recall': 0.5908531790550771; 'f1-score': 0.5993204508792502; 'support': 26374}; 'weighted avg': {'precision': 0.719084236138044; 'recall': 0.7505497838780617; 'f1-score': 0.7269269089894613; 'support': 26374}},{'0': {'precision': 0.7928; 'recall': 0.8907865168539326; 'f1-score': 0.838941798941799; 'support': 2225}; '1': {'precision': 0.4361948955916473; 'recall': 0.26628895184135976; 'f1-score': 0.3306948109058927; 'support': 706}; 'accuracy': 0.7403616513135448; 'macro avg': {'precision': 0.6144974477958236; 'recall': 0.5785377343476462; 'f1-score': 0.5848183049238458; 'support': 2931}; 'weighted avg': {'precision': 0.7069033081841362; 'recall': 0.7403616513135448; 'f1-score': 0.7165186076919355; 'support': 2931}}
l: 5,3,CNF,1,26374,2931,1,[26374; 26374],262,1022.220500,0.761174,52,[X2 < 106648.000000 OR X3 == 10 OR X5 == 1 OR X6 == 4 OR X6 == 11 OR X7 == 5 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 1 OR X13 == 12 OR X13 == 15 OR X13 == 18 OR X13 == 20 OR X13 == 36 OR X13 == 40 OR X13 == 41] AND [X1 == 5 OR X3 == 2 OR X3 == 8 OR X3 == 10 OR X5 == 1 OR X6 == 11 OR X7 == 5 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 1 OR X13 == 15 OR X13 == 17 OR X13 == 18 OR X13 == 19 OR X13 == 32 OR X13 == 36 OR X13 == 40 OR X13 == 41] AND [X1 == 0 OR X1 == 2 OR X1 == 5 OR X3 == 2 OR X3 == 10 OR X5 == 1 OR X6 == 13 OR X7 == 5 OR X10 < 0.000000 OR X11 < 0.000000 OR X13 == 1 OR X13 == 15 OR X13 == 17 OR X13 == 18 OR X13 == 32 OR X13 == 36 OR X13 == 40 OR X13 == 41],{'0': {'precision': 0.7861698556562605; 'recall': 0.9357239174948809; 'f1-score': 0.8544521719302246; 'support': 20023}; '1': {'precision': 0.493705743509048; 'recall': 0.1976066761139978; 'f1-score': 0.28224446193635444; 'support': 6351}; 'accuracy': 0.7579813452642754; 'macro avg': {'precision': 0.6399377995826543; 'recall': 0.5666652968044393; 'f1-score': 0.5683483169332895; 'support': 26374}; 'weighted avg': {'precision': 0.7157429361049241; 'recall': 0.7579813452642754; 'f1-score': 0.716661500580749; 'support': 26374}},{'0': {'precision': 0.7846211272863008; 'recall': 0.9447191011235955; 'f1-score': 0.8572593800978792; 'support': 2225}; '1': {'precision': 0.5119047619047619; 'recall': 0.18271954674220964; 'f1-score': 0.26931106471816285; 'support': 706}; 'accuracy': 0.7611736608665984; 'macro avg': {'precision': 0.6482629445955314; 'recall': 0.5637193239329026; 'f1-score': 0.563285222408021; 'support': 2931}; 'weighted avg': {'precision': 0.7189310031104679; 'recall': 0.7611736608665984; 'f1-score': 0.7156382573895612; 'support': 2931}}
