lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,460,52,57,[8; 9],540,2.701249,0.769231,1,[X0 >= 13.370000],{'0.0': {'precision': 0.9393939393939394; 'recall': 0.7508650519031141; 'f1-score': 0.8346153846153845; 'support': 289}; '1.0': {'precision': 0.6855895196506551; 'recall': 0.9181286549707602; 'f1-score': 0.785; 'support': 171}; 'accuracy': 0.8130434782608695; 'macro avg': {'precision': 0.8124917295222973; 'recall': 0.8344968534369372; 'f1-score': 0.8098076923076922; 'support': 460}; 'weighted avg': {'precision': 0.8450449050980663; 'recall': 0.8130434782608695; 'f1-score': 0.8161714046822742; 'support': 460}},{'0.0': {'precision': 0.8846153846153846; 'recall': 0.71875; 'f1-score': 0.7931034482758621; 'support': 32}; '1.0': {'precision': 0.6538461538461539; 'recall': 0.85; 'f1-score': 0.7391304347826088; 'support': 20}; 'accuracy': 0.7692307692307693; 'macro avg': {'precision': 0.7692307692307692; 'recall': 0.784375; 'f1-score': 0.7661169415292355; 'support': 52}; 'weighted avg': {'precision': 0.7958579881656805; 'recall': 0.7692307692307693; 'f1-score': 0.7723445969323031; 'support': 52}}
5,1,CNF,1,460,52,28,[16; 17],540,1.966238,0.923077,1,[X27 >= 0.150800],{'0.0': {'precision': 0.8788819875776398; 'recall': 0.9826388888888888; 'f1-score': 0.9278688524590163; 'support': 288}; '1.0': {'precision': 0.9637681159420289; 'recall': 0.7732558139534884; 'f1-score': 0.8580645161290323; 'support': 172}; 'accuracy': 0.9043478260869565; 'macro avg': {'precision': 0.9213250517598344; 'recall': 0.8779473514211886; 'f1-score': 0.8929666842940243; 'support': 460}; 'weighted avg': {'precision': 0.9106220181834549; 'recall': 0.9043478260869565; 'f1-score': 0.9017681006138918; 'support': 460}},{'0.0': {'precision': 0.8918918918918919; 'recall': 1.0; 'f1-score': 0.9428571428571428; 'support': 33}; '1.0': {'precision': 1.0; 'recall': 0.7894736842105263; 'f1-score': 0.8823529411764706; 'support': 19}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9459459459459459; 'recall': 0.8947368421052632; 'f1-score': 0.9126050420168067; 'support': 52}; 'weighted avg': {'precision': 0.9313929313929314; 'recall': 0.9230769230769231; 'f1-score': 0.9207498383968973; 'support': 52}}
5,1,CNF,2,461,51,28,[16; 17],540,1.950319,0.921569,3,[X0 >= 15.056000 OR X5 >= 0.175460 OR X23 >= 926.960000],{'0.0': {'precision': 0.920265780730897; 'recall': 0.9584775086505191; 'f1-score': 0.9389830508474576; 'support': 289}; '1.0': {'precision': 0.925; 'recall': 0.8604651162790697; 'f1-score': 0.891566265060241; 'support': 172}; 'accuracy': 0.9219088937093276; 'macro avg': {'precision': 0.9226328903654486; 'recall': 0.9094713124647944; 'f1-score': 0.9152746579538493; 'support': 461}; 'weighted avg': {'precision': 0.9220321271827099; 'recall': 0.9219088937093276; 'f1-score': 0.9212917554995156; 'support': 461}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.8421052631578947; 'f1-score': 0.8888888888888888; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9264705882352942; 'recall': 0.9054276315789473; 'f1-score': 0.9141414141414141; 'support': 51}; 'weighted avg': {'precision': 0.9227220299884661; 'recall': 0.9215686274509803; 'f1-score': 0.9205783323430382; 'support': 51}}
5,1,CNF,3,461,51,28,[16; 17],540,1.650540,0.843137,3,[X0 >= 15.056000 OR X6 >= 0.149780 OR X9 < 0.056864],{'0.0': {'precision': 0.9111969111969112; 'recall': 0.8166089965397924; 'f1-score': 0.8613138686131385; 'support': 289}; '1.0': {'precision': 0.7376237623762376; 'recall': 0.8662790697674418; 'f1-score': 0.7967914438502675; 'support': 172}; 'accuracy': 0.8351409978308026; 'macro avg': {'precision': 0.8244103367865744; 'recall': 0.841444033153617; 'f1-score': 0.829052656231703; 'support': 461}; 'weighted avg': {'precision': 0.8464364305089376; 'recall': 0.8351409978308026; 'f1-score': 0.8372404259684231; 'support': 461}},{'0.0': {'precision': 0.9; 'recall': 0.84375; 'f1-score': 0.870967741935484; 'support': 32}; '1.0': {'precision': 0.7619047619047619; 'recall': 0.8421052631578947; 'f1-score': 0.8; 'support': 19}; 'accuracy': 0.8431372549019608; 'macro avg': {'precision': 0.8309523809523809; 'recall': 0.8429276315789473; 'f1-score': 0.835483870967742; 'support': 51}; 'weighted avg': {'precision': 0.8485527544351075; 'recall': 0.8431372549019608; 'f1-score': 0.8445287792536371; 'support': 51}}
5,1,CNF,4,461,51,28,[16; 17],540,2.060762,0.764706,3,[X0 >= 15.056000 OR X5 >= 0.092630 OR X20 >= 17.386000],{'0.0': {'precision': 0.9707317073170731; 'recall': 0.6885813148788927; 'f1-score': 0.8056680161943319; 'support': 289}; '1.0': {'precision': 0.6484375; 'recall': 0.9651162790697675; 'f1-score': 0.7757009345794393; 'support': 172}; 'accuracy': 0.7917570498915402; 'macro avg': {'precision': 0.8095846036585366; 'recall': 0.8268487969743301; 'f1-score': 0.7906844753868856; 'support': 461}; 'weighted avg': {'precision': 0.8504831093592932; 'recall': 0.7917570498915402; 'f1-score': 0.7944872395397515; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.625; 'f1-score': 0.7692307692307693; 'support': 32}; '1.0': {'precision': 0.6129032258064516; 'recall': 1.0; 'f1-score': 0.76; 'support': 19}; 'accuracy': 0.7647058823529411; 'macro avg': {'precision': 0.8064516129032258; 'recall': 0.8125; 'f1-score': 0.7646153846153847; 'support': 51}; 'weighted avg': {'precision': 0.8557874762808348; 'recall': 0.7647058823529411; 'f1-score': 0.7657918552036199; 'support': 51}}
5,1,CNF,5,461,51,28,[16; 17],540,1.549428,0.921569,1,[X7 >= 0.064496],{'0.0': {'precision': 0.8641975308641975; 'recall': 0.9688581314878892; 'f1-score': 0.9135399673735725; 'support': 289}; '1.0': {'precision': 0.9343065693430657; 'recall': 0.7441860465116279; 'f1-score': 0.8284789644012945; 'support': 172}; 'accuracy': 0.8850325379609545; 'macro avg': {'precision': 0.8992520501036316; 'recall': 0.8565220889997586; 'f1-score': 0.8710094658874334; 'support': 461}; 'weighted avg': {'precision': 0.8903553499929726; 'recall': 0.8850325379609545; 'f1-score': 0.8818035411019199; 'support': 461}},{'0.0': {'precision': 0.8888888888888888; 'recall': 1.0; 'f1-score': 0.9411764705882353; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.7894736842105263; 'f1-score': 0.8823529411764706; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.9117647058823529; 'support': 51}; 'weighted avg': {'precision': 0.9302832244008714; 'recall': 0.9215686274509803; 'f1-score': 0.9192618223760093; 'support': 51}}
5,1,CNF,6,461,51,28,[16; 17],540,1.688061,0.862745,1,[X27 >= 0.121800],{'0.0': {'precision': 0.9359430604982206; 'recall': 0.9100346020761245; 'f1-score': 0.9228070175438596; 'support': 289}; '1.0': {'precision': 0.8555555555555555; 'recall': 0.8953488372093024; 'f1-score': 0.875; 'support': 172}; 'accuracy': 0.9045553145336226; 'macro avg': {'precision': 0.8957493080268881; 'recall': 0.9026917196427134; 'f1-score': 0.8989035087719298; 'support': 461}; 'weighted avg': {'precision': 0.9059503254653825; 'recall': 0.9045553145336226; 'f1-score': 0.9049701259656734; 'support': 461}},{'0.0': {'precision': 0.9629629629629629; 'recall': 0.8125; 'f1-score': 0.8813559322033898; 'support': 32}; '1.0': {'precision': 0.75; 'recall': 0.9473684210526315; 'f1-score': 0.8372093023255814; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.8564814814814814; 'recall': 0.8799342105263157; 'f1-score': 0.8592826172644856; 'support': 51}; 'weighted avg': {'precision': 0.8836238198983296; 'recall': 0.8627450980392157; 'f1-score': 0.864909148523422; 'support': 51}}
5,1,CNF,7,461,51,28,[16; 17],540,1.517184,0.921569,2,[X0 >= 15.056000 OR X6 >= 0.086212],{'0.0': {'precision': 0.9651162790697675; 'recall': 0.8615916955017301; 'f1-score': 0.9104204753199269; 'support': 289}; '1.0': {'precision': 0.8029556650246306; 'recall': 0.9476744186046512; 'f1-score': 0.8693333333333333; 'support': 172}; 'accuracy': 0.8937093275488069; 'macro avg': {'precision': 0.8840359720471991; 'recall': 0.9046330570531906; 'f1-score': 0.8898769043266301; 'support': 461}; 'weighted avg': {'precision': 0.9046138373869832; 'recall': 0.8937093275488069; 'f1-score': 0.8950907824312195; 'support': 461}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.90625; 'f1-score': 0.9354838709677419; 'support': 32}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9119047619047619; 'recall': 0.9268092105263157; 'f1-score': 0.917741935483871; 'support': 51}; 'weighted avg': {'precision': 0.9258636788048552; 'recall': 0.9215686274509803; 'f1-score': 0.9222643896268184; 'support': 51}}
5,1,CNF,8,461,51,28,[16; 17],540,1.288608,0.901961,3,[X3 >= 700.660000 OR X13 >= 54.088000 OR X22 >= 105.740000],{'0.0': {'precision': 0.9496402877697842; 'recall': 0.9134948096885813; 'f1-score': 0.9312169312169312; 'support': 289}; '1.0': {'precision': 0.8633879781420765; 'recall': 0.9186046511627907; 'f1-score': 0.8901408450704225; 'support': 172}; 'accuracy': 0.9154013015184381; 'macro avg': {'precision': 0.9065141329559303; 'recall': 0.916049730425686; 'f1-score': 0.9106788881436768; 'support': 461}; 'weighted avg': {'precision': 0.9174593826592295; 'recall': 0.9154013015184381; 'f1-score': 0.9158913632837435; 'support': 461}},{'0.0': {'precision': 0.9354838709677419; 'recall': 0.90625; 'f1-score': 0.9206349206349206; 'support': 32}; '1.0': {'precision': 0.85; 'recall': 0.8947368421052632; 'f1-score': 0.8717948717948718; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.8927419354838709; 'recall': 0.9004934210526316; 'f1-score': 0.8962148962148961; 'support': 51}; 'weighted avg': {'precision': 0.9036369386464261; 'recall': 0.9019607843137255; 'f1-score': 0.9024396083219612; 'support': 51}}
5,1,CNF,9,461,51,28,[16; 17],540,1.336976,0.784314,3,[X1 >= 22.440000 OR X26 >= 0.349920 OR X27 >= 0.177540],{'0.0': {'precision': 0.8872180451127819; 'recall': 0.8166089965397924; 'f1-score': 0.8504504504504504; 'support': 289}; '1.0': {'precision': 0.7282051282051282; 'recall': 0.8255813953488372; 'f1-score': 0.773841961852861; 'support': 172}; 'accuracy': 0.8199566160520607; 'macro avg': {'precision': 0.807711586658955; 'recall': 0.8210951959443148; 'f1-score': 0.8121462061516558; 'support': 461}; 'weighted avg': {'precision': 0.8278900153771714; 'recall': 0.8199566160520607; 'f1-score': 0.8218676737936491; 'support': 461}},{'0.0': {'precision': 0.8181818181818182; 'recall': 0.84375; 'f1-score': 0.8307692307692308; 'support': 32}; '1.0': {'precision': 0.7222222222222222; 'recall': 0.6842105263157895; 'f1-score': 0.7027027027027027; 'support': 19}; 'accuracy': 0.7843137254901961; 'macro avg': {'precision': 0.7702020202020202; 'recall': 0.7639802631578947; 'f1-score': 0.7667359667359668; 'support': 51}; 'weighted avg': {'precision': 0.7824321647851059; 'recall': 0.7843137254901961; 'f1-score': 0.7830581712934654; 'support': 51}}
5,1,CNF,0,460,52,14,[32; 33],540,1.079686,0.923077,4,[X0 >= 15.056000 OR X7 >= 0.048318 OR X23 >= 1269.000000 OR X28 >= 0.360080],{'0.0': {'precision': 0.9767441860465116; 'recall': 0.8719723183391004; 'f1-score': 0.9213893967093236; 'support': 289}; '1.0': {'precision': 0.8168316831683168; 'recall': 0.9649122807017544; 'f1-score': 0.8847184986595175; 'support': 171}; 'accuracy': 0.9065217391304348; 'macro avg': {'precision': 0.8967879346074141; 'recall': 0.9184422995204273; 'f1-score': 0.9030539476844206; 'support': 460}; 'weighted avg': {'precision': 0.9172984512809218; 'recall': 0.9065217391304348; 'f1-score': 0.9077573889560261; 'support': 460}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9; 'f1-score': 0.9; 'support': 20}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.91875; 'recall': 0.91875; 'f1-score': 0.91875; 'support': 52}; 'weighted avg': {'precision': 0.9230769230769231; 'recall': 0.9230769230769231; 'f1-score': 0.9230769230769231; 'support': 52}}
5,1,CNF,1,460,52,14,[32; 33],540,1.014435,0.923077,4,[X20 >= 17.386000 OR X21 >= 33.646000 OR X22 >= 115.900000 OR X25 >= 0.367060],{'0.0': {'precision': 0.9552238805970149; 'recall': 0.8888888888888888; 'f1-score': 0.9208633093525178; 'support': 288}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.9302325581395349; 'f1-score': 0.8791208791208791; 'support': 172}; 'accuracy': 0.9043478260869565; 'macro avg': {'precision': 0.8942786069651741; 'recall': 0.9095607235142118; 'f1-score': 0.8999920942366985; 'support': 460}; 'weighted avg': {'precision': 0.9096474150984211; 'recall': 0.9043478260869565; 'f1-score': 0.9052552702224269; 'support': 460}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9090909090909091; 'f1-score': 0.9374999999999999; 'support': 33}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9124423963133641; 'recall': 0.9282296650717703; 'f1-score': 0.91875; 'support': 52}; 'weighted avg': {'precision': 0.9273307337823467; 'recall': 0.9230769230769231; 'f1-score': 0.9237980769230768; 'support': 52}}
5,1,CNF,2,461,51,14,[32; 33],540,0.996546,0.941176,3,[X0 >= 14.058000 OR X6 >= 0.149780 OR X9 < 0.055338],{'0.0': {'precision': 0.9294117647058824; 'recall': 0.8200692041522492; 'f1-score': 0.8713235294117647; 'support': 289}; '1.0': {'precision': 0.7475728155339806; 'recall': 0.8953488372093024; 'f1-score': 0.8148148148148149; 'support': 172}; 'accuracy': 0.8481561822125814; 'macro avg': {'precision': 0.8384922901199314; 'recall': 0.8577090206807758; 'f1-score': 0.8430691721132898; 'support': 461}; 'weighted avg': {'precision': 0.8615672977697282; 'recall': 0.8481561822125814; 'f1-score': 0.8502400176749417; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.90625; 'f1-score': 0.9508196721311475; 'support': 32}; '1.0': {'precision': 0.8636363636363636; 'recall': 1.0; 'f1-score': 0.9268292682926829; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9318181818181819; 'recall': 0.953125; 'f1-score': 0.9388244702119152; 'support': 51}; 'weighted avg': {'precision': 0.9491978609625668; 'recall': 0.9411764705882353; 'f1-score': 0.9418820707011313; 'support': 51}}
