l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,284,32,35,[8; 9],222,0.805985,0.718750,1,[X11 < 0.981525],{'0.0': {'precision': 0.84; 'recall': 0.20388349514563106; 'f1-score': 0.328125; 'support': 103}; '1.0': {'precision': 0.6833976833976834; 'recall': 0.9779005524861878; 'f1-score': 0.8045454545454546; 'support': 181}; 'accuracy': 0.6971830985915493; 'macro avg': {'precision': 0.7616988416988417; 'recall': 0.5908920238159094; 'f1-score': 0.5663352272727273; 'support': 284}; 'weighted avg': {'precision': 0.7401935939964108; 'recall': 0.6971830985915493; 'f1-score': 0.6317591629321383; 'support': 284}},{'0.0': {'precision': 0.75; 'recall': 0.2727272727272727; 'f1-score': 0.39999999999999997; 'support': 11}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.9523809523809523; 'f1-score': 0.8163265306122449; 'support': 21}; 'accuracy': 0.71875; 'macro avg': {'precision': 0.7321428571428572; 'recall': 0.6125541125541125; 'f1-score': 0.6081632653061224; 'support': 32}; 'weighted avg': {'precision': 0.7265625; 'recall': 0.71875; 'f1-score': 0.6732142857142857; 'support': 32}}
l: 5,1,CNF,0,284,32,17,[16; 17],222,0.759669,0.843750,1,[X24 >= 0.087220],{'0.0': {'precision': 0.5520833333333334; 'recall': 0.5145631067961165; 'f1-score': 0.5326633165829147; 'support': 103}; '1.0': {'precision': 0.7340425531914894; 'recall': 0.7624309392265194; 'f1-score': 0.7479674796747968; 'support': 181}; 'accuracy': 0.6725352112676056; 'macro avg': {'precision': 0.6430629432624113; 'recall': 0.6384970230113179; 'f1-score': 0.6403153981288557; 'support': 284}; 'weighted avg': {'precision': 0.6680503009189892; 'recall': 0.6725352112676056; 'f1-score': 0.6698818148914734; 'support': 284}},{'0.0': {'precision': 0.75; 'recall': 0.8181818181818182; 'f1-score': 0.7826086956521738; 'support': 11}; '1.0': {'precision': 0.9; 'recall': 0.8571428571428571; 'f1-score': 0.8780487804878048; 'support': 21}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.825; 'recall': 0.8376623376623377; 'f1-score': 0.8303287380699893; 'support': 32}; 'weighted avg': {'precision': 0.8484375000000001; 'recall': 0.84375; 'f1-score': 0.8452412513255567; 'support': 32}}
l: 5,1,CNF,1,284,32,17,[16; 17],222,0.780353,0.656250,3,[X16 >= 0.292070 OR X20 < -0.000015 OR X33 >= 0.950980],{'0.0': {'precision': 0.8409090909090909; 'recall': 0.3592233009708738; 'f1-score': 0.5034013605442177; 'support': 103}; '1.0': {'precision': 0.725; 'recall': 0.9613259668508287; 'f1-score': 0.8266033254156768; 'support': 181}; 'accuracy': 0.7429577464788732; 'macro avg': {'precision': 0.7829545454545455; 'recall': 0.6602746339108513; 'f1-score': 0.6650023429799472; 'support': 284}; 'weighted avg': {'precision': 0.767037451984635; 'recall': 0.7429577464788732; 'f1-score': 0.7093857113953942; 'support': 284}},{'0.0': {'precision': 0.5; 'recall': 0.2727272727272727; 'f1-score': 0.3529411764705882; 'support': 11}; '1.0': {'precision': 0.6923076923076923; 'recall': 0.8571428571428571; 'f1-score': 0.7659574468085107; 'support': 21}; 'accuracy': 0.65625; 'macro avg': {'precision': 0.5961538461538461; 'recall': 0.5649350649350648; 'f1-score': 0.5594493116395495; 'support': 32}; 'weighted avg': {'precision': 0.6262019230769231; 'recall': 0.65625; 'f1-score': 0.6239831038798499; 'support': 32}}
l: 5,1,CNF,2,284,32,17,[16; 17],222,0.831371,0.687500,2,[X5 < -0.000715 OR X30 >= 0.132415],{'0.0': {'precision': 0.6049382716049383; 'recall': 0.4803921568627451; 'f1-score': 0.53551912568306; 'support': 102}; '1.0': {'precision': 0.7389162561576355; 'recall': 0.8241758241758241; 'f1-score': 0.7792207792207793; 'support': 182}; 'accuracy': 0.7007042253521126; 'macro avg': {'precision': 0.6719272638812869; 'recall': 0.6522839905192847; 'f1-score': 0.6573699524519196; 'support': 284}; 'weighted avg': {'precision': 0.6907974025506808; 'recall': 0.7007042253521126; 'f1-score': 0.6916941290065279; 'support': 284}},{'0.0': {'precision': 0.625; 'recall': 0.4166666666666667; 'f1-score': 0.5; 'support': 12}; '1.0': {'precision': 0.7083333333333334; 'recall': 0.85; 'f1-score': 0.7727272727272727; 'support': 20}; 'accuracy': 0.6875; 'macro avg': {'precision': 0.6666666666666667; 'recall': 0.6333333333333333; 'f1-score': 0.6363636363636364; 'support': 32}; 'weighted avg': {'precision': 0.6770833333333334; 'recall': 0.6875; 'f1-score': 0.6704545454545454; 'support': 32}}
l: 5,1,CNF,3,284,32,17,[16; 17],222,0.891452,0.781250,2,[X15 >= 0.001430 OR X24 >= 0.087220],{'0.0': {'precision': 0.9318181818181818; 'recall': 0.4019607843137255; 'f1-score': 0.5616438356164384; 'support': 102}; '1.0': {'precision': 0.7458333333333333; 'recall': 0.9835164835164835; 'f1-score': 0.8483412322274881; 'support': 182}; 'accuracy': 0.7746478873239436; 'macro avg': {'precision': 0.8388257575757576; 'recall': 0.6927386339151045; 'f1-score': 0.7049925339219633; 'support': 284}; 'weighted avg': {'precision': 0.8126307084933846; 'recall': 0.7746478873239436; 'f1-score': 0.745372448937604; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.4166666666666667; 'f1-score': 0.5882352941176471; 'support': 12}; '1.0': {'precision': 0.7407407407407407; 'recall': 1.0; 'f1-score': 0.851063829787234; 'support': 20}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.8703703703703703; 'recall': 0.7083333333333334; 'f1-score': 0.7196495619524406; 'support': 32}; 'weighted avg': {'precision': 0.8379629629629629; 'recall': 0.78125; 'f1-score': 0.7525031289111389; 'support': 32}}
l: 5,1,CNF,4,284,32,17,[16; 17],222,0.850895,0.812500,1,[X26 < 0.999945],{'0.0': {'precision': 0.8714285714285714; 'recall': 0.5980392156862745; 'f1-score': 0.7093023255813954; 'support': 102}; '1.0': {'precision': 0.8084112149532711; 'recall': 0.9505494505494505; 'f1-score': 0.8737373737373737; 'support': 182}; 'accuracy': 0.823943661971831; 'macro avg': {'precision': 0.8399198931909213; 'recall': 0.7742943331178624; 'f1-score': 0.7915198496593845; 'support': 284}; 'weighted avg': {'precision': 0.8310442091803156; 'recall': 0.823943661971831; 'f1-score': 0.8146797155968463; 'support': 284}},{'0.0': {'precision': 0.875; 'recall': 0.5833333333333334; 'f1-score': 0.7000000000000001; 'support': 12}; '1.0': {'precision': 0.7916666666666666; 'recall': 0.95; 'f1-score': 0.8636363636363635; 'support': 20}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8333333333333333; 'recall': 0.7666666666666666; 'f1-score': 0.7818181818181817; 'support': 32}; 'weighted avg': {'precision': 0.8229166666666666; 'recall': 0.8125; 'f1-score': 0.8022727272727272; 'support': 32}}
l: 5,1,CNF,5,284,32,17,[16; 17],222,0.841976,0.656250,2,[X7 >= 0.000985 OR X24 >= 0.087220],{'0.0': {'precision': 0.9545454545454546; 'recall': 0.4117647058823529; 'f1-score': 0.5753424657534247; 'support': 102}; '1.0': {'precision': 0.75; 'recall': 0.989010989010989; 'f1-score': 0.8530805687203792; 'support': 182}; 'accuracy': 0.7816901408450704; 'macro avg': {'precision': 0.8522727272727273; 'recall': 0.7003878474466709; 'f1-score': 0.7142115172369019; 'support': 284}; 'weighted avg': {'precision': 0.8234635083226632; 'recall': 0.7816901408450704; 'f1-score': 0.753329559908304; 'support': 284}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.16666666666666666; 'f1-score': 0.26666666666666666; 'support': 12}; '1.0': {'precision': 0.6551724137931034; 'recall': 0.95; 'f1-score': 0.7755102040816326; 'support': 20}; 'accuracy': 0.65625; 'macro avg': {'precision': 0.6609195402298851; 'recall': 0.5583333333333333; 'f1-score': 0.5210884353741496; 'support': 32}; 'weighted avg': {'precision': 0.6594827586206896; 'recall': 0.65625; 'f1-score': 0.5846938775510204; 'support': 32}}
l: 5,1,CNF,6,285,31,17,[16; 17],222,0.859166,0.806452,2,[X13 >= 0.652535 OR X30 >= 0.132415],{'0.0': {'precision': 0.7571428571428571; 'recall': 0.5145631067961165; 'f1-score': 0.6127167630057803; 'support': 103}; '1.0': {'precision': 0.7674418604651163; 'recall': 0.9065934065934066; 'f1-score': 0.8312342569269523; 'support': 182}; 'accuracy': 0.7649122807017544; 'macro avg': {'precision': 0.7622923588039867; 'recall': 0.7105782566947616; 'f1-score': 0.7219755099663663; 'support': 285}; 'weighted avg': {'precision': 0.763719764527598; 'recall': 0.7649122807017544; 'f1-score': 0.752261267895792; 'support': 285}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.5454545454545454; 'f1-score': 0.6666666666666665; 'support': 11}; '1.0': {'precision': 0.7916666666666666; 'recall': 0.95; 'f1-score': 0.8636363636363635; 'support': 20}; 'accuracy': 0.8064516129032258; 'macro avg': {'precision': 0.8244047619047619; 'recall': 0.7477272727272727; 'f1-score': 0.765151515151515; 'support': 31}; 'weighted avg': {'precision': 0.8149001536098309; 'recall': 0.8064516129032258; 'f1-score': 0.7937438905180839; 'support': 31}}
l: 5,1,CNF,7,285,31,17,[16; 17],222,0.790580,0.774194,2,[X5 < -0.000715 OR X7 >= 0.000985],{'0.0': {'precision': 0.7536231884057971; 'recall': 0.5048543689320388; 'f1-score': 0.6046511627906976; 'support': 103}; '1.0': {'precision': 0.7638888888888888; 'recall': 0.9065934065934066; 'f1-score': 0.8291457286432161; 'support': 182}; 'accuracy': 0.7614035087719299; 'macro avg': {'precision': 0.758756038647343; 'recall': 0.7057238877627228; 'f1-score': 0.7168984457169569; 'support': 285}; 'weighted avg': {'precision': 0.7601788287142979; 'recall': 0.7614035087719299; 'f1-score': 0.7480126048438849; 'support': 285}},{'0.0': {'precision': 0.75; 'recall': 0.5454545454545454; 'f1-score': 0.631578947368421; 'support': 11}; '1.0': {'precision': 0.782608695652174; 'recall': 0.9; 'f1-score': 0.8372093023255814; 'support': 20}; 'accuracy': 0.7741935483870968; 'macro avg': {'precision': 0.7663043478260869; 'recall': 0.7227272727272727; 'f1-score': 0.7343941248470012; 'support': 31}; 'weighted avg': {'precision': 0.7710378681626928; 'recall': 0.7741935483870968; 'f1-score': 0.7642436925020729; 'support': 31}}
l: 5,1,CNF,8,285,31,17,[16; 17],222,0.846224,0.838710,1,[X26 < 0.999945],{'0.0': {'precision': 0.8611111111111112; 'recall': 0.6019417475728155; 'f1-score': 0.7085714285714285; 'support': 103}; '1.0': {'precision': 0.8075117370892019; 'recall': 0.945054945054945; 'f1-score': 0.8708860759493671; 'support': 182}; 'accuracy': 0.8210526315789474; 'macro avg': {'precision': 0.8343114241001566; 'recall': 0.7734983463138803; 'f1-score': 0.7897287522603977; 'support': 285}; 'weighted avg': {'precision': 0.826882738928699; 'recall': 0.8210526315789474; 'f1-score': 0.8122249928619015; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.5454545454545454; 'f1-score': 0.7058823529411764; 'support': 11}; '1.0': {'precision': 0.8; 'recall': 1.0; 'f1-score': 0.888888888888889; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.9; 'recall': 0.7727272727272727; 'f1-score': 0.7973856209150327; 'support': 31}; 'weighted avg': {'precision': 0.8709677419354839; 'recall': 0.8387096774193549; 'f1-score': 0.8239510858106684; 'support': 31}}
l: 5,1,CNF,9,285,31,17,[16; 17],222,0.917989,0.612903,2,[X5 < 0.001010 OR X11 >= 0.001845],{'0.0': {'precision': 0.5; 'recall': 0.2524271844660194; 'f1-score': 0.33548387096774196; 'support': 103}; '1.0': {'precision': 0.6695278969957081; 'recall': 0.8571428571428571; 'f1-score': 0.7518072289156628; 'support': 182}; 'accuracy': 0.6385964912280702; 'macro avg': {'precision': 0.5847639484978541; 'recall': 0.5547850208044383; 'f1-score': 0.5436455499417023; 'support': 285}; 'weighted avg': {'precision': 0.6082599201867328; 'recall': 0.6385964912280702; 'f1-score': 0.6013465065695721; 'support': 285}},{'0.0': {'precision': 0.4; 'recall': 0.18181818181818182; 'f1-score': 0.25000000000000006; 'support': 11}; '1.0': {'precision': 0.6538461538461539; 'recall': 0.85; 'f1-score': 0.7391304347826088; 'support': 20}; 'accuracy': 0.6129032258064516; 'macro avg': {'precision': 0.5269230769230769; 'recall': 0.5159090909090909; 'f1-score': 0.49456521739130443; 'support': 31}; 'weighted avg': {'precision': 0.563771712158809; 'recall': 0.6129032258064516; 'f1-score': 0.5655680224403927; 'support': 31}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 17}, (mean val acc cv) 0.746976 (+- 0.080933), (mean training time) 0.836967 (+- 0.046577)
l: 5,1,CNF,0,284,32,8,[35; 36],222,0.474892,0.843750,2,[X12 < -0.076515 OR X14 >= 0.239955],{'0.0': {'precision': 0.7846153846153846; 'recall': 0.49514563106796117; 'f1-score': 0.6071428571428571; 'support': 103}; '1.0': {'precision': 0.7625570776255708; 'recall': 0.9226519337016574; 'f1-score': 0.835; 'support': 181}; 'accuracy': 0.7676056338028169; 'macro avg': {'precision': 0.7735862311204778; 'recall': 0.7088987823848093; 'f1-score': 0.7210714285714286; 'support': 284}; 'weighted avg': {'precision': 0.7705570974141301; 'recall': 0.7676056338028169; 'f1-score': 0.7523616700201207; 'support': 284}},{'0.0': {'precision': 0.875; 'recall': 0.6363636363636364; 'f1-score': 0.7368421052631579; 'support': 11}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.9523809523809523; 'f1-score': 0.888888888888889; 'support': 21}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.8541666666666667; 'recall': 0.7943722943722944; 'f1-score': 0.8128654970760234; 'support': 32}; 'weighted avg': {'precision': 0.84765625; 'recall': 0.84375; 'f1-score': 0.8366228070175439; 'support': 32}}
l: 5,1,CNF,1,284,32,8,[35; 36],222,0.466447,0.687500,2,[X13 >= 0.652535 OR X14 >= 0.239955],{'0.0': {'precision': 0.7126436781609196; 'recall': 0.6019417475728155; 'f1-score': 0.6526315789473683; 'support': 103}; '1.0': {'precision': 0.7918781725888325; 'recall': 0.861878453038674; 'f1-score': 0.8253968253968254; 'support': 181}; 'accuracy': 0.7676056338028169; 'macro avg': {'precision': 0.752260925374876; 'recall': 0.7319101003057448; 'f1-score': 0.7390142021720969; 'support': 284}; 'weighted avg': {'precision': 0.7631417186237796; 'recall': 0.7676056338028169; 'f1-score': 0.7627390071422688; 'support': 284}},{'0.0': {'precision': 0.5555555555555556; 'recall': 0.45454545454545453; 'f1-score': 0.5; 'support': 11}; '1.0': {'precision': 0.7391304347826086; 'recall': 0.8095238095238095; 'f1-score': 0.7727272727272727; 'support': 21}; 'accuracy': 0.6875; 'macro avg': {'precision': 0.6473429951690821; 'recall': 0.6320346320346321; 'f1-score': 0.6363636363636364; 'support': 32}; 'weighted avg': {'precision': 0.6760265700483091; 'recall': 0.6875; 'f1-score': 0.6789772727272727; 'support': 32}}
l: 5,1,CNF,2,284,32,8,[35; 36],222,0.502657,0.656250,3,[X6 >= 0.999995 OR X15 < -0.001970 OR X26 < 0.999945],{'0.0': {'precision': 0.9655172413793104; 'recall': 0.27450980392156865; 'f1-score': 0.4274809160305344; 'support': 102}; '1.0': {'precision': 0.7098039215686275; 'recall': 0.9945054945054945; 'f1-score': 0.8283752860411899; 'support': 182}; 'accuracy': 0.7359154929577465; 'macro avg': {'precision': 0.8376605814739689; 'recall': 0.6345076492135315; 'f1-score': 0.6279281010358622; 'support': 284}; 'weighted avg': {'precision': 0.801644620937253; 'recall': 0.7359154929577465; 'f1-score': 0.6843920968120109; 'support': 284}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.16666666666666666; 'f1-score': 0.26666666666666666; 'support': 12}; '1.0': {'precision': 0.6551724137931034; 'recall': 0.95; 'f1-score': 0.7755102040816326; 'support': 20}; 'accuracy': 0.65625; 'macro avg': {'precision': 0.6609195402298851; 'recall': 0.5583333333333333; 'f1-score': 0.5210884353741496; 'support': 32}; 'weighted avg': {'precision': 0.6594827586206896; 'recall': 0.65625; 'f1-score': 0.5846938775510204; 'support': 32}}
