l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,460,52,57,[8; 9],540,1.651708,0.903846,2,[X0 >= 15.056000 OR X27 >= 0.177540],{'0.0': {'precision': 0.9150326797385621; 'recall': 0.9688581314878892; 'f1-score': 0.9411764705882352; 'support': 289}; '1.0': {'precision': 0.9415584415584416; 'recall': 0.847953216374269; 'f1-score': 0.8923076923076924; 'support': 171}; 'accuracy': 0.9239130434782609; 'macro avg': {'precision': 0.9282955606485018; 'recall': 0.9084056739310791; 'f1-score': 0.9167420814479638; 'support': 460}; 'weighted avg': {'precision': 0.9248933433716042; 'recall': 0.9239130434782609; 'f1-score': 0.923010033444816; 'support': 460}},{'0.0': {'precision': 0.868421052631579; 'recall': 1.0; 'f1-score': 0.9295774647887324; 'support': 33}; '1.0': {'precision': 1.0; 'recall': 0.7368421052631579; 'f1-score': 0.8484848484848484; 'support': 19}; 'accuracy': 0.9038461538461539; 'macro avg': {'precision': 0.9342105263157895; 'recall': 0.868421052631579; 'f1-score': 0.8890311566367903; 'support': 52}; 'weighted avg': {'precision': 0.9164979757085021; 'recall': 0.9038461538461539; 'f1-score': 0.8999474703700054; 'support': 52}}
l: 5,1,CNF,0,460,52,28,[16; 17],540,1.087629,0.826923,2,[X10 >= 0.546140 OR X27 >= 0.121800],{'0.0': {'precision': 0.9660377358490566; 'recall': 0.8858131487889274; 'f1-score': 0.9241877256317689; 'support': 289}; '1.0': {'precision': 0.8307692307692308; 'recall': 0.9473684210526315; 'f1-score': 0.8852459016393444; 'support': 171}; 'accuracy': 0.908695652173913; 'macro avg': {'precision': 0.8984034833091437; 'recall': 0.9165907849207795; 'f1-score': 0.9047168136355566; 'support': 460}; 'weighted avg': {'precision': 0.9157531393954692; 'recall': 0.908695652173913; 'f1-score': 0.9097115258432806; 'support': 460}},{'0.0': {'precision': 0.9; 'recall': 0.8181818181818182; 'f1-score': 0.8571428571428572; 'support': 33}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.8421052631578947; 'f1-score': 0.7804878048780488; 'support': 19}; 'accuracy': 0.8269230769230769; 'macro avg': {'precision': 0.8136363636363637; 'recall': 0.8301435406698565; 'f1-score': 0.818815331010453; 'support': 52}; 'weighted avg': {'precision': 0.8368881118881119; 'recall': 0.8269230769230769; 'f1-score': 0.8291342803537927; 'support': 52}}
l: 5,1,CNF,1,460,52,28,[16; 17],540,1.034741,0.826923,4,[X6 >= 0.111920 OR X7 >= 0.027982 OR X21 >= 33.646000 OR X27 >= 0.177540],{'0.0': {'precision': 0.9822485207100592; 'recall': 0.5743944636678201; 'f1-score': 0.7248908296943231; 'support': 289}; '1.0': {'precision': 0.5773195876288659; 'recall': 0.9824561403508771; 'f1-score': 0.7272727272727272; 'support': 171}; 'accuracy': 0.7260869565217392; 'macro avg': {'precision': 0.7797840541694625; 'recall': 0.7784253020093486; 'f1-score': 0.7260817784835252; 'support': 460}; 'weighted avg': {'precision': 0.8317205912385722; 'recall': 0.7260869565217392; 'f1-score': 0.7257762742289038; 'support': 460}},{'0.0': {'precision': 1.0; 'recall': 0.7272727272727273; 'f1-score': 0.8421052631578948; 'support': 33}; '1.0': {'precision': 0.6785714285714286; 'recall': 1.0; 'f1-score': 0.8085106382978724; 'support': 19}; 'accuracy': 0.8269230769230769; 'macro avg': {'precision': 0.8392857142857143; 'recall': 0.8636363636363636; 'f1-score': 0.8253079507278835; 'support': 52}; 'weighted avg': {'precision': 0.8825549450549451; 'recall': 0.8269230769230769; 'f1-score': 0.829830304074425; 'support': 52}}
l: 5,1,CNF,2,461,51,28,[16; 17],540,1.091034,0.921569,2,[X3 >= 700.660000 OR X24 >= 0.161480],{'0.0': {'precision': 0.9136212624584718; 'recall': 0.9482758620689655; 'f1-score': 0.9306260575296109; 'support': 290}; '1.0': {'precision': 0.90625; 'recall': 0.847953216374269; 'f1-score': 0.8761329305135951; 'support': 171}; 'accuracy': 0.911062906724512; 'macro avg': {'precision': 0.9099356312292359; 'recall': 0.8981145392216172; 'f1-score': 0.903379494021603; 'support': 461}; 'weighted avg': {'precision': 0.9108870197678022; 'recall': 0.911062906724512; 'f1-score': 0.9104127718034967; 'support': 461}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9161184210526316; 'recall': 0.9161184210526316; 'f1-score': 0.9161184210526316; 'support': 51}; 'weighted avg': {'precision': 0.9215686274509803; 'recall': 0.9215686274509803; 'f1-score': 0.9215686274509803; 'support': 51}}
l: 5,1,CNF,3,461,51,28,[16; 17],540,1.058785,0.823529,3,[X12 >= 2.590800 OR X20 >= 17.386000 OR X27 >= 0.150800],{'0.0': {'precision': 0.966804979253112; 'recall': 0.803448275862069; 'f1-score': 0.8775894538606404; 'support': 290}; '1.0': {'precision': 0.740909090909091; 'recall': 0.9532163742690059; 'f1-score': 0.8337595907928389; 'support': 171}; 'accuracy': 0.8590021691973969; 'macro avg': {'precision': 0.8538570350811014; 'recall': 0.8783323250655375; 'f1-score': 0.8556745223267397; 'support': 461}; 'weighted avg': {'precision': 0.8830127950734425; 'recall': 0.8590021691973969; 'f1-score': 0.8613315220068571; 'support': 461}},{'0.0': {'precision': 0.96; 'recall': 0.75; 'f1-score': 0.8421052631578947; 'support': 32}; '1.0': {'precision': 0.6923076923076923; 'recall': 0.9473684210526315; 'f1-score': 0.7999999999999999; 'support': 19}; 'accuracy': 0.8235294117647058; 'macro avg': {'precision': 0.8261538461538461; 'recall': 0.8486842105263157; 'f1-score': 0.8210526315789473; 'support': 51}; 'weighted avg': {'precision': 0.8602714932126696; 'recall': 0.8235294117647058; 'f1-score': 0.8264189886480908; 'support': 51}}
l: 5,1,CNF,4,461,51,28,[16; 17],540,1.094985,0.803922,2,[X0 >= 13.370000 OR X5 >= 0.141900],{'0.0': {'precision': 0.9720930232558139; 'recall': 0.7206896551724138; 'f1-score': 0.8277227722772278; 'support': 290}; '1.0': {'precision': 0.6707317073170732; 'recall': 0.9649122807017544; 'f1-score': 0.7913669064748202; 'support': 171}; 'accuracy': 0.8112798264642083; 'macro avg': {'precision': 0.8214123652864436; 'recall': 0.842800967937084; 'f1-score': 0.8095448393760241; 'support': 461}; 'weighted avg': {'precision': 0.8603082401201855; 'recall': 0.8112798264642083; 'f1-score': 0.8142371908190679; 'support': 461}},{'0.0': {'precision': 0.9583333333333334; 'recall': 0.71875; 'f1-score': 0.8214285714285714; 'support': 32}; '1.0': {'precision': 0.6666666666666666; 'recall': 0.9473684210526315; 'f1-score': 0.782608695652174; 'support': 19}; 'accuracy': 0.803921568627451; 'macro avg': {'precision': 0.8125; 'recall': 0.8330592105263157; 'f1-score': 0.8020186335403727; 'support': 51}; 'weighted avg': {'precision': 0.8496732026143792; 'recall': 0.803921568627451; 'f1-score': 0.8069662647667762; 'support': 51}}
l: 5,1,CNF,5,461,51,28,[16; 17],540,1.065362,0.901961,2,[X20 >= 17.386000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9528619528619529; 'recall': 0.9758620689655172; 'f1-score': 0.9642248722316865; 'support': 290}; '1.0': {'precision': 0.9573170731707317; 'recall': 0.9181286549707602; 'f1-score': 0.9373134328358208; 'support': 171}; 'accuracy': 0.9544468546637744; 'macro avg': {'precision': 0.9550895130163423; 'recall': 0.9469953619681387; 'f1-score': 0.9507691525337536; 'support': 461}; 'weighted avg': {'precision': 0.9545145029114132; 'recall': 0.9544468546637744; 'f1-score': 0.9542425378787731; 'support': 461}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9375; 'f1-score': 0.923076923076923; 'support': 32}; '1.0': {'precision': 0.8888888888888888; 'recall': 0.8421052631578947; 'f1-score': 0.8648648648648649; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.898989898989899; 'recall': 0.8898026315789473; 'f1-score': 0.8939708939708939; 'support': 51}; 'weighted avg': {'precision': 0.9015646662705487; 'recall': 0.9019607843137255; 'f1-score': 0.901390077860666; 'support': 51}}
l: 5,1,CNF,6,461,51,28,[16; 17],540,1.066555,0.803922,2,[X3 >= 609.740000 OR X22 >= 115.900000],{'0.0': {'precision': 0.9169675090252708; 'recall': 0.8758620689655172; 'f1-score': 0.8959435626102293; 'support': 290}; '1.0': {'precision': 0.8043478260869565; 'recall': 0.8654970760233918; 'f1-score': 0.8338028169014085; 'support': 171}; 'accuracy': 0.8720173535791758; 'macro avg': {'precision': 0.8606576675561137; 'recall': 0.8706795724944545; 'f1-score': 0.8648731897558188; 'support': 461}; 'weighted avg': {'precision': 0.8751931797791717; 'recall': 0.8720173535791758; 'f1-score': 0.8728935246141157; 'support': 461}},{'0.0': {'precision': 0.8666666666666667; 'recall': 0.8125; 'f1-score': 0.8387096774193549; 'support': 32}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.7894736842105263; 'f1-score': 0.7500000000000001; 'support': 19}; 'accuracy': 0.803921568627451; 'macro avg': {'precision': 0.7904761904761906; 'recall': 0.8009868421052632; 'f1-score': 0.7943548387096775; 'support': 51}; 'weighted avg': {'precision': 0.8098972922502334; 'recall': 0.803921568627451; 'f1-score': 0.8056609740670463; 'support': 51}}
l: 5,1,CNF,7,461,51,28,[16; 17],540,1.152600,0.921569,3,[X0 >= 17.068000 OR X6 >= 0.086212 OR X20 >= 17.386000],{'0.0': {'precision': 0.9656488549618321; 'recall': 0.8724137931034482; 'f1-score': 0.9166666666666666; 'support': 290}; '1.0': {'precision': 0.8140703517587939; 'recall': 0.9473684210526315; 'f1-score': 0.8756756756756756; 'support': 171}; 'accuracy': 0.9002169197396963; 'macro avg': {'precision': 0.889859603360313; 'recall': 0.9098911070780399; 'f1-score': 0.8961711711711711; 'support': 461}; 'weighted avg': {'precision': 0.9094234231880369; 'recall': 0.9002169197396963; 'f1-score': 0.9014617654530885; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.875; 'f1-score': 0.9333333333333333; 'support': 32}; '1.0': {'precision': 0.8260869565217391; 'recall': 1.0; 'f1-score': 0.9047619047619047; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9130434782608696; 'recall': 0.9375; 'f1-score': 0.919047619047619; 'support': 51}; 'weighted avg': {'precision': 0.9352088661551577; 'recall': 0.9215686274509803; 'f1-score': 0.922689075630252; 'support': 51}}
l: 5,1,CNF,8,461,51,28,[16; 17],540,1.152645,0.823529,3,[X2 >= 91.420000 OR X7 >= 0.064496 OR X13 >= 38.430000],{'0.0': {'precision': 0.9651162790697675; 'recall': 0.8586206896551725; 'f1-score': 0.9087591240875913; 'support': 290}; '1.0': {'precision': 0.7980295566502463; 'recall': 0.9473684210526315; 'f1-score': 0.8663101604278075; 'support': 171}; 'accuracy': 0.8915401301518439; 'macro avg': {'precision': 0.8815729178600069; 'recall': 0.902994555353902; 'f1-score': 0.8875346422576994; 'support': 461}; 'weighted avg': {'precision': 0.9031383408187087; 'recall': 0.8915401301518439; 'f1-score': 0.8930134130554372; 'support': 461}},{'0.0': {'precision': 0.9259259259259259; 'recall': 0.78125; 'f1-score': 0.847457627118644; 'support': 32}; '1.0': {'precision': 0.7083333333333334; 'recall': 0.8947368421052632; 'f1-score': 0.7906976744186046; 'support': 19}; 'accuracy': 0.8235294117647058; 'macro avg': {'precision': 0.8171296296296297; 'recall': 0.8379934210526316; 'f1-score': 0.8190776507686244; 'support': 51}; 'weighted avg': {'precision': 0.8448620188816267; 'recall': 0.8235294117647058; 'f1-score': 0.8263117623872569; 'support': 51}}
l: 5,1,CNF,9,461,51,28,[16; 17],540,1.109080,0.921569,1,[X0 >= 15.056000],{'0.0': {'precision': 0.8676923076923077; 'recall': 0.9724137931034482; 'f1-score': 0.9170731707317074; 'support': 290}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.7485380116959064; 'f1-score': 0.8338762214983714; 'support': 171}; 'accuracy': 0.8893709327548807; 'macro avg': {'precision': 0.9044343891402715; 'recall': 0.8604759023996773; 'f1-score': 0.8754746961150394; 'support': 461}; 'weighted avg': {'precision': 0.8949499906753957; 'recall': 0.8893709327548807; 'f1-score': 0.8862126971549167; 'support': 461}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.8421052631578947; 'f1-score': 0.8888888888888888; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9264705882352942; 'recall': 0.9054276315789473; 'f1-score': 0.9141414141414141; 'support': 51}; 'weighted avg': {'precision': 0.9227220299884661; 'recall': 0.9215686274509803; 'f1-score': 0.9205783323430382; 'support': 51}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 28}, (mean val acc cv) 0.857541 (+- 0.049204), (mean training time) 1.091342 (+- 0.036613)
l: 5,1,CNF,0,460,52,14,[32; 33],540,0.807352,0.826923,2,[X10 >= 0.546140 OR X27 >= 0.177540],{'0.0': {'precision': 0.8580060422960725; 'recall': 0.9826989619377162; 'f1-score': 0.9161290322580645; 'support': 289}; '1.0': {'precision': 0.9612403100775194; 'recall': 0.7251461988304093; 'f1-score': 0.8266666666666665; 'support': 171}; 'accuracy': 0.8869565217391304; 'macro avg': {'precision': 0.9096231761867959; 'recall': 0.8539225803840628; 'f1-score': 0.8713978494623655; 'support': 460}; 'weighted avg': {'precision': 0.8963822592322191; 'recall': 0.8869565217391304; 'f1-score': 0.8828723702664797; 'support': 460}},{'0.0': {'precision': 0.8; 'recall': 0.9696969696969697; 'f1-score': 0.8767123287671234; 'support': 33}; '1.0': {'precision': 0.9166666666666666; 'recall': 0.5789473684210527; 'f1-score': 0.7096774193548387; 'support': 19}; 'accuracy': 0.8269230769230769; 'macro avg': {'precision': 0.8583333333333334; 'recall': 0.7743221690590112; 'f1-score': 0.7931948740609811; 'support': 52}; 'weighted avg': {'precision': 0.842628205128205; 'recall': 0.8269230769230769; 'f1-score': 0.8156803426357117; 'support': 52}}
l: 5,1,CNF,1,460,52,14,[32; 33],540,0.835437,0.903846,2,[X4 >= 0.107500 OR X22 >= 115.900000],{'0.0': {'precision': 0.9178571428571428; 'recall': 0.889273356401384; 'f1-score': 0.9033391915641475; 'support': 289}; '1.0': {'precision': 0.8222222222222222; 'recall': 0.8654970760233918; 'f1-score': 0.8433048433048432; 'support': 171}; 'accuracy': 0.8804347826086957; 'macro avg': {'precision': 0.8700396825396826; 'recall': 0.8773852162123879; 'f1-score': 0.8733220174344953; 'support': 460}; 'weighted avg': {'precision': 0.882305900621118; 'recall': 0.8804347826086957; 'f1-score': 0.8810220751460149; 'support': 460}},{'0.0': {'precision': 1.0; 'recall': 0.8484848484848485; 'f1-score': 0.9180327868852458; 'support': 33}; '1.0': {'precision': 0.7916666666666666; 'recall': 1.0; 'f1-score': 0.8837209302325582; 'support': 19}; 'accuracy': 0.9038461538461539; 'macro avg': {'precision': 0.8958333333333333; 'recall': 0.9242424242424243; 'f1-score': 0.900876858558902; 'support': 52}; 'weighted avg': {'precision': 0.9238782051282051; 'recall': 0.9038461538461539; 'f1-score': 0.9054957623390715; 'support': 52}}
