l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,461,52,57,[8; 9],540,2.879919,0.788462,1,[X1 >= 21.272000],{'0.0': {'precision': 0.7476340694006309; 'recall': 0.8172413793103448; 'f1-score': 0.7808896210873147; 'support': 290}; '1.0': {'precision': 0.6319444444444444; 'recall': 0.5321637426900585; 'f1-score': 0.5777777777777777; 'support': 171}; 'accuracy': 0.7114967462039046; 'macro avg': {'precision': 0.6897892569225377; 'recall': 0.6747025610002017; 'f1-score': 0.6793336994325463; 'support': 461}; 'weighted avg': {'precision': 0.7047209981045184; 'recall': 0.7114967462039046; 'f1-score': 0.7055487854996123; 'support': 461}},{'0.0': {'precision': 0.7692307692307693; 'recall': 0.9375; 'f1-score': 0.8450704225352113; 'support': 32}; '1.0': {'precision': 0.8461538461538461; 'recall': 0.55; 'f1-score': 0.6666666666666667; 'support': 20}; 'accuracy': 0.7884615384615384; 'macro avg': {'precision': 0.8076923076923077; 'recall': 0.74375; 'f1-score': 0.755868544600939; 'support': 52}; 'weighted avg': {'precision': 0.7988165680473374; 'recall': 0.7884615384615384; 'f1-score': 0.7764535933550019; 'support': 52}}
l: 5,1,CNF,0,461,52,28,[16; 17],540,1.785794,0.538462,3,[X5 >= 0.122420 OR X9 >= 0.061540 OR X18 < 0.015704],{'0.0': {'precision': 0.8245614035087719; 'recall': 0.32413793103448274; 'f1-score': 0.46534653465346537; 'support': 290}; '1.0': {'precision': 0.43515850144092216; 'recall': 0.8830409356725146; 'f1-score': 0.5830115830115828; 'support': 171}; 'accuracy': 0.5314533622559653; 'macro avg': {'precision': 0.629859952474847; 'recall': 0.6035894333534987; 'f1-score': 0.5241790588325241; 'support': 461}; 'weighted avg': {'precision': 0.6801191122862073; 'recall': 0.5314533622559653; 'f1-score': 0.508992355194112; 'support': 461}},{'0.0': {'precision': 0.7857142857142857; 'recall': 0.34375; 'f1-score': 0.4782608695652174; 'support': 32}; '1.0': {'precision': 0.4473684210526316; 'recall': 0.85; 'f1-score': 0.5862068965517242; 'support': 20}; 'accuracy': 0.5384615384615384; 'macro avg': {'precision': 0.6165413533834586; 'recall': 0.596875; 'f1-score': 0.5322338830584707; 'support': 52}; 'weighted avg': {'precision': 0.6555812608444188; 'recall': 0.5384615384615384; 'f1-score': 0.5197785722523354; 'support': 52}}
l: 5,1,CNF,1,461,52,28,[16; 17],540,1.556181,0.865385,3,[X5 >= 0.122420 OR X7 >= 0.084254 OR X23 >= 926.960000],{'0.0': {'precision': 0.9545454545454546; 'recall': 0.8719723183391004; 'f1-score': 0.9113924050632911; 'support': 289}; '1.0': {'precision': 0.8121827411167513; 'recall': 0.9302325581395349; 'f1-score': 0.8672086720867208; 'support': 172}; 'accuracy': 0.8937093275488069; 'macro avg': {'precision': 0.8833640978311029; 'recall': 0.9011024382393176; 'f1-score': 0.8893005385750059; 'support': 461}; 'weighted avg': {'precision': 0.9014296482336608; 'recall': 0.8937093275488069; 'f1-score': 0.8949073680308179; 'support': 461}},{'0.0': {'precision': 0.90625; 'recall': 0.8787878787878788; 'f1-score': 0.8923076923076922; 'support': 33}; '1.0': {'precision': 0.8; 'recall': 0.8421052631578947; 'f1-score': 0.8205128205128205; 'support': 19}; 'accuracy': 0.8653846153846154; 'macro avg': {'precision': 0.853125; 'recall': 0.8604465709728868; 'f1-score': 0.8564102564102564; 'support': 52}; 'weighted avg': {'precision': 0.8674278846153847; 'recall': 0.8653846153846154; 'f1-score': 0.8660749506903352; 'support': 52}}
l: 5,1,CNF,2,461,52,28,[16; 17],540,1.711240,0.884615,5,[X0 >= 17.068000 OR X3 >= 700.660000 OR X10 >= 0.546140 OR X27 >= 0.177540 OR X28 >= 0.325380],{'0.0': {'precision': 0.9571984435797666; 'recall': 0.8512110726643599; 'f1-score': 0.9010989010989011; 'support': 289}; '1.0': {'precision': 0.7892156862745098; 'recall': 0.936046511627907; 'f1-score': 0.8563829787234042; 'support': 172}; 'accuracy': 0.8828633405639913; 'macro avg': {'precision': 0.8732070649271382; 'recall': 0.8936287921461334; 'f1-score': 0.8787409399111527; 'support': 461}; 'weighted avg': {'precision': 0.8945237488801914; 'recall': 0.8828633405639913; 'f1-score': 0.884415303162707; 'support': 461}},{'0.0': {'precision': 0.9354838709677419; 'recall': 0.8787878787878788; 'f1-score': 0.90625; 'support': 33}; '1.0': {'precision': 0.8095238095238095; 'recall': 0.8947368421052632; 'f1-score': 0.8500000000000001; 'support': 19}; 'accuracy': 0.8846153846153846; 'macro avg': {'precision': 0.8725038402457757; 'recall': 0.886762360446571; 'f1-score': 0.878125; 'support': 52}; 'weighted avg': {'precision': 0.8894600023632281; 'recall': 0.8846153846153846; 'f1-score': 0.8856971153846155; 'support': 52}}
l: 5,1,CNF,3,462,51,28,[16; 17],540,1.701107,0.921569,2,[X0 >= 17.068000 OR X24 >= 0.150080],{'0.0': {'precision': 0.858085808580858; 'recall': 0.896551724137931; 'f1-score': 0.8768971332209107; 'support': 290}; '1.0': {'precision': 0.8113207547169812; 'recall': 0.75; 'f1-score': 0.7794561933534744; 'support': 172}; 'accuracy': 0.841991341991342; 'macro avg': {'precision': 0.8347032816489196; 'recall': 0.8232758620689655; 'f1-score': 0.8281766632871925; 'support': 462}; 'weighted avg': {'precision': 0.8406754422072935; 'recall': 0.841991341991342; 'f1-score': 0.8406204196771898; 'support': 462}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9161184210526316; 'recall': 0.9161184210526316; 'f1-score': 0.9161184210526316; 'support': 51}; 'weighted avg': {'precision': 0.9215686274509803; 'recall': 0.9215686274509803; 'f1-score': 0.9215686274509803; 'support': 51}}
l: 5,1,CNF,4,462,51,28,[16; 17],540,1.703093,0.921569,2,[X0 >= 15.056000 OR X22 >= 105.740000],{'0.0': {'precision': 0.9456521739130435; 'recall': 0.9; 'f1-score': 0.92226148409894; 'support': 290}; '1.0': {'precision': 0.8440860215053764; 'recall': 0.9127906976744186; 'f1-score': 0.8770949720670391; 'support': 172}; 'accuracy': 0.9047619047619048; 'macro avg': {'precision': 0.89486909770921; 'recall': 0.9063953488372093; 'f1-score': 0.8996782280829896; 'support': 462}; 'weighted avg': {'precision': 0.9078396669560765; 'recall': 0.9047619047619048; 'f1-score': 0.9054462458532972; 'support': 462}},{'0.0': {'precision': 1.0; 'recall': 0.875; 'f1-score': 0.9333333333333333; 'support': 32}; '1.0': {'precision': 0.8260869565217391; 'recall': 1.0; 'f1-score': 0.9047619047619047; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9130434782608696; 'recall': 0.9375; 'f1-score': 0.919047619047619; 'support': 51}; 'weighted avg': {'precision': 0.9352088661551577; 'recall': 0.9215686274509803; 'f1-score': 0.922689075630252; 'support': 51}}
l: 5,1,CNF,5,462,51,28,[16; 17],540,1.749542,0.921569,1,[X6 >= 0.111920],{'0.0': {'precision': 0.8540372670807453; 'recall': 0.9482758620689655; 'f1-score': 0.8986928104575165; 'support': 290}; '1.0': {'precision': 0.8928571428571429; 'recall': 0.7267441860465116; 'f1-score': 0.8012820512820513; 'support': 172}; 'accuracy': 0.8658008658008658; 'macro avg': {'precision': 0.8734472049689441; 'recall': 0.8375100240577386; 'f1-score': 0.8499874308697839; 'support': 462}; 'weighted avg': {'precision': 0.8684896883654647; 'recall': 0.8658008658008658; 'f1-score': 0.8624273330155684; 'support': 462}},{'0.0': {'precision': 0.8888888888888888; 'recall': 1.0; 'f1-score': 0.9411764705882353; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.7894736842105263; 'f1-score': 0.8823529411764706; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.9117647058823529; 'support': 51}; 'weighted avg': {'precision': 0.9302832244008714; 'recall': 0.9215686274509803; 'f1-score': 0.9192618223760093; 'support': 51}}
l: 5,1,CNF,6,462,51,28,[16; 17],540,1.688743,0.901961,3,[X0 >= 15.056000 OR X6 >= 0.111920 OR X12 >= 3.767800],{'0.0': {'precision': 0.9456521739130435; 'recall': 0.9; 'f1-score': 0.92226148409894; 'support': 290}; '1.0': {'precision': 0.8440860215053764; 'recall': 0.9127906976744186; 'f1-score': 0.8770949720670391; 'support': 172}; 'accuracy': 0.9047619047619048; 'macro avg': {'precision': 0.89486909770921; 'recall': 0.9063953488372093; 'f1-score': 0.8996782280829896; 'support': 462}; 'weighted avg': {'precision': 0.9078396669560765; 'recall': 0.9047619047619048; 'f1-score': 0.9054462458532972; 'support': 462}},{'0.0': {'precision': 0.9354838709677419; 'recall': 0.90625; 'f1-score': 0.9206349206349206; 'support': 32}; '1.0': {'precision': 0.85; 'recall': 0.8947368421052632; 'f1-score': 0.8717948717948718; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.8927419354838709; 'recall': 0.9004934210526316; 'f1-score': 0.8962148962148961; 'support': 51}; 'weighted avg': {'precision': 0.9036369386464261; 'recall': 0.9019607843137255; 'f1-score': 0.9024396083219612; 'support': 51}}
l: 5,1,CNF,7,462,51,28,[16; 17],540,1.732499,0.901961,2,[X12 >= 5.123200 OR X26 >= 0.349920],{'0.0': {'precision': 0.8673139158576052; 'recall': 0.9241379310344827; 'f1-score': 0.8948247078464107; 'support': 290}; '1.0': {'precision': 0.8562091503267973; 'recall': 0.7616279069767442; 'f1-score': 0.8061538461538461; 'support': 172}; 'accuracy': 0.8636363636363636; 'macro avg': {'precision': 0.8617615330922013; 'recall': 0.8428829190056135; 'f1-score': 0.8504892770001284; 'support': 462}; 'weighted avg': {'precision': 0.863179674144837; 'recall': 0.8636363636363636; 'f1-score': 0.8618130450517762; 'support': 462}},{'0.0': {'precision': 0.8648648648648649; 'recall': 1.0; 'f1-score': 0.927536231884058; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.7368421052631579; 'f1-score': 0.8484848484848484; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.9324324324324325; 'recall': 0.868421052631579; 'f1-score': 0.8880105401844531; 'support': 51}; 'weighted avg': {'precision': 0.9152093269740329; 'recall': 0.9019607843137255; 'f1-score': 0.8980857165000388; 'support': 51}}
l: 5,1,CNF,8,462,51,28,[16; 17],540,1.833883,0.921569,1,[X6 >= 0.111920],{'0.0': {'precision': 0.8518518518518519; 'recall': 0.9517241379310345; 'f1-score': 0.8990228013029317; 'support': 290}; '1.0': {'precision': 0.8985507246376812; 'recall': 0.7209302325581395; 'f1-score': 0.7999999999999999; 'support': 172}; 'accuracy': 0.8658008658008658; 'macro avg': {'precision': 0.8752012882447665; 'recall': 0.836327185244587; 'f1-score': 0.8495114006514658; 'support': 462}; 'weighted avg': {'precision': 0.8692375793825069; 'recall': 0.8658008658008658; 'f1-score': 0.8621571696490264; 'support': 462}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.8421052631578947; 'f1-score': 0.8888888888888888; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9264705882352942; 'recall': 0.9054276315789473; 'f1-score': 0.9141414141414141; 'support': 51}; 'weighted avg': {'precision': 0.9227220299884661; 'recall': 0.9215686274509803; 'f1-score': 0.9205783323430382; 'support': 51}}
l: 5,1,CNF,9,462,51,28,[16; 17],540,1.590347,0.803922,2,[X0 >= 15.056000 OR X1 >= 21.272000],{'0.0': {'precision': 0.928; 'recall': 0.8; 'f1-score': 0.8592592592592593; 'support': 290}; '1.0': {'precision': 0.7264150943396226; 'recall': 0.8953488372093024; 'f1-score': 0.8020833333333334; 'support': 172}; 'accuracy': 0.8354978354978355; 'macro avg': {'precision': 0.8272075471698113; 'recall': 0.8476744186046512; 'f1-score': 0.8306712962962963; 'support': 462}; 'weighted avg': {'precision': 0.8529510740831495; 'recall': 0.8354978354978355; 'f1-score': 0.8379729838063171; 'support': 462}},{'0.0': {'precision': 0.9230769230769231; 'recall': 0.75; 'f1-score': 0.8275862068965517; 'support': 32}; '1.0': {'precision': 0.68; 'recall': 0.8947368421052632; 'f1-score': 0.7727272727272727; 'support': 19}; 'accuracy': 0.803921568627451; 'macro avg': {'precision': 0.8015384615384615; 'recall': 0.8223684210526316; 'f1-score': 0.8001567398119123; 'support': 51}; 'weighted avg': {'precision': 0.8325188536953243; 'recall': 0.803921568627451; 'f1-score': 0.8071485647550557; 'support': 51}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 28}, (mean val acc cv) 0.858258 (+- 0.112170), (mean training time) 1.705243 (+- 0.078417)
l: 5,1,CNF,0,461,52,14,[32; 33],540,1.231951,0.807692,3,[X9 < 0.055338 OR X21 >= 33.646000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9298892988929889; 'recall': 0.8689655172413793; 'f1-score': 0.8983957219251337; 'support': 290}; '1.0': {'precision': 0.8; 'recall': 0.8888888888888888; 'f1-score': 0.8421052631578948; 'support': 171}; 'accuracy': 0.8763557483731019; 'macro avg': {'precision': 0.8649446494464945; 'recall': 0.878927203065134; 'f1-score': 0.8702504925415142; 'support': 461}; 'weighted avg': {'precision': 0.8817091034250907; 'recall': 0.8763557483731019; 'f1-score': 0.8775157469811037; 'support': 461}},{'0.0': {'precision': 0.84375; 'recall': 0.84375; 'f1-score': 0.84375; 'support': 32}; '1.0': {'precision': 0.75; 'recall': 0.75; 'f1-score': 0.75; 'support': 20}; 'accuracy': 0.8076923076923077; 'macro avg': {'precision': 0.796875; 'recall': 0.796875; 'f1-score': 0.796875; 'support': 52}; 'weighted avg': {'precision': 0.8076923076923077; 'recall': 0.8076923076923077; 'f1-score': 0.8076923076923077; 'support': 52}}
l: 5,1,CNF,1,461,52,14,[32; 33],540,1.147968,0.884615,5,[X7 >= 0.084254 OR X12 >= 5.123200 OR X22 >= 115.900000 OR X23 >= 1269.000000 OR X24 >= 0.150080],{'0.0': {'precision': 0.9446494464944649; 'recall': 0.8858131487889274; 'f1-score': 0.9142857142857144; 'support': 289}; '1.0': {'precision': 0.8263157894736842; 'recall': 0.9127906976744186; 'f1-score': 0.8674033149171271; 'support': 172}; 'accuracy': 0.89587852494577; 'macro avg': {'precision': 0.8854826179840746; 'recall': 0.899301923231673; 'f1-score': 0.8908445146014208; 'support': 461}; 'weighted avg': {'precision': 0.9004989280398569; 'recall': 0.89587852494577; 'f1-score': 0.8967937995538336; 'support': 461}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9090909090909091; 'f1-score': 0.9090909090909091; 'support': 33}; '1.0': {'precision': 0.8421052631578947; 'recall': 0.8421052631578947; 'f1-score': 0.8421052631578947; 'support': 19}; 'accuracy': 0.8846153846153846; 'macro avg': {'precision': 0.8755980861244019; 'recall': 0.8755980861244019; 'f1-score': 0.8755980861244019; 'support': 52}; 'weighted avg': {'precision': 0.8846153846153846; 'recall': 0.8846153846153846; 'f1-score': 0.8846153846153846; 'support': 52}}
