l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,460,52,57,[8; 9],540,1.751496,0.826923,2,[X0 >= 15.056000 OR X5 >= 0.108740],{'0.0': {'precision': 0.974025974025974; 'recall': 0.7785467128027682; 'f1-score': 0.8653846153846155; 'support': 289}; '1.0': {'precision': 0.7205240174672489; 'recall': 0.9649122807017544; 'f1-score': 0.825; 'support': 171}; 'accuracy': 0.8478260869565217; 'macro avg': {'precision': 0.8472749957466115; 'recall': 0.8717294967522613; 'f1-score': 0.8451923076923078; 'support': 460}; 'weighted avg': {'precision': 0.8797893771313177; 'recall': 0.8478260869565217; 'f1-score': 0.8503720735785953; 'support': 460}},{'0.0': {'precision': 0.9259259259259259; 'recall': 0.78125; 'f1-score': 0.847457627118644; 'support': 32}; '1.0': {'precision': 0.72; 'recall': 0.9; 'f1-score': 0.7999999999999999; 'support': 20}; 'accuracy': 0.8269230769230769; 'macro avg': {'precision': 0.8229629629629629; 'recall': 0.840625; 'f1-score': 0.8237288135593219; 'support': 52}; 'weighted avg': {'precision': 0.8467236467236466; 'recall': 0.8269230769230769; 'f1-score': 0.8292046936114732; 'support': 52}}
l: 5,1,CNF,1,460,52,28,[16; 17],540,1.230004,0.903846,3,[X0 >= 15.056000 OR X6 >= 0.111920 OR X21 >= 33.646000],{'0.0': {'precision': 0.9541984732824428; 'recall': 0.8680555555555556; 'f1-score': 0.9090909090909092; 'support': 288}; '1.0': {'precision': 0.8080808080808081; 'recall': 0.9302325581395349; 'f1-score': 0.8648648648648648; 'support': 172}; 'accuracy': 0.8913043478260869; 'macro avg': {'precision': 0.8811396406816254; 'recall': 0.8991440568475453; 'f1-score': 0.886977886977887; 'support': 460}; 'weighted avg': {'precision': 0.899563172380962; 'recall': 0.8913043478260869; 'f1-score': 0.8925542142933449; 'support': 460}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.8787878787878788; 'f1-score': 0.9206349206349207; 'support': 33}; '1.0': {'precision': 0.8181818181818182; 'recall': 0.9473684210526315; 'f1-score': 0.8780487804878049; 'support': 19}; 'accuracy': 0.9038461538461539; 'macro avg': {'precision': 0.8924242424242425; 'recall': 0.9130781499202552; 'f1-score': 0.8993418505613628; 'support': 52}; 'weighted avg': {'precision': 0.9124125874125875; 'recall': 0.9038461538461539; 'f1-score': 0.9050746001965515; 'support': 52}}
l: 5,1,CNF,2,461,51,28,[16; 17],540,1.349793,0.803922,2,[X0 >= 17.068000 OR X5 >= 0.079530],{'0.0': {'precision': 0.943502824858757; 'recall': 0.5778546712802768; 'f1-score': 0.7167381974248925; 'support': 289}; '1.0': {'precision': 0.5704225352112676; 'recall': 0.9418604651162791; 'f1-score': 0.7105263157894737; 'support': 172}; 'accuracy': 0.7136659436008677; 'macro avg': {'precision': 0.7569626800350123; 'recall': 0.759857568198278; 'f1-score': 0.7136322566071831; 'support': 461}; 'weighted avg': {'precision': 0.8043058404349649; 'recall': 0.7136659436008677; 'f1-score': 0.7144205322593999; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.6875; 'f1-score': 0.8148148148148148; 'support': 32}; '1.0': {'precision': 0.6551724137931034; 'recall': 1.0; 'f1-score': 0.7916666666666666; 'support': 19}; 'accuracy': 0.803921568627451; 'macro avg': {'precision': 0.8275862068965517; 'recall': 0.84375; 'f1-score': 0.8032407407407407; 'support': 51}; 'weighted avg': {'precision': 0.8715348208248818; 'recall': 0.803921568627451; 'f1-score': 0.8061909949164852; 'support': 51}}
l: 5,1,CNF,3,461,51,28,[16; 17],540,1.341789,0.725490,3,[X1 >= 21.272000 OR X2 >= 98.200000 OR X5 >= 0.122420],{'0.0': {'precision': 0.9767441860465116; 'recall': 0.726643598615917; 'f1-score': 0.8333333333333334; 'support': 289}; '1.0': {'precision': 0.6788617886178862; 'recall': 0.9709302325581395; 'f1-score': 0.7990430622009569; 'support': 172}; 'accuracy': 0.8177874186550976; 'macro avg': {'precision': 0.8278029873321988; 'recall': 0.8487869155870282; 'f1-score': 0.8161881977671451; 'support': 461}; 'weighted avg': {'precision': 0.8656036820167424; 'recall': 0.8177874186550976; 'f1-score': 0.8205395662297135; 'support': 461}},{'0.0': {'precision': 0.95; 'recall': 0.59375; 'f1-score': 0.7307692307692308; 'support': 32}; '1.0': {'precision': 0.5806451612903226; 'recall': 0.9473684210526315; 'f1-score': 0.72; 'support': 19}; 'accuracy': 0.7254901960784313; 'macro avg': {'precision': 0.7653225806451613; 'recall': 0.7705592105263157; 'f1-score': 0.7253846153846154; 'support': 51}; 'weighted avg': {'precision': 0.8123972169512966; 'recall': 0.7254901960784313; 'f1-score': 0.7267571644042232; 'support': 51}}
l: 5,1,CNF,4,461,51,28,[16; 17],540,1.344192,0.843137,2,[X1 >= 19.968000 OR X27 >= 0.121800],{'0.0': {'precision': 0.9897959183673469; 'recall': 0.671280276816609; 'f1-score': 0.8; 'support': 289}; '1.0': {'precision': 0.6415094339622641; 'recall': 0.9883720930232558; 'f1-score': 0.7780320366132722; 'support': 172}; 'accuracy': 0.789587852494577; 'macro avg': {'precision': 0.8156526761648055; 'recall': 0.8298261849199324; 'f1-score': 0.7890160183066361; 'support': 461}; 'weighted avg': {'precision': 0.8598495510838887; 'recall': 0.789587852494577; 'f1-score': 0.7918037099728479; 'support': 461}},{'0.0': {'precision': 0.9615384615384616; 'recall': 0.78125; 'f1-score': 0.8620689655172413; 'support': 32}; '1.0': {'precision': 0.72; 'recall': 0.9473684210526315; 'f1-score': 0.8181818181818181; 'support': 19}; 'accuracy': 0.8431372549019608; 'macro avg': {'precision': 0.8407692307692307; 'recall': 0.8643092105263157; 'f1-score': 0.8401253918495297; 'support': 51}; 'weighted avg': {'precision': 0.8715535444947209; 'recall': 0.8431372549019608; 'f1-score': 0.8457188518040445; 'support': 51}}
l: 5,1,CNF,5,461,51,28,[16; 17],540,1.279604,0.745098,2,[X0 >= 13.370000 OR X5 >= 0.122420],{'0.0': {'precision': 0.9845360824742269; 'recall': 0.6608996539792388; 'f1-score': 0.7908902691511387; 'support': 289}; '1.0': {'precision': 0.6329588014981273; 'recall': 0.9825581395348837; 'f1-score': 0.7699316628701595; 'support': 172}; 'accuracy': 0.7809110629067245; 'macro avg': {'precision': 0.8087474419861771; 'recall': 0.8217288967570613; 'f1-score': 0.7804109660106491; 'support': 461}; 'weighted avg': {'precision': 0.8533619125655737; 'recall': 0.7809110629067245; 'f1-score': 0.7830705722306865; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.59375; 'f1-score': 0.7450980392156863; 'support': 32}; '1.0': {'precision': 0.59375; 'recall': 1.0; 'f1-score': 0.7450980392156863; 'support': 19}; 'accuracy': 0.7450980392156863; 'macro avg': {'precision': 0.796875; 'recall': 0.796875; 'f1-score': 0.7450980392156863; 'support': 51}; 'weighted avg': {'precision': 0.8486519607843137; 'recall': 0.7450980392156863; 'f1-score': 0.7450980392156863; 'support': 51}}
l: 5,1,CNF,6,461,51,28,[16; 17],540,1.360034,0.823529,2,[X0 >= 17.068000 OR X4 >= 0.114820],{'0.0': {'precision': 0.8272727272727273; 'recall': 0.9446366782006921; 'f1-score': 0.8820678513731827; 'support': 289}; '1.0': {'precision': 0.8778625954198473; 'recall': 0.6686046511627907; 'f1-score': 0.759075907590759; 'support': 172}; 'accuracy': 0.841648590021692; 'macro avg': {'precision': 0.8525676613462874; 'recall': 0.8066206646817413; 'f1-score': 0.8205718794819709; 'support': 461}; 'weighted avg': {'precision': 0.8461479058438871; 'recall': 0.841648590021692; 'f1-score': 0.8361793170335365; 'support': 461}},{'0.0': {'precision': 0.8285714285714286; 'recall': 0.90625; 'f1-score': 0.8656716417910447; 'support': 32}; '1.0': {'precision': 0.8125; 'recall': 0.6842105263157895; 'f1-score': 0.742857142857143; 'support': 19}; 'accuracy': 0.8235294117647058; 'macro avg': {'precision': 0.8205357142857144; 'recall': 0.7952302631578947; 'f1-score': 0.8042643923240939; 'support': 51}; 'weighted avg': {'precision': 0.8225840336134455; 'recall': 0.8235294117647058; 'f1-score': 0.8199172206195912; 'support': 51}}
l: 5,1,CNF,7,461,51,28,[16; 17],540,1.368253,0.862745,2,[X0 >= 15.056000 OR X20 >= 17.386000],{'0.0': {'precision': 0.9064516129032258; 'recall': 0.972318339100346; 'f1-score': 0.9382303839732888; 'support': 289}; '1.0': {'precision': 0.9470198675496688; 'recall': 0.8313953488372093; 'f1-score': 0.8854489164086689; 'support': 172}; 'accuracy': 0.9197396963123644; 'macro avg': {'precision': 0.9267357402264473; 'recall': 0.9018568439687777; 'f1-score': 0.9118396501909789; 'support': 461}; 'weighted avg': {'precision': 0.921587707912311; 'recall': 0.9197396963123644; 'f1-score': 0.9185375153808494; 'support': 461}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.9375; 'f1-score': 0.8955223880597014; 'support': 32}; '1.0': {'precision': 0.875; 'recall': 0.7368421052631579; 'f1-score': 0.7999999999999999; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.8660714285714286; 'recall': 0.837171052631579; 'f1-score': 0.8477611940298506; 'support': 51}; 'weighted avg': {'precision': 0.863795518207283; 'recall': 0.8627450980392157; 'f1-score': 0.8599356160374597; 'support': 51}}
l: 5,1,CNF,8,461,51,28,[16; 17],540,1.271880,0.843137,3,[X0 >= 15.056000 OR X12 >= 2.590800 OR X27 >= 0.150800],{'0.0': {'precision': 0.9700854700854701; 'recall': 0.7854671280276817; 'f1-score': 0.8680688336520077; 'support': 289}; '1.0': {'precision': 0.7268722466960352; 'recall': 0.9593023255813954; 'f1-score': 0.8270676691729324; 'support': 172}; 'accuracy': 0.8503253796095445; 'macro avg': {'precision': 0.8484788583907527; 'recall': 0.8723847268045386; 'f1-score': 0.84756825141247; 'support': 461}; 'weighted avg': {'precision': 0.87934214161913; 'recall': 0.8503253796095445; 'f1-score': 0.8527712191392073; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.75; 'f1-score': 0.8571428571428571; 'support': 32}; '1.0': {'precision': 0.7037037037037037; 'recall': 1.0; 'f1-score': 0.8260869565217391; 'support': 19}; 'accuracy': 0.8431372549019608; 'macro avg': {'precision': 0.8518518518518519; 'recall': 0.875; 'f1-score': 0.8416149068322981; 'support': 51}; 'weighted avg': {'precision': 0.8896151053013798; 'recall': 0.8431372549019608; 'f1-score': 0.8455730118134209; 'support': 51}}
l: 5,1,CNF,9,461,51,28,[16; 17],540,1.393329,0.862745,3,[X0 >= 15.056000 OR X1 >= 21.272000 OR X3 >= 700.660000],{'0.0': {'precision': 0.9311740890688259; 'recall': 0.7958477508650519; 'f1-score': 0.8582089552238806; 'support': 289}; '1.0': {'precision': 0.7242990654205608; 'recall': 0.9011627906976745; 'f1-score': 0.8031088082901555; 'support': 172}; 'accuracy': 0.8351409978308026; 'macro avg': {'precision': 0.8277365772446934; 'recall': 0.8485052707813632; 'f1-score': 0.8306588817570181; 'support': 461}; 'weighted avg': {'precision': 0.8539886138681716; 'recall': 0.8351409978308026; 'f1-score': 0.837650982832122; 'support': 461}},{'0.0': {'precision': 0.9629629629629629; 'recall': 0.8125; 'f1-score': 0.8813559322033898; 'support': 32}; '1.0': {'precision': 0.75; 'recall': 0.9473684210526315; 'f1-score': 0.8372093023255814; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.8564814814814814; 'recall': 0.8799342105263157; 'f1-score': 0.8592826172644856; 'support': 51}; 'weighted avg': {'precision': 0.8836238198983296; 'recall': 0.8627450980392157; 'f1-score': 0.864909148523422; 'support': 51}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 28}, (mean val acc cv) 0.825980 (+- 0.051860), (mean training time) 1.319553 (+- 0.052262)
l: 5,1,CNF,0,460,52,14,[32; 33],540,0.912463,0.769231,2,[X20 >= 20.294000 OR X25 >= 0.303960],{'0.0': {'precision': 0.9192982456140351; 'recall': 0.9065743944636678; 'f1-score': 0.9128919860627178; 'support': 289}; '1.0': {'precision': 0.8457142857142858; 'recall': 0.8654970760233918; 'f1-score': 0.8554913294797687; 'support': 171}; 'accuracy': 0.8913043478260869; 'macro avg': {'precision': 0.8825062656641605; 'recall': 0.8860357352435297; 'f1-score': 0.8841916577712432; 'support': 460}; 'weighted avg': {'precision': 0.8919442083469542; 'recall': 0.8913043478260869; 'f1-score': 0.8915539158981868; 'support': 460}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.78125; 'f1-score': 0.8064516129032259; 'support': 32}; '1.0': {'precision': 0.6818181818181818; 'recall': 0.75; 'f1-score': 0.7142857142857143; 'support': 20}; 'accuracy': 0.7692307692307693; 'macro avg': {'precision': 0.7575757575757576; 'recall': 0.765625; 'f1-score': 0.7603686635944701; 'support': 52}; 'weighted avg': {'precision': 0.7750582750582751; 'recall': 0.7692307692307693; 'f1-score': 0.7710031903580291; 'support': 52}}
l: 5,1,CNF,1,460,52,14,[32; 33],540,0.962785,0.865385,4,[X0 >= 17.068000 OR X2 >= 98.200000 OR X6 >= 0.149780 OR X22 >= 133.500000],{'0.0': {'precision': 0.9072847682119205; 'recall': 0.9513888888888888; 'f1-score': 0.9288135593220338; 'support': 288}; '1.0': {'precision': 0.9113924050632911; 'recall': 0.8372093023255814; 'f1-score': 0.8727272727272727; 'support': 172}; 'accuracy': 0.908695652173913; 'macro avg': {'precision': 0.9093385866376058; 'recall': 0.8942990956072352; 'f1-score': 0.9007704160246532; 'support': 460}; 'weighted avg': {'precision': 0.9088206672085198; 'recall': 0.908695652173913; 'f1-score': 0.9078421652039925; 'support': 460}},{'0.0': {'precision': 0.8823529411764706; 'recall': 0.9090909090909091; 'f1-score': 0.8955223880597014; 'support': 33}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.7894736842105263; 'f1-score': 0.8108108108108109; 'support': 19}; 'accuracy': 0.8653846153846154; 'macro avg': {'precision': 0.857843137254902; 'recall': 0.8492822966507176; 'f1-score': 0.8531665994352562; 'support': 52}; 'weighted avg': {'precision': 0.8644419306184012; 'recall': 0.8653846153846154; 'f1-score': 0.8645700809879914; 'support': 52}}
