lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,460,52,1,[460; 460],122,1.582953,0.903846,3,[X7 >= 0.079005 OR X22 >= 117.450000 OR X27 >= 0.175750],{'0.0': {'precision': 0.944078947368421; 'recall': 0.9930795847750865; 'f1-score': 0.9679595278246205; 'support': 289}; '1.0': {'precision': 0.9871794871794872; 'recall': 0.9005847953216374; 'f1-score': 0.9418960244648319; 'support': 171}; 'accuracy': 0.9586956521739131; 'macro avg': {'precision': 0.9656292172739541; 'recall': 0.9468321900483619; 'f1-score': 0.9549277761447261; 'support': 460}; 'weighted avg': {'precision': 0.9601011045590566; 'recall': 0.9586956521739131; 'f1-score': 0.9582707037495687; 'support': 460}},{'0.0': {'precision': 0.8648648648648649; 'recall': 1.0; 'f1-score': 0.927536231884058; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.75; 'f1-score': 0.8571428571428571; 'support': 20}; 'accuracy': 0.9038461538461539; 'macro avg': {'precision': 0.9324324324324325; 'recall': 0.875; 'f1-score': 0.8923395445134575; 'support': 52}; 'weighted avg': {'precision': 0.9168399168399168; 'recall': 0.9038461538461539; 'f1-score': 0.9004618569835962; 'support': 52}}
5,1,DNF,1,460,52,1,[460; 460],122,1.270416,0.942308,4,[X7 >= 0.051420 AND X10 >= 0.193650 AND X23 >= 696.050000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9528619528619529; 'recall': 0.9826388888888888; 'f1-score': 0.9675213675213674; 'support': 288}; '1.0': {'precision': 0.9693251533742331; 'recall': 0.9186046511627907; 'f1-score': 0.9432835820895521; 'support': 172}; 'accuracy': 0.9586956521739131; 'macro avg': {'precision': 0.961093553118093; 'recall': 0.9506217700258397; 'f1-score': 0.9554024748054597; 'support': 460}; 'weighted avg': {'precision': 0.9590177582708924; 'recall': 0.9586956521739131; 'f1-score': 0.9584585434033843; 'support': 460}},{'0.0': {'precision': 0.9166666666666666; 'recall': 1.0; 'f1-score': 0.9565217391304348; 'support': 33}; '1.0': {'precision': 1.0; 'recall': 0.8421052631578947; 'f1-score': 0.9142857142857143; 'support': 19}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9583333333333333; 'recall': 0.9210526315789473; 'f1-score': 0.9354037267080746; 'support': 52}; 'weighted avg': {'precision': 0.9471153846153846; 'recall': 0.9423076923076923; 'f1-score': 0.9410893454371715; 'support': 52}}
5,1,DNF,2,461,51,1,[461; 461],122,1.632001,1.000000,4,[X7 >= 0.051420 AND X10 >= 0.193650 AND X23 >= 696.050000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9435215946843853; 'recall': 0.9826989619377162; 'f1-score': 0.9627118644067797; 'support': 289}; '1.0': {'precision': 0.96875; 'recall': 0.9011627906976745; 'f1-score': 0.9337349397590361; 'support': 172}; 'accuracy': 0.9522776572668112; 'macro avg': {'precision': 0.9561357973421927; 'recall': 0.9419308763176953; 'f1-score': 0.9482234020829079; 'support': 461}; 'weighted avg': {'precision': 0.9529343619604933; 'recall': 0.9522776572668112; 'f1-score': 0.9519005172497039; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 19}; 'accuracy': 1.0; 'macro avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 51}; 'weighted avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 51}}
5,1,DNF,3,461,51,1,[461; 461],122,1.276361,0.901961,4,[X6 >= 0.069225 AND X23 >= 696.050000 AND X26 >= 0.216400 AND X27 >= 0.109550],{'0.0': {'precision': 0.962457337883959; 'recall': 0.9757785467128027; 'f1-score': 0.9690721649484536; 'support': 289}; '1.0': {'precision': 0.9583333333333334; 'recall': 0.936046511627907; 'f1-score': 0.9470588235294117; 'support': 172}; 'accuracy': 0.9609544468546638; 'macro avg': {'precision': 0.9603953356086462; 'recall': 0.9559125291703549; 'f1-score': 0.9580654942389326; 'support': 461}; 'weighted avg': {'precision': 0.9609186637349187; 'recall': 0.9609544468546638; 'f1-score': 0.9608589442888545; 'support': 461}},{'0.0': {'precision': 0.9354838709677419; 'recall': 0.90625; 'f1-score': 0.9206349206349206; 'support': 32}; '1.0': {'precision': 0.85; 'recall': 0.8947368421052632; 'f1-score': 0.8717948717948718; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.8927419354838709; 'recall': 0.9004934210526316; 'f1-score': 0.8962148962148961; 'support': 51}; 'weighted avg': {'precision': 0.9036369386464261; 'recall': 0.9019607843137255; 'f1-score': 0.9024396083219612; 'support': 51}}
5,1,DNF,4,461,51,1,[461; 461],122,1.433213,0.941176,4,[X7 >= 0.051420 AND X10 >= 0.193650 AND X23 >= 696.050000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9530201342281879; 'recall': 0.9826989619377162; 'f1-score': 0.9676320272572401; 'support': 289}; '1.0': {'precision': 0.9693251533742331; 'recall': 0.9186046511627907; 'f1-score': 0.9432835820895521; 'support': 172}; 'accuracy': 0.9587852494577006; 'macro avg': {'precision': 0.9611726438012105; 'recall': 0.9506518065502534; 'f1-score': 0.9554578046733961; 'support': 461}; 'weighted avg': {'precision': 0.9591035687035019; 'recall': 0.9587852494577006; 'f1-score': 0.9585475748302502; 'support': 461}},{'0.0': {'precision': 0.9142857142857143; 'recall': 1.0; 'f1-score': 0.955223880597015; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8421052631578947; 'f1-score': 0.9142857142857143; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9571428571428571; 'recall': 0.9210526315789473; 'f1-score': 0.9347547974413646; 'support': 51}; 'weighted avg': {'precision': 0.9462184873949578; 'recall': 0.9411764705882353; 'f1-score': 0.939972406873197; 'support': 51}}
5,1,DNF,5,461,51,1,[461; 461],122,1.490798,0.941176,4,[X7 >= 0.051420 AND X10 >= 0.193650 AND X20 >= 14.905000 AND X26 >= 0.216400],{'0.0': {'precision': 0.946843853820598; 'recall': 0.986159169550173; 'f1-score': 0.9661016949152543; 'support': 289}; '1.0': {'precision': 0.975; 'recall': 0.9069767441860465; 'f1-score': 0.9397590361445783; 'support': 172}; 'accuracy': 0.9566160520607375; 'macro avg': {'precision': 0.960921926910299; 'recall': 0.9465679568681098; 'f1-score': 0.9529303655299164; 'support': 461}; 'weighted avg': {'precision': 0.9573489669287479; 'recall': 0.9566160520607375; 'f1-score': 0.9562731974997309; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
5,1,DNF,6,461,51,1,[461; 461],122,1.356356,0.921569,5,[X6 >= 0.069225 AND X10 >= 0.193650 AND X22 >= 101.650000 AND X23 >= 696.050000 AND X27 >= 0.109550],{'0.0': {'precision': 0.9623287671232876; 'recall': 0.972318339100346; 'f1-score': 0.9672977624784854; 'support': 289}; '1.0': {'precision': 0.9526627218934911; 'recall': 0.936046511627907; 'f1-score': 0.9442815249266862; 'support': 172}; 'accuracy': 0.9587852494577006; 'macro avg': {'precision': 0.9574957445083894; 'recall': 0.9541824253641265; 'f1-score': 0.9557896437025858; 'support': 461}; 'weighted avg': {'precision': 0.9587223467772464; 'recall': 0.9587852494577006; 'f1-score': 0.9587103593138229; 'support': 461}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9161184210526316; 'recall': 0.9161184210526316; 'f1-score': 0.9161184210526316; 'support': 51}; 'weighted avg': {'precision': 0.9215686274509803; 'recall': 0.9215686274509803; 'f1-score': 0.9215686274509803; 'support': 51}}
5,1,DNF,7,461,51,1,[461; 461],122,1.235962,0.921569,5,[X7 >= 0.051420 AND X10 >= 0.193650 AND X23 >= 696.050000 AND X26 >= 0.216400 AND X27 >= 0.109550],{'0.0': {'precision': 0.9501661129568106; 'recall': 0.9896193771626297; 'f1-score': 0.9694915254237289; 'support': 289}; '1.0': {'precision': 0.98125; 'recall': 0.9127906976744186; 'f1-score': 0.9457831325301204; 'support': 172}; 'accuracy': 0.9609544468546638; 'macro avg': {'precision': 0.9657080564784053; 'recall': 0.9512050374185241; 'f1-score': 0.9576373289769247; 'support': 461}; 'weighted avg': {'precision': 0.9617635718970027; 'recall': 0.9609544468546638; 'f1-score': 0.9606458777497577; 'support': 461}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.8421052631578947; 'f1-score': 0.8888888888888888; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9264705882352942; 'recall': 0.9054276315789473; 'f1-score': 0.9141414141414141; 'support': 51}; 'weighted avg': {'precision': 0.9227220299884661; 'recall': 0.9215686274509803; 'f1-score': 0.9205783323430382; 'support': 51}}
5,1,DNF,8,461,51,1,[461; 461],122,1.364223,0.941176,4,[X7 >= 0.051420 AND X13 >= 18.515000 AND X23 >= 696.050000 AND X27 >= 0.109550],{'0.0': {'precision': 0.9466666666666667; 'recall': 0.9826989619377162; 'f1-score': 0.964346349745331; 'support': 289}; '1.0': {'precision': 0.968944099378882; 'recall': 0.9069767441860465; 'f1-score': 0.936936936936937; 'support': 172}; 'accuracy': 0.9544468546637744; 'macro avg': {'precision': 0.9578053830227744; 'recall': 0.9448378530618813; 'f1-score': 0.950641643341134; 'support': 461}; 'weighted avg': {'precision': 0.9549784203033284; 'recall': 0.9544468546637744; 'f1-score': 0.954119844315735; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
5,1,DNF,9,461,51,1,[461; 461],122,1.181921,0.941176,4,[X7 >= 0.051420 AND X10 >= 0.193650 AND X23 >= 696.050000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9470198675496688; 'recall': 0.9896193771626297; 'f1-score': 0.9678510998307953; 'support': 289}; '1.0': {'precision': 0.9811320754716981; 'recall': 0.9069767441860465; 'f1-score': 0.9425981873111782; 'support': 172}; 'accuracy': 0.9587852494577006; 'macro avg': {'precision': 0.9640759715106835; 'recall': 0.9482980606743381; 'f1-score': 0.9552246435709868; 'support': 461}; 'weighted avg': {'precision': 0.9597471989218793; 'recall': 0.9587852494577006; 'f1-score': 0.9584291888690292; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
5,2,CNF,0,460,52,1,[460; 460],122,22.383629,0.923077,7,[X21 >= 29.295000 OR X22 >= 117.450000 OR X27 >= 0.175750 OR X28 >= 0.357100] AND [X7 >= 0.051420 OR X20 >= 16.795000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9795918367346939; 'recall': 0.9965397923875432; 'f1-score': 0.9879931389365352; 'support': 289}; '1.0': {'precision': 0.9939759036144579; 'recall': 0.9649122807017544; 'f1-score': 0.9792284866468842; 'support': 171}; 'accuracy': 0.9847826086956522; 'macro avg': {'precision': 0.9867838701745759; 'recall': 0.9807260365446488; 'f1-score': 0.9836108127917097; 'support': 460}; 'weighted avg': {'precision': 0.984938957248693; 'recall': 0.9847826086956522; 'f1-score': 0.9847349747158171; 'support': 460}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.85; 'f1-score': 0.8947368421052632; 'support': 20}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9281045751633987; 'recall': 0.909375; 'f1-score': 0.9170653907496014; 'support': 52}; 'weighted avg': {'precision': 0.924333836098542; 'recall': 0.9230769230769231; 'f1-score': 0.9222181327444485; 'support': 52}}
5,2,CNF,1,460,52,1,[460; 460],122,28.802040,0.961538,6,[X21 >= 29.295000 OR X22 >= 117.450000 OR X27 >= 0.175750 OR X28 >= 0.357100] AND [X7 >= 0.051420 OR X20 >= 16.795000],{'0.0': {'precision': 0.9728813559322034; 'recall': 0.9965277777777778; 'f1-score': 0.9845626072041167; 'support': 288}; '1.0': {'precision': 0.9939393939393939; 'recall': 0.9534883720930233; 'f1-score': 0.973293768545994; 'support': 172}; 'accuracy': 0.9804347826086957; 'macro avg': {'precision': 0.9834103749357986; 'recall': 0.9750080749354005; 'f1-score': 0.9789281878750553; 'support': 460}; 'weighted avg': {'precision': 0.9807552310131529; 'recall': 0.9804347826086957; 'f1-score': 0.9803490414449925; 'support': 460}},{'0.0': {'precision': 0.9428571428571428; 'recall': 1.0; 'f1-score': 0.9705882352941176; 'support': 33}; '1.0': {'precision': 1.0; 'recall': 0.8947368421052632; 'f1-score': 0.9444444444444444; 'support': 19}; 'accuracy': 0.9615384615384616; 'macro avg': {'precision': 0.9714285714285714; 'recall': 0.9473684210526316; 'f1-score': 0.957516339869281; 'support': 52}; 'weighted avg': {'precision': 0.9637362637362638; 'recall': 0.9615384615384616; 'f1-score': 0.961035696329814; 'support': 52}}
