lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,460,52,1,[460; 460],122,1.540892,0.903846,3,[X2 >= 98.755000 OR X20 >= 16.795000 OR X27 >= 0.175750],{'0.0': {'precision': 0.958904109589041; 'recall': 0.9688581314878892; 'f1-score': 0.9638554216867469; 'support': 289}; '1.0': {'precision': 0.9464285714285714; 'recall': 0.9298245614035088; 'f1-score': 0.9380530973451328; 'support': 171}; 'accuracy': 0.9543478260869566; 'macro avg': {'precision': 0.9526663405088063; 'recall': 0.949341346445699; 'f1-score': 0.9509542595159398; 'support': 460}; 'weighted avg': {'precision': 0.9542664638815621; 'recall': 0.9543478260869566; 'f1-score': 0.954263688072799; 'support': 460}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9375; 'f1-score': 0.923076923076923; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.85; 'f1-score': 0.8717948717948718; 'support': 20}; 'accuracy': 0.9038461538461539; 'macro avg': {'precision': 0.9019138755980861; 'recall': 0.89375; 'f1-score': 0.8974358974358974; 'support': 52}; 'weighted avg': {'precision': 0.9035701140964298; 'recall': 0.9038461538461539; 'f1-score': 0.9033530571992111; 'support': 52}}
5,1,DNF,1,460,52,1,[460; 460],122,3.735245,0.980769,4,[X7 >= 0.051420 AND X13 >= 18.515000 AND X20 >= 14.905000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9368770764119602; 'recall': 0.9791666666666666; 'f1-score': 0.9575551782682513; 'support': 288}; '1.0': {'precision': 0.9622641509433962; 'recall': 0.8895348837209303; 'f1-score': 0.9244712990936556; 'support': 172}; 'accuracy': 0.9456521739130435; 'macro avg': {'precision': 0.9495706136776783; 'recall': 0.9343507751937985; 'f1-score': 0.9410132386809534; 'support': 460}; 'weighted avg': {'precision': 0.9463696347150188; 'recall': 0.9456521739130435; 'f1-score': 0.9451846843160111; 'support': 460}},{'0.0': {'precision': 0.9705882352941176; 'recall': 1.0; 'f1-score': 0.9850746268656716; 'support': 33}; '1.0': {'precision': 1.0; 'recall': 0.9473684210526315; 'f1-score': 0.972972972972973; 'support': 19}; 'accuracy': 0.9807692307692307; 'macro avg': {'precision': 0.9852941176470589; 'recall': 0.9736842105263157; 'f1-score': 0.9790237999193223; 'support': 52}; 'weighted avg': {'precision': 0.9813348416289593; 'recall': 0.9807692307692307; 'f1-score': 0.9806528687125702; 'support': 52}}
5,1,DNF,2,461,51,1,[461; 461],122,1.678400,0.921569,5,[X6 >= 0.069225 AND X13 >= 18.515000 AND X20 >= 14.905000 AND X26 >= 0.216400 AND X27 >= 0.109550],{'0.0': {'precision': 0.9494949494949495; 'recall': 0.9757785467128027; 'f1-score': 0.962457337883959; 'support': 289}; '1.0': {'precision': 0.9573170731707317; 'recall': 0.9127906976744186; 'f1-score': 0.9345238095238094; 'support': 172}; 'accuracy': 0.9522776572668112; 'macro avg': {'precision': 0.9534060113328406; 'recall': 0.9442846221936106; 'f1-score': 0.9484905737038842; 'support': 461}; 'weighted avg': {'precision': 0.9524133991093411; 'recall': 0.9522776572668112; 'f1-score': 0.9520352839187838; 'support': 461}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.8421052631578947; 'f1-score': 0.8888888888888888; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9264705882352942; 'recall': 0.9054276315789473; 'f1-score': 0.9141414141414141; 'support': 51}; 'weighted avg': {'precision': 0.9227220299884661; 'recall': 0.9215686274509803; 'f1-score': 0.9205783323430382; 'support': 51}}
5,1,DNF,3,461,51,1,[461; 461],122,2.873742,0.960784,4,[X7 >= 0.051420 AND X13 >= 18.515000 AND X23 >= 696.050000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9370860927152318; 'recall': 0.9792387543252595; 'f1-score': 0.9576988155668358; 'support': 289}; '1.0': {'precision': 0.9622641509433962; 'recall': 0.8895348837209303; 'f1-score': 0.9244712990936556; 'support': 172}; 'accuracy': 0.9457700650759219; 'macro avg': {'precision': 0.949675121829314; 'recall': 0.9343868190230948; 'f1-score': 0.9410850573302456; 'support': 461}; 'weighted avg': {'precision': 0.9464800753947205; 'recall': 0.9457700650759219; 'f1-score': 0.9453015643013543; 'support': 461}},{'0.0': {'precision': 0.9411764705882353; 'recall': 1.0; 'f1-score': 0.9696969696969697; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8947368421052632; 'f1-score': 0.9444444444444444; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9705882352941176; 'recall': 0.9473684210526316; 'f1-score': 0.9570707070707071; 'support': 51}; 'weighted avg': {'precision': 0.9630911188004614; 'recall': 0.9607843137254902; 'f1-score': 0.960289166171519; 'support': 51}}
5,1,DNF,4,461,51,1,[461; 461],122,1.489139,0.901961,4,[X7 >= 0.051420 AND X13 >= 18.515000 AND X20 >= 14.905000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9437086092715232; 'recall': 0.986159169550173; 'f1-score': 0.9644670050761421; 'support': 289}; '1.0': {'precision': 0.9748427672955975; 'recall': 0.9011627906976745; 'f1-score': 0.9365558912386707; 'support': 172}; 'accuracy': 0.9544468546637744; 'macro avg': {'precision': 0.9592756882835604; 'recall': 0.9436609801239237; 'f1-score': 0.9505114481574064; 'support': 461}; 'weighted avg': {'precision': 0.9553248244128265; 'recall': 0.9544468546637744; 'f1-score': 0.9540533140131375; 'support': 461}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9375; 'f1-score': 0.923076923076923; 'support': 32}; '1.0': {'precision': 0.8888888888888888; 'recall': 0.8421052631578947; 'f1-score': 0.8648648648648649; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.898989898989899; 'recall': 0.8898026315789473; 'f1-score': 0.8939708939708939; 'support': 51}; 'weighted avg': {'precision': 0.9015646662705487; 'recall': 0.9019607843137255; 'f1-score': 0.901390077860666; 'support': 51}}
5,1,DNF,5,461,51,1,[461; 461],122,3.294497,0.980392,4,[X7 >= 0.051420 AND X13 >= 18.515000 AND X20 >= 14.905000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9370860927152318; 'recall': 0.9792387543252595; 'f1-score': 0.9576988155668358; 'support': 289}; '1.0': {'precision': 0.9622641509433962; 'recall': 0.8895348837209303; 'f1-score': 0.9244712990936556; 'support': 172}; 'accuracy': 0.9457700650759219; 'macro avg': {'precision': 0.949675121829314; 'recall': 0.9343868190230948; 'f1-score': 0.9410850573302456; 'support': 461}; 'weighted avg': {'precision': 0.9464800753947205; 'recall': 0.9457700650759219; 'f1-score': 0.9453015643013543; 'support': 461}},{'0.0': {'precision': 0.9696969696969697; 'recall': 1.0; 'f1-score': 0.9846153846153847; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.9473684210526315; 'f1-score': 0.972972972972973; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.9848484848484849; 'recall': 0.9736842105263157; 'f1-score': 0.9787941787941788; 'support': 51}; 'weighted avg': {'precision': 0.9809863339275104; 'recall': 0.9803921568627451; 'f1-score': 0.9802780155721332; 'support': 51}}
5,1,DNF,6,461,51,1,[461; 461],122,1.830223,0.901961,4,[X13 >= 18.515000 AND X22 >= 101.650000 AND X26 >= 0.216400 AND X27 >= 0.109550],{'0.0': {'precision': 0.9523809523809523; 'recall': 0.9688581314878892; 'f1-score': 0.9605488850771869; 'support': 289}; '1.0': {'precision': 0.9461077844311377; 'recall': 0.9186046511627907; 'f1-score': 0.9321533923303835; 'support': 172}; 'accuracy': 0.9501084598698482; 'macro avg': {'precision': 0.949244368406045; 'recall': 0.94373139132534; 'f1-score': 0.9463511387037853; 'support': 461}; 'weighted avg': {'precision': 0.9500404211719109; 'recall': 0.9501084598698482; 'f1-score': 0.9499544712974685; 'support': 461}},{'0.0': {'precision': 0.9354838709677419; 'recall': 0.90625; 'f1-score': 0.9206349206349206; 'support': 32}; '1.0': {'precision': 0.85; 'recall': 0.8947368421052632; 'f1-score': 0.8717948717948718; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.8927419354838709; 'recall': 0.9004934210526316; 'f1-score': 0.8962148962148961; 'support': 51}; 'weighted avg': {'precision': 0.9036369386464261; 'recall': 0.9019607843137255; 'f1-score': 0.9024396083219612; 'support': 51}}
5,1,DNF,7,461,51,1,[461; 461],122,1.310351,0.843137,3,[X7 >= 0.051420 AND X20 >= 14.905000 AND X26 >= 0.216400],{'0.0': {'precision': 0.946843853820598; 'recall': 0.986159169550173; 'f1-score': 0.9661016949152543; 'support': 289}; '1.0': {'precision': 0.975; 'recall': 0.9069767441860465; 'f1-score': 0.9397590361445783; 'support': 172}; 'accuracy': 0.9566160520607375; 'macro avg': {'precision': 0.960921926910299; 'recall': 0.9465679568681098; 'f1-score': 0.9529303655299164; 'support': 461}; 'weighted avg': {'precision': 0.9573489669287479; 'recall': 0.9566160520607375; 'f1-score': 0.9562731974997309; 'support': 461}},{'0.0': {'precision': 0.875; 'recall': 0.875; 'f1-score': 0.875; 'support': 32}; '1.0': {'precision': 0.7894736842105263; 'recall': 0.7894736842105263; 'f1-score': 0.7894736842105263; 'support': 19}; 'accuracy': 0.8431372549019608; 'macro avg': {'precision': 0.8322368421052632; 'recall': 0.8322368421052632; 'f1-score': 0.8322368421052632; 'support': 51}; 'weighted avg': {'precision': 0.8431372549019608; 'recall': 0.8431372549019608; 'f1-score': 0.8431372549019608; 'support': 51}}
5,1,DNF,8,461,51,1,[461; 461],122,2.467221,0.980392,4,[X7 >= 0.051420 AND X13 >= 18.515000 AND X20 >= 14.905000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9370860927152318; 'recall': 0.9792387543252595; 'f1-score': 0.9576988155668358; 'support': 289}; '1.0': {'precision': 0.9622641509433962; 'recall': 0.8895348837209303; 'f1-score': 0.9244712990936556; 'support': 172}; 'accuracy': 0.9457700650759219; 'macro avg': {'precision': 0.949675121829314; 'recall': 0.9343868190230948; 'f1-score': 0.9410850573302456; 'support': 461}; 'weighted avg': {'precision': 0.9464800753947205; 'recall': 0.9457700650759219; 'f1-score': 0.9453015643013543; 'support': 461}},{'0.0': {'precision': 0.9696969696969697; 'recall': 1.0; 'f1-score': 0.9846153846153847; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.9473684210526315; 'f1-score': 0.972972972972973; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.9848484848484849; 'recall': 0.9736842105263157; 'f1-score': 0.9787941787941788; 'support': 51}; 'weighted avg': {'precision': 0.9809863339275104; 'recall': 0.9803921568627451; 'f1-score': 0.9802780155721332; 'support': 51}}
5,1,DNF,9,461,51,1,[461; 461],122,1.956188,0.941176,5,[X6 >= 0.069225 AND X13 >= 18.515000 AND X20 >= 14.905000 AND X26 >= 0.216400 AND X27 >= 0.109550],{'0.0': {'precision': 0.9433333333333334; 'recall': 0.9792387543252595; 'f1-score': 0.9609507640067911; 'support': 289}; '1.0': {'precision': 0.9627329192546584; 'recall': 0.9011627906976745; 'f1-score': 0.930930930930931; 'support': 172}; 'accuracy': 0.9501084598698482; 'macro avg': {'precision': 0.953033126293996; 'recall': 0.9402007725114669; 'f1-score': 0.9459408474688611; 'support': 461}; 'weighted avg': {'precision': 0.9505713567139578; 'recall': 0.9501084598698482; 'f1-score': 0.9497503056791383; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
5,2,CNF,0,460,52,1,[460; 460],122,78.705935,0.942308,6,[X20 >= 16.795000 OR X27 >= 0.142350] AND [X13 >= 31.285000 OR X21 >= 29.295000 OR X22 >= 117.450000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9694915254237289; 'recall': 0.9896193771626297; 'f1-score': 0.9794520547945207; 'support': 289}; '1.0': {'precision': 0.9818181818181818; 'recall': 0.9473684210526315; 'f1-score': 0.9642857142857142; 'support': 171}; 'accuracy': 0.9739130434782609; 'macro avg': {'precision': 0.9756548536209553; 'recall': 0.9684938991076306; 'f1-score': 0.9718688845401174; 'support': 460}; 'weighted avg': {'precision': 0.9740738259529711; 'recall': 0.9739130434782609; 'f1-score': 0.9738141325618991; 'support': 460}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9; 'f1-score': 0.9230769230769231; 'support': 20}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9433811802232854; 'recall': 0.934375; 'f1-score': 0.9384615384615385; 'support': 52}; 'weighted avg': {'precision': 0.9424610477242056; 'recall': 0.9423076923076923; 'f1-score': 0.9420118343195267; 'support': 52}}
