lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,460,52,57,[8; 9],122,1.179993,0.923077,2,[X13 >= 31.285000 OR X22 >= 117.450000],{'0.0': {'precision': 0.9187279151943463; 'recall': 0.8996539792387543; 'f1-score': 0.9090909090909092; 'support': 289}; '1.0': {'precision': 0.8361581920903954; 'recall': 0.8654970760233918; 'f1-score': 0.8505747126436781; 'support': 171}; 'accuracy': 0.8869565217391304; 'macro avg': {'precision': 0.8774430536423709; 'recall': 0.882575527631073; 'f1-score': 0.8798328108672937; 'support': 460}; 'weighted avg': {'precision': 0.8880335181274429; 'recall': 0.8869565217391304; 'f1-score': 0.8873381491072646; 'support': 460}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9; 'f1-score': 0.9; 'support': 20}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.91875; 'recall': 0.91875; 'f1-score': 0.91875; 'support': 52}; 'weighted avg': {'precision': 0.9230769230769231; 'recall': 0.9230769230769231; 'f1-score': 0.9230769230769231; 'support': 52}}
5,1,CNF,1,460,52,28,[16; 17],122,0.759865,0.942308,2,[X0 >= 15.045000 OR X20 >= 16.795000],{'0.0': {'precision': 0.9022801302931596; 'recall': 0.9618055555555556; 'f1-score': 0.9310924369747899; 'support': 288}; '1.0': {'precision': 0.9281045751633987; 'recall': 0.8255813953488372; 'f1-score': 0.8738461538461538; 'support': 172}; 'accuracy': 0.9108695652173913; 'macro avg': {'precision': 0.9151923527282791; 'recall': 0.8936934754521964; 'f1-score': 0.9024692954104718; 'support': 460}; 'weighted avg': {'precision': 0.9119362270707274; 'recall': 0.9108695652173913; 'f1-score': 0.9096873050223433; 'support': 460}},{'0.0': {'precision': 0.9411764705882353; 'recall': 0.9696969696969697; 'f1-score': 0.955223880597015; 'support': 33}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9428104575163399; 'recall': 0.9322169059011165; 'f1-score': 0.9370713997579669; 'support': 52}; 'weighted avg': {'precision': 0.9423705379587732; 'recall': 0.9423076923076923; 'f1-score': 0.9419586061377105; 'support': 52}}
5,1,CNF,2,461,51,28,[16; 17],122,0.773263,0.823529,2,[X5 >= 0.155250 OR X6 >= 0.119200],{'0.0': {'precision': 0.8378378378378378; 'recall': 0.9653979238754326; 'f1-score': 0.8971061093247589; 'support': 289}; '1.0': {'precision': 0.921875; 'recall': 0.686046511627907; 'f1-score': 0.7866666666666667; 'support': 172}; 'accuracy': 0.8611713665943601; 'macro avg': {'precision': 0.8798564189189189; 'recall': 0.8257222177516698; 'f1-score': 0.8418863879957128; 'support': 461}; 'weighted avg': {'precision': 0.8691922671044146; 'recall': 0.8611713665943601; 'f1-score': 0.8559009376605683; 'support': 461}},{'0.0': {'precision': 0.8108108108108109; 'recall': 0.9375; 'f1-score': 0.8695652173913043; 'support': 32}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.631578947368421; 'f1-score': 0.7272727272727273; 'support': 19}; 'accuracy': 0.8235294117647058; 'macro avg': {'precision': 0.833976833976834; 'recall': 0.7845394736842105; 'f1-score': 0.7984189723320159; 'support': 51}; 'weighted avg': {'precision': 0.8280717692482398; 'recall': 0.8235294117647058; 'f1-score': 0.8165542897000697; 'support': 51}}
5,1,CNF,3,461,51,28,[16; 17],122,0.845878,0.862745,4,[X3 >= 883.250000 OR X7 >= 0.079005 OR X21 >= 29.295000 OR X25 >= 0.367250],{'0.0': {'precision': 0.953307392996109; 'recall': 0.8477508650519031; 'f1-score': 0.8974358974358975; 'support': 289}; '1.0': {'precision': 0.7843137254901961; 'recall': 0.9302325581395349; 'f1-score': 0.851063829787234; 'support': 172}; 'accuracy': 0.8785249457700651; 'macro avg': {'precision': 0.8688105592431525; 'recall': 0.888991711595719; 'f1-score': 0.8742498636115658; 'support': 461}; 'weighted avg': {'precision': 0.8902555257270915; 'recall': 0.8785249457700651; 'f1-score': 0.8801343884650294; 'support': 461}},{'0.0': {'precision': 0.9629629629629629; 'recall': 0.8125; 'f1-score': 0.8813559322033898; 'support': 32}; '1.0': {'precision': 0.75; 'recall': 0.9473684210526315; 'f1-score': 0.8372093023255814; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.8564814814814814; 'recall': 0.8799342105263157; 'f1-score': 0.8592826172644856; 'support': 51}; 'weighted avg': {'precision': 0.8836238198983296; 'recall': 0.8627450980392157; 'f1-score': 0.864909148523422; 'support': 51}}
5,1,CNF,4,461,51,28,[16; 17],122,0.750595,0.941176,1,[X7 >= 0.051420],{'0.0': {'precision': 0.9401408450704225; 'recall': 0.9238754325259516; 'f1-score': 0.9319371727748691; 'support': 289}; '1.0': {'precision': 0.8757062146892656; 'recall': 0.9011627906976745; 'f1-score': 0.8882521489971347; 'support': 172}; 'accuracy': 0.9154013015184381; 'macro avg': {'precision': 0.907923529879844; 'recall': 0.912519111611813; 'f1-score': 0.9100946608860019; 'support': 461}; 'weighted avg': {'precision': 0.9161001586809236; 'recall': 0.9154013015184381; 'f1-score': 0.9156382051181005; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
5,1,CNF,5,461,51,28,[16; 17],122,0.785930,0.960784,2,[X3 >= 883.250000 OR X22 >= 101.650000],{'0.0': {'precision': 0.9725490196078431; 'recall': 0.8581314878892734; 'f1-score': 0.911764705882353; 'support': 289}; '1.0': {'precision': 0.8009708737864077; 'recall': 0.9593023255813954; 'f1-score': 0.873015873015873; 'support': 172}; 'accuracy': 0.89587852494577; 'macro avg': {'precision': 0.8867599466971254; 'recall': 0.9087169067353345; 'f1-score': 0.892390289449113; 'support': 461}; 'weighted avg': {'precision': 0.908532878433685; 'recall': 0.89587852494577; 'f1-score': 0.8973074406913886; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
5,1,CNF,6,461,51,28,[16; 17],122,0.837463,0.686275,2,[X1 >= 18.635000 OR X22 >= 105.950000],{'0.0': {'precision': 0.978494623655914; 'recall': 0.629757785467128; 'f1-score': 0.7663157894736843; 'support': 289}; '1.0': {'precision': 0.610909090909091; 'recall': 0.9767441860465116; 'f1-score': 0.7516778523489933; 'support': 172}; 'accuracy': 0.7592190889370932; 'macro avg': {'precision': 0.7947018572825024; 'recall': 0.8032509857568197; 'f1-score': 0.7589968209113388; 'support': 461}; 'weighted avg': {'precision': 0.8413477437590516; 'recall': 0.7592190889370932; 'f1-score': 0.7608543465551445; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.5; 'f1-score': 0.6666666666666666; 'support': 32}; '1.0': {'precision': 0.5428571428571428; 'recall': 1.0; 'f1-score': 0.7037037037037037; 'support': 19}; 'accuracy': 0.6862745098039216; 'macro avg': {'precision': 0.7714285714285714; 'recall': 0.75; 'f1-score': 0.6851851851851851; 'support': 51}; 'weighted avg': {'precision': 0.8296918767507003; 'recall': 0.6862745098039216; 'f1-score': 0.6804647785039941; 'support': 51}}
5,1,CNF,7,461,51,28,[16; 17],122,0.787631,0.901961,1,[X27 >= 0.142350],{'0.0': {'precision': 0.9093851132686084; 'recall': 0.972318339100346; 'f1-score': 0.939799331103679; 'support': 289}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.8372093023255814; 'f1-score': 0.8888888888888888; 'support': 172}; 'accuracy': 0.9219088937093276; 'macro avg': {'precision': 0.92837676716062; 'recall': 0.9047638207129638; 'f1-score': 0.9143441099962839; 'support': 461}; 'weighted avg': {'precision': 0.9235567595567905; 'recall': 0.9219088937093276; 'f1-score': 0.920804545722022; 'support': 461}},{'0.0': {'precision': 0.8857142857142857; 'recall': 0.96875; 'f1-score': 0.9253731343283582; 'support': 32}; '1.0': {'precision': 0.9375; 'recall': 0.7894736842105263; 'f1-score': 0.8571428571428572; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.9116071428571428; 'recall': 0.8791118421052632; 'f1-score': 0.8912579957356077; 'support': 51}; 'weighted avg': {'precision': 0.9050070028011205; 'recall': 0.9019607843137255; 'f1-score': 0.8999540114553285; 'support': 51}}
5,1,CNF,8,461,51,28,[16; 17],122,0.788551,0.921569,2,[X2 >= 98.755000 OR X25 >= 0.367250],{'0.0': {'precision': 0.9285714285714286; 'recall': 0.9446366782006921; 'f1-score': 0.9365351629502574; 'support': 289}; '1.0': {'precision': 0.9041916167664671; 'recall': 0.877906976744186; 'f1-score': 0.8908554572271388; 'support': 172}; 'accuracy': 0.9197396963123644; 'macro avg': {'precision': 0.9163815226689478; 'recall': 0.9112718274724391; 'f1-score': 0.9136953100886981; 'support': 461}; 'weighted avg': {'precision': 0.9194752731908357; 'recall': 0.9197396963123644; 'f1-score': 0.919491975565493; 'support': 461}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.90625; 'f1-score': 0.9354838709677419; 'support': 32}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9119047619047619; 'recall': 0.9268092105263157; 'f1-score': 0.917741935483871; 'support': 51}; 'weighted avg': {'precision': 0.9258636788048552; 'recall': 0.9215686274509803; 'f1-score': 0.9222643896268184; 'support': 51}}
5,1,CNF,9,461,51,28,[16; 17],122,0.812394,0.882353,2,[X2 >= 98.755000 OR X22 >= 101.650000],{'0.0': {'precision': 0.9693486590038314; 'recall': 0.8754325259515571; 'f1-score': 0.9199999999999999; 'support': 289}; '1.0': {'precision': 0.82; 'recall': 0.9534883720930233; 'f1-score': 0.8817204301075269; 'support': 172}; 'accuracy': 0.9045553145336226; 'macro avg': {'precision': 0.8946743295019157; 'recall': 0.9144604490222902; 'f1-score': 0.9008602150537635; 'support': 461}; 'weighted avg': {'precision': 0.9136263827594517; 'recall': 0.9045553145336226; 'f1-score': 0.9057178177407692; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.8125; 'f1-score': 0.896551724137931; 'support': 32}; '1.0': {'precision': 0.76; 'recall': 1.0; 'f1-score': 0.8636363636363636; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.88; 'recall': 0.90625; 'f1-score': 0.8800940438871474; 'support': 51}; 'weighted avg': {'precision': 0.9105882352941176; 'recall': 0.8823529411764706; 'f1-score': 0.8842891388530333; 'support': 51}}
5,1,CNF,0,460,52,14,[32; 33],122,0.541856,0.942308,3,[X6 >= 0.119200 OR X10 >= 0.547850 OR X22 >= 117.450000],{'0.0': {'precision': 0.9259259259259259; 'recall': 0.9515570934256056; 'f1-score': 0.938566552901024; 'support': 289}; '1.0': {'precision': 0.9141104294478528; 'recall': 0.8713450292397661; 'f1-score': 0.8922155688622756; 'support': 171}; 'accuracy': 0.9217391304347826; 'macro avg': {'precision': 0.9200181776868894; 'recall': 0.9114510613326858; 'f1-score': 0.9153910608816498; 'support': 460}; 'weighted avg': {'precision': 0.9215336435395118; 'recall': 0.9217391304347826; 'f1-score': 0.9213360783996631; 'support': 460}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9; 'f1-score': 0.9230769230769231; 'support': 20}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9433811802232854; 'recall': 0.934375; 'f1-score': 0.9384615384615385; 'support': 52}; 'weighted avg': {'precision': 0.9424610477242056; 'recall': 0.9423076923076923; 'f1-score': 0.9420118343195267; 'support': 52}}
5,1,CNF,1,460,52,14,[32; 33],122,0.413988,0.942308,3,[X20 >= 16.795000 OR X22 >= 117.450000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9425675675675675; 'recall': 0.96875; 'f1-score': 0.9554794520547945; 'support': 288}; '1.0': {'precision': 0.9451219512195121; 'recall': 0.9011627906976745; 'f1-score': 0.9226190476190477; 'support': 172}; 'accuracy': 0.9434782608695652; 'macro avg': {'precision': 0.9438447593935398; 'recall': 0.9349563953488372; 'f1-score': 0.9390492498369211; 'support': 460}; 'weighted avg': {'precision': 0.9435226849330773; 'recall': 0.9434782608695652; 'f1-score': 0.9431925182222978; 'support': 460}},{'0.0': {'precision': 0.9411764705882353; 'recall': 0.9696969696969697; 'f1-score': 0.955223880597015; 'support': 33}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9428104575163399; 'recall': 0.9322169059011165; 'f1-score': 0.9370713997579669; 'support': 52}; 'weighted avg': {'precision': 0.9423705379587732; 'recall': 0.9423076923076923; 'f1-score': 0.9419586061377105; 'support': 52}}
