l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],14,0.854283,0.377358,2,[X5 >= 61.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.6124567474048442; 'recall': 0.5299401197604791; 'f1-score': 0.5682182985553772; 'support': 334}; '1.0': {'precision': 0.12290502793296089; 'recall': 0.16417910447761194; 'f1-score': 0.14057507987220444; 'support': 134}; 'accuracy': 0.4252136752136752; 'macro avg': {'precision': 0.36768088766890256; 'recall': 0.3470596121190455; 'f1-score': 0.3543966892137908; 'support': 468}; 'weighted avg': {'precision': 0.4722859559321255; 'recall': 0.4252136752136752; 'f1-score': 0.4457734453426739; 'support': 468}},{'0.0': {'precision': 0.5757575757575758; 'recall': 0.5; 'f1-score': 0.5352112676056339; 'support': 38}; '1.0': {'precision': 0.05; 'recall': 0.06666666666666667; 'f1-score': 0.05714285714285715; 'support': 15}; 'accuracy': 0.37735849056603776; 'macro avg': {'precision': 0.3128787878787879; 'recall': 0.2833333333333333; 'f1-score': 0.2961770623742455; 'support': 53}; 'weighted avg': {'precision': 0.4269582618639222; 'recall': 0.37735849056603776; 'f1-score': 0.3999088872859801; 'support': 53}}
l: 5,1,CNF,0,468,53,29,[16; 17],14,0.477215,0.716981,0,[],{'0.0': {'precision': 0.7136752136752137; 'recall': 1.0; 'f1-score': 0.8329177057356608; 'support': 334}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; 'accuracy': 0.7136752136752137; 'macro avg': {'precision': 0.35683760683760685; 'recall': 0.5; 'f1-score': 0.4164588528678304; 'support': 468}; 'weighted avg': {'precision': 0.5093323106143619; 'recall': 0.7136752136752137; 'f1-score': 0.5944327216147666; 'support': 468}},{'0.0': {'precision': 0.7169811320754716; 'recall': 1.0; 'f1-score': 0.8351648351648352; 'support': 38}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.3584905660377358; 'recall': 0.5; 'f1-score': 0.4175824175824176; 'support': 53}; 'weighted avg': {'precision': 0.5140619437522249; 'recall': 0.7169811320754716; 'f1-score': 0.5987974289861082; 'support': 53}}
l: 5,1,CNF,1,469,52,29,[16; 17],14,0.462585,0.730769,0,[],{'0.0': {'precision': 0.7121535181236673; 'recall': 1.0; 'f1-score': 0.8318804483188045; 'support': 334}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 135}; 'accuracy': 0.7121535181236673; 'macro avg': {'precision': 0.35607675906183367; 'recall': 0.5; 'f1-score': 0.41594022415940224; 'support': 469}; 'weighted avg': {'precision': 0.5071626333759166; 'recall': 0.7121535181236673; 'f1-score': 0.5924265879285303; 'support': 469}},{'0.0': {'precision': 0.7307692307692307; 'recall': 1.0; 'f1-score': 0.8444444444444443; 'support': 38}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.36538461538461536; 'recall': 0.5; 'f1-score': 0.42222222222222217; 'support': 52}; 'weighted avg': {'precision': 0.5340236686390532; 'recall': 0.7307692307692307; 'f1-score': 0.6170940170940169; 'support': 52}}
l: 5,1,CNF,2,469,52,29,[16; 17],14,0.441291,0.711538,0,[],{'0.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 5,1,CNF,3,469,52,29,[16; 17],14,0.420773,0.711538,0,[],{'0.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 5,1,CNF,4,469,52,29,[16; 17],14,0.447071,0.480769,1,[X2 < 1.650000],{'0.0': {'precision': 0.9137931034482759; 'recall': 0.4746268656716418; 'f1-score': 0.6247544204322201; 'support': 335}; '1.0': {'precision': 0.4033898305084746; 'recall': 0.8880597014925373; 'f1-score': 0.5547785547785548; 'support': 134}; 'accuracy': 0.5927505330490405; 'macro avg': {'precision': 0.6585914669783752; 'recall': 0.6813432835820896; 'f1-score': 0.5897664876053874; 'support': 469}; 'weighted avg': {'precision': 0.767963596894047; 'recall': 0.5927505330490405; 'f1-score': 0.6047613159597443; 'support': 469}},{'0.0': {'precision': 0.8125; 'recall': 0.35135135135135137; 'f1-score': 0.49056603773584906; 'support': 37}; '1.0': {'precision': 0.3333333333333333; 'recall': 0.8; 'f1-score': 0.47058823529411764; 'support': 15}; 'accuracy': 0.4807692307692308; 'macro avg': {'precision': 0.5729166666666666; 'recall': 0.5756756756756757; 'f1-score': 0.48057713651498335; 'support': 52}; 'weighted avg': {'precision': 0.6742788461538461; 'recall': 0.4807692307692308; 'f1-score': 0.4848032101084266; 'support': 52}}
l: 5,1,CNF,5,469,52,29,[16; 17],14,0.400535,0.538462,1,[X2 < 1.650000],{'0.0': {'precision': 0.9075144508670521; 'recall': 0.46865671641791046; 'f1-score': 0.6181102362204723; 'support': 335}; '1.0': {'precision': 0.39864864864864863; 'recall': 0.8805970149253731; 'f1-score': 0.5488372093023256; 'support': 134}; 'accuracy': 0.5863539445628998; 'macro avg': {'precision': 0.6530815497578504; 'recall': 0.6746268656716418; 'f1-score': 0.583473722761399; 'support': 469}; 'weighted avg': {'precision': 0.7621242216617939; 'recall': 0.5863539445628998; 'f1-score': 0.5983179428152875; 'support': 469}},{'0.0': {'precision': 0.8823529411764706; 'recall': 0.40540540540540543; 'f1-score': 0.5555555555555556; 'support': 37}; '1.0': {'precision': 0.37142857142857144; 'recall': 0.8666666666666667; 'f1-score': 0.52; 'support': 15}; 'accuracy': 0.5384615384615384; 'macro avg': {'precision': 0.626890756302521; 'recall': 0.6360360360360361; 'f1-score': 0.5377777777777778; 'support': 52}; 'weighted avg': {'precision': 0.7349709114414996; 'recall': 0.5384615384615384; 'f1-score': 0.5452991452991454; 'support': 52}}
l: 5,1,CNF,6,469,52,29,[16; 17],14,0.441160,0.634615,1,[X4 < 211.500000],{'0.0': {'precision': 0.8412017167381974; 'recall': 0.5850746268656717; 'f1-score': 0.6901408450704226; 'support': 335}; '1.0': {'precision': 0.4110169491525424; 'recall': 0.7238805970149254; 'f1-score': 0.5243243243243244; 'support': 134}; 'accuracy': 0.6247334754797441; 'macro avg': {'precision': 0.62610933294537; 'recall': 0.6544776119402985; 'f1-score': 0.6072325846973735; 'support': 469}; 'weighted avg': {'precision': 0.718291783142296; 'recall': 0.6247334754797441; 'f1-score': 0.6427646962858231; 'support': 469}},{'0.0': {'precision': 0.875; 'recall': 0.5675675675675675; 'f1-score': 0.6885245901639344; 'support': 37}; '1.0': {'precision': 0.42857142857142855; 'recall': 0.8; 'f1-score': 0.5581395348837209; 'support': 15}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.6517857142857143; 'recall': 0.6837837837837838; 'f1-score': 0.6233320625238277; 'support': 52}; 'weighted avg': {'precision': 0.7462225274725275; 'recall': 0.6346153846153846; 'f1-score': 0.6509135165254113; 'support': 52}}
l: 5,1,CNF,7,469,52,29,[16; 17],14,0.457553,0.711538,0,[],{'0.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 5,1,CNF,8,469,52,29,[16; 17],14,0.465457,0.711538,0,[],{'0.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 5,1,CNF,9,469,52,29,[16; 17],14,0.483894,0.711538,0,[],{'0.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 29}, (mean val acc cv) 0.665929 (+- 0.082900), (mean training time) 0.449753 (+- 0.024097)
l: 5,1,CNF,0,468,53,14,[33; 34],14,0.309221,0.716981,0,[],{'0.0': {'precision': 0.7136752136752137; 'recall': 1.0; 'f1-score': 0.8329177057356608; 'support': 334}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; 'accuracy': 0.7136752136752137; 'macro avg': {'precision': 0.35683760683760685; 'recall': 0.5; 'f1-score': 0.4164588528678304; 'support': 468}; 'weighted avg': {'precision': 0.5093323106143619; 'recall': 0.7136752136752137; 'f1-score': 0.5944327216147666; 'support': 468}},{'0.0': {'precision': 0.7169811320754716; 'recall': 1.0; 'f1-score': 0.8351648351648352; 'support': 38}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.3584905660377358; 'recall': 0.5; 'f1-score': 0.4175824175824176; 'support': 53}; 'weighted avg': {'precision': 0.5140619437522249; 'recall': 0.7169811320754716; 'f1-score': 0.5987974289861082; 'support': 53}}
l: 5,1,CNF,1,469,52,14,[33; 34],14,0.224317,0.730769,0,[],{'0.0': {'precision': 0.7121535181236673; 'recall': 1.0; 'f1-score': 0.8318804483188045; 'support': 334}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 135}; 'accuracy': 0.7121535181236673; 'macro avg': {'precision': 0.35607675906183367; 'recall': 0.5; 'f1-score': 0.41594022415940224; 'support': 469}; 'weighted avg': {'precision': 0.5071626333759166; 'recall': 0.7121535181236673; 'f1-score': 0.5924265879285303; 'support': 469}},{'0.0': {'precision': 0.7307692307692307; 'recall': 1.0; 'f1-score': 0.8444444444444443; 'support': 38}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.36538461538461536; 'recall': 0.5; 'f1-score': 0.42222222222222217; 'support': 52}; 'weighted avg': {'precision': 0.5340236686390532; 'recall': 0.7307692307692307; 'f1-score': 0.6170940170940169; 'support': 52}}
l: 5,1,CNF,2,469,52,14,[33; 34],14,0.261343,0.711538,0,[],{'0.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 5,1,CNF,3,469,52,14,[33; 34],14,0.229350,0.711538,0,[],{'0.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
