l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,469,53,58,[8; 9],14,1.139556,0.660377,1,[(NOT X1)],{'0.0': {'precision': 0.7352112676056338; 'recall': 0.7791044776119403; 'f1-score': 0.7565217391304349; 'support': 335}; '1.0': {'precision': 0.3508771929824561; 'recall': 0.29850746268656714; 'f1-score': 0.3225806451612903; 'support': 134}; 'accuracy': 0.6417910447761194; 'macro avg': {'precision': 0.543044230294045; 'recall': 0.5388059701492538; 'f1-score': 0.5395511921458626; 'support': 469}; 'weighted avg': {'precision': 0.6254015319990116; 'recall': 0.6417910447761194; 'f1-score': 0.632538569424965; 'support': 469}},{'0.0': {'precision': 0.7380952380952381; 'recall': 0.8157894736842105; 'f1-score': 0.775; 'support': 38}; '1.0': {'precision': 0.36363636363636365; 'recall': 0.26666666666666666; 'f1-score': 0.30769230769230765; 'support': 15}; 'accuracy': 0.660377358490566; 'macro avg': {'precision': 0.550865800865801; 'recall': 0.5412280701754386; 'f1-score': 0.5413461538461538; 'support': 53}; 'weighted avg': {'precision': 0.6321163113615944; 'recall': 0.660377358490566; 'f1-score': 0.6427431059506531; 'support': 53}}
l: 5,1,CNF,0,469,53,29,[16; 17],14,0.571826,0.622642,1,[X9 >= 0.895000],{'0.0': {'precision': 0.8342541436464088; 'recall': 0.4507462686567164; 'f1-score': 0.5852713178294574; 'support': 335}; '1.0': {'precision': 0.3611111111111111; 'recall': 0.7761194029850746; 'f1-score': 0.4928909952606635; 'support': 134}; 'accuracy': 0.5437100213219617; 'macro avg': {'precision': 0.59768262737876; 'recall': 0.6134328358208956; 'f1-score': 0.5390811565450604; 'support': 469}; 'weighted avg': {'precision': 0.6990704200648952; 'recall': 0.5437100213219617; 'f1-score': 0.5588769399526592; 'support': 469}},{'0.0': {'precision': 0.875; 'recall': 0.5526315789473685; 'f1-score': 0.6774193548387096; 'support': 38}; '1.0': {'precision': 0.41379310344827586; 'recall': 0.8; 'f1-score': 0.5454545454545454; 'support': 15}; 'accuracy': 0.6226415094339622; 'macro avg': {'precision': 0.6443965517241379; 'recall': 0.6763157894736842; 'f1-score': 0.6114369501466275; 'support': 53}; 'weighted avg': {'precision': 0.7444697462589459; 'recall': 0.6226415094339622; 'f1-score': 0.6400708238809273; 'support': 53}}
l: 5,1,CNF,1,469,53,29,[16; 17],14,0.621776,0.716981,0,[],{'0.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.7169811320754716; 'recall': 1.0; 'f1-score': 0.8351648351648352; 'support': 38}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.3584905660377358; 'recall': 0.5; 'f1-score': 0.4175824175824176; 'support': 53}; 'weighted avg': {'precision': 0.5140619437522249; 'recall': 0.7169811320754716; 'f1-score': 0.5987974289861082; 'support': 53}}
l: 5,1,CNF,2,470,52,29,[16; 17],14,0.558246,0.576923,1,[(NOT X1)],{'0.0': {'precision': 0.7394957983193278; 'recall': 0.7880597014925373; 'f1-score': 0.7630057803468208; 'support': 335}; '1.0': {'precision': 0.37168141592920356; 'recall': 0.3111111111111111; 'f1-score': 0.33870967741935487; 'support': 135}; 'accuracy': 0.6510638297872341; 'macro avg': {'precision': 0.5555886071242657; 'recall': 0.5495854063018242; 'f1-score': 0.5508577288830878; 'support': 470}; 'weighted avg': {'precision': 0.633846986356207; 'recall': 0.6510638297872341; 'f1-score': 0.6411334954633998; 'support': 470}},{'0.0': {'precision': 0.7; 'recall': 0.7368421052631579; 'f1-score': 0.717948717948718; 'support': 38}; '1.0': {'precision': 0.16666666666666666; 'recall': 0.14285714285714285; 'f1-score': 0.15384615384615383; 'support': 14}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.4333333333333333; 'recall': 0.4398496240601504; 'f1-score': 0.4358974358974359; 'support': 52}; 'weighted avg': {'precision': 0.5564102564102563; 'recall': 0.5769230769230769; 'f1-score': 0.5660749506903353; 'support': 52}}
l: 5,1,CNF,3,470,52,29,[16; 17],14,0.587878,0.692308,1,[X4 < 211.500000],{'0.0': {'precision': 0.8482142857142857; 'recall': 0.5654761904761905; 'f1-score': 0.6785714285714285; 'support': 336}; '1.0': {'precision': 0.4065040650406504; 'recall': 0.746268656716418; 'f1-score': 0.5263157894736842; 'support': 134}; 'accuracy': 0.6170212765957447; 'macro avg': {'precision': 0.6273591753774681; 'recall': 0.6558724235963043; 'f1-score': 0.6024436090225563; 'support': 470}; 'weighted avg': {'precision': 0.7222798823732919; 'recall': 0.6170212765957447; 'f1-score': 0.6351623740201567; 'support': 470}},{'0.0': {'precision': 0.9565217391304348; 'recall': 0.5945945945945946; 'f1-score': 0.7333333333333334; 'support': 37}; '1.0': {'precision': 0.4827586206896552; 'recall': 0.9333333333333333; 'f1-score': 0.6363636363636364; 'support': 15}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.719640179910045; 'recall': 0.7639639639639639; 'f1-score': 0.6848484848484848; 'support': 52}; 'weighted avg': {'precision': 0.8198593011186713; 'recall': 0.6923076923076923; 'f1-score': 0.7053613053613054; 'support': 52}}
l: 5,1,CNF,4,470,52,29,[16; 17],14,0.485385,0.711538,0,[],{'0.0': {'precision': 0.7148936170212766; 'recall': 1.0; 'f1-score': 0.8337468982630273; 'support': 336}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; 'accuracy': 0.7148936170212766; 'macro avg': {'precision': 0.3574468085106383; 'recall': 0.5; 'f1-score': 0.41687344913151364; 'support': 470}; 'weighted avg': {'precision': 0.5110728836577637; 'recall': 0.7148936170212766; 'f1-score': 0.5960403357795259; 'support': 470}},{'0.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 5,1,CNF,5,470,52,29,[16; 17],14,0.505471,0.711538,0,[],{'0.0': {'precision': 0.7148936170212766; 'recall': 1.0; 'f1-score': 0.8337468982630273; 'support': 336}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; 'accuracy': 0.7148936170212766; 'macro avg': {'precision': 0.3574468085106383; 'recall': 0.5; 'f1-score': 0.41687344913151364; 'support': 470}; 'weighted avg': {'precision': 0.5110728836577637; 'recall': 0.7148936170212766; 'f1-score': 0.5960403357795259; 'support': 470}},{'0.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 5,1,CNF,6,470,52,29,[16; 17],14,0.569846,0.711538,0,[],{'0.0': {'precision': 0.7148936170212766; 'recall': 1.0; 'f1-score': 0.8337468982630273; 'support': 336}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; 'accuracy': 0.7148936170212766; 'macro avg': {'precision': 0.3574468085106383; 'recall': 0.5; 'f1-score': 0.41687344913151364; 'support': 470}; 'weighted avg': {'precision': 0.5110728836577637; 'recall': 0.7148936170212766; 'f1-score': 0.5960403357795259; 'support': 470}},{'0.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 5,1,CNF,7,470,52,29,[16; 17],14,0.536330,0.442308,1,[X5 < 61.500000],{'0.0': {'precision': 0.9316239316239316; 'recall': 0.3244047619047619; 'f1-score': 0.48123620309050774; 'support': 336}; '1.0': {'precision': 0.35694050991501414; 'recall': 0.9402985074626866; 'f1-score': 0.517453798767967; 'support': 134}; 'accuracy': 0.5; 'macro avg': {'precision': 0.644282220769473; 'recall': 0.6323516346837242; 'f1-score': 0.4993450009292374; 'support': 470}; 'weighted avg': {'precision': 0.7677780199026658; 'recall': 0.5; 'f1-score': 0.491562070794294; 'support': 470}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.2702702702702703; 'f1-score': 0.4081632653061225; 'support': 37}; '1.0': {'precision': 0.325; 'recall': 0.8666666666666667; 'f1-score': 0.4727272727272728; 'support': 15}; 'accuracy': 0.4423076923076923; 'macro avg': {'precision': 0.5791666666666667; 'recall': 0.5684684684684684; 'f1-score': 0.44044526901669767; 'support': 52}; 'weighted avg': {'precision': 0.686698717948718; 'recall': 0.4423076923076923; 'f1-score': 0.42678749821606965; 'support': 52}}
l: 5,1,CNF,8,470,52,29,[16; 17],14,0.577084,0.711538,0,[],{'0.0': {'precision': 0.7148936170212766; 'recall': 1.0; 'f1-score': 0.8337468982630273; 'support': 336}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; 'accuracy': 0.7148936170212766; 'macro avg': {'precision': 0.3574468085106383; 'recall': 0.5; 'f1-score': 0.41687344913151364; 'support': 470}; 'weighted avg': {'precision': 0.5110728836577637; 'recall': 0.7148936170212766; 'f1-score': 0.5960403357795259; 'support': 470}},{'0.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
l: 5,1,CNF,9,470,52,29,[16; 17],14,0.544564,0.711538,0,[],{'0.0': {'precision': 0.7148936170212766; 'recall': 1.0; 'f1-score': 0.8337468982630273; 'support': 336}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; 'accuracy': 0.7148936170212766; 'macro avg': {'precision': 0.3574468085106383; 'recall': 0.5; 'f1-score': 0.41687344913151364; 'support': 470}; 'weighted avg': {'precision': 0.5110728836577637; 'recall': 0.7148936170212766; 'f1-score': 0.5960403357795259; 'support': 470}},{'0.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 29}, (mean val acc cv) 0.660885 (+- 0.085587), (mean training time) 0.555841 (+- 0.037804)
l: 5,1,CNF,0,469,53,14,[33; 34],14,0.259303,0.716981,0,[],{'0.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.7169811320754716; 'recall': 1.0; 'f1-score': 0.8351648351648352; 'support': 38}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.3584905660377358; 'recall': 0.5; 'f1-score': 0.4175824175824176; 'support': 53}; 'weighted avg': {'precision': 0.5140619437522249; 'recall': 0.7169811320754716; 'f1-score': 0.5987974289861082; 'support': 53}}
l: 5,1,CNF,1,469,53,14,[33; 34],14,0.296001,0.716981,0,[],{'0.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.7169811320754716; 'recall': 1.0; 'f1-score': 0.8351648351648352; 'support': 38}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.3584905660377358; 'recall': 0.5; 'f1-score': 0.4175824175824176; 'support': 53}; 'weighted avg': {'precision': 0.5140619437522249; 'recall': 0.7169811320754716; 'f1-score': 0.5987974289861082; 'support': 53}}
l: 5,1,CNF,2,470,52,14,[33; 34],14,0.296942,0.730769,0,[],{'0.0': {'precision': 0.7127659574468085; 'recall': 1.0; 'f1-score': 0.8322981366459626; 'support': 335}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 135}; 'accuracy': 0.7127659574468085; 'macro avg': {'precision': 0.35638297872340424; 'recall': 0.5; 'f1-score': 0.4161490683229813; 'support': 470}; 'weighted avg': {'precision': 0.5080353100950656; 'recall': 0.7127659574468085; 'f1-score': 0.5932337782476543; 'support': 470}},{'0.0': {'precision': 0.7307692307692307; 'recall': 1.0; 'f1-score': 0.8444444444444443; 'support': 38}; '1.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.36538461538461536; 'recall': 0.5; 'f1-score': 0.42222222222222217; 'support': 52}; 'weighted avg': {'precision': 0.5340236686390532; 'recall': 0.7307692307692307; 'f1-score': 0.6170940170940169; 'support': 52}}
