l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,460,52,57,[8; 9],122,1.138382,0.903846,3,[X2 >= 98.755000 OR X5 >= 0.155250 OR X6 >= 0.089420],{'0.0': {'precision': 0.97265625; 'recall': 0.8615916955017301; 'f1-score': 0.9137614678899082; 'support': 289}; '1.0': {'precision': 0.803921568627451; 'recall': 0.9590643274853801; 'f1-score': 0.8746666666666666; 'support': 171}; 'accuracy': 0.8978260869565218; 'macro avg': {'precision': 0.8882889093137255; 'recall': 0.910328011493555; 'f1-score': 0.8942140672782874; 'support': 460}; 'weighted avg': {'precision': 0.9099309662723786; 'recall': 0.8978260869565218; 'f1-score': 0.8992284004786596; 'support': 460}},{'0.0': {'precision': 0.9354838709677419; 'recall': 0.90625; 'f1-score': 0.9206349206349206; 'support': 32}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9; 'f1-score': 0.8780487804878048; 'support': 20}; 'accuracy': 0.9038461538461539; 'macro avg': {'precision': 0.8963133640552995; 'recall': 0.903125; 'f1-score': 0.8993418505613626; 'support': 52}; 'weighted avg': {'precision': 0.9053527118043246; 'recall': 0.9038461538461539; 'f1-score': 0.904255635962953; 'support': 52}}
l: 5,1,CNF,0,460,52,28,[16; 17],122,0.678651,0.903846,2,[X7 >= 0.079005 OR X20 >= 16.795000],{'0.0': {'precision': 0.9459459459459459; 'recall': 0.9688581314878892; 'f1-score': 0.9572649572649573; 'support': 289}; '1.0': {'precision': 0.9451219512195121; 'recall': 0.9064327485380117; 'f1-score': 0.9253731343283581; 'support': 171}; 'accuracy': 0.9456521739130435; 'macro avg': {'precision': 0.945533948582729; 'recall': 0.9376454400129505; 'f1-score': 0.9413190457966577; 'support': 460}; 'weighted avg': {'precision': 0.9456396348628585; 'recall': 0.9456521739130435; 'f1-score': 0.9454095187385257; 'support': 460}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9375; 'f1-score': 0.923076923076923; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.85; 'f1-score': 0.8717948717948718; 'support': 20}; 'accuracy': 0.9038461538461539; 'macro avg': {'precision': 0.9019138755980861; 'recall': 0.89375; 'f1-score': 0.8974358974358974; 'support': 52}; 'weighted avg': {'precision': 0.9035701140964298; 'recall': 0.9038461538461539; 'f1-score': 0.9033530571992111; 'support': 52}}
l: 5,1,CNF,1,460,52,28,[16; 17],122,0.653640,0.923077,1,[X7 >= 0.051420],{'0.0': {'precision': 0.9466192170818505; 'recall': 0.9236111111111112; 'f1-score': 0.9349736379613357; 'support': 288}; '1.0': {'precision': 0.8770949720670391; 'recall': 0.9127906976744186; 'f1-score': 0.8945868945868944; 'support': 172}; 'accuracy': 0.9195652173913044; 'macro avg': {'precision': 0.9118570945744449; 'recall': 0.9182009043927648; 'f1-score': 0.9147802662741151; 'support': 460}; 'weighted avg': {'precision': 0.920623195032834; 'recall': 0.9195652173913044; 'f1-score': 0.9198725078300228; 'support': 460}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9090909090909091; 'f1-score': 0.9374999999999999; 'support': 33}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9124423963133641; 'recall': 0.9282296650717703; 'f1-score': 0.91875; 'support': 52}; 'weighted avg': {'precision': 0.9273307337823467; 'recall': 0.9230769230769231; 'f1-score': 0.9237980769230768; 'support': 52}}
l: 5,1,CNF,2,461,51,28,[16; 17],122,0.711023,0.960784,5,[X0 >= 15.045000 OR X7 >= 0.079005 OR X13 >= 53.780000 OR X22 >= 105.950000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9739776951672863; 'recall': 0.9065743944636678; 'f1-score': 0.939068100358423; 'support': 289}; '1.0': {'precision': 0.859375; 'recall': 0.9593023255813954; 'f1-score': 0.9065934065934067; 'support': 172}; 'accuracy': 0.9262472885032538; 'macro avg': {'precision': 0.9166763475836431; 'recall': 0.9329383600225316; 'f1-score': 0.9228307534759148; 'support': 461}; 'weighted avg': {'precision': 0.9312192058640906; 'recall': 0.9262472885032538; 'f1-score': 0.9269517287150763; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.9375; 'f1-score': 0.967741935483871; 'support': 32}; '1.0': {'precision': 0.9047619047619048; 'recall': 1.0; 'f1-score': 0.9500000000000001; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9523809523809523; 'recall': 0.96875; 'f1-score': 0.9588709677419356; 'support': 51}; 'weighted avg': {'precision': 0.9645191409897292; 'recall': 0.9607843137254902; 'f1-score': 0.9611321948134092; 'support': 51}}
l: 5,1,CNF,3,461,51,28,[16; 17],122,0.681465,0.823529,3,[X0 >= 17.880000 OR X6 >= 0.069225 OR X22 >= 117.450000],{'0.0': {'precision': 0.967479674796748; 'recall': 0.8235294117647058; 'f1-score': 0.8897196261682243; 'support': 289}; '1.0': {'precision': 0.7627906976744186; 'recall': 0.9534883720930233; 'f1-score': 0.8475452196382429; 'support': 172}; 'accuracy': 0.8720173535791758; 'macro avg': {'precision': 0.8651351862355834; 'recall': 0.8885088919288646; 'f1-score': 0.8686324229032336; 'support': 461}; 'weighted avg': {'precision': 0.8911098178226903; 'recall': 0.8720173535791758; 'f1-score': 0.8739842727557366; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.71875; 'f1-score': 0.8363636363636363; 'support': 32}; '1.0': {'precision': 0.6785714285714286; 'recall': 1.0; 'f1-score': 0.8085106382978724; 'support': 19}; 'accuracy': 0.8235294117647058; 'macro avg': {'precision': 0.8392857142857143; 'recall': 0.859375; 'f1-score': 0.8224371373307544; 'support': 51}; 'weighted avg': {'precision': 0.8802521008403362; 'recall': 0.8235294117647058; 'f1-score': 0.8259870292410968; 'support': 51}}
l: 5,1,CNF,4,461,51,28,[16; 17],122,0.770428,0.921569,2,[X0 >= 15.045000 OR X7 >= 0.051420],{'0.0': {'precision': 0.9701492537313433; 'recall': 0.8996539792387543; 'f1-score': 0.9335727109515262; 'support': 289}; '1.0': {'precision': 0.8497409326424871; 'recall': 0.9534883720930233; 'f1-score': 0.8986301369863015; 'support': 172}; 'accuracy': 0.9197396963123644; 'macro avg': {'precision': 0.9099450931869152; 'recall': 0.9265711756658888; 'f1-score': 0.9161014239689138; 'support': 461}; 'weighted avg': {'precision': 0.9252246740626161; 'recall': 0.9197396963123644; 'f1-score': 0.9205355683874943; 'support': 461}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.90625; 'f1-score': 0.9354838709677419; 'support': 32}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9119047619047619; 'recall': 0.9268092105263157; 'f1-score': 0.917741935483871; 'support': 51}; 'weighted avg': {'precision': 0.9258636788048552; 'recall': 0.9215686274509803; 'f1-score': 0.9222643896268184; 'support': 51}}
l: 5,1,CNF,5,461,51,28,[16; 17],122,0.721776,0.882353,5,[X3 >= 883.250000 OR X7 >= 0.079005 OR X18 >= 0.043635 OR X20 >= 14.905000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9910313901345291; 'recall': 0.7647058823529411; 'f1-score': 0.86328125; 'support': 289}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.9883720930232558; 'f1-score': 0.8292682926829268; 'support': 172}; 'accuracy': 0.8481561822125814; 'macro avg': {'precision': 0.8526585522101218; 'recall': 0.8765389876880985; 'f1-score': 0.8462747713414633; 'support': 461}; 'weighted avg': {'precision': 0.8877770381909367; 'recall': 0.8481561822125814; 'f1-score': 0.8505909492222633; 'support': 461}},{'0.0': {'precision': 0.9642857142857143; 'recall': 0.84375; 'f1-score': 0.8999999999999999; 'support': 32}; '1.0': {'precision': 0.782608695652174; 'recall': 0.9473684210526315; 'f1-score': 0.8571428571428571; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8734472049689441; 'recall': 0.8955592105263157; 'f1-score': 0.8785714285714286; 'support': 51}; 'weighted avg': {'precision': 0.896602119108513; 'recall': 0.8823529411764706; 'f1-score': 0.8840336134453781; 'support': 51}}
l: 5,1,CNF,6,461,51,28,[16; 17],122,0.731972,0.803922,3,[X5 >= 0.155250 OR X6 >= 0.089420 OR X21 >= 29.295000],{'0.0': {'precision': 0.957983193277311; 'recall': 0.7889273356401384; 'f1-score': 0.8652751423149906; 'support': 289}; '1.0': {'precision': 0.726457399103139; 'recall': 0.9418604651162791; 'f1-score': 0.820253164556962; 'support': 172}; 'accuracy': 0.8459869848156182; 'macro avg': {'precision': 0.842220296190225; 'recall': 0.8653939003782087; 'f1-score': 0.8427641534359762; 'support': 461}; 'weighted avg': {'precision': 0.8716004674682925; 'recall': 0.8459869848156182; 'f1-score': 0.8484773545180689; 'support': 461}},{'0.0': {'precision': 0.9583333333333334; 'recall': 0.71875; 'f1-score': 0.8214285714285714; 'support': 32}; '1.0': {'precision': 0.6666666666666666; 'recall': 0.9473684210526315; 'f1-score': 0.782608695652174; 'support': 19}; 'accuracy': 0.803921568627451; 'macro avg': {'precision': 0.8125; 'recall': 0.8330592105263157; 'f1-score': 0.8020186335403727; 'support': 51}; 'weighted avg': {'precision': 0.8496732026143792; 'recall': 0.803921568627451; 'f1-score': 0.8069662647667762; 'support': 51}}
l: 5,1,CNF,7,461,51,28,[16; 17],122,0.703768,0.921569,3,[X3 >= 883.250000 OR X5 >= 0.155250 OR X6 >= 0.119200],{'0.0': {'precision': 0.9069767441860465; 'recall': 0.9446366782006921; 'f1-score': 0.9254237288135594; 'support': 289}; '1.0': {'precision': 0.9; 'recall': 0.8372093023255814; 'f1-score': 0.8674698795180723; 'support': 172}; 'accuracy': 0.9045553145336226; 'macro avg': {'precision': 0.9034883720930232; 'recall': 0.8909229902631368; 'f1-score': 0.8964468041658158; 'support': 461}; 'weighted avg': {'precision': 0.9043737073096907; 'recall': 0.9045553145336226; 'f1-score': 0.903801034499408; 'support': 461}},{'0.0': {'precision': 0.8888888888888888; 'recall': 1.0; 'f1-score': 0.9411764705882353; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.7894736842105263; 'f1-score': 0.8823529411764706; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.9117647058823529; 'support': 51}; 'weighted avg': {'precision': 0.9302832244008714; 'recall': 0.9215686274509803; 'f1-score': 0.9192618223760093; 'support': 51}}
l: 5,1,CNF,8,461,51,28,[16; 17],122,0.826689,0.803922,1,[X5 >= 0.155250],{'0.0': {'precision': 0.7197943444730077; 'recall': 0.9688581314878892; 'f1-score': 0.8259587020648967; 'support': 289}; '1.0': {'precision': 0.875; 'recall': 0.36627906976744184; 'f1-score': 0.5163934426229507; 'support': 172}; 'accuracy': 0.7440347071583514; 'macro avg': {'precision': 0.7973971722365039; 'recall': 0.6675686006276655; 'f1-score': 0.6711760723439237; 'support': 461}; 'weighted avg': {'precision': 0.7777018775546621; 'recall': 0.7440347071583514; 'f1-score': 0.7104592994097673; 'support': 461}},{'0.0': {'precision': 0.7619047619047619; 'recall': 1.0; 'f1-score': 0.8648648648648648; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.47368421052631576; 'f1-score': 0.6428571428571429; 'support': 19}; 'accuracy': 0.803921568627451; 'macro avg': {'precision': 0.8809523809523809; 'recall': 0.7368421052631579; 'f1-score': 0.7538610038610039; 'support': 51}; 'weighted avg': {'precision': 0.8506069094304388; 'recall': 0.803921568627451; 'f1-score': 0.7821561056855174; 'support': 51}}
l: 5,1,CNF,9,461,51,28,[16; 17],122,0.865254,0.960784,2,[X2 >= 98.755000 OR X12 >= 5.131000],{'0.0': {'precision': 0.877742946708464; 'recall': 0.9688581314878892; 'f1-score': 0.9210526315789473; 'support': 289}; '1.0': {'precision': 0.9366197183098591; 'recall': 0.7732558139534884; 'f1-score': 0.8471337579617835; 'support': 172}; 'accuracy': 0.89587852494577; 'macro avg': {'precision': 0.9071813325091616; 'recall': 0.8710569727206888; 'f1-score': 0.8840931947703654; 'support': 461}; 'weighted avg': {'precision': 0.8997099851367503; 'recall': 0.89587852494577; 'f1-score': 0.8934733555222182; 'support': 461}},{'0.0': {'precision': 0.9411764705882353; 'recall': 1.0; 'f1-score': 0.9696969696969697; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8947368421052632; 'f1-score': 0.9444444444444444; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9705882352941176; 'recall': 0.9473684210526316; 'f1-score': 0.9570707070707071; 'support': 51}; 'weighted avg': {'precision': 0.9630911188004614; 'recall': 0.9607843137254902; 'f1-score': 0.960289166171519; 'support': 51}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 28}, (mean val acc cv) 0.890535 (+- 0.057090), (mean training time) 0.734467 (+- 0.064047)
l: 5,1,CNF,0,460,52,14,[32; 33],122,0.443757,0.903846,2,[X22 >= 117.450000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9288025889967637; 'recall': 0.9930795847750865; 'f1-score': 0.9598662207357859; 'support': 289}; '1.0': {'precision': 0.9867549668874173; 'recall': 0.8713450292397661; 'f1-score': 0.9254658385093169; 'support': 171}; 'accuracy': 0.9478260869565217; 'macro avg': {'precision': 0.9577787779420905; 'recall': 0.9322123070074263; 'f1-score': 0.9426660296225513; 'support': 460}; 'weighted avg': {'precision': 0.9503457555604631; 'recall': 0.9478260869565217; 'f1-score': 0.9470782525602941; 'support': 460}},{'0.0': {'precision': 0.8648648648648649; 'recall': 1.0; 'f1-score': 0.927536231884058; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.75; 'f1-score': 0.8571428571428571; 'support': 20}; 'accuracy': 0.9038461538461539; 'macro avg': {'precision': 0.9324324324324325; 'recall': 0.875; 'f1-score': 0.8923395445134575; 'support': 52}; 'weighted avg': {'precision': 0.9168399168399168; 'recall': 0.9038461538461539; 'f1-score': 0.9004618569835962; 'support': 52}}
l: 5,1,CNF,1,460,52,14,[32; 33],122,0.433485,0.942308,3,[X0 >= 15.045000 OR X20 >= 18.225000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9264214046822743; 'recall': 0.9618055555555556; 'f1-score': 0.9437819420783646; 'support': 288}; '1.0': {'precision': 0.9316770186335404; 'recall': 0.872093023255814; 'f1-score': 0.9009009009009009; 'support': 172}; 'accuracy': 0.9282608695652174; 'macro avg': {'precision': 0.9290492116579073; 'recall': 0.9169492894056848; 'f1-score': 0.9223414214896328; 'support': 460}; 'weighted avg': {'precision': 0.928386547290139; 'recall': 0.9282608695652174; 'f1-score': 0.9277481614641826; 'support': 460}},{'0.0': {'precision': 0.9166666666666666; 'recall': 1.0; 'f1-score': 0.9565217391304348; 'support': 33}; '1.0': {'precision': 1.0; 'recall': 0.8421052631578947; 'f1-score': 0.9142857142857143; 'support': 19}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9583333333333333; 'recall': 0.9210526315789473; 'f1-score': 0.9354037267080746; 'support': 52}; 'weighted avg': {'precision': 0.9471153846153846; 'recall': 0.9423076923076923; 'f1-score': 0.9410893454371715; 'support': 52}}
