lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,3296,[8; 9],262,116.220046,0.743773,3,[X3 == 9 OR X3 == 10 OR X3 == 14],{'0': {'precision': 0.8123412661085505; 'recall': 0.8626080007990811; 'f1-score': 0.8367203584837107; 'support': 20023}; '1': {'precision': 0.4618544600938967; 'recall': 0.37175247992442134; 'f1-score': 0.4119340486783564; 'support': 6351}; 'accuracy': 0.744407370895579; 'macro avg': {'precision': 0.6370978631012236; 'recall': 0.6171802403617512; 'f1-score': 0.6243272035810336; 'support': 26374}; 'weighted avg': {'precision': 0.7279421721145007; 'recall': 0.744407370895579; 'f1-score': 0.7344295473221953; 'support': 26374}},{'0': {'precision': 0.814151747655584; 'recall': 0.8584269662921349; 'f1-score': 0.8357033471887989; 'support': 2225}; '1': {'precision': 0.46153846153846156; 'recall': 0.38243626062322944; 'f1-score': 0.418280402788536; 'support': 706}; 'accuracy': 0.7437734561583077; 'macro avg': {'precision': 0.6378451045970228; 'recall': 0.6204316134576822; 'f1-score': 0.6269918749886675; 'support': 2931}; 'weighted avg': {'precision': 0.7292165787716915; 'recall': 0.7437734561583077; 'f1-score': 0.7351572541329867; 'support': 2931}}
5,1,CNF,1,26374,2931,1648,[16; 17],262,167.977488,0.672126,7,[X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 7 OR X6 == 14 OR X7 == 0 OR X13 == 22],{'0': {'precision': 0.9044645420614413; 'recall': 0.6293262747839984; 'f1-score': 0.7422176409954352; 'support': 20023}; '1': {'precision': 0.40347211059315224; 'recall': 0.7904267044559912; 'f1-score': 0.5342414728888416; 'support': 6351}; 'accuracy': 0.6681201182983241; 'macro avg': {'precision': 0.6539683263272968; 'recall': 0.7098764896199947; 'f1-score': 0.6382295569421383; 'support': 26374}; 'weighted avg': {'precision': 0.7838228899701732; 'recall': 0.6681201182983241; 'f1-score': 0.6921358694156606; 'support': 26374}},{'0': {'precision': 0.9010152284263959; 'recall': 0.6382022471910113; 'f1-score': 0.7471717968955539; 'support': 2225}; '1': {'precision': 0.4059040590405904; 'recall': 0.7790368271954674; 'f1-score': 0.5337214944201844; 'support': 706}; 'accuracy': 0.6721255544182873; 'macro avg': {'precision': 0.6534596437334932; 'recall': 0.7086195371932393; 'f1-score': 0.6404466456578691; 'support': 2931}; 'weighted avg': {'precision': 0.7817561067660824; 'recall': 0.6721255544182873; 'f1-score': 0.6957572921027833; 'support': 2931}}
5,1,CNF,2,26374,2931,1648,[16; 17],262,175.545955,0.629478,8,[X0 >= 41.000000 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X13 == 2 OR X13 == 7 OR X13 == 21 OR X13 == 41],{'0': {'precision': 0.8608893171806168; 'recall': 0.6246316735753883; 'f1-score': 0.7239732569245464; 'support': 20023}; '1': {'precision': 0.36552422758737124; 'recall': 0.6817823964729964; 'f1-score': 0.47590262131120514; 'support': 6351}; 'accuracy': 0.6383938727534694; 'macro avg': {'precision': 0.613206772383994; 'recall': 0.6532070350241923; 'f1-score': 0.5999379391178757; 'support': 26374}; 'weighted avg': {'precision': 0.7416027590549361; 'recall': 0.6383938727534694; 'f1-score': 0.664236523521182; 'support': 26374}},{'0': {'precision': 0.8517603458925262; 'recall': 0.6197752808988765; 'f1-score': 0.7174817898022894; 'support': 2225}; '1': {'precision': 0.3551829268292683; 'recall': 0.660056657223796; 'f1-score': 0.4618434093161546; 'support': 706}; 'accuracy': 0.6294779938587513; 'macro avg': {'precision': 0.6034716363608973; 'recall': 0.6399159690613363; 'f1-score': 0.589662599559222; 'support': 2931}; 'weighted avg': {'precision': 0.7321480436548394; 'recall': 0.6294779938587514; 'f1-score': 0.6559052982897642; 'support': 2931}}
5,1,CNF,3,26374,2931,1648,[16; 17],262,184.796848,0.771750,4,[X3 == 12 OR X3 == 14 OR X13 == 7 OR X13 == 21],{'0': {'precision': 0.7869919364741517; 'recall': 0.9602457174249613; 'f1-score': 0.8650290187609665; 'support': 20023}; '1': {'precision': 0.5903242408646423; 'recall': 0.18060148008187688; 'f1-score': 0.2765854834820352; 'support': 6351}; 'accuracy': 0.7725032228710094; 'macro avg': {'precision': 0.6886580886693969; 'recall': 0.5704235987534191; 'f1-score': 0.5708072511215009; 'support': 26374}; 'weighted avg': {'precision': 0.7396333054429849; 'recall': 0.7725032228710094; 'f1-score': 0.7233286740064169; 'support': 26374}},{'0': {'precision': 0.7860294117647059; 'recall': 0.9608988764044943; 'f1-score': 0.8647118301314459; 'support': 2225}; '1': {'precision': 0.5876777251184834; 'recall': 0.17563739376770537; 'f1-score': 0.27044711014176664; 'support': 706}; 'accuracy': 0.7717502558853634; 'macro avg': {'precision': 0.6868535684415946; 'recall': 0.5682681350860999; 'f1-score': 0.5675794701366063; 'support': 2931}; 'weighted avg': {'precision': 0.7382517622347731; 'recall': 0.7717502558853634; 'f1-score': 0.7215692534297354; 'support': 2931}}
5,1,CNF,4,26374,2931,1648,[16; 17],262,163.110816,0.730809,7,[X1 == 1 OR X1 == 5 OR X3 == 8 OR X3 == 10 OR X3 == 12 OR X6 == 4 OR X13 == 5],{'0': {'precision': 0.8269025468964466; 'recall': 0.8123657793537432; 'f1-score': 0.8195697082682522; 'support': 20023}; '1': {'precision': 0.4395046993883336; 'recall': 0.46386395843174305; 'f1-score': 0.4513559062356366; 'support': 6351}; 'accuracy': 0.7284446803670281; 'macro avg': {'precision': 0.6332036231423901; 'recall': 0.6381148688927432; 'f1-score': 0.6354628072519444; 'support': 26374}; 'weighted avg': {'precision': 0.7336150770578167; 'recall': 0.7284446803670281; 'f1-score': 0.7309018589958952; 'support': 26374}},{'0': {'precision': 0.8293577981651377; 'recall': 0.8125842696629213; 'f1-score': 0.8208853575482407; 'support': 2225}; '1': {'precision': 0.4447403462050599; 'recall': 0.4730878186968839; 'f1-score': 0.4584763212079616; 'support': 706}; 'accuracy': 0.7308085977482088; 'macro avg': {'precision': 0.6370490721850988; 'recall': 0.6428360441799026; 'f1-score': 0.6396808393781012; 'support': 2931}; 'weighted avg': {'precision': 0.7367136763351088; 'recall': 0.7308085977482088; 'f1-score': 0.733590652786645; 'support': 2931}}
5,1,CNF,5,26375,2930,1648,[16; 17],262,168.144042,0.631058,6,[X0 >= 50.000000 OR X1 == 2 OR X3 == 12 OR X12 >= 48.000000 OR X13 == 5 OR X13 == 10],{'0': {'precision': 0.8518518518518519; 'recall': 0.6202866703291215; 'f1-score': 0.717856833222553; 'support': 20023}; '1': {'precision': 0.3554048325561679; 'recall': 0.6599496221662469; 'f1-score': 0.4620047390753293; 'support': 6352}; 'accuracy': 0.6298388625592417; 'macro avg': {'precision': 0.6036283422040098; 'recall': 0.6401181462476841; 'f1-score': 0.5899307861489411; 'support': 26375}; 'weighted avg': {'precision': 0.7322904692332288; 'recall': 0.6298388625592417; 'f1-score': 0.6562389184539021; 'support': 26375}},{'0': {'precision': 0.8530864197530864; 'recall': 0.621123595505618; 'f1-score': 0.7188556566970092; 'support': 2225}; '1': {'precision': 0.3564885496183206; 'recall': 0.6624113475177305; 'f1-score': 0.4635235732009926; 'support': 705}; 'accuracy': 0.6310580204778157; 'macro avg': {'precision': 0.6047874846857035; 'recall': 0.6417674715116742; 'f1-score': 0.5911896149490009; 'support': 2930}; 'weighted avg': {'precision': 0.7335978537308988; 'recall': 0.6310580204778157; 'f1-score': 0.657419097357524; 'support': 2930}}
5,1,CNF,6,26375,2930,1648,[16; 17],262,172.361610,0.716041,7,[X1 == 1 OR X1 == 5 OR X3 == 10 OR X5 == 1 OR X6 == 11 OR X6 == 13 OR X12 >= 55.000000],{'0': {'precision': 0.8038681948424069; 'recall': 0.8406832143035509; 'f1-score': 0.8218636330346897; 'support': 20023}; '1': {'precision': 0.41306347746090155; 'recall': 0.35343198992443325; 'f1-score': 0.3809281411724782; 'support': 6352}; 'accuracy': 0.7233364928909952; 'macro avg': {'precision': 0.6084658361516542; 'recall': 0.5970576021139921; 'f1-score': 0.6013958871035839; 'support': 26375}; 'weighted avg': {'precision': 0.7097490833805179; 'recall': 0.7233364928909952; 'f1-score': 0.7156713204542624; 'support': 26375}},{'0': {'precision': 0.8024316109422492; 'recall': 0.830561797752809; 'f1-score': 0.8162544169611308; 'support': 2225}; '1': {'precision': 0.39872408293460926; 'recall': 0.3546099290780142; 'f1-score': 0.37537537537537535; 'support': 705}; 'accuracy': 0.7160409556313994; 'macro avg': {'precision': 0.6005778469384293; 'recall': 0.5925858634154116; 'f1-score': 0.595814896168253; 'support': 2930}; 'weighted avg': {'precision': 0.7052937927697626; 'recall': 0.7160409556313994; 'f1-score': 0.7101725997877664; 'support': 2930}}
5,1,CNF,7,26375,2930,1648,[16; 17],262,159.899244,0.712969,5,[X3 == 12 OR X3 == 14 OR X6 == 7 OR X6 == 11 OR X6 == 13],{'0': {'precision': 0.7861014593467686; 'recall': 0.8474254607201718; 'f1-score': 0.8156123822341858; 'support': 20023}; '1': {'precision': 0.36221294363256784; 'recall': 0.27314231738035266; 'f1-score': 0.3114342128881709; 'support': 6352}; 'accuracy': 0.7091184834123223; 'macro avg': {'precision': 0.5741572014896682; 'recall': 0.5602838890502622; 'f1-score': 0.5635232975611784; 'support': 26375}; 'weighted avg': {'precision': 0.6840146403205467; 'recall': 0.7091184834123223; 'f1-score': 0.6941890748716877; 'support': 26375}},{'0': {'precision': 0.784072249589491; 'recall': 0.8584269662921349; 'f1-score': 0.8195666166058786; 'support': 2225}; '1': {'precision': 0.3623481781376518; 'recall': 0.25390070921985813; 'f1-score': 0.29858215179316094; 'support': 705}; 'accuracy': 0.7129692832764505; 'macro avg': {'precision': 0.5732102138635714; 'recall': 0.5561638377559965; 'f1-score': 0.5590743841995198; 'support': 2930}; 'weighted avg': {'precision': 0.6825993928067106; 'recall': 0.7129692832764505; 'f1-score': 0.6942102863352418; 'support': 2930}}
5,1,CNF,8,26375,2930,1648,[16; 17],262,158.885987,0.717406,5,[X3 == 10 OR X5 == 1 OR X7 == 0 OR X13 == 9 OR X13 == 20],{'0': {'precision': 0.9046054750402577; 'recall': 0.7013583699560527; 'f1-score': 0.7901206785000985; 'support': 20024}; '1': {'precision': 0.4488479262672811; 'recall': 0.766808376633601; 'f1-score': 0.5662461484797395; 'support': 6351}; 'accuracy': 0.7171184834123223; 'macro avg': {'precision': 0.6767267006537694; 'recall': 0.7340833732948269; 'f1-score': 0.678183413489919; 'support': 26375}; 'weighted avg': {'precision': 0.7948607852864312; 'recall': 0.7171184834123223; 'f1-score': 0.7362125404845801; 'support': 26375}},{'0': {'precision': 0.9159713945172825; 'recall': 0.6910971223021583; 'f1-score': 0.787801127626858; 'support': 2224}; '1': {'precision': 0.4512779552715655; 'recall': 0.8002832861189801; 'f1-score': 0.5771195097037793; 'support': 706}; 'accuracy': 0.7174061433447099; 'macro avg': {'precision': 0.683624674894424; 'recall': 0.7456902042105692; 'f1-score': 0.6824603186653186; 'support': 2930}; 'weighted avg': {'precision': 0.8040008934567104; 'recall': 0.7174061433447099; 'f1-score': 0.7370362053559729; 'support': 2930}}
5,1,CNF,9,26375,2930,1648,[16; 17],262,153.478223,0.691809,7,[X1 == 5 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 3 OR X7 == 5 OR X13 == 20],{'0': {'precision': 0.7995974274633021; 'recall': 0.8133739512584898; 'f1-score': 0.8064268561384398; 'support': 20024}; '1': {'precision': 0.37778887778887776; 'recall': 0.3572665721933554; 'f1-score': 0.3672412397831189; 'support': 6351}; 'accuracy': 0.7035450236966825; 'macro avg': {'precision': 0.5886931526260899; 'recall': 0.5853202617259226; 'f1-score': 0.5868340479607793; 'support': 26375}; 'weighted avg': {'precision': 0.6980275279758228; 'recall': 0.7035450236966825; 'f1-score': 0.7006726248788134; 'support': 26375}},{'0': {'precision': 0.7963212202781517; 'recall': 0.7981115107913669; 'f1-score': 0.79721536043117; 'support': 2224}; '1': {'precision': 0.3594864479315264; 'recall': 0.35694050991501414; 'f1-score': 0.3582089552238806; 'support': 706}; 'accuracy': 0.6918088737201366; 'macro avg': {'precision': 0.577903834104839; 'recall': 0.5775260103531905; 'f1-score': 0.5777121578275253; 'support': 2930}; 'weighted avg': {'precision': 0.6910634218901934; 'recall': 0.6918088737201366; 'f1-score': 0.691434294876103; 'support': 2930}}
5,1,CNF,0,26374,2931,824,[32; 33],262,87.319252,0.674173,11,[X1 == 5 OR X3 == 5 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 4 OR X12 >= 48.000000 OR X13 == 20 OR X13 == 24 OR X13 == 31 OR X13 == 36],{'0': {'precision': 0.8501267613937857; 'recall': 0.7201218598611596; 'f1-score': 0.7797425913908718; 'support': 20023}; '1': {'precision': 0.4046531392754701; 'recall': 0.5997480711698945; 'f1-score': 0.48325298147678253; 'support': 6351}; 'accuracy': 0.6911352089178736; 'macro avg': {'precision': 0.6273899503346279; 'recall': 0.6599349655155271; 'f1-score': 0.6314977864338271; 'support': 26374}; 'weighted avg': {'precision': 0.7428543349862092; 'recall': 0.6911352089178736; 'f1-score': 0.7083463104867852; 'support': 26374}},{'0': {'precision': 0.8469945355191257; 'recall': 0.6966292134831461; 'f1-score': 0.7644882860665845; 'support': 2225}; '1': {'precision': 0.3869209809264305; 'recall': 0.603399433427762; 'f1-score': 0.47149972329828443; 'support': 706}; 'accuracy': 0.674172637325145; 'macro avg': {'precision': 0.6169577582227781; 'recall': 0.6500143234554541; 'f1-score': 0.6179940046824345; 'support': 2931}; 'weighted avg': {'precision': 0.7361750440341572; 'recall': 0.674172637325145; 'f1-score': 0.6939151283339268; 'support': 2931}}
