lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,1,[26374; 26374],296,1061.563222,0.818151,5,[X3 == 10 OR X3 == 14 OR X5 == 1 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8234847205807868; 'recall': 0.9743794636168406; 'f1-score': 0.8925997941210111; 'support': 20023}; '1': {'precision': 0.8087248322147651; 'recall': 0.3415210203117619; 'f1-score': 0.4802391232148787; 'support': 6351}; 'accuracy': 0.8219837718965648; 'macro avg': {'precision': 0.816104776397776; 'recall': 0.6579502419643013; 'f1-score': 0.6864194586679448; 'support': 26374}; 'weighted avg': {'precision': 0.8199304606652411; 'recall': 0.8219837718965648; 'f1-score': 0.7933011431418328; 'support': 26374}},{'0': {'precision': 0.8192452830188679; 'recall': 0.9757303370786516; 'f1-score': 0.8906666666666667; 'support': 2225}; '1': {'precision': 0.8078291814946619; 'recall': 0.32152974504249293; 'f1-score': 0.4599797365754812; 'support': 706}; 'accuracy': 0.8181508017741386; 'macro avg': {'precision': 0.8135372322567649; 'recall': 0.6486300410605723; 'f1-score': 0.675323201621074; 'support': 2931}; 'weighted avg': {'precision': 0.8164954475783733; 'recall': 0.8181508017741386; 'f1-score': 0.7869256319875889; 'support': 2931}}
5,2,DNF,8,26375,2930,1,[26375; 26375],296,1063.196319,0.803413,98,[X0 < 54.500000 AND X0 >= 23.500000 AND X1 != 1 AND X1 != 7 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 6 AND X3 != 13 AND X3 != 15 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 9 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 3 AND X11 < 1978.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 1 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 10 AND X13 != 12 AND X13 != 13 AND X13 != 14 AND X13 != 15 AND X13 != 19 AND X13 != 21 AND X13 != 23 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 30 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 37 AND X13 != 40] OR [X0 >= 35.500000 AND X1 != 0 AND X1 != 1 AND X1 != 7 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 6 AND X3 != 8 AND X3 != 11 AND X3 != 13 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 5 AND X6 != 7 AND X6 != 8 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X9 AND X11 < 2176.500000 AND X12 >= 39.500000 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 10 AND X13 != 12 AND X13 != 15 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 35 AND X13 != 40],{'0': {'precision': 0.8456181350782893; 'recall': 0.9035157810627247; 'f1-score': 0.8736087302928608; 'support': 20024}; '1': {'precision': 0.6120481927710844; 'recall': 0.47992442135096836; 'f1-score': 0.537993116229812; 'support': 6351}; 'accuracy': 0.8015165876777252; 'macro avg': {'precision': 0.7288331639246868; 'recall': 0.6917201012068466; 'f1-score': 0.7058009232613365; 'support': 26375}; 'weighted avg': {'precision': 0.7893753785439555; 'recall': 0.8015165876777252; 'f1-score': 0.7927937629027405; 'support': 26375}},{'0': {'precision': 0.8465096719932717; 'recall': 0.9051258992805755; 'f1-score': 0.8748370273794003; 'support': 2224}; '1': {'precision': 0.6177536231884058; 'recall': 0.4830028328611898; 'f1-score': 0.5421303656597775; 'support': 706}; 'accuracy': 0.8034129692832764; 'macro avg': {'precision': 0.7321316475908387; 'recall': 0.6940643660708826; 'f1-score': 0.7084836965195889; 'support': 2930}; 'weighted avg': {'precision': 0.7913896138170821; 'recall': 0.8034129692832764; 'f1-score': 0.7946694836339895; 'support': 2930}}
5,2,DNF,9,26375,2930,1,[26375; 26375],296,1019.608092,0.812628,75,[X0 >= 29.500000 AND X1 != 0 AND X1 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 15 AND X4 >= 9.500000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 6 AND X6 != 8 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 9 AND X13 != 10 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 31 AND X13 != 33 AND X13 != 35 AND X13 != 41] OR [X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 1 AND X1 != 5 AND X1 != 7 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 14 AND X3 != 15 AND X5 == 2 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 3 AND X8 != 3 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 9 AND X13 != 10 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 26 AND X13 != 33 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8146296759143548; 'recall': 0.9766280463443867; 'f1-score': 0.8883034294799; 'support': 20024}; '1': {'precision': 0.8024482904178979; 'recall': 0.2993229412690915; 'f1-score': 0.4360091743119266; 'support': 6351}; 'accuracy': 0.8135355450236967; 'macro avg': {'precision': 0.8085389831661263; 'recall': 0.6379754938067391; 'f1-score': 0.6621563018959133; 'support': 26375}; 'weighted avg': {'precision': 0.8116964444721558; 'recall': 0.8135355450236967; 'f1-score': 0.7793926876951872; 'support': 26375}},{'0': {'precision': 0.8128502054538662; 'recall': 0.9784172661870504; 'f1-score': 0.8879820444807183; 'support': 2224}; '1': {'precision': 0.8102766798418972; 'recall': 0.29036827195467424; 'f1-score': 0.42752867570385816; 'support': 706}; 'accuracy': 0.8126279863481228; 'macro avg': {'precision': 0.8115634426478817; 'recall': 0.6343927690708623; 'f1-score': 0.6577553600922882; 'support': 2930}; 'weighted avg': {'precision': 0.812230099965112; 'recall': 0.8126279863481228; 'f1-score': 0.7770332122771472; 'support': 2930}}
5,3,CNF,0,26374,2931,1,[26374; 26374],296,1060.002637,0.694302,64,[X1 == 6 OR X3 == 1 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 4 OR X6 == 5 OR X6 == 6 OR X6 == 10 OR X6 == 11 OR X6 == 12 OR X7 == 5 OR X10 >= 5119.000000 OR X11 >= 2384.500000 OR X13 == 1 OR X13 == 9 OR X13 == 20 OR X13 == 21 OR X13 == 23] AND [X0 >= 61.500000 OR X1 == 7 OR X3 == 5 OR X3 == 10 OR X3 == 14 OR X3 == 15 OR X5 == 3 OR X6 == 5 OR X6 == 10 OR X6 == 11 OR X6 == 14 OR X7 == 5 OR X10 >= 4243.500000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 1 OR X13 == 3 OR X13 == 11 OR X13 == 12 OR X13 == 19 OR X13 == 20 OR X13 == 30 OR X13 == 34 OR X13 == 35] AND [X0 >= 54.500000 OR X1 == 5 OR X1 == 6 OR X1 == 7 OR X3 == 1 OR X3 == 12 OR X4 >= 14.500000 OR X6 == 4 OR X6 == 5 OR X6 == 10 OR X6 == 13 OR X7 == 5 OR X8 == 1 OR X11 >= 1568.500000 OR X12 >= 65.500000 OR X13 == 2 OR X13 == 9 OR X13 == 20 OR X13 == 22 OR X13 == 23 OR X13 == 30],{'0': {'precision': 0.83975997333037; 'recall': 0.7548319432652449; 'f1-score': 0.7950343231372137; 'support': 20023}; '1': {'precision': 0.4139207258834766; 'recall': 0.545898283734845; 'f1-score': 0.47083587967678414; 'support': 6351}; 'accuracy': 0.7045196026389626; 'macro avg': {'precision': 0.6268403496069233; 'recall': 0.650365113500045; 'f1-score': 0.6329351014069989; 'support': 26374}; 'weighted avg': {'precision': 0.7372156091635687; 'recall': 0.7045196026389626; 'f1-score': 0.7169656071890379; 'support': 26374}},{'0': {'precision': 0.8297766749379653; 'recall': 0.7514606741573033; 'f1-score': 0.7886792452830189; 'support': 2225}; '1': {'precision': 0.3962882096069869; 'recall': 0.5141643059490085; 'f1-score': 0.4475955610357583; 'support': 706}; 'accuracy': 0.694302285909246; 'macro avg': {'precision': 0.6130324422724761; 'recall': 0.632812490053156; 'f1-score': 0.6181374031593886; 'support': 2931}; 'weighted avg': {'precision': 0.7253608248787121; 'recall': 0.694302285909246; 'f1-score': 0.706521251056282; 'support': 2931}}
5,3,CNF,1,26374,2931,1,[26374; 26374],296,1031.318191,0.792903,36,[X1 == 1 OR X1 == 5 OR X3 == 12 OR X4 >= 14.500000 OR X6 == 4 OR X8 == 0 OR X10 >= 4401.000000 OR X11 >= 1975.500000 OR X13 == 2 OR X13 == 22 OR X13 == 34] AND [X1 == 1 OR X1 == 5 OR X3 == 12 OR X3 == 14 OR X6 == 4 OR X8 == 0 OR X10 >= 4668.500000 OR X11 >= 1975.500000 OR X13 == 2 OR X13 == 22 OR X13 == 34] AND [X1 == 1 OR X3 == 9 OR X3 == 12 OR X3 == 14 OR X7 == 5 OR X8 == 0 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X13 == 10 OR X13 == 12 OR X13 == 20 OR X13 == 24 OR X13 == 34 OR X13 == 36],{'0': {'precision': 0.8431288838290404; 'recall': 0.887679168955701; 'f1-score': 0.8648306734137797; 'support': 20023}; '1': {'precision': 0.5750991876062724; 'recall': 0.4792945992757046; 'f1-score': 0.5228443833734112; 'support': 6351}; 'accuracy': 0.7893379843785546; 'macro avg': {'precision': 0.7091140357176564; 'recall': 0.6834868841157028; 'f1-score': 0.6938375283935955; 'support': 26374}; 'weighted avg': {'precision': 0.7785859020776641; 'recall': 0.7893379843785546; 'f1-score': 0.7824785490471163; 'support': 26374}},{'0': {'precision': 0.8390611902766136; 'recall': 0.8997752808988764; 'f1-score': 0.8683582736933421; 'support': 2225}; '1': {'precision': 0.5908256880733945; 'recall': 0.45609065155807366; 'f1-score': 0.5147881694644284; 'support': 706}; 'accuracy': 0.7929034459228932; 'macro avg': {'precision': 0.714943439175004; 'recall': 0.677932966228475; 'f1-score': 0.6915732215788852; 'support': 2931}; 'weighted avg': {'precision': 0.7792678553890419; 'recall': 0.7929034459228932; 'f1-score': 0.7831926327565923; 'support': 2931}}
5,3,CNF,2,26374,2931,1,[26374; 26374],296,1031.634565,0.721256,52,[X0 >= 61.500000 OR X1 == 1 OR X1 == 6 OR X3 == 5 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X7 == 5 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X12 >= 65.500000 OR X13 == 1 OR X13 == 10 OR X13 == 21 OR X13 == 24 OR X13 == 30 OR X13 == 36 OR X13 == 37] AND [X0 >= 61.500000 OR X1 == 6 OR X1 == 7 OR X3 == 5 OR X3 == 12 OR X4 >= 14.500000 OR X5 == 1 OR X6 == 13 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X13 == 1 OR X13 == 2 OR X13 == 10 OR X13 == 11 OR X13 == 21 OR X13 == 24 OR X13 == 27 OR X13 == 36] AND [X0 >= 61.500000 OR X1 == 6 OR X3 == 5 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 11 OR X7 == 5 OR X8 == 1 OR X10 >= 4973.500000 OR X11 >= 1881.500000 OR X13 == 10 OR X13 == 21 OR X13 == 24 OR X13 == 27 OR X13 == 36],{'0': {'precision': 0.8309367296631059; 'recall': 0.8080707186735254; 'f1-score': 0.8193442207874415; 'support': 20023}; '1': {'precision': 0.4432048681541582; 'recall': 0.4816564320579436; 'f1-score': 0.4616313287557534; 'support': 6351}; 'accuracy': 0.7294684158641086; 'macro avg': {'precision': 0.637070798908632; 'recall': 0.6448635753657346; 'f1-score': 0.6404877747715975; 'support': 26374}; 'weighted avg': {'precision': 0.7375688274699108; 'recall': 0.7294684158641086; 'f1-score': 0.7332050467033718; 'support': 26374}},{'0': {'precision': 0.8214611872146119; 'recall': 0.8085393258426966; 'f1-score': 0.8149490373725935; 'support': 2225}; '1': {'precision': 0.4251012145748988; 'recall': 0.4461756373937677; 'f1-score': 0.43538355217691777; 'support': 706}; 'accuracy': 0.7212555441828727; 'macro avg': {'precision': 0.6232812008947554; 'recall': 0.6273574816182321; 'f1-score': 0.6251662947747556; 'support': 2931}; 'weighted avg': {'precision': 0.7259886042451007; 'recall': 0.7212555441828727; 'f1-score': 0.7235218000651397; 'support': 2931}}
5,3,CNF,3,26374,2931,1,[26374; 26374],296,1030.827276,0.775162,51,[X1 == 0 OR X1 == 1 OR X3 == 2 OR X3 == 8 OR X3 == 9 OR X3 == 14 OR X6 == 14 OR X10 >= 4243.500000 OR X11 >= 1881.500000 OR X13 == 2 OR X13 == 11 OR X13 == 17 OR X13 == 20 OR X13 == 22 OR X13 == 23 OR X13 == 36] AND [X1 == 1 OR X1 == 5 OR X3 == 2 OR X3 == 10 OR X3 == 14 OR X6 == 4 OR X6 == 13 OR X8 == 0 OR X10 >= 7073.500000 OR X11 >= 2384.500000 OR X12 >= 65.500000 OR X13 == 2 OR X13 == 7 OR X13 == 17 OR X13 == 20 OR X13 == 22 OR X13 == 23 OR X13 == 40 OR X13 == 41] AND [X1 == 1 OR X3 == 2 OR X3 == 8 OR X3 == 9 OR X3 == 10 OR X3 == 14 OR X10 >= 4243.500000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 2 OR X13 == 7 OR X13 == 11 OR X13 == 17 OR X13 == 20 OR X13 == 22 OR X13 == 23],{'0': {'precision': 0.827002857933069; 'recall': 0.8960195774858912; 'f1-score': 0.8601289642112329; 'support': 20023}; '1': {'precision': 0.5551282051282052; 'recall': 0.40906943788379785; 'f1-score': 0.4710361707914061; 'support': 6351}; 'accuracy': 0.7787593842420566; 'macro avg': {'precision': 0.6910655315306371; 'recall': 0.6525445076848445; 'f1-score': 0.6655825675013195; 'support': 26374}; 'weighted avg': {'precision': 0.7615339901100732; 'recall': 0.7787593842420566; 'f1-score': 0.7664333423484392; 'support': 26374}},{'0': {'precision': 0.8246268656716418; 'recall': 0.8939325842696629; 'f1-score': 0.8578822514556826; 'support': 2225}; '1': {'precision': 0.5452793834296724; 'recall': 0.40084985835694054; 'f1-score': 0.46204081632653066; 'support': 706}; 'accuracy': 0.7751620607301263; 'macro avg': {'precision': 0.684953124550657; 'recall': 0.6473912213133017; 'f1-score': 0.6599615338911067; 'support': 2931}; 'weighted avg': {'precision': 0.7573394816856881; 'recall': 0.7751620607301263; 'f1-score': 0.7625345703907965; 'support': 2931}}
5,3,CNF,4,26374,2931,1,[26374; 26374],296,1033.682995,0.792903,49,[X1 == 5 OR X5 == 5 OR X6 == 10 OR X7 == 5 OR X8 == 3 OR X10 >= 4668.500000 OR X11 >= 2218.500000 OR X13 == 0 OR X13 == 2 OR X13 == 8 OR X13 == 9 OR X13 == 12 OR X13 == 20 OR X13 == 21 OR X13 == 41] AND [X1 == 5 OR X5 == 5 OR X5 == 6 OR X6 == 10 OR X8 == 3 OR X10 >= 4243.500000 OR X11 >= 1881.500000 OR X13 == 2 OR X13 == 8 OR X13 == 9 OR X13 == 12 OR X13 == 21 OR X13 == 22 OR X13 == 27 OR X13 == 37 OR X13 == 41] AND [X1 == 5 OR X3 == 7 OR X3 == 12 OR X5 == 3 OR X6 == 11 OR X7 == 5 OR X10 >= 7073.500000 OR X11 >= 2384.500000 OR X13 == 2 OR X13 == 7 OR X13 == 8 OR X13 == 9 OR X13 == 12 OR X13 == 20 OR X13 == 21 OR X13 == 34 OR X13 == 36 OR X13 == 41],{'0': {'precision': 0.8139343195522971; 'recall': 0.937022424212156; 'f1-score': 0.8711519710266054; 'support': 20023}; '1': {'precision': 0.6205236232320193; 'recall': 0.32467327979845695; 'f1-score': 0.42629729170973746; 'support': 6351}; 'accuracy': 0.7895654811556836; 'macro avg': {'precision': 0.7172289713921582; 'recall': 0.6308478520053065; 'f1-score': 0.6487246313681714; 'support': 26374}; 'weighted avg': {'precision': 0.7673599913377644; 'recall': 0.7895654811556836; 'f1-score': 0.7640285893499; 'support': 26374}},{'0': {'precision': 0.816015625; 'recall': 0.938876404494382; 'f1-score': 0.8731452455590387; 'support': 2225}; '1': {'precision': 0.633423180592992; 'recall': 0.3328611898016997; 'f1-score': 0.436397400185701; 'support': 706}; 'accuracy': 0.7929034459228932; 'macro avg': {'precision': 0.724719402796496; 'recall': 0.6358687971480409; 'f1-score': 0.6547713228723698; 'support': 2931}; 'weighted avg': {'precision': 0.7720339580769882; 'recall': 0.7929034459228932; 'f1-score': 0.7679442974752528; 'support': 2931}}
5,3,CNF,5,26375,2930,1,[26375; 26375],296,1029.943350,0.788396,49,[X1 == 2 OR X1 == 7 OR X3 == 6 OR X4 >= 10.500000 OR X5 == 6 OR X6 == 11 OR X6 == 12 OR X7 == 5 OR X10 >= 4668.500000 OR X11 >= 1881.500000 OR X13 == 5 OR X13 == 8 OR X13 == 20 OR X13 == 21 OR X13 == 23 OR X13 == 24 OR X13 == 36] AND [X3 == 14 OR X5 == 1 OR X6 == 4 OR X6 == 13 OR X10 >= 4668.500000 OR X12 >= 49.500000 OR X13 == 1 OR X13 == 3 OR X13 == 5 OR X13 == 8 OR X13 == 17 OR X13 == 22 OR X13 == 24 OR X13 == 35] AND [X1 == 2 OR X3 == 6 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X6 == 4 OR X6 == 12 OR X7 == 5 OR X10 >= 4668.500000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 5 OR X13 == 8 OR X13 == 12 OR X13 == 20 OR X13 == 21 OR X13 == 23 OR X13 == 41],{'0': {'precision': 0.8453883148421504; 'recall': 0.8866803176347201; 'f1-score': 0.8655421216848674; 'support': 20023}; '1': {'precision': 0.5777819129140305; 'recall': 0.4888224181360202; 'f1-score': 0.5295923588606515; 'support': 6352}; 'accuracy': 0.7908625592417061; 'macro avg': {'precision': 0.7115851138780904; 'recall': 0.6877513678853702; 'f1-score': 0.6975672402727595; 'support': 26375}; 'weighted avg': {'precision': 0.780939561664997; 'recall': 0.7908625592417061; 'f1-score': 0.7846339551082069; 'support': 26375}},{'0': {'precision': 0.8463530427276651; 'recall': 0.8813483146067416; 'f1-score': 0.8634962571554382; 'support': 2225}; '1': {'precision': 0.5693311582381729; 'recall': 0.4950354609929078; 'f1-score': 0.5295902883156297; 'support': 705}; 'accuracy': 0.78839590443686; 'macro avg': {'precision': 0.707842100482919; 'recall': 0.6881918877998247; 'f1-score': 0.696543272735534; 'support': 2930}; 'weighted avg': {'precision': 0.7796976063573264; 'recall': 0.78839590443686; 'f1-score': 0.7831536946871567; 'support': 2930}}
5,3,CNF,6,26375,2930,1,[26375; 26375],296,1074.406026,0.775768,49,[X1 == 5 OR X3 == 7 OR X5 == 1 OR X6 == 12 OR X6 == 13 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X12 >= 49.500000 OR X13 == 17 OR X13 == 20 OR X13 == 34 OR X13 == 36 OR X13 == 38] AND [X0 >= 61.500000 OR X1 == 2 OR X1 == 7 OR X3 == 2 OR X3 == 7 OR X3 == 12 OR X5 == 1 OR X6 == 6 OR X6 == 11 OR X6 == 12 OR X8 == 1 OR X10 >= 4932.500000 OR X11 >= 1820.500000 OR X13 == 2 OR X13 == 10 OR X13 == 12 OR X13 == 20 OR X13 == 30 OR X13 == 34 OR X13 == 36] AND [X3 == 9 OR X3 == 10 OR X5 == 1 OR X6 == 2 OR X6 == 13 OR X10 >= 5119.000000 OR X11 >= 2218.500000 OR X12 >= 41.500000 OR X13 == 1 OR X13 == 10 OR X13 == 12 OR X13 == 17 OR X13 == 24 OR X13 == 34 OR X13 == 36 OR X13 == 38],{'0': {'precision': 0.827575175943698; 'recall': 0.9044099285821305; 'f1-score': 0.8642882710893688; 'support': 20023}; '1': {'precision': 0.5740040062319163; 'recall': 0.40601385390428213; 'f1-score': 0.4756108805901337; 'support': 6352}; 'accuracy': 0.7843791469194312; 'macro avg': {'precision': 0.7007895910878071; 'recall': 0.6552118912432063; 'f1-score': 0.6699495758397512; 'support': 26375}; 'weighted avg': {'precision': 0.7665065856115942; 'recall': 0.7843791469194312; 'f1-score': 0.7706814925319796; 'support': 26375}},{'0': {'precision': 0.82; 'recall': 0.9029213483146067; 'f1-score': 0.8594652406417111; 'support': 2225}; '1': {'precision': 0.55; 'recall': 0.37446808510638296; 'f1-score': 0.44556962025316454; 'support': 705}; 'accuracy': 0.7757679180887372; 'macro avg': {'precision': 0.685; 'recall': 0.6386947167104948; 'f1-score': 0.6525174304474378; 'support': 2930}; 'weighted avg': {'precision': 0.7550341296928328; 'recall': 0.7757679180887372; 'f1-score': 0.7598760214014635; 'support': 2930}}
5,3,CNF,7,26375,2930,1,[26375; 26375],296,1036.218196,0.808874,38,[X1 == 2 OR X1 == 5 OR X3 == 9 OR X4 >= 13.500000 OR X5 == 1 OR X6 == 14 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X13 == 2 OR X13 == 34 OR X13 == 41] AND [X3 == 10 OR X5 == 1 OR X6 == 11 OR X6 == 14 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X12 >= 49.500000 OR X13 == 11 OR X13 == 13 OR X13 == 30 OR X13 == 34 OR X13 == 41] AND [X0 >= 43.500000 OR X1 == 5 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 11 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X13 == 2 OR X13 == 11 OR X13 == 13 OR X13 == 19 OR X13 == 20 OR X13 == 30 OR X13 == 41],{'0': {'precision': 0.8324514206945618; 'recall': 0.9349747790041453; 'f1-score': 0.8807395558901017; 'support': 20023}; '1': {'precision': 0.6649511065362841; 'recall': 0.4068010075566751; 'f1-score': 0.504786091033405; 'support': 6352}; 'accuracy': 0.8077725118483412; 'macro avg': {'precision': 0.7487012636154229; 'recall': 0.6708878932804102; 'f1-score': 0.6927628234617533; 'support': 26375}; 'weighted avg': {'precision': 0.7921116293947181; 'recall': 0.8077725118483412; 'f1-score': 0.7901971328087846; 'support': 26375}},{'0': {'precision': 0.8323353293413174; 'recall': 0.9370786516853933; 'f1-score': 0.8816067653276956; 'support': 2225}; '1': {'precision': 0.6705882352941176; 'recall': 0.40425531914893614; 'f1-score': 0.504424778761062; 'support': 705}; 'accuracy': 0.8088737201365188; 'macro avg': {'precision': 0.7514617823177174; 'recall': 0.6706669854171647; 'f1-score': 0.6930157720443788; 'support': 2930}; 'weighted avg': {'precision': 0.7934166599545338; 'recall': 0.8088737201365188; 'f1-score': 0.7908513726555192; 'support': 2930}}
5,3,CNF,8,26375,2930,1,[26375; 26375],296,1028.539001,0.768942,64,[X1 == 1 OR X1 == 2 OR X1 == 5 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X7 == 4 OR X8 == 3 OR X10 >= 3048.000000 OR X11 >= 1881.500000 OR X13 == 2 OR X13 == 15 OR X13 == 20 OR X13 == 21 OR X13 == 22 OR X13 == 23 OR X13 == 24 OR X13 == 31 OR X13 == 33] AND [X1 == 5 OR X3 == 8 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 0 OR X5 == 1 OR X6 == 11 OR X10 >= 57.000000 OR X11 >= 1881.500000 OR X13 == 2 OR X13 == 15 OR X13 == 20 OR X13 == 21 OR X13 == 22 OR X13 == 23 OR X13 == 24 OR X13 == 27 OR X13 == 30 OR X13 == 31 OR X13 == 33 OR X13 == 36 OR X13 == 38] AND [X3 == 8 OR X3 == 10 OR X3 == 14 OR X3 == 15 OR X5 == 1 OR X5 == 5 OR X6 == 11 OR X8 == 0 OR X10 >= 3048.000000 OR X11 >= 1881.500000 OR X13 == 15 OR X13 == 20 OR X13 == 21 OR X13 == 22 OR X13 == 24 OR X13 == 27 OR X13 == 30 OR X13 == 31 OR X13 == 32 OR X13 == 33 OR X13 == 36 OR X13 == 38],{'0': {'precision': 0.8269239562851525; 'recall': 0.9031162604874151; 'f1-score': 0.863342324493352; 'support': 20024}; '1': {'precision': 0.5694629383044829; 'recall': 0.4040308612816879; 'f1-score': 0.47269043013723866; 'support': 6351}; 'accuracy': 0.7829383886255924; 'macro avg': {'precision': 0.6981934472948177; 'recall': 0.6535735608845515; 'f1-score': 0.6680163773152954; 'support': 26375}; 'weighted avg': {'precision': 0.7649283193109258; 'recall': 0.7829383886255924; 'f1-score': 0.7692748294770231; 'support': 26375}},{'0': {'precision': 0.8202898550724638; 'recall': 0.8907374100719424; 'f1-score': 0.8540633757275276; 'support': 2224}; '1': {'precision': 0.5281553398058253; 'recall': 0.38526912181303113; 'f1-score': 0.4455364455364455; 'support': 706}; 'accuracy': 0.7689419795221843; 'macro avg': {'precision': 0.6742225974391445; 'recall': 0.6380032659424868; 'f1-score': 0.6497999106319865; 'support': 2930}; 'weighted avg': {'precision': 0.7498983984928573; 'recall': 0.7689419795221843; 'f1-score': 0.7556265113197105; 'support': 2930}}
5,3,CNF,9,26375,2930,1,[26375; 26375],296,1029.028375,0.752218,40,[X1 == 6 OR X3 == 0 OR X3 == 10 OR X3 == 12 OR X5 == 1 OR X6 == 4 OR X10 >= 3120.000000 OR X11 >= 1551.500000 OR X13 == 0 OR X13 == 10 OR X13 == 21] AND [X1 == 5 OR X1 == 7 OR X3 == 0 OR X3 == 8 OR X3 == 10 OR X3 == 12 OR X5 == 1 OR X6 == 4 OR X6 == 12 OR X6 == 13 OR X11 >= 1568.500000 OR X13 == 0 OR X13 == 1 OR X13 == 21] AND [X3 == 0 OR X3 == 8 OR X3 == 10 OR X5 == 1 OR X6 == 0 OR X6 == 4 OR X6 == 13 OR X10 >= 5316.500000 OR X11 >= 1820.500000 OR X13 == 0 OR X13 == 1 OR X13 == 18 OR X13 == 21 OR X13 == 22 OR X13 == 31],{'0': {'precision': 0.8214791310715157; 'recall': 0.8403915301638034; 'f1-score': 0.8308277172973907; 'support': 20024}; '1': {'precision': 0.4573853989813243; 'recall': 0.42418516769012754; 'f1-score': 0.44016011763744795; 'support': 6351}; 'accuracy': 0.7401706161137441; 'macro avg': {'precision': 0.63943226502642; 'recall': 0.6322883489269655; 'f1-score': 0.6354939174674193; 'support': 26375}; 'weighted avg': {'precision': 0.7338067408343667; 'recall': 0.7401706161137441; 'f1-score': 0.7367564405034458; 'support': 26375}},{'0': {'precision': 0.8267888307155323; 'recall': 0.852068345323741; 'f1-score': 0.8392382639503986; 'support': 2224}; '1': {'precision': 0.4843260188087774; 'recall': 0.4376770538243626; 'f1-score': 0.4598214285714285; 'support': 706}; 'accuracy': 0.7522184300341297; 'macro avg': {'precision': 0.6555574247621548; 'recall': 0.6448726995740518; 'f1-score': 0.6495298462609136; 'support': 2930}; 'weighted avg': {'precision': 0.7442704876417546; 'recall': 0.7522184300341297; 'f1-score': 0.747815640818128; 'support': 2930}}
