lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,1,[26374; 26374],296,1068.119129,0.821563,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8228152270140382; 'recall': 0.974779004145233; 'f1-score': 0.8923738112655449; 'support': 20023}; '1': {'precision': 0.8096494534489257; 'recall': 0.3382144544166273; 'f1-score': 0.4771212794313638; 'support': 6351}; 'accuracy': 0.8214908622127853; 'macro avg': {'precision': 0.816232340231482; 'recall': 0.6564967292809302; 'f1-score': 0.6847475453484544; 'support': 26374}; 'weighted avg': {'precision': 0.8196448384528784; 'recall': 0.8214908622127853; 'f1-score': 0.7923787847364298; 'support': 26374}},{'0': {'precision': 0.8208898944193062; 'recall': 0.9784269662921349; 'f1-score': 0.892761943817921; 'support': 2225}; '1': {'precision': 0.8279569892473119; 'recall': 0.3271954674220963; 'f1-score': 0.4690355329949238; 'support': 706}; 'accuracy': 0.8215626066189013; 'macro avg': {'precision': 0.824423441833309; 'recall': 0.6528112168571156; 'f1-score': 0.6808987384064223; 'support': 2931}; 'weighted avg': {'precision': 0.822592169734411; 'recall': 0.8215626066189013; 'f1-score': 0.7906975132341488; 'support': 2931}}
5,2,DNF,7,26375,2930,1,[26375; 26375],296,1032.315746,0.832765,59,[X0 < 54.500000 AND X0 >= 35.500000 AND X1 != 6 AND X1 != 7 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 11 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 4 AND X8 != 1 AND X8 != 3 AND X9 AND X12 >= 34.500000 AND X13 != 10 AND X13 != 23 AND X13 != 33] OR [X0 >= 27.500000 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X4 >= 8.500000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 2 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 == 39],{'0': {'precision': 0.8212486772486772; 'recall': 0.9689856664835439; 'f1-score': 0.8890212609970674; 'support': 20023}; '1': {'precision': 0.7741818181818182; 'recall': 0.33517002518891686; 'f1-score': 0.4678092726873215; 'support': 6352}; 'accuracy': 0.8163412322274881; 'macro avg': {'precision': 0.7977152477152477; 'recall': 0.6520778458362304; 'f1-score': 0.6784152668421944; 'support': 26375}; 'weighted avg': {'precision': 0.8099133715124617; 'recall': 0.8163412322274881; 'f1-score': 0.7875790411015791; 'support': 26375}},{'0': {'precision': 0.8312332951508209; 'recall': 0.9784269662921349; 'f1-score': 0.8988439306358382; 'support': 2225}; '1': {'precision': 0.8456591639871383; 'recall': 0.3730496453900709; 'f1-score': 0.5177165354330708; 'support': 705}; 'accuracy': 0.8327645051194539; 'macro avg': {'precision': 0.8384462295689796; 'recall': 0.6757383058411028; 'f1-score': 0.7082802330344545; 'support': 2930}; 'weighted avg': {'precision': 0.8347043659800372; 'recall': 0.8327645051194539; 'f1-score': 0.8071392160904625; 'support': 2930}}
5,2,DNF,8,26375,2930,1,[26375; 26375],296,1022.084737,0.783959,91,[X0 < 61.500000 AND X0 >= 27.500000 AND X1 != 0 AND X1 != 2 AND X1 != 5 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 11 AND X3 != 13 AND X3 != 15 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 3 AND X6 != 5 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 4 AND X13 != 5 AND X13 != 8 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 17 AND X13 != 20 AND X13 != 21 AND X13 != 23 AND X13 != 24 AND X13 != 26 AND X13 != 28 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 37 AND X13 != 40] OR [X0 >= 35.500000 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 11 AND X3 != 13 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 4 AND X6 != 5 AND X6 != 7 AND X6 != 9 AND X6 != 12 AND X6 != 13 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X9 AND X11 < 1923.000000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 11 AND X13 != 12 AND X13 != 24 AND X13 != 26 AND X13 != 27 AND X13 != 33 AND X13 != 35 AND X13 != 41],{'0': {'precision': 0.8164967562557924; 'recall': 0.9239412704754295; 'f1-score': 0.8669025138814048; 'support': 20024}; '1': {'precision': 0.5901506996770721; 'recall': 0.34529995276334435; 'f1-score': 0.4356809377172941; 'support': 6351}; 'accuracy': 0.7846066350710901; 'macro avg': {'precision': 0.7033237279664323; 'recall': 0.6346206116193869; 'f1-score': 0.6512917257993495; 'support': 26375}; 'weighted avg': {'precision': 0.7619934840157374; 'recall': 0.7846066350710901; 'f1-score': 0.7630659933044088; 'support': 26375}},{'0': {'precision': 0.8168060533651932; 'recall': 0.9222122302158273; 'f1-score': 0.8663146779303061; 'support': 2224}; '1': {'precision': 0.5871121718377088; 'recall': 0.34844192634560905; 'f1-score': 0.4373333333333333; 'support': 706}; 'accuracy': 0.7839590443686006; 'macro avg': {'precision': 0.701959112601451; 'recall': 0.6353270782807182; 'f1-score': 0.6518240056318197; 'support': 2930}; 'weighted avg': {'precision': 0.7614600191131782; 'recall': 0.7839590443686006; 'f1-score': 0.7629492071844144; 'support': 2930}}
5,2,DNF,9,26375,2930,1,[26375; 26375],296,1067.948525,0.727645,122,[X0 < 61.500000 AND X0 >= 23.500000 AND X1 != 7 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 12 AND X3 != 13 AND X3 != 14 AND X5 != 0 AND X5 != 1 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 2 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 10 AND X6 != 11 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X9 AND X11 < 2450.500000 AND X13 != 0 AND X13 != 1 AND X13 != 2 AND X13 != 4 AND X13 != 6 AND X13 != 8 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 16 AND X13 != 17 AND X13 != 18 AND X13 != 21 AND X13 != 22 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 30 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 35 AND X13 != 36 AND X13 != 40] OR [X0 < 43.500000 AND X0 >= 27.500000 AND X1 != 0 AND X1 != 2 AND X1 != 5 AND X1 != 6 AND X1 != 7 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X5 != 0 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 2 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X10 < 3120.000000 AND X13 != 1 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 9 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 14 AND X13 != 16 AND X13 != 17 AND X13 != 18 AND X13 != 19 AND X13 != 20 AND X13 != 21 AND X13 != 22 AND X13 != 23 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 36 AND X13 != 38 AND X13 != 40],{'0': {'precision': 0.8066760059900487; 'recall': 0.8339492608869357; 'f1-score': 0.8200859422958869; 'support': 20024}; '1': {'precision': 0.41399365526965104; 'recall': 0.3698630136986301; 'f1-score': 0.3906860706860707; 'support': 6351}; 'accuracy': 0.7221990521327014; 'macro avg': {'precision': 0.61033483062985; 'recall': 0.6019061372927829; 'f1-score': 0.6053860064909788; 'support': 26375}; 'weighted avg': {'precision': 0.7121195847796129; 'recall': 0.7221990521327014; 'f1-score': 0.7166880812686285; 'support': 26375}},{'0': {'precision': 0.8083910034602076; 'recall': 0.8403776978417267; 'f1-score': 0.8240740740740741; 'support': 2224}; '1': {'precision': 0.4255663430420712; 'recall': 0.37252124645892354; 'f1-score': 0.3972809667673717; 'support': 706}; 'accuracy': 0.7276450511945393; 'macro avg': {'precision': 0.6169786732511394; 'recall': 0.6064494721503251; 'f1-score': 0.6106775204207229; 'support': 2930}; 'weighted avg': {'precision': 0.7161472456939264; 'recall': 0.7276450511945393; 'f1-score': 0.7212358714261109; 'support': 2930}}
5,3,CNF,0,26374,2931,1,[26374; 26374],296,1077.848752,0.767656,50,[X0 >= 43.500000 OR X1 == 5 OR X3 == 8 OR X3 == 14 OR X6 == 11 OR X6 == 13 OR X7 == 5 OR X10 >= 5119.000000 OR X11 >= 2384.500000 OR X12 >= 65.500000 OR X13 == 11 OR X13 == 22 OR X13 == 30] AND [X1 == 2 OR X1 == 5 OR X3 == 11 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 6 OR X6 == 11 OR X10 >= 7073.500000 OR X11 >= 1551.500000 OR X13 == 1 OR X13 == 2 OR X13 == 9 OR X13 == 12 OR X13 == 25 OR X13 == 31 OR X13 == 37] AND [X1 == 1 OR X1 == 5 OR X3 == 2 OR X3 == 14 OR X5 == 1 OR X6 == 3 OR X6 == 11 OR X6 == 13 OR X7 == 5 OR X10 >= 5119.000000 OR X11 >= 1551.500000 OR X13 == 1 OR X13 == 2 OR X13 == 9 OR X13 == 11 OR X13 == 12 OR X13 == 19 OR X13 == 22 OR X13 == 24 OR X13 == 31],{'0': {'precision': 0.8314778029288123; 'recall': 0.8989162463167357; 'f1-score': 0.8638828893688505; 'support': 20023}; '1': {'precision': 0.5718214512375714; 'recall': 0.42560226735947093; 'f1-score': 0.48799422278389604; 'support': 6351}; 'accuracy': 0.7849397133540608; 'macro avg': {'precision': 0.7016496270831919; 'recall': 0.6622592568381034; 'f1-score': 0.6759385560763733; 'support': 26374}; 'weighted avg': {'precision': 0.7689511672424898; 'recall': 0.7849397133540608; 'f1-score': 0.7733668917393273; 'support': 26374}},{'0': {'precision': 0.8200663349917081; 'recall': 0.8889887640449439; 'f1-score': 0.8531378046150528; 'support': 2225}; '1': {'precision': 0.5240847784200385; 'recall': 0.38526912181303113; 'f1-score': 0.44408163265306116; 'support': 706}; 'accuracy': 0.7676560900716479; 'macro avg': {'precision': 0.6720755567058734; 'recall': 0.6371289429289875; 'f1-score': 0.648609718634057; 'support': 2931}; 'weighted avg': {'precision': 0.7487722445994874; 'recall': 0.7676560900716479; 'f1-score': 0.7546070446678792; 'support': 2931}}
5,3,CNF,1,26374,2931,1,[26374; 26374],296,1030.124792,0.740362,50,[X1 == 2 OR X1 == 5 OR X3 == 10 OR X3 == 12 OR X3 == 15 OR X6 == 5 OR X6 == 12 OR X6 == 14 OR X7 == 5 OR X10 >= 4243.500000 OR X11 >= 2384.500000 OR X13 == 3 OR X13 == 11 OR X13 == 12 OR X13 == 15 OR X13 == 18 OR X13 == 30 OR X13 == 31 OR X13 == 34] AND [X0 >= 43.500000 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 10 OR X6 == 11 OR X10 >= 4932.500000 OR X11 >= 1881.500000 OR X12 >= 49.500000 OR X13 == 1 OR X13 == 2 OR X13 == 5 OR X13 == 13 OR X13 == 15 OR X13 == 24 OR X13 == 30] AND [X0 >= 35.500000 OR X3 == 10 OR X6 == 4 OR X6 == 11 OR X7 == 5 OR X10 >= 7073.500000 OR X11 >= 1820.500000 OR X12 >= 65.500000 OR X13 == 5 OR X13 == 15 OR X13 == 19 OR X13 == 31 OR X13 == 36 OR X13 == 41],{'0': {'precision': 0.856813922356091; 'recall': 0.7991309993507466; 'f1-score': 0.8269678019535892; 'support': 20023}; '1': {'precision': 0.4775944927912716; 'recall': 0.5789639426861911; 'f1-score': 0.5234163701067616; 'support': 6351}; 'accuracy': 0.7461135967240464; 'macro avg': {'precision': 0.6672042075736813; 'recall': 0.6890474710184689; 'f1-score': 0.6751920860301754; 'support': 26374}; 'weighted avg': {'precision': 0.765495859219435; 'recall': 0.7461135967240464; 'f1-score': 0.7538709966279199; 'support': 26374}},{'0': {'precision': 0.8499043977055449; 'recall': 0.7991011235955057; 'f1-score': 0.8237201760481817; 'support': 2225}; '1': {'precision': 0.46722288438617404; 'recall': 0.5552407932011332; 'f1-score': 0.5074433656957928; 'support': 706}; 'accuracy': 0.7403616513135448; 'macro avg': {'precision': 0.6585636410458595; 'recall': 0.6771709583983194; 'f1-score': 0.6655817708719873; 'support': 2931}; 'weighted avg': {'precision': 0.757726592040763; 'recall': 0.7403616513135448; 'f1-score': 0.7475374984266238; 'support': 2931}}
5,3,CNF,2,26374,2931,1,[26374; 26374],296,1032.841042,0.787103,38,[X3 == 5 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X5 == 2 OR X6 == 13 OR X10 >= 7073.500000 OR X11 >= 2218.500000 OR X13 == 21 OR X13 == 32] AND [X1 == 5 OR X3 == 8 OR X5 == 1 OR X6 == 3 OR X6 == 13 OR X10 >= 5505.500000 OR X11 >= 1881.500000 OR X12 >= 41.500000 OR X13 == 5 OR X13 == 9 OR X13 == 21 OR X13 == 22 OR X13 == 30 OR X13 == 34] AND [X0 >= 54.500000 OR X1 == 5 OR X1 == 6 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X6 == 4 OR X6 == 13 OR X7 == 5 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X12 >= 49.500000 OR X13 == 30 OR X13 == 34],{'0': {'precision': 0.8678860753044276; 'recall': 0.8507216700794087; 'f1-score': 0.8592181588902901; 'support': 20023}; '1': {'precision': 0.5569882910923374; 'recall': 0.5917178397102818; 'f1-score': 0.5738280653534891; 'support': 6351}; 'accuracy': 0.7883521650109957; 'macro avg': {'precision': 0.7124371831983825; 'recall': 0.7212197548948452; 'f1-score': 0.7165231121218896; 'support': 26374}; 'weighted avg': {'precision': 0.7930202291100322; 'recall': 0.7883521650109957; 'f1-score': 0.7904947007856331; 'support': 26374}},{'0': {'precision': 0.8697459584295612; 'recall': 0.8462921348314607; 'f1-score': 0.8578587699316629; 'support': 2225}; '1': {'precision': 0.5535248041775457; 'recall': 0.6005665722379604; 'f1-score': 0.5760869565217391; 'support': 706}; 'accuracy': 0.7871033776867963; 'macro avg': {'precision': 0.7116353813035534; 'recall': 0.7234293535347105; 'f1-score': 0.716972863226701; 'support': 2931}; 'weighted avg': {'precision': 0.7935766868833576; 'recall': 0.7871033776867963; 'f1-score': 0.7899874290011252; 'support': 2931}}
5,3,CNF,3,26374,2931,1,[26374; 26374],296,1081.224083,0.709314,52,[X3 == 10 OR X3 == 11 OR X6 == 10 OR X6 == 11 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X12 >= 49.500000 OR X13 == 1 OR X13 == 2 OR X13 == 3 OR X13 == 10 OR X13 == 19 OR X13 == 31 OR X13 == 32 OR X13 == 40] AND [X1 == 2 OR X1 == 5 OR X3 == 4 OR X3 == 7 OR X4 >= 14.500000 OR X5 == 0 OR X6 == 3 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X13 == 1 OR X13 == 2 OR X13 == 3 OR X13 == 7 OR X13 == 9 OR X13 == 10 OR X13 == 11 OR X13 == 14 OR X13 == 20 OR X13 == 21 OR X13 == 22 OR X13 == 31 OR X13 == 34 OR X13 == 36 OR X13 == 41] AND [X3 == 12 OR X3 == 14 OR X5 == 0 OR X9 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 2 OR X13 == 3 OR X13 == 10 OR X13 == 22 OR X13 == 31 OR X13 == 40],{'0': {'precision': 0.8289198241574209; 'recall': 0.7910403036508016; 'f1-score': 0.8095371955738416; 'support': 20023}; '1': {'precision': 0.42416735480319295; 'recall': 0.4852779089907101; 'f1-score': 0.45266945729602703; 'support': 6351}; 'accuracy': 0.7174110866762721; 'macro avg': {'precision': 0.626543589480307; 'recall': 0.6381591063207559; 'f1-score': 0.6311033264349344; 'support': 26374}; 'weighted avg': {'precision': 0.731453268729018; 'recall': 0.7174110866762721; 'f1-score': 0.7236015390256351; 'support': 26374}},{'0': {'precision': 0.8264384213029006; 'recall': 0.7811235955056179; 'f1-score': 0.8031423290203327; 'support': 2225}; '1': {'precision': 0.41183574879227053; 'recall': 0.4830028328611898; 'f1-score': 0.4445893089960887; 'support': 706}; 'accuracy': 0.7093142272262026; 'macro avg': {'precision': 0.6191370850475856; 'recall': 0.6320632141834038; 'f1-score': 0.6238658190082107; 'support': 2931}; 'weighted avg': {'precision': 0.7265716567882282; 'recall': 0.7093142272262026; 'f1-score': 0.7167764361042234; 'support': 2931}}
5,3,CNF,4,26374,2931,1,[26374; 26374],296,1064.977695,0.694985,65,[X0 >= 61.500000 OR X1 == 7 OR X3 == 6 OR X3 == 10 OR X3 == 14 OR X6 == 2 OR X6 == 3 OR X6 == 7 OR X7 == 5 OR X10 >= 5119.000000 OR X11 >= 2384.500000 OR X13 == 1 OR X13 == 3 OR X13 == 7 OR X13 == 9 OR X13 == 11 OR X13 == 13 OR X13 == 17 OR X13 == 19 OR X13 == 20 OR X13 == 21 OR X13 == 22 OR X13 == 30 OR X13 == 35 OR X13 == 38 OR X13 == 41] AND [X0 >= 61.500000 OR X1 == 7 OR X3 == 14 OR X4 < 10.500000 OR X6 == 7 OR X7 == 5 OR X8 == 1 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 9 OR X13 == 11 OR X13 == 19 OR X13 == 20 OR X13 == 22 OR X13 == 26 OR X13 == 30 OR X13 == 31 OR X13 == 32 OR X13 == 41] AND [X1 == 6 OR X1 == 7 OR X3 == 6 OR X3 == 7 OR X3 == 9 OR X3 == 14 OR X6 == 1 OR X6 == 3 OR X7 == 5 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X13 == 1 OR X13 == 13 OR X13 == 17 OR X13 == 19 OR X13 == 20 OR X13 == 21 OR X13 == 22 OR X13 == 36 OR X13 == 41],{'0': {'precision': 0.8151238034119471; 'recall': 0.7612245917195225; 'f1-score': 0.7872527245493517; 'support': 20023}; '1': {'precision': 0.3770684039087948; 'recall': 0.45567627145331446; 'f1-score': 0.412662198773706; 'support': 6351}; 'accuracy': 0.6876469250018958; 'macro avg': {'precision': 0.5960961036603709; 'recall': 0.6084504315864185; 'f1-score': 0.5999574616615289; 'support': 26374}; 'weighted avg': {'precision': 0.7096377246129587; 'recall': 0.6876469250018958; 'f1-score': 0.6970493261569529; 'support': 26374}},{'0': {'precision': 0.8207228915662651; 'recall': 0.7653932584269663; 'f1-score': 0.792093023255814; 'support': 2225}; '1': {'precision': 0.3901869158878505; 'recall': 0.4730878186968839; 'f1-score': 0.42765685019206146; 'support': 706}; 'accuracy': 0.6949846468781986; 'macro avg': {'precision': 0.6054549037270578; 'recall': 0.6192405385619251; 'f1-score': 0.6098749367239378; 'support': 2931}; 'weighted avg': {'precision': 0.7170182177931635; 'recall': 0.6949846468781986; 'f1-score': 0.7043100351346917; 'support': 2931}}
5,3,CNF,5,26375,2930,1,[26375; 26375],296,1045.223788,0.765188,54,[X1 == 5 OR X3 == 2 OR X3 == 7 OR X3 == 8 OR X3 == 10 OR X3 == 12 OR X5 == 1 OR X6 == 3 OR X6 == 4 OR X6 == 5 OR X6 == 11 OR X6 == 14 OR X7 == 5 OR X10 >= 57.000000 OR X11 >= 2384.500000 OR X12 >= 65.500000 OR X13 == 0 OR X13 == 4 OR X13 == 9 OR X13 == 20 OR X13 == 22 OR X13 == 30 OR X13 == 34 OR X13 == 41] AND [X1 == 1 OR X1 == 5 OR X3 == 2 OR X3 == 7 OR X3 == 8 OR X4 >= 13.500000 OR X5 == 1 OR X6 == 4 OR X10 >= 4243.500000 OR X11 >= 1820.500000 OR X12 >= 41.500000 OR X13 == 2 OR X13 == 9 OR X13 == 10 OR X13 == 22 OR X13 == 30 OR X13 == 34 OR X13 == 38 OR X13 == 41] AND [X3 == 14 OR X6 == 4 OR X6 == 11 OR X7 == 0 OR X7 == 5 OR X10 >= 4668.500000 OR X11 >= 2384.500000 OR X13 == 2 OR X13 == 7 OR X13 == 19 OR X13 == 30],{'0': {'precision': 0.877204406099083; 'recall': 0.8073715227488388; 'f1-score': 0.840840528451056; 'support': 20023}; '1': {'precision': 0.5145985401459854; 'recall': 0.6437342569269522; 'f1-score': 0.5719681074276123; 'support': 6352}; 'accuracy': 0.7679620853080569; 'macro avg': {'precision': 0.6959014731225341; 'recall': 0.7255528898378956; 'f1-score': 0.7064043179393341; 'support': 26375}; 'weighted avg': {'precision': 0.7898765402968432; 'recall': 0.7679620853080569; 'f1-score': 0.7760868746750971; 'support': 26375}},{'0': {'precision': 0.8754274548119199; 'recall': 0.8053932584269663; 'f1-score': 0.8389513108614233; 'support': 2225}; '1': {'precision': 0.5096262740656852; 'recall': 0.6382978723404256; 'f1-score': 0.5667506297229219; 'support': 705}; 'accuracy': 0.7651877133105802; 'macro avg': {'precision': 0.6925268644388025; 'recall': 0.7218455653836959; 'f1-score': 0.7028509702921726; 'support': 2930}; 'weighted avg': {'precision': 0.7874104471579623; 'recall': 0.7651877133105802; 'f1-score': 0.7734559251267327; 'support': 2930}}
5,3,CNF,6,26375,2930,1,[26375; 26375],296,1028.314063,0.838567,44,[X5 == 2 OR X7 == 5 OR X10 >= 7073.500000 OR X11 >= 2450.500000 OR X13 == 13 OR X13 == 19 OR X13 == 35] AND [X1 == 2 OR X1 == 6 OR X3 == 10 OR X3 == 12 OR X6 == 4 OR X7 == 5 OR X10 >= 7073.500000 OR X11 >= 1551.500000 OR X12 >= 65.500000 OR X13 == 1 OR X13 == 9 OR X13 == 10 OR X13 == 11 OR X13 == 13 OR X13 == 21 OR X13 == 30 OR X13 == 31 OR X13 == 34 OR X13 == 41] AND [X1 == 5 OR X3 == 5 OR X3 == 7 OR X4 >= 12.500000 OR X5 == 1 OR X6 == 7 OR X6 == 10 OR X6 == 13 OR X10 >= 7073.500000 OR X11 >= 1820.500000 OR X12 >= 65.500000 OR X13 == 1 OR X13 == 7 OR X13 == 9 OR X13 == 19 OR X13 == 20 OR X13 == 38 OR X13 == 41],{'0': {'precision': 0.8565811731358296; 'recall': 0.9357239174948809; 'f1-score': 0.8944051938132519; 'support': 20023}; '1': {'precision': 0.7141270546423811; 'recall': 0.506139798488665; 'f1-score': 0.5924083287267367; 'support': 6352}; 'accuracy': 0.8322654028436018; 'macro avg': {'precision': 0.7853541138891054; 'recall': 0.720931857991773; 'f1-score': 0.7434067612699943; 'support': 26375}; 'weighted avg': {'precision': 0.8222733604089902; 'recall': 0.8322654028436018; 'f1-score': 0.8216740435941221; 'support': 26375}},{'0': {'precision': 0.8607907742998353; 'recall': 0.9393258426966292; 'f1-score': 0.8983451536643026; 'support': 2225}; '1': {'precision': 0.7310756972111554; 'recall': 0.5205673758865248; 'f1-score': 0.608119304059652; 'support': 705}; 'accuracy': 0.8385665529010239; 'macro avg': {'precision': 0.7959332357554953; 'recall': 0.729946609291577; 'f1-score': 0.7532322288619773; 'support': 2930}; 'weighted avg': {'precision': 0.8295794673552895; 'recall': 0.8385665529010239; 'f1-score': 0.828512654015402; 'support': 2930}}
5,3,CNF,7,26375,2930,1,[26375; 26375],296,1028.718770,0.720819,59,[X1 == 6 OR X1 == 7 OR X3 == 10 OR X3 == 11 OR X5 == 1 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X12 >= 41.500000 OR X13 == 5 OR X13 == 10 OR X13 == 14 OR X13 == 21 OR X13 == 22 OR X13 == 24 OR X13 == 30 OR X13 == 31 OR X13 == 34] AND [X0 >= 54.500000 OR X1 == 2 OR X1 == 5 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 2 OR X6 == 3 OR X6 == 11 OR X7 == 5 OR X10 >= 7073.500000 OR X13 == 2 OR X13 == 5 OR X13 == 7 OR X13 == 9 OR X13 == 12 OR X13 == 19 OR X13 == 21 OR X13 == 30 OR X13 == 34 OR X13 == 35 OR X13 == 36 OR X13 == 41] AND [X1 == 1 OR X1 == 5 OR X1 == 6 OR X1 == 7 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X5 == 6 OR X9 OR X10 >= 4668.500000 OR X11 >= 1975.500000 OR X13 == 2 OR X13 == 9 OR X13 == 10 OR X13 == 20 OR X13 == 21 OR X13 == 22 OR X13 == 23],{'0': {'precision': 0.8273982373019512; 'recall': 0.8111172152025171; 'f1-score': 0.8191768384949057; 'support': 20023}; '1': {'precision': 0.43937147939519716; 'recall': 0.46662468513853905; 'f1-score': 0.45258818140174073; 'support': 6352}; 'accuracy': 0.7281516587677725; 'macro avg': {'precision': 0.6333848583485742; 'recall': 0.6388709501705281; 'f1-score': 0.6358825099483232; 'support': 26375}; 'weighted avg': {'precision': 0.7339481532745122; 'recall': 0.7281516587677725; 'f1-score': 0.7308897806804683; 'support': 26375}},{'0': {'precision': 0.8243430152143845; 'recall': 0.8035955056179775; 'f1-score': 0.813837050523441; 'support': 2225}; '1': {'precision': 0.42575558475689884; 'recall': 0.4595744680851064; 'f1-score': 0.44201909959072305; 'support': 705}; 'accuracy': 0.7208191126279864; 'macro avg': {'precision': 0.6250492999856416; 'recall': 0.631584986851542; 'f1-score': 0.627928075057082; 'support': 2930}; 'weighted avg': {'precision': 0.7284371659063548; 'recall': 0.7208191126279864; 'f1-score': 0.724372321715398; 'support': 2930}}
