lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,1,[26374; 26374],296,1049.288651,0.818833,5,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 1 OR X13 == 41],{'0': {'precision': 0.8232389313299286; 'recall': 0.9741297507865954; 'f1-score': 0.8923506267728063; 'support': 20023}; '1': {'precision': 0.8067885117493473; 'recall': 0.34057628719886635; 'f1-score': 0.4789636846767051; 'support': 6351}; 'accuracy': 0.8215666944718283; 'macro avg': {'precision': 0.815013721539638; 'recall': 0.6573530189927308; 'f1-score': 0.6856571557247557; 'support': 26374}; 'weighted avg': {'precision': 0.8192775824728622; 'recall': 0.8215666944718283; 'f1-score': 0.7928048442122414; 'support': 26374}},{'0': {'precision': 0.8203479576399395; 'recall': 0.9748314606741573; 'f1-score': 0.8909426987060999; 'support': 2225}; '1': {'precision': 0.8048780487804879; 'recall': 0.3271954674220963; 'f1-score': 0.4652567975830816; 'support': 706}; 'accuracy': 0.8188331627430911; 'macro avg': {'precision': 0.8126130032102137; 'recall': 0.6510134640481268; 'f1-score': 0.6780997481445907; 'support': 2931}; 'weighted avg': {'precision': 0.8166216677543126; 'recall': 0.8188331627430911; 'f1-score': 0.7884062789883071; 'support': 2931}}
5,2,DNF,2,26374,2931,1,[26374; 26374],296,1034.564203,0.818492,54,[X0 < 54.500000 AND X0 >= 35.500000 AND X1 != 0 AND X1 != 6 AND X1 != 7 AND X3 != 0 AND X3 != 2 AND X3 != 5 AND X5 == 2 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 12 AND X6 != 13 AND X6 != 14 AND X8 == 4 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 4 AND X13 != 11 AND X13 != 26 AND X13 != 33 AND X13 != 41] OR [X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 2 AND X3 != 7 AND X3 != 15 AND X4 >= 9.500000 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 == 4 AND X12 >= 39.500000 AND X13 != 4 AND X13 != 11 AND X13 != 41],{'0': {'precision': 0.8179792288609511; 'recall': 0.9715826799180942; 'f1-score': 0.8881888325800118; 'support': 20023}; '1': {'precision': 0.7803936703975299; 'recall': 0.31837505904581953; 'f1-score': 0.4522478192798031; 'support': 6351}; 'accuracy': 0.8142867976037006; 'macro avg': {'precision': 0.7991864496292405; 'recall': 0.6449788694819569; 'f1-score': 0.6702183259299075; 'support': 26374}; 'weighted avg': {'precision': 0.8089284257290338; 'recall': 0.8142867976037006; 'f1-score': 0.7832119092665355; 'support': 26374}},{'0': {'precision': 0.8214963919483479; 'recall': 0.9721348314606741; 'f1-score': 0.8904899135446687; 'support': 2225}; '1': {'precision': 0.7919463087248322; 'recall': 0.3342776203966006; 'f1-score': 0.4701195219123506; 'support': 706}; 'accuracy': 0.8184919822586149; 'macro avg': {'precision': 0.80672135033659; 'recall': 0.6532062259286373; 'f1-score': 0.6803047177285096; 'support': 2931}; 'weighted avg': {'precision': 0.8143785622807252; 'recall': 0.8184919822586149; 'f1-score': 0.7892338587877883; 'support': 2931}}
5,2,DNF,3,26374,2931,1,[26374; 26374],296,1111.009462,0.813715,52,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 6 AND X1 != 7 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X4 >= 8.500000 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 13 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 2 AND X11 < 1978.500000 AND X12 >= 39.500000 AND X13 != 7 AND X13 != 19 AND X13 != 26 AND X13 != 31 AND X13 != 33 AND X13 != 35 AND X13 != 40] OR [X0 < 61.500000 AND X0 >= 27.500000 AND X3 != 7 AND X3 != 8 AND X4 >= 10.500000 AND X5 == 2 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 8 AND X6 != 11 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 1 AND X8 != 3 AND X11 < 1551.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 9 AND X13 != 20],{'0': {'precision': 0.8147823546596553; 'recall': 0.9750287169754782; 'f1-score': 0.8877319025100036; 'support': 20023}; '1': {'precision': 0.792789059262329; 'recall': 0.3012124074948827; 'f1-score': 0.4365586490187129; 'support': 6351}; 'accuracy': 0.8127701524228407; 'macro avg': {'precision': 0.8037857069609922; 'recall': 0.6381205622351804; 'f1-score': 0.6621452757643582; 'support': 26374}; 'weighted avg': {'precision': 0.8094862517147695; 'recall': 0.8127701524228407; 'f1-score': 0.7790869744398137; 'support': 26374}},{'0': {'precision': 0.8157201955622414; 'recall': 0.9748314606741573; 'f1-score': 0.8882063882063882; 'support': 2225}; '1': {'precision': 0.7941176470588235; 'recall': 0.3059490084985836; 'f1-score': 0.44171779141104295; 'support': 706}; 'accuracy': 0.8137154554759468; 'macro avg': {'precision': 0.8049189213105324; 'recall': 0.6403902345863705; 'f1-score': 0.6649620898087156; 'support': 2931}; 'weighted avg': {'precision': 0.8105167157794324; 'recall': 0.8137154554759468; 'f1-score': 0.7806591519943398; 'support': 2931}}
5,2,DNF,4,26374,2931,1,[26374; 26374],296,1019.431561,0.794951,108,[X0 >= 27.500000 AND X1 != 1 AND X1 != 7 AND X3 != 0 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 12 AND X3 != 13 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 9 AND X6 != 11 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 2 AND X11 < 2450.500000 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 1 AND X13 != 2 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 9 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 17 AND X13 != 18 AND X13 != 21 AND X13 != 22 AND X13 != 23 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 30 AND X13 != 31 AND X13 != 33 AND X13 != 35 AND X13 != 40 AND X13 != 41] OR [X0 >= 29.500000 AND X1 != 0 AND X1 != 1 AND X1 != 2 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X5 != 0 AND X5 != 3 AND X5 != 5 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 2 AND X8 != 3 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 1 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 9 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 21 AND X13 != 22 AND X13 != 23 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 40],{'0': {'precision': 0.8550412809607205; 'recall': 0.853418568646057; 'f1-score': 0.8542291541691661; 'support': 20023}; '1': {'precision': 0.5406166849272187; 'recall': 0.5438513619902378; 'f1-score': 0.5422291993720566; 'support': 6351}; 'accuracy': 0.7788731326306211; 'macro avg': {'precision': 0.6978289829439697; 'recall': 0.6986349653181474; 'f1-score': 0.6982291767706114; 'support': 26374}; 'weighted avg': {'precision': 0.7793261596515232; 'recall': 0.7788731326306211; 'f1-score': 0.77909789941386; 'support': 26374}},{'0': {'precision': 0.8637992831541219; 'recall': 0.8665168539325843; 'f1-score': 0.8651559344850797; 'support': 2225}; '1': {'precision': 0.575107296137339; 'recall': 0.5694050991501416; 'f1-score': 0.5722419928825622; 'support': 706}; 'accuracy': 0.7949505288297509; 'macro avg': {'precision': 0.7194532896457304; 'recall': 0.7179609765413629; 'f1-score': 0.7186989636838209; 'support': 2931}; 'weighted avg': {'precision': 0.7942610563257873; 'recall': 0.7949505288297509; 'f1-score': 0.7946007510079806; 'support': 2931}}
5,2,DNF,5,26375,2930,1,[26375; 26375],296,1085.358213,0.772014,100,[X0 < 54.500000 AND X0 >= 29.500000 AND X1 != 0 AND X1 != 2 AND X1 != 6 AND X1 != 7 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 13 AND X3 != 14 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 3 AND X11 < 1978.500000 AND X13 != 2 AND X13 != 4 AND X13 != 7 AND X13 != 11 AND X13 != 12 AND X13 != 17 AND X13 != 18 AND X13 != 21 AND X13 != 24 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 35 AND X13 != 38 AND X13 != 40 AND X13 != 41] OR [X0 >= 27.500000 AND X1 != 0 AND X1 != 2 AND X1 != 6 AND X1 != 7 AND X3 != 0 AND X3 != 2 AND X3 != 3 AND X3 != 5 AND X3 != 7 AND X3 != 8 AND X5 != 0 AND X5 != 3 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X9 AND X12 >= 39.500000 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 11 AND X13 != 12 AND X13 != 14 AND X13 != 16 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 21 AND X13 != 24 AND X13 != 26 AND X13 != 28 AND X13 != 31 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8362920068350105; 'recall': 0.8799380712180992; 'f1-score': 0.8575600496459079; 'support': 20023}; '1': {'precision': 0.5470133785566234; 'recall': 0.4570214105793451; 'f1-score': 0.4979843897418304; 'support': 6352}; 'accuracy': 0.778085308056872; 'macro avg': {'precision': 0.6916526926958169; 'recall': 0.6684797408987222; 'f1-score': 0.6777722196938691; 'support': 26375}; 'weighted avg': {'precision': 0.7666238420265057; 'recall': 0.778085308056872; 'f1-score': 0.7709619608606681; 'support': 26375}},{'0': {'precision': 0.8359948208890807; 'recall': 0.870561797752809; 'f1-score': 0.852928225451343; 'support': 2225}; '1': {'precision': 0.5301794453507341; 'recall': 0.46099290780141844; 'f1-score': 0.4931714719271624; 'support': 705}; 'accuracy': 0.7720136518771331; 'macro avg': {'precision': 0.6830871331199074; 'recall': 0.6657773527771137; 'f1-score': 0.6730498486892527; 'support': 2930}; 'weighted avg': {'precision': 0.7624112578329257; 'recall': 0.7720136518771331; 'f1-score': 0.7663655936306784; 'support': 2930}}
5,2,DNF,6,26375,2930,1,[26375; 26375],296,1085.456869,0.770307,109,[X0 < 54.500000 AND X0 >= 35.500000 AND X1 != 0 AND X1 != 6 AND X1 != 7 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 15 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 13 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 3 AND X11 < 1978.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 1 AND X13 != 2 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 9 AND X13 != 10 AND X13 != 12 AND X13 != 14 AND X13 != 15 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 26 AND X13 != 31 AND X13 != 32 AND X13 != 34 AND X13 != 35 AND X13 != 38 AND X13 != 41] OR [X0 < 54.500000 AND X0 >= 29.500000 AND X1 != 0 AND X1 != 6 AND X1 != 7 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 13 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 10 AND X6 != 12 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X10 < 4401.000000 AND X11 < 1978.500000 AND X12 < 41.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 3 AND X13 != 4 AND X13 != 11 AND X13 != 12 AND X13 != 15 AND X13 != 16 AND X13 != 17 AND X13 != 20 AND X13 != 21 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.805557956608177; 'recall': 0.9308794885881236; 'f1-score': 0.8636963925766316; 'support': 20023}; '1': {'precision': 0.5724436206363918; 'recall': 0.2917191435768262; 'f1-score': 0.3864845135050579; 'support': 6352}; 'accuracy': 0.7769478672985782; 'macro avg': {'precision': 0.6890007886222844; 'recall': 0.6112993160824749; 'f1-score': 0.6250904530408448; 'support': 26375}; 'weighted avg': {'precision': 0.7494160698937588; 'recall': 0.7769478672985782; 'f1-score': 0.7487674880889487; 'support': 26375}},{'0': {'precision': 0.8035993740219093; 'recall': 0.9231460674157304; 'f1-score': 0.8592344697761976; 'support': 2225}; '1': {'precision': 0.5427807486631016; 'recall': 0.28794326241134754; 'f1-score': 0.37627432808155703; 'support': 705}; 'accuracy': 0.7703071672354949; 'macro avg': {'precision': 0.6731900613425055; 'recall': 0.605544664913539; 'f1-score': 0.6177543989288773; 'support': 2930}; 'weighted avg': {'precision': 0.7408426740635614; 'recall': 0.7703071672354949; 'f1-score': 0.7430273367063267; 'support': 2930}}
5,2,DNF,7,26375,2930,1,[26375; 26375],296,1025.184522,0.754949,99,[X0 < 54.500000 AND X0 >= 27.500000 AND X1 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 2 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 1 AND X12 >= 39.500000 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 10 AND X13 != 12 AND X13 != 13 AND X13 != 14 AND X13 != 16 AND X13 != 20 AND X13 != 23 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 38 AND X13 != 41] OR [X0 >= 29.500000 AND X1 != 0 AND X1 != 5 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 7 AND X3 != 8 AND X3 != 13 AND X5 != 0 AND X5 != 3 AND X5 != 6 AND X6 != 2 AND X6 != 3 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 12 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 2 AND X10 < 57.000000 AND X11 < 1978.500000 AND X12 >= 39.500000 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 10 AND X13 != 13 AND X13 != 14 AND X13 != 16 AND X13 != 19 AND X13 != 21 AND X13 != 24 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 35 AND X13 != 38 AND X13 != 41],{'0': {'precision': 0.8504991981790906; 'recall': 0.8211057284123259; 'f1-score': 0.8355440361843778; 'support': 20023}; '1': {'precision': 0.49148211243611584; 'recall': 0.5450251889168766; 'f1-score': 0.5168707076739325; 'support': 6352}; 'accuracy': 0.7546161137440758; 'macro avg': {'precision': 0.6709906553076033; 'recall': 0.6830654586646012; 'f1-score': 0.6762073719291551; 'support': 26375}; 'weighted avg': {'precision': 0.7640356331121948; 'recall': 0.7546161137440758; 'f1-score': 0.7587966245180897; 'support': 26375}},{'0': {'precision': 0.8480369515011548; 'recall': 0.8251685393258427; 'f1-score': 0.8364464692482916; 'support': 2225}; '1': {'precision': 0.4915032679738562; 'recall': 0.5333333333333333; 'f1-score': 0.5115646258503401; 'support': 705}; 'accuracy': 0.7549488054607508; 'macro avg': {'precision': 0.6697701097375055; 'recall': 0.679250936329588; 'f1-score': 0.6740055475493159; 'support': 2930}; 'weighted avg': {'precision': 0.7622498365227434; 'recall': 0.7549488054607508; 'f1-score': 0.7582752407173852; 'support': 2930}}
5,2,DNF,8,26375,2930,1,[26375; 26375],296,1021.042639,0.753584,97,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 0 AND X3 != 8 AND X4 >= 8.500000 AND X5 != 1 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 10 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X12 >= 39.500000 AND X13 != 1 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 8 AND X13 != 9 AND X13 != 10 AND X13 != 12 AND X13 != 13 AND X13 != 16 AND X13 != 17 AND X13 != 24 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 35 AND X13 != 40] OR [X0 < 61.500000 AND X0 >= 27.500000 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 6 AND X3 != 8 AND X3 != 12 AND X5 != 1 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X7 != 2 AND X7 != 4 AND X8 != 0 AND X8 != 3 AND X9 AND X11 < 2218.500000 AND X12 >= 39.500000 AND X13 != 1 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 9 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 29 AND X13 != 32 AND X13 != 33 AND X13 != 35 AND X13 != 36 AND X13 != 40],{'0': {'precision': 0.8568591586098772; 'recall': 0.8188174190970835; 'f1-score': 0.8374064710539084; 'support': 20024}; '1': {'precision': 0.4988950276243094; 'recall': 0.5687293339631554; 'f1-score': 0.5315282172025606; 'support': 6351}; 'accuracy': 0.7585971563981042; 'macro avg': {'precision': 0.6778770931170932; 'recall': 0.6937733765301195; 'f1-score': 0.6844673441282345; 'support': 26375}; 'weighted avg': {'precision': 0.7706627530785278; 'recall': 0.7585971563981042; 'f1-score': 0.7637521472544806; 'support': 26375}},{'0': {'precision': 0.853578154425612; 'recall': 0.8151978417266187; 'f1-score': 0.8339466421343147; 'support': 2224}; '1': {'precision': 0.49007444168734493; 'recall': 0.5594900849858357; 'f1-score': 0.5224867724867724; 'support': 706}; 'accuracy': 0.7535836177474403; 'macro avg': {'precision': 0.6718262980564784; 'recall': 0.6873439633562273; 'f1-score': 0.6782167073105436; 'support': 2930}; 'weighted avg': {'precision': 0.7659898878067668; 'recall': 0.7535836177474403; 'f1-score': 0.7588986325878421; 'support': 2930}}
5,2,DNF,9,26375,2930,1,[26375; 26375],296,1043.845335,0.777816,92,[X0 >= 29.500000 AND X1 != 0 AND X1 != 2 AND X1 != 5 AND X1 != 7 AND X1 != 8 AND X4 >= 10.500000 AND X5 == 2 AND X6 != 1 AND X6 != 3 AND X6 != 6 AND X6 != 8 AND X6 != 12 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 3 AND X11 < 1978.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 3 AND X13 != 4 AND X13 != 9 AND X13 != 14 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 27 AND X13 != 30 AND X13 != 31 AND X13 != 33 AND X13 != 35 AND X13 != 40 AND X13 != 41] OR [X0 < 61.500000 AND X0 >= 23.500000 AND X1 != 0 AND X1 != 2 AND X1 != 5 AND X1 != 7 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 15 AND X5 != 3 AND X5 != 5 AND X6 != 1 AND X6 != 4 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 12 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X9 AND X11 < 1978.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 7 AND X13 != 8 AND X13 != 9 AND X13 != 12 AND X13 != 18 AND X13 != 19 AND X13 != 20 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 29 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 36 AND X13 != 37 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.803241916370408; 'recall': 0.9478126248501798; 'f1-score': 0.8695592412718777; 'support': 20024}; '1': {'precision': 0.6195850018201674; 'recall': 0.2679892930247205; 'f1-score': 0.37414816443174326; 'support': 6351}; 'accuracy': 0.7841137440758293; 'macro avg': {'precision': 0.7114134590952876; 'recall': 0.6079009589374502; 'f1-score': 0.6218537028518105; 'support': 26375}; 'weighted avg': {'precision': 0.7590180276762439; 'recall': 0.7841137440758293; 'f1-score': 0.7502661323046097; 'support': 26375}},{'0': {'precision': 0.7998475028593214; 'recall': 0.9433453237410072; 'f1-score': 0.8656901175985146; 'support': 2224}; '1': {'precision': 0.5895765472312704; 'recall': 0.2563739376770538; 'f1-score': 0.35735439289239884; 'support': 706}; 'accuracy': 0.7778156996587031; 'macro avg': {'precision': 0.6947120250452958; 'recall': 0.5998596307090305; 'f1-score': 0.6115222552454567; 'support': 2930}; 'weighted avg': {'precision': 0.7491815319810265; 'recall': 0.7778156996587031; 'f1-score': 0.7432037620891229; 'support': 2930}}
5,3,CNF,0,26374,2931,1,[26374; 26374],296,1038.385919,0.736267,45,[X0 >= 54.500000 OR X1 == 1 OR X1 == 2 OR X1 == 6 OR X1 == 7 OR X3 == 5 OR X3 == 12 OR X4 >= 14.500000 OR X6 == 4 OR X6 == 6 OR X7 == 5 OR X10 >= 7073.500000 OR X11 >= 2218.500000 OR X13 == 2 OR X13 == 9 OR X13 == 11 OR X13 == 21 OR X13 == 24 OR X13 == 29 OR X13 == 30 OR X13 == 41] AND [X1 == 6 OR X6 == 4 OR X6 == 7 OR X6 == 11 OR X10 >= 7073.500000 OR X11 >= 2218.500000 OR X12 >= 39.500000 OR X13 == 2 OR X13 == 3 OR X13 == 9 OR X13 == 36] AND [X1 == 1 OR X1 == 5 OR X1 == 6 OR X3 == 10 OR X5 == 3 OR X6 == 11 OR X7 == 0 OR X7 == 5 OR X10 >= 7073.500000 OR X11 >= 2218.500000 OR X13 == 19 OR X13 == 30 OR X13 == 36],{'0': {'precision': 0.8768026137899955; 'recall': 0.7773560405533636; 'f1-score': 0.8240900066181336; 'support': 20023}; '1': {'precision': 0.48295059151009045; 'recall': 0.6556447803495512; 'f1-score': 0.5562011620917651; 'support': 6351}; 'accuracy': 0.7480473193296429; 'macro avg': {'precision': 0.6798766026500429; 'recall': 0.7165004104514574; 'f1-score': 0.6901455843549493; 'support': 26374}; 'weighted avg': {'precision': 0.7819609442101184; 'recall': 0.7480473193296429; 'f1-score': 0.7595809427072; 'support': 26374}},{'0': {'precision': 0.8742268041237113; 'recall': 0.762247191011236; 'f1-score': 0.8144057623049219; 'support': 2225}; '1': {'precision': 0.4661957618567104; 'recall': 0.6543909348441926; 'f1-score': 0.54449027695934; 'support': 706}; 'accuracy': 0.7362674854998295; 'macro avg': {'precision': 0.6702112829902109; 'recall': 0.7083190629277143; 'f1-score': 0.679448019632131; 'support': 2931}; 'weighted avg': {'precision': 0.7759429706742051; 'recall': 0.7362674854998295; 'f1-score': 0.749390295688074; 'support': 2931}}
5,3,CNF,1,26374,2931,1,[26374; 26374],296,1029.676788,0.766633,42,[X1 == 1 OR X1 == 5 OR X3 == 2 OR X3 == 10 OR X5 == 1 OR X6 == 11 OR X7 == 2 OR X7 == 5 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X12 >= 65.500000 OR X12 < 39.500000 OR X13 == 10 OR X13 == 11 OR X13 == 21] AND [X1 == 7 OR X3 == 7 OR X3 == 14 OR X5 == 1 OR X7 == 2 OR X7 == 5 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 5 OR X13 == 10 OR X13 == 11 OR X13 == 21] AND [X1 == 1 OR X1 == 5 OR X1 == 7 OR X3 == 2 OR X3 == 7 OR X5 == 1 OR X7 == 2 OR X7 == 5 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 10 OR X13 == 11 OR X13 == 21],{'0': {'precision': 0.8203632569829753; 'recall': 0.8639564500824052; 'f1-score': 0.8415957188032109; 'support': 20023}; '1': {'precision': 0.48477397389824095; 'recall': 0.40355849472524014; 'f1-score': 0.4404536862003781; 'support': 6351}; 'accuracy': 0.7530901645560021; 'macro avg': {'precision': 0.6525686154406081; 'recall': 0.6337574724038226; 'f1-score': 0.6410247025017946; 'support': 26374}; 'weighted avg': {'precision': 0.7395515660422326; 'recall': 0.7530901645560021; 'f1-score': 0.7449985758191892; 'support': 26374}},{'0': {'precision': 0.8249683677773092; 'recall': 0.8791011235955056; 'f1-score': 0.8511749347258485; 'support': 2225}; '1': {'precision': 0.5196428571428572; 'recall': 0.4121813031161473; 'f1-score': 0.45971563981042657; 'support': 706}; 'accuracy': 0.7666325486182191; 'macro avg': {'precision': 0.6723056124600832; 'recall': 0.6456412133558265; 'f1-score': 0.6554452872681376; 'support': 2931}; 'weighted avg': {'precision': 0.7514235671945992; 'recall': 0.7666325486182191; 'f1-score': 0.7568827947701037; 'support': 2931}}
