lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,1,[26374; 26374],296,1058.750540,0.825316,5,[X4 >= 14.500000 OR X5 == 1 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X13 == 10],{'0': {'precision': 0.8211628200277462; 'recall': 0.9755281426359687; 'f1-score': 0.8917142204976032; 'support': 20023}; '1': {'precision': 0.8105914186316197; 'recall': 0.33018422295701466; 'f1-score': 0.4692324904900425; 'support': 6351}; 'accuracy': 0.8201258815500114; 'macro avg': {'precision': 0.815877119329683; 'recall': 0.6528561827964916; 'f1-score': 0.6804733554938228; 'support': 26374}; 'weighted avg': {'precision': 0.8186171701351702; 'recall': 0.8201258815500114; 'f1-score': 0.7899783644546057; 'support': 26374}},{'0': {'precision': 0.8262857142857143; 'recall': 0.9748314606741573; 'f1-score': 0.8944329896907217; 'support': 2225}; '1': {'precision': 0.8169934640522876; 'recall': 0.35410764872521244; 'f1-score': 0.4940711462450593; 'support': 706}; 'accuracy': 0.8253155919481405; 'macro avg': {'precision': 0.8216395891690009; 'recall': 0.6644695546996848; 'f1-score': 0.6942520679678905; 'support': 2931}; 'weighted avg': {'precision': 0.8240474581735343; 'recall': 0.8253155919481405; 'f1-score': 0.7979964624056184; 'support': 2931}}
10,1,CNF,0,26374,2931,1,[26374; 26374],296,1047.439030,0.825316,5,[X3 == 10 OR X3 == 14 OR X5 == 1 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8223196223870533; 'recall': 0.9744793487489387; 'f1-score': 0.8919567552741652; 'support': 20023}; '1': {'precision': 0.8068783068783069; 'recall': 0.33616753267202015; 'f1-score': 0.4746026453262199; 'support': 6351}; 'accuracy': 0.8207704557518768; 'macro avg': {'precision': 0.8145989646326801; 'recall': 0.6553234407104794; 'f1-score': 0.6832797003001925; 'support': 26374}; 'weighted avg': {'precision': 0.8186012711776786; 'recall': 0.8207704557518768; 'f1-score': 0.7914556575157896; 'support': 26374}},{'0': {'precision': 0.827283148643485; 'recall': 0.9730337078651685; 'f1-score': 0.8942585708384966; 'support': 2225}; '1': {'precision': 0.8089171974522293; 'recall': 0.3597733711048159; 'f1-score': 0.4980392156862746; 'support': 706}; 'accuracy': 0.8253155919481405; 'macro avg': {'precision': 0.8181001730478572; 'recall': 0.6664035394849922; 'f1-score': 0.6961488932623856; 'support': 2931}; 'weighted avg': {'precision': 0.8228592791310229; 'recall': 0.8253155919481405; 'f1-score': 0.798819858884396; 'support': 2931}}
10,1,CNF,1,26374,2931,1,[26374; 26374],296,1020.433103,0.826339,6,[X3 == 10 OR X3 == 14 OR X5 == 1 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 1],{'0': {'precision': 0.8223018549747049; 'recall': 0.9741297507865954; 'f1-score': 0.8917998308300756; 'support': 20023}; '1': {'precision': 0.8048229088168802; 'recall': 0.3363249881908361; 'f1-score': 0.4744031093836758; 'support': 6351}; 'accuracy': 0.8205429589747478; 'macro avg': {'precision': 0.8135623818957926; 'recall': 0.6552273694887157; 'f1-score': 0.6831014701068757; 'support': 26374}; 'weighted avg': {'precision': 0.8180928314269553; 'recall': 0.8205429589747478; 'f1-score': 0.7912884719953868; 'support': 26374}},{'0': {'precision': 0.828735632183908; 'recall': 0.9721348314606741; 'f1-score': 0.8947259565667012; 'support': 2225}; '1': {'precision': 0.8068535825545171; 'recall': 0.3668555240793201; 'f1-score': 0.5043816942551119; 'support': 706}; 'accuracy': 0.8263391334015694; 'macro avg': {'precision': 0.8177946073692126; 'recall': 0.6694951777699971; 'f1-score': 0.6995538254109066; 'support': 2931}; 'weighted avg': {'precision': 0.8234648280084218; 'recall': 0.8263391334015694; 'f1-score': 0.8007023983299281; 'support': 2931}}
10,1,CNF,2,26374,2931,1,[26374; 26374],296,1027.517023,0.821904,6,[X3 == 10 OR X3 == 14 OR X5 == 1 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 1],{'0': {'precision': 0.8228617241233808; 'recall': 0.9739299805223992; 'f1-score': 0.8920451946388546; 'support': 20023}; '1': {'precision': 0.8048598130841121; 'recall': 0.339001732010707; 'f1-score': 0.4770662530467539; 'support': 6351}; 'accuracy': 0.8210358686585273; 'macro avg': {'precision': 0.8138607686037465; 'recall': 0.6564658562665531; 'f1-score': 0.6845557238428042; 'support': 26374}; 'weighted avg': {'precision': 0.8185267678402841; 'recall': 0.8210358686585273; 'f1-score': 0.7921160501006188; 'support': 26374}},{'0': {'precision': 0.8236412010642341; 'recall': 0.9739325842696629; 'f1-score': 0.8925041186161451; 'support': 2225}; '1': {'precision': 0.8066666666666666; 'recall': 0.34277620396600567; 'f1-score': 0.48111332007952284; 'support': 706}; 'accuracy': 0.8219037871033776; 'macro avg': {'precision': 0.8151539338654503; 'recall': 0.6583543941178343; 'f1-score': 0.6868087193478339; 'support': 2931}; 'weighted avg': {'precision': 0.819552486876352; 'recall': 0.8219037871033776; 'f1-score': 0.793411009176754; 'support': 2931}}
10,1,CNF,3,26374,2931,1,[26374; 26374],296,1048.662523,0.816104,5,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 10],{'0': {'precision': 0.8231522105973675; 'recall': 0.9744793487489387; 'f1-score': 0.892446314633979; 'support': 20023}; '1': {'precision': 0.8086142322097378; 'recall': 0.3399464651236026; 'f1-score': 0.47866090233898684; 'support': 6351}; 'accuracy': 0.8216804428603928; 'macro avg': {'precision': 0.8158832214035527; 'recall': 0.6572129069362707; 'f1-score': 0.685553608486483; 'support': 26374}; 'weighted avg': {'precision': 0.8196513877893052; 'recall': 0.8216804428603928; 'f1-score': 0.7928045783222518; 'support': 26374}},{'0': {'precision': 0.8193181818181818; 'recall': 0.9721348314606741; 'f1-score': 0.8892086330935252; 'support': 2225}; '1': {'precision': 0.7869415807560137; 'recall': 0.3243626062322946; 'f1-score': 0.4593781344032096; 'support': 706}; 'accuracy': 0.8161037188672808; 'macro avg': {'precision': 0.8031298812870977; 'recall': 0.6482487188464844; 'f1-score': 0.6742933837483673; 'support': 2931}; 'weighted avg': {'precision': 0.8115195191263052; 'recall': 0.8161037188672808; 'f1-score': 0.7856738899767176; 'support': 2931}}
10,1,CNF,4,26374,2931,1,[26374; 26374],296,1022.762944,0.824633,5,[X3 == 10 OR X3 == 14 OR X5 == 1 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8225792847503374; 'recall': 0.9741297507865954; 'f1-score': 0.8919629587287069; 'support': 20023}; '1': {'precision': 0.8054094665664914; 'recall': 0.33758463234136354; 'f1-score': 0.4757572395428825; 'support': 6351}; 'accuracy': 0.8208462880109199; 'macro avg': {'precision': 0.8139943756584144; 'recall': 0.6558571915639795; 'f1-score': 0.6838600991357947; 'support': 26374}; 'weighted avg': {'precision': 0.8184447008690299; 'recall': 0.8208462880109199; 'f1-score': 0.7917383995966385; 'support': 26374}},{'0': {'precision': 0.8249145461450816; 'recall': 0.9761797752808988; 'f1-score': 0.8941951420337588; 'support': 2225}; '1': {'precision': 0.8221476510067114; 'recall': 0.34702549575070823; 'f1-score': 0.48804780876494025; 'support': 706}; 'accuracy': 0.824633230979188; 'macro avg': {'precision': 0.8235310985758966; 'recall': 0.6616026355158036; 'f1-score': 0.6911214753993495; 'support': 2931}; 'weighted avg': {'precision': 0.8242480746446758; 'recall': 0.824633230979188; 'f1-score': 0.7963650440167729; 'support': 2931}}
10,1,CNF,5,26375,2930,1,[26375; 26375],296,1073.478480,0.816382,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1881.500000],{'0': {'precision': 0.8217738545607398; 'recall': 0.9763771662588023; 'f1-score': 0.8924291876840207; 'support': 20023}; '1': {'precision': 0.8170212765957446; 'recall': 0.33249370277078083; 'f1-score': 0.47264182611614625; 'support': 6352}; 'accuracy': 0.8213080568720379; 'macro avg': {'precision': 0.8193975655782422; 'recall': 0.6544354345147916; 'f1-score': 0.6825355069000835; 'support': 26375}; 'weighted avg': {'precision': 0.8206292716134924; 'recall': 0.8213080568720379; 'f1-score': 0.7913300665208305; 'support': 26375}},{'0': {'precision': 0.8169860954528373; 'recall': 0.9770786516853932; 'f1-score': 0.8898894801473598; 'support': 2225}; '1': {'precision': 0.8104089219330854; 'recall': 0.30921985815602837; 'f1-score': 0.44763860369609854; 'support': 705}; 'accuracy': 0.816382252559727; 'macro avg': {'precision': 0.8136975086929614; 'recall': 0.6431492549207107; 'f1-score': 0.6687640419217291; 'support': 2930}; 'weighted avg': {'precision': 0.8154035332236821; 'recall': 0.816382252559727; 'f1-score': 0.7834775798408277; 'support': 2930}}
10,1,CNF,6,26375,2930,1,[26375; 26375],296,1019.392020,0.816724,6,[X3 == 10 OR X3 == 14 OR X5 == 1 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 1],{'0': {'precision': 0.8236288346150595; 'recall': 0.9734804974279578; 'f1-score': 0.8923069880290233; 'support': 20023}; '1': {'precision': 0.8039867109634552; 'recall': 0.34288413098236775; 'f1-score': 0.48074163999558556; 'support': 6352}; 'accuracy': 0.8216113744075829; 'macro avg': {'precision': 0.8138077727892574; 'recall': 0.6581823142051628; 'f1-score': 0.6865243140123044; 'support': 26375}; 'weighted avg': {'precision': 0.8188983409871925; 'recall': 0.8216113744075829; 'f1-score': 0.7931880082865248; 'support': 26375}},{'0': {'precision': 0.8168168168168168; 'recall': 0.9779775280898877; 'f1-score': 0.8901615872366537; 'support': 2225}; '1': {'precision': 0.8157894736842105; 'recall': 0.3078014184397163; 'f1-score': 0.44696189495365596; 'support': 705}; 'accuracy': 0.8167235494880546; 'macro avg': {'precision': 0.8163031452505136; 'recall': 0.6428894732648021; 'f1-score': 0.6685617410951549; 'support': 2930}; 'weighted avg': {'precision': 0.8165696233326915; 'recall': 0.8167235494880546; 'f1-score': 0.7835213882402329; 'support': 2930}}
10,1,CNF,7,26375,2930,1,[26375; 26375],296,1016.306117,0.818089,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8228104189496754; 'recall': 0.9749787744094291; 'f1-score': 0.8924546846785069; 'support': 20023}; '1': {'precision': 0.8108720271800679; 'recall': 0.33816120906801006; 'f1-score': 0.4772803021886457; 'support': 6352}; 'accuracy': 0.8216113744075829; 'macro avg': {'precision': 0.8168412230648716; 'recall': 0.6565699917387195; 'f1-score': 0.6848674934335763; 'support': 26375}; 'weighted avg': {'precision': 0.8199352468351524; 'recall': 0.8216113744075829; 'f1-score': 0.792466526287015; 'support': 26375}},{'0': {'precision': 0.8206974981046247; 'recall': 0.9730337078651685; 'f1-score': 0.8903968743573926; 'support': 2225}; '1': {'precision': 0.7945205479452054; 'recall': 0.32907801418439714; 'f1-score': 0.46539618856569703; 'support': 705}; 'accuracy': 0.8180887372013652; 'macro avg': {'precision': 0.8076090230249151; 'recall': 0.6510558610247829; 'f1-score': 0.6778965314615448; 'support': 2930}; 'weighted avg': {'precision': 0.8143989486635357; 'recall': 0.8180887372013652; 'f1-score': 0.7881356171959095; 'support': 2930}}
10,1,CNF,8,26375,2930,1,[26375; 26375],296,1049.380305,0.817406,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8229961630897669; 'recall': 0.9747802636835797; 'f1-score': 0.8924807388948583; 'support': 20024}; '1': {'precision': 0.8100075244544771; 'recall': 0.339001732010707; 'f1-score': 0.4779664779664779; 'support': 6351}; 'accuracy': 0.8216872037914692; 'macro avg': {'precision': 0.816501843772122; 'recall': 0.6568909978471433; 'f1-score': 0.6852236084306681; 'support': 26375}; 'weighted avg': {'precision': 0.8198685481524124; 'recall': 0.8216872037914692; 'f1-score': 0.7926672764813553; 'support': 26375}},{'0': {'precision': 0.8190404231205138; 'recall': 0.9748201438848921; 'f1-score': 0.8901662902894684; 'support': 2224}; '1': {'precision': 0.8021201413427562; 'recall': 0.32152974504249293; 'f1-score': 0.4590495449949444; 'support': 706}; 'accuracy': 0.8174061433447098; 'macro avg': {'precision': 0.810580282231635; 'recall': 0.6481749444636925; 'f1-score': 0.6746079176422064; 'support': 2930}; 'weighted avg': {'precision': 0.8149633859412998; 'recall': 0.8174061433447098; 'f1-score': 0.7862862827202076; 'support': 2930}}
10,1,CNF,9,26375,2930,1,[26375; 26375],296,1054.656577,0.827986,4,[X4 >= 14.500000 OR X5 == 1 OR X10 >= 5119.000000 OR X11 >= 1881.500000],{'0': {'precision': 0.8207087672153174; 'recall': 0.9761286456252497; 'f1-score': 0.8916970802919707; 'support': 20024}; '1': {'precision': 0.8132082844861274; 'recall': 0.3276649346559597; 'f1-score': 0.46711560044893374; 'support': 6351}; 'accuracy': 0.8199810426540285; 'macro avg': {'precision': 0.8169585258507224; 'recall': 0.6518967901406048; 'f1-score': 0.6794063403704522; 'support': 26375}; 'weighted avg': {'precision': 0.8189026794119776; 'recall': 0.8199810426540285; 'f1-score': 0.7894594697333687; 'support': 26375}},{'0': {'precision': 0.8287461773700305; 'recall': 0.9748201438848921; 'f1-score': 0.8958677685950414; 'support': 2224}; '1': {'precision': 0.821656050955414; 'recall': 0.3654390934844193; 'f1-score': 0.5058823529411766; 'support': 706}; 'accuracy': 0.8279863481228669; 'macro avg': {'precision': 0.8252011141627222; 'recall': 0.6701296186846557; 'f1-score': 0.7008750607681089; 'support': 2930}; 'weighted avg': {'precision': 0.8270377714830957; 'recall': 0.8279863481228669; 'f1-score': 0.8018985865296392; 'support': 2930}}
10,1,DNF,0,26374,2931,1,[26374; 26374],296,1045.396140,0.803821,42,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 2 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 1 AND X8 != 2 AND X8 != 3 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 7 AND X13 != 9 AND X13 != 11 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 33 AND X13 != 41],{'0': {'precision': 0.8015524668779972; 'recall': 0.985017230185287; 'f1-score': 0.8838647516189025; 'support': 20023}; '1': {'precision': 0.830316742081448; 'recall': 0.23114470162179185; 'f1-score': 0.3616208892720778; 'support': 6351}; 'accuracy': 0.8034807006900736; 'macro avg': {'precision': 0.8159346044797227; 'recall': 0.6080809659035394; 'f1-score': 0.6227428204454901; 'support': 26374}; 'weighted avg': {'precision': 0.8084790579076898; 'recall': 0.8034807006900736; 'f1-score': 0.7581056415193848; 'support': 26374}},{'0': {'precision': 0.802863436123348; 'recall': 0.9829213483146068; 'f1-score': 0.8838149121034553; 'support': 2225}; '1': {'precision': 0.8164251207729468; 'recall': 0.23937677053824363; 'f1-score': 0.3702081051478642; 'support': 706}; 'accuracy': 0.8038212214261344; 'macro avg': {'precision': 0.8096442784481475; 'recall': 0.6111490594264252; 'f1-score': 0.6270115086256598; 'support': 2931}; 'weighted avg': {'precision': 0.8061300855135277; 'recall': 0.8038212214261344; 'f1-score': 0.7601006829288912; 'support': 2931}}
10,1,DNF,1,26374,2931,1,[26374; 26374],296,1090.977079,0.804162,44,[X0 >= 29.500000 AND X1 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X4 >= 8.500000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X9 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 12 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8012346681829259; 'recall': 0.9852669430155322; 'f1-score': 0.8837719789450108; 'support': 20023}; '1': {'precision': 0.83162100456621; 'recall': 0.22941269091481656; 'f1-score': 0.3596198938664692; 'support': 6351}; 'accuracy': 0.8032532039129445; 'macro avg': {'precision': 0.816427836374568; 'recall': 0.6073398169651744; 'f1-score': 0.62169593640574; 'support': 26374}; 'weighted avg': {'precision': 0.8085518602042439; 'recall': 0.8032532039129445; 'f1-score': 0.7575533586244748; 'support': 26374}},{'0': {'precision': 0.8027136046938027; 'recall': 0.9838202247191011; 'f1-score': 0.8840872374798062; 'support': 2225}; '1': {'precision': 0.8235294117647058; 'recall': 0.23796033994334279; 'f1-score': 0.36923076923076925; 'support': 706}; 'accuracy': 0.8041624019106107; 'macro avg': {'precision': 0.8131215082292542; 'recall': 0.610890282331222; 'f1-score': 0.6266590033552877; 'support': 2931}; 'weighted avg': {'precision': 0.807727579375501; 'recall': 0.8041624019106107; 'f1-score': 0.7600719981130986; 'support': 2931}}
10,1,DNF,2,26374,2931,1,[26374; 26374],296,1087.353343,0.803821,45,[X0 >= 35.500000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 2 AND X8 != 3 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 11 AND X13 != 12 AND X13 != 19 AND X13 != 20 AND X13 != 24 AND X13 != 30 AND X13 != 31 AND X13 != 33 AND X13 != 35 AND X13 != 36 AND X13 != 41],{'0': {'precision': 0.8004947082437858; 'recall': 0.9859161963741697; 'f1-score': 0.8835824903768688; 'support': 20023}; '1': {'precision': 0.8353765323992994; 'recall': 0.22531884742560226; 'f1-score': 0.3549107142857143; 'support': 6351}; 'accuracy': 0.8027602942291651; 'macro avg': {'precision': 0.8179356203215427; 'recall': 0.605617521899886; 'f1-score': 0.6192466023312915; 'support': 26374}; 'weighted avg': {'precision': 0.8088944377202273; 'recall': 0.8027602942291651; 'f1-score': 0.7562755043317136; 'support': 26374}},{'0': {'precision': 0.801094890510949; 'recall': 0.9865168539325843; 'f1-score': 0.8841893252769386; 'support': 2225}; '1': {'precision': 0.8429319371727748; 'recall': 0.22804532577903683; 'f1-score': 0.3589743589743589; 'support': 706}; 'accuracy': 0.8038212214261344; 'macro avg': {'precision': 0.8220134138418619; 'recall': 0.6072810898558105; 'f1-score': 0.6215818421256487; 'support': 2931}; 'weighted avg': {'precision': 0.811172323108441; 'recall': 0.8038212214261344; 'f1-score': 0.7576789990368767; 'support': 2931}}
10,1,DNF,3,26374,2931,1,[26374; 26374],296,1014.770615,0.801774,40,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 == 2 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 1 AND X8 != 3 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 7 AND X13 != 9 AND X13 != 11 AND X13 != 12 AND X13 != 14 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 41],{'0': {'precision': 0.8020096005207062; 'recall': 0.9846176896568946; 'f1-score': 0.8839816164107163; 'support': 20023}; '1': {'precision': 0.828125; 'recall': 0.2336639899228468; 'f1-score': 0.36448483359941053; 'support': 6351}; 'accuracy': 0.8037840297262455; 'macro avg': {'precision': 0.8150673002603531; 'recall': 0.6091408397898707; 'f1-score': 0.6242332250050634; 'support': 26374}; 'weighted avg': {'precision': 0.8082983281347578; 'recall': 0.8037840297262455; 'f1-score': 0.7588840177288855; 'support': 26374}},{'0': {'precision': 0.801983835415136; 'recall': 0.981123595505618; 'f1-score': 0.8825550838892259; 'support': 2225}; '1': {'precision': 0.7990430622009569; 'recall': 0.23654390934844194; 'f1-score': 0.3650273224043716; 'support': 706}; 'accuracy': 0.8017741385192767; 'macro avg': {'precision': 0.8005134488080464; 'recall': 0.60883375242703; 'f1-score': 0.6237912031467987; 'support': 2931}; 'weighted avg': {'precision': 0.8012754813075923; 'recall': 0.8017741385192767; 'f1-score': 0.7578964009795339; 'support': 2931}}
10,1,DNF,4,26374,2931,1,[26374; 26374],296,1012.634673,0.799045,34,[X0 >= 29.500000 AND X1 != 2 AND X1 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X4 >= 8.500000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 0 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X7 != 2 AND X8 == 4 AND X9 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 4 AND X13 != 7 AND X13 != 11 AND X13 != 19 AND X13 != 22 AND X13 != 23 AND X13 != 26 AND X13 != 31 AND X13 != 41],{'0': {'precision': 0.8016502052595212; 'recall': 0.985017230185287; 'f1-score': 0.8839241697665039; 'support': 20023}; '1': {'precision': 0.8306041784302653; 'recall': 0.23161706817823965; 'f1-score': 0.3622260526963802; 'support': 6351}; 'accuracy': 0.8035944490786381; 'macro avg': {'precision': 0.8161271918448934; 'recall': 0.6083171491817633; 'f1-score': 0.6230751112314421; 'support': 26374}; 'weighted avg': {'precision': 0.808622476572458; 'recall': 0.8035944490786381; 'f1-score': 0.7582964780431265; 'support': 26374}},{'0': {'precision': 0.7994143484626647; 'recall': 0.9815730337078652; 'f1-score': 0.8811781319346378; 'support': 2225}; '1': {'precision': 0.7939698492462312; 'recall': 0.2237960339943343; 'f1-score': 0.3491712707182321; 'support': 706}; 'accuracy': 0.7990446946434664; 'macro avg': {'precision': 0.7966920988544479; 'recall': 0.6026845338510998; 'f1-score': 0.6151747013264349; 'support': 2931}; 'weighted avg': {'precision': 0.798102913305107; 'recall': 0.7990446946434664; 'f1-score': 0.7530318187245448; 'support': 2931}}
10,1,DNF,5,26375,2930,1,[26375; 26375],296,1019.977644,0.805461,50,[X0 >= 29.500000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X9 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 12 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 30 AND X13 != 31 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8081414473684211; 'recall': 0.9815711931279029; 'f1-score': 0.8864533297250976; 'support': 20023}; '1': {'precision': 0.8204379562043795; 'recall': 0.2654282115869018; 'f1-score': 0.4010943261567741; 'support': 6352}; 'accuracy': 0.8090995260663507; 'macro avg': {'precision': 0.8142897017864004; 'recall': 0.6234997023574023; 'f1-score': 0.6437738279409358; 'support': 26375}; 'weighted avg': {'precision': 0.8111028662926298; 'recall': 0.8090995260663507; 'f1-score': 0.7695623196524534; 'support': 26375}},{'0': {'precision': 0.805688954562246; 'recall': 0.9802247191011236; 'f1-score': 0.8844282238442822; 'support': 2225}; '1': {'precision': 0.8026905829596412; 'recall': 0.25390070921985813; 'f1-score': 0.3857758620689655; 'support': 705}; 'accuracy': 0.8054607508532423; 'macro avg': {'precision': 0.8041897687609436; 'recall': 0.6170627141604909; 'f1-score': 0.6351020429566239; 'support': 2930}; 'weighted avg': {'precision': 0.8049675033745886; 'recall': 0.8054607508532423; 'f1-score': 0.7644453176833272; 'support': 2930}}
10,1,DNF,6,26375,2930,1,[26375; 26375],296,1051.819866,0.793174,35,[X0 < 61.500000 AND X0 >= 35.500000 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 == 4 AND X9 AND X12 >= 39.500000 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 12 AND X13 != 31 AND X13 != 41],{'0': {'precision': 0.7958117287672334; 'recall': 0.9888128652050142; 'f1-score': 0.8818760856977418; 'support': 20023}; '1': {'precision': 0.8502673796791443; 'recall': 0.20025188916876574; 'f1-score': 0.3241590214067278; 'support': 6352}; 'accuracy': 0.7989004739336493; 'macro avg': {'precision': 0.8230395542231889; 'recall': 0.59453237718689; 'f1-score': 0.6030175535522349; 'support': 26375}; 'weighted avg': {'precision': 0.8089265077091276; 'recall': 0.7989004739336493; 'f1-score': 0.74755878551285; 'support': 26375}},{'0': {'precision': 0.7898317221625493; 'recall': 0.9914606741573033; 'f1-score': 0.8792347548824233; 'support': 2225}; '1': {'precision': 0.8613138686131386; 'recall': 0.1673758865248227; 'f1-score': 0.28028503562945367; 'support': 705}; 'accuracy': 0.7931740614334472; 'macro avg': {'precision': 0.825572795387844; 'recall': 0.579418280341063; 'f1-score': 0.5797598952559385; 'support': 2930}; 'weighted avg': {'precision': 0.8070313512573156; 'recall': 0.7931740614334472; 'f1-score': 0.7351188668027839; 'support': 2930}}
