lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,1,[26374; 26374],296,1048.742740,0.828386,3,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8215397559949517; 'recall': 0.9752784298057234; 'f1-score': 0.8918320279496723; 'support': 20023}; '1': {'precision': 0.8099078341013825; 'recall': 0.33207368918280583; 'f1-score': 0.47102177554438857; 'support': 6351}; 'accuracy': 0.8203912944566618; 'macro avg': {'precision': 0.815723795048167; 'recall': 0.6536760594942647; 'f1-score': 0.6814269017470305; 'support': 26374}; 'weighted avg': {'precision': 0.8187387271049062; 'recall': 0.8203912944566618; 'f1-score': 0.7904986726366384; 'support': 26374}},{'0': {'precision': 0.8278750952018279; 'recall': 0.9770786516853932; 'f1-score': 0.8963100391671819; 'support': 2225}; '1': {'precision': 0.8327868852459016; 'recall': 0.3597733711048159; 'f1-score': 0.5024727992087042; 'support': 706}; 'accuracy': 0.8283862163084271; 'macro avg': {'precision': 0.8303309902238647; 'recall': 0.6684260113951046; 'f1-score': 0.6993914191879431; 'support': 2931}; 'weighted avg': {'precision': 0.8290582148780872; 'recall': 0.8283862163084271; 'f1-score': 0.8014451154514926; 'support': 2931}}
5,2,DNF,9,26375,2930,1,[26375; 26375],296,1017.159989,0.776109,83,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 0 AND X1 != 2 AND X1 != 6 AND X3 != 0 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 12 AND X6 != 13 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 2 AND X12 >= 41.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 8 AND X13 != 26 AND X13 != 28 AND X13 != 29 AND X13 != 34 AND X13 != 35] OR [X0 >= 35.500000 AND X1 != 0 AND X1 != 1 AND X1 != 2 AND X1 != 8 AND X3 != 0 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 9 AND X3 != 11 AND X3 != 13 AND X5 != 3 AND X5 != 6 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 13 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 1 AND X8 != 3 AND X10 < 3048.000000 AND X13 != 0 AND X13 != 2 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 13 AND X13 != 16 AND X13 != 23 AND X13 != 24 AND X13 != 26 AND X13 != 28 AND X13 != 31 AND X13 != 38],{'0': {'precision': 0.8113761794552252; 'recall': 0.9104075109868158; 'f1-score': 0.8580438670808623; 'support': 20024}; '1': {'precision': 0.540824161760942; 'recall': 0.3327035112580696; 'f1-score': 0.41197114447260674; 'support': 6351}; 'accuracy': 0.7712985781990521; 'macro avg': {'precision': 0.6761001706080836; 'recall': 0.6215555111224427; 'f1-score': 0.6350075057767346; 'support': 26375}; 'weighted avg': {'precision': 0.7462282793840823; 'recall': 0.7712985781990521; 'f1-score': 0.7506312467477805; 'support': 26375}},{'0': {'precision': 0.8113582208101668; 'recall': 0.9186151079136691; 'f1-score': 0.8616617460986926; 'support': 2224}; '1': {'precision': 0.5606796116504854; 'recall': 0.3271954674220963; 'f1-score': 0.4132379248658318; 'support': 706}; 'accuracy': 0.7761092150170649; 'macro avg': {'precision': 0.6860189162303261; 'recall': 0.6229052876678827; 'f1-score': 0.6374498354822622; 'support': 2930}; 'weighted avg': {'precision': 0.7509557982617932; 'recall': 0.7761092150170649; 'f1-score': 0.753611501119034; 'support': 2930}}
5,3,CNF,0,26374,2931,1,[26374; 26374],296,1121.756294,0.745479,41,[X0 >= 61.500000 OR X3 == 10 OR X3 == 14 OR X3 == 15 OR X6 == 3 OR X6 == 7 OR X6 == 14 OR X8 == 0 OR X10 >= 3048.000000 OR X11 >= 2218.500000 OR X13 == 1 OR X13 == 3 OR X13 == 11 OR X13 == 17 OR X13 == 19 OR X13 == 24 OR X13 == 30] AND [X1 == 7 OR X3 == 6 OR X3 == 10 OR X3 == 14 OR X3 == 15 OR X6 == 3 OR X6 == 7 OR X7 == 5 OR X10 >= 7073.500000 OR X11 >= 2218.500000 OR X13 == 1 OR X13 == 3 OR X13 == 17 OR X13 == 19 OR X13 == 24 OR X13 == 30] AND [X3 == 6 OR X3 == 10 OR X3 == 14 OR X5 == 2 OR X6 == 10 OR X7 == 5 OR X10 >= 7073.500000 OR X11 >= 2176.500000],{'0': {'precision': 0.8375532843716296; 'recall': 0.814463367127803; 'f1-score': 0.8258469640958119; 'support': 20023}; '1': {'precision': 0.46182819064174996; 'recall': 0.5019681939851992; 'f1-score': 0.48106232080881245; 'support': 6351}; 'accuracy': 0.7392128611511337; 'macro avg': {'precision': 0.6496907375066898; 'recall': 0.6582157805565011; 'f1-score': 0.6534546424523122; 'support': 26374}; 'weighted avg': {'precision': 0.747076675958857; 'recall': 0.7392128611511337; 'f1-score': 0.7428209813280962; 'support': 26374}},{'0': {'precision': 0.8434742220157919; 'recall': 0.8161797752808989; 'f1-score': 0.8296025582457744; 'support': 2225}; '1': {'precision': 0.47429305912596403; 'recall': 0.5226628895184136; 'f1-score': 0.4973045822102426; 'support': 706}; 'accuracy': 0.7454793585806891; 'macro avg': {'precision': 0.658883640570878; 'recall': 0.6694213323996563; 'f1-score': 0.6634535702280085; 'support': 2931}; 'weighted avg': {'precision': 0.7545482919577167; 'recall': 0.7454793585806891; 'f1-score': 0.7495608076210437; 'support': 2931}}
5,3,CNF,1,26374,2931,1,[26374; 26374],296,1073.789166,0.747185,47,[X1 == 1 OR X3 == 9 OR X3 == 14 OR X5 == 1 OR X6 == 4 OR X6 == 11 OR X6 == 12 OR X8 == 1 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 3 OR X13 == 11 OR X13 == 20 OR X13 == 22 OR X13 == 31 OR X13 == 34 OR X13 == 36 OR X13 == 41] AND [X0 >= 54.500000 OR X1 == 1 OR X3 == 2 OR X3 == 7 OR X3 == 8 OR X4 >= 12.500000 OR X5 == 1 OR X6 == 12 OR X8 == 1 OR X10 >= 3048.000000 OR X11 >= 1881.500000 OR X13 == 10 OR X13 == 20 OR X13 == 34 OR X13 == 41] AND [X3 == 8 OR X4 >= 12.500000 OR X5 == 1 OR X6 == 1 OR X6 == 11 OR X8 == 1 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X12 >= 49.500000 OR X13 == 10 OR X13 == 30 OR X13 == 34 OR X13 == 41],{'0': {'precision': 0.8682661335110519; 'recall': 0.7808020776107476; 'f1-score': 0.8222146256804018; 'support': 20023}; '1': {'precision': 0.4755019120458891; 'recall': 0.6265155093686033; 'f1-score': 0.5406617297370745; 'support': 6351}; 'accuracy': 0.743649048305149; 'macro avg': {'precision': 0.6718840227784705; 'recall': 0.7036587934896754; 'f1-score': 0.6814381777087382; 'support': 26374}; 'weighted avg': {'precision': 0.7736864121746884; 'recall': 0.743649048305149; 'f1-score': 0.7544151852414819; 'support': 26374}},{'0': {'precision': 0.8658777120315582; 'recall': 0.7892134831460674; 'f1-score': 0.8257700446743474; 'support': 2225}; '1': {'precision': 0.4806201550387597; 'recall': 0.6147308781869688; 'f1-score': 0.5394655065257924; 'support': 706}; 'accuracy': 0.7471852610030706; 'macro avg': {'precision': 0.6732489335351589; 'recall': 0.7019721806665181; 'f1-score': 0.68261777560007; 'support': 2931}; 'weighted avg': {'precision': 0.7730794059118327; 'recall': 0.7471852610030706; 'f1-score': 0.756806890824849; 'support': 2931}}
5,3,CNF,2,26374,2931,1,[26374; 26374],296,1071.335390,0.749574,49,[X1 == 2 OR X3 == 12 OR X6 == 3 OR X6 == 4 OR X7 == 5 OR X8 == 0 OR X10 >= 4401.000000 OR X11 >= 1881.500000 OR X12 >= 49.500000 OR X13 == 1 OR X13 == 5 OR X13 == 11 OR X13 == 15 OR X13 == 20 OR X13 == 22 OR X13 == 24 OR X13 == 34 OR X13 == 36] AND [X3 == 9 OR X3 == 12 OR X5 == 1 OR X6 == 4 OR X8 == 0 OR X10 >= 4243.500000 OR X11 >= 1881.500000 OR X12 >= 49.500000 OR X13 == 1 OR X13 == 5 OR X13 == 9 OR X13 == 15 OR X13 == 20 OR X13 == 22 OR X13 == 24 OR X13 == 31 OR X13 == 34 OR X13 == 36 OR X13 == 41] AND [X0 >= 35.500000 OR X1 == 1 OR X3 == 14 OR X5 == 1 OR X7 == 0 OR X10 >= 5119.000000 OR X11 >= 2218.500000 OR X12 >= 65.500000 OR X13 == 7 OR X13 == 15 OR X13 == 33 OR X13 == 36],{'0': {'precision': 0.8834409543613878; 'recall': 0.8062727862957598; 'f1-score': 0.8430947593806304; 'support': 20023}; '1': {'precision': 0.5211111111111111; 'recall': 0.6646197449220596; 'f1-score': 0.5841810255345651; 'support': 6351}; 'accuracy': 0.7721619777053158; 'macro avg': {'precision': 0.7022760327362494; 'recall': 0.7354462656089097; 'f1-score': 0.7136378924575977; 'support': 26374}; 'weighted avg': {'precision': 0.7961899937758677; 'recall': 0.7721619777053158; 'f1-score': 0.7807469500359592; 'support': 26374}},{'0': {'precision': 0.8703427719821163; 'recall': 0.7874157303370787; 'f1-score': 0.8268050967437471; 'support': 2225}; '1': {'precision': 0.48474945533769065; 'recall': 0.6303116147308782; 'f1-score': 0.5480295566502463; 'support': 706}; 'accuracy': 0.7495735243944046; 'macro avg': {'precision': 0.6775461136599035; 'recall': 0.7088636725339784; 'f1-score': 0.6874173266969967; 'support': 2931}; 'weighted avg': {'precision': 0.7774635902861202; 'recall': 0.7495735243944046; 'f1-score': 0.759655478420304; 'support': 2931}}
5,3,CNF,3,26374,2931,1,[26374; 26374],296,1031.724566,0.676220,62,[X0 >= 61.500000 OR X1 == 6 OR X1 == 7 OR X3 == 2 OR X3 == 10 OR X3 == 14 OR X6 == 13 OR X7 == 5 OR X10 >= 3048.000000 OR X11 >= 1881.500000 OR X12 >= 41.500000 OR X13 == 1 OR X13 == 5 OR X13 == 10 OR X13 == 20 OR X13 == 31 OR X13 == 33 OR X13 == 38] AND [X0 >= 54.500000 OR X1 == 2 OR X3 == 2 OR X3 == 3 OR X3 == 14 OR X5 == 0 OR X5 == 1 OR X6 == 7 OR X6 == 10 OR X6 == 12 OR X6 == 13 OR X6 == 14 OR X10 >= 4243.500000 OR X11 >= 2384.500000 OR X13 == 1 OR X13 == 2 OR X13 == 5 OR X13 == 11 OR X13 == 12 OR X13 == 17 OR X13 == 19 OR X13 == 20 OR X13 == 22 OR X13 == 31 OR X13 == 34 OR X13 == 41] AND [X0 >= 54.500000 OR X1 == 7 OR X3 == 2 OR X3 == 7 OR X3 == 9 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 13 OR X6 == 14 OR X8 == 1 OR X10 >= 4668.500000 OR X11 >= 2384.500000 OR X12 >= 41.500000 OR X13 == 5 OR X13 == 31 OR X13 == 38 OR X13 == 41],{'0': {'precision': 0.8379643001559702; 'recall': 0.7244668631074265; 'f1-score': 0.7770932661916751; 'support': 20023}; '1': {'precision': 0.3912611717974181; 'recall': 0.5583372697213037; 'f1-score': 0.4601012066952122; 'support': 6351}; 'accuracy': 0.68446197012209; 'macro avg': {'precision': 0.6146127359766942; 'recall': 0.6414020664143651; 'f1-score': 0.6185972364434437; 'support': 26374}; 'weighted avg': {'precision': 0.7303958020819139; 'recall': 0.68446197012209; 'f1-score': 0.7007598859739592; 'support': 26374}},{'0': {'precision': 0.831945889698231; 'recall': 0.7186516853932584; 'f1-score': 0.7711598746081505; 'support': 2225}; '1': {'precision': 0.379583746283449; 'recall': 0.5424929178470255; 'f1-score': 0.44664723032069964; 'support': 706}; 'accuracy': 0.6762197202320027; 'macro avg': {'precision': 0.60576481799084; 'recall': 0.6305723016201419; 'f1-score': 0.6089035524644251; 'support': 2931}; 'weighted avg': {'precision': 0.722983872212446; 'recall': 0.6762197202320027; 'f1-score': 0.6929934034832989; 'support': 2931}}
5,3,CNF,4,26374,2931,1,[26374; 26374],296,1080.518925,0.773456,48,[X3 == 9 OR X3 == 10 OR X6 == 5 OR X6 == 13 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 1 OR X13 == 5 OR X13 == 7 OR X13 == 10 OR X13 == 18 OR X13 == 19 OR X13 == 21 OR X13 == 22 OR X13 == 24] AND [X3 == 10 OR X6 == 4 OR X6 == 5 OR X6 == 13 OR X10 >= 4243.500000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 1 OR X13 == 5 OR X13 == 11 OR X13 == 14 OR X13 == 18 OR X13 == 19 OR X13 == 21 OR X13 == 22 OR X13 == 24] AND [X3 == 9 OR X3 == 10 OR X6 == 5 OR X6 == 13 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 1 OR X13 == 5 OR X13 == 7 OR X13 == 10 OR X13 == 18 OR X13 == 19 OR X13 == 21 OR X13 == 22 OR X13 == 24],{'0': {'precision': 0.8307560546224485; 'recall': 0.8719972032163013; 'f1-score': 0.8508771929824561; 'support': 20023}; '1': {'precision': 0.5215605749486653; 'recall': 0.439930719571721; 'f1-score': 0.4772804919713017; 'support': 6351}; 'accuracy': 0.7679532873284295; 'macro avg': {'precision': 0.6761583147855569; 'recall': 0.6559639613940111; 'f1-score': 0.6640788424768789; 'support': 26374}; 'weighted avg': {'precision': 0.7563001324487851; 'recall': 0.7679532873284295; 'f1-score': 0.7609131128989707; 'support': 26374}},{'0': {'precision': 0.8317042073948151; 'recall': 0.8795505617977528; 'f1-score': 0.854958497160332; 'support': 2225}; '1': {'precision': 0.5363321799307958; 'recall': 0.43909348441926344; 'f1-score': 0.48286604361370716; 'support': 706}; 'accuracy': 0.7734561583077448; 'macro avg': {'precision': 0.6840181936628055; 'recall': 0.6593220231085082; 'f1-score': 0.6689122703870196; 'support': 2931}; 'weighted avg': {'precision': 0.7605569363645873; 'recall': 0.7734561583077448; 'f1-score': 0.7653313145592002; 'support': 2931}}
5,3,CNF,5,26375,2930,1,[26375; 26375],296,1029.688776,0.745392,42,[X0 >= 54.500000 OR X1 == 1 OR X1 == 5 OR X3 == 2 OR X3 == 5 OR X3 == 14 OR X6 == 10 OR X6 == 14 OR X7 == 5 OR X8 == 1 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 9 OR X13 == 10 OR X13 == 19 OR X13 == 23 OR X13 == 30 OR X13 == 34] AND [X3 == 10 OR X3 == 14 OR X6 == 4 OR X6 == 10 OR X6 == 14 OR X8 == 1 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X12 >= 41.500000 OR X13 == 0 OR X13 == 2 OR X13 == 23 OR X13 == 30 OR X13 == 34 OR X13 == 41] AND [X0 >= 35.500000 OR X3 == 5 OR X4 >= 12.500000 OR X8 == 1 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X13 == 2 OR X13 == 7 OR X13 == 9],{'0': {'precision': 0.8540994872337051; 'recall': 0.8069220396543975; 'f1-score': 0.8298407806882383; 'support': 20023}; '1': {'precision': 0.4816304639313489; 'recall': 0.5654911838790933; 'f1-score': 0.5202027516292542; 'support': 6352}; 'accuracy': 0.7487772511848341; 'macro avg': {'precision': 0.667864975582527; 'recall': 0.6862066117667454; 'f1-score': 0.6750217661587463; 'support': 26375}; 'weighted avg': {'precision': 0.7643962365790485; 'recall': 0.7487772511848341; 'f1-score': 0.755269377443398; 'support': 26375}},{'0': {'precision': 0.8499763369616659; 'recall': 0.807191011235955; 'f1-score': 0.8280313508529277; 'support': 2225}; '1': {'precision': 0.4749082007343941; 'recall': 0.550354609929078; 'f1-score': 0.5098554533508542; 'support': 705}; 'accuracy': 0.7453924914675768; 'macro avg': {'precision': 0.66244226884803; 'recall': 0.6787728105825166; 'f1-score': 0.668943402101891; 'support': 2930}; 'weighted avg': {'precision': 0.7597295669820665; 'recall': 0.7453924914675768; 'f1-score': 0.7514736690307564; 'support': 2930}}
5,3,CNF,6,26375,2930,1,[26375; 26375],296,1063.996420,0.792833,47,[X0 >= 61.500000 OR X3 == 12 OR X4 >= 14.500000 OR X6 == 13 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X13 == 1 OR X13 == 2 OR X13 == 3 OR X13 == 9 OR X13 == 18 OR X13 == 20 OR X13 == 21 OR X13 == 30 OR X13 == 34] AND [X1 == 5 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 13 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X13 == 1 OR X13 == 3 OR X13 == 9 OR X13 == 18 OR X13 == 20 OR X13 == 21 OR X13 == 22 OR X13 == 30 OR X13 == 34] AND [X1 == 5 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 13 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X13 == 1 OR X13 == 3 OR X13 == 9 OR X13 == 18 OR X13 == 20 OR X13 == 21 OR X13 == 22 OR X13 == 30 OR X13 == 34],{'0': {'precision': 0.8406501806057238; 'recall': 0.9066074014882884; 'f1-score': 0.8723838815868514; 'support': 20023}; '1': {'precision': 0.6088684375653629; 'recall': 0.4582808564231738; 'f1-score': 0.5229497889158358; 'support': 6352}; 'accuracy': 0.7986350710900474; 'macro avg': {'precision': 0.7247593090855433; 'recall': 0.6824441289557311; 'f1-score': 0.6976668352513435; 'support': 26375}; 'weighted avg': {'precision': 0.784829227741558; 'recall': 0.7986350710900474; 'f1-score': 0.7882282282542906; 'support': 26375}},{'0': {'precision': 0.8285946385052803; 'recall': 0.9168539325842696; 'f1-score': 0.8704928525709409; 'support': 2225}; '1': {'precision': 0.6047008547008547; 'recall': 0.4014184397163121; 'f1-score': 0.4825234441602728; 'support': 705}; 'accuracy': 0.7928327645051194; 'macro avg': {'precision': 0.7166477466030674; 'recall': 0.6591361861502909; 'f1-score': 0.6765081483656068; 'support': 2930}; 'weighted avg': {'precision': 0.7747225847229867; 'recall': 0.7928327645051194; 'f1-score': 0.7771418515711043; 'support': 2930}}
5,3,CNF,7,26375,2930,1,[26375; 26375],296,1031.299548,0.783618,46,[X1 == 1 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 10 OR X7 == 0 OR X10 >= 7073.500000 OR X11 >= 2218.500000 OR X13 == 9 OR X13 == 18 OR X13 == 19 OR X13 == 22 OR X13 == 41] AND [X0 >= 35.500000 OR X1 == 5 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X5 == 6 OR X6 == 11 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 1 OR X13 == 3 OR X13 == 9 OR X13 == 10 OR X13 == 17 OR X13 == 20] AND [X1 == 1 OR X1 == 5 OR X4 >= 10.500000 OR X5 == 1 OR X6 == 7 OR X6 == 8 OR X6 == 11 OR X6 == 13 OR X10 >= 5119.000000 OR X11 >= 2384.500000 OR X12 >= 41.500000 OR X13 == 0 OR X13 == 1 OR X13 == 14 OR X13 == 22 OR X13 == 34],{'0': {'precision': 0.8981053095395461; 'recall': 0.814363481995705; 'f1-score': 0.8541868566489431; 'support': 20023}; '1': {'precision': 0.5477552013626962; 'recall': 0.7087531486146096; 'f1-score': 0.617939743325784; 'support': 6352}; 'accuracy': 0.7889289099526067; 'macro avg': {'precision': 0.7229302554511212; 'recall': 0.7615583153051573; 'f1-score': 0.7360632999873635; 'support': 26375}; 'weighted avg': {'precision': 0.8137290484157793; 'recall': 0.7889289099526067; 'f1-score': 0.7972904902478547; 'support': 26375}},{'0': {'precision': 0.8967581047381546; 'recall': 0.8080898876404494; 'f1-score': 0.8501182033096927; 'support': 2225}; '1': {'precision': 0.5383783783783784; 'recall': 0.7063829787234043; 'f1-score': 0.611042944785276; 'support': 705}; 'accuracy': 0.783617747440273; 'macro avg': {'precision': 0.7175682415582665; 'recall': 0.7572364331819268; 'f1-score': 0.7305805740474843; 'support': 2930}; 'weighted avg': {'precision': 0.8105268053922016; 'recall': 0.783617747440273; 'f1-score': 0.7925932690913602; 'support': 2930}}
5,3,CNF,8,26375,2930,1,[26375; 26375],296,1028.683064,0.786007,50,[X3 == 10 OR X3 == 12 OR X5 == 1 OR X5 == 6 OR X6 == 13 OR X7 == 5 OR X10 >= 4243.500000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 0 OR X13 == 10 OR X13 == 11 OR X13 == 17 OR X13 == 18 OR X13 == 20 OR X13 == 22 OR X13 == 34] AND [X1 == 2 OR X3 == 9 OR X3 == 10 OR X3 == 12 OR X5 == 1 OR X7 == 5 OR X10 >= 4243.500000 OR X12 >= 65.500000 OR X13 == 0 OR X13 == 11 OR X13 == 20 OR X13 == 21 OR X13 == 34 OR X13 == 38] AND [X1 == 2 OR X3 == 7 OR X3 == 10 OR X5 == 1 OR X6 == 13 OR X10 >= 4243.500000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 0 OR X13 == 2 OR X13 == 9 OR X13 == 10 OR X13 == 11 OR X13 == 17 OR X13 == 18 OR X13 == 19 OR X13 == 20 OR X13 == 22 OR X13 == 34],{'0': {'precision': 0.8190268635474115; 'recall': 0.919646424290851; 'f1-score': 0.8664251435023995; 'support': 20024}; '1': {'precision': 0.5864816242611154; 'recall': 0.3593134939379625; 'f1-score': 0.4456160906073033; 'support': 6351}; 'accuracy': 0.7847203791469194; 'macro avg': {'precision': 0.7027542439042634; 'recall': 0.6394799591144067; 'f1-score': 0.6560206170548514; 'support': 26375}; 'weighted avg': {'precision': 0.7630308516153825; 'recall': 0.7847203791469194; 'f1-score': 0.7650959190498211; 'support': 26375}},{'0': {'precision': 0.8187624750499002; 'recall': 0.9222122302158273; 'f1-score': 0.8674138295622752; 'support': 2224}; '1': {'precision': 0.5929411764705882; 'recall': 0.35694050991501414; 'f1-score': 0.4456233421750663; 'support': 706}; 'accuracy': 0.7860068259385665; 'macro avg': {'precision': 0.7058518257602442; 'recall': 0.6395763700654207; 'f1-score': 0.6565185858686707; 'support': 2930}; 'weighted avg': {'precision': 0.7643495614673084; 'recall': 0.7860068259385665; 'f1-score': 0.7657810363556644; 'support': 2930}}
5,3,CNF,9,26375,2930,1,[26375; 26375],296,1034.546565,0.733788,48,[X1 == 5 OR X3 == 0 OR X3 == 2 OR X3 == 10 OR X6 == 5 OR X6 == 11 OR X6 == 14 OR X7 == 5 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X13 == 9 OR X13 == 10 OR X13 == 20 OR X13 == 21 OR X13 == 34] AND [X0 >= 61.500000 OR X1 == 5 OR X3 == 0 OR X3 == 1 OR X3 == 10 OR X5 == 1 OR X6 == 11 OR X6 == 14 OR X7 == 5 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 1 OR X13 == 5 OR X13 == 9 OR X13 == 10 OR X13 == 20 OR X13 == 34] AND [X1 == 5 OR X3 == 0 OR X3 == 10 OR X6 == 5 OR X6 == 11 OR X6 == 14 OR X7 == 5 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X13 == 1 OR X13 == 5 OR X13 == 9 OR X13 == 10 OR X13 == 20 OR X13 == 21 OR X13 == 34],{'0': {'precision': 0.8325630463176932; 'recall': 0.8276568118258091; 'f1-score': 0.8301026796894567; 'support': 20024}; '1': {'precision': 0.46653269438862266; 'recall': 0.4752007557864903; 'f1-score': 0.47082683307332296; 'support': 6351}; 'accuracy': 0.7427867298578199; 'macro avg': {'precision': 0.6495478703531579; 'recall': 0.6514287838061497; 'f1-score': 0.6504647563813899; 'support': 26375}; 'weighted avg': {'precision': 0.7444243253659765; 'recall': 0.7427867298578199; 'f1-score': 0.7435904180075964; 'support': 26375}},{'0': {'precision': 0.8287795992714025; 'recall': 0.8183453237410072; 'f1-score': 0.8235294117647058; 'support': 2224}; '1': {'precision': 0.44959128065395093; 'recall': 0.46742209631728043; 'f1-score': 0.4583333333333333; 'support': 706}; 'accuracy': 0.7337883959044369; 'macro avg': {'precision': 0.6391854399626767; 'recall': 0.6428837100291438; 'f1-score': 0.6409313725490196; 'support': 2930}; 'weighted avg': {'precision': 0.737412038539689; 'recall': 0.7337883959044369; 'f1-score': 0.7355333601017199; 'support': 2930}}
