l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26373,2931,1,[26373; 26373],296,1047.090985,0.827363,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.821164199192463; 'recall': 0.9750786595415273; 'f1-score': 0.8915272038174388; 'support': 20023}; '1': {'precision': 0.8078552175587216; 'recall': 0.3303937007874016; 'f1-score': 0.46898401698893494; 'support': 6350}; 'accuracy': 0.8198536381905737; 'macro avg': {'precision': 0.8145097083755923; 'recall': 0.6527361801644644; 'f1-score': 0.6802556104031868; 'support': 26373}; 'weighted avg': {'precision': 0.8179597084870348; 'recall': 0.8198536381905737; 'f1-score': 0.7897887123162444; 'support': 26373}},{'0': {'precision': 0.8274285714285714; 'recall': 0.9761797752808988; 'f1-score': 0.8956701030927835; 'support': 2225}; '1': {'precision': 0.826797385620915; 'recall': 0.358356940509915; 'f1-score': 0.5; 'support': 706}; 'accuracy': 0.8273626748549983; 'macro avg': {'precision': 0.8271129785247432; 'recall': 0.667268357895407; 'f1-score': 0.6978350515463918; 'support': 2931}; 'weighted avg': {'precision': 0.8272765355431381; 'recall': 0.8273626748549983; 'f1-score': 0.8003636913618025; 'support': 2931}}
l: 5,2,DNF,9,26374,2930,1,[26374; 26374],296,1032.661730,0.774744,85,[X0 >= 29.500000 AND X1 != 0 AND X1 != 1 AND X1 != 6 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 6 AND X3 != 9 AND X3 != 11 AND X3 != 13 AND X5 != 0 AND X5 != 3 AND X5 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X7 != 2 AND X7 != 4 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X12 >= 41.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 8 AND X13 != 10 AND X13 != 12 AND X13 != 15 AND X13 != 16 AND X13 != 17 AND X13 != 21 AND X13 != 22 AND X13 != 26 AND X13 != 32 AND X13 != 33 AND X13 != 41] OR [X0 >= 27.500000 AND X1 != 0 AND X1 != 4 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 13 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 7 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X8 != 1 AND X8 != 2 AND X8 != 3 AND X11 < 2450.500000 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 2 AND X13 != 4 AND X13 != 5 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 15 AND X13 != 24 AND X13 != 31],{'0': {'precision': 0.8034899099790946; 'recall': 0.9405213743507791; 'f1-score': 0.8666221843867197; 'support': 20024}; '1': {'precision': 0.5942078364565587; 'recall': 0.2746456692913386; 'f1-score': 0.37565966612816376; 'support': 6350}; 'accuracy': 0.7802001971638736; 'macro avg': {'precision': 0.6988488732178266; 'recall': 0.6075835218210588; 'f1-score': 0.6211409252574417; 'support': 26374}; 'weighted avg': {'precision': 0.7531016045696723; 'recall': 0.7802001971638736; 'f1-score': 0.7484144043403926; 'support': 26374}},{'0': {'precision': 0.7998466257668712; 'recall': 0.9379496402877698; 'f1-score': 0.8634105960264902; 'support': 2224}; '1': {'precision': 0.5714285714285714; 'recall': 0.26062322946175637; 'f1-score': 0.35797665369649806; 'support': 706}; 'accuracy': 0.7747440273037542; 'macro avg': {'precision': 0.6856375985977212; 'recall': 0.5992864348747631; 'f1-score': 0.6106936248614941; 'support': 2930}; 'weighted avg': {'precision': 0.7448080092607825; 'recall': 0.7747440273037542; 'f1-score': 0.7416234413217208; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [26374, 26374], 'n_partitions': 1}, (mean val acc cv) 0.795215 (+- 0.024037), (mean training time) 1050.793173 (+- 23.257249)
l: 5,3,CNF,0,26373,2931,1,[26373; 26373],296,1038.023357,0.787103,58,[X1 == 5 OR X5 == 1 OR X6 == 12 OR X6 == 13 OR X8 == 0 OR X8 == 1 OR X10 >= 4243.500000 OR X11 >= 1881.500000 OR X12 >= 41.500000 OR X13 == 5 OR X13 == 15 OR X13 == 19 OR X13 == 20 OR X13 == 31 OR X13 == 32 OR X13 == 36] AND [X1 == 5 OR X3 == 9 OR X3 == 10 OR X3 == 12 OR X5 == 1 OR X6 == 10 OR X6 == 11 OR X7 == 5 OR X8 == 1 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 5 OR X13 == 15 OR X13 == 20 OR X13 == 32] AND [X1 == 1 OR X1 == 2 OR X1 == 5 OR X5 == 1 OR X5 == 6 OR X6 == 12 OR X7 == 5 OR X8 == 0 OR X8 == 1 OR X10 >= 4668.500000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 2 OR X13 == 5 OR X13 == 7 OR X13 == 9 OR X13 == 10 OR X13 == 11 OR X13 == 14 OR X13 == 15 OR X13 == 19 OR X13 == 20 OR X13 == 30 OR X13 == 32 OR X13 == 34 OR X13 == 36],{'0': {'precision': 0.8339678309698296; 'recall': 0.8752434700094891; 'f1-score': 0.8541072690498819; 'support': 20023}; '1': {'precision': 0.5338682590035454; 'recall': 0.4505511811023622; 'f1-score': 0.4886839183534033; 'support': 6350}; 'accuracy': 0.7729875251203883; 'macro avg': {'precision': 0.6839180449866875; 'recall': 0.6628973255559256; 'f1-score': 0.6713955937016426; 'support': 26373}; 'weighted avg': {'precision': 0.7617108908422027; 'recall': 0.7729875251203883; 'f1-score': 0.7661218947305917; 'support': 26373}},{'0': {'precision': 0.8431204457779683; 'recall': 0.8840449438202247; 'f1-score': 0.8630978499341816; 'support': 2225}; '1': {'precision': 0.568561872909699; 'recall': 0.48158640226628896; 'f1-score': 0.5214723926380368; 'support': 706}; 'accuracy': 0.7871033776867963; 'macro avg': {'precision': 0.7058411593438336; 'recall': 0.6828156730432569; 'f1-score': 0.6922851212861092; 'support': 2931}; 'weighted avg': {'precision': 0.7769865827806984; 'recall': 0.7871033776867963; 'f1-score': 0.7808093569791907; 'support': 2931}}
l: 5,3,CNF,1,26373,2931,1,[26373; 26373],296,1034.817597,0.764927,57,[X1 == 1 OR X1 == 5 OR X1 == 7 OR X3 == 7 OR X3 == 12 OR X3 == 14 OR X5 == 3 OR X6 == 3 OR X6 == 11 OR X10 >= 4668.500000 OR X11 >= 2384.500000 OR X13 == 3 OR X13 == 7 OR X13 == 9 OR X13 == 12 OR X13 == 15 OR X13 == 17 OR X13 == 19 OR X13 == 21 OR X13 == 35 OR X13 == 36 OR X13 == 37 OR X13 == 41] AND [X1 == 5 OR X1 == 7 OR X3 == 7 OR X3 == 10 OR X3 == 14 OR X5 == 3 OR X6 == 3 OR X6 == 11 OR X7 == 5 OR X10 >= 7073.500000 OR X11 >= 1923.000000 OR X13 == 7 OR X13 == 9 OR X13 == 11 OR X13 == 12 OR X13 == 15 OR X13 == 19 OR X13 == 21 OR X13 == 22 OR X13 == 35 OR X13 == 36 OR X13 == 41] AND [X3 == 10 OR X3 == 14 OR X5 == 2 OR X5 == 3 OR X10 >= 7073.500000 OR X11 >= 2384.500000 OR X12 >= 65.500000 OR X13 == 9 OR X13 == 12 OR X13 == 15 OR X13 == 19 OR X13 == 35],{'0': {'precision': 0.8344614194546509; 'recall': 0.8620086900064925; 'f1-score': 0.8480113985309651; 'support': 20023}; '1': {'precision': 0.5143258920724204; 'recall': 0.46078740157480313; 'f1-score': 0.4860868842927153; 'support': 6350}; 'accuracy': 0.7654040116786107; 'macro avg': {'precision': 0.6743936557635357; 'recall': 0.6613980457906479; 'f1-score': 0.6670491414118402; 'support': 26373}; 'weighted avg': {'precision': 0.757380291070426; 'recall': 0.7654040116786107; 'f1-score': 0.7608684619893169; 'support': 26373}},{'0': {'precision': 0.8313201035375324; 'recall': 0.8660674157303371; 'f1-score': 0.8483381025753907; 'support': 2225}; '1': {'precision': 0.5138662316476346; 'recall': 0.4461756373937677; 'f1-score': 0.47763457164518575; 'support': 706}; 'accuracy': 0.7649266461958376; 'macro avg': {'precision': 0.6725931675925835; 'recall': 0.6561215265620524; 'f1-score': 0.6629863371102882; 'support': 2931}; 'weighted avg': {'precision': 0.7548539030754825; 'recall': 0.7649266461958376; 'f1-score': 0.759045474517825; 'support': 2931}}
l: 5,3,CNF,2,26373,2931,1,[26373; 26373],296,1096.387071,0.787445,53,[X1 == 5 OR X3 == 14 OR X5 == 1 OR X6 == 10 OR X6 == 11 OR X10 >= 4243.500000 OR X11 >= 1881.500000 OR X13 == 2 OR X13 == 9 OR X13 == 10 OR X13 == 15 OR X13 == 18 OR X13 == 19 OR X13 == 22 OR X13 == 24 OR X13 == 31 OR X13 == 36 OR X13 == 41] AND [X1 == 5 OR X3 == 4 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 10 OR X6 == 11 OR X10 >= 4243.500000 OR X13 == 2 OR X13 == 3 OR X13 == 9 OR X13 == 10 OR X13 == 15 OR X13 == 18 OR X13 == 20 OR X13 == 31 OR X13 == 41] AND [X0 >= 54.500000 OR X1 == 5 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 11 OR X8 == 1 OR X10 >= 4243.500000 OR X13 == 2 OR X13 == 9 OR X13 == 10 OR X13 == 14 OR X13 == 15 OR X13 == 22 OR X13 == 29 OR X13 == 30 OR X13 == 41],{'0': {'precision': 0.8294401017996728; 'recall': 0.9115017729610947; 'f1-score': 0.8685368929497703; 'support': 20023}; '1': {'precision': 0.5944151979858091; 'recall': 0.40897637795275593; 'f1-score': 0.48456012687750727; 'support': 6350}; 'accuracy': 0.7905054411708945; 'macro avg': {'precision': 0.7119276498927409; 'recall': 0.6602390754569253; 'f1-score': 0.6765485099136388; 'support': 26373}; 'weighted avg': {'precision': 0.7728516158777816; 'recall': 0.7905054411708945; 'f1-score': 0.7760842912526228; 'support': 26373}},{'0': {'precision': 0.8296296296296296; 'recall': 0.9060674157303371; 'f1-score': 0.8661654135338346; 'support': 2225}; '1': {'precision': 0.5828343313373253; 'recall': 0.41359773371104813; 'f1-score': 0.48384424192212094; 'support': 706}; 'accuracy': 0.7874445581712726; 'macro avg': {'precision': 0.7062319804834775; 'recall': 0.6598325747206926; 'f1-score': 0.6750048277279778; 'support': 2931}; 'weighted avg': {'precision': 0.7701832015865158; 'recall': 0.7874445581712726; 'f1-score': 0.7740744046092798; 'support': 2931}}
l: 5,3,CNF,3,26373,2931,1,[26373; 26373],296,1043.304971,0.761174,48,[X1 == 1 OR X3 == 7 OR X4 >= 14.500000 OR X6 == 4 OR X6 == 11 OR X6 == 13 OR X10 >= 7073.500000 OR X11 >= 2218.500000 OR X12 >= 65.500000 OR X13 == 1 OR X13 == 3 OR X13 == 15 OR X13 == 18 OR X13 == 22 OR X13 == 24 OR X13 == 33 OR X13 == 34] AND [X1 == 1 OR X3 == 7 OR X4 >= 14.500000 OR X6 == 4 OR X6 == 11 OR X6 == 13 OR X6 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 1 OR X13 == 3 OR X13 == 15 OR X13 == 22 OR X13 == 24 OR X13 == 34] AND [X1 == 1 OR X1 == 6 OR X3 == 10 OR X3 == 14 OR X6 == 4 OR X6 == 11 OR X6 == 13 OR X10 >= 5119.000000 OR X11 >= 1923.000000 OR X12 >= 65.500000 OR X13 == 1 OR X13 == 3 OR X13 == 15 OR X13 == 22 OR X13 == 24 OR X13 == 34],{'0': {'precision': 0.8490961086712286; 'recall': 0.8303950456974479; 'f1-score': 0.8396414594116904; 'support': 20023}; '1': {'precision': 0.4999263731409218; 'recall': 0.5346456692913386; 'f1-score': 0.5167034472262385; 'support': 6350}; 'accuracy': 0.7591855306563531; 'macro avg': {'precision': 0.6745112409060752; 'recall': 0.6825203574943932; 'f1-score': 0.6781724533189645; 'support': 26373}; 'weighted avg': {'precision': 0.7650242237655505; 'recall': 0.7591855306563531; 'f1-score': 0.7618855584001399; 'support': 26373}},{'0': {'precision': 0.8448665762098598; 'recall': 0.8395505617977528; 'f1-score': 0.842200180342651; 'support': 2225}; '1': {'precision': 0.5041666666666667; 'recall': 0.5141643059490085; 'f1-score': 0.5091164095371669; 'support': 706}; 'accuracy': 0.7611736608665984; 'macro avg': {'precision': 0.6745166214382632; 'recall': 0.6768574338733806; 'f1-score': 0.6756582949399089; 'support': 2931}; 'weighted avg': {'precision': 0.7628010231093841; 'recall': 0.7611736608665984; 'f1-score': 0.7619691526426606; 'support': 2931}}
l: 5,3,CNF,4,26374,2930,1,[26374; 26374],296,1034.566437,0.746758,62,[X0 >= 54.500000 OR X1 == 1 OR X1 == 5 OR X1 == 7 OR X3 == 7 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 3 OR X6 == 4 OR X6 == 11 OR X8 == 3 OR X10 >= 3048.000000 OR X11 >= 1881.500000 OR X12 < 34.500000 OR X13 == 0 OR X13 == 1 OR X13 == 7 OR X13 == 9 OR X13 == 11 OR X13 == 15 OR X13 == 22 OR X13 == 27 OR X13 == 40 OR X13 == 41] AND [X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 4 OR X6 == 11 OR X7 == 0 OR X8 == 1 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X13 == 15 OR X13 == 36] AND [X0 >= 61.500000 OR X1 == 1 OR X1 == 2 OR X1 == 5 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X6 == 3 OR X6 == 10 OR X7 == 5 OR X8 == 0 OR X10 >= 3048.000000 OR X11 >= 2218.500000 OR X13 == 0 OR X13 == 2 OR X13 == 9 OR X13 == 10 OR X13 == 11 OR X13 == 12 OR X13 == 15 OR X13 == 21 OR X13 == 22 OR X13 == 26 OR X13 == 30 OR X13 == 41],{'0': {'precision': 0.857278782112274; 'recall': 0.8099685361833892; 'f1-score': 0.8329524151922139; 'support': 20023}; '1': {'precision': 0.4896727467811159; 'recall': 0.5748700991969768; 'f1-score': 0.5288621713623525; 'support': 6351}; 'accuracy': 0.7533555774626526; 'macro avg': {'precision': 0.673475764446695; 'recall': 0.692419317690183; 'f1-score': 0.6809072932772832; 'support': 26374}; 'weighted avg': {'precision': 0.768757286306246; 'recall': 0.7533555774626526; 'f1-score': 0.7597258610645332; 'support': 26374}},{'0': {'precision': 0.8536003814973772; 'recall': 0.8044943820224719; 'f1-score': 0.8283202221193892; 'support': 2225}; '1': {'precision': 0.4777911164465786; 'recall': 0.5645390070921986; 'f1-score': 0.5175552665799741; 'support': 705}; 'accuracy': 0.7467576791808874; 'macro avg': {'precision': 0.6656957489719779; 'recall': 0.6845166945573353; 'f1-score': 0.6729377443496816; 'support': 2930}; 'weighted avg': {'precision': 0.7631752852991475; 'recall': 0.7467576791808874; 'f1-score': 0.753545719165366; 'support': 2930}}
l: 5,3,CNF,5,26374,2930,1,[26374; 26374],296,1030.328285,0.700000,64,[X1 == 5 OR X3 == 5 OR X3 == 8 OR X3 == 12 OR X6 == 3 OR X6 == 10 OR X6 == 13 OR X6 == 14 OR X8 == 0 OR X10 >= 3048.000000 OR X11 >= 1881.500000 OR X13 == 2 OR X13 == 10 OR X13 == 12 OR X13 == 15 OR X13 == 18 OR X13 == 21 OR X13 == 24 OR X13 == 30 OR X13 == 41] AND [X1 == 5 OR X3 == 5 OR X3 == 12 OR X5 == 1 OR X6 == 3 OR X6 == 10 OR X6 == 13 OR X6 == 14 OR X7 == 5 OR X8 == 0 OR X10 >= 4243.500000 OR X11 >= 1881.500000 OR X13 == 2 OR X13 == 10 OR X13 == 12 OR X13 == 15 OR X13 == 18 OR X13 == 21 OR X13 == 24 OR X13 == 30 OR X13 == 41] AND [X1 == 5 OR X3 == 5 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X3 == 15 OR X6 == 11 OR X6 == 13 OR (NOT X9) OR X10 >= 5119.000000 OR X11 >= 1551.500000 OR X12 >= 49.500000 OR X13 == 0 OR X13 == 2 OR X13 == 11 OR X13 == 15 OR X13 == 19 OR X13 == 22 OR X13 == 24 OR X13 == 30 OR X13 == 36 OR X13 == 40 OR X13 == 41],{'0': {'precision': 0.8443784661923702; 'recall': 0.7527842980572342; 'f1-score': 0.7959550087131013; 'support': 20023}; '1': {'precision': 0.4192185850052798; 'recall': 0.5625885687293339; 'f1-score': 0.48043565954013706; 'support': 6351}; 'accuracy': 0.70698415105786; 'macro avg': {'precision': 0.631798525598825; 'recall': 0.6576864333932841; 'f1-score': 0.6381953341266192; 'support': 26374}; 'weighted avg': {'precision': 0.741997697047788; 'recall': 0.70698415105786; 'f1-score': 0.7199762650034821; 'support': 26374}},{'0': {'precision': 0.8437180796731358; 'recall': 0.7424719101123596; 'f1-score': 0.7898637341620846; 'support': 2225}; '1': {'precision': 0.4104938271604938; 'recall': 0.5659574468085107; 'f1-score': 0.47584973166368516; 'support': 705}; 'accuracy': 0.7; 'macro avg': {'precision': 0.6271059534168149; 'recall': 0.6542146784604351; 'f1-score': 0.6328567329128849; 'support': 2930}; 'weighted avg': {'precision': 0.7394781144781144; 'recall': 0.7; 'f1-score': 0.7143074639363605; 'support': 2930}}
l: 5,3,CNF,6,26374,2930,1,[26374; 26374],296,1033.801051,0.727645,60,[X4 >= 12.500000 OR X6 == 3 OR X6 == 11 OR X6 == 13 OR X7 == 5 OR X8 == 2 OR X10 >= 4243.500000 OR X11 >= 1820.500000 OR X13 == 9 OR X13 == 11 OR X13 == 12 OR X13 == 15 OR X13 == 19 OR X13 == 20 OR X13 == 22 OR X13 == 34] AND [X0 >= 43.500000 OR X1 == 7 OR X3 == 2 OR X3 == 9 OR X3 == 10 OR X3 == 14 OR X7 == 5 OR X8 == 2 OR X10 >= 4243.500000 OR X11 >= 1820.500000 OR X13 == 0 OR X13 == 10 OR X13 == 15 OR X13 == 19 OR X13 == 20] AND [X0 < 29.500000 OR X1 == 2 OR X1 == 5 OR X3 == 7 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X6 == 3 OR X6 == 12 OR X7 == 5 OR X10 >= 3120.000000 OR X11 >= 1820.500000 OR X12 >= 65.500000 OR X13 == 0 OR X13 == 3 OR X13 == 5 OR X13 == 9 OR X13 == 11 OR X13 == 12 OR X13 == 14 OR X13 == 15 OR X13 == 17 OR X13 == 18 OR X13 == 19 OR X13 == 20 OR X13 == 22 OR X13 == 30 OR X13 == 34 OR X13 == 35],{'0': {'precision': 0.8463262904220142; 'recall': 0.7541826899066074; 'f1-score': 0.797602070458987; 'support': 20023}; '1': {'precision': 0.42304536396670966; 'recall': 0.5682569674067076; 'f1-score': 0.48501545491197423; 'support': 6351}; 'accuracy': 0.709410783347236; 'macro avg': {'precision': 0.634685827194362; 'recall': 0.6612198286566575; 'f1-score': 0.6413087626854806; 'support': 26374}; 'weighted avg': {'precision': 0.744397983607817; 'recall': 0.709410783347236; 'f1-score': 0.7223295446631623; 'support': 26374}},{'0': {'precision': 0.8526940187839842; 'recall': 0.7752808988764045; 'f1-score': 0.8121468926553672; 'support': 2225}; '1': {'precision': 0.4487320837927233; 'recall': 0.577304964539007; 'f1-score': 0.5049627791563276; 'support': 705}; 'accuracy': 0.7276450511945393; 'macro avg': {'precision': 0.6507130512883538; 'recall': 0.6762929317077058; 'f1-score': 0.6585548359058474; 'support': 2930}; 'weighted avg': {'precision': 0.7554949866444487; 'recall': 0.7276450511945393; 'f1-score': 0.7382339916257349; 'support': 2930}}
l: 5,3,CNF,7,26374,2930,1,[26374; 26374],296,1059.969961,0.699659,53,[X1 == 5 OR X3 == 10 OR X3 == 14 OR X5 == 0 OR X5 == 6 OR X6 == 3 OR X6 == 6 OR X6 == 7 OR X10 >= 5119.000000 OR X11 >= 1862.000000 OR X13 == 1 OR X13 == 15 OR X13 == 17 OR X13 == 20 OR X13 == 22 OR X13 == 24 OR X13 == 26 OR X13 == 27 OR X13 == 32 OR X13 == 37 OR X13 == 41] AND [X1 == 6 OR X3 == 11 OR X5 == 6 OR X6 == 12 OR X7 == 4 OR X7 == 5 OR X10 >= 4243.500000 OR X11 >= 1881.500000 OR X13 == 0 OR X13 == 11 OR X13 == 15 OR X13 == 17 OR X13 == 18 OR X13 == 19 OR X13 == 20 OR X13 == 24 OR X13 == 30 OR X13 == 37 OR X13 == 41] AND [X1 == 5 OR X4 >= 12.500000 OR X6 == 3 OR X6 == 4 OR X6 == 6 OR X6 == 7 OR X7 == 5 OR X10 >= 5119.000000 OR X11 >= 2218.500000 OR X13 == 1 OR X13 == 15 OR X13 == 17 OR X13 == 41],{'0': {'precision': 0.8073029463611181; 'recall': 0.8005293912001199; 'f1-score': 0.8039019007974321; 'support': 20023}; '1': {'precision': 0.38732934499156313; 'recall': 0.3975751850102346; 'f1-score': 0.3923853923853924; 'support': 6351}; 'accuracy': 0.7034958671418822; 'macro avg': {'precision': 0.5973161456763406; 'recall': 0.5990522881051772; 'f1-score': 0.5981436465914123; 'support': 26374}; 'weighted avg': {'precision': 0.7061710610840254; 'recall': 0.7034958671418822; 'f1-score': 0.7048065286534697; 'support': 26374}},{'0': {'precision': 0.8011643528884909; 'recall': 0.8040449438202247; 'f1-score': 0.8026020637056975; 'support': 2225}; '1': {'precision': 0.3744619799139168; 'recall': 0.3702127659574468; 'f1-score': 0.37232524964336655; 'support': 705}; 'accuracy': 0.6996587030716723; 'macro avg': {'precision': 0.5878131664012038; 'recall': 0.5871288548888358; 'f1-score': 0.587463656674532; 'support': 2930}; 'weighted avg': {'precision': 0.6984936453980216; 'recall': 0.6996587030716723; 'f1-score': 0.699071294451792; 'support': 2930}}
l: 5,3,CNF,8,26374,2930,1,[26374; 26374],296,1032.691855,0.636860,69,[X1 == 0 OR X1 == 7 OR X3 == 12 OR X6 == 3 OR X6 == 7 OR X6 == 11 OR X6 == 13 OR X7 == 5 OR X10 >= 3048.000000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 1 OR X13 == 3 OR X13 == 10 OR X13 == 11 OR X13 == 13 OR X13 == 15 OR X13 == 17 OR X13 == 18 OR X13 == 20 OR X13 == 21 OR X13 == 25 OR X13 == 34 OR X13 == 36] AND [X1 == 1 OR X1 == 2 OR X3 == 1 OR X3 == 12 OR X6 == 0 OR X6 == 3 OR X6 == 4 OR X6 == 7 OR X6 == 10 OR X6 == 13 OR X10 >= 5119.000000 OR X11 >= 2450.500000 OR X13 == 1 OR X13 == 11 OR X13 == 15 OR X13 == 20] AND [X1 == 7 OR X3 == 7 OR X3 == 8 OR X3 == 10 OR X3 == 12 OR X4 < 9.500000 OR X5 == 1 OR X6 == 3 OR X6 == 11 OR X6 == 13 OR X8 == 2 OR X10 >= 57.000000 OR X11 >= 1820.500000 OR X12 >= 65.500000 OR X13 == 1 OR X13 == 3 OR X13 == 5 OR X13 == 8 OR X13 == 9 OR X13 == 10 OR X13 == 11 OR X13 == 15 OR X13 == 17 OR X13 == 18 OR X13 == 20 OR X13 == 21 OR X13 == 25 OR X13 == 34 OR X13 == 36],{'0': {'precision': 0.8257921341388238; 'recall': 0.6689972033559728; 'f1-score': 0.7391712188931193; 'support': 20024}; '1': {'precision': 0.347123719464145; 'recall': 0.5549606299212598; 'f1-score': 0.42709974548539575; 'support': 6350}; 'accuracy': 0.6415409115037537; 'macro avg': {'precision': 0.5864579268014845; 'recall': 0.6119789166386163; 'f1-score': 0.5831354821892576; 'support': 26374}; 'weighted avg': {'precision': 0.7105443737238617; 'recall': 0.6415409115037537; 'f1-score': 0.6640345746169743; 'support': 26374}},{'0': {'precision': 0.8215077605321508; 'recall': 0.6663669064748201; 'f1-score': 0.7358490566037736; 'support': 2224}; '1': {'precision': 0.3410301953818828; 'recall': 0.5439093484419264; 'f1-score': 0.41921397379912667; 'support': 706}; 'accuracy': 0.6368600682593857; 'macro avg': {'precision': 0.5812689779570168; 'recall': 0.6051381274583733; 'f1-score': 0.5775315152014502; 'support': 2930}; 'weighted avg': {'precision': 0.7057339854481612; 'recall': 0.6368600682593857; 'f1-score': 0.6595540503034049; 'support': 2930}}
l: 5,3,CNF,9,26374,2930,1,[26374; 26374],296,1033.758125,0.779181,51,[X0 >= 61.500000 OR X1 == 5 OR X3 == 14 OR X6 == 2 OR X7 == 5 OR X10 >= 4243.500000 OR X11 >= 2384.500000 OR X12 >= 41.500000 OR X13 == 1 OR X13 == 3 OR X13 == 15 OR X13 == 24 OR X13 == 33 OR X13 == 34 OR X13 == 36] AND [X1 == 2 OR X3 == 2 OR X3 == 12 OR X3 == 15 OR X4 >= 14.500000 OR X5 == 1 OR X6 == 13 OR X8 == 0 OR X8 == 3 OR X10 >= 3048.000000 OR X11 >= 2218.500000 OR X13 == 3 OR X13 == 5 OR X13 == 10 OR X13 == 11 OR X13 == 12 OR X13 == 15 OR X13 == 24 OR X13 == 33 OR X13 == 34 OR X13 == 35 OR X13 == 41] AND [X3 == 10 OR X3 == 14 OR X6 == 2 OR X6 == 13 OR X7 == 5 OR X10 >= 4243.500000 OR X11 >= 2384.500000 OR X12 >= 41.500000 OR X13 == 1 OR X13 == 15 OR X13 == 24 OR X13 == 33 OR X13 == 34 OR X13 == 36],{'0': {'precision': 0.8323361756253828; 'recall': 0.8823411905713144; 'f1-score': 0.8566095367385033; 'support': 20024}; '1': {'precision': 0.5422576258014378; 'recall': 0.4395275590551181; 'f1-score': 0.4855179612072715; 'support': 6350}; 'accuracy': 0.7757260938803366; 'macro avg': {'precision': 0.6872969007134102; 'recall': 0.6609343748132163; 'f1-score': 0.6710637489728873; 'support': 26374}; 'weighted avg': {'precision': 0.7624947108728973; 'recall': 0.7757260938803366; 'f1-score': 0.7672627746006659; 'support': 26374}},{'0': {'precision': 0.8351041223969401; 'recall': 0.8835431654676259; 'f1-score': 0.8586410312431724; 'support': 2224}; '1': {'precision': 0.5511265164644714; 'recall': 0.45042492917847027; 'f1-score': 0.49571317225253314; 'support': 706}; 'accuracy': 0.7791808873720136; 'macro avg': {'precision': 0.6931153194307058; 'recall': 0.6669840473230481; 'f1-score': 0.6771771017478527; 'support': 2930}; 'weighted avg': {'precision': 0.7666781190562155; 'recall': 0.7791808873720136; 'f1-score': 0.7711915198276803; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 3, 'rule_type': 'CNF', 'real_partition_size': [26374, 26374], 'n_partitions': 1}, (mean val acc cv) 0.739075 (+- 0.045967), (mean training time) 1043.764871 (+- 19.318666)
