l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,1,[26374; 26374],296,1074.953578,0.827021,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8213428751841717; 'recall': 0.9744294061828896; 'f1-score': 0.8913609575585911; 'support': 20023}; '1': {'precision': 0.8045055364642993; 'recall': 0.331758778145174; 'f1-score': 0.4697881828316611; 'support': 6351}; 'accuracy': 0.8196708879957534; 'macro avg': {'precision': 0.8129242058242355; 'recall': 0.6530940921640318; 'f1-score': 0.6805745701951261; 'support': 26374}; 'weighted avg': {'precision': 0.8172883541327608; 'recall': 0.8196708879957534; 'f1-score': 0.7898439827997099; 'support': 26374}},{'0': {'precision': 0.8273628048780488; 'recall': 0.9757303370786516; 'f1-score': 0.8954423592493298; 'support': 2225}; '1': {'precision': 0.8241042345276873; 'recall': 0.358356940509915; 'f1-score': 0.4995064165844027; 'support': 706}; 'accuracy': 0.827021494370522; 'macro avg': {'precision': 0.8257335197028681; 'recall': 0.6670436387942833; 'f1-score': 0.6974743879168662; 'support': 2931}; 'weighted avg': {'precision': 0.8265779018867984; 'recall': 0.827021494370522; 'f1-score': 0.8000719138308929; 'support': 2931}}
l: 5,2,DNF,6,26375,2930,1,[26375; 26375],296,1072.578433,0.818089,61,[X0 < 61.500000 AND X0 >= 35.500000 AND X1 != 1 AND X1 != 6 AND X4 >= 9.500000 AND X5 == 2 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 1 AND X8 != 3 AND X11 < 2176.500000 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 4 AND X13 != 7 AND X13 != 12 AND X13 != 23 AND X13 != 33] OR [X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 2 AND X1 != 7 AND X3 != 7 AND X3 != 8 AND X4 >= 10.500000 AND X5 == 2 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 2 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 11 AND X13 != 12 AND X13 != 20 AND X13 != 26 AND X13 != 33 AND X13 != 35 AND X13 != 40],{'0': {'precision': 0.8182009247583019; 'recall': 0.9721320481446337; 'f1-score': 0.8885490607810468; 'support': 20023}; '1': {'precision': 0.7841392649903288; 'recall': 0.31911209068010077; 'f1-score': 0.4536197829249189; 'support': 6352}; 'accuracy': 0.8148625592417061; 'macro avg': {'precision': 0.8011700948743153; 'recall': 0.6456220694123672; 'f1-score': 0.6710844218529828; 'support': 26375}; 'weighted avg': {'precision': 0.8099977147925705; 'recall': 0.8148625592417061; 'f1-score': 0.7838032494846628; 'support': 26375}},{'0': {'precision': 0.821917808219178; 'recall': 0.9707865168539326; 'f1-score': 0.8901710282299607; 'support': 2225}; '1': {'precision': 0.7847682119205298; 'recall': 0.33617021276595743; 'f1-score': 0.47070506454816285; 'support': 705}; 'accuracy': 0.8180887372013652; 'macro avg': {'precision': 0.803343010069854; 'recall': 0.653478364809945; 'f1-score': 0.6804380463890618; 'support': 2930}; 'weighted avg': {'precision': 0.8129790828299128; 'recall': 0.8180887372013652; 'f1-score': 0.7892415045454325; 'support': 2930}}
l: 5,2,DNF,7,26375,2930,1,[26375; 26375],296,1018.981844,0.793515,70,[X0 >= 23.500000 AND X1 != 0 AND X1 != 2 AND X4 >= 10.500000 AND X5 != 3 AND X5 != 4 AND X6 != 4 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 2 AND X9 AND X12 >= 39.500000 AND X13 != 3 AND X13 != 5 AND X13 != 7 AND X13 != 9 AND X13 != 12 AND X13 != 13 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 25 AND X13 != 26 AND X13 != 30 AND X13 != 32 AND X13 != 33 AND X13 != 35 AND X13 != 36 AND X13 != 41] OR [X0 >= 23.500000 AND X1 != 5 AND X1 != 7 AND X3 != 8 AND X3 != 9 AND X4 >= 10.500000 AND X5 != 3 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 12 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 2 AND X9 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 11 AND X13 != 12 AND X13 != 18 AND X13 != 19 AND X13 != 21 AND X13 != 26 AND X13 != 30 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 41],{'0': {'precision': 0.809726237034518; 'recall': 0.9513059981021825; 'f1-score': 0.8748249018302064; 'support': 20023}; '1': {'precision': 0.6580147316730972; 'recall': 0.29534005037783373; 'f1-score': 0.40769314354014996; 'support': 6352}; 'accuracy': 0.7933270142180094; 'macro avg': {'precision': 0.7338704843538075; 'recall': 0.6233230242400081; 'f1-score': 0.6412590226851782; 'support': 26375}; 'weighted avg': {'precision': 0.7731889296579968; 'recall': 0.7933270142180094; 'f1-score': 0.7623236343929197; 'support': 26375}},{'0': {'precision': 0.8098699311400153; 'recall': 0.9514606741573034; 'f1-score': 0.8749741682165737; 'support': 2225}; '1': {'precision': 0.6582278481012658; 'recall': 0.2950354609929078; 'f1-score': 0.4074436826640548; 'support': 705}; 'accuracy': 0.7935153583617748; 'macro avg': {'precision': 0.7340488896206405; 'recall': 0.6232480675751055; 'f1-score': 0.6412089254403143; 'support': 2930}; 'weighted avg': {'precision': 0.773382672251852; 'recall': 0.7935153583617748; 'f1-score': 0.7624796315904557; 'support': 2930}}
l: 5,2,DNF,8,26375,2930,1,[26375; 26375],296,1039.515897,0.790444,105,[X0 < 54.500000 AND X0 >= 23.500000 AND X1 != 2 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 13 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 2 AND X6 != 3 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X8 != 0 AND X8 != 3 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 1 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 14 AND X13 != 17 AND X13 != 21 AND X13 != 24 AND X13 != 26 AND X13 != 28 AND X13 != 29 AND X13 != 31 AND X13 != 33 AND X13 != 35 AND X13 != 40] OR [X0 >= 23.500000 AND X1 != 0 AND X1 != 2 AND X1 != 5 AND X1 != 7 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 10 AND X3 != 15 AND X5 != 3 AND X5 != 4 AND X5 != 6 AND X6 != 1 AND X6 != 2 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 2 AND X11 < 2450.500000 AND X13 != 1 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 9 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 21 AND X13 != 24 AND X13 != 26 AND X13 != 28 AND X13 != 29 AND X13 != 30 AND X13 != 31 AND X13 != 34 AND X13 != 35 AND X13 != 37 AND X13 != 40],{'0': {'precision': 0.8397767115704005; 'recall': 0.9090591290451459; 'f1-score': 0.8730455635491607; 'support': 20024}; '1': {'precision': 0.6124707384549904; 'recall': 0.4531569831522595; 'f1-score': 0.5209049773755656; 'support': 6351}; 'accuracy': 0.7992796208530806; 'macro avg': {'precision': 0.7261237250126955; 'recall': 0.6811080560987026; 'f1-score': 0.6969752704623632; 'support': 26375}; 'weighted avg': {'precision': 0.7850422950678045; 'recall': 0.7992796208530806; 'f1-score': 0.7882514455287435; 'support': 26375}},{'0': {'precision': 0.837384744341995; 'recall': 0.8983812949640287; 'f1-score': 0.8668112798264642; 'support': 2224}; '1': {'precision': 0.5845588235294118; 'recall': 0.45042492917847027; 'f1-score': 0.5088; 'support': 706}; 'accuracy': 0.7904436860068259; 'macro avg': {'precision': 0.7109717839357034; 'recall': 0.6744031120712495; 'f1-score': 0.6878056399132322; 'support': 2930}; 'weighted avg': {'precision': 0.7764649149584852; 'recall': 0.7904436860068259; 'f1-score': 0.780546445847801; 'support': 2930}}
l: 5,2,DNF,9,26375,2930,1,[26375; 26375],296,1030.297596,0.792491,111,[X0 < 54.500000 AND X0 >= 27.500000 AND X1 != 0 AND X1 != 1 AND X1 != 5 AND X1 != 6 AND X1 != 7 AND X3 != 0 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 12 AND X3 != 15 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X8 != 0 AND X8 != 2 AND X11 < 1551.500000 AND X12 < 49.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 1 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 15 AND X13 != 16 AND X13 != 18 AND X13 != 19 AND X13 != 21 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 30 AND X13 != 31 AND X13 != 33 AND X13 != 35 AND X13 != 36 AND X13 != 38 AND X13 != 40 AND X13 != 41] OR [X0 >= 27.500000 AND X1 != 6 AND X1 != 7 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 6 AND X3 != 7 AND X3 != 11 AND X3 != 13 AND X3 != 15 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 9 AND X6 != 13 AND X6 != 14 AND X7 != 3 AND X7 != 4 AND X8 != 3 AND X12 < 65.500000 AND X13 != 1 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 8 AND X13 != 10 AND X13 != 11 AND X13 != 15 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 30 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8228902571532054; 'recall': 0.9077107471034759; 'f1-score': 0.8632218844984803; 'support': 20024}; '1': {'precision': 0.5689293212036389; 'recall': 0.38403401039206425; 'f1-score': 0.4585448392554992; 'support': 6351}; 'accuracy': 0.781611374407583; 'macro avg': {'precision': 0.6959097891784222; 'recall': 0.64587237874777; 'f1-score': 0.6608833618769897; 'support': 26375}; 'weighted avg': {'precision': 0.7617374266616151; 'recall': 0.781611374407583; 'f1-score': 0.7657771863245211; 'support': 26375}},{'0': {'precision': 0.8311475409836065; 'recall': 0.9118705035971223; 'f1-score': 0.8696397941680961; 'support': 2224}; '1': {'precision': 0.6; 'recall': 0.4164305949008499; 'f1-score': 0.4916387959866221; 'support': 706}; 'accuracy': 0.7924914675767918; 'macro avg': {'precision': 0.7155737704918033; 'recall': 0.6641505492489861; 'f1-score': 0.6806392950773591; 'support': 2930}; 'weighted avg': {'precision': 0.775451239299502; 'recall': 0.7924914675767918; 'f1-score': 0.7785583249817069; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [26375, 26375], 'n_partitions': 1}, (mean val acc cv) 0.787170 (+- 0.024669), (mean training time) 1050.852695 (+- 28.134435)
l: 5,3,CNF,0,26374,2931,1,[26374; 26374],296,1093.885807,0.781644,45,[X1 == 1 OR X3 == 10 OR X5 == 0 OR X10 >= 3048.000000 OR X11 >= 1551.500000 OR X12 >= 65.500000 OR X13 == 0 OR X13 == 2 OR X13 == 5 OR X13 == 9 OR X13 == 10 OR X13 == 12 OR X13 == 20 OR X13 == 30 OR X13 == 41] AND [X3 == 8 OR X3 == 10 OR X3 == 14 OR X6 == 4 OR X10 >= 5119.000000 OR X11 >= 1975.500000 OR X12 >= 65.500000 OR X13 == 2 OR X13 == 5 OR X13 == 10 OR X13 == 20 OR X13 == 22 OR X13 == 30 OR X13 == 41] AND [X1 == 1 OR X3 == 8 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 13 OR X8 == 1 OR X10 >= 57.000000 OR X11 >= 2384.500000 OR X12 >= 65.500000 OR X13 == 2 OR X13 == 5 OR X13 == 9 OR X13 == 10 OR X13 == 30 OR X13 == 41],{'0': {'precision': 0.811560943927257; 'recall': 0.9360735154572242; 'f1-score': 0.8693816967391809; 'support': 20023}; '1': {'precision': 0.6096370844769747; 'recall': 0.31475358211305304; 'f1-score': 0.41516095534787123; 'support': 6351}; 'accuracy': 0.7864563585349208; 'macro avg': {'precision': 0.7105990142021159; 'recall': 0.6254135487851387; 'f1-score': 0.642271326043526; 'support': 26374}; 'weighted avg': {'precision': 0.7629366005827228; 'recall': 0.7864563585349208; 'f1-score': 0.760002917313375; 'support': 26374}},{'0': {'precision': 0.8106624852998824; 'recall': 0.929438202247191; 'f1-score': 0.8659966499162478; 'support': 2225}; '1': {'precision': 0.5868421052631579; 'recall': 0.31586402266288954; 'f1-score': 0.4106813996316759; 'support': 706}; 'accuracy': 0.7816444899351757; 'macro avg': {'precision': 0.6987522952815202; 'recall': 0.6226511124550402; 'f1-score': 0.6383390247739619; 'support': 2931}; 'weighted avg': {'precision': 0.7567501044380851; 'recall': 0.7816444899351757; 'f1-score': 0.7563233074730857; 'support': 2931}}
l: 5,3,CNF,1,26374,2931,1,[26374; 26374],296,1030.580641,0.717161,47,[X3 == 8 OR X3 == 10 OR X3 == 14 OR X6 == 7 OR X6 == 11 OR X6 == 12 OR X6 == 14 OR X7 == 5 OR X10 >= 5119.000000 OR X11 >= 1551.500000 OR X13 == 3 OR X13 == 5 OR X13 == 17 OR X13 == 19 OR X13 == 20 OR X13 == 21 OR X13 == 22 OR X13 == 24 OR X13 == 30 OR X13 == 31 OR X13 == 33 OR X13 == 34 OR X13 == 41] AND [X3 == 10 OR X7 == 5 OR X9 OR X10 >= 5119.000000 OR X13 == 31] AND [X1 == 1 OR X1 == 2 OR X3 == 2 OR X3 == 8 OR X3 == 9 OR X3 == 14 OR X6 == 1 OR X6 == 7 OR X6 == 12 OR X6 == 14 OR X10 >= 5505.500000 OR X11 >= 1820.500000 OR X13 == 3 OR X13 == 17 OR X13 == 19 OR X13 == 20 OR X13 == 31 OR X13 == 33 OR X13 == 41],{'0': {'precision': 0.8420966865833786; 'recall': 0.774259601458323; 'f1-score': 0.8067546119220461; 'support': 20023}; '1': {'precision': 0.4324460070316424; 'recall': 0.5422768068020785; 'f1-score': 0.4811735941320293; 'support': 6351}; 'accuracy': 0.718396906043831; 'macro avg': {'precision': 0.6372713468075104; 'recall': 0.6582682041302007; 'f1-score': 0.6439641030270378; 'support': 26374}; 'weighted avg': {'precision': 0.7434506159898745; 'recall': 0.718396906043831; 'f1-score': 0.7283529646943069; 'support': 26374}},{'0': {'precision': 0.842156862745098; 'recall': 0.7721348314606742; 'f1-score': 0.8056271981242674; 'support': 2225}; '1': {'precision': 0.43097643097643096; 'recall': 0.5439093484419264; 'f1-score': 0.48090169067000627; 'support': 706}; 'accuracy': 0.7171613783691573; 'macro avg': {'precision': 0.6365666468607645; 'recall': 0.6580220899513003; 'f1-score': 0.6432644443971368; 'support': 2931}; 'weighted avg': {'precision': 0.7431144250689878; 'recall': 0.7171613783691573; 'f1-score': 0.7274094539199999; 'support': 2931}}
l: 5,3,CNF,2,26374,2931,1,[26374; 26374],296,1038.933743,0.786080,50,[X3 == 7 OR X3 == 14 OR X5 == 1 OR X6 == 0 OR X8 == 0 OR X10 >= 3048.000000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 2 OR X13 == 9 OR X13 == 10 OR X13 == 11 OR X13 == 17 OR X13 == 20 OR X13 == 22 OR X13 == 24 OR X13 == 27 OR X13 == 36 OR X13 == 41] AND [X0 >= 54.500000 OR X1 == 5 OR X3 == 14 OR X5 == 1 OR X7 == 5 OR X10 >= 4243.500000 OR X11 >= 1881.500000 OR X13 == 10 OR X13 == 11 OR X13 == 17 OR X13 == 20 OR X13 == 24 OR X13 == 36 OR X13 == 41] AND [X1 == 0 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X5 == 6 OR X6 == 11 OR X7 == 5 OR X10 >= 7073.500000 OR X11 >= 2168.500000 OR X12 >= 65.500000 OR X13 == 9 OR X13 == 10 OR X13 == 11 OR X13 == 20 OR X13 == 22 OR X13 == 36 OR X13 == 41],{'0': {'precision': 0.8088831945334187; 'recall': 0.9459122009688857; 'f1-score': 0.8720475159998159; 'support': 20023}; '1': {'precision': 0.6339979722879351; 'recall': 0.2953865532986931; 'f1-score': 0.4030075187969925; 'support': 6351}; 'accuracy': 0.7892621521195117; 'macro avg': {'precision': 0.721440583410677; 'recall': 0.6206493771337894; 'f1-score': 0.6375275173984042; 'support': 26374}; 'weighted avg': {'precision': 0.7667698993760264; 'recall': 0.7892621521195117; 'f1-score': 0.7591001806606511; 'support': 26374}},{'0': {'precision': 0.8063650306748467; 'recall': 0.9451685393258427; 'f1-score': 0.8702669149596525; 'support': 2225}; '1': {'precision': 0.6222910216718266; 'recall': 0.2847025495750708; 'f1-score': 0.39067055393586003; 'support': 706}; 'accuracy': 0.7860798362333674; 'macro avg': {'precision': 0.7143280261733367; 'recall': 0.6149355444504567; 'f1-score': 0.6304687344477562; 'support': 2931}; 'weighted avg': {'precision': 0.7620264942176197; 'recall': 0.7860798362333674; 'f1-score': 0.7547448982817959; 'support': 2931}}
l: 5,3,CNF,3,26374,2931,1,[26374; 26374],296,1038.915116,0.761174,39,[X1 == 1 OR X3 == 0 OR X3 == 8 OR X3 == 14 OR X7 == 5 OR X8 == 0 OR X10 >= 3048.000000 OR X11 >= 1881.500000 OR X13 == 1 OR X13 == 17 OR X13 == 20 OR X13 == 22 OR X13 == 36] AND [X1 == 1 OR X1 == 6 OR X3 == 0 OR X6 == 13 OR X7 == 5 OR X8 == 0 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X13 == 1 OR X13 == 12 OR X13 == 17 OR X13 == 22 OR X13 == 36] AND [X1 == 1 OR X3 == 0 OR X3 == 8 OR X3 == 14 OR X7 == 5 OR X8 == 0 OR X10 >= 57.000000 OR X11 >= 1881.500000 OR X13 == 1 OR X13 == 17 OR X13 == 20 OR X13 == 22 OR X13 == 36],{'0': {'precision': 0.8196683017986451; 'recall': 0.87624232133047; 'f1-score': 0.8470116829197644; 'support': 20023}; '1': {'precision': 0.5013081102837593; 'recall': 0.39222169737049284; 'f1-score': 0.4401060070671378; 'support': 6351}; 'accuracy': 0.7596875710927429; 'macro avg': {'precision': 0.6604882060412023; 'recall': 0.6342320093504814; 'f1-score': 0.6435588449934511; 'support': 26374}; 'weighted avg': {'precision': 0.7430054680869957; 'recall': 0.7596875710927429; 'f1-score': 0.749026623871458; 'support': 26374}},{'0': {'precision': 0.8191712013394726; 'recall': 0.8795505617977528; 'f1-score': 0.8482878196792372; 'support': 2225}; '1': {'precision': 0.5055350553505535; 'recall': 0.3881019830028329; 'f1-score': 0.4391025641025641; 'support': 706}; 'accuracy': 0.7611736608665984; 'macro avg': {'precision': 0.662353128345013; 'recall': 0.6338262724002929; 'f1-score': 0.6436951918909006; 'support': 2931}; 'weighted avg': {'precision': 0.7436245895796033; 'recall': 0.7611736608665984; 'f1-score': 0.7497259669200659; 'support': 2931}}
l: 5,3,CNF,4,26374,2931,1,[26374; 26374],296,1028.237754,0.746162,57,[X1 == 1 OR X1 == 6 OR X3 == 14 OR X6 == 4 OR X6 == 6 OR X6 == 12 OR X7 == 5 OR X10 >= 4401.000000 OR X11 >= 1820.500000 OR X13 == 0 OR X13 == 2 OR X13 == 3 OR X13 == 7 OR X13 == 9 OR X13 == 10 OR X13 == 17 OR X13 == 18 OR X13 == 19 OR X13 == 23 OR X13 == 31 OR X13 == 37] AND [X1 == 4 OR X1 == 6 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 1 OR X6 == 12 OR X6 == 13 OR X7 == 5 OR X8 != 4 OR X10 >= 4932.500000 OR X11 >= 1820.500000 OR X12 >= 65.500000 OR X13 == 2 OR X13 == 9 OR X13 == 12 OR X13 == 26 OR X13 == 41] AND [X1 == 1 OR X3 == 7 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X7 == 5 OR X10 >= 5505.500000 OR X11 >= 2384.500000 OR X12 >= 41.500000 OR X13 == 0 OR X13 == 2 OR X13 == 9 OR X13 == 12 OR X13 == 19 OR X13 == 20 OR X13 == 23 OR X13 == 33],{'0': {'precision': 0.8534469241624418; 'recall': 0.8155121610148329; 'f1-score': 0.8340484216978241; 'support': 20023}; '1': {'precision': 0.48984946830548265; 'recall': 0.5584947252401197; 'f1-score': 0.5219246615656269; 'support': 6351}; 'accuracy': 0.7536209903693031; 'macro avg': {'precision': 0.6716481962339622; 'recall': 0.6870034431274763; 'f1-score': 0.6779865416317254; 'support': 26374}; 'weighted avg': {'precision': 0.7658907156939672; 'recall': 0.7536209903693031; 'f1-score': 0.7588873539568828; 'support': 26374}},{'0': {'precision': 0.8497874350495985; 'recall': 0.8085393258426966; 'f1-score': 0.828650391524643; 'support': 2225}; '1': {'precision': 0.47665847665847666; 'recall': 0.5495750708215298; 'f1-score': 0.5105263157894737; 'support': 706}; 'accuracy': 0.7461617195496417; 'macro avg': {'precision': 0.6632229558540376; 'recall': 0.6790571983321132; 'f1-score': 0.6695883536570584; 'support': 2931}; 'weighted avg': {'precision': 0.7599105859796115; 'recall': 0.7461617195496417; 'f1-score': 0.7520227567689182; 'support': 2931}}
l: 5,3,CNF,5,26375,2930,1,[26375; 26375],296,1032.833636,0.813652,51,[X1 == 1 OR X1 == 5 OR X3 == 9 OR X3 == 10 OR X5 == 1 OR X5 == 3 OR X6 == 10 OR X10 >= 4243.500000 OR X11 >= 2218.500000 OR X12 >= 49.500000 OR X13 == 9 OR X13 == 10 OR X13 == 19 OR X13 == 24 OR X13 == 25 OR X13 == 30 OR X13 == 38 OR X13 == 41] AND [X1 == 5 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X5 == 2 OR X5 == 3 OR X10 >= 7073.500000 OR X11 >= 2218.500000 OR X12 >= 65.500000 OR X13 == 9 OR X13 == 36] AND [X0 >= 43.500000 OR X1 == 5 OR X3 == 7 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 4 OR X6 == 12 OR X6 == 13 OR X10 >= 3048.000000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 9 OR X13 == 10 OR X13 == 14 OR X13 == 17 OR X13 == 20 OR X13 == 21 OR X13 == 29 OR X13 == 36 OR X13 == 38 OR X13 == 41],{'0': {'precision': 0.8734353268428373; 'recall': 0.8781900814063827; 'f1-score': 0.8758062507782344; 'support': 20023}; '1': {'precision': 0.6093224411340702; 'recall': 0.5988664987405542; 'f1-score': 0.6040492258832871; 'support': 6352}; 'accuracy': 0.8109194312796209; 'macro avg': {'precision': 0.7413788839884538; 'recall': 0.7385282900734684; 'f1-score': 0.7399277383307608; 'support': 26375}; 'weighted avg': {'precision': 0.8098279315813364; 'recall': 0.8109194312796209; 'f1-score': 0.810357885958037; 'support': 26375}},{'0': {'precision': 0.8716246126604692; 'recall': 0.8849438202247191; 'f1-score': 0.8782337198929527; 'support': 2225}; '1': {'precision': 0.6184798807749627; 'recall': 0.5886524822695035; 'f1-score': 0.6031976744186047; 'support': 705}; 'accuracy': 0.8136518771331058; 'macro avg': {'precision': 0.745052246717716; 'recall': 0.7367981512471113; 'f1-score': 0.7407156971557787; 'support': 2930}; 'weighted avg': {'precision': 0.8107143614730009; 'recall': 0.8136518771331058; 'f1-score': 0.8120561048556096; 'support': 2930}}
l: 5,3,CNF,6,26375,2930,1,[26375; 26375],296,1030.846573,0.770990,48,[X1 == 5 OR X3 == 14 OR X5 == 3 OR X6 == 3 OR X6 == 11 OR X8 == 0 OR X10 >= 7073.500000 OR X11 >= 2218.500000 OR X13 == 0 OR X13 == 7 OR X13 == 10 OR X13 == 11 OR X13 == 14 OR X13 == 18 OR X13 == 19 OR X13 == 21 OR X13 == 24 OR X13 == 30 OR X13 == 37 OR X13 == 40 OR X13 == 41] AND [X3 == 14 OR X5 == 3 OR X6 == 4 OR X6 == 11 OR X10 >= 4243.500000 OR X11 >= 2384.500000 OR X13 == 10 OR X13 == 14 OR X13 == 20 OR X13 == 24 OR X13 == 30 OR X13 == 40] AND [X3 == 8 OR X3 == 10 OR X3 == 14 OR X5 == 3 OR X6 == 4 OR X6 == 11 OR X10 >= 7073.500000 OR X11 >= 2384.500000 OR X13 == 10 OR X13 == 14 OR X13 == 20 OR X13 == 24 OR X13 == 30 OR X13 == 40 OR X13 == 41],{'0': {'precision': 0.8065056001373214; 'recall': 0.9386205863257254; 'f1-score': 0.8675622028343258; 'support': 20023}; '1': {'precision': 0.5999348958333334; 'recall': 0.2901448362720403; 'f1-score': 0.3911290322580645; 'support': 6352}; 'accuracy': 0.7824454976303318; 'macro avg': {'precision': 0.7032202479853273; 'recall': 0.6143827112988829; 'f1-score': 0.6293456175461951; 'support': 26375}; 'weighted avg': {'precision': 0.7567563256827647; 'recall': 0.7824454976303318; 'f1-score': 0.7528208379243576; 'support': 26375}},{'0': {'precision': 0.8018648018648019; 'recall': 0.9276404494382022; 'f1-score': 0.8601792040008334; 'support': 2225}; '1': {'precision': 0.547752808988764; 'recall': 0.2765957446808511; 'f1-score': 0.36757775683317623; 'support': 705}; 'accuracy': 0.7709897610921501; 'macro avg': {'precision': 0.6748088054267829; 'recall': 0.6021180970595267; 'f1-score': 0.6138784804170048; 'support': 2930}; 'weighted avg': {'precision': 0.7407218138178371; 'recall': 0.7709897610921501; 'f1-score': 0.7416522346311412; 'support': 2930}}
