l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,1,[26374; 26374],296,1067.362235,0.816445,4,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 10],{'0': {'precision': 0.8225922023182297; 'recall': 0.9746791190131349; 'f1-score': 0.8922007863216604; 'support': 20023}; '1': {'precision': 0.8086070215175538; 'recall': 0.3372697213037317; 'f1-score': 0.476; 'support': 6351}; 'accuracy': 0.8211875331766133; 'macro avg': {'precision': 0.8155996119178918; 'recall': 0.6559744201584332; 'f1-score': 0.6841003931608303; 'support': 26374}; 'weighted avg': {'precision': 0.819224496120266; 'recall': 0.8211875331766133; 'f1-score': 0.7919774150496174; 'support': 26374}},{'0': {'precision': 0.8186626369474878; 'recall': 0.9739325842696629; 'f1-score': 0.8895730706075533; 'support': 2225}; '1': {'precision': 0.795774647887324; 'recall': 0.32011331444759206; 'f1-score': 0.45656565656565656; 'support': 706}; 'accuracy': 0.8164448993517571; 'macro avg': {'precision': 0.8072186424174059; 'recall': 0.6470229493586275; 'f1-score': 0.673069363586605; 'support': 2931}; 'weighted avg': {'precision': 0.8131495286989462; 'recall': 0.8164448993517571; 'f1-score': 0.7852730930184781; 'support': 2931}}
l: 5,2,DNF,3,26374,2931,1,[26374; 26374],296,1014.665911,0.812351,65,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 0 AND X1 != 7 AND X3 != 7 AND X3 != 8 AND X4 >= 10.500000 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 1 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 9 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 33 AND X13 != 41] OR [X0 < 61.500000 AND X0 >= 35.500000 AND X1 != 0 AND X1 != 2 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X8 == 4 AND X11 < 1978.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 6 AND X13 != 19 AND X13 != 20 AND X13 != 26 AND X13 != 31 AND X13 != 33 AND X13 != 41],{'0': {'precision': 0.8212611395024707; 'recall': 0.9711331968236528; 'f1-score': 0.8899313501144165; 'support': 20023}; '1': {'precision': 0.78568780126066; 'recall': 0.3336482443709652; 'f1-score': 0.4683908045977011; 'support': 6351}; 'accuracy': 0.8176234170015925; 'macro avg': {'precision': 0.8034744703815653; 'recall': 0.652390720597309; 'f1-score': 0.6791610773560588; 'support': 26374}; 'weighted avg': {'precision': 0.812694889742338; 'recall': 0.8176234170015925; 'f1-score': 0.7884221363214136; 'support': 26374}},{'0': {'precision': 0.8217441413753361; 'recall': 0.9613483146067415; 'f1-score': 0.8860811930405965; 'support': 2225}; '1': {'precision': 0.7378048780487805; 'recall': 0.34277620396600567; 'f1-score': 0.4680851063829787; 'support': 706}; 'accuracy': 0.8123507335380417; 'macro avg': {'precision': 0.7797745097120583; 'recall': 0.6520622592863736; 'f1-score': 0.6770831497117876; 'support': 2931}; 'weighted avg': {'precision': 0.8015254037743302; 'recall': 0.8123507335380417; 'f1-score': 0.7853970452479393; 'support': 2931}}
l: 5,2,DNF,4,26374,2931,1,[26374; 26374],296,1049.245232,0.805527,54,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 6 AND X3 != 15 AND X4 >= 9.500000 AND X5 != 0 AND X5 != 4 AND X5 != 5 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 12 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 4 AND X8 != 0 AND X8 != 1 AND X8 != 2 AND X11 < 1978.500000 AND X12 >= 34.500000 AND X13 != 2 AND X13 != 9 AND X13 != 10 AND X13 != 33] OR [X0 < 61.500000 AND X0 >= 35.500000 AND X1 != 6 AND X1 != 7 AND X3 != 7 AND X3 != 8 AND X3 != 15 AND X4 >= 9.500000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 3 AND X6 != 6 AND X6 != 8 AND X6 != 14 AND X9 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 19 AND X13 != 26 AND X13 != 33],{'0': {'precision': 0.8123782282469013; 'recall': 0.9787244668631074; 'f1-score': 0.8878267566710462; 'support': 20023}; '1': {'precision': 0.8107507774322523; 'recall': 0.28735632183908044; 'f1-score': 0.42431992559869797; 'support': 6351}; 'accuracy': 0.8122393266095397; 'macro avg': {'precision': 0.8115645028395768; 'recall': 0.6330403943510939; 'f1-score': 0.656073341134872; 'support': 26374}; 'weighted avg': {'precision': 0.8119863294024395; 'recall': 0.8122393266095397; 'f1-score': 0.7762118372754109; 'support': 26374}},{'0': {'precision': 0.8075065031586771; 'recall': 0.976629213483146; 'f1-score': 0.8840520748576078; 'support': 2225}; '1': {'precision': 0.7833333333333333; 'recall': 0.26628895184135976; 'f1-score': 0.39746300211416485; 'support': 706}; 'accuracy': 0.8055271238485159; 'macro avg': {'precision': 0.7954199182460052; 'recall': 0.6214590826622529; 'f1-score': 0.6407575384858863; 'support': 2931}; 'weighted avg': {'precision': 0.8016838290212862; 'recall': 0.8055271238485159; 'f1-score': 0.7668456997784981; 'support': 2931}}
l: 5,2,DNF,5,26375,2930,1,[26375; 26375],296,1025.310060,0.784642,106,[X0 < 61.500000 AND X0 >= 35.500000 AND X1 != 2 AND X1 != 5 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 13 AND X5 != 3 AND X5 != 6 AND X6 != 1 AND X6 != 2 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 3 AND X12 < 65.500000 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 10 AND X13 != 12 AND X13 != 14 AND X13 != 15 AND X13 != 17 AND X13 != 23 AND X13 != 24 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 30 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 35 AND X13 != 38 AND X13 != 40 AND X13 != 41] OR [X0 >= 29.500000 AND X1 != 2 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 13 AND X5 != 0 AND X5 != 1 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 12 AND X6 != 13 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X8 != 1 AND X8 != 3 AND X11 < 2450.500000 AND X12 >= 39.500000 AND X13 != 2 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 14 AND X13 != 15 AND X13 != 21 AND X13 != 23 AND X13 != 26 AND X13 != 27 AND X13 != 29 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 38 AND X13 != 41],{'0': {'precision': 0.8531008717310087; 'recall': 0.8553163861559206; 'f1-score': 0.8542071923786722; 'support': 20023}; '1': {'precision': 0.5401587301587302; 'recall': 0.5357367758186398; 'f1-score': 0.5379386658235852; 'support': 6352}; 'accuracy': 0.7783507109004739; 'macro avg': {'precision': 0.6966298009448695; 'recall': 0.6955265809872802; 'f1-score': 0.6960729291011287; 'support': 26375}; 'weighted avg': {'precision': 0.7777337254459997; 'recall': 0.7783507109004739; 'f1-score': 0.7780389390828272; 'support': 26375}},{'0': {'precision': 0.8609601449275363; 'recall': 0.8543820224719101; 'f1-score': 0.8576584705616963; 'support': 2225}; '1': {'precision': 0.5512465373961218; 'recall': 0.5645390070921986; 'f1-score': 0.5578135949544499; 'support': 705}; 'accuracy': 0.784641638225256; 'macro avg': {'precision': 0.706103341161829; 'recall': 0.7094605147820543; 'f1-score': 0.7077360327580731; 'support': 2930}; 'weighted avg': {'precision': 0.7864386113747556; 'recall': 0.784641638225256; 'f1-score': 0.785511495372922; 'support': 2930}}
l: 5,2,DNF,6,26375,2930,1,[26375; 26375],296,1081.817255,0.782253,94,[X0 < 54.500000 AND X0 >= 27.500000 AND X1 != 0 AND X1 != 5 AND X1 != 7 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 4 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 13 AND X5 != 3 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 6 AND X6 != 8 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 2 AND X9 AND X12 >= 39.500000 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 9 AND X13 != 12 AND X13 != 13 AND X13 != 16 AND X13 != 23 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 30 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 36] OR [X0 >= 27.500000 AND X1 != 3 AND X1 != 7 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 12 AND X3 != 13 AND X3 != 15 AND X5 != 1 AND X6 != 2 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 1 AND X8 != 3 AND X11 < 2450.500000 AND X13 != 0 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 12 AND X13 != 13 AND X13 != 16 AND X13 != 18 AND X13 != 22 AND X13 != 23 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 31 AND X13 != 32 AND X13 != 34 AND X13 != 38],{'0': {'precision': 0.8444379929355978; 'recall': 0.871597662687909; 'f1-score': 0.8578028999754239; 'support': 20023}; '1': {'precision': 0.5495795374912403; 'recall': 0.49386020151133503; 'f1-score': 0.5202321724709784; 'support': 6352}; 'accuracy': 0.7806255924170616; 'macro avg': {'precision': 0.6970087652134191; 'recall': 0.6827289320996219; 'f1-score': 0.6890175362232012; 'support': 26375}; 'weighted avg': {'precision': 0.773426015343842; 'recall': 0.7806255924170616; 'f1-score': 0.7765043497912253; 'support': 26375}},{'0': {'precision': 0.8457516339869281; 'recall': 0.8723595505617977; 'f1-score': 0.8588495575221238; 'support': 2225}; '1': {'precision': 0.552755905511811; 'recall': 0.4978723404255319; 'f1-score': 0.5238805970149254; 'support': 705}; 'accuracy': 0.7822525597269625; 'macro avg': {'precision': 0.6992537697493695; 'recall': 0.6851159454936648; 'f1-score': 0.6913650772685246; 'support': 2930}; 'weighted avg': {'precision': 0.775252661777045; 'recall': 0.7822525597269625; 'f1-score': 0.7782512240212449; 'support': 2930}}
l: 5,2,DNF,7,26375,2930,1,[26375; 26375],296,1254.372411,0.782253,102,[X0 >= 29.500000 AND X1 != 7 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 13 AND X5 != 3 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X9 AND X11 < 1551.500000 AND X12 < 49.500000 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 16 AND X13 != 19 AND X13 != 21 AND X13 != 23 AND X13 != 27 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 40 AND X13 != 41] OR [X0 >= 35.500000 AND X1 != 0 AND X1 != 1 AND X1 != 5 AND X1 != 7 AND X1 != 8 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 13 AND X3 != 15 AND X5 != 0 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 10 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 3 AND X11 < 1923.000000 AND X13 != 2 AND X13 != 4 AND X13 != 6 AND X13 != 8 AND X13 != 12 AND X13 != 13 AND X13 != 14 AND X13 != 18 AND X13 != 19 AND X13 != 22 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 29 AND X13 != 30 AND X13 != 32 AND X13 != 33 AND X13 != 37 AND X13 != 38 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8077774402152684; 'recall': 0.9295310393047995; 'f1-score': 0.8643878877949098; 'support': 20023}; '1': {'precision': 0.5767846430713858; 'recall': 0.30273929471032746; 'f1-score': 0.3970679330993186; 'support': 6352}; 'accuracy': 0.7785781990521327; 'macro avg': {'precision': 0.6922810416433272; 'recall': 0.6161351670075634; 'f1-score': 0.6307279104471142; 'support': 26375}; 'weighted avg': {'precision': 0.7521464924443512; 'recall': 0.7785781990521327; 'f1-score': 0.7518412962413024; 'support': 26375}},{'0': {'precision': 0.8074389771406432; 'recall': 0.9366292134831461; 'f1-score': 0.8672492717436538; 'support': 2225}; '1': {'precision': 0.5959885386819485; 'recall': 0.2950354609929078; 'f1-score': 0.3946869070208729; 'support': 705}; 'accuracy': 0.7822525597269625; 'macro avg': {'precision': 0.7017137579112958; 'recall': 0.615832337238027; 'f1-score': 0.6309680893822633; 'support': 2930}; 'weighted avg': {'precision': 0.7565609706173053; 'recall': 0.7822525597269625; 'f1-score': 0.7535439928598447; 'support': 2930}}
l: 5,2,DNF,8,26375,2930,1,[26375; 26375],296,1038.653252,0.782935,88,[X0 < 61.500000 AND X0 >= 27.500000 AND X1 != 7 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 12 AND X5 != 0 AND X5 != 1 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 2 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X8 != 3 AND X9 AND X10 < 4973.500000 AND X12 < 65.500000 AND X13 != 1 AND X13 != 2 AND X13 != 4 AND X13 != 7 AND X13 != 8 AND X13 != 10 AND X13 != 16 AND X13 != 18 AND X13 != 20 AND X13 != 21 AND X13 != 23 AND X13 != 24 AND X13 != 25 AND X13 != 26 AND X13 != 28 AND X13 != 31 AND X13 != 35 AND X13 != 36 AND X13 != 38 AND X13 != 40 AND X13 != 41] OR [X0 < 61.500000 AND X0 >= 29.500000 AND X4 >= 12.500000 AND X5 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 10 AND X6 != 12 AND X6 != 13 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 1 AND X12 < 65.500000 AND X13 != 0 AND X13 != 2 AND X13 != 5 AND X13 != 6 AND X13 != 10 AND X13 != 20 AND X13 != 26 AND X13 != 31 AND X13 != 41],{'0': {'precision': 0.8170177065394975; 'recall': 0.9240411506192568; 'f1-score': 0.8672400459328348; 'support': 20024}; '1': {'precision': 0.5920064377682404; 'recall': 0.34750433002676745; 'f1-score': 0.4379402718523663; 'support': 6351}; 'accuracy': 0.7852132701421801; 'macro avg': {'precision': 0.7045120721538689; 'recall': 0.6357727403230121; 'f1-score': 0.6525901588926005; 'support': 26375}; 'weighted avg': {'precision': 0.7628358461426726; 'recall': 0.7852132701421801; 'f1-score': 0.7638662880111265; 'support': 26375}},{'0': {'precision': 0.8199033037872683; 'recall': 0.9150179856115108; 'f1-score': 0.8648533786655334; 'support': 2224}; '1': {'precision': 0.578125; 'recall': 0.3668555240793201; 'f1-score': 0.4488734835355286; 'support': 706}; 'accuracy': 0.7829351535836178; 'macro avg': {'precision': 0.6990141518936341; 'recall': 0.6409367548454155; 'f1-score': 0.656863431100531; 'support': 2930}; 'weighted avg': {'precision': 0.7616454599395511; 'recall': 0.7829351535836178; 'f1-score': 0.7646206803850613; 'support': 2930}}
l: 5,2,DNF,9,26375,2930,1,[26375; 26375],296,1035.443641,0.769966,107,[X0 >= 27.500000 AND X1 != 2 AND X1 != 3 AND X1 != 7 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 13 AND X3 != 15 AND X5 != 1 AND X6 != 1 AND X6 != 3 AND X6 != 4 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 9 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 3 AND X11 < 1978.500000 AND X12 < 65.500000 AND X13 != 1 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 11 AND X13 != 12 AND X13 != 16 AND X13 != 21 AND X13 != 23 AND X13 != 26 AND X13 != 27 AND X13 != 29 AND X13 != 31 AND X13 != 33 AND X13 != 35 AND X13 != 40 AND X13 != 41] OR [X0 < 54.500000 AND X0 >= 29.500000 AND X1 != 5 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 13 AND X3 != 14 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 12 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X8 != 3 AND X11 < 1978.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 9 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 17 AND X13 != 20 AND X13 != 21 AND X13 != 23 AND X13 != 24 AND X13 != 25 AND X13 != 26 AND X13 != 29 AND X13 != 31 AND X13 != 33 AND X13 != 36 AND X13 != 38 AND X13 != 41],{'0': {'precision': 0.8399075278138998; 'recall': 0.8709049141030764; 'f1-score': 0.8551254076053645; 'support': 20024}; '1': {'precision': 0.5393799002138275; 'recall': 0.47661785545583374; 'f1-score': 0.5060603527543258; 'support': 6351}; 'accuracy': 0.7759620853080569; 'macro avg': {'precision': 0.6896437140138636; 'recall': 0.673761384779455; 'f1-score': 0.6805928801798451; 'support': 26375}; 'weighted avg': {'precision': 0.7675416145290445; 'recall': 0.7759620853080569; 'f1-score': 0.7710718658666367; 'support': 26375}},{'0': {'precision': 0.8337639965546942; 'recall': 0.8705035971223022; 'f1-score': 0.8517377914650242; 'support': 2224}; '1': {'precision': 0.5263157894736842; 'recall': 0.45325779036827196; 'f1-score': 0.487062404870624; 'support': 706}; 'accuracy': 0.7699658703071672; 'macro avg': {'precision': 0.6800398930141892; 'recall': 0.661880693745287; 'f1-score': 0.6694000981678241; 'support': 2930}; 'weighted avg': {'precision': 0.7596826196949014; 'recall': 0.7699658703071672; 'f1-score': 0.7638672034323802; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [26375, 26375], 'n_partitions': 1}, (mean val acc cv) 0.791024 (+- 0.015675), (mean training time) 1058.508258 (+- 67.735101)
l: 5,3,CNF,0,26374,2931,1,[26374; 26374],296,1058.039993,0.708291,54,[X1 == 2 OR X3 == 14 OR X3 == 15 OR X5 == 0 OR X5 == 1 OR X6 == 4 OR X6 == 13 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X13 == 0 OR X13 == 3 OR X13 == 9 OR X13 == 10 OR X13 == 11 OR X13 == 18 OR X13 == 21 OR X13 == 22 OR X13 == 24 OR X13 == 30] AND [X0 >= 43.500000 OR X1 == 2 OR X3 == 11 OR X3 == 14 OR X6 == 4 OR X6 == 13 OR X10 >= 4243.500000 OR X11 >= 1881.500000 OR X13 == 3 OR X13 == 5 OR X13 == 7 OR X13 == 10 OR X13 == 21 OR X13 == 24 OR X13 == 30] AND [X0 >= 43.500000 OR X1 == 5 OR X1 == 6 OR X3 == 9 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 0 OR X5 == 1 OR X6 == 11 OR X10 >= 4243.500000 OR X11 >= 2384.500000 OR X13 == 3 OR X13 == 5 OR X13 == 10 OR X13 == 21 OR X13 == 24 OR X13 == 33 OR X13 == 37 OR X13 == 38],{'0': {'precision': 0.8466444657673421; 'recall': 0.749138490735654; 'f1-score': 0.794912559618442; 'support': 20023}; '1': {'precision': 0.4197759038928035; 'recall': 0.5721933553771059; 'f1-score': 0.48427505330490406; 'support': 6351}; 'accuracy': 0.706529157503602; 'macro avg': {'precision': 0.6332101848300729; 'recall': 0.66066592305638; 'f1-score': 0.6395938064616731; 'support': 26374}; 'weighted avg': {'precision': 0.743852237191275; 'recall': 0.706529157503602; 'f1-score': 0.7201093897315353; 'support': 26374}},{'0': {'precision': 0.8534571723426213; 'recall': 0.743370786516854; 'f1-score': 0.7946192649531588; 'support': 2225}; '1': {'precision': 0.42497482376636453; 'recall': 0.5977337110481586; 'f1-score': 0.4967628016480283; 'support': 706}; 'accuracy': 0.7082906857727738; 'macro avg': {'precision': 0.6392159980544929; 'recall': 0.6705522487825063; 'f1-score': 0.6456910333005935; 'support': 2931}; 'weighted avg': {'precision': 0.7502471627572112; 'recall': 0.7082906857727738; 'f1-score': 0.722873559360043; 'support': 2931}}
l: 5,3,CNF,1,26374,2931,1,[26374; 26374],296,1028.770099,0.778233,46,[X1 == 1 OR X1 == 6 OR X3 == 1 OR X3 == 10 OR X3 == 12 OR X6 == 11 OR X7 == 5 OR X10 >= 6618.500000 OR X11 >= 2168.500000 OR X12 >= 65.500000 OR X13 == 20 OR X13 == 21 OR X13 == 24 OR X13 == 38 OR X13 == 41] AND [X3 == 14 OR X5 == 1 OR X5 == 6 OR X6 == 1 OR X6 == 11 OR X10 >= 5119.000000 OR X11 >= 1551.500000 OR X12 >= 49.500000 OR X13 == 5 OR X13 == 10 OR X13 == 11 OR X13 == 17 OR X13 == 19 OR X13 == 20 OR X13 == 31 OR X13 == 38 OR X13 == 41] AND [X1 == 1 OR X1 == 2 OR X1 == 6 OR X3 == 1 OR X3 == 12 OR X7 == 5 OR X10 >= 7073.500000 OR X11 >= 2168.500000 OR X12 >= 65.500000 OR X13 == 10 OR X13 == 20 OR X13 == 21 OR X13 == 24 OR X13 == 41],{'0': {'precision': 0.8178807947019867; 'recall': 0.9005144084303052; 'f1-score': 0.857210772778055; 'support': 20023}; '1': {'precision': 0.5397412199630314; 'recall': 0.367816091954023; 'f1-score': 0.43749414739207787; 'support': 6351}; 'accuracy': 0.7722378099643589; 'macro avg': {'precision': 0.6788110073325091; 'recall': 0.6341652501921641; 'f1-score': 0.6473524600850664; 'support': 26374}; 'weighted avg': {'precision': 0.7509033002314057; 'recall': 0.7722378099643589; 'f1-score': 0.7561407686896976; 'support': 26374}},{'0': {'precision': 0.8231432088633566; 'recall': 0.9015730337078651; 'f1-score': 0.8605748605748605; 'support': 2225}; '1': {'precision': 0.5566801619433198; 'recall': 0.3895184135977337; 'f1-score': 0.4583333333333333; 'support': 706}; 'accuracy': 0.7782326850904129; 'macro avg': {'precision': 0.6899116854033382; 'recall': 0.6455457236527994; 'f1-score': 0.659454096954097; 'support': 2931}; 'weighted avg': {'precision': 0.7589593429044531; 'recall': 0.7782326850904129; 'f1-score': 0.7636855674214937; 'support': 2931}}
l: 5,3,CNF,2,26374,2931,1,[26374; 26374],296,1030.380865,0.740020,65,[X1 == 0 OR X1 == 1 OR X1 == 5 OR X1 == 6 OR X3 == 1 OR X3 == 2 OR X3 == 5 OR X3 == 10 OR X3 == 12 OR X5 == 1 OR X6 == 6 OR X6 == 10 OR X6 == 11 OR X6 == 12 OR X6 == 13 OR X7 == 5 OR X11 >= 1881.500000 OR X13 == 0 OR X13 == 1 OR X13 == 5 OR X13 == 7 OR X13 == 9 OR X13 == 10 OR X13 == 11 OR X13 == 17 OR X13 == 19 OR X13 == 21 OR X13 == 23 OR X13 == 32 OR X13 == 35 OR X13 == 40 OR X13 == 41] AND [X0 >= 35.500000 OR X1 == 1 OR X1 == 5 OR X3 == 12 OR X6 == 3 OR X6 == 11 OR X7 == 5 OR X10 >= 5119.000000 OR X11 >= 1975.500000 OR X13 == 5 OR X13 == 7 OR X13 == 9 OR X13 == 11 OR X13 == 17 OR X13 == 20 OR X13 == 21 OR X13 == 32 OR X13 == 36 OR X13 == 40] AND [X1 == 5 OR X1 == 7 OR X3 == 8 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X7 == 0 OR X10 >= 4932.500000 OR X12 >= 41.500000 OR X13 == 1 OR X13 == 9 OR X13 == 10 OR X13 == 11],{'0': {'precision': 0.8587441506148656; 'recall': 0.788193577386006; 'f1-score': 0.8219577615166271; 'support': 20023}; '1': {'precision': 0.46960980490245124; 'recall': 0.591245473153834; 'f1-score': 0.523454380706768; 'support': 6351}; 'accuracy': 0.7407674224615152; 'macro avg': {'precision': 0.6641769777586585; 'recall': 0.68971952526992; 'f1-score': 0.6727060711116976; 'support': 26374}; 'weighted avg': {'precision': 0.7650385227381862; 'recall': 0.7407674224615152; 'f1-score': 0.7500765538301399; 'support': 26374}},{'0': {'precision': 0.8605224248398226; 'recall': 0.7847191011235956; 'f1-score': 0.8208744710860367; 'support': 2225}; '1': {'precision': 0.46895787139689576; 'recall': 0.5991501416430595; 'f1-score': 0.5261194029850746; 'support': 706}; 'accuracy': 0.7400204708290685; 'macro avg': {'precision': 0.6647401481183591; 'recall': 0.6919346213833275; 'f1-score': 0.6734969370355557; 'support': 2931}; 'weighted avg': {'precision': 0.7662049309023589; 'recall': 0.7400204708290685; 'f1-score': 0.7498758091688482; 'support': 2931}}
