l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,1,[26374; 26374],296,1051.624060,0.808939,4,[X4 >= 14.500000 OR X5 == 1 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8239814228414608; 'recall': 0.9746791190131349; 'f1-score': 0.8930172966047404; 'support': 20023}; '1': {'precision': 0.8114540721457791; 'recall': 0.3435679420563691; 'f1-score': 0.4827433628318585; 'support': 6351}; 'accuracy': 0.8227041783574732; 'macro avg': {'precision': 0.8177177474936199; 'recall': 0.659123530534752; 'f1-score': 0.6878803297182994; 'support': 26374}; 'weighted avg': {'precision': 0.8209647699155386; 'recall': 0.8227041783574732; 'f1-score': 0.794221143067485; 'support': 26374}},{'0': {'precision': 0.8135593220338984; 'recall': 0.9707865168539326; 'f1-score': 0.8852459016393444; 'support': 2225}; '1': {'precision': 0.7644927536231884; 'recall': 0.2988668555240793; 'f1-score': 0.42973523421588594; 'support': 706}; 'accuracy': 0.8089389286932788; 'macro avg': {'precision': 0.7890260378285434; 'recall': 0.634826686189006; 'f1-score': 0.6574905679276152; 'support': 2931}; 'weighted avg': {'precision': 0.8017404897930381; 'recall': 0.8089389286932788; 'f1-score': 0.7755254884012135; 'support': 2931}}
l: 5,2,DNF,2,26374,2931,1,[26374; 26374],296,1022.114288,0.825998,61,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 0 AND X3 != 7 AND X3 != 8 AND X3 != 15 AND X4 >= 9.500000 AND X5 == 2 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 3 AND X11 < 1978.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 9 AND X13 != 10 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 30 AND X13 != 31 AND X13 != 35 AND X13 != 40] OR [X0 < 54.500000 AND X0 >= 35.500000 AND X1 != 5 AND X1 != 6 AND X3 != 1 AND X3 != 2 AND X3 != 5 AND X3 != 6 AND X5 == 2 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 12 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X8 != 0 AND X8 != 2 AND X9 AND X12 >= 34.500000 AND X13 != 10 AND X13 != 35],{'0': {'precision': 0.8183040591646357; 'recall': 0.9725815312390751; 'f1-score': 0.8887976084525684; 'support': 20023}; '1': {'precision': 0.7868788819875776; 'recall': 0.31916233663989924; 'f1-score': 0.4541279265150666; 'support': 6351}; 'accuracy': 0.8152347008417381; 'macro avg': {'precision': 0.8025914705761066; 'recall': 0.6458719339394872; 'f1-score': 0.6714627674838175; 'support': 26374}; 'weighted avg': {'precision': 0.8107367087342309; 'recall': 0.8152347008417381; 'f1-score': 0.78412682851835; 'support': 26374}},{'0': {'precision': 0.8274150439098893; 'recall': 0.9739325842696629; 'f1-score': 0.8947151114781172; 'support': 2225}; '1': {'precision': 0.8141025641025641; 'recall': 0.3597733711048159; 'f1-score': 0.49901768172888017; 'support': 706}; 'accuracy': 0.8259979529170931; 'macro avg': {'precision': 0.8207588040062267; 'recall': 0.6668529776872394; 'f1-score': 0.6968663966034987; 'support': 2931}; 'weighted avg': {'precision': 0.8242084213428571; 'recall': 0.8259979529170931; 'f1-score': 0.7994021174818834; 'support': 2931}}
l: 5,2,DNF,3,26374,2931,1,[26374; 26374],296,1328.547302,0.737973,114,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 0 AND X1 != 3 AND X1 != 5 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 13 AND X3 != 14 AND X5 != 1 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 10 AND X6 != 11 AND X6 != 12 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 1 AND X8 != 3 AND X13 != 0 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 16 AND X13 != 18 AND X13 != 19 AND X13 != 23 AND X13 != 24 AND X13 != 26 AND X13 != 27 AND X13 != 29 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 38 AND X13 != 41] OR [X0 < 61.500000 AND X0 >= 23.500000 AND X1 != 0 AND X1 != 1 AND X1 != 3 AND X1 != 7 AND X3 != 0 AND X3 != 2 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 9 AND X3 != 13 AND X5 != 0 AND X5 != 1 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 3 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 1 AND X13 != 4 AND X13 != 8 AND X13 != 9 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 14 AND X13 != 18 AND X13 != 20 AND X13 != 21 AND X13 != 24 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 30 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 38 AND X13 != 40],{'0': {'precision': 0.840869917874886; 'recall': 0.8283973430554862; 'f1-score': 0.8345870336360663; 'support': 20023}; '1': {'precision': 0.4831528279181709; 'recall': 0.5057471264367817; 'f1-score': 0.4941918609123779; 'support': 6351}; 'accuracy': 0.7507014483961477; 'macro avg': {'precision': 0.6620113728965284; 'recall': 0.667072234746134; 'f1-score': 0.6643894472742221; 'support': 26374}; 'weighted avg': {'precision': 0.7547297329080589; 'recall': 0.7507014483961477; 'f1-score': 0.7526180588135841; 'support': 26374}},{'0': {'precision': 0.8358690640848317; 'recall': 0.8148314606741573; 'f1-score': 0.8252162039144288; 'support': 2225}; '1': {'precision': 0.45931758530183725; 'recall': 0.49575070821529743; 'f1-score': 0.47683923705722076; 'support': 706}; 'accuracy': 0.7379733879222109; 'macro avg': {'precision': 0.6475933246933345; 'recall': 0.6552910844447274; 'f1-score': 0.6510277204858248; 'support': 2931}; 'weighted avg': {'precision': 0.7451678208160518; 'recall': 0.7379733879222109; 'f1-score': 0.7413014517475272; 'support': 2931}}
l: 5,2,DNF,4,26374,2931,1,[26374; 26374],296,1125.381786,0.756056,106,[X0 < 61.500000 AND X0 >= 23.500000 AND X1 != 1 AND X1 != 5 AND X1 != 6 AND X1 != 7 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 9 AND X3 != 13 AND X3 != 14 AND X3 != 15 AND X5 != 1 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 4 AND X6 != 5 AND X6 != 6 AND X6 != 9 AND X6 != 11 AND X6 != 12 AND X6 != 13 AND X6 != 14 AND X7 != 0 AND X7 != 2 AND X7 != 4 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X11 < 1923.000000 AND X13 != 0 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 8 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 16 AND X13 != 18 AND X13 != 20 AND X13 != 24 AND X13 != 26 AND X13 != 30 AND X13 != 31 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 37 AND X13 != 40] OR [X0 >= 29.500000 AND X1 != 0 AND X1 != 5 AND X1 != 6 AND X1 != 7 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 9 AND X3 != 10 AND X3 != 15 AND X5 != 0 AND X5 != 1 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 9 AND X6 != 13 AND X7 != 2 AND X8 != 3 AND X11 < 1978.500000 AND X13 != 1 AND X13 != 3 AND X13 != 6 AND X13 != 8 AND X13 != 10 AND X13 != 13 AND X13 != 14 AND X13 != 18 AND X13 != 19 AND X13 != 23 AND X13 != 26 AND X13 != 27 AND X13 != 30 AND X13 != 33 AND X13 != 38 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.7838929563241606; 'recall': 0.9304300054936823; 'f1-score': 0.8508986275091918; 'support': 20023}; '1': {'precision': 0.46587423312883436; 'recall': 0.1913084553613604; 'f1-score': 0.27123562897644826; 'support': 6351}; 'accuracy': 0.7524455903541366; 'macro avg': {'precision': 0.6248835947264975; 'recall': 0.5608692304275213; 'f1-score': 0.56106712824282; 'support': 26374}; 'weighted avg': {'precision': 0.7073123500068209; 'recall': 0.7524455903541366; 'f1-score': 0.7113126828788188; 'support': 26374}},{'0': {'precision': 0.7864188163884673; 'recall': 0.9316853932584269; 'f1-score': 0.8529109236782555; 'support': 2225}; '1': {'precision': 0.4847457627118644; 'recall': 0.20254957507082152; 'f1-score': 0.2857142857142857; 'support': 706}; 'accuracy': 0.7560559535994541; 'macro avg': {'precision': 0.6355822895501659; 'recall': 0.5671174841646243; 'f1-score': 0.5693126046962707; 'support': 2931}; 'weighted avg': {'precision': 0.7137537956120492; 'recall': 0.7560559535994541; 'f1-score': 0.716288328522144; 'support': 2931}}
l: 5,2,DNF,5,26375,2930,1,[26375; 26375],296,1024.447691,0.772014,89,[X0 < 61.500000 AND X0 >= 35.500000 AND X1 != 0 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 13 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 1 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X11 < 1978.500000 AND X13 != 1 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 12 AND X13 != 17 AND X13 != 24 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 31 AND X13 != 32 AND X13 != 34 AND X13 != 37 AND X13 != 40] OR [X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 2 AND X1 != 3 AND X1 != 8 AND X3 != 0 AND X3 != 2 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 13 AND X5 != 0 AND X5 != 1 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 3 AND X11 < 1978.500000 AND X12 < 65.500000 AND X13 != 1 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 9 AND X13 != 11 AND X13 != 12 AND X13 != 14 AND X13 != 18 AND X13 != 23 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 31 AND X13 != 33 AND X13 != 38],{'0': {'precision': 0.8804248699104126; 'recall': 0.8196573939969035; 'f1-score': 0.8489551003517485; 'support': 20023}; '1': {'precision': 0.5331005947763124; 'recall': 0.6490869017632241; 'f1-score': 0.5854039471815988; 'support': 6352}; 'accuracy': 0.7785781990521327; 'macro avg': {'precision': 0.7067627323433625; 'recall': 0.7343721478800638; 'f1-score': 0.7171795237666736; 'support': 26375}; 'weighted avg': {'precision': 0.7967773326345148; 'recall': 0.7785781990521327; 'f1-score': 0.7854829894536711; 'support': 26375}},{'0': {'precision': 0.8825552825552826; 'recall': 0.807191011235955; 'f1-score': 0.8431924882629108; 'support': 2225}; '1': {'precision': 0.5206703910614525; 'recall': 0.6609929078014184; 'f1-score': 0.5825; 'support': 705}; 'accuracy': 0.7720136518771331; 'macro avg': {'precision': 0.7016128368083676; 'recall': 0.7340919595186868; 'f1-score': 0.7128462441314554; 'support': 2930}; 'weighted avg': {'precision': 0.7954805902333884; 'recall': 0.7720136518771331; 'f1-score': 0.7804661386979442; 'support': 2930}}
l: 5,2,DNF,6,26375,2930,1,[26375; 26375],296,1053.063028,0.804437,65,[X0 < 61.500000 AND X0 >= 35.500000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 11 AND X5 == 2 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 4 AND X13 != 19 AND X13 != 26 AND X13 != 27 AND X13 != 33 AND X13 != 35 AND X13 != 36] OR [X0 >= 27.500000 AND X1 != 2 AND X1 != 6 AND X1 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X4 >= 8.500000 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 == 0 AND X8 != 3 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 3 AND X13 != 11 AND X13 != 14 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 26 AND X13 != 31 AND X13 != 35 AND X13 != 40],{'0': {'precision': 0.8204998524887259; 'recall': 0.9722818758427808; 'f1-score': 0.8899657142857141; 'support': 20023}; '1': {'precision': 0.7904078549848943; 'recall': 0.32950251889168763; 'f1-score': 0.46511111111111114; 'support': 6352}; 'accuracy': 0.817478672985782; 'macro avg': {'precision': 0.8054538537368101; 'recall': 0.6508921973672342; 'f1-score': 0.6775384126984126; 'support': 26375}; 'weighted avg': {'precision': 0.8132526726538696; 'recall': 0.817478672985782; 'f1-score': 0.7876462284330097; 'support': 26375}},{'0': {'precision': 0.8102930127723517; 'recall': 0.969438202247191; 'f1-score': 0.8827501534683856; 'support': 2225}; '1': {'precision': 0.746268656716418; 'recall': 0.28368794326241137; 'f1-score': 0.41109969167523125; 'support': 705}; 'accuracy': 0.8044368600682594; 'macro avg': {'precision': 0.7782808347443848; 'recall': 0.6265630727548012; 'f1-score': 0.6469249225718084; 'support': 2930}; 'weighted avg': {'precision': 0.7948878349500195; 'recall': 0.8044368600682594; 'f1-score': 0.7692642915010908; 'support': 2930}}
l: 5,2,DNF,7,26375,2930,1,[26375; 26375],296,1055.238297,0.786007,61,[X0 < 54.500000 AND X0 >= 29.500000 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 12 AND X3 != 15 AND X5 != 1 AND X5 != 3 AND X5 != 5 AND X6 != 0 AND X6 != 2 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 2 AND X13 != 0 AND X13 != 1 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 9 AND X13 != 11 AND X13 != 12 AND X13 != 16 AND X13 != 17 AND X13 != 18 AND X13 != 20 AND X13 != 21 AND X13 != 22 AND X13 != 26 AND X13 != 28 AND X13 != 30 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 35 AND X13 != 37 AND X13 != 38 AND X13 != 40 AND X13 != 41] OR [X0 < 61.500000 AND X0 >= 21.500000 AND X7 != 2 AND X10 >= 7073.500000],{'0': {'precision': 0.8222521915037087; 'recall': 0.9134994756030564; 'f1-score': 0.8654774297340778; 'support': 20023}; '1': {'precision': 0.5806295399515738; 'recall': 0.37751889168765745; 'f1-score': 0.4575462697958405; 'support': 6352}; 'accuracy': 0.7844170616113744; 'macro avg': {'precision': 0.7014408657276412; 'recall': 0.6455091836453569; 'f1-score': 0.6615118497649591; 'support': 26375}; 'weighted avg': {'precision': 0.7640612120663945; 'recall': 0.7844170616113744; 'f1-score': 0.7672336864951136; 'support': 26375}},{'0': {'precision': 0.8180732484076433; 'recall': 0.9235955056179775; 'f1-score': 0.8676377454084864; 'support': 2225}; '1': {'precision': 0.5933014354066986; 'recall': 0.3517730496453901; 'f1-score': 0.4416740872662511; 'support': 705}; 'accuracy': 0.7860068259385665; 'macro avg': {'precision': 0.705687341907171; 'recall': 0.6376842776316838; 'f1-score': 0.6546559163373687; 'support': 2930}; 'weighted avg': {'precision': 0.7639899282145832; 'recall': 0.7860068259385665; 'f1-score': 0.7651447832957642; 'support': 2930}}
l: 5,2,DNF,8,26375,2930,1,[26375; 26375],296,1037.113856,0.760751,104,[X0 >= 35.500000 AND X1 != 6 AND X1 != 7 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 12 AND X3 != 13 AND X5 != 0 AND X5 != 5 AND X6 != 2 AND X6 != 4 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 13 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X11 < 1978.500000 AND X12 >= 39.500000 AND X13 != 1 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 17 AND X13 != 18 AND X13 != 21 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 29 AND X13 != 30 AND X13 != 33 AND X13 != 35 AND X13 != 36 AND X13 != 38 AND X13 != 41] OR [X0 < 54.500000 AND X0 >= 23.500000 AND X1 != 0 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X3 != 11 AND X3 != 12 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 5 AND X6 != 7 AND X6 != 8 AND X6 != 10 AND X6 != 11 AND X6 != 12 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 3 AND X11 < 1978.500000 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 8 AND X13 != 9 AND X13 != 11 AND X13 != 13 AND X13 != 17 AND X13 != 19 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 26 AND X13 != 27 AND X13 != 31 AND X13 != 32 AND X13 != 35 AND X13 != 36 AND X13 != 38 AND X13 != 41],{'0': {'precision': 0.8241809818830377; 'recall': 0.8769476628046344; 'f1-score': 0.8497459472538108; 'support': 20024}; '1': {'precision': 0.5139080686525942; 'recall': 0.41017162651550937; 'f1-score': 0.4562171628721541; 'support': 6351}; 'accuracy': 0.7645497630331753; 'macro avg': {'precision': 0.6690445252678159; 'recall': 0.6435596446600719; 'f1-score': 0.6529815550629825; 'support': 26375}; 'weighted avg': {'precision': 0.7494684407673393; 'recall': 0.7645497630331753; 'f1-score': 0.7549857080269708; 'support': 26375}},{'0': {'precision': 0.8142798184069335; 'recall': 0.8871402877697842; 'f1-score': 0.8491499892403701; 'support': 2224}; '1': {'precision': 0.504930966469428; 'recall': 0.3626062322946176; 'f1-score': 0.4220939818631492; 'support': 706}; 'accuracy': 0.7607508532423208; 'macro avg': {'precision': 0.6596053924381808; 'recall': 0.6248732600322009; 'f1-score': 0.6356219855517596; 'support': 2930}; 'weighted avg': {'precision': 0.7397404704656779; 'recall': 0.7607508532423208; 'f1-score': 0.7462484393399202; 'support': 2930}}
l: 5,2,DNF,9,26375,2930,1,[26375; 26375],296,1032.871001,0.749829,90,[X0 < 61.500000 AND X0 >= 23.500000 AND X1 != 0 AND X1 != 1 AND X1 != 2 AND X3 != 7 AND X3 != 9 AND X3 != 10 AND X3 != 14 AND X4 >= 9.500000 AND X5 != 5 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X6 != 13 AND X6 != 14 AND X7 == 1 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X11 < 1568.500000 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 3 AND X13 != 4 AND X13 != 9 AND X13 != 16 AND X13 != 21 AND X13 != 22 AND X13 != 26 AND X13 != 28 AND X13 != 34] OR [X0 >= 35.500000 AND X1 != 0 AND X1 != 1 AND X1 != 2 AND X1 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 14 AND X4 >= 8.500000 AND X5 != 4 AND X5 != 5 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 1 AND X8 != 3 AND X10 < 5505.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 9 AND X13 != 11 AND X13 != 12 AND X13 != 13 AND X13 != 14 AND X13 != 16 AND X13 != 19 AND X13 != 20 AND X13 != 21 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 26 AND X13 != 28 AND X13 != 31 AND X13 != 32 AND X13 != 33 AND X13 != 34 AND X13 != 41],{'0': {'precision': 0.7947412686468063; 'recall': 0.8966240511386336; 'f1-score': 0.8426141030153702; 'support': 20024}; '1': {'precision': 0.45295983086680763; 'recall': 0.26987875925051175; 'f1-score': 0.3382338431179083; 'support': 6351}; 'accuracy': 0.7457061611374407; 'macro avg': {'precision': 0.623850549756807; 'recall': 0.5832514051945727; 'f1-score': 0.5904239730666392; 'support': 26375}; 'weighted avg': {'precision': 0.7124415942831751; 'recall': 0.7457061611374407; 'f1-score': 0.721161248774279; 'support': 26375}},{'0': {'precision': 0.7990373044524669; 'recall': 0.89568345323741; 'f1-score': 0.8446046215815137; 'support': 2224}; '1': {'precision': 0.4691075514874142; 'recall': 0.29036827195467424; 'f1-score': 0.3587051618547682; 'support': 706}; 'accuracy': 0.7498293515358362; 'macro avg': {'precision': 0.6340724279699406; 'recall': 0.5930258625960422; 'f1-score': 0.601654891718141; 'support': 2930}; 'weighted avg': {'precision': 0.7195388725093519; 'recall': 0.7498293515358362; 'f1-score': 0.7275244104664685; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [26375, 26375], 'n_partitions': 1}, (mean val acc cv) 0.774441 (+- 0.024837), (mean training time) 1075.770055 (+- 88.833278)
l: 5,3,CNF,0,26374,2931,1,[26374; 26374],296,1031.061614,0.778915,50,[X1 == 1 OR X1 == 5 OR X1 == 6 OR X6 == 13 OR X7 == 0 OR X10 >= 4932.500000 OR X11 >= 2384.500000 OR X13 == 1 OR X13 == 9 OR X13 == 15 OR X13 == 17 OR X13 == 18 OR X13 == 22 OR X13 == 25 OR X13 == 32] AND [X1 == 1 OR X1 == 5 OR X1 == 6 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 4 OR X6 == 10 OR X7 == 5 OR X8 == 1 OR X10 >= 3048.000000 OR X11 >= 1820.500000 OR X12 >= 49.500000 OR X13 == 13 OR X13 == 15 OR X13 == 31] AND [X0 >= 61.500000 OR X1 == 1 OR X1 == 5 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 4 OR X7 == 5 OR X10 >= 3048.000000 OR X11 >= 2384.500000 OR X12 >= 41.500000 OR X13 == 1 OR X13 == 9 OR X13 == 13 OR X13 == 15 OR X13 == 30 OR X13 == 31],{'0': {'precision': 0.8814136682989142; 'recall': 0.8270488937721621; 'f1-score': 0.8533663136739584; 'support': 20023}; '1': {'precision': 0.5435011863959927; 'recall': 0.6491891040780979; 'f1-score': 0.5916624811652437; 'support': 6351}; 'accuracy': 0.7842193068931523; 'macro avg': {'precision': 0.7124574273474534; 'recall': 0.73811899892513; 'f1-score': 0.7225143974196011; 'support': 26374}; 'weighted avg': {'precision': 0.8000425386801437; 'recall': 0.7842193068931523; 'f1-score': 0.7903466336761255; 'support': 26374}},{'0': {'precision': 0.8789043728976453; 'recall': 0.8220224719101124; 'f1-score': 0.8495123084068741; 'support': 2225}; '1': {'precision': 0.5341176470588235; 'recall': 0.6430594900849859; 'f1-score': 0.583547557840617; 'support': 706}; 'accuracy': 0.7789150460593655; 'macro avg': {'precision': 0.7065110099782344; 'recall': 0.7325409809975492; 'f1-score': 0.7165299331237456; 'support': 2931}; 'weighted avg': {'precision': 0.7958544143707916; 'recall': 0.7789150460593655; 'f1-score': 0.7854484687958957; 'support': 2931}}
l: 5,3,CNF,1,26374,2931,1,[26374; 26374],296,1055.898610,0.798021,33,[X1 == 5 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 7 OR X8 == 2 OR X10 >= 4243.500000 OR X11 >= 2218.500000 OR X12 >= 65.500000 OR X13 == 11 OR X13 == 30] AND [X3 == 5 OR X3 == 14 OR X6 == 12 OR X7 == 5 OR X10 >= 4243.500000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 11 OR X13 == 12 OR X13 == 20 OR X13 == 41] AND [X1 == 5 OR X3 == 12 OR X4 >= 14.500000 OR X5 == 1 OR X6 == 7 OR X10 >= 3048.000000 OR X11 >= 2218.500000 OR X12 >= 65.500000 OR X13 == 11 OR X13 == 30],{'0': {'precision': 0.8171038915913829; 'recall': 0.9395694950806572; 'f1-score': 0.8740678792947243; 'support': 20023}; '1': {'precision': 0.6388059701492538; 'recall': 0.3369548102660998; 'f1-score': 0.4411916297288939; 'support': 6351}; 'accuracy': 0.7944566618639569; 'macro avg': {'precision': 0.7279549308703184; 'recall': 0.6382621526733785; 'f1-score': 0.657629754511809; 'support': 26374}; 'weighted avg': {'precision': 0.7741688002484329; 'recall': 0.7944566618639569; 'f1-score': 0.7698289674500064; 'support': 26374}},{'0': {'precision': 0.8178279486181393; 'recall': 0.9442696629213483; 'f1-score': 0.8765123070504797; 'support': 2225}; '1': {'precision': 0.6574585635359116; 'recall': 0.3371104815864023; 'f1-score': 0.44569288389513106; 'support': 706}; 'accuracy': 0.7980211531900375; 'macro avg': {'precision': 0.7376432560770254; 'recall': 0.6406900722538753; 'f1-score': 0.6611025954728054; 'support': 2931}; 'weighted avg': {'precision': 0.779199226042891; 'recall': 0.7980211531900375; 'f1-score': 0.7727393583136403; 'support': 2931}}
