l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,3296,[8; 9],262,147.424081,0.675537,4,[X1 == 2 OR X3 == 12 OR X6 == 12 OR X8 == 0],{'0': {'precision': 0.7827547592385219; 'recall': 0.802926634370474; 'f1-score': 0.7927123909077463; 'support': 20023}; '1': {'precision': 0.3237360754070266; 'recall': 0.29743347504330025; 'f1-score': 0.31002790086985066; 'support': 6351}; 'accuracy': 0.6812011829832411; 'macro avg': {'precision': 0.5532454173227742; 'recall': 0.5501800547068871; 'f1-score': 0.5513701458887985; 'support': 26374}; 'weighted avg': {'precision': 0.6722206096588667; 'recall': 0.6812011829832411; 'f1-score': 0.676479388851529; 'support': 26374}},{'0': {'precision': 0.7796312554872695; 'recall': 0.7982022471910112; 'f1-score': 0.7888074616922052; 'support': 2225}; '1': {'precision': 0.3124042879019908; 'recall': 0.28895184135977336; 'f1-score': 0.3002207505518764; 'support': 706}; 'accuracy': 0.6755373592630501; 'macro avg': {'precision': 0.5460177716946302; 'recall': 0.5435770442753922; 'f1-score': 0.5445141061220408; 'support': 2931}; 'weighted avg': {'precision': 0.6670886969355102; 'recall': 0.67553735926305; 'f1-score': 0.6711199086164384; 'support': 2931}}
l: 5,1,CNF,0,26374,2931,1648,[16; 17],262,180.230423,0.658820,6,[X0 >= 45.000000 OR X1 == 1 OR X3 == 10 OR X13 == 12 OR X13 == 19 OR X13 == 30],{'0': {'precision': 0.8185987113252453; 'recall': 0.7042900664236128; 'f1-score': 0.7571543624161073; 'support': 20023}; '1': {'precision': 0.3526839400896469; 'recall': 0.5079515037002047; 'f1-score': 0.41631178216544074; 'support': 6351}; 'accuracy': 0.657010692348525; 'macro avg': {'precision': 0.5856413257074461; 'recall': 0.6061207850619088; 'f1-score': 0.586733072290774; 'support': 26374}; 'weighted avg': {'precision': 0.7064039470832917; 'recall': 0.657010692348525; 'f1-score': 0.675077649472603; 'support': 26374}},{'0': {'precision': 0.8142637249871729; 'recall': 0.7132584269662922; 'f1-score': 0.7604216578821275; 'support': 2225}; '1': {'precision': 0.35030549898167007; 'recall': 0.48725212464589235; 'f1-score': 0.40758293838862564; 'support': 706}; 'accuracy': 0.6588195155237121; 'macro avg': {'precision': 0.5822846119844215; 'recall': 0.6002552758060923; 'f1-score': 0.5840022981353765; 'support': 2931}; 'weighted avg': {'precision': 0.7025085194054995; 'recall': 0.6588195155237121; 'f1-score': 0.6754321880894246; 'support': 2931}}
l: 5,1,CNF,1,26374,2931,1648,[16; 17],262,176.743881,0.697373,5,[X3 == 12 OR X3 == 14 OR X5 == 2 OR X13 == 9 OR X13 == 21],{'0': {'precision': 0.9475516704941107; 'recall': 0.6388153623333167; 'f1-score': 0.7631406240677763; 'support': 20023}; '1': {'precision': 0.43829126213592234; 'recall': 0.8885214926783184; 'f1-score': 0.5870175803599292; 'support': 6351}; 'accuracy': 0.6989459315993023; 'macro avg': {'precision': 0.6929214663150165; 'recall': 0.7636684275058175; 'f1-score': 0.6750791022138527; 'support': 26374}; 'weighted avg': {'precision': 0.8249190454284075; 'recall': 0.6989459315993023; 'f1-score': 0.7207292548940242; 'support': 26374}},{'0': {'precision': 0.944813829787234; 'recall': 0.6386516853932585; 'f1-score': 0.7621346205417003; 'support': 2225}; '1': {'precision': 0.4365802382620883; 'recall': 0.8824362606232294; 'f1-score': 0.5841537740271917; 'support': 706}; 'accuracy': 0.6973729102695326; 'macro avg': {'precision': 0.6906970340246612; 'recall': 0.760543973008244; 'f1-score': 0.6731441972844461; 'support': 2931}; 'weighted avg': {'precision': 0.8223938654007608; 'recall': 0.6973729102695326; 'f1-score': 0.7192637649841284; 'support': 2931}}
l: 5,1,CNF,2,26374,2931,1648,[16; 17],262,174.718367,0.732856,4,[X1 == 2 OR X1 == 5 OR X3 == 12 OR X8 == 1],{'0': {'precision': 0.7907008391925606; 'recall': 0.870548868800879; 'f1-score': 0.8287059047256822; 'support': 20023}; '1': {'precision': 0.40124740124740127; 'recall': 0.27350023618327823; 'f1-score': 0.3252808988764045; 'support': 6351}; 'accuracy': 0.7267763706680822; 'macro avg': {'precision': 0.595974120219981; 'recall': 0.5720245524920786; 'f1-score': 0.5769934018010433; 'support': 26374}; 'weighted avg': {'precision': 0.6969183722027333; 'recall': 0.7267763706680822; 'f1-score': 0.7074784757369523; 'support': 26374}},{'0': {'precision': 0.7974422442244224; 'recall': 0.8687640449438202; 'f1-score': 0.8315766831576683; 'support': 2225}; '1': {'precision': 0.4240631163708087; 'recall': 0.3045325779036827; 'f1-score': 0.35449299258037925; 'support': 706}; 'accuracy': 0.7328556806550666; 'macro avg': {'precision': 0.6107526802976155; 'recall': 0.5866483114237515; 'f1-score': 0.5930348378690238; 'support': 2931}; 'weighted avg': {'precision': 0.707505135979915; 'recall': 0.7328556806550666; 'f1-score': 0.7166599020087204; 'support': 2931}}
l: 5,1,CNF,3,26374,2931,1648,[16; 17],262,175.820795,0.648584,9,[X1 == 2 OR X3 == 7 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 14 OR X7 == 0 OR X8 == 0],{'0': {'precision': 0.9138729685169192; 'recall': 0.5813314688108675; 'f1-score': 0.7106227106227107; 'support': 20023}; '1': {'precision': 0.3852753538168219; 'recall': 0.8272712958589199; 'f1-score': 0.5257154292575545; 'support': 6351}; 'accuracy': 0.6405550921361948; 'macro avg': {'precision': 0.6495741611668706; 'recall': 0.7043013823348937; 'f1-score': 0.6181690699401325; 'support': 26374}; 'weighted avg': {'precision': 0.786583840930648; 'recall': 0.6405550921361948; 'f1-score': 0.6660960501256262; 'support': 26374}},{'0': {'precision': 0.9181245626312107; 'recall': 0.5896629213483147; 'f1-score': 0.7181171319102354; 'support': 2225}; '1': {'precision': 0.39214380825565914; 'recall': 0.8342776203966006; 'f1-score': 0.5335144927536233; 'support': 706}; 'accuracy': 0.6485841009894234; 'macro avg': {'precision': 0.6551341854434349; 'recall': 0.7119702708724576; 'f1-score': 0.6258158123319293; 'support': 2931}; 'weighted avg': {'precision': 0.7914297783974545; 'recall': 0.6485841009894234; 'f1-score': 0.673651262498919; 'support': 2931}}
l: 5,1,CNF,4,26374,2931,1648,[16; 17],262,166.712528,0.640737,9,[X1 == 2 OR X1 == 5 OR X1 == 6 OR X3 == 10 OR X5 == 1 OR X6 == 11 OR X6 == 13 OR X13 == 41 OR X13 != 39],{'0': {'precision': 0.7833662064431295; 'recall': 0.7140788093692254; 'f1-score': 0.7471195297191379; 'support': 20023}; '1': {'precision': 0.29512435360748585; 'recall': 0.377420878601795; 'f1-score': 0.3312374766807158; 'support': 6351}; 'accuracy': 0.6330097823614166; 'macro avg': {'precision': 0.5392452800253077; 'recall': 0.5457498439855102; 'f1-score': 0.5391785031999268; 'support': 26374}; 'weighted avg': {'precision': 0.6657949617567273; 'recall': 0.6330097823614166; 'f1-score': 0.6469729111232851; 'support': 26374}},{'0': {'precision': 0.7852969814995131; 'recall': 0.7249438202247191; 'f1-score': 0.7539144659967282; 'support': 2225}; '1': {'precision': 0.30216647662485746; 'recall': 0.37535410764872523; 'f1-score': 0.3348073278584965; 'support': 706}; 'accuracy': 0.6407369498464688; 'macro avg': {'precision': 0.5437317290621853; 'recall': 0.5501489639367222; 'f1-score': 0.5443608969276124; 'support': 2931}; 'weighted avg': {'precision': 0.6689236834983165; 'recall': 0.6407369498464688; 'f1-score': 0.6529626954318727; 'support': 2931}}
l: 5,1,CNF,5,26375,2930,1648,[16; 17],262,203.067884,0.738567,7,[X1 == 5 OR X3 == 10 OR X3 == 12 OR X6 == 10 OR X13 == 2 OR X13 == 7 OR X13 == 35],{'0': {'precision': 0.8165857302951065; 'recall': 0.8733955950656744; 'f1-score': 0.8440358116749922; 'support': 20023}; '1': {'precision': 0.48880822746521474; 'recall': 0.38161209068010077; 'f1-score': 0.4286093183626558; 'support': 6352}; 'accuracy': 0.7549573459715639; 'macro avg': {'precision': 0.6526969788801606; 'recall': 0.6275038428728876; 'f1-score': 0.636322565018824; 'support': 26375}; 'weighted avg': {'precision': 0.7376457227889274; 'recall': 0.7549573459715639; 'f1-score': 0.7439869363946144; 'support': 26375}},{'0': {'precision': 0.8084566596194503; 'recall': 0.8593258426966293; 'f1-score': 0.8331154684095861; 'support': 2225}; '1': {'precision': 0.44601769911504424; 'recall': 0.3574468085106383; 'f1-score': 0.3968503937007874; 'support': 705}; 'accuracy': 0.7385665529010239; 'macro avg': {'precision': 0.6272371793672473; 'recall': 0.6083863256036338; 'f1-score': 0.6149829310551868; 'support': 2930}; 'weighted avg': {'precision': 0.7212486503513253; 'recall': 0.7385665529010239; 'f1-score': 0.7281438378055918; 'support': 2930}}
l: 5,1,CNF,6,26375,2930,1648,[16; 17],262,193.771269,0.525256,4,[X1 == 5 OR X1 == 6 OR X3 == 10 OR X3 == 11],{'0': {'precision': 0.7475896644812958; 'recall': 0.5808819857164261; 'f1-score': 0.6537758916275541; 'support': 20023}; '1': {'precision': 0.2241841545715078; 'recall': 0.38176952141057935; 'f1-score': 0.2824858757062147; 'support': 6352}; 'accuracy': 0.5329289099526067; 'macro avg': {'precision': 0.4858869095264018; 'recall': 0.4813257535635027; 'f1-score': 0.4681308836668844; 'support': 26375}; 'weighted avg': {'precision': 0.6215357574122163; 'recall': 0.5329289099526067; 'f1-score': 0.5643565861817779; 'support': 26375}},{'0': {'precision': 0.7410404624277457; 'recall': 0.5761797752808989; 'f1-score': 0.6482932996207332; 'support': 2225}; '1': {'precision': 0.21416666666666667; 'recall': 0.3645390070921986; 'f1-score': 0.2698162729658793; 'support': 705}; 'accuracy': 0.5252559726962457; 'macro avg': {'precision': 0.4776035645472062; 'recall': 0.4703593911865488; 'f1-score': 0.45905478629330626; 'support': 2930}; 'weighted avg': {'precision': 0.6142670747104895; 'recall': 0.5252559726962457; 'f1-score': 0.5572263017396165; 'support': 2930}}
l: 5,1,CNF,7,26375,2930,1648,[16; 17],262,132.258388,0.704778,6,[X1 == 5 OR X1 == 6 OR X3 == 4 OR X3 == 7 OR X3 == 14 OR X13 == 7],{'0': {'precision': 0.7792984682316686; 'recall': 0.8588123657793537; 'f1-score': 0.8171256147687045; 'support': 20023}; '1': {'precision': 0.3439313065676491; 'recall': 0.23331234256926953; 'f1-score': 0.2780226995591408; 'support': 6352}; 'accuracy': 0.7081706161137441; 'macro avg': {'precision': 0.5616148873996588; 'recall': 0.5460623541743116; 'f1-score': 0.5475741571639227; 'support': 26375}; 'weighted avg': {'precision': 0.6744471995723377; 'recall': 0.7081706161137441; 'f1-score': 0.6872912368573812; 'support': 26375}},{'0': {'precision': 0.7800658978583196; 'recall': 0.8512359550561798; 'f1-score': 0.8140984311197077; 'support': 2225}; '1': {'precision': 0.34063745019920316; 'recall': 0.2425531914893617; 'f1-score': 0.28334714167357083; 'support': 705}; 'accuracy': 0.7047781569965871; 'macro avg': {'precision': 0.5603516740287614; 'recall': 0.5468945732727707; 'f1-score': 0.5487227863966393; 'support': 2930}; 'weighted avg': {'precision': 0.6743331143772011; 'recall': 0.7047781569965871; 'f1-score': 0.6863920628400059; 'support': 2930}}
l: 5,1,CNF,8,26375,2930,1648,[16; 17],262,127.851400,0.692150,7,[X1 == 5 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X7 == 0 OR X13 == 9],{'0': {'precision': 0.9239183108341987; 'recall': 0.6665001997602876; 'f1-score': 0.7743769764135889; 'support': 20024}; '1': {'precision': 0.4402347024308466; 'recall': 0.826956384821288; 'f1-score': 0.574585635359116; 'support': 6351}; 'accuracy': 0.7051374407582939; 'macro avg': {'precision': 0.6820765066325227; 'recall': 0.7467282922907879; 'f1-score': 0.6744813058863525; 'support': 26375}; 'weighted avg': {'precision': 0.8074491318021726; 'recall': 0.7051374407582939; 'f1-score': 0.7262679789903868; 'support': 26375}},{'0': {'precision': 0.902557856272838; 'recall': 0.6663669064748201; 'f1-score': 0.7666839110191412; 'support': 2224}; '1': {'precision': 0.42391304347826086; 'recall': 0.773371104815864; 'f1-score': 0.5476429287863591; 'support': 706}; 'accuracy': 0.6921501706484642; 'macro avg': {'precision': 0.6632354498755495; 'recall': 0.7198690056453421; 'f1-score': 0.6571634199027502; 'support': 2930}; 'weighted avg': {'precision': 0.7872256931899125; 'recall': 0.6921501706484642; 'f1-score': 0.7139047528429144; 'support': 2930}}
l: 5,1,CNF,9,26375,2930,1648,[16; 17],262,145.211514,0.629693,10,[X1 == 5 OR X1 == 6 OR X1 == 7 OR X2 < 65716.000000 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X5 == 5 OR X6 == 5 OR X12 >= 55.000000],{'0': {'precision': 0.7940767358293729; 'recall': 0.6842289252896524; 'f1-score': 0.7350716240141638; 'support': 20024}; '1': {'precision': 0.3067646091437342; 'recall': 0.4405605416469847; 'f1-score': 0.36168562564632883; 'support': 6351}; 'accuracy': 0.6255545023696683; 'macro avg': {'precision': 0.5504206724865536; 'recall': 0.5623947334683186; 'f1-score': 0.5483786248302464; 'support': 26375}; 'weighted avg': {'precision': 0.6767338233523874; 'recall': 0.6255545023696683; 'f1-score': 0.6451616912886995; 'support': 26375}},{'0': {'precision': 0.7919015889287545; 'recall': 0.6946942446043165; 'f1-score': 0.7401197604790419; 'support': 2224}; '1': {'precision': 0.30643513789581206; 'recall': 0.42492917847025496; 'f1-score': 0.3560830860534125; 'support': 706}; 'accuracy': 0.6296928327645052; 'macro avg': {'precision': 0.5491683634122833; 'recall': 0.5598117115372857; 'f1-score': 0.5481014232662272; 'support': 2930}; 'weighted avg': {'precision': 0.6749257136969261; 'recall': 0.6296928327645052; 'f1-score': 0.6475839611123203; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 1648}, (mean val acc cv) 0.666881 (+- 0.059178), (mean training time) 167.638645 (+- 23.738775)
l: 5,1,CNF,0,26374,2931,824,[32; 33],262,82.791482,0.735244,6,[X3 == 8 OR X3 == 14 OR X5 == 1 OR X6 == 4 OR X13 == 2 OR X13 == 21],{'0': {'precision': 0.8075174013921114; 'recall': 0.8691005343854568; 'f1-score': 0.8371779760902509; 'support': 20023}; '1': {'precision': 0.45667495854063017; 'recall': 0.3468745079515037; 'f1-score': 0.39427293064876956; 'support': 6351}; 'accuracy': 0.743345719268977; 'macro avg': {'precision': 0.6320961799663708; 'recall': 0.6079875211684802; 'f1-score': 0.6157254533695102; 'support': 26374}; 'weighted avg': {'precision': 0.723032668149154; 'recall': 0.743345719268977; 'f1-score': 0.7305240766590365; 'support': 26374}},{'0': {'precision': 0.8040285354595048; 'recall': 0.861123595505618; 'f1-score': 0.8315972222222223; 'support': 2225}; '1': {'precision': 0.43613138686131386; 'recall': 0.3385269121813031; 'f1-score': 0.3811802232854864; 'support': 706}; 'accuracy': 0.7352439440464006; 'macro avg': {'precision': 0.6200799611604093; 'recall': 0.5998252538434605; 'f1-score': 0.6063887227538544; 'support': 2931}; 'weighted avg': {'precision': 0.7154118903178048; 'recall': 0.7352439440464006; 'f1-score': 0.7231037383432268; 'support': 2931}}
