l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,3296,[8; 9],262,122.534993,0.669396,3,[X3 == 12 OR X6 == 1 OR X6 == 10],{'0': {'precision': 0.7915567282321899; 'recall': 0.7641212605503671; 'f1-score': 0.7775970725757267; 'support': 20023}; '1': {'precision': 0.32959545777146915; 'recall': 0.3656117146905999; 'f1-score': 0.34667064795461333; 'support': 6351}; 'accuracy': 0.6681580344278456; 'macro avg': {'precision': 0.5605760930018295; 'recall': 0.5648664876204835; 'f1-score': 0.56213386026517; 'support': 26374}; 'weighted avg': {'precision': 0.6803139880829506; 'recall': 0.6681580344278456; 'f1-score': 0.6738276889870146; 'support': 26374}},{'0': {'precision': 0.7979127134724858; 'recall': 0.7559550561797753; 'f1-score': 0.7763674128779137; 'support': 2225}; '1': {'precision': 0.3402187120291616; 'recall': 0.39660056657223797; 'f1-score': 0.3662524525833878; 'support': 706}; 'accuracy': 0.6693961105424769; 'macro avg': {'precision': 0.5690657127508237; 'recall': 0.5762778113760066; 'f1-score': 0.5713099327306508; 'support': 2931}; 'weighted avg': {'precision': 0.687666393097533; 'recall': 0.6693961105424769; 'f1-score': 0.6775816189618662; 'support': 2931}}
l: 5,1,CNF,0,26374,2931,1648,[16; 17],262,159.380461,0.564995,10,[X1 == 2 OR X1 == 5 OR X3 == 8 OR X3 == 10 OR X6 == 1 OR X7 == 0 OR X12 >= 55.000000 OR X13 == 1 OR X13 == 9 OR X13 == 22],{'0': {'precision': 0.9189290395057106; 'recall': 0.490236228337412; 'f1-score': 0.6393746946751344; 'support': 20023}; '1': {'precision': 0.34954116747387204; 'recall': 0.8636435207054007; 'f1-score': 0.4976636573969061; 'support': 6351}; 'accuracy': 0.5801546978084478; 'macro avg': {'precision': 0.6342351034897913; 'recall': 0.6769398745214064; 'f1-score': 0.5685191760360202; 'support': 26374}; 'weighted avg': {'precision': 0.7818174001914538; 'recall': 0.5801546978084478; 'f1-score': 0.6052499203612636; 'support': 26374}},{'0': {'precision': 0.9101899827288429; 'recall': 0.4737078651685393; 'f1-score': 0.6231155778894472; 'support': 2225}; '1': {'precision': 0.3395375070501974; 'recall': 0.8526912181303116; 'f1-score': 0.48567970956030654; 'support': 706}; 'accuracy': 0.5649948822927329; 'macro avg': {'precision': 0.6248637448895201; 'recall': 0.6631995416494254; 'f1-score': 0.5543976437248769; 'support': 2931}; 'weighted avg': {'precision': 0.7727349681163816; 'recall': 0.5649948822927329; 'f1-score': 0.5900109299739327; 'support': 2931}}
l: 5,1,CNF,1,26374,2931,1648,[16; 17],262,167.933136,0.666667,6,[X1 == 1 OR X1 == 6 OR X3 == 14 OR X6 == 3 OR X13 == 9 OR X13 == 20],{'0': {'precision': 0.77620340656628; 'recall': 0.7851970234230635; 'f1-score': 0.7806743135210289; 'support': 20023}; '1': {'precision': 0.29710737048537345; 'recall': 0.2862541332073689; 'f1-score': 0.29157979149959906; 'support': 6351}; 'accuracy': 0.6650489118070827; 'macro avg': {'precision': 0.5366553885258267; 'recall': 0.5357255783152162; 'f1-score': 0.536127052510314; 'support': 26374}; 'weighted avg': {'precision': 0.6608345233801938; 'recall': 0.6650489118070827; 'f1-score': 0.6628977415426373; 'support': 26374}},{'0': {'precision': 0.7744063324538258; 'recall': 0.7914606741573034; 'f1-score': 0.7828406312513891; 'support': 2225}; '1': {'precision': 0.2937595129375951; 'recall': 0.273371104815864; 'f1-score': 0.28319882611885544; 'support': 706}; 'accuracy': 0.6666666666666666; 'macro avg': {'precision': 0.5340829226957104; 'recall': 0.5324158894865837; 'f1-score': 0.5330197286851223; 'support': 2931}; 'weighted avg': {'precision': 0.6586312882441845; 'recall': 0.6666666666666666; 'f1-score': 0.6624901998547433; 'support': 2931}}
l: 5,1,CNF,2,26374,2931,1648,[16; 17],262,175.379804,0.697714,4,[X1 == 1 OR X3 == 14 OR X6 == 3 OR X13 == 11],{'0': {'precision': 0.7713826366559485; 'recall': 0.8386855116615892; 'f1-score': 0.803627401717991; 'support': 20023}; '1': {'precision': 0.29843614248479583; 'recall': 0.216343882853094; 'f1-score': 0.2508443633044272; 'support': 6351}; 'accuracy': 0.6888223250170623; 'macro avg': {'precision': 0.5349093895703722; 'recall': 0.5275146972573416; 'f1-score': 0.5272358825112091; 'support': 26374}; 'weighted avg': {'precision': 0.6574945959916204; 'recall': 0.6888223250170623; 'f1-score': 0.6705142949854307; 'support': 26374}},{'0': {'precision': 0.7754010695187166; 'recall': 0.8471910112359551; 'f1-score': 0.8097079037800686; 'support': 2225}; '1': {'precision': 0.32; 'recall': 0.22662889518413598; 'f1-score': 0.26533996683250416; 'support': 706}; 'accuracy': 0.6977140907540089; 'macro avg': {'precision': 0.5477005347593583; 'recall': 0.5369099532100455; 'f1-score': 0.5375239353062864; 'support': 2931}; 'weighted avg': {'precision': 0.6657070555029493; 'recall': 0.6977140907540089; 'f1-score': 0.6785841359585126; 'support': 2931}}
l: 5,1,CNF,3,26374,2931,1648,[16; 17],262,242.482404,0.673490,10,[X0 >= 58.000000 OR X1 == 0 OR X1 == 5 OR X3 == 5 OR X3 == 7 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 11 OR X13 == 2],{'0': {'precision': 0.8017906261798177; 'recall': 0.7424461868850821; 'f1-score': 0.7709781143034955; 'support': 20023}; '1': {'precision': 0.3416315587897357; 'recall': 0.4213509683514407; 'f1-score': 0.377326565143824; 'support': 6351}; 'accuracy': 0.6651247440661258; 'macro avg': {'precision': 0.5717110924847767; 'recall': 0.5818985776182615; 'f1-score': 0.5741523397236598; 'support': 26374}; 'weighted avg': {'precision': 0.6909818661512134; 'recall': 0.6651247440661258; 'f1-score': 0.6761847197212147; 'support': 26374}},{'0': {'precision': 0.8001893939393939; 'recall': 0.7595505617977528; 'f1-score': 0.7793405579893936; 'support': 2225}; '1': {'precision': 0.34676434676434675; 'recall': 0.40226628895184136; 'f1-score': 0.3724590163934426; 'support': 706}; 'accuracy': 0.6734902763561924; 'macro avg': {'precision': 0.5734768703518703; 'recall': 0.5809084253747971; 'f1-score': 0.5758997871914181; 'support': 2931}; 'weighted avg': {'precision': 0.6909713511875742; 'recall': 0.6734902763561924; 'f1-score': 0.6813336087001608; 'support': 2931}}
l: 5,1,CNF,4,26374,2931,1648,[16; 17],262,163.588814,0.672808,7,[X1 == 2 OR X3 == 7 OR X3 == 14 OR X5 == 6 OR X6 == 10 OR X7 == 5 OR X13 == 30],{'0': {'precision': 0.8014483077397154; 'recall': 0.7793537431953254; 'f1-score': 0.7902466197397072; 'support': 20023}; '1': {'precision': 0.35998841083586847; 'recall': 0.3912769642575972; 'f1-score': 0.3749811377697299; 'support': 6351}; 'accuracy': 0.6859027830439068; 'macro avg': {'precision': 0.5807183592877919; 'recall': 0.5853153537264613; 'f1-score': 0.5826138787547186; 'support': 26374}; 'weighted avg': {'precision': 0.6951424077914204; 'recall': 0.6859027830439068; 'f1-score': 0.6902484747487568; 'support': 26374}},{'0': {'precision': 0.7980225988700564; 'recall': 0.7617977528089888; 'f1-score': 0.7794895378247872; 'support': 2225}; '1': {'precision': 0.34324659231722426; 'recall': 0.3923512747875354; 'f1-score': 0.3661599471249174; 'support': 706}; 'accuracy': 0.6728079153872398; 'macro avg': {'precision': 0.5706345955936404; 'recall': 0.577074513798262; 'f1-score': 0.5728247424748523; 'support': 2931}; 'weighted avg': {'precision': 0.6884791459098724; 'recall': 0.6728079153872398; 'f1-score': 0.6799294248824098; 'support': 2931}}
l: 5,1,CNF,5,26375,2930,1648,[16; 17],262,197.098208,0.699317,7,[X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 7 OR X6 == 14 OR X13 == 2 OR X13 == 21],{'0': {'precision': 0.7870243764439625; 'recall': 0.8336413124906358; 'f1-score': 0.8096623981373691; 'support': 20023}; '1': {'precision': 0.35520712349980643; 'recall': 0.2888853904282116; 'f1-score': 0.3186317068935579; 'support': 6352}; 'accuracy': 0.7024454976303317; 'macro avg': {'precision': 0.5711157499718844; 'recall': 0.5612633514594236; 'f1-score': 0.5641470525154635; 'support': 26375}; 'weighted avg': {'precision': 0.6830280469387008; 'recall': 0.7024454976303317; 'f1-score': 0.6914054521362055; 'support': 26375}},{'0': {'precision': 0.7876712328767124; 'recall': 0.8269662921348314; 'f1-score': 0.8068406051304539; 'support': 2225}; '1': {'precision': 0.35185185185185186; 'recall': 0.29645390070921984; 'f1-score': 0.3217859892224788; 'support': 705}; 'accuracy': 0.6993174061433447; 'macro avg': {'precision': 0.5697615423642821; 'recall': 0.5617100964220256; 'f1-score': 0.5643132971764664; 'support': 2930}; 'weighted avg': {'precision': 0.6828068425618569; 'recall': 0.6993174061433447; 'f1-score': 0.6901295115416749; 'support': 2930}}
l: 5,1,CNF,6,26375,2930,1648,[16; 17],262,173.796448,0.701365,5,[X1 == 5 OR X3 == 14 OR X6 == 3 OR X13 == 2 OR X13 == 41],{'0': {'precision': 0.7787814545119366; 'recall': 0.8439294810967387; 'f1-score': 0.8100476978020662; 'support': 20023}; '1': {'precision': 0.3318366474235621; 'recall': 0.24433249370277077; 'f1-score': 0.281439840420709; 'support': 6352}; 'accuracy': 0.6995260663507109; 'macro avg': {'precision': 0.5553090509677494; 'recall': 0.5441309873997547; 'f1-score': 0.5457437691113876; 'support': 26375}; 'weighted avg': {'precision': 0.6711418937678474; 'recall': 0.6995260663507109; 'f1-score': 0.6827408879409712; 'support': 26375}},{'0': {'precision': 0.7761865793780688; 'recall': 0.8525842696629213; 'f1-score': 0.8125937031484257; 'support': 2225}; '1': {'precision': 0.32510288065843623; 'recall': 0.22411347517730495; 'f1-score': 0.26532325776658267; 'support': 705}; 'accuracy': 0.7013651877133106; 'macro avg': {'precision': 0.5506447300182525; 'recall': 0.5383488724201131; 'f1-score': 0.5389584804575042; 'support': 2930}; 'weighted avg': {'precision': 0.667649375419932; 'recall': 0.7013651877133106; 'f1-score': 0.6809125891572314; 'support': 2930}}
l: 5,1,CNF,7,26375,2930,1648,[16; 17],262,163.307163,0.740614,3,[X3 == 12 OR X6 == 13 OR X12 >= 55.000000],{'0': {'precision': 0.7978576682603898; 'recall': 0.8667532337811517; 'f1-score': 0.8308797127468581; 'support': 20023}; '1': {'precision': 0.4228855721393035; 'recall': 0.3077770780856423; 'f1-score': 0.3562642369020501; 'support': 6352}; 'accuracy': 0.732132701421801; 'macro avg': {'precision': 0.6103716201998467; 'recall': 0.587265155933397; 'f1-score': 0.5935719748244541; 'support': 26375}; 'weighted avg': {'precision': 0.7075515922580717; 'recall': 0.732132701421801; 'f1-score': 0.7165761107538261; 'support': 26375}},{'0': {'precision': 0.8000819336337567; 'recall': 0.8777528089887641; 'f1-score': 0.8371195885126447; 'support': 2225}; '1': {'precision': 0.4437627811860941; 'recall': 0.3078014184397163; 'f1-score': 0.3634840871021775; 'support': 705}; 'accuracy': 0.7406143344709898; 'macro avg': {'precision': 0.6219223574099254; 'recall': 0.5927771137142401; 'f1-score': 0.6003018378074111; 'support': 2930}; 'weighted avg': {'precision': 0.7143464379082952; 'recall': 0.7406143344709898; 'f1-score': 0.7231560975589316; 'support': 2930}}
l: 5,1,CNF,8,26375,2930,1648,[16; 17],262,156.422410,0.617065,5,[X1 == 1 OR X1 == 2 OR X2 < 106648.000000 OR X7 == 5 OR X12 >= 48.000000],{'0': {'precision': 0.833263422818792; 'recall': 0.5952357171394327; 'f1-score': 0.6944185504544396; 'support': 20024}; '1': {'precision': 0.3285560434098252; 'recall': 0.6244685876239963; 'f1-score': 0.43057214200412547; 'support': 6351}; 'accuracy': 0.6022748815165877; 'macro avg': {'precision': 0.5809097331143086; 'recall': 0.6098521523817144; 'f1-score': 0.5624953462292825; 'support': 26375}; 'weighted avg': {'precision': 0.711731799439594; 'recall': 0.6022748815165877; 'f1-score': 0.6308853356651336; 'support': 26375}},{'0': {'precision': 0.83679706601467; 'recall': 0.6155575539568345; 'f1-score': 0.7093264248704663; 'support': 2224}; '1': {'precision': 0.339258114374034; 'recall': 0.6218130311614731; 'f1-score': 0.439; 'support': 706}; 'accuracy': 0.6170648464163823; 'macro avg': {'precision': 0.588027590194352; 'recall': 0.6186852925591538; 'f1-score': 0.5741632124352332; 'support': 2930}; 'weighted avg': {'precision': 0.7169122537763462; 'recall': 0.6170648464163823; 'f1-score': 0.6441897504818829; 'support': 2930}}
l: 5,1,CNF,9,26375,2930,1648,[16; 17],262,157.233378,0.623891,4,[X5 == 2 OR X6 == 4 OR X6 == 10 OR X13 == 2],{'0': {'precision': 0.9648643888693201; 'recall': 0.5471933679584499; 'f1-score': 0.6983428935627789; 'support': 20024}; '1': {'precision': 0.3962980225048272; 'recall': 0.9371752479924421; 'f1-score': 0.557042583060365; 'support': 6351}; 'accuracy': 0.6410995260663507; 'macro avg': {'precision': 0.6805812056870737; 'recall': 0.742184307975446; 'f1-score': 0.627692738311572; 'support': 26375}; 'weighted avg': {'precision': 0.8279557635506132; 'recall': 0.6410995260663507; 'f1-score': 0.664318314529572; 'support': 26375}},{'0': {'precision': 0.9651741293532339; 'recall': 0.5233812949640287; 'f1-score': 0.6787172011661807; 'support': 2224}; '1': {'precision': 0.3851508120649652; 'recall': 0.9405099150141643; 'f1-score': 0.5465020576131687; 'support': 706}; 'accuracy': 0.6238907849829352; 'macro avg': {'precision': 0.6751624707090995; 'recall': 0.7319456049890964; 'f1-score': 0.6126096293896748; 'support': 2930}; 'weighted avg': {'precision': 0.8254142447097125; 'recall': 0.6238907849829352; 'f1-score': 0.6468592177708133; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 1648}, (mean val acc cv) 0.665793 (+- 0.048380), (mean training time) 175.662223 (+- 25.022072)
l: 5,1,CNF,0,26374,2931,824,[32; 33],262,79.154353,0.667349,6,[X3 == 7 OR X3 == 8 OR X6 == 12 OR X13 == 2 OR X13 == 3 OR X13 == 34],{'0': {'precision': 0.7653308480894688; 'recall': 0.8202567047894921; 'f1-score': 0.791842441482053; 'support': 20023}; '1': {'precision': 0.2676027676027676; 'recall': 0.20705400724295386; 'f1-score': 0.2334664891256103; 'support': 6351}; 'accuracy': 0.6725942215818609; 'macro avg': {'precision': 0.5164668078461182; 'recall': 0.5136553560162229; 'f1-score': 0.5126544653038316; 'support': 26374}; 'weighted avg': {'precision': 0.645475269141602; 'recall': 0.6725942215818609; 'f1-score': 0.6573825312137671; 'support': 26374}},{'0': {'precision': 0.7597672485453034; 'recall': 0.8215730337078652; 'f1-score': 0.7894623191535305; 'support': 2225}; '1': {'precision': 0.2438095238095238; 'recall': 0.1813031161473088; 'f1-score': 0.20796100731112918; 'support': 706}; 'accuracy': 0.6673490276356192; 'macro avg': {'precision': 0.5017883861774136; 'recall': 0.501438074927587; 'f1-score': 0.49871166323232985; 'support': 2931}; 'weighted avg': {'precision': 0.63548674576009; 'recall': 0.6673490276356192; 'f1-score': 0.6493941082491513; 'support': 2931}}
