l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,3296,[8; 9],262,131.903956,0.699761,4,[X1 == 5 OR X1 == 6 OR X3 == 1 OR X3 == 10],{'0': {'precision': 0.774940537629583; 'recall': 0.8624082305348849; 'f1-score': 0.8163381080697775; 'support': 20023}; '1': {'precision': 0.32657052065509656; 'recall': 0.21036057313808848; 'f1-score': 0.2558896763072208; 'support': 6351}; 'accuracy': 0.7053916736179571; 'macro avg': {'precision': 0.5507555291423398; 'recall': 0.5363844018364867; 'f1-score': 0.5361138921884991; 'support': 26374}; 'weighted avg': {'precision': 0.6669706438779729; 'recall': 0.7053916736179571; 'f1-score': 0.6813791336963796; 'support': 26374}},{'0': {'precision': 0.7730410069021518; 'recall': 0.8557303370786516; 'f1-score': 0.8122866894197953; 'support': 2225}; '1': {'precision': 0.3141025641025641; 'recall': 0.20821529745042494; 'f1-score': 0.25042589437819424; 'support': 706}; 'accuracy': 0.6997611736608667; 'macro avg': {'precision': 0.543571785502358; 'recall': 0.5319728172645383; 'f1-score': 0.5313562918989948; 'support': 2931}; 'weighted avg': {'precision': 0.6624949336791873; 'recall': 0.6997611736608667; 'f1-score': 0.6769493570078641; 'support': 2931}}
l: 5,1,CNF,0,26374,2931,1648,[16; 17],262,201.404911,0.733879,5,[X1 == 7 OR X3 == 10 OR X5 == 1 OR X8 == 3 OR X13 == 20],{'0': {'precision': 0.7644853030119754; 'recall': 0.9469110522898666; 'f1-score': 0.8459753703373194; 'support': 20023}; '1': {'precision': 0.3242212333121424; 'recall': 0.08030231459612659; 'f1-score': 0.1287228672387683; 'support': 6351}; 'accuracy': 0.7382270417835747; 'macro avg': {'precision': 0.5443532681620589; 'recall': 0.5136066834429966; 'f1-score': 0.4873491187880439; 'support': 26374}; 'weighted avg': {'precision': 0.6584673646384394; 'recall': 0.7382270417835747; 'f1-score': 0.6732571384734043; 'support': 26374}},{'0': {'precision': 0.7635899306822328; 'recall': 0.9406741573033708; 'f1-score': 0.842931937172775; 'support': 2225}; '1': {'precision': 0.30526315789473685; 'recall': 0.0821529745042493; 'f1-score': 0.12946428571428573; 'support': 706}; 'accuracy': 0.7338792221084954; 'macro avg': {'precision': 0.5344265442884848; 'recall': 0.51141356590381; 'f1-score': 0.48619811144353037; 'support': 2931}; 'weighted avg': {'precision': 0.6531911925082403; 'recall': 0.7338792221084954; 'f1-score': 0.6710765424509417; 'support': 2931}}
l: 5,1,CNF,1,26374,2931,1648,[16; 17],262,248.399782,0.691232,6,[X1 == 2 OR X1 == 5 OR X1 == 6 OR X3 == 10 OR X3 == 12 OR X5 == 5],{'0': {'precision': 0.7985229399564976; 'recall': 0.7883933476502023; 'f1-score': 0.793425814234017; 'support': 20023}; '1': {'precision': 0.35851627554882665; 'recall': 0.3728546685561329; 'f1-score': 0.3655449212719975; 'support': 6351}; 'accuracy': 0.6883294153332827; 'macro avg': {'precision': 0.5785196077526621; 'recall': 0.5806240081031676; 'f1-score': 0.5794853677530073; 'support': 26374}; 'weighted avg': {'precision': 0.6925669861514957; 'recall': 0.6883294153332827; 'f1-score': 0.6903898109276629; 'support': 26374}},{'0': {'precision': 0.7964959568733153; 'recall': 0.7968539325842696; 'f1-score': 0.7966749045158391; 'support': 2225}; '1': {'precision': 0.3588652482269504; 'recall': 0.358356940509915; 'f1-score': 0.35861091424521613; 'support': 706}; 'accuracy': 0.6912316615489594; 'macro avg': {'precision': 0.5776806025501329; 'recall': 0.5776054365470923; 'f1-score': 0.5776429093805276; 'support': 2931}; 'weighted avg': {'precision': 0.6910823504917617; 'recall': 0.6912316615489594; 'f1-score': 0.6911569321067433; 'support': 2931}}
l: 5,1,CNF,2,26374,2931,1648,[16; 17],262,168.425864,0.747868,7,[X1 == 1 OR X3 == 7 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 13 OR X13 == 21],{'0': {'precision': 0.80147192440487; 'recall': 0.8810867502372272; 'f1-score': 0.8393957416438682; 'support': 20023}; '1': {'precision': 0.45414947271893624; 'recall': 0.31191938277436626; 'f1-score': 0.3698310463922337; 'support': 6351}; 'accuracy': 0.744028209600364; 'macro avg': {'precision': 0.6278106985619032; 'recall': 0.5965030665057967; 'f1-score': 0.6046133940180509; 'support': 26374}; 'weighted avg': {'precision': 0.7178348238263699; 'recall': 0.744028209600364; 'f1-score': 0.7263220562134014; 'support': 26374}},{'0': {'precision': 0.7998385794995965; 'recall': 0.8907865168539326; 'f1-score': 0.8428662555815438; 'support': 2225}; '1': {'precision': 0.46357615894039733; 'recall': 0.29745042492917845; 'f1-score': 0.362381363244176; 'support': 706}; 'accuracy': 0.7478676219720232; 'macro avg': {'precision': 0.6317073692199969; 'recall': 0.5941184708915556; 'f1-score': 0.60262380941286; 'support': 2931}; 'weighted avg': {'precision': 0.7188418995559613; 'recall': 0.7478676219720232; 'f1-score': 0.7271302153255965; 'support': 2931}}
l: 5,1,CNF,3,26374,2931,1648,[16; 17],262,169.813026,0.747868,4,[X1 == 5 OR X3 == 10 OR X3 == 14 OR X6 == 4],{'0': {'precision': 0.8166430303307562; 'recall': 0.8915247465414773; 'f1-score': 0.8524425767632873; 'support': 20023}; '1': {'precision': 0.518936877076412; 'recall': 0.3689182805857345; 'f1-score': 0.4312534511319713; 'support': 6351}; 'accuracy': 0.7656783195571396; 'macro avg': {'precision': 0.6677899537035841; 'recall': 0.6302215135636059; 'f1-score': 0.6418480139476292; 'support': 26374}; 'weighted avg': {'precision': 0.7449537992957088; 'recall': 0.7656783195571396; 'f1-score': 0.7510179867547756; 'support': 26374}},{'0': {'precision': 0.8111390284757118; 'recall': 0.870561797752809; 'f1-score': 0.8398005636245393; 'support': 2225}; '1': {'precision': 0.4696132596685083; 'recall': 0.3611898016997167; 'f1-score': 0.40832666132906326; 'support': 706}; 'accuracy': 0.7478676219720232; 'macro avg': {'precision': 0.6403761440721101; 'recall': 0.6158757997262628; 'f1-score': 0.6240636124768013; 'support': 2931}; 'weighted avg': {'precision': 0.7288745478281903; 'recall': 0.7478676219720232; 'f1-score': 0.7358699682575633; 'support': 2931}}
l: 5,1,CNF,4,26374,2931,1648,[16; 17],262,174.310610,0.771750,6,[X1 == 1 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X13 == 12 OR X13 == 41],{'0': {'precision': 0.7976967370441459; 'recall': 0.9340258702492134; 'f1-score': 0.8604950768381339; 'support': 20023}; '1': {'precision': 0.5489928303175146; 'recall': 0.2531884742560227; 'f1-score': 0.346551724137931; 'support': 6351}; 'accuracy': 0.7700765905816335; 'macro avg': {'precision': 0.6733447836808302; 'recall': 0.593607172252618; 'f1-score': 0.6035234004880324; 'support': 26374}; 'weighted avg': {'precision': 0.7378075085759259; 'recall': 0.7700765905816335; 'f1-score': 0.736734773774549; 'support': 26374}},{'0': {'precision': 0.7969465648854962; 'recall': 0.9384269662921348; 'f1-score': 0.8619195046439629; 'support': 2225}; '1': {'precision': 0.5594855305466238; 'recall': 0.24645892351274787; 'f1-score': 0.3421828908554572; 'support': 706}; 'accuracy': 0.7717502558853634; 'macro avg': {'precision': 0.6782160477160599; 'recall': 0.5924429449024413; 'f1-score': 0.60205119774971; 'support': 2931}; 'weighted avg': {'precision': 0.7397485129430724; 'recall': 0.7717502558853634; 'f1-score': 0.736728767921109; 'support': 2931}}
l: 5,1,CNF,5,26375,2930,1648,[16; 17],262,161.881268,0.697611,5,[X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 12 OR X12 >= 55.000000],{'0': {'precision': 0.8136706522296916; 'recall': 0.7918893272736354; 'f1-score': 0.8026322450012656; 'support': 20023}; '1': {'precision': 0.3950348432055749; 'recall': 0.42836901763224183; 'f1-score': 0.4110271903323263; 'support': 6352}; 'accuracy': 0.7043412322274881; 'macro avg': {'precision': 0.6043527477176333; 'recall': 0.6101291724529386; 'f1-score': 0.6068297176667959; 'support': 26375}; 'weighted avg': {'precision': 0.7128488642137223; 'recall': 0.7043412322274881; 'f1-score': 0.7083203850104751; 'support': 26375}},{'0': {'precision': 0.8198757763975155; 'recall': 0.7712359550561798; 'f1-score': 0.794812413154238; 'support': 2225}; '1': {'precision': 0.3918757467144564; 'recall': 0.4652482269503546; 'f1-score': 0.42542153047989617; 'support': 705}; 'accuracy': 0.6976109215017064; 'macro avg': {'precision': 0.605875761555986; 'recall': 0.6182420910032672; 'f1-score': 0.6101169718170671; 'support': 2930}; 'weighted avg': {'precision': 0.7168928341017624; 'recall': 0.6976109215017064; 'f1-score': 0.7059316717598998; 'support': 2930}}
l: 5,1,CNF,6,26375,2930,1648,[16; 17],262,166.037961,0.747099,2,[X3 == 7 OR X13 == 10],{'0': {'precision': 0.7593987913036653; 'recall': 0.9664385956150428; 'f1-score': 0.8504999450609823; 'support': 20023}; '1': {'precision': 0.24748040313549832; 'recall': 0.03479219143576826; 'f1-score': 0.06100759144237406; 'support': 6352}; 'accuracy': 0.7420663507109004; 'macro avg': {'precision': 0.5034395972195818; 'recall': 0.5006153935254055; 'f1-score': 0.4557537682516782; 'support': 26375}; 'weighted avg': {'precision': 0.6361113751275821; 'recall': 0.7420663507109004; 'f1-score': 0.6603632462861805; 'support': 26375}},{'0': {'precision': 0.7620056497175142; 'recall': 0.9698876404494382; 'f1-score': 0.8534704370179949; 'support': 2225}; '1': {'precision': 0.3163265306122449; 'recall': 0.04397163120567376; 'f1-score': 0.07721046077210461; 'support': 705}; 'accuracy': 0.747098976109215; 'macro avg': {'precision': 0.5391660901648796; 'recall': 0.506929635827556; 'f1-score': 0.4653404488950497; 'support': 2930}; 'weighted avg': {'precision': 0.6547688650863829; 'recall': 0.747098976109215; 'f1-score': 0.6666911594571236; 'support': 2930}}
l: 5,1,CNF,7,26375,2930,1648,[16; 17],262,157.047655,0.708532,4,[X6 == 13 OR X12 >= 48.000000 OR X13 == 1 OR X13 == 8],{'0': {'precision': 0.8108243547982962; 'recall': 0.8080707186735254; 'f1-score': 0.8094451948571715; 'support': 20023}; '1': {'precision': 0.4014018691588785; 'recall': 0.4056989924433249; 'f1-score': 0.4035389915440025; 'support': 6352}; 'accuracy': 0.7111658767772512; 'macro avg': {'precision': 0.6061131119785873; 'recall': 0.6068848555584252; 'f1-score': 0.6064920932005871; 'support': 26375}; 'weighted avg': {'precision': 0.7122214494416487; 'recall': 0.7111658767772512; 'f1-score': 0.7116891302715697; 'support': 26375}},{'0': {'precision': 0.8083670715249662; 'recall': 0.8076404494382022; 'f1-score': 0.8080035971223022; 'support': 2225}; '1': {'precision': 0.39462517680339465; 'recall': 0.39574468085106385; 'f1-score': 0.39518413597733715; 'support': 705}; 'accuracy': 0.7085324232081911; 'macro avg': {'precision': 0.6014961241641804; 'recall': 0.601692565144633; 'f1-score': 0.6015938665498197; 'support': 2930}; 'weighted avg': {'precision': 0.708814840883769; 'recall': 0.7085324232081911; 'f1-score': 0.7086733172222337; 'support': 2930}}
l: 5,1,CNF,8,26375,2930,1648,[16; 17],262,131.587767,0.730034,4,[X1 == 5 OR X1 == 6 OR X3 == 14 OR X5 == 1],{'0': {'precision': 0.7808864864864865; 'recall': 0.9018178186176589; 'f1-score': 0.8370066513708314; 'support': 20024}; '1': {'precision': 0.3950769230769231; 'recall': 0.2021728861596599; 'f1-score': 0.26747213831892513; 'support': 6351}; 'accuracy': 0.7333459715639811; 'macro avg': {'precision': 0.5879817047817049; 'recall': 0.5519953523886594; 'f1-score': 0.5522393948448783; 'support': 26375}; 'weighted avg': {'precision': 0.6879850064025382; 'recall': 0.7333459715639811; 'f1-score': 0.6998649000004936; 'support': 26375}},{'0': {'precision': 0.7826429980276134; 'recall': 0.8920863309352518; 'f1-score': 0.8337886110527423; 'support': 2224}; '1': {'precision': 0.3924050632911392; 'recall': 0.21954674220963172; 'f1-score': 0.28156221616712085; 'support': 706}; 'accuracy': 0.7300341296928328; 'macro avg': {'precision': 0.5875240306593763; 'recall': 0.5558165365724418; 'f1-score': 0.5576754136099316; 'support': 2930}; 'weighted avg': {'precision': 0.6886129700672206; 'recall': 0.7300341296928328; 'f1-score': 0.7007265513977086; 'support': 2930}}
l: 5,1,CNF,9,26375,2930,1648,[16; 17],262,120.718435,0.684642,7,[X0 >= 50.000000 OR X1 == 5 OR X3 == 10 OR X3 == 14 OR X6 == 11 OR X13 == 20 OR X13 == 41],{'0': {'precision': 0.8083951132922628; 'recall': 0.7732720735117858; 'f1-score': 0.7904436163152789; 'support': 20024}; '1': {'precision': 0.37127821631353; 'recall': 0.4221382459455204; 'f1-score': 0.3950781019746537; 'support': 6351}; 'accuracy': 0.6887203791469194; 'macro avg': {'precision': 0.5898366648028963; 'recall': 0.5977051597286531; 'f1-score': 0.5927608591449663; 'support': 26375}; 'weighted avg': {'precision': 0.7031390218150331; 'recall': 0.6887203791469194; 'f1-score': 0.6952410994782245; 'support': 26375}},{'0': {'precision': 0.8037383177570093; 'recall': 0.7733812949640287; 'f1-score': 0.7882676443629697; 'support': 2224}; '1': {'precision': 0.3620253164556962; 'recall': 0.40509915014164305; 'f1-score': 0.38235294117647056; 'support': 706}; 'accuracy': 0.6846416382252559; 'macro avg': {'precision': 0.5828818171063528; 'recall': 0.5892402225528359; 'f1-score': 0.5853102927697201; 'support': 2930}; 'weighted avg': {'precision': 0.6973050826311639; 'recall': 0.6846416382252559; 'f1-score': 0.6904602107624003; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 1648}, (mean val acc cv) 0.726051 (+- 0.027574), (mean training time) 169.962728 (+- 33.626510)
l: 5,1,CNF,0,26374,2931,824,[32; 33],262,85.877937,0.717161,10,[X1 == 2 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 3 OR X6 == 5 OR X6 == 11 OR X13 == 7 OR X13 == 9 OR X13 == 19],{'0': {'precision': 0.790901424287856; 'recall': 0.843080457473905; 'f1-score': 0.8161578069475669; 'support': 20023}; '1': {'precision': 0.3753479125248509; 'recall': 0.29727601952448435; 'f1-score': 0.3317810385730604; 'support': 6351}; 'accuracy': 0.7116478349890043; 'macro avg': {'precision': 0.5831246684063535; 'recall': 0.5701782384991947; 'f1-score': 0.5739694227603136; 'support': 26374}; 'weighted avg': {'precision': 0.6908339201850714; 'recall': 0.7116478349890043; 'f1-score': 0.6995172952335118; 'support': 26374}},{'0': {'precision': 0.79156223893066; 'recall': 0.851685393258427; 'f1-score': 0.8205239229270406; 'support': 2225}; '1': {'precision': 0.3854748603351955; 'recall': 0.29320113314447593; 'f1-score': 0.333065164923572; 'support': 706}; 'accuracy': 0.7171613783691573; 'macro avg': {'precision': 0.5885185496329277; 'recall': 0.5724432632014514; 'f1-score': 0.5767945439253063; 'support': 2931}; 'weighted avg': {'precision': 0.6937465824010122; 'recall': 0.7171613783691573; 'f1-score': 0.7031080637832504; 'support': 2931}}
