l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,284,32,1,[284; 284],564,180.674398,0.781250,1,[X26 < 1.000000],{'0.0': {'precision': 0.8648648648648649; 'recall': 0.6274509803921569; 'f1-score': 0.7272727272727273; 'support': 102}; '1.0': {'precision': 0.819047619047619; 'recall': 0.945054945054945; 'f1-score': 0.8775510204081632; 'support': 182}; 'accuracy': 0.8309859154929577; 'macro avg': {'precision': 0.841956241956242; 'recall': 0.7862529627235509; 'f1-score': 0.8024118738404453; 'support': 284}; 'weighted avg': {'precision': 0.8355031087425454; 'recall': 0.8309859154929577; 'f1-score': 0.8235778306200842; 'support': 284}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.45454545454545453; 'f1-score': 0.5882352941176471; 'support': 11}; '1.0': {'precision': 0.7692307692307693; 'recall': 0.9523809523809523; 'f1-score': 0.8510638297872339; 'support': 21}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.8012820512820513; 'recall': 0.7034632034632035; 'f1-score': 0.7196495619524406; 'support': 32}; 'weighted avg': {'precision': 0.7912660256410257; 'recall': 0.78125; 'f1-score': 0.7607165206508135; 'support': 32}}
l: 5,1,DNF,0,284,32,1,[284; 284],564,30.899860,0.937500,4,[X2 >= 0.328340 AND X3 >= -0.500000 AND X4 >= 0.067040 AND X5 >= -0.227030],{'0.0': {'precision': 0.8910891089108911; 'recall': 0.8823529411764706; 'f1-score': 0.8866995073891626; 'support': 102}; '1.0': {'precision': 0.9344262295081968; 'recall': 0.9395604395604396; 'f1-score': 0.9369863013698629; 'support': 182}; 'accuracy': 0.9190140845070423; 'macro avg': {'precision': 0.9127576692095439; 'recall': 0.9109566903684551; 'f1-score': 0.9118429043795128; 'support': 284}; 'weighted avg': {'precision': 0.9188614890119814; 'recall': 0.9190140845070423; 'f1-score': 0.9189255514190481; 'support': 284}},{'0.0': {'precision': 0.8461538461538461; 'recall': 1.0; 'f1-score': 0.9166666666666666; 'support': 11}; '1.0': {'precision': 1.0; 'recall': 0.9047619047619048; 'f1-score': 0.9500000000000001; 'support': 21}; 'accuracy': 0.9375; 'macro avg': {'precision': 0.9230769230769231; 'recall': 0.9523809523809523; 'f1-score': 0.9333333333333333; 'support': 32}; 'weighted avg': {'precision': 0.9471153846153846; 'recall': 0.9375; 'f1-score': 0.9385416666666667; 'support': 32}}
l: 5,1,DNF,1,284,32,1,[284; 284],564,33.537873,0.812500,5,[X0 AND X2 >= 0.000000 AND X4 >= 0.067040 AND X6 >= 0.037590 AND X17 >= -0.686270],{'0.0': {'precision': 0.9263157894736842; 'recall': 0.8627450980392157; 'f1-score': 0.8934010152284264; 'support': 102}; '1.0': {'precision': 0.9259259259259259; 'recall': 0.9615384615384616; 'f1-score': 0.9433962264150944; 'support': 182}; 'accuracy': 0.926056338028169; 'macro avg': {'precision': 0.926120857699805; 'recall': 0.9121417797888387; 'f1-score': 0.9183986208217604; 'support': 284}; 'weighted avg': {'precision': 0.9260659473409659; 'recall': 0.926056338028169; 'f1-score': 0.9254401998621361; 'support': 284}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.5454545454545454; 'f1-score': 0.6666666666666665; 'support': 11}; '1.0': {'precision': 0.8; 'recall': 0.9523809523809523; 'f1-score': 0.8695652173913043; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8285714285714285; 'recall': 0.7489177489177489; 'f1-score': 0.7681159420289854; 'support': 32}; 'weighted avg': {'precision': 0.8196428571428571; 'recall': 0.8125; 'f1-score': 0.7998188405797101; 'support': 32}}
l: 5,1,DNF,2,284,32,1,[284; 284],564,30.080174,0.875000,3,[X2 >= 0.000000 AND X4 >= 0.067040 AND X26 < 1.000000],{'0.0': {'precision': 0.898989898989899; 'recall': 0.8725490196078431; 'f1-score': 0.8855721393034826; 'support': 102}; '1.0': {'precision': 0.9297297297297298; 'recall': 0.945054945054945; 'f1-score': 0.9373297002724795; 'support': 182}; 'accuracy': 0.9190140845070423; 'macro avg': {'precision': 0.9143598143598144; 'recall': 0.9088019823313941; 'f1-score': 0.911450919787981; 'support': 284}; 'weighted avg': {'precision': 0.9186893679851426; 'recall': 0.9190140845070423; 'f1-score': 0.918740717107558; 'support': 284}},{'0.0': {'precision': 0.7692307692307693; 'recall': 0.9090909090909091; 'f1-score': 0.8333333333333333; 'support': 11}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.8571428571428571; 'f1-score': 0.9; 'support': 21}; 'accuracy': 0.875; 'macro avg': {'precision': 0.8582995951417004; 'recall': 0.8831168831168831; 'f1-score': 0.8666666666666667; 'support': 32}; 'weighted avg': {'precision': 0.8861336032388665; 'recall': 0.875; 'f1-score': 0.8770833333333334; 'support': 32}}
l: 5,1,DNF,3,284,32,1,[284; 284],564,28.575182,0.812500,5,[X2 >= 0.328340 AND X3 >= -0.500000 AND X4 >= 0.067040 AND X5 >= -0.227030 AND X13 >= -0.496390],{'0.0': {'precision': 0.8867924528301887; 'recall': 0.9306930693069307; 'f1-score': 0.9082125603864735; 'support': 101}; '1.0': {'precision': 0.9606741573033708; 'recall': 0.9344262295081968; 'f1-score': 0.9473684210526316; 'support': 183}; 'accuracy': 0.9330985915492958; 'macro avg': {'precision': 0.9237333050667798; 'recall': 0.9325596494075638; 'f1-score': 0.9277904907195526; 'support': 284}; 'weighted avg': {'precision': 0.9343993257829786; 'recall': 0.9330985915492958; 'f1-score': 0.9334432734213571; 'support': 284}},{'0.0': {'precision': 0.75; 'recall': 0.75; 'f1-score': 0.75; 'support': 12}; '1.0': {'precision': 0.85; 'recall': 0.85; 'f1-score': 0.85; 'support': 20}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8; 'recall': 0.8; 'f1-score': 0.8; 'support': 32}; 'weighted avg': {'precision': 0.8125; 'recall': 0.8125; 'f1-score': 0.8125; 'support': 32}}
l: 5,1,DNF,4,284,32,1,[284; 284],564,31.785398,0.875000,4,[X2 >= 0.328340 AND X3 >= -0.500000 AND X4 >= 0.067040 AND X5 >= -0.227030],{'0.0': {'precision': 0.8921568627450981; 'recall': 0.900990099009901; 'f1-score': 0.8965517241379312; 'support': 101}; '1.0': {'precision': 0.945054945054945; 'recall': 0.9398907103825137; 'f1-score': 0.9424657534246575; 'support': 183}; 'accuracy': 0.926056338028169; 'macro avg': {'precision': 0.9186059039000216; 'recall': 0.9204404046962074; 'f1-score': 0.9195087387812944; 'support': 284}; 'weighted avg': {'precision': 0.9262425988813727; 'recall': 0.926056338028169; 'f1-score': 0.9261371725867723; 'support': 284}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.8333333333333334; 'f1-score': 0.8333333333333334; 'support': 12}; '1.0': {'precision': 0.9; 'recall': 0.9; 'f1-score': 0.9; 'support': 20}; 'accuracy': 0.875; 'macro avg': {'precision': 0.8666666666666667; 'recall': 0.8666666666666667; 'f1-score': 0.8666666666666667; 'support': 32}; 'weighted avg': {'precision': 0.875; 'recall': 0.875; 'f1-score': 0.875; 'support': 32}}
l: 5,1,DNF,5,284,32,1,[284; 284],564,30.285055,0.781250,5,[X2 >= 0.328340 AND X4 >= 0.067040 AND X5 >= -0.227030 AND X7 >= -0.672730 AND X13 >= -0.496390],{'0.0': {'precision': 0.9029126213592233; 'recall': 0.9207920792079208; 'f1-score': 0.911764705882353; 'support': 101}; '1.0': {'precision': 0.9558011049723757; 'recall': 0.9453551912568307; 'f1-score': 0.9505494505494505; 'support': 183}; 'accuracy': 0.9366197183098591; 'macro avg': {'precision': 0.9293568631657996; 'recall': 0.9330736352323757; 'f1-score': 0.9311570782159018; 'support': 284}; 'weighted avg': {'precision': 0.936992172419811; 'recall': 0.9366197183098591; 'f1-score': 0.9367562843122079; 'support': 284}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.8333333333333334; 'f1-score': 0.7407407407407408; 'support': 12}; '1.0': {'precision': 0.8823529411764706; 'recall': 0.75; 'f1-score': 0.8108108108108107; 'support': 20}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.7745098039215685; 'recall': 0.7916666666666667; 'f1-score': 0.7757757757757757; 'support': 32}; 'weighted avg': {'precision': 0.8014705882352942; 'recall': 0.78125; 'f1-score': 0.7845345345345345; 'support': 32}}
l: 5,1,DNF,6,285,31,1,[285; 285],564,30.439047,0.903226,6,[X0 AND X2 >= 0.000000 AND X4 >= 0.067040 AND X5 >= -0.227030 AND X6 >= 0.037590 AND X31 < 0.777020],{'0.0': {'precision': 0.8910891089108911; 'recall': 0.8823529411764706; 'f1-score': 0.8866995073891626; 'support': 102}; '1.0': {'precision': 0.9347826086956522; 'recall': 0.9398907103825137; 'f1-score': 0.9373297002724795; 'support': 183}; 'accuracy': 0.9192982456140351; 'macro avg': {'precision': 0.9129358588032717; 'recall': 0.9111218257794922; 'f1-score': 0.912014603830821; 'support': 285}; 'weighted avg': {'precision': 0.9191449350884745; 'recall': 0.9192982456140351; 'f1-score': 0.9192094207142398; 'support': 285}},{'0.0': {'precision': 0.7857142857142857; 'recall': 1.0; 'f1-score': 0.88; 'support': 11}; '1.0': {'precision': 1.0; 'recall': 0.85; 'f1-score': 0.9189189189189189; 'support': 20}; 'accuracy': 0.9032258064516129; 'macro avg': {'precision': 0.8928571428571428; 'recall': 0.925; 'f1-score': 0.8994594594594594; 'support': 31}; 'weighted avg': {'precision': 0.9239631336405529; 'recall': 0.9032258064516129; 'f1-score': 0.9051089799476897; 'support': 31}}
l: 5,1,DNF,7,285,31,1,[285; 285],564,34.936685,0.903226,6,[X0 AND X2 >= 0.000000 AND X4 >= 0.067040 AND X5 >= -0.227030 AND X6 >= 0.037590 AND X31 < 0.777020],{'0.0': {'precision': 0.883495145631068; 'recall': 0.8921568627450981; 'f1-score': 0.8878048780487806; 'support': 102}; '1.0': {'precision': 0.9395604395604396; 'recall': 0.9344262295081968; 'f1-score': 0.9369863013698629; 'support': 183}; 'accuracy': 0.9192982456140351; 'macro avg': {'precision': 0.9115277925957538; 'recall': 0.9132915461266474; 'f1-score': 0.9123955897093218; 'support': 285}; 'weighted avg': {'precision': 0.9194949659436118; 'recall': 0.9192982456140351; 'f1-score': 0.9193845288128438; 'support': 285}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.9090909090909091; 'f1-score': 0.8695652173913043; 'support': 11}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9; 'f1-score': 0.9230769230769231; 'support': 20}; 'accuracy': 0.9032258064516129; 'macro avg': {'precision': 0.8903508771929824; 'recall': 0.9045454545454545; 'f1-score': 0.8963210702341138; 'support': 31}; 'weighted avg': {'precision': 0.9069043576683644; 'recall': 0.9032258064516129; 'f1-score': 0.9040888984788004; 'support': 31}}
l: 5,1,DNF,8,285,31,1,[285; 285],564,31.067634,0.935484,4,[X2 >= 0.328340 AND X3 >= -0.500000 AND X4 >= 0.067040 AND X5 >= -0.227030],{'0.0': {'precision': 0.8761904761904762; 'recall': 0.9019607843137255; 'f1-score': 0.888888888888889; 'support': 102}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.9289617486338798; 'f1-score': 0.9366391184573003; 'support': 183}; 'accuracy': 0.9192982456140351; 'macro avg': {'precision': 0.9103174603174603; 'recall': 0.9154612664738027; 'f1-score': 0.9127640036730946; 'support': 285}; 'weighted avg': {'precision': 0.920016708437761; 'recall': 0.9192982456140351; 'f1-score': 0.9195495626117637; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.8181818181818182; 'f1-score': 0.9; 'support': 11}; '1.0': {'precision': 0.9090909090909091; 'recall': 1.0; 'f1-score': 0.9523809523809523; 'support': 20}; 'accuracy': 0.9354838709677419; 'macro avg': {'precision': 0.9545454545454546; 'recall': 0.9090909090909092; 'f1-score': 0.9261904761904762; 'support': 31}; 'weighted avg': {'precision': 0.9413489736070381; 'recall': 0.9354838709677419; 'f1-score': 0.9337941628264209; 'support': 31}}
l: 5,1,DNF,9,285,31,1,[285; 285],564,37.519224,0.967742,4,[X2 >= 0.328340 AND X3 >= -0.500000 AND X4 >= 0.067040 AND X5 >= -0.227030],{'0.0': {'precision': 0.8823529411764706; 'recall': 0.8823529411764706; 'f1-score': 0.8823529411764706; 'support': 102}; '1.0': {'precision': 0.9344262295081968; 'recall': 0.9344262295081968; 'f1-score': 0.9344262295081968; 'support': 183}; 'accuracy': 0.9157894736842105; 'macro avg': {'precision': 0.9083895853423336; 'recall': 0.9083895853423336; 'f1-score': 0.9083895853423336; 'support': 285}; 'weighted avg': {'precision': 0.9157894736842105; 'recall': 0.9157894736842105; 'f1-score': 0.9157894736842105; 'support': 285}},{'0.0': {'precision': 0.9166666666666666; 'recall': 1.0; 'f1-score': 0.9565217391304348; 'support': 11}; '1.0': {'precision': 1.0; 'recall': 0.95; 'f1-score': 0.9743589743589743; 'support': 20}; 'accuracy': 0.967741935483871; 'macro avg': {'precision': 0.9583333333333333; 'recall': 0.975; 'f1-score': 0.9654403567447045; 'support': 31}; 'weighted avg': {'precision': 0.9704301075268816; 'recall': 0.967741935483871; 'f1-score': 0.9680296328262668; 'support': 31}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'DNF', 'real_partition_size': [285, 285], 'n_partitions': 1}, (mean val acc cv) 0.880343 (+- 0.058374), (mean training time) 31.912613 (+- 2.535607)
l: 5,2,CNF,0,284,32,1,[284; 284],564,1000.753769,0.750000,5,[X6 >= 0.348160 OR X10 < 0.000000] AND [X15 >= 0.402680 OR X26 < 1.000000 OR X33 < -0.018320],{'0.0': {'precision': 0.9240506329113924; 'recall': 0.7156862745098039; 'f1-score': 0.8066298342541436; 'support': 102}; '1.0': {'precision': 0.8585365853658536; 'recall': 0.967032967032967; 'f1-score': 0.9095607235142119; 'support': 182}; 'accuracy': 0.8767605633802817; 'macro avg': {'precision': 0.891293609138623; 'recall': 0.8413596207713855; 'f1-score': 0.8580952788841778; 'support': 284}; 'weighted avg': {'precision': 0.8820662784984062; 'recall': 0.8767605633802817; 'f1-score': 0.8725925872306661; 'support': 284}},{'0.0': {'precision': 0.7142857142857143; 'recall': 0.45454545454545453; 'f1-score': 0.5555555555555556; 'support': 11}; '1.0': {'precision': 0.76; 'recall': 0.9047619047619048; 'f1-score': 0.8260869565217391; 'support': 21}; 'accuracy': 0.75; 'macro avg': {'precision': 0.7371428571428571; 'recall': 0.6796536796536796; 'f1-score': 0.6908212560386473; 'support': 32}; 'weighted avg': {'precision': 0.7442857142857143; 'recall': 0.75; 'f1-score': 0.7330917874396136; 'support': 32}}
l: 5,2,CNF,1,284,32,1,[284; 284],564,1000.636741,0.718750,4,[X2 >= 0.600000 OR X26 < 0.708240] AND [X5 >= 0.222800 OR X14 >= 0.251920],{'0.0': {'precision': 0.961038961038961; 'recall': 0.7254901960784313; 'f1-score': 0.8268156424581006; 'support': 102}; '1.0': {'precision': 0.8647342995169082; 'recall': 0.9835164835164835; 'f1-score': 0.9203084832904884; 'support': 182}; 'accuracy': 0.8908450704225352; 'macro avg': {'precision': 0.9128866302779346; 'recall': 0.8545033397974574; 'f1-score': 0.8735620628742945; 'support': 284}; 'weighted avg': {'precision': 0.8993225934438427; 'recall': 0.8908450704225352; 'f1-score': 0.886730068625335; 'support': 284}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.36363636363636365; 'f1-score': 0.4705882352941177; 'support': 11}; '1.0': {'precision': 0.7307692307692307; 'recall': 0.9047619047619048; 'f1-score': 0.8085106382978723; 'support': 21}; 'accuracy': 0.71875; 'macro avg': {'precision': 0.6987179487179487; 'recall': 0.6341991341991342; 'f1-score': 0.639549436795995; 'support': 32}; 'weighted avg': {'precision': 0.7087339743589743; 'recall': 0.71875; 'f1-score': 0.6923498122653317; 'support': 32}}
