l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,284,32,1,[284; 284],564,191.773295,0.812500,1,[X26 < 1.000000],{'0.0': {'precision': 0.8714285714285714; 'recall': 0.5980392156862745; 'f1-score': 0.7093023255813954; 'support': 102}; '1.0': {'precision': 0.8084112149532711; 'recall': 0.9505494505494505; 'f1-score': 0.8737373737373737; 'support': 182}; 'accuracy': 0.823943661971831; 'macro avg': {'precision': 0.8399198931909213; 'recall': 0.7742943331178624; 'f1-score': 0.7915198496593845; 'support': 284}; 'weighted avg': {'precision': 0.8310442091803156; 'recall': 0.823943661971831; 'f1-score': 0.8146797155968463; 'support': 284}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.5454545454545454; 'f1-score': 0.6666666666666665; 'support': 11}; '1.0': {'precision': 0.8; 'recall': 0.9523809523809523; 'f1-score': 0.8695652173913043; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8285714285714285; 'recall': 0.7489177489177489; 'f1-score': 0.7681159420289854; 'support': 32}; 'weighted avg': {'precision': 0.8196428571428571; 'recall': 0.8125; 'f1-score': 0.7998188405797101; 'support': 32}}
l: 5,1,DNF,0,284,32,1,[284; 284],564,34.173161,0.875000,5,[X2 >= 0.000000 AND X4 >= 0.067040 AND X5 >= -0.227030 AND X13 >= -0.496390 AND X17 >= -0.686270],{'0.0': {'precision': 0.8910891089108911; 'recall': 0.8823529411764706; 'f1-score': 0.8866995073891626; 'support': 102}; '1.0': {'precision': 0.9344262295081968; 'recall': 0.9395604395604396; 'f1-score': 0.9369863013698629; 'support': 182}; 'accuracy': 0.9190140845070423; 'macro avg': {'precision': 0.9127576692095439; 'recall': 0.9109566903684551; 'f1-score': 0.9118429043795128; 'support': 284}; 'weighted avg': {'precision': 0.9188614890119814; 'recall': 0.9190140845070423; 'f1-score': 0.9189255514190481; 'support': 284}},{'0.0': {'precision': 0.8888888888888888; 'recall': 0.7272727272727273; 'f1-score': 0.7999999999999999; 'support': 11}; '1.0': {'precision': 0.8695652173913043; 'recall': 0.9523809523809523; 'f1-score': 0.909090909090909; 'support': 21}; 'accuracy': 0.875; 'macro avg': {'precision': 0.8792270531400965; 'recall': 0.8398268398268398; 'f1-score': 0.8545454545454545; 'support': 32}; 'weighted avg': {'precision': 0.876207729468599; 'recall': 0.875; 'f1-score': 0.8715909090909089; 'support': 32}}
l: 5,1,DNF,1,284,32,1,[284; 284],564,34.551029,0.812500,6,[X2 >= 0.000000 AND X4 >= 0.067040 AND X5 >= -0.227030 AND X6 >= 0.037590 AND X7 >= -0.672730 AND X13 >= -0.496390],{'0.0': {'precision': 0.900990099009901; 'recall': 0.8921568627450981; 'f1-score': 0.8965517241379312; 'support': 102}; '1.0': {'precision': 0.9398907103825137; 'recall': 0.945054945054945; 'f1-score': 0.9424657534246575; 'support': 182}; 'accuracy': 0.926056338028169; 'macro avg': {'precision': 0.9204404046962074; 'recall': 0.9186059039000216; 'f1-score': 0.9195087387812944; 'support': 284}; 'weighted avg': {'precision': 0.9259193640444627; 'recall': 0.926056338028169; 'f1-score': 0.9259755034695657; 'support': 284}},{'0.0': {'precision': 0.6923076923076923; 'recall': 0.8181818181818182; 'f1-score': 0.7500000000000001; 'support': 11}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8095238095238095; 'f1-score': 0.8500000000000001; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.7935222672064777; 'recall': 0.8138528138528138; 'f1-score': 0.8; 'support': 32}; 'weighted avg': {'precision': 0.8251518218623481; 'recall': 0.8125; 'f1-score': 0.815625; 'support': 32}}
l: 5,1,DNF,2,284,32,1,[284; 284],564,36.263748,0.875000,5,[X2 >= 0.000000 AND X4 >= 0.067040 AND X5 >= -0.227030 AND X7 >= -0.672730 AND X13 >= -0.496390],{'0.0': {'precision': 0.9081632653061225; 'recall': 0.8725490196078431; 'f1-score': 0.89; 'support': 102}; '1.0': {'precision': 0.9301075268817204; 'recall': 0.9505494505494505; 'f1-score': 0.9402173913043479; 'support': 182}; 'accuracy': 0.9225352112676056; 'macro avg': {'precision': 0.9191353960939215; 'recall': 0.9115492350786468; 'f1-score': 0.9151086956521739; 'support': 284}; 'weighted avg': {'precision': 0.9222261371609071; 'recall': 0.9225352112676056; 'f1-score': 0.9221815676668709; 'support': 284}},{'0.0': {'precision': 0.8181818181818182; 'recall': 0.8181818181818182; 'f1-score': 0.8181818181818182; 'support': 11}; '1.0': {'precision': 0.9047619047619048; 'recall': 0.9047619047619048; 'f1-score': 0.9047619047619048; 'support': 21}; 'accuracy': 0.875; 'macro avg': {'precision': 0.8614718614718615; 'recall': 0.8614718614718615; 'f1-score': 0.8614718614718615; 'support': 32}; 'weighted avg': {'precision': 0.875; 'recall': 0.875; 'f1-score': 0.875; 'support': 32}}
l: 5,1,DNF,3,284,32,1,[284; 284],564,35.882361,0.906250,5,[X2 >= 0.000000 AND X4 >= 0.067040 AND X5 >= -0.227030 AND X13 >= -0.496390 AND X17 >= -0.686270],{'0.0': {'precision': 0.8969072164948454; 'recall': 0.8613861386138614; 'f1-score': 0.8787878787878788; 'support': 101}; '1.0': {'precision': 0.9251336898395722; 'recall': 0.9453551912568307; 'f1-score': 0.9351351351351352; 'support': 183}; 'accuracy': 0.9154929577464789; 'macro avg': {'precision': 0.9110204531672088; 'recall': 0.903370664935346; 'f1-score': 0.906961506961507; 'support': 284}; 'weighted avg': {'precision': 0.9150954017838773; 'recall': 0.9154929577464789; 'f1-score': 0.9150961460820617; 'support': 284}},{'0.0': {'precision': 0.8461538461538461; 'recall': 0.9166666666666666; 'f1-score': 0.8799999999999999; 'support': 12}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9; 'f1-score': 0.9230769230769231; 'support': 20}; 'accuracy': 0.90625; 'macro avg': {'precision': 0.8967611336032388; 'recall': 0.9083333333333333; 'f1-score': 0.9015384615384615; 'support': 32}; 'weighted avg': {'precision': 0.909412955465587; 'recall': 0.90625; 'f1-score': 0.9069230769230769; 'support': 32}}
l: 5,1,DNF,4,284,32,1,[284; 284],564,32.985872,0.843750,3,[X2 >= 0.000000 AND X4 >= 0.067040 AND X26 < 1.000000],{'0.0': {'precision': 0.8979591836734694; 'recall': 0.8712871287128713; 'f1-score': 0.8844221105527638; 'support': 101}; '1.0': {'precision': 0.9301075268817204; 'recall': 0.9453551912568307; 'f1-score': 0.9376693766937669; 'support': 183}; 'accuracy': 0.9190140845070423; 'macro avg': {'precision': 0.9140333552775949; 'recall': 0.908321159984851; 'f1-score': 0.9110457436232653; 'support': 284}; 'weighted avg': {'precision': 0.9186744893323072; 'recall': 0.9190140845070423; 'f1-score': 0.9187328489464383; 'support': 284}},{'0.0': {'precision': 0.8181818181818182; 'recall': 0.75; 'f1-score': 0.7826086956521738; 'support': 12}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9; 'f1-score': 0.8780487804878048; 'support': 20}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.8376623376623377; 'recall': 0.825; 'f1-score': 0.8303287380699893; 'support': 32}; 'weighted avg': {'precision': 0.8425324675324675; 'recall': 0.84375; 'f1-score': 0.8422587486744432; 'support': 32}}
l: 5,1,DNF,5,284,32,1,[284; 284],564,30.109125,0.812500,5,[X0 AND X4 >= 0.067040 AND X6 >= 0.037590 AND X7 >= -0.672730 AND X17 >= -0.686270],{'0.0': {'precision': 0.9247311827956989; 'recall': 0.8514851485148515; 'f1-score': 0.8865979381443299; 'support': 101}; '1.0': {'precision': 0.9214659685863874; 'recall': 0.9617486338797814; 'f1-score': 0.9411764705882353; 'support': 183}; 'accuracy': 0.9225352112676056; 'macro avg': {'precision': 0.9230985756910431; 'recall': 0.9066168911973165; 'f1-score': 0.9138872043662826; 'support': 284}; 'weighted avg': {'precision': 0.9226271891326565; 'recall': 0.9225352112676056; 'f1-score': 0.9217664995430435; 'support': 284}},{'0.0': {'precision': 0.7142857142857143; 'recall': 0.8333333333333334; 'f1-score': 0.7692307692307692; 'support': 12}; '1.0': {'precision': 0.8888888888888888; 'recall': 0.8; 'f1-score': 0.8421052631578948; 'support': 20}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8015873015873016; 'recall': 0.8166666666666667; 'f1-score': 0.8056680161943319; 'support': 32}; 'weighted avg': {'precision': 0.8234126984126984; 'recall': 0.8125; 'f1-score': 0.8147773279352227; 'support': 32}}
l: 5,1,DNF,6,285,31,1,[285; 285],564,39.131489,0.870968,3,[X2 >= 0.000000 AND X4 >= 0.067040 AND X26 < 1.000000],{'0.0': {'precision': 0.8979591836734694; 'recall': 0.8627450980392157; 'f1-score': 0.8799999999999999; 'support': 102}; '1.0': {'precision': 0.9251336898395722; 'recall': 0.9453551912568307; 'f1-score': 0.9351351351351352; 'support': 183}; 'accuracy': 0.9157894736842105; 'macro avg': {'precision': 0.9115464367565208; 'recall': 0.9040501446480231; 'f1-score': 0.9075675675675676; 'support': 285}; 'weighted avg': {'precision': 0.9154080771064407; 'recall': 0.9157894736842105; 'f1-score': 0.9154025604551922; 'support': 285}},{'0.0': {'precision': 0.8181818181818182; 'recall': 0.8181818181818182; 'f1-score': 0.8181818181818182; 'support': 11}; '1.0': {'precision': 0.9; 'recall': 0.9; 'f1-score': 0.9; 'support': 20}; 'accuracy': 0.8709677419354839; 'macro avg': {'precision': 0.8590909090909091; 'recall': 0.8590909090909091; 'f1-score': 0.8590909090909091; 'support': 31}; 'weighted avg': {'precision': 0.8709677419354839; 'recall': 0.8709677419354839; 'f1-score': 0.8709677419354839; 'support': 31}}
l: 5,1,DNF,7,285,31,1,[285; 285],564,39.442009,0.903226,5,[X2 >= 0.000000 AND X5 >= -0.227030 AND X6 >= 0.037590 AND X7 >= -0.672730 AND X13 >= -0.496390],{'0.0': {'precision': 0.8823529411764706; 'recall': 0.8823529411764706; 'f1-score': 0.8823529411764706; 'support': 102}; '1.0': {'precision': 0.9344262295081968; 'recall': 0.9344262295081968; 'f1-score': 0.9344262295081968; 'support': 183}; 'accuracy': 0.9157894736842105; 'macro avg': {'precision': 0.9083895853423336; 'recall': 0.9083895853423336; 'f1-score': 0.9083895853423336; 'support': 285}; 'weighted avg': {'precision': 0.9157894736842105; 'recall': 0.9157894736842105; 'f1-score': 0.9157894736842105; 'support': 285}},{'0.0': {'precision': 0.9; 'recall': 0.8181818181818182; 'f1-score': 0.8571428571428572; 'support': 11}; '1.0': {'precision': 0.9047619047619048; 'recall': 0.95; 'f1-score': 0.9268292682926829; 'support': 20}; 'accuracy': 0.9032258064516129; 'macro avg': {'precision': 0.9023809523809524; 'recall': 0.884090909090909; 'f1-score': 0.89198606271777; 'support': 31}; 'weighted avg': {'precision': 0.9030721966205837; 'recall': 0.9032258064516129; 'f1-score': 0.9021018320782285; 'support': 31}}
l: 5,1,DNF,8,285,31,1,[285; 285],564,34.265053,0.903226,5,[X2 >= 0.000000 AND X4 >= 0.067040 AND X5 >= -0.227030 AND X7 >= -0.672730 AND X13 >= -0.496390],{'0.0': {'precision': 0.8910891089108911; 'recall': 0.8823529411764706; 'f1-score': 0.8866995073891626; 'support': 102}; '1.0': {'precision': 0.9347826086956522; 'recall': 0.9398907103825137; 'f1-score': 0.9373297002724795; 'support': 183}; 'accuracy': 0.9192982456140351; 'macro avg': {'precision': 0.9129358588032717; 'recall': 0.9111218257794922; 'f1-score': 0.912014603830821; 'support': 285}; 'weighted avg': {'precision': 0.9191449350884745; 'recall': 0.9192982456140351; 'f1-score': 0.9192094207142398; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.7272727272727273; 'f1-score': 0.8421052631578948; 'support': 11}; '1.0': {'precision': 0.8695652173913043; 'recall': 1.0; 'f1-score': 0.9302325581395349; 'support': 20}; 'accuracy': 0.9032258064516129; 'macro avg': {'precision': 0.9347826086956521; 'recall': 0.8636363636363636; 'f1-score': 0.8861689106487148; 'support': 31}; 'weighted avg': {'precision': 0.9158485273492286; 'recall': 0.9032258064516129; 'f1-score': 0.8989615825008884; 'support': 31}}
l: 5,1,DNF,9,285,31,1,[285; 285],564,35.535714,0.967742,5,[X2 >= 0.000000 AND X4 >= 0.067040 AND X5 >= -0.227030 AND X7 >= -0.672730 AND X13 >= -0.496390],{'0.0': {'precision': 0.8969072164948454; 'recall': 0.8529411764705882; 'f1-score': 0.8743718592964823; 'support': 102}; '1.0': {'precision': 0.9202127659574468; 'recall': 0.9453551912568307; 'f1-score': 0.9326145552560647; 'support': 183}; 'accuracy': 0.9122807017543859; 'macro avg': {'precision': 0.9085599912261462; 'recall': 0.8991481838637094; 'f1-score': 0.9034932072762736; 'support': 285}; 'weighted avg': {'precision': 0.9118718324655685; 'recall': 0.9122807017543859; 'f1-score': 0.9117698009126352; 'support': 285}},{'0.0': {'precision': 0.9166666666666666; 'recall': 1.0; 'f1-score': 0.9565217391304348; 'support': 11}; '1.0': {'precision': 1.0; 'recall': 0.95; 'f1-score': 0.9743589743589743; 'support': 20}; 'accuracy': 0.967741935483871; 'macro avg': {'precision': 0.9583333333333333; 'recall': 0.975; 'f1-score': 0.9654403567447045; 'support': 31}; 'weighted avg': {'precision': 0.9704301075268816; 'recall': 0.967741935483871; 'f1-score': 0.9680296328262668; 'support': 31}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'DNF', 'real_partition_size': [285, 285], 'n_partitions': 1}, (mean val acc cv) 0.877016 (+- 0.044649), (mean training time) 35.233956 (+- 2.613784)
l: 5,2,CNF,0,284,32,1,[284; 284],564,1000.498791,0.718750,8,[X7 >= 0.090910 OR X21 < -0.145500 OR X26 < 1.000000] AND [X3 >= 0.291670 OR X13 >= 0.525170 OR X14 >= 0.251920 OR X18 < -0.128080 OR X33 < 0.000000],{'0.0': {'precision': 0.9666666666666667; 'recall': 0.5686274509803921; 'f1-score': 0.7160493827160493; 'support': 102}; '1.0': {'precision': 0.8035714285714286; 'recall': 0.989010989010989; 'f1-score': 0.8866995073891626; 'support': 182}; 'accuracy': 0.8380281690140845; 'macro avg': {'precision': 0.8851190476190476; 'recall': 0.7788192199956906; 'f1-score': 0.8013744450526059; 'support': 284}; 'weighted avg': {'precision': 0.8621478873239437; 'recall': 0.8380281690140845; 'f1-score': 0.825409673879805; 'support': 284}},{'0.0': {'precision': 0.75; 'recall': 0.2727272727272727; 'f1-score': 0.39999999999999997; 'support': 11}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.9523809523809523; 'f1-score': 0.8163265306122449; 'support': 21}; 'accuracy': 0.71875; 'macro avg': {'precision': 0.7321428571428572; 'recall': 0.6125541125541125; 'f1-score': 0.6081632653061224; 'support': 32}; 'weighted avg': {'precision': 0.7265625; 'recall': 0.71875; 'f1-score': 0.6732142857142857; 'support': 32}}
l: 5,2,CNF,1,284,32,1,[284; 284],564,1000.578500,0.781250,4,[X5 >= 0.222800 OR X14 >= 0.251920] AND [X26 < 1.000000 OR X30 >= 0.935700],{'0.0': {'precision': 0.971830985915493; 'recall': 0.6764705882352942; 'f1-score': 0.7976878612716763; 'support': 102}; '1.0': {'precision': 0.8450704225352113; 'recall': 0.989010989010989; 'f1-score': 0.9113924050632911; 'support': 182}; 'accuracy': 0.8767605633802817; 'macro avg': {'precision': 0.9084507042253521; 'recall': 0.8327407886231416; 'f1-score': 0.8545401331674838; 'support': 284}; 'weighted avg': {'precision': 0.8905971037492562; 'recall': 0.8767605633802817; 'f1-score': 0.8705548576451759; 'support': 284}},{'0.0': {'precision': 0.7; 'recall': 0.6363636363636364; 'f1-score': 0.6666666666666666; 'support': 11}; '1.0': {'precision': 0.8181818181818182; 'recall': 0.8571428571428571; 'f1-score': 0.8372093023255814; 'support': 21}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.759090909090909; 'recall': 0.7467532467532467; 'f1-score': 0.751937984496124; 'support': 32}; 'weighted avg': {'precision': 0.7775568181818182; 'recall': 0.78125; 'f1-score': 0.7785852713178294; 'support': 32}}
