lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,284,32,35,[8; 9],564,1.033669,0.625000,1,[X3 < 0.496380],{'0.0': {'precision': 0.7741935483870968; 'recall': 0.23300970873786409; 'f1-score': 0.3582089552238806; 'support': 103}; '1.0': {'precision': 0.6877470355731226; 'recall': 0.9613259668508287; 'f1-score': 0.8018433179723503; 'support': 181}; 'accuracy': 0.6971830985915493; 'macro avg': {'precision': 0.7309702919801097; 'recall': 0.5971678377943463; 'f1-score': 0.5800261365981154; 'support': 284}; 'weighted avg': {'precision': 0.7190991159246696; 'recall': 0.6971830985915493; 'f1-score': 0.6409477568347012; 'support': 284}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.09090909090909091; 'f1-score': 0.14285714285714288; 'support': 11}; '1.0': {'precision': 0.6551724137931034; 'recall': 0.9047619047619048; 'f1-score': 0.7599999999999999; 'support': 21}; 'accuracy': 0.625; 'macro avg': {'precision': 0.49425287356321834; 'recall': 0.49783549783549785; 'f1-score': 0.4514285714285714; 'support': 32}; 'weighted avg': {'precision': 0.5445402298850575; 'recall': 0.625; 'f1-score': 0.5478571428571428; 'support': 32}}
5,1,CNF,1,284,32,17,[16; 17],564,0.697969,0.718750,1,[X2 >= 0.600000],{'0.0': {'precision': 0.6956521739130435; 'recall': 0.6213592233009708; 'f1-score': 0.6564102564102563; 'support': 103}; '1.0': {'precision': 0.796875; 'recall': 0.8453038674033149; 'f1-score': 0.8203753351206434; 'support': 181}; 'accuracy': 0.7640845070422535; 'macro avg': {'precision': 0.7462635869565217; 'recall': 0.7333315453521428; 'f1-score': 0.7383927957654499; 'support': 284}; 'weighted avg': {'precision': 0.7601639046233925; 'recall': 0.7640845070422535; 'f1-score': 0.7609091269968059; 'support': 284}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.36363636363636365; 'f1-score': 0.4705882352941177; 'support': 11}; '1.0': {'precision': 0.7307692307692307; 'recall': 0.9047619047619048; 'f1-score': 0.8085106382978723; 'support': 21}; 'accuracy': 0.71875; 'macro avg': {'precision': 0.6987179487179487; 'recall': 0.6341991341991342; 'f1-score': 0.639549436795995; 'support': 32}; 'weighted avg': {'precision': 0.7087339743589743; 'recall': 0.71875; 'f1-score': 0.6923498122653317; 'support': 32}}
5,1,CNF,2,284,32,17,[16; 17],564,0.677035,0.625000,3,[X6 < 1.000000 OR X21 < -0.021790 OR X29 >= 0.015470],{'0.0': {'precision': 0.8571428571428571; 'recall': 0.11764705882352941; 'f1-score': 0.2068965517241379; 'support': 102}; '1.0': {'precision': 0.6666666666666666; 'recall': 0.989010989010989; 'f1-score': 0.7964601769911505; 'support': 182}; 'accuracy': 0.676056338028169; 'macro avg': {'precision': 0.7619047619047619; 'recall': 0.5533290239172592; 'f1-score': 0.5016783643576441; 'support': 284}; 'weighted avg': {'precision': 0.7350771294433266; 'recall': 0.676056338028169; 'f1-score': 0.5847154946769416; 'support': 284}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 12}; '1.0': {'precision': 0.625; 'recall': 1.0; 'f1-score': 0.7692307692307693; 'support': 20}; 'accuracy': 0.625; 'macro avg': {'precision': 0.3125; 'recall': 0.5; 'f1-score': 0.38461538461538464; 'support': 32}; 'weighted avg': {'precision': 0.390625; 'recall': 0.625; 'f1-score': 0.4807692307692308; 'support': 32}}
5,1,CNF,3,284,32,17,[16; 17],564,0.762971,0.718750,3,[X9 >= 0.018290 OR X25 >= 0.657080 OR X29 >= 0.015470],{'0.0': {'precision': 0.4; 'recall': 0.3137254901960784; 'f1-score': 0.3516483516483516; 'support': 102}; '1.0': {'precision': 0.6568627450980392; 'recall': 0.7362637362637363; 'f1-score': 0.6943005181347152; 'support': 182}; 'accuracy': 0.5845070422535211; 'macro avg': {'precision': 0.5284313725490196; 'recall': 0.5249946132299074; 'f1-score': 0.5229744348915334; 'support': 284}; 'weighted avg': {'precision': 0.5646092239712787; 'recall': 0.5845070422535211; 'f1-score': 0.5712353034107396; 'support': 284}},{'0.0': {'precision': 0.6153846153846154; 'recall': 0.6666666666666666; 'f1-score': 0.64; 'support': 12}; '1.0': {'precision': 0.7894736842105263; 'recall': 0.75; 'f1-score': 0.7692307692307692; 'support': 20}; 'accuracy': 0.71875; 'macro avg': {'precision': 0.7024291497975709; 'recall': 0.7083333333333333; 'f1-score': 0.7046153846153846; 'support': 32}; 'weighted avg': {'precision': 0.7241902834008098; 'recall': 0.71875; 'f1-score': 0.7207692307692307; 'support': 32}}
5,1,CNF,4,284,32,17,[16; 17],564,0.801901,0.687500,3,[X5 >= 0.022800 OR X18 >= 0.576190 OR X31 >= 0.324920],{'0.0': {'precision': 0.7692307692307693; 'recall': 0.39215686274509803; 'f1-score': 0.5194805194805195; 'support': 102}; '1.0': {'precision': 0.7327586206896551; 'recall': 0.9340659340659341; 'f1-score': 0.8212560386473431; 'support': 182}; 'accuracy': 0.7394366197183099; 'macro avg': {'precision': 0.7509946949602122; 'recall': 0.663111398405516; 'f1-score': 0.6703682790639314; 'support': 284}; 'weighted avg': {'precision': 0.7458577726304779; 'recall': 0.7394366197183099; 'f1-score': 0.7128718733127798; 'support': 284}},{'0.0': {'precision': 0.75; 'recall': 0.25; 'f1-score': 0.375; 'support': 12}; '1.0': {'precision': 0.6785714285714286; 'recall': 0.95; 'f1-score': 0.7916666666666667; 'support': 20}; 'accuracy': 0.6875; 'macro avg': {'precision': 0.7142857142857143; 'recall': 0.6; 'f1-score': 0.5833333333333334; 'support': 32}; 'weighted avg': {'precision': 0.7053571428571429; 'recall': 0.6875; 'f1-score': 0.6354166666666667; 'support': 32}}
5,1,CNF,5,284,32,17,[16; 17],564,0.930209,0.625000,3,[X14 < -0.824170 OR X17 >= 0.367500 OR X18 >= 0.360870],{'0.0': {'precision': 0.6428571428571429; 'recall': 0.4411764705882353; 'f1-score': 0.5232558139534883; 'support': 102}; '1.0': {'precision': 0.7336448598130841; 'recall': 0.8626373626373627; 'f1-score': 0.7929292929292929; 'support': 182}; 'accuracy': 0.7112676056338029; 'macro avg': {'precision': 0.6882510013351135; 'recall': 0.651906916612799; 'f1-score': 0.6580925534413906; 'support': 284}; 'weighted avg': {'precision': 0.7010380037232743; 'recall': 0.7112676056338029; 'f1-score': 0.696074733578828; 'support': 284}},{'0.0': {'precision': 0.5; 'recall': 0.16666666666666666; 'f1-score': 0.25; 'support': 12}; '1.0': {'precision': 0.6428571428571429; 'recall': 0.9; 'f1-score': 0.75; 'support': 20}; 'accuracy': 0.625; 'macro avg': {'precision': 0.5714285714285714; 'recall': 0.5333333333333333; 'f1-score': 0.5; 'support': 32}; 'weighted avg': {'precision': 0.5892857142857143; 'recall': 0.625; 'f1-score': 0.5625; 'support': 32}}
5,1,CNF,6,285,31,17,[16; 17],564,0.817789,0.709677,2,[X12 >= 0.000000 OR X26 < 0.708240],{'0.0': {'precision': 0.7837837837837838; 'recall': 0.2815533980582524; 'f1-score': 0.4142857142857143; 'support': 103}; '1.0': {'precision': 0.7016129032258065; 'recall': 0.9560439560439561; 'f1-score': 0.8093023255813954; 'support': 182}; 'accuracy': 0.712280701754386; 'macro avg': {'precision': 0.7426983435047951; 'recall': 0.6187986770511043; 'f1-score': 0.6117940199335549; 'support': 285}; 'weighted avg': {'precision': 0.7313097477783387; 'recall': 0.712280701754386; 'f1-score': 0.6665419362359387; 'support': 285}},{'0.0': {'precision': 0.75; 'recall': 0.2727272727272727; 'f1-score': 0.39999999999999997; 'support': 11}; '1.0': {'precision': 0.7037037037037037; 'recall': 0.95; 'f1-score': 0.8085106382978724; 'support': 20}; 'accuracy': 0.7096774193548387; 'macro avg': {'precision': 0.7268518518518519; 'recall': 0.6113636363636363; 'f1-score': 0.6042553191489362; 'support': 31}; 'weighted avg': {'precision': 0.720131421744325; 'recall': 0.7096774193548387; 'f1-score': 0.6635552505147564; 'support': 31}}
5,1,CNF,7,285,31,17,[16; 17],564,0.780609,0.741935,2,[X23 >= 0.020990 OR X33 < -0.018320],{'0.0': {'precision': 0.5353535353535354; 'recall': 0.5145631067961165; 'f1-score': 0.5247524752475249; 'support': 103}; '1.0': {'precision': 0.7311827956989247; 'recall': 0.7472527472527473; 'f1-score': 0.7391304347826086; 'support': 182}; 'accuracy': 0.6631578947368421; 'macro avg': {'precision': 0.63326816552623; 'recall': 0.6309079270244319; 'f1-score': 0.6319414550150668; 'support': 285}; 'weighted avg': {'precision': 0.6604094138898894; 'recall': 0.6631578947368421; 'f1-score': 0.6616534880032625; 'support': 285}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.5454545454545454; 'f1-score': 0.6; 'support': 11}; '1.0': {'precision': 0.7727272727272727; 'recall': 0.85; 'f1-score': 0.8095238095238095; 'support': 20}; 'accuracy': 0.7419354838709677; 'macro avg': {'precision': 0.7196969696969697; 'recall': 0.6977272727272728; 'f1-score': 0.7047619047619047; 'support': 31}; 'weighted avg': {'precision': 0.7350928641251221; 'recall': 0.7419354838709677; 'f1-score': 0.7351766513056835; 'support': 31}}
5,1,CNF,8,285,31,17,[16; 17],564,0.854450,0.612903,3,[X8 < 0.526320 OR X9 < 0.018290 OR X33 < -0.018320],{'0.0': {'precision': 0.3269230769230769; 'recall': 0.1650485436893204; 'f1-score': 0.21935483870967742; 'support': 103}; '1.0': {'precision': 0.630901287553648; 'recall': 0.8076923076923077; 'f1-score': 0.7084337349397591; 'support': 182}; 'accuracy': 0.5754385964912281; 'macro avg': {'precision': 0.4789121822383625; 'recall': 0.48637042569081407; 'f1-score': 0.4638942868247183; 'support': 285}; 'weighted avg': {'precision': 0.5210424956415469; 'recall': 0.5754385964912281; 'f1-score': 0.531678905775905; 'support': 285}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.2727272727272727; 'f1-score': 0.33333333333333326; 'support': 11}; '1.0': {'precision': 0.6666666666666666; 'recall': 0.8; 'f1-score': 0.7272727272727272; 'support': 20}; 'accuracy': 0.6129032258064516; 'macro avg': {'precision': 0.5476190476190476; 'recall': 0.5363636363636364; 'f1-score': 0.5303030303030303; 'support': 31}; 'weighted avg': {'precision': 0.5821812596006144; 'recall': 0.6129032258064516; 'f1-score': 0.587487781036168; 'support': 31}}
5,1,CNF,9,285,31,17,[16; 17],564,0.718102,0.612903,2,[X11 >= 0.351470 OR X23 >= -0.503330],{'0.0': {'precision': 0.6764705882352942; 'recall': 0.22330097087378642; 'f1-score': 0.33576642335766427; 'support': 103}; '1.0': {'precision': 0.6812749003984063; 'recall': 0.9395604395604396; 'f1-score': 0.789838337182448; 'support': 182}; 'accuracy': 0.6807017543859649; 'macro avg': {'precision': 0.6788727443168503; 'recall': 0.581430705217113; 'f1-score': 0.5628023802700561; 'support': 285}; 'weighted avg': {'precision': 0.679538605125422; 'recall': 0.6807017543859649; 'f1-score': 0.6257351542913857; 'support': 285}},{'0.0': {'precision': 0.4; 'recall': 0.18181818181818182; 'f1-score': 0.25000000000000006; 'support': 11}; '1.0': {'precision': 0.6538461538461539; 'recall': 0.85; 'f1-score': 0.7391304347826088; 'support': 20}; 'accuracy': 0.6129032258064516; 'macro avg': {'precision': 0.5269230769230769; 'recall': 0.5159090909090909; 'f1-score': 0.49456521739130443; 'support': 31}; 'weighted avg': {'precision': 0.563771712158809; 'recall': 0.6129032258064516; 'f1-score': 0.5655680224403927; 'support': 31}}
5,1,CNF,0,284,32,8,[35; 36],564,0.564125,0.656250,4,[X6 < 0.000000 OR X8 >= 0.809790 OR X9 >= 0.096100 OR X11 >= 0.028250],{'0.0': {'precision': 0.6226415094339622; 'recall': 0.32038834951456313; 'f1-score': 0.42307692307692313; 'support': 103}; '1.0': {'precision': 0.696969696969697; 'recall': 0.8895027624309392; 'f1-score': 0.7815533980582524; 'support': 181}; 'accuracy': 0.6830985915492958; 'macro avg': {'precision': 0.6598056032018296; 'recall': 0.6049455559727511; 'f1-score': 0.6023151605675878; 'support': 284}; 'weighted avg': {'precision': 0.6700126430394834; 'recall': 0.6830985915492958; 'f1-score': 0.651542563822066; 'support': 284}},{'0.0': {'precision': 0.5; 'recall': 0.36363636363636365; 'f1-score': 0.4210526315789474; 'support': 11}; '1.0': {'precision': 0.7083333333333334; 'recall': 0.8095238095238095; 'f1-score': 0.7555555555555556; 'support': 21}; 'accuracy': 0.65625; 'macro avg': {'precision': 0.6041666666666667; 'recall': 0.5865800865800865; 'f1-score': 0.5883040935672516; 'support': 32}; 'weighted avg': {'precision': 0.63671875; 'recall': 0.65625; 'f1-score': 0.6405701754385966; 'support': 32}}
5,1,CNF,1,284,32,8,[35; 36],564,0.542280,0.687500,3,[X9 < -0.073980 OR X15 >= 0.402680 OR X30 >= 0.251640],{'0.0': {'precision': 0.7868852459016393; 'recall': 0.46601941747572817; 'f1-score': 0.5853658536585367; 'support': 103}; '1.0': {'precision': 0.7533632286995515; 'recall': 0.9281767955801105; 'f1-score': 0.8316831683168316; 'support': 181}; 'accuracy': 0.7605633802816901; 'macro avg': {'precision': 0.7701242373005954; 'recall': 0.6970981065279194; 'f1-score': 0.7085245109876841; 'support': 284}; 'weighted avg': {'precision': 0.7655208616989003; 'recall': 0.7605633802816901; 'f1-score': 0.7423497760287882; 'support': 284}},{'0.0': {'precision': 0.5555555555555556; 'recall': 0.45454545454545453; 'f1-score': 0.5; 'support': 11}; '1.0': {'precision': 0.7391304347826086; 'recall': 0.8095238095238095; 'f1-score': 0.7727272727272727; 'support': 21}; 'accuracy': 0.6875; 'macro avg': {'precision': 0.6473429951690821; 'recall': 0.6320346320346321; 'f1-score': 0.6363636363636364; 'support': 32}; 'weighted avg': {'precision': 0.6760265700483091; 'recall': 0.6875; 'f1-score': 0.6789772727272727; 'support': 32}}
5,1,CNF,2,284,32,8,[35; 36],564,0.580192,0.750000,2,[X2 >= 0.749160 OR X33 >= 0.093750],{'0.0': {'precision': 0.6235294117647059; 'recall': 0.5196078431372549; 'f1-score': 0.5668449197860963; 'support': 102}; '1.0': {'precision': 0.7537688442211056; 'recall': 0.8241758241758241; 'f1-score': 0.7874015748031495; 'support': 182}; 'accuracy': 0.7147887323943662; 'macro avg': {'precision': 0.6886491279929057; 'recall': 0.6718918336565396; 'f1-score': 0.6771232472946229; 'support': 284}; 'weighted avg': {'precision': 0.7069927100290184; 'recall': 0.7147887323943662; 'f1-score': 0.7081875649026586; 'support': 284}},{'0.0': {'precision': 0.7; 'recall': 0.5833333333333334; 'f1-score': 0.6363636363636365; 'support': 12}; '1.0': {'precision': 0.7727272727272727; 'recall': 0.85; 'f1-score': 0.8095238095238095; 'support': 20}; 'accuracy': 0.75; 'macro avg': {'precision': 0.7363636363636363; 'recall': 0.7166666666666667; 'f1-score': 0.722943722943723; 'support': 32}; 'weighted avg': {'precision': 0.7454545454545454; 'recall': 0.75; 'f1-score': 0.7445887445887446; 'support': 32}}
