lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,284,32,35,[8; 9],564,1.117079,0.718750,1,[X17 >= -0.686270],{'0.0': {'precision': 0.8928571428571429; 'recall': 0.24271844660194175; 'f1-score': 0.3816793893129771; 'support': 103}; '1.0': {'precision': 0.6953125; 'recall': 0.9834254143646409; 'f1-score': 0.8146453089244852; 'support': 181}; 'accuracy': 0.7147887323943662; 'macro avg': {'precision': 0.7940848214285714; 'recall': 0.6130719304832913; 'f1-score': 0.5981623491187311; 'support': 284}; 'weighted avg': {'precision': 0.7669572120221329; 'recall': 0.7147887323943662; 'f1-score': 0.6576189366710157; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.18181818181818182; 'f1-score': 0.3076923076923077; 'support': 11}; '1.0': {'precision': 0.7; 'recall': 1.0; 'f1-score': 0.8235294117647058; 'support': 21}; 'accuracy': 0.71875; 'macro avg': {'precision': 0.85; 'recall': 0.5909090909090909; 'f1-score': 0.5656108597285068; 'support': 32}; 'weighted avg': {'precision': 0.803125; 'recall': 0.71875; 'f1-score': 0.6462104072398189; 'support': 32}}
5,1,CNF,1,284,32,17,[16; 17],564,0.707487,0.812500,3,[X17 >= 0.027780 OR X21 < -0.346910 OR X32 >= 0.409560],{'0.0': {'precision': 0.8035714285714286; 'recall': 0.4368932038834951; 'f1-score': 0.5660377358490566; 'support': 103}; '1.0': {'precision': 0.7456140350877193; 'recall': 0.9392265193370166; 'f1-score': 0.8312958435207825; 'support': 181}; 'accuracy': 0.7570422535211268; 'macro avg': {'precision': 0.774592731829574; 'recall': 0.6880598616102559; 'f1-score': 0.6986667896849195; 'support': 284}; 'weighted avg': {'precision': 0.7666337939920222; 'recall': 0.7570422535211268; 'f1-score': 0.7350930791187129; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.45454545454545453; 'f1-score': 0.625; 'support': 11}; '1.0': {'precision': 0.7777777777777778; 'recall': 1.0; 'f1-score': 0.8750000000000001; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8888888888888888; 'recall': 0.7272727272727273; 'f1-score': 0.75; 'support': 32}; 'weighted avg': {'precision': 0.8541666666666666; 'recall': 0.8125; 'f1-score': 0.7890625000000001; 'support': 32}}
5,1,CNF,2,284,32,17,[16; 17],564,0.774882,0.781250,1,[X26 < 1.000000],{'0.0': {'precision': 0.8378378378378378; 'recall': 0.6078431372549019; 'f1-score': 0.7045454545454545; 'support': 102}; '1.0': {'precision': 0.8095238095238095; 'recall': 0.9340659340659341; 'f1-score': 0.8673469387755102; 'support': 182}; 'accuracy': 0.8169014084507042; 'macro avg': {'precision': 0.8236808236808237; 'recall': 0.7709545356604179; 'f1-score': 0.7859461966604824; 'support': 284}; 'weighted avg': {'precision': 0.8196929323689888; 'recall': 0.8169014084507042; 'f1-score': 0.8088759831717578; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.4166666666666667; 'f1-score': 0.5882352941176471; 'support': 12}; '1.0': {'precision': 0.7407407407407407; 'recall': 1.0; 'f1-score': 0.851063829787234; 'support': 20}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.8703703703703703; 'recall': 0.7083333333333334; 'f1-score': 0.7196495619524406; 'support': 32}; 'weighted avg': {'precision': 0.8379629629629629; 'recall': 0.78125; 'f1-score': 0.7525031289111389; 'support': 32}}
5,1,CNF,3,284,32,17,[16; 17],564,0.792439,0.687500,2,[X28 < 0.948490 OR X33 < 0.000000],{'0.0': {'precision': 0.6111111111111112; 'recall': 0.21568627450980393; 'f1-score': 0.31884057971014496; 'support': 102}; '1.0': {'precision': 0.6774193548387096; 'recall': 0.9230769230769231; 'f1-score': 0.7813953488372093; 'support': 182}; 'accuracy': 0.6690140845070423; 'macro avg': {'precision': 0.6442652329749103; 'recall': 0.5693815987933635; 'f1-score': 0.5501179642736771; 'support': 284}; 'weighted avg': {'precision': 0.6536044222323186; 'recall': 0.6690140845070423; 'f1-score': 0.615266523305658; 'support': 284}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.3333333333333333; 'f1-score': 0.4444444444444444; 'support': 12}; '1.0': {'precision': 0.6923076923076923; 'recall': 0.9; 'f1-score': 0.7826086956521738; 'support': 20}; 'accuracy': 0.6875; 'macro avg': {'precision': 0.6794871794871795; 'recall': 0.6166666666666667; 'f1-score': 0.6135265700483091; 'support': 32}; 'weighted avg': {'precision': 0.6826923076923077; 'recall': 0.6875; 'f1-score': 0.6557971014492753; 'support': 32}}
5,1,CNF,4,284,32,17,[16; 17],564,0.740892,0.593750,2,[X2 >= 0.749160 OR X6 >= 0.839040],{'0.0': {'precision': 0.5520833333333334; 'recall': 0.5196078431372549; 'f1-score': 0.5353535353535354; 'support': 102}; '1.0': {'precision': 0.7393617021276596; 'recall': 0.7637362637362637; 'f1-score': 0.7513513513513513; 'support': 182}; 'accuracy': 0.676056338028169; 'macro avg': {'precision': 0.6457225177304965; 'recall': 0.6416720534367593; 'f1-score': 0.6433524433524433; 'support': 284}; 'weighted avg': {'precision': 0.6720997527719509; 'recall': 0.676056338028169; 'f1-score': 0.6737746709577697; 'support': 284}},{'0.0': {'precision': 0.4444444444444444; 'recall': 0.3333333333333333; 'f1-score': 0.380952380952381; 'support': 12}; '1.0': {'precision': 0.6521739130434783; 'recall': 0.75; 'f1-score': 0.6976744186046512; 'support': 20}; 'accuracy': 0.59375; 'macro avg': {'precision': 0.5483091787439613; 'recall': 0.5416666666666666; 'f1-score': 0.5393133997785161; 'support': 32}; 'weighted avg': {'precision': 0.5742753623188406; 'recall': 0.59375; 'f1-score': 0.5789036544850499; 'support': 32}}
5,1,CNF,5,284,32,17,[16; 17],564,0.792680,0.500000,1,[X24 < 0.717640],{'0.0': {'precision': 0.3130434782608696; 'recall': 0.35294117647058826; 'f1-score': 0.3317972350230415; 'support': 102}; '1.0': {'precision': 0.6094674556213018; 'recall': 0.5659340659340659; 'f1-score': 0.586894586894587; 'support': 182}; 'accuracy': 0.4894366197183099; 'macro avg': {'precision': 0.46125546694108566; 'recall': 0.4594376212023271; 'f1-score': 0.4593459109588142; 'support': 284}; 'weighted avg': {'precision': 0.5030053229073437; 'recall': 0.4894366197183099; 'f1-score': 0.49527511544776426; 'support': 284}},{'0.0': {'precision': 0.375; 'recall': 0.5; 'f1-score': 0.42857142857142855; 'support': 12}; '1.0': {'precision': 0.625; 'recall': 0.5; 'f1-score': 0.5555555555555556; 'support': 20}; 'accuracy': 0.5; 'macro avg': {'precision': 0.5; 'recall': 0.5; 'f1-score': 0.4920634920634921; 'support': 32}; 'weighted avg': {'precision': 0.53125; 'recall': 0.5; 'f1-score': 0.5079365079365079; 'support': 32}}
5,1,CNF,6,285,31,17,[16; 17],564,0.892524,0.741935,4,[X13 >= 0.525170 OR X14 >= 0.875340 OR X24 >= 0.035130 OR X33 < -0.272920],{'0.0': {'precision': 0.8571428571428571; 'recall': 0.34951456310679613; 'f1-score': 0.496551724137931; 'support': 103}; '1.0': {'precision': 0.7242798353909465; 'recall': 0.967032967032967; 'f1-score': 0.8282352941176472; 'support': 182}; 'accuracy': 0.743859649122807; 'macro avg': {'precision': 0.7907113462669018; 'recall': 0.6582737650698816; 'f1-score': 0.662393509127789; 'support': 285}; 'weighted avg': {'precision': 0.7722969976381282; 'recall': 0.743859649122807; 'f1-score': 0.7083636881249779; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.2727272727272727; 'f1-score': 0.42857142857142855; 'support': 11}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 20}; 'accuracy': 0.7419354838709677; 'macro avg': {'precision': 0.8571428571428572; 'recall': 0.6363636363636364; 'f1-score': 0.6309523809523809; 'support': 31}; 'weighted avg': {'precision': 0.815668202764977; 'recall': 0.7419354838709677; 'f1-score': 0.6897081413210445; 'support': 31}}
5,1,CNF,7,285,31,17,[16; 17],564,0.788182,0.645161,2,[X5 >= 0.222800 OR X10 >= 0.212120],{'0.0': {'precision': 0.9302325581395349; 'recall': 0.3883495145631068; 'f1-score': 0.5479452054794521; 'support': 103}; '1.0': {'precision': 0.7396694214876033; 'recall': 0.9835164835164835; 'f1-score': 0.8443396226415094; 'support': 182}; 'accuracy': 0.7684210526315789; 'macro avg': {'precision': 0.8349509898135691; 'recall': 0.6859329990397951; 'f1-score': 0.6961424140604808; 'support': 285}; 'weighted avg': {'precision': 0.8085396077161962; 'recall': 0.7684210526315789; 'f1-score': 0.7372216402987308; 'support': 285}},{'0.0': {'precision': 0.5; 'recall': 0.09090909090909091; 'f1-score': 0.15384615384615385; 'support': 11}; '1.0': {'precision': 0.6551724137931034; 'recall': 0.95; 'f1-score': 0.7755102040816326; 'support': 20}; 'accuracy': 0.6451612903225806; 'macro avg': {'precision': 0.5775862068965517; 'recall': 0.5204545454545454; 'f1-score': 0.46467817896389324; 'support': 31}; 'weighted avg': {'precision': 0.600111234705228; 'recall': 0.6451612903225806; 'f1-score': 0.554919734643237; 'support': 31}}
5,1,CNF,8,285,31,17,[16; 17],564,0.817385,0.741935,1,[X6 >= 0.348160],{'0.0': {'precision': 0.7241379310344828; 'recall': 0.6116504854368932; 'f1-score': 0.6631578947368421; 'support': 103}; '1.0': {'precision': 0.797979797979798; 'recall': 0.8681318681318682; 'f1-score': 0.8315789473684211; 'support': 182}; 'accuracy': 0.775438596491228; 'macro avg': {'precision': 0.7610588645071403; 'recall': 0.7398911767843807; 'f1-score': 0.7473684210526316; 'support': 285}; 'weighted avg': {'precision': 0.7712930881714911; 'recall': 0.775438596491228; 'f1-score': 0.7707109879963066; 'support': 285}},{'0.0': {'precision': 0.8; 'recall': 0.36363636363636365; 'f1-score': 0.5000000000000001; 'support': 11}; '1.0': {'precision': 0.7307692307692307; 'recall': 0.95; 'f1-score': 0.8260869565217392; 'support': 20}; 'accuracy': 0.7419354838709677; 'macro avg': {'precision': 0.7653846153846153; 'recall': 0.6568181818181817; 'f1-score': 0.6630434782608696; 'support': 31}; 'weighted avg': {'precision': 0.7553349875930522; 'recall': 0.7419354838709677; 'f1-score': 0.7103786816269285; 'support': 31}}
5,1,CNF,9,285,31,17,[16; 17],564,0.867397,0.774194,2,[X5 >= 0.222800 OR X8 >= 0.238100],{'0.0': {'precision': 0.8979591836734694; 'recall': 0.42718446601941745; 'f1-score': 0.5789473684210527; 'support': 103}; '1.0': {'precision': 0.75; 'recall': 0.9725274725274725; 'f1-score': 0.8468899521531099; 'support': 182}; 'accuracy': 0.775438596491228; 'macro avg': {'precision': 0.8239795918367347; 'recall': 0.699855969273445; 'f1-score': 0.7129186602870813; 'support': 285}; 'weighted avg': {'precision': 0.8034729681346223; 'recall': 0.775438596491228; 'f1-score': 0.7500545622429278; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.36363636363636365; 'f1-score': 0.5333333333333333; 'support': 11}; '1.0': {'precision': 0.7407407407407407; 'recall': 1.0; 'f1-score': 0.851063829787234; 'support': 20}; 'accuracy': 0.7741935483870968; 'macro avg': {'precision': 0.8703703703703703; 'recall': 0.6818181818181819; 'f1-score': 0.6921985815602837; 'support': 31}; 'weighted avg': {'precision': 0.8327359617682197; 'recall': 0.7741935483870968; 'f1-score': 0.738320750400366; 'support': 31}}
5,1,CNF,0,284,32,8,[35; 36],564,0.636448,0.843750,2,[X11 >= 0.028250 OR X16 >= 0.372540],{'0.0': {'precision': 0.9183673469387755; 'recall': 0.4368932038834951; 'f1-score': 0.5921052631578947; 'support': 103}; '1.0': {'precision': 0.7531914893617021; 'recall': 0.9779005524861878; 'f1-score': 0.8509615384615384; 'support': 181}; 'accuracy': 0.7816901408450704; 'macro avg': {'precision': 0.8357794181502388; 'recall': 0.7073968781848414; 'f1-score': 0.7215334008097165; 'support': 284}; 'weighted avg': {'precision': 0.8130968179900069; 'recall': 0.7816901408450704; 'f1-score': 0.7570805653760619; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.5454545454545454; 'f1-score': 0.7058823529411764; 'support': 11}; '1.0': {'precision': 0.8076923076923077; 'recall': 1.0; 'f1-score': 0.8936170212765957; 'support': 21}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.9038461538461539; 'recall': 0.7727272727272727; 'f1-score': 0.799749687108886; 'support': 32}; 'weighted avg': {'precision': 0.873798076923077; 'recall': 0.84375; 'f1-score': 0.8290832290362953; 'support': 32}}
5,1,CNF,1,284,32,8,[35; 36],564,0.668613,0.687500,3,[X16 >= 0.372540 OR X21 < -0.145500 OR X29 >= 0.263360],{'0.0': {'precision': 0.7017543859649122; 'recall': 0.3883495145631068; 'f1-score': 0.5; 'support': 103}; '1.0': {'precision': 0.7224669603524229; 'recall': 0.9060773480662984; 'f1-score': 0.803921568627451; 'support': 181}; 'accuracy': 0.7183098591549296; 'macro avg': {'precision': 0.7121106731586675; 'recall': 0.6472134313147025; 'f1-score': 0.6519607843137255; 'support': 284}; 'weighted avg': {'precision': 0.7149550055569526; 'recall': 0.7183098591549296; 'f1-score': 0.6936964926815797; 'support': 284}},{'0.0': {'precision': 0.5714285714285714; 'recall': 0.36363636363636365; 'f1-score': 0.4444444444444444; 'support': 11}; '1.0': {'precision': 0.72; 'recall': 0.8571428571428571; 'f1-score': 0.782608695652174; 'support': 21}; 'accuracy': 0.6875; 'macro avg': {'precision': 0.6457142857142857; 'recall': 0.6103896103896104; 'f1-score': 0.6135265700483092; 'support': 32}; 'weighted avg': {'precision': 0.6689285714285714; 'recall': 0.6875; 'f1-score': 0.6663647342995169; 'support': 32}}
5,1,CNF,2,284,32,8,[35; 36],564,0.623470,0.625000,3,[X14 < 0.000000 OR X30 >= 0.251640 OR X32 < 0.000000],{'0.0': {'precision': 0.78; 'recall': 0.38235294117647056; 'f1-score': 0.513157894736842; 'support': 102}; '1.0': {'precision': 0.7307692307692307; 'recall': 0.9395604395604396; 'f1-score': 0.8221153846153847; 'support': 182}; 'accuracy': 0.7394366197183099; 'macro avg': {'precision': 0.7553846153846153; 'recall': 0.6609566903684551; 'f1-score': 0.6676366396761133; 'support': 284}; 'weighted avg': {'precision': 0.7484507042253521; 'recall': 0.7394366197183099; 'f1-score': 0.7111517790956263; 'support': 284}},{'0.0': {'precision': 0.5; 'recall': 0.16666666666666666; 'f1-score': 0.25; 'support': 12}; '1.0': {'precision': 0.6428571428571429; 'recall': 0.9; 'f1-score': 0.75; 'support': 20}; 'accuracy': 0.625; 'macro avg': {'precision': 0.5714285714285714; 'recall': 0.5333333333333333; 'f1-score': 0.5; 'support': 32}; 'weighted avg': {'precision': 0.5892857142857143; 'recall': 0.625; 'f1-score': 0.5625; 'support': 32}}
