lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,284,32,35,[8; 9],564,1.146441,0.687500,2,[X2 >= 0.749160 OR X3 >= 0.016310],{'0.0': {'precision': 0.68; 'recall': 0.5; 'f1-score': 0.576271186440678; 'support': 102}; '1.0': {'precision': 0.7559808612440191; 'recall': 0.8681318681318682; 'f1-score': 0.8081841432225064; 'support': 182}; 'accuracy': 0.7359154929577465; 'macro avg': {'precision': 0.7179904306220095; 'recall': 0.6840659340659341; 'f1-score': 0.6922276648315921; 'support': 284}; 'weighted avg': {'precision': 0.7286919603746883; 'recall': 0.7359154929577465; 'f1-score': 0.7248914615614273; 'support': 284}},{'0.0': {'precision': 0.5714285714285714; 'recall': 0.36363636363636365; 'f1-score': 0.4444444444444444; 'support': 11}; '1.0': {'precision': 0.72; 'recall': 0.8571428571428571; 'f1-score': 0.782608695652174; 'support': 21}; 'accuracy': 0.6875; 'macro avg': {'precision': 0.6457142857142857; 'recall': 0.6103896103896104; 'f1-score': 0.6135265700483092; 'support': 32}; 'weighted avg': {'precision': 0.6689285714285714; 'recall': 0.6875; 'f1-score': 0.6663647342995169; 'support': 32}}
5,1,CNF,1,284,32,17,[16; 17],564,0.869554,0.593750,2,[X7 >= 0.014710 OR X9 < -0.016220],{'0.0': {'precision': 0.5957446808510638; 'recall': 0.5490196078431373; 'f1-score': 0.5714285714285715; 'support': 102}; '1.0': {'precision': 0.7578947368421053; 'recall': 0.7912087912087912; 'f1-score': 0.7741935483870969; 'support': 182}; 'accuracy': 0.704225352112676; 'macro avg': {'precision': 0.6768197088465846; 'recall': 0.6701141995259643; 'f1-score': 0.6728110599078342; 'support': 284}; 'weighted avg': {'precision': 0.6996577449016608; 'recall': 0.704225352112676; 'f1-score': 0.7013695073667814; 'support': 284}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.18181818181818182; 'f1-score': 0.23529411764705885; 'support': 11}; '1.0': {'precision': 0.6538461538461539; 'recall': 0.8095238095238095; 'f1-score': 0.7234042553191489; 'support': 21}; 'accuracy': 0.59375; 'macro avg': {'precision': 0.4935897435897436; 'recall': 0.4956709956709957; 'f1-score': 0.4793491864831039; 'support': 32}; 'weighted avg': {'precision': 0.5436698717948718; 'recall': 0.59375; 'f1-score': 0.5556163954943679; 'support': 32}}
5,1,CNF,2,284,32,17,[16; 17],564,0.933722,0.781250,3,[X15 >= 0.402680 OR X15 < -0.156160 OR X28 >= 0.496640],{'0.0': {'precision': 0.5714285714285714; 'recall': 0.43137254901960786; 'f1-score': 0.4916201117318436; 'support': 102}; '1.0': {'precision': 0.7198067632850241; 'recall': 0.8186813186813187; 'f1-score': 0.7660668380462726; 'support': 182}; 'accuracy': 0.6795774647887324; 'macro avg': {'precision': 0.6456176673567977; 'recall': 0.6250269338504633; 'f1-score': 0.6288434748890581; 'support': 284}; 'weighted avg': {'precision': 0.6665160042379883; 'recall': 0.6795774647887324; 'f1-score': 0.6674979433840481; 'support': 284}},{'0.0': {'precision': 0.7; 'recall': 0.6363636363636364; 'f1-score': 0.6666666666666666; 'support': 11}; '1.0': {'precision': 0.8181818181818182; 'recall': 0.8571428571428571; 'f1-score': 0.8372093023255814; 'support': 21}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.759090909090909; 'recall': 0.7467532467532467; 'f1-score': 0.751937984496124; 'support': 32}; 'weighted avg': {'precision': 0.7775568181818182; 'recall': 0.78125; 'f1-score': 0.7785852713178294; 'support': 32}}
5,1,CNF,3,284,32,17,[16; 17],564,0.937039,0.656250,2,[X2 >= 0.600000 OR X5 < -0.061510],{'0.0': {'precision': 0.68; 'recall': 0.504950495049505; 'f1-score': 0.5795454545454545; 'support': 101}; '1.0': {'precision': 0.7607655502392344; 'recall': 0.8688524590163934; 'f1-score': 0.8112244897959183; 'support': 183}; 'accuracy': 0.7394366197183099; 'macro avg': {'precision': 0.7203827751196172; 'recall': 0.6869014770329491; 'f1-score': 0.6953849721706864; 'support': 284}; 'weighted avg': {'precision': 0.732042590471056; 'recall': 0.7394366197183099; 'f1-score': 0.7288315934568449; 'support': 284}},{'0.0': {'precision': 0.5714285714285714; 'recall': 0.3333333333333333; 'f1-score': 0.4210526315789474; 'support': 12}; '1.0': {'precision': 0.68; 'recall': 0.85; 'f1-score': 0.7555555555555556; 'support': 20}; 'accuracy': 0.65625; 'macro avg': {'precision': 0.6257142857142857; 'recall': 0.5916666666666667; 'f1-score': 0.5883040935672516; 'support': 32}; 'weighted avg': {'precision': 0.6392857142857143; 'recall': 0.65625; 'f1-score': 0.6301169590643275; 'support': 32}}
5,1,CNF,4,284,32,17,[16; 17],564,0.997580,0.656250,2,[X9 >= 0.096100 OR X18 >= 0.712540],{'0.0': {'precision': 0.5365853658536586; 'recall': 0.43564356435643564; 'f1-score': 0.48087431693989074; 'support': 101}; '1.0': {'precision': 0.7178217821782178; 'recall': 0.7923497267759563; 'f1-score': 0.7532467532467532; 'support': 183}; 'accuracy': 0.6654929577464789; 'macro avg': {'precision': 0.6272035740159382; 'recall': 0.6139966455661959; 'f1-score': 0.6170605350933219; 'support': 284}; 'weighted avg': {'precision': 0.6533679862318076; 'recall': 0.6654929577464789; 'f1-score': 0.6563819079404395; 'support': 284}},{'0.0': {'precision': 0.5555555555555556; 'recall': 0.4166666666666667; 'f1-score': 0.4761904761904762; 'support': 12}; '1.0': {'precision': 0.6956521739130435; 'recall': 0.8; 'f1-score': 0.7441860465116279; 'support': 20}; 'accuracy': 0.65625; 'macro avg': {'precision': 0.6256038647342995; 'recall': 0.6083333333333334; 'f1-score': 0.6101882613510521; 'support': 32}; 'weighted avg': {'precision': 0.6431159420289855; 'recall': 0.65625; 'f1-score': 0.643687707641196; 'support': 32}}
5,1,CNF,5,284,32,17,[16; 17],564,0.929950,0.687500,2,[X2 >= 0.600000 OR X11 >= 0.627190],{'0.0': {'precision': 0.6266666666666667; 'recall': 0.46534653465346537; 'f1-score': 0.5340909090909092; 'support': 101}; '1.0': {'precision': 0.7416267942583732; 'recall': 0.8469945355191257; 'f1-score': 0.7908163265306123; 'support': 183}; 'accuracy': 0.7112676056338029; 'macro avg': {'precision': 0.68414673046252; 'recall': 0.6561705350862955; 'f1-score': 0.6624536178107607; 'support': 284}; 'weighted avg': {'precision': 0.7007430869106184; 'recall': 0.7112676056338029; 'f1-score': 0.6995160900467742; 'support': 284}},{'0.0': {'precision': 0.6; 'recall': 0.5; 'f1-score': 0.5454545454545454; 'support': 12}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.8; 'f1-score': 0.761904761904762; 'support': 20}; 'accuracy': 0.6875; 'macro avg': {'precision': 0.6636363636363636; 'recall': 0.65; 'f1-score': 0.6536796536796536; 'support': 32}; 'weighted avg': {'precision': 0.6795454545454546; 'recall': 0.6875; 'f1-score': 0.6807359307359307; 'support': 32}}
5,1,CNF,6,285,31,17,[16; 17],564,1.064356,0.677419,3,[X9 >= 0.729970 OR X12 >= 0.644070 OR X20 >= 0.162450],{'0.0': {'precision': 0.7777777777777778; 'recall': 0.4803921568627451; 'f1-score': 0.593939393939394; 'support': 102}; '1.0': {'precision': 0.7612612612612613; 'recall': 0.9234972677595629; 'f1-score': 0.834567901234568; 'support': 183}; 'accuracy': 0.7649122807017544; 'macro avg': {'precision': 0.7695195195195195; 'recall': 0.701944712311154; 'f1-score': 0.714253647586981; 'support': 285}; 'weighted avg': {'precision': 0.7671724355934882; 'recall': 0.7649122807017544; 'f1-score': 0.7484482249394532; 'support': 285}},{'0.0': {'precision': 0.5714285714285714; 'recall': 0.36363636363636365; 'f1-score': 0.4444444444444444; 'support': 11}; '1.0': {'precision': 0.7083333333333334; 'recall': 0.85; 'f1-score': 0.7727272727272727; 'support': 20}; 'accuracy': 0.6774193548387096; 'macro avg': {'precision': 0.6398809523809523; 'recall': 0.6068181818181818; 'f1-score': 0.6085858585858586; 'support': 31}; 'weighted avg': {'precision': 0.6597542242703534; 'recall': 0.6774193548387096; 'f1-score': 0.65623981753014; 'support': 31}}
5,1,CNF,7,285,31,17,[16; 17],564,1.064916,0.774194,2,[X6 >= 0.037590 OR X8 < -0.047870],{'0.0': {'precision': 1.0; 'recall': 0.5; 'f1-score': 0.6666666666666666; 'support': 102}; '1.0': {'precision': 0.782051282051282; 'recall': 1.0; 'f1-score': 0.8776978417266188; 'support': 183}; 'accuracy': 0.8210526315789474; 'macro avg': {'precision': 0.891025641025641; 'recall': 0.75; 'f1-score': 0.7721822541966428; 'support': 285}; 'weighted avg': {'precision': 0.8600539811066127; 'recall': 0.8210526315789474; 'f1-score': 0.8021708948630569; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.36363636363636365; 'f1-score': 0.5333333333333333; 'support': 11}; '1.0': {'precision': 0.7407407407407407; 'recall': 1.0; 'f1-score': 0.851063829787234; 'support': 20}; 'accuracy': 0.7741935483870968; 'macro avg': {'precision': 0.8703703703703703; 'recall': 0.6818181818181819; 'f1-score': 0.6921985815602837; 'support': 31}; 'weighted avg': {'precision': 0.8327359617682197; 'recall': 0.7741935483870968; 'f1-score': 0.738320750400366; 'support': 31}}
5,1,CNF,8,285,31,17,[16; 17],564,1.445990,0.741935,3,[X5 >= 0.022800 OR X8 >= 0.809790 OR X15 >= 0.402680],{'0.0': {'precision': 0.6285714285714286; 'recall': 0.43137254901960786; 'f1-score': 0.5116279069767442; 'support': 102}; '1.0': {'precision': 0.7302325581395349; 'recall': 0.8579234972677595; 'f1-score': 0.7889447236180904; 'support': 183}; 'accuracy': 0.7052631578947368; 'macro avg': {'precision': 0.6794019933554818; 'recall': 0.6446480231436837; 'f1-score': 0.6502863152974173; 'support': 285}; 'weighted avg': {'precision': 0.6938485749256864; 'recall': 0.7052631578947368; 'f1-score': 0.6896944945043455; 'support': 285}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.5454545454545454; 'f1-score': 0.6; 'support': 11}; '1.0': {'precision': 0.7727272727272727; 'recall': 0.85; 'f1-score': 0.8095238095238095; 'support': 20}; 'accuracy': 0.7419354838709677; 'macro avg': {'precision': 0.7196969696969697; 'recall': 0.6977272727272728; 'f1-score': 0.7047619047619047; 'support': 31}; 'weighted avg': {'precision': 0.7350928641251221; 'recall': 0.7419354838709677; 'f1-score': 0.7351766513056835; 'support': 31}}
5,1,CNF,9,285,31,17,[16; 17],564,1.467960,0.580645,2,[X16 >= 0.750000 OR X25 < 0.000000],{'0.0': {'precision': 0.4883720930232558; 'recall': 0.4117647058823529; 'f1-score': 0.44680851063829785; 'support': 102}; '1.0': {'precision': 0.6984924623115578; 'recall': 0.7595628415300546; 'f1-score': 0.7277486910994764; 'support': 183}; 'accuracy': 0.6350877192982456; 'macro avg': {'precision': 0.5934322776674068; 'recall': 0.5856637737062038; 'f1-score': 0.5872786008688871; 'support': 285}; 'weighted avg': {'precision': 0.623291488039955; 'recall': 0.6350877192982456; 'f1-score': 0.6272016791449494; 'support': 285}},{'0.0': {'precision': 0.375; 'recall': 0.2727272727272727; 'f1-score': 0.3157894736842105; 'support': 11}; '1.0': {'precision': 0.6521739130434783; 'recall': 0.75; 'f1-score': 0.6976744186046512; 'support': 20}; 'accuracy': 0.5806451612903226; 'macro avg': {'precision': 0.5135869565217391; 'recall': 0.5113636363636364; 'f1-score': 0.5067319461444308; 'support': 31}; 'weighted avg': {'precision': 0.5538218793828892; 'recall': 0.5806451612903226; 'f1-score': 0.5621668575038496; 'support': 31}}
5,1,CNF,0,284,32,8,[35; 36],564,0.844639,0.750000,2,[X4 >= 0.540400 OR X20 >= 0.162450],{'0.0': {'precision': 0.85; 'recall': 0.5; 'f1-score': 0.6296296296296295; 'support': 102}; '1.0': {'precision': 0.7723214285714286; 'recall': 0.9505494505494505; 'f1-score': 0.8522167487684729; 'support': 182}; 'accuracy': 0.7887323943661971; 'macro avg': {'precision': 0.8111607142857142; 'recall': 0.7252747252747253; 'f1-score': 0.7409231891990512; 'support': 284}; 'weighted avg': {'precision': 0.8002200704225352; 'recall': 0.7887323943661971; 'f1-score': 0.7722734876693108; 'support': 284}},{'0.0': {'precision': 0.8; 'recall': 0.36363636363636365; 'f1-score': 0.5000000000000001; 'support': 11}; '1.0': {'precision': 0.7407407407407407; 'recall': 0.9523809523809523; 'f1-score': 0.8333333333333334; 'support': 21}; 'accuracy': 0.75; 'macro avg': {'precision': 0.7703703703703704; 'recall': 0.6580086580086579; 'f1-score': 0.6666666666666667; 'support': 32}; 'weighted avg': {'precision': 0.7611111111111111; 'recall': 0.75; 'f1-score': 0.71875; 'support': 32}}
5,1,CNF,1,284,32,8,[35; 36],564,0.804937,0.750000,3,[X21 < -0.021790 OR X25 >= 0.083330 OR X26 < 0.838990],{'0.0': {'precision': 0.6481481481481481; 'recall': 0.3431372549019608; 'f1-score': 0.4487179487179487; 'support': 102}; '1.0': {'precision': 0.7086956521739131; 'recall': 0.8956043956043956; 'f1-score': 0.7912621359223302; 'support': 182}; 'accuracy': 0.6971830985915493; 'macro avg': {'precision': 0.6784219001610305; 'recall': 0.6193708252531782; 'f1-score': 0.6199900423201394; 'support': 284}; 'weighted avg': {'precision': 0.6869497176294482; 'recall': 0.6971830985915493; 'f1-score': 0.6682357024897706; 'support': 284}},{'0.0': {'precision': 0.8; 'recall': 0.36363636363636365; 'f1-score': 0.5000000000000001; 'support': 11}; '1.0': {'precision': 0.7407407407407407; 'recall': 0.9523809523809523; 'f1-score': 0.8333333333333334; 'support': 21}; 'accuracy': 0.75; 'macro avg': {'precision': 0.7703703703703704; 'recall': 0.6580086580086579; 'f1-score': 0.6666666666666667; 'support': 32}; 'weighted avg': {'precision': 0.7611111111111111; 'recall': 0.75; 'f1-score': 0.71875; 'support': 32}}
5,1,CNF,2,284,32,8,[35; 36],564,0.765222,0.812500,1,[X6 >= 0.037590],{'0.0': {'precision': 0.9508196721311475; 'recall': 0.5686274509803921; 'f1-score': 0.7116564417177913; 'support': 102}; '1.0': {'precision': 0.8026905829596412; 'recall': 0.9835164835164835; 'f1-score': 0.8839506172839505; 'support': 182}; 'accuracy': 0.8345070422535211; 'macro avg': {'precision': 0.8767551275453944; 'recall': 0.7760719672484377; 'f1-score': 0.797803529500871; 'support': 284}; 'weighted avg': {'precision': 0.8558918755494076; 'recall': 0.8345070422535211; 'f1-score': 0.8220703147918792; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.45454545454545453; 'f1-score': 0.625; 'support': 11}; '1.0': {'precision': 0.7777777777777778; 'recall': 1.0; 'f1-score': 0.8750000000000001; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8888888888888888; 'recall': 0.7272727272727273; 'f1-score': 0.75; 'support': 32}; 'weighted avg': {'precision': 0.8541666666666666; 'recall': 0.8125; 'f1-score': 0.7890625000000001; 'support': 32}}
