lamda, n_clause, rule_type, partition_size, n_partitions, id_cv, training_time, accuracy
5,2,CNF,[35, 36],8,6,0.405348,0.774194
5,2,CNF,[35, 36],8,7,0.471108,0.903226
5,2,CNF,[35, 36],8,8,0.342774,0.903226
5,2,CNF,[35, 36],8,9,0.461477,0.774194
---> Chosen: (5, 2, 'CNF', [35, 36], 8, 7), (mean val acc cv) 0.829234, (test acc holdout) 0.800000, (mean training time) 0.425410
5,2,CNF,[71, 71],4,0,1.778259,0.687500
5,2,CNF,[71, 71],4,1,1.404103,0.937500
5,2,CNF,[71, 71],4,2,1.991120,0.875000
5,2,CNF,[71, 71],4,3,0.913612,0.906250
5,2,CNF,[71, 71],4,4,1.212787,0.750000
5,2,CNF,[71, 71],4,5,1.451172,0.812500
5,2,CNF,[71, 72],4,6,0.925882,0.870968
5,2,CNF,[71, 72],4,7,3.423761,0.903226
5,2,CNF,[71, 72],4,8,0.959112,0.806452
5,2,CNF,[71, 72],4,9,1.019454,0.870968
---> Chosen: (5, 2, 'CNF', [71, 71], 4, 1), (mean val acc cv) 0.842036, (test acc holdout) 0.800000, (mean training time) 1.507926
5,2,CNF,[142, 142],2,0,12.853515,0.781250
5,2,CNF,[142, 142],2,1,6.235793,0.968750
5,2,CNF,[142, 142],2,2,18.067326,0.812500
5,2,CNF,[142, 142],2,3,7.963854,0.906250
5,2,CNF,[142, 142],2,4,5.783023,0.875000
5,2,CNF,[142, 142],2,5,11.590785,0.875000
5,2,CNF,[142, 143],2,6,22.705832,0.838710
5,2,CNF,[142, 143],2,7,11.394500,0.870968
5,2,CNF,[142, 143],2,8,4.362869,0.838710
5,2,CNF,[142, 143],2,9,10.798513,0.903226
---> Chosen: (5, 2, 'CNF', [142, 142], 2, 1), (mean val acc cv) 0.867036, (test acc holdout) 0.857143, (mean training time) 11.175601
5,2,DNF,[8, 9],35,0,0.891819,0.843750
5,2,DNF,[8, 9],35,1,0.866803,0.906250
5,2,DNF,[8, 9],35,2,0.911088,0.906250
5,2,DNF,[8, 9],35,3,0.839468,0.937500
5,2,DNF,[8, 9],35,4,0.841698,0.750000
5,2,DNF,[8, 9],35,5,0.847562,0.906250
5,2,DNF,[8, 9],35,6,0.872066,0.935484
5,2,DNF,[8, 9],35,7,0.863654,0.774194
5,2,DNF,[8, 9],35,8,0.887471,0.935484
5,2,DNF,[8, 9],35,9,0.912646,1.000000
---> Chosen: (5, 2, 'DNF', [8, 9], 35, 9), (mean val acc cv) 0.889516, (test acc holdout) 0.942857, (mean training time) 0.873428
5,2,DNF,[16, 17],17,0,0.536432,0.812500
5,2,DNF,[16, 17],17,1,0.535944,0.968750
5,2,DNF,[16, 17],17,2,0.614692,0.906250
5,2,DNF,[16, 17],17,3,0.546931,0.875000
5,2,DNF,[16, 17],17,4,0.560281,0.906250
5,2,DNF,[16, 17],17,5,0.538911,0.937500
5,2,DNF,[16, 17],17,6,0.530951,0.935484
5,2,DNF,[16, 17],17,7,0.550392,0.838710
5,2,DNF,[16, 17],17,8,0.519277,0.741935
5,2,DNF,[16, 17],17,9,0.567539,0.967742
---> Chosen: (5, 2, 'DNF', [16, 17], 17, 1), (mean val acc cv) 0.889012, (test acc holdout) 0.914286, (mean training time) 0.550135
5,2,DNF,[35, 36],8,0,0.379165,0.812500
5,2,DNF,[35, 36],8,1,0.344450,0.937500
5,2,DNF,[35, 36],8,2,0.411641,0.906250
5,2,DNF,[35, 36],8,3,0.376550,0.906250
5,2,DNF,[35, 36],8,4,0.370463,0.875000
5,2,DNF,[35, 36],8,5,0.383868,0.906250
5,2,DNF,[35, 36],8,6,0.359977,0.935484
5,2,DNF,[35, 36],8,7,0.382509,0.774194
5,2,DNF,[35, 36],8,8,0.337543,0.870968
5,2,DNF,[35, 36],8,9,0.396177,1.000000
---> Chosen: (5, 2, 'DNF', [35, 36], 8, 9), (mean val acc cv) 0.892440, (test acc holdout) 0.828571, (mean training time) 0.374234
5,2,DNF,[71, 71],4,0,0.527185,0.875000
5,2,DNF,[71, 71],4,1,0.297780,0.937500
5,2,DNF,[71, 71],4,2,0.340007,0.875000
5,2,DNF,[71, 71],4,3,0.337944,0.906250
5,2,DNF,[71, 71],4,4,0.370781,0.812500
5,2,DNF,[71, 71],4,5,0.345732,0.906250
5,2,DNF,[71, 72],4,6,0.306491,0.806452
5,2,DNF,[71, 72],4,7,0.546551,0.870968
5,2,DNF,[71, 72],4,8,0.318445,0.903226
5,2,DNF,[71, 72],4,9,0.319269,0.935484
---> Chosen: (5, 2, 'DNF', [71, 71], 4, 1), (mean val acc cv) 0.882863, (test acc holdout) 0.885714, (mean training time) 0.371019
5,2,DNF,[142, 142],2,0,0.537221,0.875000
5,2,DNF,[142, 142],2,1,0.348682,0.937500
5,2,DNF,[142, 142],2,2,0.445526,0.875000
5,2,DNF,[142, 142],2,3,0.371691,0.968750
5,2,DNF,[142, 142],2,4,0.751214,0.937500
5,2,DNF,[142, 142],2,5,0.638611,0.937500
5,2,DNF,[142, 143],2,6,0.784796,0.935484
5,2,DNF,[142, 143],2,7,0.880085,0.838710
5,2,DNF,[142, 143],2,8,0.626698,0.838710
5,2,DNF,[142, 143],2,9,0.853814,0.967742
---> Chosen: (5, 2, 'DNF', [142, 142], 2, 3), (mean val acc cv) 0.911190, (test acc holdout) 0.885714, (mean training time) 0.623834
5,3,CNF,[8, 9],35,0,0.929836,0.781250
5,3,CNF,[8, 9],35,1,0.910235,0.906250
5,3,CNF,[8, 9],35,2,0.949697,0.812500
5,3,CNF,[8, 9],35,3,0.919818,0.750000
5,3,CNF,[8, 9],35,4,0.911127,0.750000
5,3,CNF,[8, 9],35,5,0.967935,0.906250
5,3,CNF,[8, 9],35,6,0.926899,0.709677
5,3,CNF,[8, 9],35,7,0.923556,0.903226
5,3,CNF,[8, 9],35,8,0.896674,0.903226
5,3,CNF,[8, 9],35,9,0.955317,0.709677
---> Chosen: (5, 3, 'CNF', [8, 9], 35, 1), (mean val acc cv) 0.813206, (test acc holdout) 0.828571, (mean training time) 0.929109
5,3,CNF,[16, 17],17,0,0.566403,0.843750
5,3,CNF,[16, 17],17,1,0.559664,0.906250
5,3,CNF,[16, 17],17,2,0.605108,0.781250
5,3,CNF,[16, 17],17,3,0.562213,0.812500
5,3,CNF,[16, 17],17,4,0.568918,0.937500
5,3,CNF,[16, 17],17,5,0.568836,0.843750
5,3,CNF,[16, 17],17,6,0.571441,0.870968
5,3,CNF,[16, 17],17,7,0.588212,0.870968
5,3,CNF,[16, 17],17,8,0.543183,0.838710
5,3,CNF,[16, 17],17,9,0.604197,0.774194
---> Chosen: (5, 3, 'CNF', [16, 17], 17, 4), (mean val acc cv) 0.847984, (test acc holdout) 0.857143, (mean training time) 0.573818
5,3,CNF,[35, 36],8,0,0.416070,0.687500
5,3,CNF,[35, 36],8,1,0.402291,0.875000
5,3,CNF,[35, 36],8,2,0.443111,0.812500
5,3,CNF,[35, 36],8,3,0.417003,0.843750
5,3,CNF,[35, 36],8,4,0.457628,0.968750
5,3,CNF,[35, 36],8,5,0.410126,0.781250
5,3,CNF,[35, 36],8,6,0.423329,0.903226
5,3,CNF,[35, 36],8,7,0.479477,0.870968
5,3,CNF,[35, 36],8,8,0.404630,0.838710
5,3,CNF,[35, 36],8,9,0.433951,0.935484
---> Chosen: (5, 3, 'CNF', [35, 36], 8, 4), (mean val acc cv) 0.851714, (test acc holdout) 0.800000, (mean training time) 0.428762
5,3,CNF,[71, 71],4,0,1.495376,0.687500
5,3,CNF,[71, 71],4,1,2.377828,0.875000
5,3,CNF,[71, 71],4,2,1.441237,0.843750
5,3,CNF,[71, 71],4,3,0.598490,0.812500
5,3,CNF,[71, 71],4,4,1.198094,0.812500
5,3,CNF,[71, 71],4,5,1.691774,0.750000
5,3,CNF,[71, 72],4,6,0.846701,0.870968
5,3,CNF,[71, 72],4,7,1.550587,0.774194
5,3,CNF,[71, 72],4,8,0.583521,0.838710
5,3,CNF,[71, 72],4,9,2.103762,0.935484
---> Chosen: (5, 3, 'CNF', [71, 72], 4, 9), (mean val acc cv) 0.820060, (test acc holdout) 0.857143, (mean training time) 1.388737
5,3,CNF,[142, 142],2,0,277.568238,0.906250
5,3,CNF,[142, 142],2,1,44.774191,0.906250
5,3,CNF,[142, 142],2,2,82.702496,0.812500
5,3,CNF,[142, 142],2,3,20.742759,0.812500
5,3,CNF,[142, 142],2,4,79.444045,0.750000
5,3,CNF,[142, 142],2,5,47.071393,0.875000
5,3,CNF,[142, 143],2,6,17.659599,0.741935
5,3,CNF,[142, 143],2,7,32.778138,0.774194
5,3,CNF,[142, 143],2,8,22.446381,0.774194
5,3,CNF,[142, 143],2,9,1198.791913,0.903226
---> Chosen: (5, 3, 'CNF', [142, 142], 2, 0), (mean val acc cv) 0.825605, (test acc holdout) 0.857143, (mean training time) 182.397915
5,3,DNF,[8, 9],35,0,1.031927,0.843750
5,3,DNF,[8, 9],35,1,1.023424,0.937500
5,3,DNF,[8, 9],35,2,1.039321,0.843750
5,3,DNF,[8, 9],35,3,1.142632,0.906250
5,3,DNF,[8, 9],35,4,1.003750,0.968750
5,3,DNF,[8, 9],35,5,1.054822,0.937500
5,3,DNF,[8, 9],35,6,1.010937,0.935484
5,3,DNF,[8, 9],35,7,1.063243,0.935484
5,3,DNF,[8, 9],35,8,0.983707,0.935484
5,3,DNF,[8, 9],35,9,1.072798,0.935484
---> Chosen: (5, 3, 'DNF', [8, 9], 35, 4), (mean val acc cv) 0.917944, (test acc holdout) 0.885714, (mean training time) 1.042656
5,3,DNF,[16, 17],17,0,0.610066,0.843750
5,3,DNF,[16, 17],17,1,0.609026,0.687500
5,3,DNF,[16, 17],17,2,0.682746,0.937500
5,3,DNF,[16, 17],17,3,0.588018,0.906250
5,3,DNF,[16, 17],17,4,0.607365,0.843750
5,3,DNF,[16, 17],17,5,0.606427,0.906250
5,3,DNF,[16, 17],17,6,0.656328,0.903226
5,3,DNF,[16, 17],17,7,0.665999,0.870968
5,3,DNF,[16, 17],17,8,0.647769,0.903226
5,3,DNF,[16, 17],17,9,0.694382,0.967742
---> Chosen: (5, 3, 'DNF', [16, 17], 17, 9), (mean val acc cv) 0.877016, (test acc holdout) 0.800000, (mean training time) 0.636813
5,3,DNF,[35, 36],8,0,0.428896,0.843750
5,3,DNF,[35, 36],8,1,0.411861,0.968750
5,3,DNF,[35, 36],8,2,0.487805,0.906250
5,3,DNF,[35, 36],8,3,0.414792,0.812500
5,3,DNF,[35, 36],8,4,0.452646,0.875000
5,3,DNF,[35, 36],8,5,0.493726,0.906250
5,3,DNF,[35, 36],8,6,0.470917,0.838710
5,3,DNF,[35, 36],8,7,0.518226,0.774194
5,3,DNF,[35, 36],8,8,0.438070,0.838710
5,3,DNF,[35, 36],8,9,0.475858,0.903226
---> Chosen: (5, 3, 'DNF', [35, 36], 8, 1), (mean val acc cv) 0.866734, (test acc holdout) 0.857143, (mean training time) 0.459280
5,3,DNF,[71, 71],4,0,0.577321,0.812500
5,3,DNF,[71, 71],4,1,0.576864,0.875000
5,3,DNF,[71, 71],4,2,0.561589,0.812500
5,3,DNF,[71, 71],4,3,3.019399,0.843750
5,3,DNF,[71, 71],4,4,0.918673,0.875000
5,3,DNF,[71, 71],4,5,1.336627,0.875000
5,3,DNF,[71, 72],4,6,1.680272,0.903226
5,3,DNF,[71, 72],4,7,0.611790,0.774194
5,3,DNF,[71, 72],4,8,1.129841,0.903226
5,3,DNF,[71, 72],4,9,0.983338,0.935484
---> Chosen: (5, 3, 'DNF', [71, 72], 4, 9), (mean val acc cv) 0.860988, (test acc holdout) 0.857143, (mean training time) 1.139571
5,3,DNF,[142, 142],2,0,6.952434,0.781250
5,3,DNF,[142, 142],2,1,2.921501,0.968750
5,3,DNF,[142, 142],2,2,25.356075,0.843750
5,3,DNF,[142, 142],2,3,1.856277,0.937500
5,3,DNF,[142, 142],2,4,2.255770,0.937500
5,3,DNF,[142, 142],2,5,11.613000,0.843750
5,3,DNF,[142, 143],2,6,17.374669,0.870968
5,3,DNF,[142, 143],2,7,260.825043,0.870968
5,3,DNF,[142, 143],2,8,4.522700,0.903226
5,3,DNF,[142, 143],2,9,13.129938,0.935484
---> Chosen: (5, 3, 'DNF', [142, 142], 2, 1), (mean val acc cv) 0.889315, (test acc holdout) 0.857143, (mean training time) 34.680741
10,1,CNF,[8, 9],35,0,0.890634,0.812500
10,1,CNF,[8, 9],35,1,0.903725,0.812500
10,1,CNF,[8, 9],35,2,0.927681,0.812500
10,1,CNF,[8, 9],35,3,0.893359,0.562500
10,1,CNF,[8, 9],35,4,0.899120,0.750000
10,1,CNF,[8, 9],35,5,0.908624,0.781250
10,1,CNF,[8, 9],35,6,0.920921,0.806452
10,1,CNF,[8, 9],35,7,0.918157,0.774194
10,1,CNF,[8, 9],35,8,0.889540,0.483871
10,1,CNF,[8, 9],35,9,0.945014,0.645161
---> Chosen: (10, 1, 'CNF', [8, 9], 35, 0), (mean val acc cv) 0.724093, (test acc holdout) 0.857143, (mean training time) 0.909678
10,1,CNF,[16, 17],17,0,0.571209,0.687500
10,1,CNF,[16, 17],17,1,0.502572,0.812500
10,1,CNF,[16, 17],17,2,0.528870,0.656250
10,1,CNF,[16, 17],17,3,0.511258,0.718750
10,1,CNF,[16, 17],17,4,0.507526,0.781250
10,1,CNF,[16, 17],17,5,0.504517,0.750000
10,1,CNF,[16, 17],17,6,0.563379,0.838710
10,1,CNF,[16, 17],17,7,0.518200,0.677419
10,1,CNF,[16, 17],17,8,0.522379,0.580645
10,1,CNF,[16, 17],17,9,0.538680,0.709677
---> Chosen: (10, 1, 'CNF', [16, 17], 17, 6), (mean val acc cv) 0.721270, (test acc holdout) 0.800000, (mean training time) 0.526859
10,1,CNF,[35, 36],8,0,0.317315,0.812500
10,1,CNF,[35, 36],8,1,0.308006,0.843750
10,1,CNF,[35, 36],8,2,0.337390,0.750000
10,1,CNF,[35, 36],8,3,0.321976,0.687500
10,1,CNF,[35, 36],8,4,0.323342,0.906250
10,1,CNF,[35, 36],8,5,0.324928,0.781250
10,1,CNF,[35, 36],8,6,0.330058,0.580645
10,1,CNF,[35, 36],8,7,0.328322,0.870968
10,1,CNF,[35, 36],8,8,0.310763,0.548387
10,1,CNF,[35, 36],8,9,0.329285,0.774194
---> Chosen: (10, 1, 'CNF', [35, 36], 8, 4), (mean val acc cv) 0.755544, (test acc holdout) 0.828571, (mean training time) 0.323138
10,1,CNF,[71, 71],4,0,0.260826,0.812500
10,1,CNF,[71, 71],4,1,0.265229,0.843750
10,1,CNF,[71, 71],4,2,0.266925,0.812500
10,1,CNF,[71, 71],4,3,0.232350,0.875000
10,1,CNF,[71, 71],4,4,0.270260,0.906250
10,1,CNF,[71, 71],4,5,0.229699,0.781250
10,1,CNF,[71, 72],4,6,0.267879,0.774194
10,1,CNF,[71, 72],4,7,0.276141,0.870968
10,1,CNF,[71, 72],4,8,0.282322,0.838710
10,1,CNF,[71, 72],4,9,0.280047,0.838710
---> Chosen: (10, 1, 'CNF', [71, 71], 4, 4), (mean val acc cv) 0.835383, (test acc holdout) 0.771429, (mean training time) 0.263168
10,1,CNF,[142, 142],2,0,0.439529,0.812500
10,1,CNF,[142, 142],2,1,0.476254,0.843750
10,1,CNF,[142, 142],2,2,0.794691,0.781250
10,1,CNF,[142, 142],2,3,0.320492,0.718750
10,1,CNF,[142, 142],2,4,0.477978,0.718750
10,1,CNF,[142, 142],2,5,0.531317,0.781250
10,1,CNF,[142, 143],2,6,0.514352,0.774194
10,1,CNF,[142, 143],2,7,0.644732,0.903226
10,1,CNF,[142, 143],2,8,0.233226,0.838710
10,1,CNF,[142, 143],2,9,0.636866,0.838710
---> Chosen: (10, 1, 'CNF', [142, 143], 2, 7), (mean val acc cv) 0.801109, (test acc holdout) 0.742857, (mean training time) 0.506944
10,1,DNF,[8, 9],35,0,0.935894,0.875000
10,1,DNF,[8, 9],35,1,0.983631,0.875000
10,1,DNF,[8, 9],35,2,0.910420,0.875000
10,1,DNF,[8, 9],35,3,0.880652,0.906250
10,1,DNF,[8, 9],35,4,0.929909,0.968750
10,1,DNF,[8, 9],35,5,0.918137,0.937500
10,1,DNF,[8, 9],35,6,0.927522,0.903226
10,1,DNF,[8, 9],35,7,0.953397,0.838710
10,1,DNF,[8, 9],35,8,0.911955,0.903226
10,1,DNF,[8, 9],35,9,0.948360,0.967742
---> Chosen: (10, 1, 'DNF', [8, 9], 35, 4), (mean val acc cv) 0.905040, (test acc holdout) 0.914286, (mean training time) 0.929988
10,1,DNF,[16, 17],17,0,0.532205,0.812500
10,1,DNF,[16, 17],17,1,0.519647,0.875000
10,1,DNF,[16, 17],17,2,0.552827,0.843750
10,1,DNF,[16, 17],17,3,0.514277,0.937500
10,1,DNF,[16, 17],17,4,0.539763,0.968750
10,1,DNF,[16, 17],17,5,0.488172,0.937500
10,1,DNF,[16, 17],17,6,0.503370,0.935484
10,1,DNF,[16, 17],17,7,0.537412,0.838710
10,1,DNF,[16, 17],17,8,0.502929,0.870968
10,1,DNF,[16, 17],17,9,0.527881,1.000000
---> Chosen: (10, 1, 'DNF', [16, 17], 17, 9), (mean val acc cv) 0.902016, (test acc holdout) 0.942857, (mean training time) 0.521848
10,1,DNF,[35, 36],8,0,0.306939,0.843750
10,1,DNF,[35, 36],8,1,0.318076,0.906250
10,1,DNF,[35, 36],8,2,0.351638,0.937500
10,1,DNF,[35, 36],8,3,0.310204,0.968750
10,1,DNF,[35, 36],8,4,0.312271,0.937500
10,1,DNF,[35, 36],8,5,0.334354,0.906250
10,1,DNF,[35, 36],8,6,0.326527,0.935484
10,1,DNF,[35, 36],8,7,0.325354,0.903226
10,1,DNF,[35, 36],8,8,0.310996,0.903226
10,1,DNF,[35, 36],8,9,0.333429,0.967742
---> Chosen: (10, 1, 'DNF', [35, 36], 8, 3), (mean val acc cv) 0.920968, (test acc holdout) 0.885714, (mean training time) 0.322979
10,1,DNF,[71, 71],4,0,0.230333,0.875000
10,1,DNF,[71, 71],4,1,0.228294,0.906250
10,1,DNF,[71, 71],4,2,0.244190,0.906250
10,1,DNF,[71, 71],4,3,0.223680,0.968750
10,1,DNF,[71, 71],4,4,0.222611,0.937500
10,1,DNF,[71, 71],4,5,0.225199,0.937500
10,1,DNF,[71, 72],4,6,0.231158,0.903226
10,1,DNF,[71, 72],4,7,0.232851,0.838710
10,1,DNF,[71, 72],4,8,0.219430,0.870968
10,1,DNF,[71, 72],4,9,0.248063,0.967742
---> Chosen: (10, 1, 'DNF', [71, 71], 4, 3), (mean val acc cv) 0.911190, (test acc holdout) 0.942857, (mean training time) 0.230581
10,1,DNF,[142, 142],2,0,0.179675,0.875000
10,1,DNF,[142, 142],2,1,0.179418,0.906250
10,1,DNF,[142, 142],2,2,0.199244,0.937500
10,1,DNF,[142, 142],2,3,0.173461,0.937500
10,1,DNF,[142, 142],2,4,0.187117,0.968750
10,1,DNF,[142, 142],2,5,0.175647,0.937500
