lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,606,68,75,[8; 9],64,1.315933,0.691176,1,[X0 < 4.000000],{'0': {'precision': 0.8108108108108109; 'recall': 0.7792207792207793; 'f1-score': 0.794701986754967; 'support': 462}; '1': {'precision': 0.37037037037037035; 'recall': 0.4166666666666667; 'f1-score': 0.39215686274509803; 'support': 144}; 'accuracy': 0.693069306930693; 'macro avg': {'precision': 0.5905905905905906; 'recall': 0.597943722943723; 'f1-score': 0.5934294247500325; 'support': 606}; 'weighted avg': {'precision': 0.7061516962507062; 'recall': 0.693069306930693; 'f1-score': 0.6990476998615328; 'support': 606}},{'0': {'precision': 0.8; 'recall': 0.7843137254901961; 'f1-score': 0.792079207920792; 'support': 51}; '1': {'precision': 0.3888888888888889; 'recall': 0.4117647058823529; 'f1-score': 0.39999999999999997; 'support': 17}; 'accuracy': 0.6911764705882353; 'macro avg': {'precision': 0.5944444444444444; 'recall': 0.5980392156862745; 'f1-score': 0.596039603960396; 'support': 68}; 'weighted avg': {'precision': 0.6972222222222223; 'recall': 0.6911764705882353; 'f1-score': 0.6940594059405939; 'support': 68}}
5,1,CNF,1,606,68,37,[16; 17],64,0.813133,0.676471,1,[X0 < 7.000000],{'0': {'precision': 0.8789808917197452; 'recall': 0.5986984815618221; 'f1-score': 0.712258064516129; 'support': 461}; '1': {'precision': 0.3664383561643836; 'recall': 0.7379310344827587; 'f1-score': 0.4897025171624713; 'support': 145}; 'accuracy': 0.6320132013201321; 'macro avg': {'precision': 0.6227096239420644; 'recall': 0.6683147580222903; 'f1-score': 0.6009802908393002; 'support': 606}; 'weighted avg': {'precision': 0.7563428262815811; 'recall': 0.6320132013201321; 'f1-score': 0.6590063246377786; 'support': 606}},{'0': {'precision': 0.96875; 'recall': 0.5961538461538461; 'f1-score': 0.738095238095238; 'support': 52}; '1': {'precision': 0.4166666666666667; 'recall': 0.9375; 'f1-score': 0.5769230769230769; 'support': 16}; 'accuracy': 0.6764705882352942; 'macro avg': {'precision': 0.6927083333333334; 'recall': 0.7668269230769231; 'f1-score': 0.6575091575091574; 'support': 68}; 'weighted avg': {'precision': 0.8388480392156863; 'recall': 0.6764705882352942; 'f1-score': 0.7001723766429648; 'support': 68}}
5,1,CNF,2,606,68,37,[16; 17],64,0.840333,0.764706,0,[],{'0': {'precision': 0.7607260726072608; 'recall': 1.0; 'f1-score': 0.8641049671977508; 'support': 461}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 145}; 'accuracy': 0.7607260726072608; 'macro avg': {'precision': 0.3803630363036304; 'recall': 0.5; 'f1-score': 0.4320524835988754; 'support': 606}; 'weighted avg': {'precision': 0.5787041575444674; 'recall': 0.7607260726072608; 'f1-score': 0.6573471780167708; 'support': 606}},{'0': {'precision': 0.7647058823529411; 'recall': 1.0; 'f1-score': 0.8666666666666666; 'support': 52}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7647058823529411; 'macro avg': {'precision': 0.38235294117647056; 'recall': 0.5; 'f1-score': 0.4333333333333333; 'support': 68}; 'weighted avg': {'precision': 0.5847750865051903; 'recall': 0.7647058823529411; 'f1-score': 0.6627450980392157; 'support': 68}}
5,1,CNF,3,606,68,37,[16; 17],64,0.841987,0.764706,0,[],{'0': {'precision': 0.7607260726072608; 'recall': 1.0; 'f1-score': 0.8641049671977508; 'support': 461}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 145}; 'accuracy': 0.7607260726072608; 'macro avg': {'precision': 0.3803630363036304; 'recall': 0.5; 'f1-score': 0.4320524835988754; 'support': 606}; 'weighted avg': {'precision': 0.5787041575444674; 'recall': 0.7607260726072608; 'f1-score': 0.6573471780167708; 'support': 606}},{'0': {'precision': 0.7647058823529411; 'recall': 1.0; 'f1-score': 0.8666666666666666; 'support': 52}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7647058823529411; 'macro avg': {'precision': 0.38235294117647056; 'recall': 0.5; 'f1-score': 0.4333333333333333; 'support': 68}; 'weighted avg': {'precision': 0.5847750865051903; 'recall': 0.7647058823529411; 'f1-score': 0.6627450980392157; 'support': 68}}
5,1,CNF,4,607,67,37,[16; 17],64,0.852437,0.626866,2,[X2 >= 3000.000000 OR X3 < 4.000000],{'0': {'precision': 0.7872340425531915; 'recall': 0.8809523809523809; 'f1-score': 0.8314606741573034; 'support': 462}; '1': {'precision': 0.3888888888888889; 'recall': 0.2413793103448276; 'f1-score': 0.2978723404255319; 'support': 145}; 'accuracy': 0.728171334431631; 'macro avg': {'precision': 0.5880614657210402; 'recall': 0.5611658456486043; 'f1-score': 0.5646665072914177; 'support': 607}; 'weighted avg': {'precision': 0.6920774572462329; 'recall': 0.728171334431631; 'f1-score': 0.7039972336447714; 'support': 607}},{'0': {'precision': 0.75; 'recall': 0.7647058823529411; 'f1-score': 0.7572815533980582; 'support': 51}; '1': {'precision': 0.2; 'recall': 0.1875; 'f1-score': 0.19354838709677422; 'support': 16}; 'accuracy': 0.6268656716417911; 'macro avg': {'precision': 0.475; 'recall': 0.47610294117647056; 'f1-score': 0.47541497024741625; 'support': 67}; 'weighted avg': {'precision': 0.6186567164179105; 'recall': 0.6268656716417911; 'f1-score': 0.6226587077141694; 'support': 67}}
5,1,CNF,5,607,67,37,[16; 17],64,0.817667,0.492537,1,[X3 < 23.000000],{'0': {'precision': 0.7736842105263158; 'recall': 0.6363636363636364; 'f1-score': 0.6983372921615202; 'support': 462}; '1': {'precision': 0.2599118942731278; 'recall': 0.4068965517241379; 'f1-score': 0.31720430107526887; 'support': 145}; 'accuracy': 0.5815485996705108; 'macro avg': {'precision': 0.5167980523997218; 'recall': 0.5216300940438872; 'f1-score': 0.5077707966183945; 'support': 607}; 'weighted avg': {'precision': 0.6509544150457355; 'recall': 0.5815485996705108; 'f1-score': 0.6072923437142278; 'support': 607}},{'0': {'precision': 0.7297297297297297; 'recall': 0.5294117647058824; 'f1-score': 0.6136363636363636; 'support': 51}; '1': {'precision': 0.2; 'recall': 0.375; 'f1-score': 0.26086956521739135; 'support': 16}; 'accuracy': 0.4925373134328358; 'macro avg': {'precision': 0.4648648648648649; 'recall': 0.4522058823529412; 'f1-score': 0.4372529644268775; 'support': 67}; 'weighted avg': {'precision': 0.6032271077047197; 'recall': 0.4925373134328358; 'f1-score': 0.5293935461034748; 'support': 67}}
5,1,CNF,6,607,67,37,[16; 17],64,0.770505,0.761194,0,[],{'0': {'precision': 0.7611202635914333; 'recall': 1.0; 'f1-score': 0.8643592142188962; 'support': 462}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 145}; 'accuracy': 0.7611202635914333; 'macro avg': {'precision': 0.3805601317957166; 'recall': 0.5; 'f1-score': 0.4321796071094481; 'support': 607}; 'weighted avg': {'precision': 0.5793040556494928; 'recall': 0.7611202635914333; 'f1-score': 0.6578813129639705; 'support': 607}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
5,1,CNF,7,607,67,37,[16; 17],64,0.789917,0.761194,1,[X1 >= 8.000000],{'0': {'precision': 0.8; 'recall': 0.8138528138528138; 'f1-score': 0.8068669527896997; 'support': 462}; '1': {'precision': 0.3722627737226277; 'recall': 0.35172413793103446; 'f1-score': 0.3617021276595745; 'support': 145}; 'accuracy': 0.7034596375617792; 'macro avg': {'precision': 0.5861313868613138; 'recall': 0.5827884758919242; 'f1-score': 0.584284540224637; 'support': 607}; 'weighted avg': {'precision': 0.6978222441347298; 'recall': 0.7034596375617792; 'f1-score': 0.7005260967042496; 'support': 607}},{'0': {'precision': 0.8181818181818182; 'recall': 0.8823529411764706; 'f1-score': 0.8490566037735848; 'support': 51}; '1': {'precision': 0.5; 'recall': 0.375; 'f1-score': 0.42857142857142855; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.6590909090909092; 'recall': 0.6286764705882353; 'f1-score': 0.6388140161725067; 'support': 67}; 'weighted avg': {'precision': 0.7421981004070556; 'recall': 0.7611940298507462; 'f1-score': 0.748642233576055; 'support': 67}}
5,1,CNF,8,607,67,37,[16; 17],64,0.761307,0.805970,1,[X2 >= 3000.000000],{'0': {'precision': 0.7833333333333333; 'recall': 0.9155844155844156; 'f1-score': 0.844311377245509; 'support': 462}; '1': {'precision': 0.417910447761194; 'recall': 0.19310344827586207; 'f1-score': 0.26415094339622636; 'support': 145}; 'accuracy': 0.742998352553542; 'macro avg': {'precision': 0.6006218905472637; 'recall': 0.5543439319301389; 'f1-score': 0.5542311603208676; 'support': 607}; 'weighted avg': {'precision': 0.6960412107502028; 'recall': 0.742998352553542; 'f1-score': 0.7057228057329126; 'support': 607}},{'0': {'precision': 0.796875; 'recall': 1.0; 'f1-score': 0.8869565217391304; 'support': 51}; '1': {'precision': 1.0; 'recall': 0.1875; 'f1-score': 0.3157894736842105; 'support': 16}; 'accuracy': 0.8059701492537313; 'macro avg': {'precision': 0.8984375; 'recall': 0.59375; 'f1-score': 0.6013729977116704; 'support': 67}; 'weighted avg': {'precision': 0.8453824626865671; 'recall': 0.8059701492537313; 'f1-score': 0.7505584207110899; 'support': 67}}
5,1,CNF,9,607,67,37,[16; 17],64,0.829163,0.761194,0,[],{'0': {'precision': 0.7611202635914333; 'recall': 1.0; 'f1-score': 0.8643592142188962; 'support': 462}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 145}; 'accuracy': 0.7611202635914333; 'macro avg': {'precision': 0.3805601317957166; 'recall': 0.5; 'f1-score': 0.4321796071094481; 'support': 607}; 'weighted avg': {'precision': 0.5793040556494928; 'recall': 0.7611202635914333; 'f1-score': 0.6578813129639705; 'support': 607}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
5,1,CNF,0,606,68,18,[33; 34],64,0.445426,0.750000,0,[],{'0': {'precision': 0.7623762376237624; 'recall': 1.0; 'f1-score': 0.8651685393258427; 'support': 462}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7623762376237624; 'macro avg': {'precision': 0.3811881188118812; 'recall': 0.5; 'f1-score': 0.43258426966292135; 'support': 606}; 'weighted avg': {'precision': 0.5812175276933634; 'recall': 0.7623762376237624; 'f1-score': 0.6595839359216821; 'support': 606}},{'0': {'precision': 0.75; 'recall': 1.0; 'f1-score': 0.8571428571428571; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 17}; 'accuracy': 0.75; 'macro avg': {'precision': 0.375; 'recall': 0.5; 'f1-score': 0.42857142857142855; 'support': 68}; 'weighted avg': {'precision': 0.5625; 'recall': 0.75; 'f1-score': 0.6428571428571429; 'support': 68}}
5,1,CNF,1,606,68,18,[33; 34],64,0.448289,0.735294,1,[X2 >= 3000.000000],{'0': {'precision': 0.7838827838827839; 'recall': 0.928416485900217; 'f1-score': 0.8500496524329693; 'support': 461}; '1': {'precision': 0.45; 'recall': 0.18620689655172415; 'f1-score': 0.2634146341463415; 'support': 145}; 'accuracy': 0.7508250825082509; 'macro avg': {'precision': 0.616941391941392; 'recall': 0.5573116912259706; 'f1-score': 0.5567321432896554; 'support': 606}; 'weighted avg': {'precision': 0.703993338894329; 'recall': 0.7508250825082509; 'f1-score': 0.7096831876614164; 'support': 606}},{'0': {'precision': 0.7931034482758621; 'recall': 0.8846153846153846; 'f1-score': 0.8363636363636363; 'support': 52}; '1': {'precision': 0.4; 'recall': 0.25; 'f1-score': 0.3076923076923077; 'support': 16}; 'accuracy': 0.7352941176470589; 'macro avg': {'precision': 0.596551724137931; 'recall': 0.5673076923076923; 'f1-score': 0.572027972027972; 'support': 68}; 'weighted avg': {'precision': 0.7006085192697769; 'recall': 0.7352941176470589; 'f1-score': 0.7119703825586177; 'support': 68}}
5,1,CNF,2,606,68,18,[33; 34],64,0.464431,0.764706,0,[],{'0': {'precision': 0.7607260726072608; 'recall': 1.0; 'f1-score': 0.8641049671977508; 'support': 461}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 145}; 'accuracy': 0.7607260726072608; 'macro avg': {'precision': 0.3803630363036304; 'recall': 0.5; 'f1-score': 0.4320524835988754; 'support': 606}; 'weighted avg': {'precision': 0.5787041575444674; 'recall': 0.7607260726072608; 'f1-score': 0.6573471780167708; 'support': 606}},{'0': {'precision': 0.7647058823529411; 'recall': 1.0; 'f1-score': 0.8666666666666666; 'support': 52}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7647058823529411; 'macro avg': {'precision': 0.38235294117647056; 'recall': 0.5; 'f1-score': 0.4333333333333333; 'support': 68}; 'weighted avg': {'precision': 0.5847750865051903; 'recall': 0.7647058823529411; 'f1-score': 0.6627450980392157; 'support': 68}}
5,1,CNF,3,606,68,18,[33; 34],64,0.477432,0.720588,1,[X3 < 4.000000],{'0': {'precision': 0.7586805555555556; 'recall': 0.9479392624728851; 'f1-score': 0.8428158148505304; 'support': 461}; '1': {'precision': 0.2; 'recall': 0.041379310344827586; 'f1-score': 0.06857142857142857; 'support': 145}; 'accuracy': 0.731023102310231; 'macro avg': {'precision': 0.47934027777777777; 'recall': 0.4946592864088563; 'f1-score': 0.4556936217109795; 'support': 606}; 'weighted avg': {'precision': 0.6250028648698204; 'recall': 0.731023102310231; 'f1-score': 0.6575593197837485; 'support': 606}},{'0': {'precision': 0.7619047619047619; 'recall': 0.9230769230769231; 'f1-score': 0.8347826086956522; 'support': 52}; '1': {'precision': 0.2; 'recall': 0.0625; 'f1-score': 0.09523809523809523; 'support': 16}; 'accuracy': 0.7205882352941176; 'macro avg': {'precision': 0.4809523809523809; 'recall': 0.49278846153846156; 'f1-score': 0.46501035196687374; 'support': 68}; 'weighted avg': {'precision': 0.6296918767507004; 'recall': 0.7205882352941176; 'f1-score': 0.660772134940933; 'support': 68}}
5,1,CNF,4,607,67,18,[33; 34],64,0.499216,0.761194,1,[X0 < 2.000000],{'0': {'precision': 0.761744966442953; 'recall': 0.9826839826839827; 'f1-score': 0.8582230623818525; 'support': 462}; '1': {'precision': 0.2727272727272727; 'recall': 0.020689655172413793; 'f1-score': 0.038461538461538464; 'support': 145}; 'accuracy': 0.7528830313014827; 'macro avg': {'precision': 0.5172361195851128; 'recall': 0.5016868189281982; 'f1-score': 0.4483423004216955; 'support': 607}; 'weighted avg': {'precision': 0.644928548669026; 'recall': 0.7528830313014827; 'f1-score': 0.662398645629883; 'support': 607}},{'0': {'precision': 0.7692307692307693; 'recall': 0.9803921568627451; 'f1-score': 0.8620689655172413; 'support': 51}; '1': {'precision': 0.5; 'recall': 0.0625; 'f1-score': 0.1111111111111111; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.6346153846153846; 'recall': 0.5214460784313726; 'f1-score': 0.48659003831417624; 'support': 67}; 'weighted avg': {'precision': 0.7049368541905856; 'recall': 0.7611940298507462; 'f1-score': 0.6827357465545834; 'support': 67}}
