lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,605,68,75,[8; 9],64,1.414539,0.764706,0,[],{'0': {'precision': 0.7619834710743801; 'recall': 1.0; 'f1-score': 0.8649155722326454; 'support': 461}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7619834710743801; 'macro avg': {'precision': 0.38099173553719007; 'recall': 0.5; 'f1-score': 0.4324577861163227; 'support': 605}; 'weighted avg': {'precision': 0.5806188101905607; 'recall': 0.7619834710743801; 'f1-score': 0.6590513699161149; 'support': 605}},{'0': {'precision': 0.7647058823529411; 'recall': 1.0; 'f1-score': 0.8666666666666666; 'support': 52}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7647058823529411; 'macro avg': {'precision': 0.38235294117647056; 'recall': 0.5; 'f1-score': 0.4333333333333333; 'support': 68}; 'weighted avg': {'precision': 0.5847750865051903; 'recall': 0.7647058823529411; 'f1-score': 0.6627450980392157; 'support': 68}}
5,1,CNF,1,605,68,37,[16; 17],64,0.897875,0.735294,1,[X1 >= 12.000000],{'0': {'precision': 0.7869158878504673; 'recall': 0.913232104121475; 'f1-score': 0.8453815261044177; 'support': 461}; '1': {'precision': 0.42857142857142855; 'recall': 0.20833333333333334; 'f1-score': 0.28037383177570097; 'support': 144}; 'accuracy': 0.7454545454545455; 'macro avg': {'precision': 0.6077436582109479; 'recall': 0.5607827187274042; 'f1-score': 0.5628776789400594; 'support': 605}; 'weighted avg': {'precision': 0.7016239834931424; 'recall': 0.7454545454545455; 'f1-score': 0.7109003558840289; 'support': 605}},{'0': {'precision': 0.765625; 'recall': 0.9423076923076923; 'f1-score': 0.8448275862068965; 'support': 52}; '1': {'precision': 0.25; 'recall': 0.0625; 'f1-score': 0.1; 'support': 16}; 'accuracy': 0.7352941176470589; 'macro avg': {'precision': 0.5078125; 'recall': 0.5024038461538461; 'f1-score': 0.4724137931034482; 'support': 68}; 'weighted avg': {'precision': 0.6443014705882353; 'recall': 0.7352941176470589; 'f1-score': 0.6695740365111562; 'support': 68}}
5,1,CNF,2,605,68,37,[16; 17],64,0.946194,0.661765,1,[X0 < 4.000000],{'0': {'precision': 0.8192219679633868; 'recall': 0.7765726681127982; 'f1-score': 0.7973273942093541; 'support': 461}; '1': {'precision': 0.3869047619047619; 'recall': 0.4513888888888889; 'f1-score': 0.41666666666666663; 'support': 144}; 'accuracy': 0.6991735537190082; 'macro avg': {'precision': 0.6030633649340743; 'recall': 0.6139807785008435; 'f1-score': 0.6069970304380103; 'support': 605}; 'weighted avg': {'precision': 0.7163233271824909; 'recall': 0.6991735537190082; 'f1-score': 0.7067238491413426; 'support': 605}},{'0': {'precision': 0.7735849056603774; 'recall': 0.7884615384615384; 'f1-score': 0.780952380952381; 'support': 52}; '1': {'precision': 0.26666666666666666; 'recall': 0.25; 'f1-score': 0.2580645161290323; 'support': 16}; 'accuracy': 0.6617647058823529; 'macro avg': {'precision': 0.520125786163522; 'recall': 0.5192307692307692; 'f1-score': 0.5195084485407067; 'support': 68}; 'weighted avg': {'precision': 0.6543100258971514; 'recall': 0.6617647058823529; 'f1-score': 0.6579199421704166; 'support': 68}}
5,1,CNF,3,606,67,37,[16; 17],64,0.989208,0.552239,1,[X1 < 2.000000],{'0': {'precision': 0.732776617954071; 'recall': 0.7597402597402597; 'f1-score': 0.7460148777895855; 'support': 462}; '1': {'precision': 0.12598425196850394; 'recall': 0.1111111111111111; 'f1-score': 0.11808118081180811; 'support': 144}; 'accuracy': 0.6056105610561056; 'macro avg': {'precision': 0.42938043496128747; 'recall': 0.4354256854256854; 'f1-score': 0.4320480293006968; 'support': 606}; 'weighted avg': {'precision': 0.5885883329674017; 'recall': 0.6056105610561056; 'f1-score': 0.5968029101909057; 'support': 606}},{'0': {'precision': 0.6981132075471698; 'recall': 0.7254901960784313; 'f1-score': 0.7115384615384615; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.5522388059701493; 'macro avg': {'precision': 0.3490566037735849; 'recall': 0.3627450980392157; 'f1-score': 0.3557692307692307; 'support': 67}; 'weighted avg': {'precision': 0.5313996057448606; 'recall': 0.5522388059701493; 'f1-score': 0.5416188289322617; 'support': 67}}
5,1,CNF,4,606,67,37,[16; 17],64,0.957297,0.761194,0,[],{'0': {'precision': 0.7623762376237624; 'recall': 1.0; 'f1-score': 0.8651685393258427; 'support': 462}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7623762376237624; 'macro avg': {'precision': 0.3811881188118812; 'recall': 0.5; 'f1-score': 0.43258426966292135; 'support': 606}; 'weighted avg': {'precision': 0.5812175276933634; 'recall': 0.7623762376237624; 'f1-score': 0.6595839359216821; 'support': 606}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
5,1,CNF,5,606,67,37,[16; 17],64,0.927950,0.761194,0,[],{'0': {'precision': 0.7623762376237624; 'recall': 1.0; 'f1-score': 0.8651685393258427; 'support': 462}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7623762376237624; 'macro avg': {'precision': 0.3811881188118812; 'recall': 0.5; 'f1-score': 0.43258426966292135; 'support': 606}; 'weighted avg': {'precision': 0.5812175276933634; 'recall': 0.7623762376237624; 'f1-score': 0.6595839359216821; 'support': 606}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
5,1,CNF,6,606,67,37,[16; 17],64,0.953109,0.626866,2,[X1 >= 8.000000 OR X3 >= 57.000000],{'0': {'precision': 0.7911547911547911; 'recall': 0.696969696969697; 'f1-score': 0.7410817031070196; 'support': 462}; '1': {'precision': 0.2964824120603015; 'recall': 0.4097222222222222; 'f1-score': 0.3440233236151604; 'support': 144}; 'accuracy': 0.6287128712871287; 'macro avg': {'precision': 0.5438186016075464; 'recall': 0.5533459595959596; 'f1-score': 0.54255251336109; 'support': 606}; 'weighted avg': {'precision': 0.673608879290754; 'recall': 0.6287128712871287; 'f1-score': 0.646731197089152; 'support': 606}},{'0': {'precision': 0.782608695652174; 'recall': 0.7058823529411765; 'f1-score': 0.7422680412371134; 'support': 51}; '1': {'precision': 0.2857142857142857; 'recall': 0.375; 'f1-score': 0.3243243243243243; 'support': 16}; 'accuracy': 0.6268656716417911; 'macro avg': {'precision': 0.5341614906832298; 'recall': 0.5404411764705883; 'f1-score': 0.5332961827807189; 'support': 67}; 'weighted avg': {'precision': 0.6639473440252156; 'recall': 0.6268656716417911; 'f1-score': 0.6424605864519697; 'support': 67}}
5,1,CNF,7,606,67,37,[16; 17],64,0.923622,0.716418,1,[X1 >= 8.000000],{'0': {'precision': 0.8072805139186295; 'recall': 0.816017316017316; 'f1-score': 0.8116254036598493; 'support': 462}; '1': {'precision': 0.38848920863309355; 'recall': 0.375; 'f1-score': 0.38162544169611307; 'support': 144}; 'accuracy': 0.7112211221122112; 'macro avg': {'precision': 0.5978848612758616; 'recall': 0.5955086580086579; 'f1-score': 0.5966254226779811; 'support': 606}; 'weighted avg': {'precision': 0.707765748306225; 'recall': 0.7112211221122112; 'f1-score': 0.7094471948763872; 'support': 606}},{'0': {'precision': 0.82; 'recall': 0.803921568627451; 'f1-score': 0.8118811881188118; 'support': 51}; '1': {'precision': 0.4117647058823529; 'recall': 0.4375; 'f1-score': 0.42424242424242425; 'support': 16}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.6158823529411764; 'recall': 0.6207107843137255; 'f1-score': 0.618061806180618; 'support': 67}; 'weighted avg': {'precision': 0.7225109745390693; 'recall': 0.7164179104477612; 'f1-score': 0.7193107370438536; 'support': 67}}
5,1,CNF,8,606,67,37,[16; 17],64,1.014832,0.716418,1,[X1 >= 8.000000],{'0': {'precision': 0.8086021505376344; 'recall': 0.8138528138528138; 'f1-score': 0.8112189859762675; 'support': 462}; '1': {'precision': 0.3900709219858156; 'recall': 0.3819444444444444; 'f1-score': 0.38596491228070173; 'support': 144}; 'accuracy': 0.7112211221122112; 'macro avg': {'precision': 0.599336536261725; 'recall': 0.5978986291486291; 'f1-score': 0.5985919491284846; 'support': 606}; 'weighted avg': {'precision': 0.7091491853372022; 'recall': 0.7112211221122112; 'f1-score': 0.7101685130189053; 'support': 606}},{'0': {'precision': 0.8076923076923077; 'recall': 0.8235294117647058; 'f1-score': 0.8155339805825242; 'support': 51}; '1': {'precision': 0.4; 'recall': 0.375; 'f1-score': 0.38709677419354843; 'support': 16}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.6038461538461539; 'recall': 0.5992647058823529; 'f1-score': 0.6013153773880363; 'support': 67}; 'weighted avg': {'precision': 0.7103329506314581; 'recall': 0.7164179104477612; 'f1-score': 0.7132206178627688; 'support': 67}}
5,1,CNF,9,606,67,37,[16; 17],64,1.006091,0.761194,0,[],{'0': {'precision': 0.7623762376237624; 'recall': 1.0; 'f1-score': 0.8651685393258427; 'support': 462}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7623762376237624; 'macro avg': {'precision': 0.3811881188118812; 'recall': 0.5; 'f1-score': 0.43258426966292135; 'support': 606}; 'weighted avg': {'precision': 0.5812175276933634; 'recall': 0.7623762376237624; 'f1-score': 0.6595839359216821; 'support': 606}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
5,1,CNF,0,605,68,18,[33; 34],64,0.503983,0.750000,1,[X0 < 4.000000],{'0': {'precision': 0.8067415730337079; 'recall': 0.7787418655097614; 'f1-score': 0.792494481236203; 'support': 461}; '1': {'precision': 0.3625; 'recall': 0.4027777777777778; 'f1-score': 0.38157894736842113; 'support': 144}; 'accuracy': 0.6892561983471074; 'macro avg': {'precision': 0.5846207865168539; 'recall': 0.5907598216437696; 'f1-score': 0.5870367143023121; 'support': 605}; 'weighted avg': {'precision': 0.7010047358157675; 'recall': 0.6892561983471074; 'f1-score': 0.6946897921833756; 'support': 605}},{'0': {'precision': 0.8888888888888888; 'recall': 0.7692307692307693; 'f1-score': 0.8247422680412372; 'support': 52}; '1': {'precision': 0.4782608695652174; 'recall': 0.6875; 'f1-score': 0.5641025641025642; 'support': 16}; 'accuracy': 0.75; 'macro avg': {'precision': 0.6835748792270531; 'recall': 0.7283653846153846; 'f1-score': 0.6944224160719007; 'support': 68}; 'weighted avg': {'precision': 0.7922705314009661; 'recall': 0.75; 'f1-score': 0.7634152788791965; 'support': 68}}
5,1,CNF,1,605,68,18,[33; 34],64,0.595660,0.647059,1,[X1 >= 6.000000],{'0': {'precision': 0.8256410256410256; 'recall': 0.6984815618221258; 'f1-score': 0.7567567567567567; 'support': 461}; '1': {'precision': 0.35348837209302325; 'recall': 0.5277777777777778; 'f1-score': 0.42339832869080785; 'support': 144}; 'accuracy': 0.6578512396694215; 'macro avg': {'precision': 0.5895646988670245; 'recall': 0.6131296697999518; 'f1-score': 0.5900775427237823; 'support': 605}; 'weighted avg': {'precision': 0.7132608899205093; 'recall': 0.6578512396694215; 'f1-score': 0.6774119408203986; 'support': 605}},{'0': {'precision': 0.868421052631579; 'recall': 0.6346153846153846; 'f1-score': 0.7333333333333333; 'support': 52}; '1': {'precision': 0.36666666666666664; 'recall': 0.6875; 'f1-score': 0.47826086956521735; 'support': 16}; 'accuracy': 0.6470588235294118; 'macro avg': {'precision': 0.6175438596491228; 'recall': 0.6610576923076923; 'f1-score': 0.6057971014492753; 'support': 68}; 'weighted avg': {'precision': 0.7503611971104232; 'recall': 0.6470588235294118; 'f1-score': 0.6733162830349531; 'support': 68}}
5,1,CNF,2,605,68,18,[33; 34],64,0.548615,0.764706,0,[],{'0': {'precision': 0.7619834710743801; 'recall': 1.0; 'f1-score': 0.8649155722326454; 'support': 461}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7619834710743801; 'macro avg': {'precision': 0.38099173553719007; 'recall': 0.5; 'f1-score': 0.4324577861163227; 'support': 605}; 'weighted avg': {'precision': 0.5806188101905607; 'recall': 0.7619834710743801; 'f1-score': 0.6590513699161149; 'support': 605}},{'0': {'precision': 0.7647058823529411; 'recall': 1.0; 'f1-score': 0.8666666666666666; 'support': 52}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7647058823529411; 'macro avg': {'precision': 0.38235294117647056; 'recall': 0.5; 'f1-score': 0.4333333333333333; 'support': 68}; 'weighted avg': {'precision': 0.5847750865051903; 'recall': 0.7647058823529411; 'f1-score': 0.6627450980392157; 'support': 68}}
5,1,CNF,3,606,67,18,[33; 34],64,0.536414,0.761194,0,[],{'0': {'precision': 0.7623762376237624; 'recall': 1.0; 'f1-score': 0.8651685393258427; 'support': 462}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7623762376237624; 'macro avg': {'precision': 0.3811881188118812; 'recall': 0.5; 'f1-score': 0.43258426966292135; 'support': 606}; 'weighted avg': {'precision': 0.5812175276933634; 'recall': 0.7623762376237624; 'f1-score': 0.6595839359216821; 'support': 606}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
