l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],158,1.528326,0.754717,2,[X0 >= 45.000000 OR X2 >= 0.800000],{'0.0': {'precision': 0.3673469387755102; 'recall': 0.13432835820895522; 'f1-score': 0.19672131147540983; 'support': 134}; '1.0': {'precision': 0.7231503579952268; 'recall': 0.907185628742515; 'f1-score': 0.8047808764940239; 'support': 334}; 'accuracy': 0.6858974358974359; 'macro avg': {'precision': 0.5452486483853685; 'recall': 0.5207569934757351; 'f1-score': 0.5007510939847168; 'support': 468}; 'weighted avg': {'precision': 0.6212750200135131; 'recall': 0.6858974358974359; 'f1-score': 0.6306783514673266; 'support': 468}},{'0.0': {'precision': 0.6; 'recall': 0.4; 'f1-score': 0.48; 'support': 15}; '1.0': {'precision': 0.7906976744186046; 'recall': 0.8947368421052632; 'f1-score': 0.8395061728395061; 'support': 38}; 'accuracy': 0.7547169811320755; 'macro avg': {'precision': 0.6953488372093023; 'recall': 0.6473684210526316; 'f1-score': 0.659753086419753; 'support': 53}; 'weighted avg': {'precision': 0.7367266344888109; 'recall': 0.7547169811320755; 'f1-score': 0.7377591427905893; 'support': 53}}
l: 5,1,CNF,0,468,53,29,[16; 17],158,0.944859,0.566038,4,[X2 < 0.700000 OR X3 >= 4.100000 OR X5 >= 53.600000 OR X9 >= 0.900000],{'0.0': {'precision': 0.2608695652173913; 'recall': 0.1791044776119403; 'f1-score': 0.21238938053097345; 'support': 134}; '1.0': {'precision': 0.7074468085106383; 'recall': 0.7964071856287425; 'f1-score': 0.7492957746478872; 'support': 334}; 'accuracy': 0.6196581196581197; 'macro avg': {'precision': 0.4841581868640148; 'recall': 0.48775583162034136; 'f1-score': 0.48084257758943033; 'support': 468}; 'weighted avg': {'precision': 0.5795806747471872; 'recall': 0.6196581196581197; 'f1-score': 0.5955661660759504; 'support': 468}},{'0.0': {'precision': 0.21428571428571427; 'recall': 0.2; 'f1-score': 0.20689655172413796; 'support': 15}; '1.0': {'precision': 0.6923076923076923; 'recall': 0.7105263157894737; 'f1-score': 0.7012987012987013; 'support': 38}; 'accuracy': 0.5660377358490566; 'macro avg': {'precision': 0.4532967032967033; 'recall': 0.4552631578947368; 'f1-score': 0.4540976265114196; 'support': 53}; 'weighted avg': {'precision': 0.5570184532448683; 'recall': 0.5660377358490566; 'f1-score': 0.5613735646266551; 'support': 53}}
l: 5,1,CNF,1,469,52,29,[16; 17],158,1.047068,0.576923,5,[X0 >= 66.000000 OR X2 >= 1.400000 OR X5 < 21.000000 OR X6 >= 54.000000 OR X7 < 5.100000],{'0.0': {'precision': 0.49242424242424243; 'recall': 0.48148148148148145; 'f1-score': 0.4868913857677903; 'support': 135}; '1.0': {'precision': 0.7922848664688428; 'recall': 0.7994011976047904; 'f1-score': 0.7958271236959762; 'support': 334}; 'accuracy': 0.7078891257995735; 'macro avg': {'precision': 0.6423545544465425; 'recall': 0.640441339543136; 'f1-score': 0.6413592547318833; 'support': 469}; 'weighted avg': {'precision': 0.705971040784363; 'recall': 0.7078891257995735; 'f1-score': 0.7069010584074792; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.2857142857142857; 'f1-score': 0.26666666666666666; 'support': 14}; '1.0': {'precision': 0.7222222222222222; 'recall': 0.6842105263157895; 'f1-score': 0.7027027027027027; 'support': 38}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.4861111111111111; 'recall': 0.4849624060150376; 'f1-score': 0.48468468468468473; 'support': 52}; 'weighted avg': {'precision': 0.5950854700854701; 'recall': 0.5769230769230769; 'f1-score': 0.5853083853083854; 'support': 52}}
l: 5,1,CNF,2,469,52,29,[16; 17],158,1.006570,0.692308,4,[X2 < 0.700000 OR X3 < 0.200000 OR X4 >= 167.600000 OR X6 >= 71.600000],{'0.0': {'precision': 0.47761194029850745; 'recall': 0.23880597014925373; 'f1-score': 0.31840796019900497; 'support': 134}; '1.0': {'precision': 0.746268656716418; 'recall': 0.8955223880597015; 'f1-score': 0.814111261872456; 'support': 335}; 'accuracy': 0.7078891257995735; 'macro avg': {'precision': 0.6119402985074627; 'recall': 0.5671641791044776; 'f1-score': 0.5662596110357305; 'support': 469}; 'weighted avg': {'precision': 0.6695095948827292; 'recall': 0.7078891257995735; 'f1-score': 0.6724817471086129; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.2; 'f1-score': 0.27272727272727276; 'support': 15}; '1.0': {'precision': 0.7333333333333333; 'recall': 0.8918918918918919; 'f1-score': 0.8048780487804879; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5809523809523809; 'recall': 0.5459459459459459; 'f1-score': 0.5388026607538803; 'support': 52}; 'weighted avg': {'precision': 0.6454212454212455; 'recall': 0.6923076923076923; 'f1-score': 0.6513730172266758; 'support': 52}}
l: 5,1,CNF,3,469,52,29,[16; 17],158,1.085356,0.576923,4,[X3 < 0.200000 OR X4 < 208.000000 OR X6 >= 105.000000 OR X8 < 3.000000],{'0.0': {'precision': 0.21951219512195122; 'recall': 0.13432835820895522; 'f1-score': 0.16666666666666666; 'support': 134}; '1.0': {'precision': 0.7002583979328165; 'recall': 0.808955223880597; 'f1-score': 0.7506925207756232; 'support': 335}; 'accuracy': 0.6162046908315565; 'macro avg': {'precision': 0.45988529652738386; 'recall': 0.4716417910447761; 'f1-score': 0.4586795937211449; 'support': 469}; 'weighted avg': {'precision': 0.562902339986855; 'recall': 0.6162046908315565; 'f1-score': 0.5838279910302071; 'support': 469}},{'0.0': {'precision': 0.1111111111111111; 'recall': 0.06666666666666667; 'f1-score': 0.08333333333333334; 'support': 15}; '1.0': {'precision': 0.6744186046511628; 'recall': 0.7837837837837838; 'f1-score': 0.725; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.3927648578811369; 'recall': 0.4252252252252252; 'f1-score': 0.4041666666666667; 'support': 52}; 'weighted avg': {'precision': 0.5119260584376863; 'recall': 0.5769230769230769; 'f1-score': 0.5399038461538461; 'support': 52}}
l: 5,1,CNF,4,469,52,29,[16; 17],158,1.005585,0.634615,3,[X3 >= 0.300000 OR X5 >= 43.000000 OR X9 < 0.900000],{'0.0': {'precision': 0.509090909090909; 'recall': 0.417910447761194; 'f1-score': 0.4590163934426229; 'support': 134}; '1.0': {'precision': 0.7827298050139275; 'recall': 0.8388059701492537; 'f1-score': 0.8097982708933716; 'support': 335}; 'accuracy': 0.7185501066098081; 'macro avg': {'precision': 0.6459103570524183; 'recall': 0.6283582089552239; 'f1-score': 0.6344073321679973; 'support': 469}; 'weighted avg': {'precision': 0.7045472633216364; 'recall': 0.7185501066098081; 'f1-score': 0.7095748773360149; 'support': 469}},{'0.0': {'precision': 0.35714285714285715; 'recall': 0.3333333333333333; 'f1-score': 0.3448275862068965; 'support': 15}; '1.0': {'precision': 0.7368421052631579; 'recall': 0.7567567567567568; 'f1-score': 0.7466666666666667; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5469924812030075; 'recall': 0.545045045045045; 'f1-score': 0.5457471264367816; 'support': 52}; 'weighted avg': {'precision': 0.6273134759976865; 'recall': 0.6346153846153846; 'f1-score': 0.6307515473032714; 'support': 52}}
l: 5,1,CNF,5,469,52,29,[16; 17],158,1.206020,0.692308,4,[X0 >= 66.000000 OR X2 >= 1.400000 OR X4 < 150.000000 OR X5 >= 74.000000],{'0.0': {'precision': 0.4427860696517413; 'recall': 0.664179104477612; 'f1-score': 0.5313432835820895; 'support': 134}; '1.0': {'precision': 0.832089552238806; 'recall': 0.6656716417910448; 'f1-score': 0.7396351575456053; 'support': 335}; 'accuracy': 0.6652452025586354; 'macro avg': {'precision': 0.6374378109452736; 'recall': 0.6649253731343283; 'f1-score': 0.6354892205638474; 'support': 469}; 'weighted avg': {'precision': 0.7208599857853589; 'recall': 0.6652452025586354; 'f1-score': 0.6801231935560293; 'support': 469}},{'0.0': {'precision': 0.4666666666666667; 'recall': 0.4666666666666667; 'f1-score': 0.4666666666666667; 'support': 15}; '1.0': {'precision': 0.7837837837837838; 'recall': 0.7837837837837838; 'f1-score': 0.7837837837837838; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6252252252252253; 'recall': 0.6252252252252253; 'f1-score': 0.6252252252252253; 'support': 52}; 'weighted avg': {'precision': 0.6923076923076923; 'recall': 0.6923076923076923; 'f1-score': 0.6923076923076923; 'support': 52}}
l: 5,1,CNF,6,469,52,29,[16; 17],158,1.024453,0.634615,4,[X0 >= 66.000000 OR X2 >= 0.900000 OR X4 >= 236.800000 OR X5 >= 35.000000],{'0.0': {'precision': 0.5444444444444444; 'recall': 0.3656716417910448; 'f1-score': 0.4375; 'support': 134}; '1.0': {'precision': 0.7757255936675461; 'recall': 0.8776119402985074; 'f1-score': 0.8235294117647057; 'support': 335}; 'accuracy': 0.7313432835820896; 'macro avg': {'precision': 0.6600850190559953; 'recall': 0.6216417910447761; 'f1-score': 0.6305147058823528; 'support': 469}; 'weighted avg': {'precision': 0.7096452653180886; 'recall': 0.7313432835820896; 'f1-score': 0.713235294117647; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.26666666666666666; 'f1-score': 0.2962962962962963; 'support': 15}; '1.0': {'precision': 0.725; 'recall': 0.7837837837837838; 'f1-score': 0.7532467532467533; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5291666666666667; 'recall': 0.5252252252252252; 'f1-score': 0.5247715247715248; 'support': 52}; 'weighted avg': {'precision': 0.6120192307692307; 'recall': 0.6346153846153846; 'f1-score': 0.6214341214341215; 'support': 52}}
l: 5,1,CNF,7,469,52,29,[16; 17],158,1.238473,0.692308,3,[X5 >= 35.000000 OR X5 < 30.000000 OR X7 < 5.100000],{'0.0': {'precision': 0.4; 'recall': 0.11940298507462686; 'f1-score': 0.1839080459770115; 'support': 134}; '1.0': {'precision': 0.7249417249417249; 'recall': 0.9283582089552239; 'f1-score': 0.8141361256544504; 'support': 335}; 'accuracy': 0.697228144989339; 'macro avg': {'precision': 0.5624708624708625; 'recall': 0.5238805970149254; 'f1-score': 0.49902208581573093; 'support': 469}; 'weighted avg': {'precision': 0.6321012321012321; 'recall': 0.697228144989339; 'f1-score': 0.6340709600323249; 'support': 469}},{'0.0': {'precision': 0.4; 'recall': 0.13333333333333333; 'f1-score': 0.2; 'support': 15}; '1.0': {'precision': 0.723404255319149; 'recall': 0.918918918918919; 'f1-score': 0.8095238095238095; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5617021276595745; 'recall': 0.5261261261261262; 'f1-score': 0.5047619047619047; 'support': 52}; 'weighted avg': {'precision': 0.6301145662847791; 'recall': 0.6923076923076923; 'f1-score': 0.6336996336996337; 'support': 52}}
l: 5,1,CNF,8,469,52,29,[16; 17],158,1.248930,0.692308,2,[X0 >= 40.000000 OR X2 < 0.800000],{'0.0': {'precision': 0.3237410071942446; 'recall': 0.3358208955223881; 'f1-score': 0.32967032967032966; 'support': 134}; '1.0': {'precision': 0.7303030303030303; 'recall': 0.7194029850746269; 'f1-score': 0.7248120300751879; 'support': 335}; 'accuracy': 0.6098081023454158; 'macro avg': {'precision': 0.5270220187486374; 'recall': 0.5276119402985074; 'f1-score': 0.5272411798727588; 'support': 469}; 'weighted avg': {'precision': 0.6141424522719487; 'recall': 0.6098081023454158; 'f1-score': 0.6119144013880855; 'support': 469}},{'0.0': {'precision': 0.4666666666666667; 'recall': 0.4666666666666667; 'f1-score': 0.4666666666666667; 'support': 15}; '1.0': {'precision': 0.7837837837837838; 'recall': 0.7837837837837838; 'f1-score': 0.7837837837837838; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6252252252252253; 'recall': 0.6252252252252253; 'f1-score': 0.6252252252252253; 'support': 52}; 'weighted avg': {'precision': 0.6923076923076923; 'recall': 0.6923076923076923; 'f1-score': 0.6923076923076923; 'support': 52}}
l: 5,1,CNF,9,469,52,29,[16; 17],158,1.026041,0.788462,4,[X0 >= 66.000000 OR X2 >= 2.000000 OR X5 >= 35.000000 OR X8 >= 3.300000],{'0.0': {'precision': 0.48148148148148145; 'recall': 0.291044776119403; 'f1-score': 0.3627906976744186; 'support': 134}; '1.0': {'precision': 0.7551546391752577; 'recall': 0.8746268656716418; 'f1-score': 0.8105117565698479; 'support': 335}; 'accuracy': 0.7078891257995735; 'macro avg': {'precision': 0.6183180603283696; 'recall': 0.5828358208955224; 'f1-score': 0.5866512271221332; 'support': 469}; 'weighted avg': {'precision': 0.6769623084056073; 'recall': 0.7078891257995735; 'f1-score': 0.6825914540282967; 'support': 469}},{'0.0': {'precision': 0.75; 'recall': 0.4; 'f1-score': 0.5217391304347827; 'support': 15}; '1.0': {'precision': 0.7954545454545454; 'recall': 0.9459459459459459; 'f1-score': 0.8641975308641975; 'support': 37}; 'accuracy': 0.7884615384615384; 'macro avg': {'precision': 0.7727272727272727; 'recall': 0.672972972972973; 'f1-score': 0.69296833064949; 'support': 52}; 'weighted avg': {'precision': 0.7823426573426573; 'recall': 0.7884615384615384; 'f1-score': 0.7654114538172508; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 29}, (mean val acc cv) 0.654681 (+- 0.066570), (mean training time) 1.083336 (+- 0.102822)
l: 5,1,CNF,0,468,53,14,[33; 34],158,0.725673,0.660377,9,[X0 >= 66.000000 OR X0 < 45.000000 OR X2 >= 2.000000 OR X4 >= 328.000000 OR X4 < 167.600000 OR X5 < 18.000000 OR X6 >= 105.000000 OR X7 >= 7.900000 OR X7 < 5.100000],{'0.0': {'precision': 0.5; 'recall': 0.21641791044776118; 'f1-score': 0.3020833333333333; 'support': 134}; '1.0': {'precision': 0.7439024390243902; 'recall': 0.9131736526946108; 'f1-score': 0.8198924731182795; 'support': 334}; 'accuracy': 0.7136752136752137; 'macro avg': {'precision': 0.6219512195121951; 'recall': 0.564795781571186; 'f1-score': 0.5609879032258064; 'support': 468}; 'weighted avg': {'precision': 0.6740671252866376; 'recall': 0.7136752136752137; 'f1-score': 0.6716308818123334; 'support': 468}},{'0.0': {'precision': 0.2; 'recall': 0.06666666666666667; 'f1-score': 0.1; 'support': 15}; '1.0': {'precision': 0.7083333333333334; 'recall': 0.8947368421052632; 'f1-score': 0.7906976744186046; 'support': 38}; 'accuracy': 0.660377358490566; 'macro avg': {'precision': 0.4541666666666667; 'recall': 0.4807017543859649; 'f1-score': 0.4453488372093023; 'support': 53}; 'weighted avg': {'precision': 0.5644654088050315; 'recall': 0.660377358490566; 'f1-score': 0.5952172005265467; 'support': 53}}
