l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],158,1.420558,0.641509,4,[X0 < 23.000000 OR X2 >= 2.000000 OR X6 >= 192.000000 OR X8 < 3.000000],{'0.0': {'precision': 0.37894736842105264; 'recall': 0.5373134328358209; 'f1-score': 0.4444444444444444; 'support': 134}; '1.0': {'precision': 0.7769784172661871; 'recall': 0.6467065868263473; 'f1-score': 0.7058823529411765; 'support': 334}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5779628928436199; 'recall': 0.5920100098310841; 'f1-score': 0.5751633986928104; 'support': 468}; 'weighted avg': {'precision': 0.6630122622549733; 'recall': 0.6153846153846154; 'f1-score': 0.6310261996536507; 'support': 468}},{'0.0': {'precision': 0.35714285714285715; 'recall': 0.3333333333333333; 'f1-score': 0.3448275862068965; 'support': 15}; '1.0': {'precision': 0.7435897435897436; 'recall': 0.7631578947368421; 'f1-score': 0.7532467532467534; 'support': 38}; 'accuracy': 0.6415094339622641; 'macro avg': {'precision': 0.5503663003663004; 'recall': 0.5482456140350878; 'f1-score': 0.5490371697268249; 'support': 53}; 'weighted avg': {'precision': 0.634217983274587; 'recall': 0.6415094339622641; 'f1-score': 0.6376564229524542; 'support': 53}}
l: 5,1,CNF,0,468,53,29,[16; 17],158,0.961235,0.773585,2,[X2 >= 0.800000 OR X6 >= 192.000000],{'0.0': {'precision': 0.44339622641509435; 'recall': 0.35074626865671643; 'f1-score': 0.3916666666666667; 'support': 134}; '1.0': {'precision': 0.7596685082872928; 'recall': 0.8233532934131736; 'f1-score': 0.7902298850574713; 'support': 334}; 'accuracy': 0.688034188034188; 'macro avg': {'precision': 0.6015323673511936; 'recall': 0.5870497810349451; 'f1-score': 0.590948275862069; 'support': 468}; 'weighted avg': {'precision': 0.6691119147597829; 'recall': 0.688034188034188; 'f1-score': 0.676111356714805; 'support': 468}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.4; 'f1-score': 0.5; 'support': 15}; '1.0': {'precision': 0.7954545454545454; 'recall': 0.9210526315789473; 'f1-score': 0.8536585365853658; 'support': 38}; 'accuracy': 0.7735849056603774; 'macro avg': {'precision': 0.731060606060606; 'recall': 0.6605263157894736; 'f1-score': 0.6768292682926829; 'support': 53}; 'weighted avg': {'precision': 0.7590051457975986; 'recall': 0.7735849056603774; 'f1-score': 0.7535664979291302; 'support': 53}}
l: 5,1,CNF,1,469,52,29,[16; 17],158,0.949549,0.692308,5,[X0 >= 66.000000 OR X4 >= 328.000000 OR X5 >= 43.000000 OR X6 >= 54.000000 OR X8 >= 3.900000],{'0.0': {'precision': 0.44525547445255476; 'recall': 0.45185185185185184; 'f1-score': 0.4485294117647059; 'support': 135}; '1.0': {'precision': 0.7771084337349398; 'recall': 0.7724550898203593; 'f1-score': 0.7747747747747747; 'support': 334}; 'accuracy': 0.6801705756929638; 'macro avg': {'precision': 0.6111819540937473; 'recall': 0.6121534708361056; 'f1-score': 0.6116520932697403; 'support': 469}; 'weighted avg': {'precision': 0.6815857269052554; 'recall': 0.6801705756929638; 'f1-score': 0.6808661948038593; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.42857142857142855; 'f1-score': 0.42857142857142855; 'support': 14}; '1.0': {'precision': 0.7894736842105263; 'recall': 0.7894736842105263; 'f1-score': 0.7894736842105263; 'support': 38}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6090225563909775; 'recall': 0.6090225563909775; 'f1-score': 0.6090225563909775; 'support': 52}; 'weighted avg': {'precision': 0.6923076923076923; 'recall': 0.6923076923076923; 'f1-score': 0.6923076923076923; 'support': 52}}
l: 5,1,CNF,2,469,52,29,[16; 17],158,0.962246,0.500000,4,[X2 < 0.900000 OR X3 >= 4.100000 OR X5 >= 74.000000 OR X6 < 28.000000],{'0.0': {'precision': 0.2421875; 'recall': 0.23134328358208955; 'f1-score': 0.2366412213740458; 'support': 134}; '1.0': {'precision': 0.6979472140762464; 'recall': 0.7104477611940299; 'f1-score': 0.7041420118343196; 'support': 335}; 'accuracy': 0.5735607675906184; 'macro avg': {'precision': 0.4700673570381232; 'recall': 0.4708955223880597; 'f1-score': 0.4703916166041827; 'support': 469}; 'weighted avg': {'precision': 0.5677301529116047; 'recall': 0.5735607675906184; 'f1-score': 0.5705703574170985; 'support': 469}},{'0.0': {'precision': 0.17647058823529413; 'recall': 0.2; 'f1-score': 0.18750000000000003; 'support': 15}; '1.0': {'precision': 0.6571428571428571; 'recall': 0.6216216216216216; 'f1-score': 0.6388888888888888; 'support': 37}; 'accuracy': 0.5; 'macro avg': {'precision': 0.41680672268907565; 'recall': 0.41081081081081083; 'f1-score': 0.4131944444444444; 'support': 52}; 'weighted avg': {'precision': 0.5184873949579832; 'recall': 0.5; 'f1-score': 0.5086805555555555; 'support': 52}}
l: 5,1,CNF,3,469,52,29,[16; 17],158,0.908685,0.519231,4,[X3 >= 1.600000 OR X4 < 208.000000 OR X7 < 5.100000 OR X8 >= 3.900000],{'0.0': {'precision': 0.22807017543859648; 'recall': 0.19402985074626866; 'f1-score': 0.2096774193548387; 'support': 134}; '1.0': {'precision': 0.6957746478873239; 'recall': 0.7373134328358208; 'f1-score': 0.7159420289855072; 'support': 335}; 'accuracy': 0.582089552238806; 'macro avg': {'precision': 0.4619224116629602; 'recall': 0.46567164179104475; 'f1-score': 0.46280972417017296; 'support': 469}; 'weighted avg': {'precision': 0.562144798616259; 'recall': 0.582089552238806; 'f1-score': 0.5712949976624591; 'support': 469}},{'0.0': {'precision': 0.1875; 'recall': 0.2; 'f1-score': 0.19354838709677422; 'support': 15}; '1.0': {'precision': 0.6666666666666666; 'recall': 0.6486486486486487; 'f1-score': 0.6575342465753425; 'support': 37}; 'accuracy': 0.5192307692307693; 'macro avg': {'precision': 0.4270833333333333; 'recall': 0.4243243243243243; 'f1-score': 0.4255413168360584; 'support': 52}; 'weighted avg': {'precision': 0.5284455128205128; 'recall': 0.5192307692307693; 'f1-score': 0.5236921717257554; 'support': 52}}
l: 5,1,CNF,4,469,52,29,[16; 17],158,1.006080,0.634615,6,[X0 >= 66.000000 OR X0 < 35.000000 OR X4 >= 328.000000 OR X5 >= 140.200000 OR X5 < 18.000000 OR X9 < 0.900000],{'0.0': {'precision': 0.4146341463414634; 'recall': 0.3805970149253731; 'f1-score': 0.39688715953307385; 'support': 134}; '1.0': {'precision': 0.7601156069364162; 'recall': 0.7850746268656716; 'f1-score': 0.7723935389133628; 'support': 335}; 'accuracy': 0.6695095948827292; 'macro avg': {'precision': 0.5873748766389398; 'recall': 0.5828358208955224; 'f1-score': 0.5846403492232184; 'support': 469}; 'weighted avg': {'precision': 0.6614066181950011; 'recall': 0.6695095948827292; 'f1-score': 0.6651060019475661; 'support': 469}},{'0.0': {'precision': 0.3888888888888889; 'recall': 0.4666666666666667; 'f1-score': 0.42424242424242425; 'support': 15}; '1.0': {'precision': 0.7647058823529411; 'recall': 0.7027027027027027; 'f1-score': 0.7323943661971832; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.576797385620915; 'recall': 0.5846846846846847; 'f1-score': 0.5783183952198038; 'support': 52}; 'weighted avg': {'precision': 0.6562971342383107; 'recall': 0.6346153846153846; 'f1-score': 0.6435043829410028; 'support': 52}}
l: 5,1,CNF,5,469,52,29,[16; 17],158,1.087508,0.596154,2,[X7 >= 6.900000 OR X8 < 3.100000],{'0.0': {'precision': 0.34146341463414637; 'recall': 0.208955223880597; 'f1-score': 0.25925925925925924; 'support': 134}; '1.0': {'precision': 0.7260981912144703; 'recall': 0.8388059701492537; 'f1-score': 0.778393351800554; 'support': 335}; 'accuracy': 0.6588486140724946; 'macro avg': {'precision': 0.5337808029243083; 'recall': 0.5238805970149254; 'f1-score': 0.5188263055299066; 'support': 469}; 'weighted avg': {'precision': 0.6162025407629491; 'recall': 0.6588486140724946; 'f1-score': 0.6300693253601842; 'support': 469}},{'0.0': {'precision': 0.2857142857142857; 'recall': 0.26666666666666666; 'f1-score': 0.2758620689655172; 'support': 15}; '1.0': {'precision': 0.7105263157894737; 'recall': 0.7297297297297297; 'f1-score': 0.7200000000000001; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.4981203007518797; 'recall': 0.4981981981981982; 'f1-score': 0.49793103448275866; 'support': 52}; 'weighted avg': {'precision': 0.5879843840370156; 'recall': 0.5961538461538461; 'f1-score': 0.5918832891246685; 'support': 52}}
l: 5,1,CNF,6,469,52,29,[16; 17],158,1.010906,0.692308,5,[X2 >= 1.000000 OR X3 >= 4.100000 OR X4 >= 208.000000 OR X6 >= 34.000000 OR X7 >= 7.900000],{'0.0': {'precision': 0.4642857142857143; 'recall': 0.291044776119403; 'f1-score': 0.3577981651376147; 'support': 134}; '1.0': {'precision': 0.7532467532467533; 'recall': 0.8656716417910447; 'f1-score': 0.8055555555555556; 'support': 335}; 'accuracy': 0.7014925373134329; 'macro avg': {'precision': 0.6087662337662338; 'recall': 0.5783582089552238; 'f1-score': 0.5816768603465852; 'support': 469}; 'weighted avg': {'precision': 0.6706864564007421; 'recall': 0.7014925373134329; 'f1-score': 0.6776248725790011; 'support': 469}},{'0.0': {'precision': 0.4444444444444444; 'recall': 0.26666666666666666; 'f1-score': 0.33333333333333337; 'support': 15}; '1.0': {'precision': 0.7441860465116279; 'recall': 0.8648648648648649; 'f1-score': 0.8; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5943152454780362; 'recall': 0.5657657657657658; 'f1-score': 0.5666666666666667; 'support': 52}; 'weighted avg': {'precision': 0.6577221228384018; 'recall': 0.6923076923076923; 'f1-score': 0.6653846153846155; 'support': 52}}
l: 5,1,CNF,7,469,52,29,[16; 17],158,1.068973,0.711538,4,[X0 >= 66.000000 OR X0 < 31.000000 OR X2 >= 2.000000 OR X4 >= 208.000000],{'0.0': {'precision': 0.4523809523809524; 'recall': 0.4253731343283582; 'f1-score': 0.43846153846153846; 'support': 134}; '1.0': {'precision': 0.7755102040816326; 'recall': 0.7940298507462686; 'f1-score': 0.784660766961652; 'support': 335}; 'accuracy': 0.6886993603411514; 'macro avg': {'precision': 0.6139455782312925; 'recall': 0.6097014925373134; 'f1-score': 0.6115611527115952; 'support': 469}; 'weighted avg': {'precision': 0.6831875607385812; 'recall': 0.6886993603411514; 'f1-score': 0.6857467016759052; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.5333333333333333; 'f1-score': 0.5161290322580646; 'support': 15}; '1.0': {'precision': 0.8055555555555556; 'recall': 0.7837837837837838; 'f1-score': 0.7945205479452055; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6527777777777778; 'recall': 0.6585585585585585; 'f1-score': 0.655324790101635; 'support': 52}; 'weighted avg': {'precision': 0.7174145299145299; 'recall': 0.7115384615384616; 'f1-score': 0.7142153030354533; 'support': 52}}
l: 5,1,CNF,8,469,52,29,[16; 17],158,1.186990,0.692308,4,[X2 >= 2.000000 OR X4 >= 208.000000 OR X4 < 167.600000 OR X6 < 19.000000],{'0.0': {'precision': 0.4375; 'recall': 0.31343283582089554; 'f1-score': 0.3652173913043478; 'support': 134}; '1.0': {'precision': 0.7533512064343163; 'recall': 0.8388059701492537; 'f1-score': 0.7937853107344632; 'support': 335}; 'accuracy': 0.6886993603411514; 'macro avg': {'precision': 0.5954256032171581; 'recall': 0.5761194029850747; 'f1-score': 0.5795013510194056; 'support': 469}; 'weighted avg': {'precision': 0.6631080045959402; 'recall': 0.6886993603411514; 'f1-score': 0.6713373337544303; 'support': 469}},{'0.0': {'precision': 0.4444444444444444; 'recall': 0.26666666666666666; 'f1-score': 0.33333333333333337; 'support': 15}; '1.0': {'precision': 0.7441860465116279; 'recall': 0.8648648648648649; 'f1-score': 0.8; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5943152454780362; 'recall': 0.5657657657657658; 'f1-score': 0.5666666666666667; 'support': 52}; 'weighted avg': {'precision': 0.6577221228384018; 'recall': 0.6923076923076923; 'f1-score': 0.6653846153846155; 'support': 52}}
l: 5,1,CNF,9,469,52,29,[16; 17],158,1.015752,0.576923,2,[X5 < 25.000000 OR X8 < 3.900000],{'0.0': {'precision': 0.4666666666666667; 'recall': 0.208955223880597; 'f1-score': 0.28865979381443296; 'support': 134}; '1.0': {'precision': 0.7408312958435208; 'recall': 0.9044776119402985; 'f1-score': 0.8145161290322581; 'support': 335}; 'accuracy': 0.7057569296375267; 'macro avg': {'precision': 0.6037489812550938; 'recall': 0.5567164179104478; 'f1-score': 0.5515879614233455; 'support': 469}; 'weighted avg': {'precision': 0.6624985446501339; 'recall': 0.7057569296375267; 'f1-score': 0.6642714618271652; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.6666666666666666; 'recall': 0.8108108108108109; 'f1-score': 0.7317073170731707; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.3333333333333333; 'recall': 0.40540540540540543; 'f1-score': 0.36585365853658536; 'support': 52}; 'weighted avg': {'precision': 0.47435897435897434; 'recall': 0.5769230769230769; 'f1-score': 0.5206378986866792; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 29}, (mean val acc cv) 0.638897 (+- 0.084424), (mean training time) 1.015792 (+- 0.076878)
l: 5,1,CNF,0,468,53,14,[33; 34],158,0.765897,0.735849,5,[X3 >= 1.600000 OR X3 < 0.200000 OR X4 >= 282.000000 OR X8 >= 3.600000 OR X9 < 0.700000],{'0.0': {'precision': 0.4065040650406504; 'recall': 0.373134328358209; 'f1-score': 0.3891050583657588; 'support': 134}; '1.0': {'precision': 0.7565217391304347; 'recall': 0.781437125748503; 'f1-score': 0.7687776141384388; 'support': 334}; 'accuracy': 0.6645299145299145; 'macro avg': {'precision': 0.5815129020855425; 'recall': 0.577285727053356; 'f1-score': 0.5789413362520988; 'support': 468}; 'weighted avg': {'precision': 0.6563030033867785; 'recall': 0.6645299145299145; 'f1-score': 0.6600679507334407; 'support': 468}},{'0.0': {'precision': 0.5454545454545454; 'recall': 0.4; 'f1-score': 0.4615384615384615; 'support': 15}; '1.0': {'precision': 0.7857142857142857; 'recall': 0.868421052631579; 'f1-score': 0.825; 'support': 38}; 'accuracy': 0.7358490566037735; 'macro avg': {'precision': 0.6655844155844155; 'recall': 0.6342105263157896; 'f1-score': 0.6432692307692307; 'support': 53}; 'weighted avg': {'precision': 0.7177162460181329; 'recall': 0.7358490566037735; 'f1-score': 0.7221335268505079; 'support': 53}}
