l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],158,1.631963,0.754717,1,[X4 >= 167.600000],{'0.0': {'precision': 0.45555555555555555; 'recall': 0.3082706766917293; 'f1-score': 0.36771300448430494; 'support': 133}; '1.0': {'precision': 0.7566137566137566; 'recall': 0.8537313432835821; 'f1-score': 0.8022440392706873; 'support': 335}; 'accuracy': 0.6987179487179487; 'macro avg': {'precision': 0.6060846560846561; 'recall': 0.5810010099876557; 'f1-score': 0.5849785218774961; 'support': 468}; 'weighted avg': {'precision': 0.6710566182788406; 'recall': 0.6987179487179487; 'f1-score': 0.678755518701053; 'support': 468}},{'0.0': {'precision': 0.5833333333333334; 'recall': 0.4666666666666667; 'f1-score': 0.5185185185185186; 'support': 15}; '1.0': {'precision': 0.8048780487804879; 'recall': 0.868421052631579; 'f1-score': 0.8354430379746836; 'support': 38}; 'accuracy': 0.7547169811320755; 'macro avg': {'precision': 0.6941056910569106; 'recall': 0.6675438596491228; 'f1-score': 0.6769807782466011; 'support': 53}; 'weighted avg': {'precision': 0.7421767142199724; 'recall': 0.7547169811320755; 'f1-score': 0.7457474192606746; 'support': 53}}
l: 5,1,CNF,0,468,53,29,[16; 17],158,0.952239,0.679245,4,[X2 >= 2.000000 OR X2 < 0.700000 OR X5 >= 74.000000 OR X5 < 25.000000],{'0.0': {'precision': 0.3767123287671233; 'recall': 0.41353383458646614; 'f1-score': 0.3942652329749104; 'support': 133}; '1.0': {'precision': 0.7577639751552795; 'recall': 0.7283582089552239; 'f1-score': 0.7427701674277017; 'support': 335}; 'accuracy': 0.6388888888888888; 'macro avg': {'precision': 0.5672381519612014; 'recall': 0.570946021770845; 'f1-score': 0.5685177002013061; 'support': 468}; 'weighted avg': {'precision': 0.6494736568441154; 'recall': 0.6388888888888888; 'f1-score': 0.6437292352007333; 'support': 468}},{'0.0': {'precision': 0.4375; 'recall': 0.4666666666666667; 'f1-score': 0.45161290322580644; 'support': 15}; '1.0': {'precision': 0.7837837837837838; 'recall': 0.7631578947368421; 'f1-score': 0.7733333333333334; 'support': 38}; 'accuracy': 0.6792452830188679; 'macro avg': {'precision': 0.6106418918918919; 'recall': 0.6149122807017544; 'f1-score': 0.61247311827957; 'support': 53}; 'weighted avg': {'precision': 0.6857789393166751; 'recall': 0.6792452830188679; 'f1-score': 0.6822803814161088; 'support': 53}}
l: 5,1,CNF,1,469,52,29,[16; 17],158,0.964516,0.557692,5,[X0 >= 45.000000 OR X2 < 0.700000 OR X4 < 150.000000 OR X6 < 28.000000 OR X9 >= 1.308000],{'0.0': {'precision': 0.28448275862068967; 'recall': 0.2462686567164179; 'f1-score': 0.264; 'support': 134}; '1.0': {'precision': 0.7138810198300283; 'recall': 0.7522388059701492; 'f1-score': 0.7325581395348837; 'support': 335}; 'accuracy': 0.6076759061833689; 'macro avg': {'precision': 0.499181889225359; 'recall': 0.49925373134328355; 'f1-score': 0.49827906976744185; 'support': 469}; 'weighted avg': {'precision': 0.5911958023416458; 'recall': 0.6076759061833689; 'f1-score': 0.5986843853820598; 'support': 469}},{'0.0': {'precision': 0.15384615384615385; 'recall': 0.14285714285714285; 'f1-score': 0.14814814814814817; 'support': 14}; '1.0': {'precision': 0.6923076923076923; 'recall': 0.7105263157894737; 'f1-score': 0.7012987012987013; 'support': 38}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.4230769230769231; 'recall': 0.42669172932330823; 'f1-score': 0.4247234247234247; 'support': 52}; 'weighted avg': {'precision': 0.5473372781065089; 'recall': 0.5576923076923077; 'f1-score': 0.5523735523735525; 'support': 52}}
l: 5,1,CNF,2,469,52,29,[16; 17],158,0.961119,0.634615,4,[X0 >= 55.000000 OR X2 < 0.700000 OR X3 >= 1.000000 OR X4 >= 208.000000],{'0.0': {'precision': 0.49572649572649574; 'recall': 0.43283582089552236; 'f1-score': 0.4621513944223108; 'support': 134}; '1.0': {'precision': 0.7840909090909091; 'recall': 0.8238805970149253; 'f1-score': 0.8034934497816593; 'support': 335}; 'accuracy': 0.7121535181236673; 'macro avg': {'precision': 0.6399087024087025; 'recall': 0.6283582089552239; 'f1-score': 0.632822422101985; 'support': 469}; 'weighted avg': {'precision': 0.7017010767010767; 'recall': 0.7121535181236673; 'f1-score': 0.7059671482504167; 'support': 469}},{'0.0': {'precision': 0.2727272727272727; 'recall': 0.21428571428571427; 'f1-score': 0.23999999999999996; 'support': 14}; '1.0': {'precision': 0.7317073170731707; 'recall': 0.7894736842105263; 'f1-score': 0.7594936708860759; 'support': 38}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5022172949002217; 'recall': 0.5018796992481203; 'f1-score': 0.49974683544303794; 'support': 52}; 'weighted avg': {'precision': 0.608135766672352; 'recall': 0.6346153846153846; 'f1-score': 0.6196299902629016; 'support': 52}}
l: 5,1,CNF,3,469,52,29,[16; 17],158,0.934508,0.692308,4,[X0 >= 40.000000 OR X2 >= 1.400000 OR X2 < 0.700000 OR X4 < 150.000000],{'0.0': {'precision': 0.40963855421686746; 'recall': 0.2556390977443609; 'f1-score': 0.3148148148148148; 'support': 133}; '1.0': {'precision': 0.7435233160621761; 'recall': 0.8541666666666666; 'f1-score': 0.7950138504155125; 'support': 336}; 'accuracy': 0.6844349680170576; 'macro avg': {'precision': 0.5765809351395218; 'recall': 0.5549028822055138; 'f1-score': 0.5549143326151637; 'support': 469}; 'weighted avg': {'precision': 0.6488395776284319; 'recall': 0.6844349680170576; 'f1-score': 0.6588380044988967; 'support': 469}},{'0.0': {'precision': 0.45454545454545453; 'recall': 0.3333333333333333; 'f1-score': 0.3846153846153846; 'support': 15}; '1.0': {'precision': 0.7560975609756098; 'recall': 0.8378378378378378; 'f1-score': 0.7948717948717948; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6053215077605322; 'recall': 0.5855855855855856; 'f1-score': 0.5897435897435896; 'support': 52}; 'weighted avg': {'precision': 0.6691113764284496; 'recall': 0.6923076923076923; 'f1-score': 0.6765285996055226; 'support': 52}}
l: 5,1,CNF,4,469,52,29,[16; 17],158,0.989993,0.711538,5,[X0 >= 55.000000 OR X0 < 40.000000 OR X4 < 150.000000 OR X5 >= 140.200000 OR X6 >= 54.000000],{'0.0': {'precision': 0.3; 'recall': 0.18045112781954886; 'f1-score': 0.22535211267605632; 'support': 133}; '1.0': {'precision': 0.7197943444730077; 'recall': 0.8333333333333334; 'f1-score': 0.7724137931034483; 'support': 336}; 'accuracy': 0.6481876332622601; 'macro avg': {'precision': 0.5098971722365039; 'recall': 0.5068922305764412; 'f1-score': 0.49888295288975226; 'support': 469}; 'weighted avg': {'precision': 0.6007481870851399; 'recall': 0.6481876332622601; 'f1-score': 0.6172768986538895; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.26666666666666666; 'f1-score': 0.3478260869565218; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.8918918918918919; 'f1-score': 0.8148148148148148; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.625; 'recall': 0.5792792792792792; 'f1-score': 0.5813204508856683; 'support': 52}; 'weighted avg': {'precision': 0.6778846153846154; 'recall': 0.7115384615384616; 'f1-score': 0.6801065279326148; 'support': 52}}
l: 5,1,CNF,5,469,52,29,[16; 17],158,0.964065,0.634615,2,[X2 >= 0.800000 OR X4 >= 282.000000],{'0.0': {'precision': 0.45652173913043476; 'recall': 0.3157894736842105; 'f1-score': 0.37333333333333335; 'support': 133}; '1.0': {'precision': 0.7586206896551724; 'recall': 0.8511904761904762; 'f1-score': 0.8022440392706873; 'support': 336}; 'accuracy': 0.6993603411513859; 'macro avg': {'precision': 0.6075712143928036; 'recall': 0.5834899749373433; 'f1-score': 0.5877886863020103; 'support': 469}; 'weighted avg': {'precision': 0.6729508380138288; 'recall': 0.6993603411513859; 'f1-score': 0.6806126450496467; 'support': 469}},{'0.0': {'precision': 0.16666666666666666; 'recall': 0.06666666666666667; 'f1-score': 0.09523809523809522; 'support': 15}; '1.0': {'precision': 0.6956521739130435; 'recall': 0.8648648648648649; 'f1-score': 0.7710843373493975; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.43115942028985504; 'recall': 0.4657657657657658; 'f1-score': 0.4331612162937464; 'support': 52}; 'weighted avg': {'precision': 0.5430602006688964; 'recall': 0.6346153846153846; 'f1-score': 0.5761286905865218; 'support': 52}}
l: 5,1,CNF,6,469,52,29,[16; 17],158,1.018809,0.576923,2,[X1 OR X2 < 0.700000],{'0.0': {'precision': 0.34285714285714286; 'recall': 0.2706766917293233; 'f1-score': 0.3025210084033613; 'support': 133}; '1.0': {'precision': 0.7335164835164835; 'recall': 0.7946428571428571; 'f1-score': 0.7628571428571428; 'support': 336}; 'accuracy': 0.6460554371002132; 'macro avg': {'precision': 0.5381868131868132; 'recall': 0.5326597744360901; 'f1-score': 0.532689075630252; 'support': 469}; 'weighted avg': {'precision': 0.6227324913892078; 'recall': 0.6460554371002132; 'f1-score': 0.6323140599523391; 'support': 469}},{'0.0': {'precision': 0.26666666666666666; 'recall': 0.26666666666666666; 'f1-score': 0.26666666666666666; 'support': 15}; '1.0': {'precision': 0.7027027027027027; 'recall': 0.7027027027027027; 'f1-score': 0.7027027027027027; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.48468468468468473; 'recall': 0.48468468468468473; 'f1-score': 0.48468468468468473; 'support': 52}; 'weighted avg': {'precision': 0.5769230769230769; 'recall': 0.5769230769230769; 'f1-score': 0.5769230769230769; 'support': 52}}
l: 5,1,CNF,7,469,52,29,[16; 17],158,1.145394,0.576923,4,[X0 >= 66.000000 OR X6 >= 192.000000 OR X6 < 19.000000 OR X8 >= 2.700000],{'0.0': {'precision': 0.26595744680851063; 'recall': 0.18796992481203006; 'f1-score': 0.22026431718061673; 'support': 133}; '1.0': {'precision': 0.712; 'recall': 0.7946428571428571; 'f1-score': 0.7510548523206751; 'support': 336}; 'accuracy': 0.6226012793176973; 'macro avg': {'precision': 0.4889787234042553; 'recall': 0.49130639097744355; 'f1-score': 0.48565958475064597; 'support': 469}; 'weighted avg': {'precision': 0.5855103207367418; 'recall': 0.6226012793176973; 'f1-score': 0.6005321632511064; 'support': 469}},{'0.0': {'precision': 0.1111111111111111; 'recall': 0.06666666666666667; 'f1-score': 0.08333333333333334; 'support': 15}; '1.0': {'precision': 0.6744186046511628; 'recall': 0.7837837837837838; 'f1-score': 0.725; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.3927648578811369; 'recall': 0.4252252252252252; 'f1-score': 0.4041666666666667; 'support': 52}; 'weighted avg': {'precision': 0.5119260584376863; 'recall': 0.5769230769230769; 'f1-score': 0.5399038461538461; 'support': 52}}
l: 5,1,CNF,8,469,52,29,[16; 17],158,1.061538,0.634615,3,[X0 >= 66.000000 OR X4 >= 195.000000 OR X6 < 28.000000],{'0.0': {'precision': 0.4044943820224719; 'recall': 0.2706766917293233; 'f1-score': 0.3243243243243243; 'support': 133}; '1.0': {'precision': 0.7447368421052631; 'recall': 0.8422619047619048; 'f1-score': 0.7905027932960894; 'support': 336}; 'accuracy': 0.6801705756929638; 'macro avg': {'precision': 0.5746156120638675; 'recall': 0.5564692982456141; 'f1-score': 0.5574135588102068; 'support': 469}; 'weighted avg': {'precision': 0.648250174320591; 'recall': 0.6801705756929638; 'f1-score': 0.6583029289608128; 'support': 469}},{'0.0': {'precision': 0.3; 'recall': 0.2; 'f1-score': 0.24; 'support': 15}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.8108108108108109; 'f1-score': 0.759493670886076; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5071428571428571; 'recall': 0.5054054054054055; 'f1-score': 0.499746835443038; 'support': 52}; 'weighted avg': {'precision': 0.5947802197802198; 'recall': 0.6346153846153846; 'f1-score': 0.6096397273612464; 'support': 52}}
l: 5,1,CNF,9,469,52,29,[16; 17],158,0.994524,0.692308,6,[X0 >= 49.000000 OR X3 >= 1.600000 OR X3 < 0.200000 OR X6 >= 105.000000 OR X6 < 19.000000 OR X8 >= 3.900000],{'0.0': {'precision': 0.3883495145631068; 'recall': 0.3007518796992481; 'f1-score': 0.3389830508474576; 'support': 133}; '1.0': {'precision': 0.7459016393442623; 'recall': 0.8125; 'f1-score': 0.7777777777777778; 'support': 336}; 'accuracy': 0.6673773987206824; 'macro avg': {'precision': 0.5671255769536846; 'recall': 0.556625939849624; 'f1-score': 0.5583804143126176; 'support': 469}; 'weighted avg': {'precision': 0.6445062606749794; 'recall': 0.6673773987206824; 'f1-score': 0.6533434522303735; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.2; 'f1-score': 0.27272727272727276; 'support': 15}; '1.0': {'precision': 0.7333333333333333; 'recall': 0.8918918918918919; 'f1-score': 0.8048780487804879; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5809523809523809; 'recall': 0.5459459459459459; 'f1-score': 0.5388026607538803; 'support': 52}; 'weighted avg': {'precision': 0.6454212454212455; 'recall': 0.6923076923076923; 'f1-score': 0.6513730172266758; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 29}, (mean val acc cv) 0.639078 (+- 0.051904), (mean training time) 0.998670 (+- 0.060021)
l: 5,1,CNF,0,468,53,14,[33; 34],158,0.562515,0.641509,7,[X4 >= 512.600000 OR X4 < 150.000000 OR X5 >= 74.000000 OR X5 < 21.000000 OR X6 < 28.000000 OR X8 >= 4.100000 OR X9 >= 1.308000],{'0.0': {'precision': 0.2789115646258503; 'recall': 0.3082706766917293; 'f1-score': 0.29285714285714287; 'support': 133}; '1.0': {'precision': 0.7133956386292835; 'recall': 0.6835820895522388; 'f1-score': 0.698170731707317; 'support': 335}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.4961536016275669; 'recall': 0.495926383121984; 'f1-score': 0.4955139372822299; 'support': 468}; 'weighted avg': {'precision': 0.5899204637522395; 'recall': 0.5769230769230769; 'f1-score': 0.5829854596622889; 'support': 468}},{'0.0': {'precision': 0.3888888888888889; 'recall': 0.4666666666666667; 'f1-score': 0.42424242424242425; 'support': 15}; '1.0': {'precision': 0.7714285714285715; 'recall': 0.7105263157894737; 'f1-score': 0.7397260273972601; 'support': 38}; 'accuracy': 0.6415094339622641; 'macro avg': {'precision': 0.5801587301587302; 'recall': 0.5885964912280701; 'f1-score': 0.5819842258198422; 'support': 53}; 'weighted avg': {'precision': 0.6631626235399821; 'recall': 0.6415094339622641; 'f1-score': 0.6504382151836273; 'support': 53}}
