l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],158,2.060384,0.622642,5,[X0 >= 66.000000 OR X0 < 23.000000 OR X2 >= 1.400000 OR X5 >= 30.000000 OR X6 < 19.000000],{'0.0': {'precision': 0.5324675324675324; 'recall': 0.3082706766917293; 'f1-score': 0.3904761904761905; 'support': 133}; '1.0': {'precision': 0.7647058823529411; 'recall': 0.8925373134328358; 'f1-score': 0.8236914600550964; 'support': 335}; 'accuracy': 0.7264957264957265; 'macro avg': {'precision': 0.6485867074102367; 'recall': 0.6004039950622826; 'f1-score': 0.6070838252656434; 'support': 468}; 'weighted avg': {'precision': 0.698706522235934; 'recall': 0.7264957264957265; 'f1-score': 0.700576864213228; 'support': 468}},{'0.0': {'precision': 0.3076923076923077; 'recall': 0.26666666666666666; 'f1-score': 0.28571428571428575; 'support': 15}; '1.0': {'precision': 0.725; 'recall': 0.7631578947368421; 'f1-score': 0.7435897435897436; 'support': 38}; 'accuracy': 0.6226415094339622; 'macro avg': {'precision': 0.5163461538461538; 'recall': 0.5149122807017544; 'f1-score': 0.5146520146520147; 'support': 53}; 'weighted avg': {'precision': 0.6068940493468796; 'recall': 0.6226415094339622; 'f1-score': 0.6140023498514064; 'support': 53}}
l: 5,1,CNF,0,468,53,29,[16; 17],158,1.076166,0.584906,4,[X4 >= 282.000000 OR X4 < 150.000000 OR X6 >= 105.000000 OR X7 < 5.100000],{'0.0': {'precision': 0.38738738738738737; 'recall': 0.6466165413533834; 'f1-score': 0.4845070422535211; 'support': 133}; '1.0': {'precision': 0.8089430894308943; 'recall': 0.5940298507462687; 'f1-score': 0.685025817555938; 'support': 335}; 'accuracy': 0.6089743589743589; 'macro avg': {'precision': 0.5981652384091408; 'recall': 0.6203231960498261; 'f1-score': 0.5847664299047296; 'support': 468}; 'weighted avg': {'precision': 0.6891420031663934; 'recall': 0.6089743589743589; 'f1-score': 0.628040780984952; 'support': 468}},{'0.0': {'precision': 0.34782608695652173; 'recall': 0.5333333333333333; 'f1-score': 0.4210526315789474; 'support': 15}; '1.0': {'precision': 0.7666666666666667; 'recall': 0.6052631578947368; 'f1-score': 0.676470588235294; 'support': 38}; 'accuracy': 0.5849056603773585; 'macro avg': {'precision': 0.5572463768115943; 'recall': 0.5692982456140351; 'f1-score': 0.5487616099071208; 'support': 53}; 'weighted avg': {'precision': 0.6481268799562483; 'recall': 0.5849056603773585; 'f1-score': 0.6041824872948186; 'support': 53}}
l: 5,1,CNF,1,469,52,29,[16; 17],158,0.988417,0.673077,7,[X0 >= 66.000000 OR X2 >= 2.000000 OR X2 < 0.700000 OR X4 >= 512.600000 OR X4 < 150.000000 OR X6 < 19.000000 OR X9 >= 1.308000],{'0.0': {'precision': 0.4090909090909091; 'recall': 0.4701492537313433; 'f1-score': 0.43750000000000006; 'support': 134}; '1.0': {'precision': 0.7746031746031746; 'recall': 0.7283582089552239; 'f1-score': 0.7507692307692307; 'support': 335}; 'accuracy': 0.6545842217484008; 'macro avg': {'precision': 0.5918470418470418; 'recall': 0.5992537313432835; 'f1-score': 0.5941346153846154; 'support': 469}; 'weighted avg': {'precision': 0.6701710987425273; 'recall': 0.6545842217484008; 'f1-score': 0.6612637362637362; 'support': 469}},{'0.0': {'precision': 0.4117647058823529; 'recall': 0.5; 'f1-score': 0.45161290322580644; 'support': 14}; '1.0': {'precision': 0.8; 'recall': 0.7368421052631579; 'f1-score': 0.7671232876712328; 'support': 38}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.6058823529411765; 'recall': 0.618421052631579; 'f1-score': 0.6093680954485197; 'support': 52}; 'weighted avg': {'precision': 0.6954751131221719; 'recall': 0.6730769230769231; 'f1-score': 0.682178184166695; 'support': 52}}
l: 5,1,CNF,2,469,52,29,[16; 17],158,0.992170,0.634615,4,[X0 >= 66.000000 OR X3 < 0.200000 OR X6 >= 192.000000 OR X8 < 3.000000],{'0.0': {'precision': 0.36018957345971564; 'recall': 0.5671641791044776; 'f1-score': 0.4405797101449275; 'support': 134}; '1.0': {'precision': 0.7751937984496124; 'recall': 0.5970149253731343; 'f1-score': 0.6745362563237775; 'support': 335}; 'accuracy': 0.5884861407249466; 'macro avg': {'precision': 0.567691685954664; 'recall': 0.5820895522388059; 'f1-score': 0.5575579832343525; 'support': 469}; 'weighted avg': {'precision': 0.6566211627382134; 'recall': 0.5884861407249466; 'f1-score': 0.6076915288441059; 'support': 469}},{'0.0': {'precision': 0.38095238095238093; 'recall': 0.5714285714285714; 'f1-score': 0.4571428571428571; 'support': 14}; '1.0': {'precision': 0.8064516129032258; 'recall': 0.6578947368421053; 'f1-score': 0.7246376811594202; 'support': 38}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5937019969278033; 'recall': 0.6146616541353384; 'f1-score': 0.5908902691511386; 'support': 52}; 'weighted avg': {'precision': 0.6918941273779983; 'recall': 0.6346153846153846; 'f1-score': 0.6526198439241916; 'support': 52}}
l: 5,1,CNF,3,469,52,29,[16; 17],158,0.948447,0.634615,3,[(NOT X1) OR X5 >= 43.000000 OR X9 >= 1.308000],{'0.0': {'precision': 0.3539325842696629; 'recall': 0.47368421052631576; 'f1-score': 0.405144694533762; 'support': 133}; '1.0': {'precision': 0.7594501718213058; 'recall': 0.6577380952380952; 'f1-score': 0.7049441786283891; 'support': 336}; 'accuracy': 0.605543710021322; 'macro avg': {'precision': 0.5566913780454843; 'recall': 0.5657111528822055; 'f1-score': 0.5550444365810756; 'support': 469}; 'weighted avg': {'precision': 0.6444526469932279; 'recall': 0.605543710021322; 'f1-score': 0.6199264144821515; 'support': 469}},{'0.0': {'precision': 0.35714285714285715; 'recall': 0.3333333333333333; 'f1-score': 0.3448275862068965; 'support': 15}; '1.0': {'precision': 0.7368421052631579; 'recall': 0.7567567567567568; 'f1-score': 0.7466666666666667; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5469924812030075; 'recall': 0.545045045045045; 'f1-score': 0.5457471264367816; 'support': 52}; 'weighted avg': {'precision': 0.6273134759976865; 'recall': 0.6346153846153846; 'f1-score': 0.6307515473032714; 'support': 52}}
l: 5,1,CNF,4,469,52,29,[16; 17],158,0.985066,0.673077,5,[X0 >= 66.000000 OR X2 >= 7.920000 OR X5 >= 35.000000 OR X7 >= 6.000000 OR X9 >= 1.200000],{'0.0': {'precision': 0.525; 'recall': 0.15789473684210525; 'f1-score': 0.24277456647398843; 'support': 133}; '1.0': {'precision': 0.7389277389277389; 'recall': 0.9434523809523809; 'f1-score': 0.8287581699346405; 'support': 336}; 'accuracy': 0.720682302771855; 'macro avg': {'precision': 0.6319638694638694; 'recall': 0.5506735588972431; 'f1-score': 0.5357663682043144; 'support': 469}; 'weighted avg': {'precision': 0.6782616637094249; 'recall': 0.720682302771855; 'f1-score': 0.6625837152219182; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.13333333333333333; 'f1-score': 0.19047619047619044; 'support': 15}; '1.0': {'precision': 0.717391304347826; 'recall': 0.8918918918918919; 'f1-score': 0.7951807228915664; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5253623188405797; 'recall': 0.5126126126126126; 'f1-score': 0.4928284566838784; 'support': 52}; 'weighted avg': {'precision': 0.6066053511705685; 'recall': 0.6730769230769231; 'f1-score': 0.6207467231563618; 'support': 52}}
l: 5,1,CNF,5,469,52,29,[16; 17],158,0.886002,0.692308,3,[X0 < 49.000000 OR X2 >= 2.000000 OR X4 >= 282.000000],{'0.0': {'precision': 0.4019607843137255; 'recall': 0.3082706766917293; 'f1-score': 0.34893617021276596; 'support': 133}; '1.0': {'precision': 0.7493188010899182; 'recall': 0.8184523809523809; 'f1-score': 0.7823613086770982; 'support': 336}; 'accuracy': 0.673773987206823; 'macro avg': {'precision': 0.5756397927018219; 'recall': 0.5633615288220551; 'f1-score': 0.5656487394449321; 'support': 469}; 'weighted avg': {'precision': 0.6508142888698039; 'recall': 0.673773987206823; 'f1-score': 0.6594497022469145; 'support': 469}},{'0.0': {'precision': 0.4666666666666667; 'recall': 0.4666666666666667; 'f1-score': 0.4666666666666667; 'support': 15}; '1.0': {'precision': 0.7837837837837838; 'recall': 0.7837837837837838; 'f1-score': 0.7837837837837838; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6252252252252253; 'recall': 0.6252252252252253; 'f1-score': 0.6252252252252253; 'support': 52}; 'weighted avg': {'precision': 0.6923076923076923; 'recall': 0.6923076923076923; 'f1-score': 0.6923076923076923; 'support': 52}}
l: 5,1,CNF,6,469,52,29,[16; 17],158,0.954373,0.730769,2,[X0 >= 31.000000 OR X4 >= 328.000000],{'0.0': {'precision': 0.44155844155844154; 'recall': 0.2556390977443609; 'f1-score': 0.32380952380952377; 'support': 133}; '1.0': {'precision': 0.7474489795918368; 'recall': 0.8720238095238095; 'f1-score': 0.804945054945055; 'support': 336}; 'accuracy': 0.697228144989339; 'macro avg': {'precision': 0.5945037105751392; 'recall': 0.5638314536340852; 'f1-score': 0.5643772893772894; 'support': 469}; 'weighted avg': {'precision': 0.6607039016420679; 'recall': 0.697228144989339; 'f1-score': 0.6685036356678148; 'support': 469}},{'0.0': {'precision': 0.5714285714285714; 'recall': 0.26666666666666666; 'f1-score': 0.36363636363636365; 'support': 15}; '1.0': {'precision': 0.7555555555555555; 'recall': 0.918918918918919; 'f1-score': 0.8292682926829269; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6634920634920635; 'recall': 0.5927927927927928; 'f1-score': 0.5964523281596452; 'support': 52}; 'weighted avg': {'precision': 0.7024420024420024; 'recall': 0.7307692307692307; 'f1-score': 0.6949513900733414; 'support': 52}}
l: 5,1,CNF,7,469,52,29,[16; 17],158,0.939091,0.673077,4,[X0 >= 49.000000 OR X2 < 0.700000 OR X4 >= 208.000000 OR X6 < 19.000000],{'0.0': {'precision': 0.49; 'recall': 0.3684210526315789; 'f1-score': 0.42060085836909866; 'support': 133}; '1.0': {'precision': 0.7723577235772358; 'recall': 0.8482142857142857; 'f1-score': 0.8085106382978723; 'support': 336}; 'accuracy': 0.7121535181236673; 'macro avg': {'precision': 0.6311788617886178; 'recall': 0.6083176691729323; 'f1-score': 0.6145557483334855; 'support': 469}; 'weighted avg': {'precision': 0.6922861303239898; 'recall': 0.7121535181236673; 'f1-score': 0.6985063723479216; 'support': 469}},{'0.0': {'precision': 0.4375; 'recall': 0.4666666666666667; 'f1-score': 0.45161290322580644; 'support': 15}; '1.0': {'precision': 0.7777777777777778; 'recall': 0.7567567567567568; 'f1-score': 0.7671232876712328; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.6076388888888888; 'recall': 0.6117117117117117; 'f1-score': 0.6093680954485197; 'support': 52}; 'weighted avg': {'precision': 0.6796207264957265; 'recall': 0.6730769230769231; 'f1-score': 0.6761106767735138; 'support': 52}}
l: 5,1,CNF,8,469,52,29,[16; 17],158,0.978132,0.730769,4,[X0 >= 40.000000 OR X2 >= 1.400000 OR X5 >= 74.000000 OR X7 >= 7.900000],{'0.0': {'precision': 0.5121951219512195; 'recall': 0.3157894736842105; 'f1-score': 0.39069767441860465; 'support': 133}; '1.0': {'precision': 0.7648578811369509; 'recall': 0.8809523809523809; 'f1-score': 0.8188105117565698; 'support': 336}; 'accuracy': 0.720682302771855; 'macro avg': {'precision': 0.6385265015440852; 'recall': 0.5983709273182958; 'f1-score': 0.6047540930875872; 'support': 469}; 'weighted avg': {'precision': 0.6932072479350271; 'recall': 0.720682302771855; 'f1-score': 0.6974053787801319; 'support': 469}},{'0.0': {'precision': 0.5555555555555556; 'recall': 0.3333333333333333; 'f1-score': 0.4166666666666667; 'support': 15}; '1.0': {'precision': 0.7674418604651163; 'recall': 0.8918918918918919; 'f1-score': 0.825; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.661498708010336; 'recall': 0.6126126126126126; 'f1-score': 0.6208333333333333; 'support': 52}; 'weighted avg': {'precision': 0.7063208109719739; 'recall': 0.7307692307692307; 'f1-score': 0.7072115384615384; 'support': 52}}
l: 5,1,CNF,9,469,52,29,[16; 17],158,1.009022,0.692308,3,[X2 >= 2.000000 OR X2 < 0.800000 OR X3 >= 0.600000],{'0.0': {'precision': 0.3442622950819672; 'recall': 0.47368421052631576; 'f1-score': 0.39873417721518983; 'support': 133}; '1.0': {'precision': 0.7552447552447552; 'recall': 0.6428571428571429; 'f1-score': 0.6945337620578778; 'support': 336}; 'accuracy': 0.5948827292110874; 'macro avg': {'precision': 0.5497535251633612; 'recall': 0.5582706766917294; 'f1-score': 0.5466339696365338; 'support': 469}; 'weighted avg': {'precision': 0.6386974904224721; 'recall': 0.5948827292110874; 'f1-score': 0.6106502976995035; 'support': 469}},{'0.0': {'precision': 0.46153846153846156; 'recall': 0.4; 'f1-score': 0.42857142857142855; 'support': 15}; '1.0': {'precision': 0.7692307692307693; 'recall': 0.8108108108108109; 'f1-score': 0.7894736842105263; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6153846153846154; 'recall': 0.6054054054054054; 'f1-score': 0.6090225563909775; 'support': 52}; 'weighted avg': {'precision': 0.6804733727810651; 'recall': 0.6923076923076923; 'f1-score': 0.6853672643146328; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 29}, (mean val acc cv) 0.671952 (+- 0.042564), (mean training time) 0.975689 (+- 0.047238)
l: 5,1,CNF,0,468,53,14,[33; 34],158,0.622300,0.716981,6,[X0 >= 66.000000 OR X2 >= 2.000000 OR X2 < 0.700000 OR X4 >= 282.000000 OR X6 >= 42.000000 OR X9 < 0.900000],{'0.0': {'precision': 0.52; 'recall': 0.39097744360902253; 'f1-score': 0.4463519313304721; 'support': 133}; '1.0': {'precision': 0.779891304347826; 'recall': 0.8567164179104477; 'f1-score': 0.8165007112375532; 'support': 335}; 'accuracy': 0.7243589743589743; 'macro avg': {'precision': 0.6499456521739131; 'recall': 0.6238469307597352; 'f1-score': 0.6314263212840127; 'support': 468}; 'weighted avg': {'precision': 0.7060333054626532; 'recall': 0.7243589743589743; 'f1-score': 0.7113088571186604; 'support': 468}},{'0.0': {'precision': 0.5; 'recall': 0.4; 'f1-score': 0.4444444444444445; 'support': 15}; '1.0': {'precision': 0.7804878048780488; 'recall': 0.8421052631578947; 'f1-score': 0.810126582278481; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.6402439024390244; 'recall': 0.6210526315789473; 'f1-score': 0.6272855133614628; 'support': 53}; 'weighted avg': {'precision': 0.7011044638748274; 'recall': 0.7169811320754716; 'f1-score': 0.7066316376084706; 'support': 53}}
