l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,605,68,75,[8; 9],64,1.307719,0.764706,0,[],{'0': {'precision': 0.7619834710743801; 'recall': 1.0; 'f1-score': 0.8649155722326454; 'support': 461}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7619834710743801; 'macro avg': {'precision': 0.38099173553719007; 'recall': 0.5; 'f1-score': 0.4324577861163227; 'support': 605}; 'weighted avg': {'precision': 0.5806188101905607; 'recall': 0.7619834710743801; 'f1-score': 0.6590513699161149; 'support': 605}},{'0': {'precision': 0.7647058823529411; 'recall': 1.0; 'f1-score': 0.8666666666666666; 'support': 52}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7647058823529411; 'macro avg': {'precision': 0.38235294117647056; 'recall': 0.5; 'f1-score': 0.4333333333333333; 'support': 68}; 'weighted avg': {'precision': 0.5847750865051903; 'recall': 0.7647058823529411; 'f1-score': 0.6627450980392157; 'support': 68}}
l: 5,1,CNF,0,605,68,37,[16; 17],64,0.969999,0.661765,1,[X3 < 14.000000],{'0': {'precision': 0.7732793522267206; 'recall': 0.8286334056399133; 'f1-score': 0.8; 'support': 461}; '1': {'precision': 0.2882882882882883; 'recall': 0.2222222222222222; 'f1-score': 0.25098039215686274; 'support': 144}; 'accuracy': 0.684297520661157; 'macro avg': {'precision': 0.5307838202575045; 'recall': 0.5254278139310677; 'f1-score': 0.5254901960784314; 'support': 605}; 'weighted avg': {'precision': 0.6578434626281515; 'recall': 0.684297520661157; 'f1-score': 0.6693242586290714; 'support': 605}},{'0': {'precision': 0.7636363636363637; 'recall': 0.8076923076923077; 'f1-score': 0.7850467289719626; 'support': 52}; '1': {'precision': 0.23076923076923078; 'recall': 0.1875; 'f1-score': 0.20689655172413793; 'support': 16}; 'accuracy': 0.6617647058823529; 'macro avg': {'precision': 0.49720279720279725; 'recall': 0.49759615384615385; 'f1-score': 0.49597164034805025; 'support': 68}; 'weighted avg': {'precision': 0.6382558617852736; 'recall': 0.6617647058823529; 'f1-score': 0.6490113931489451; 'support': 68}}
l: 5,1,CNF,1,605,68,37,[16; 17],64,0.784404,0.661765,2,[X1 >= 12.000000 OR X2 >= 2000.000000],{'0': {'precision': 0.7919320594479831; 'recall': 0.8091106290672451; 'f1-score': 0.8004291845493562; 'support': 461}; '1': {'precision': 0.34328358208955223; 'recall': 0.3194444444444444; 'f1-score': 0.33093525179856115; 'support': 144}; 'accuracy': 0.6925619834710743; 'macro avg': {'precision': 0.5676078207687676; 'recall': 0.5642775367558448; 'f1-score': 0.5656822181739587; 'support': 605}; 'weighted avg': {'precision': 0.6851463061593649; 'recall': 0.6925619834710743; 'f1-score': 0.6886818683243735; 'support': 605}},{'0': {'precision': 0.7959183673469388; 'recall': 0.75; 'f1-score': 0.7722772277227722; 'support': 52}; '1': {'precision': 0.3157894736842105; 'recall': 0.375; 'f1-score': 0.34285714285714286; 'support': 16}; 'accuracy': 0.6617647058823529; 'macro avg': {'precision': 0.5558539205155746; 'recall': 0.5625; 'f1-score': 0.5575671852899575; 'support': 68}; 'weighted avg': {'precision': 0.6829468629557086; 'recall': 0.6617647058823529; 'f1-score': 0.6712372077543888; 'support': 68}}
l: 5,1,CNF,2,605,68,37,[16; 17],64,0.970098,0.735294,2,[X0 < 2.000000 OR X2 >= 3000.000000],{'0': {'precision': 0.779245283018868; 'recall': 0.89587852494577; 'f1-score': 0.8335015136226034; 'support': 461}; '1': {'precision': 0.36; 'recall': 0.1875; 'f1-score': 0.24657534246575344; 'support': 144}; 'accuracy': 0.7272727272727273; 'macro avg': {'precision': 0.569622641509434; 'recall': 0.5416892624728851; 'f1-score': 0.5400384280441785; 'support': 605}; 'weighted avg': {'precision': 0.6794579759862779; 'recall': 0.7272727272727273; 'f1-score': 0.6938033836282457; 'support': 605}},{'0': {'precision': 0.7741935483870968; 'recall': 0.9230769230769231; 'f1-score': 0.8421052631578947; 'support': 52}; '1': {'precision': 0.3333333333333333; 'recall': 0.125; 'f1-score': 0.18181818181818182; 'support': 16}; 'accuracy': 0.7352941176470589; 'macro avg': {'precision': 0.553763440860215; 'recall': 0.5240384615384616; 'f1-score': 0.5119617224880383; 'support': 68}; 'weighted avg': {'precision': 0.670461733080329; 'recall': 0.7352941176470589; 'f1-score': 0.6867435969603151; 'support': 68}}
l: 5,1,CNF,3,606,67,37,[16; 17],64,0.828909,0.626866,2,[X0 < 4.000000 OR X1 >= 12.000000],{'0': {'precision': 0.8235294117647058; 'recall': 0.7272727272727273; 'f1-score': 0.7724137931034483; 'support': 462}; '1': {'precision': 0.36363636363636365; 'recall': 0.5; 'f1-score': 0.4210526315789474; 'support': 144}; 'accuracy': 0.6732673267326733; 'macro avg': {'precision': 0.5935828877005347; 'recall': 0.6136363636363636; 'f1-score': 0.5967332123411978; 'support': 606}; 'weighted avg': {'precision': 0.714247895377773; 'recall': 0.6732673267326733; 'f1-score': 0.6889220319491114; 'support': 606}},{'0': {'precision': 0.825; 'recall': 0.6470588235294118; 'f1-score': 0.7252747252747253; 'support': 51}; '1': {'precision': 0.3333333333333333; 'recall': 0.5625; 'f1-score': 0.4186046511627907; 'support': 16}; 'accuracy': 0.6268656716417911; 'macro avg': {'precision': 0.5791666666666666; 'recall': 0.6047794117647058; 'f1-score': 0.571939688218758; 'support': 67}; 'weighted avg': {'precision': 0.7075870646766169; 'recall': 0.6268656716417911; 'f1-score': 0.6520400807106811; 'support': 67}}
l: 5,1,CNF,4,606,67,37,[16; 17],64,0.984887,0.761194,0,[],{'0': {'precision': 0.7623762376237624; 'recall': 1.0; 'f1-score': 0.8651685393258427; 'support': 462}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7623762376237624; 'macro avg': {'precision': 0.3811881188118812; 'recall': 0.5; 'f1-score': 0.43258426966292135; 'support': 606}; 'weighted avg': {'precision': 0.5812175276933634; 'recall': 0.7623762376237624; 'f1-score': 0.6595839359216821; 'support': 606}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
l: 5,1,CNF,5,606,67,37,[16; 17],64,0.912424,0.582090,1,[X0 < 7.000000],{'0': {'precision': 0.9006410256410257; 'recall': 0.6082251082251082; 'f1-score': 0.7260981912144702; 'support': 462}; '1': {'precision': 0.3843537414965986; 'recall': 0.7847222222222222; 'f1-score': 0.5159817351598174; 'support': 144}; 'accuracy': 0.6501650165016502; 'macro avg': {'precision': 0.6424973835688121; 'recall': 0.6964736652236652; 'f1-score': 0.6210399631871437; 'support': 606}; 'weighted avg': {'precision': 0.7779588987156173; 'recall': 0.6501650165016502; 'f1-score': 0.6761695283896022; 'support': 606}},{'0': {'precision': 0.896551724137931; 'recall': 0.5098039215686274; 'f1-score': 0.65; 'support': 51}; '1': {'precision': 0.34210526315789475; 'recall': 0.8125; 'f1-score': 0.4814814814814815; 'support': 16}; 'accuracy': 0.582089552238806; 'macro avg': {'precision': 0.6193284936479129; 'recall': 0.6611519607843137; 'f1-score': 0.5657407407407408; 'support': 67}; 'weighted avg': {'precision': 0.7641465991277732; 'recall': 0.582089552238806; 'f1-score': 0.6097567716970702; 'support': 67}}
l: 5,1,CNF,6,606,67,37,[16; 17],64,0.942813,0.641791,1,[X0 < 7.000000],{'0': {'precision': 0.896774193548387; 'recall': 0.6017316017316018; 'f1-score': 0.7202072538860105; 'support': 462}; '1': {'precision': 0.3783783783783784; 'recall': 0.7777777777777778; 'f1-score': 0.5090909090909091; 'support': 144}; 'accuracy': 0.6435643564356436; 'macro avg': {'precision': 0.6375762859633827; 'recall': 0.6897546897546898; 'f1-score': 0.6146490814884598; 'support': 606}; 'weighted avg': {'precision': 0.773591029547593; 'recall': 0.6435643564356436; 'f1-score': 0.6700409937366795; 'support': 606}},{'0': {'precision': 0.9354838709677419; 'recall': 0.5686274509803921; 'f1-score': 0.7073170731707317; 'support': 51}; '1': {'precision': 0.3888888888888889; 'recall': 0.875; 'f1-score': 0.5384615384615385; 'support': 16}; 'accuracy': 0.6417910447761194; 'macro avg': {'precision': 0.6621863799283154; 'recall': 0.7218137254901961; 'f1-score': 0.6228893058161351; 'support': 67}; 'weighted avg': {'precision': 0.8049537259936874; 'recall': 0.6417910447761194; 'f1-score': 0.6669933633894318; 'support': 67}}
l: 5,1,CNF,7,606,67,37,[16; 17],64,0.947954,0.761194,1,[X0 < 2.000000],{'0': {'precision': 0.7639123102866779; 'recall': 0.9805194805194806; 'f1-score': 0.8587677725118484; 'support': 462}; '1': {'precision': 0.3076923076923077; 'recall': 0.027777777777777776; 'f1-score': 0.050955414012738856; 'support': 144}; 'accuracy': 0.7541254125412541; 'macro avg': {'precision': 0.5358023089894928; 'recall': 0.5041486291486291; 'f1-score': 0.45486159326229364; 'support': 606}; 'weighted avg': {'precision': 0.6555035967989068; 'recall': 0.7541254125412541; 'f1-score': 0.6668123605912679; 'support': 606}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
l: 5,1,CNF,8,606,67,37,[16; 17],64,0.921510,0.761194,0,[],{'0': {'precision': 0.7623762376237624; 'recall': 1.0; 'f1-score': 0.8651685393258427; 'support': 462}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7623762376237624; 'macro avg': {'precision': 0.3811881188118812; 'recall': 0.5; 'f1-score': 0.43258426966292135; 'support': 606}; 'weighted avg': {'precision': 0.5812175276933634; 'recall': 0.7623762376237624; 'f1-score': 0.6595839359216821; 'support': 606}},{'0': {'precision': 0.7611940298507462; 'recall': 1.0; 'f1-score': 0.864406779661017; 'support': 51}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7611940298507462; 'macro avg': {'precision': 0.3805970149253731; 'recall': 0.5; 'f1-score': 0.4322033898305085; 'support': 67}; 'weighted avg': {'precision': 0.5794163510804188; 'recall': 0.7611940298507462; 'f1-score': 0.6579812800404756; 'support': 67}}
l: 5,1,CNF,9,606,67,37,[16; 17],64,0.925291,0.671642,1,[X3 < 16.000000],{'0': {'precision': 0.7687224669603524; 'recall': 0.7554112554112554; 'f1-score': 0.7620087336244541; 'support': 462}; '1': {'precision': 0.2565789473684211; 'recall': 0.2708333333333333; 'f1-score': 0.26351351351351354; 'support': 144}; 'accuracy': 0.6402640264026402; 'macro avg': {'precision': 0.5126507071643868; 'recall': 0.5131222943722944; 'f1-score': 0.5127611235689838; 'support': 606}; 'weighted avg': {'precision': 0.6470249969583093; 'recall': 0.6402640264026402; 'f1-score': 0.6435544238951216; 'support': 606}},{'0': {'precision': 0.7843137254901961; 'recall': 0.7843137254901961; 'f1-score': 0.7843137254901961; 'support': 51}; '1': {'precision': 0.3125; 'recall': 0.3125; 'f1-score': 0.3125; 'support': 16}; 'accuracy': 0.6716417910447762; 'macro avg': {'precision': 0.548406862745098; 'recall': 0.548406862745098; 'f1-score': 0.548406862745098; 'support': 67}; 'weighted avg': {'precision': 0.6716417910447762; 'recall': 0.6716417910447762; 'f1-score': 0.6716417910447762; 'support': 67}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 37}, (mean val acc cv) 0.686479 (+- 0.060844), (mean training time) 0.918829 (+- 0.061057)
l: 5,1,CNF,0,605,68,18,[33; 34],64,0.615371,0.764706,0,[],{'0': {'precision': 0.7619834710743801; 'recall': 1.0; 'f1-score': 0.8649155722326454; 'support': 461}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 144}; 'accuracy': 0.7619834710743801; 'macro avg': {'precision': 0.38099173553719007; 'recall': 0.5; 'f1-score': 0.4324577861163227; 'support': 605}; 'weighted avg': {'precision': 0.5806188101905607; 'recall': 0.7619834710743801; 'f1-score': 0.6590513699161149; 'support': 605}},{'0': {'precision': 0.7647058823529411; 'recall': 1.0; 'f1-score': 0.8666666666666666; 'support': 52}; '1': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 16}; 'accuracy': 0.7647058823529411; 'macro avg': {'precision': 0.38235294117647056; 'recall': 0.5; 'f1-score': 0.4333333333333333; 'support': 68}; 'weighted avg': {'precision': 0.5847750865051903; 'recall': 0.7647058823529411; 'f1-score': 0.6627450980392157; 'support': 68}}
l: 5,1,CNF,1,605,68,18,[33; 34],64,0.487990,0.720588,1,[X1 >= 12.000000],{'0': {'precision': 0.7792207792207793; 'recall': 0.911062906724512; 'f1-score': 0.8400000000000001; 'support': 461}; '1': {'precision': 0.3787878787878788; 'recall': 0.1736111111111111; 'f1-score': 0.2380952380952381; 'support': 144}; 'accuracy': 0.7355371900826446; 'macro avg': {'precision': 0.579004329004329; 'recall': 0.5423370089178116; 'f1-score': 0.5390476190476191; 'support': 605}; 'weighted avg': {'precision': 0.683911130192122; 'recall': 0.7355371900826446; 'f1-score': 0.6967367178276269; 'support': 605}},{'0': {'precision': 0.7796610169491526; 'recall': 0.8846153846153846; 'f1-score': 0.8288288288288288; 'support': 52}; '1': {'precision': 0.3333333333333333; 'recall': 0.1875; 'f1-score': 0.24000000000000005; 'support': 16}; 'accuracy': 0.7205882352941176; 'macro avg': {'precision': 0.556497175141243; 'recall': 0.5360576923076923; 'f1-score': 0.5344144144144144; 'support': 68}; 'weighted avg': {'precision': 0.6746427384513127; 'recall': 0.7205882352941176; 'f1-score': 0.6902808691043986; 'support': 68}}
l: 5,1,CNF,2,605,68,18,[33; 34],64,0.579340,0.720588,1,[X2 >= 2000.000000],{'0': {'precision': 0.7926565874730022; 'recall': 0.7960954446854663; 'f1-score': 0.7943722943722944; 'support': 461}; '1': {'precision': 0.3380281690140845; 'recall': 0.3333333333333333; 'f1-score': 0.3356643356643357; 'support': 144}; 'accuracy': 0.6859504132231405; 'macro avg': {'precision': 0.5653423782435434; 'recall': 0.5647143890093999; 'f1-score': 0.565018315018315; 'support': 605}; 'weighted avg': {'precision': 0.6844475093604664; 'recall': 0.6859504132231405; 'f1-score': 0.6851922182500695; 'support': 605}},{'0': {'precision': 0.7894736842105263; 'recall': 0.8653846153846154; 'f1-score': 0.8256880733944955; 'support': 52}; '1': {'precision': 0.36363636363636365; 'recall': 0.25; 'f1-score': 0.2962962962962963; 'support': 16}; 'accuracy': 0.7205882352941176; 'macro avg': {'precision': 0.5765550239234449; 'recall': 0.5576923076923077; 'f1-score': 0.5609921848453958; 'support': 68}; 'weighted avg': {'precision': 0.6892766676048411; 'recall': 0.7205882352941176; 'f1-score': 0.7011253023125663; 'support': 68}}
l: 5,1,CNF,3,606,67,18,[33; 34],64,0.554053,0.686567,1,[X0 < 4.000000],{'0': {'precision': 0.8175675675675675; 'recall': 0.7857142857142857; 'f1-score': 0.8013245033112583; 'support': 462}; '1': {'precision': 0.3888888888888889; 'recall': 0.4375; 'f1-score': 0.411764705882353; 'support': 144}; 'accuracy': 0.7029702970297029; 'macro avg': {'precision': 0.6032282282282282; 'recall': 0.6116071428571428; 'f1-score': 0.6065446045968056; 'support': 606}; 'weighted avg': {'precision': 0.7157033270894657; 'recall': 0.7029702970297029; 'f1-score': 0.7087558385756768; 'support': 606}},{'0': {'precision': 0.8125; 'recall': 0.7647058823529411; 'f1-score': 0.787878787878788; 'support': 51}; '1': {'precision': 0.3684210526315789; 'recall': 0.4375; 'f1-score': 0.39999999999999997; 'support': 16}; 'accuracy': 0.6865671641791045; 'macro avg': {'precision': 0.5904605263157895; 'recall': 0.6011029411764706; 'f1-score': 0.593939393939394; 'support': 67}; 'weighted avg': {'precision': 0.7064512961508248; 'recall': 0.6865671641791045; 'f1-score': 0.6952510176390774; 'support': 67}}
